C8,Counts
ENSDARG00000003920,231
ENSDARG00000003925,0
ENSDARG00000003927,80
ENSDARG00000003931,21
ENSDARG00000003934,32
ENSDARG00000003938,116
ENSDARG00000003940,145
ENSDARG00000003941,33
ENSDARG00000003944,0
ENSDARG00000003952,303
ENSDARG00000003961,23
ENSDARG00000003963,114
ENSDARG00000003965,0
ENSDARG00000003968,0
ENSDARG00000003970,23
ENSDARG00000003971,22
ENSDARG00000003973,23
ENSDARG00000003974,151
ENSDARG00000003977,0
ENSDARG00000003984,84
ENSDARG00000003989,239
ENSDARG00000003991,80
ENSDARG00000003994,36
ENSDARG00000003998,59
ENSDARG00000004015,24
ENSDARG00000004017,38
ENSDARG00000004018,14
ENSDARG00000004023,443
ENSDARG00000004034,34
ENSDARG00000004037,49
ENSDARG00000004046,20
ENSDARG00000004049,134
ENSDARG00000004051,23
ENSDARG00000004055,164
ENSDARG00000004059,5
ENSDARG00000004060,1251
ENSDARG00000004074,614
ENSDARG00000004078,49
ENSDARG00000004082,16
ENSDARG00000004094,282
ENSDARG00000004105,65
ENSDARG00000004109,0
ENSDARG00000004111,6
ENSDARG00000004114,10
ENSDARG00000004115,89
ENSDARG00000004130,19
ENSDARG00000004131,33
ENSDARG00000004132,356
ENSDARG00000004150,56
ENSDARG00000004151,54
ENSDARG00000004154,8
ENSDARG00000004158,11
ENSDARG00000004160,94
ENSDARG00000004161,165
ENSDARG00000004167,6
ENSDARG00000004169,60
ENSDARG00000004171,9
ENSDARG00000004173,490
ENSDARG00000004174,995
ENSDARG00000004176,70
ENSDARG00000004177,45
ENSDARG00000004184,237
ENSDARG00000004187,29
ENSDARG00000004189,106
ENSDARG00000004196,150
ENSDARG00000004199,13
ENSDARG00000004204,0
ENSDARG00000004211,34
ENSDARG00000004218,34
ENSDARG00000004219,4
ENSDARG00000004227,144
ENSDARG00000004232,37
ENSDARG00000004243,12
ENSDARG00000004246,353
ENSDARG00000004251,20
ENSDARG00000004256,0
ENSDARG00000004260,43
ENSDARG00000004261,140
ENSDARG00000004262,47
ENSDARG00000004270,56
ENSDARG00000004274,0
ENSDARG00000004280,29
ENSDARG00000004282,133
ENSDARG00000004291,253
ENSDARG00000004296,14
ENSDARG00000004297,471
ENSDARG00000004301,6
ENSDARG00000004302,86
ENSDARG00000004305,85
ENSDARG00000004306,28
ENSDARG00000004307,16
ENSDARG00000004308,14
ENSDARG00000004311,24
ENSDARG00000004318,18
ENSDARG00000004322,17
ENSDARG00000004325,83
ENSDARG00000004328,3
ENSDARG00000004336,363
ENSDARG00000004343,57
ENSDARG00000004358,111
ENSDARG00000004363,24
ENSDARG00000004372,133
ENSDARG00000004377,908
ENSDARG00000004378,22
ENSDARG00000004386,146
ENSDARG00000004392,14
ENSDARG00000004396,5
ENSDARG00000004402,32
ENSDARG00000004405,7
ENSDARG00000004406,19
ENSDARG00000004415,496
ENSDARG00000004427,0
ENSDARG00000004433,0
ENSDARG00000004436,5
ENSDARG00000004445,59
ENSDARG00000004447,3
ENSDARG00000004451,26
ENSDARG00000004452,947
ENSDARG00000004455,8
ENSDARG00000004459,22
ENSDARG00000004460,38
ENSDARG00000004470,143
ENSDARG00000004472,21
ENSDARG00000004473,38
ENSDARG00000004492,30
ENSDARG00000004497,2
ENSDARG00000004498,0
ENSDARG00000004502,102
ENSDARG00000004517,24
ENSDARG00000004525,46
ENSDARG00000004527,3
ENSDARG00000004529,9
ENSDARG00000004537,1560
ENSDARG00000004539,26
ENSDARG00000004561,5
ENSDARG00000004574,20
ENSDARG00000004576,32
ENSDARG00000004580,108
ENSDARG00000004581,65
ENSDARG00000004586,12
ENSDARG00000004587,56
ENSDARG00000004588,864
ENSDARG00000004592,44
ENSDARG00000004594,45
ENSDARG00000004597,85
ENSDARG00000004598,0
ENSDARG00000004616,64
ENSDARG00000004618,26
ENSDARG00000004621,739
ENSDARG00000004627,1
ENSDARG00000004632,19
ENSDARG00000004633,27
ENSDARG00000004634,185
ENSDARG00000004635,341
ENSDARG00000004636,138
ENSDARG00000004643,145
ENSDARG00000004647,3
ENSDARG00000004648,25
ENSDARG00000004658,85
ENSDARG00000004672,208
ENSDARG00000004680,58
ENSDARG00000004687,24
ENSDARG00000004692,198
ENSDARG00000004695,5
ENSDARG00000004696,99
ENSDARG00000004697,49
ENSDARG00000004702,255
ENSDARG00000004706,60
ENSDARG00000004712,58
ENSDARG00000004713,9
ENSDARG00000004714,386
ENSDARG00000004721,34
ENSDARG00000004724,66
ENSDARG00000004726,186
ENSDARG00000004735,582
ENSDARG00000004745,23
ENSDARG00000004748,5
ENSDARG00000004753,89
ENSDARG00000004754,108
ENSDARG00000004757,2540
ENSDARG00000004763,25
ENSDARG00000004771,29
ENSDARG00000004774,138
ENSDARG00000004782,822
ENSDARG00000004785,144
ENSDARG00000004789,301
ENSDARG00000004794,22
ENSDARG00000004796,437
ENSDARG00000004806,0
ENSDARG00000004823,0
ENSDARG00000004830,150
ENSDARG00000004836,299
ENSDARG00000004840,143
ENSDARG00000004843,98
ENSDARG00000004851,20
ENSDARG00000004861,148
ENSDARG00000004864,0
ENSDARG00000004866,60
ENSDARG00000004869,17
ENSDARG00000004870,34
ENSDARG00000004871,0
ENSDARG00000004874,3
ENSDARG00000004875,32
ENSDARG00000004877,245
ENSDARG00000004880,24
ENSDARG00000004889,0
ENSDARG00000004891,68
ENSDARG00000004898,0
ENSDARG00000004904,47
ENSDARG00000004906,131
ENSDARG00000004925,14
ENSDARG00000004930,480
ENSDARG00000004931,65
ENSDARG00000004932,7
ENSDARG00000004937,0
ENSDARG00000004939,30
ENSDARG00000004948,146
ENSDARG00000004952,2
ENSDARG00000004953,0
ENSDARG00000004954,0
ENSDARG00000004956,25
ENSDARG00000004964,43
ENSDARG00000004979,11
ENSDARG00000004988,157
ENSDARG00000005002,13
ENSDARG00000005004,1
ENSDARG00000005010,4
ENSDARG00000005015,239
ENSDARG00000005023,29
ENSDARG00000005026,467
ENSDARG00000005034,16
ENSDARG00000005049,11
ENSDARG00000005050,3
ENSDARG00000005057,10
ENSDARG00000005058,94
ENSDARG00000005078,37
ENSDARG00000005085,64
ENSDARG00000005092,100
ENSDARG00000005095,31
ENSDARG00000005098,2
ENSDARG00000005104,62
ENSDARG00000005108,17
ENSDARG00000005112,101
ENSDARG00000005115,5
ENSDARG00000005122,250
ENSDARG00000005126,222
ENSDARG00000005128,0
ENSDARG00000005134,78
ENSDARG00000005139,12
ENSDARG00000005141,118
ENSDARG00000005150,40
ENSDARG00000005154,27
ENSDARG00000005159,83
ENSDARG00000005162,207
ENSDARG00000005163,97
ENSDARG00000005172,11
ENSDARG00000005176,6
ENSDARG00000005179,64
ENSDARG00000005185,78
ENSDARG00000005186,203
ENSDARG00000005191,748
ENSDARG00000005210,22
ENSDARG00000005216,73
ENSDARG00000005218,9
ENSDARG00000005220,2
ENSDARG00000005221,37
ENSDARG00000005230,46
ENSDARG00000005232,266
ENSDARG00000005236,1057
ENSDARG00000005246,25
ENSDARG00000005251,0
ENSDARG00000005254,24
ENSDARG00000005271,9
ENSDARG00000005274,12
ENSDARG00000005284,25
ENSDARG00000005314,0
ENSDARG00000005315,359
ENSDARG00000005318,43
ENSDARG00000005320,10
ENSDARG00000005327,0
ENSDARG00000005332,0
ENSDARG00000005335,0
ENSDARG00000005343,92
ENSDARG00000005350,165
ENSDARG00000005355,63
ENSDARG00000005356,87
ENSDARG00000005359,189
ENSDARG00000005364,3
ENSDARG00000005368,108
ENSDARG00000005371,0
ENSDARG00000005372,87
ENSDARG00000005374,73
ENSDARG00000005382,41
ENSDARG00000005392,0
ENSDARG00000005394,313
ENSDARG00000005397,286
ENSDARG00000005414,7
ENSDARG00000005416,93
ENSDARG00000005423,25
ENSDARG00000005425,48
ENSDARG00000005448,13
ENSDARG00000005451,338
ENSDARG00000005453,369
ENSDARG00000005454,178
ENSDARG00000005456,271
ENSDARG00000005458,138
ENSDARG00000005462,399
ENSDARG00000005463,66
ENSDARG00000005464,2
ENSDARG00000005468,155
ENSDARG00000005476,466
ENSDARG00000005479,1264
ENSDARG00000005481,33
ENSDARG00000005482,1148
ENSDARG00000005485,57
ENSDARG00000005500,21
ENSDARG00000005510,0
ENSDARG00000005513,1518
ENSDARG00000005518,0
ENSDARG00000005522,0
ENSDARG00000005525,3
ENSDARG00000005526,61
ENSDARG00000005536,148
ENSDARG00000005540,303
ENSDARG00000005541,26
ENSDARG00000005544,27
ENSDARG00000005547,38
ENSDARG00000005549,123
ENSDARG00000005551,68
ENSDARG00000005559,34
ENSDARG00000005560,199
ENSDARG00000005561,24
ENSDARG00000005565,13
ENSDARG00000005574,59
ENSDARG00000005576,372
ENSDARG00000005578,109
ENSDARG00000005586,166
ENSDARG00000005590,69
ENSDARG00000005595,12
ENSDARG00000005606,60
ENSDARG00000005612,19
ENSDARG00000005616,0
ENSDARG00000005619,53
ENSDARG00000005625,199
ENSDARG00000005626,0
ENSDARG00000005627,0
ENSDARG00000005629,15
ENSDARG00000005640,6
ENSDARG00000005643,5
ENSDARG00000005645,236
ENSDARG00000005648,2
ENSDARG00000005651,22
ENSDARG00000005652,392
ENSDARG00000005670,246
ENSDARG00000005673,1
ENSDARG00000005675,67
ENSDARG00000005679,92
ENSDARG00000005690,44
ENSDARG00000005699,67
ENSDARG00000005704,30
ENSDARG00000005713,23
ENSDARG00000005716,39
ENSDARG00000005738,63
ENSDARG00000005739,71
ENSDARG00000005749,60
ENSDARG00000005754,584
ENSDARG00000005762,159
ENSDARG00000005772,26
ENSDARG00000005774,573
ENSDARG00000005775,1291
ENSDARG00000005776,95
ENSDARG00000005780,0
ENSDARG00000005783,211
ENSDARG00000005786,5
ENSDARG00000005789,102
ENSDARG00000005791,965
ENSDARG00000005799,14
ENSDARG00000005800,61
ENSDARG00000005814,0
ENSDARG00000005821,4
ENSDARG00000005823,190
ENSDARG00000005827,145
ENSDARG00000005828,23
ENSDARG00000005834,285
ENSDARG00000005840,145
ENSDARG00000005841,249
ENSDARG00000005842,40
ENSDARG00000005853,3
ENSDARG00000005861,807
ENSDARG00000005865,0
ENSDARG00000005867,271
ENSDARG00000005870,23
ENSDARG00000005883,70
ENSDARG00000005891,41
ENSDARG00000005894,2
ENSDARG00000005897,39
ENSDARG00000005908,110
ENSDARG00000005913,22
ENSDARG00000005915,294
ENSDARG00000005916,50
ENSDARG00000005924,320
ENSDARG00000005926,20
ENSDARG00000005927,115
ENSDARG00000005941,404
ENSDARG00000005942,0
ENSDARG00000005943,11
ENSDARG00000005945,134
ENSDARG00000005948,65
ENSDARG00000005972,2
ENSDARG00000005980,234
ENSDARG00000005989,75
ENSDARG00000005993,36
ENSDARG00000006003,54
ENSDARG00000006008,173
ENSDARG00000006010,50
ENSDARG00000006011,48
ENSDARG00000006019,294
ENSDARG00000006025,56
ENSDARG00000006029,11
ENSDARG00000006031,1027
ENSDARG00000006038,85
ENSDARG00000006040,14
ENSDARG00000006044,17
ENSDARG00000006052,0
ENSDARG00000006060,213
ENSDARG00000006062,327
ENSDARG00000006065,86
ENSDARG00000006074,26
ENSDARG00000006079,4
ENSDARG00000006092,612
ENSDARG00000006093,20
ENSDARG00000006094,285
ENSDARG00000006109,0
ENSDARG00000006110,0
ENSDARG00000006112,74
ENSDARG00000006120,184
ENSDARG00000006124,682
ENSDARG00000006125,150
ENSDARG00000006128,397
ENSDARG00000006137,0
ENSDARG00000006151,12
ENSDARG00000006169,140
ENSDARG00000006174,2
ENSDARG00000006181,91
ENSDARG00000006192,105
ENSDARG00000006196,89
ENSDARG00000006200,1463
ENSDARG00000006202,61
ENSDARG00000006206,0
ENSDARG00000006207,0
ENSDARG00000006215,48
ENSDARG00000006219,166
ENSDARG00000006220,44
ENSDARG00000006225,205
ENSDARG00000006235,97
ENSDARG00000006240,98
ENSDARG00000006242,881
ENSDARG00000006251,62
ENSDARG00000006253,96
ENSDARG00000006257,639
ENSDARG00000006260,805
ENSDARG00000006266,136
ENSDARG00000006272,117
ENSDARG00000006279,13
ENSDARG00000006283,139
ENSDARG00000006288,18
ENSDARG00000006290,53
ENSDARG00000006292,10
ENSDARG00000006299,81
ENSDARG00000006300,41
ENSDARG00000006301,165
ENSDARG00000006307,131
ENSDARG00000006308,10
ENSDARG00000006314,170
ENSDARG00000006316,576
ENSDARG00000006332,233
ENSDARG00000006341,3
ENSDARG00000006345,28
ENSDARG00000006350,0
ENSDARG00000006353,98
ENSDARG00000006356,83
ENSDARG00000006368,2
ENSDARG00000006370,97
ENSDARG00000006372,6
ENSDARG00000006383,247
ENSDARG00000006385,49
ENSDARG00000006389,219
ENSDARG00000006392,44
ENSDARG00000006395,589
ENSDARG00000006396,470
ENSDARG00000006397,162
ENSDARG00000006399,227
ENSDARG00000006408,52
ENSDARG00000006409,3
ENSDARG00000006413,98
ENSDARG00000006420,353
ENSDARG00000006422,21
ENSDARG00000006427,166
ENSDARG00000006434,0
ENSDARG00000006447,1
ENSDARG00000006456,2
ENSDARG00000006467,44
ENSDARG00000006468,0
ENSDARG00000006474,2
ENSDARG00000006477,63
ENSDARG00000006487,257
ENSDARG00000006491,0
ENSDARG00000006494,134
ENSDARG00000006497,680
ENSDARG00000006501,0
ENSDARG00000006508,79
ENSDARG00000006514,82
ENSDARG00000006522,8
ENSDARG00000006524,656
ENSDARG00000006526,727
ENSDARG00000006527,176
ENSDARG00000006544,1
ENSDARG00000006545,63
ENSDARG00000006546,65
ENSDARG00000006553,74
ENSDARG00000006560,0
ENSDARG00000006566,285
ENSDARG00000006567,0
ENSDARG00000006568,4
ENSDARG00000006577,24
ENSDARG00000006580,0
ENSDARG00000006584,349
ENSDARG00000006585,101
ENSDARG00000006588,8
ENSDARG00000006598,0
ENSDARG00000006600,141
ENSDARG00000006601,161
ENSDARG00000006602,13
ENSDARG00000006603,54
ENSDARG00000006604,35
ENSDARG00000006607,79
ENSDARG00000006609,54
ENSDARG00000006615,30
ENSDARG00000006617,87
ENSDARG00000006621,234
ENSDARG00000006624,95
ENSDARG00000006636,79
ENSDARG00000006639,140
ENSDARG00000006640,64
ENSDARG00000006642,19
ENSDARG00000006666,27
ENSDARG00000006672,74
ENSDARG00000006677,25
ENSDARG00000006678,1
ENSDARG00000006683,140
ENSDARG00000006691,587
ENSDARG00000006712,76
