.id,chemical,ID,min,max,POD,POD_value_mg_L,POD_low_conf,POD_high_conf,confidence,confident_logical,species,origin
Metabolic Rate,Prochloraz,Metabolic,1e-4,1,BMD,0.761556487972011,0.761556487972011,0.761556487972011,0.107,FALSE,Zebrafish,Experimental
Metabolic Rate,TEG,Metabolic,0.1,1000,BMD,342.476632198464,0.0453718560796472,342.476632198464,0.112,FALSE,Zebrafish,Experimental
Metabolic Rate,Trenbolone,Metabolic,1e-5,0.1,BMD,8.28076548525995e-6,3.81824075062366e-6,7.4586225690472e-4,0.075,FALSE,Zebrafish,Experimental
Metabolic Rate,4C3MP,Metabolic,1e-4,1,BMD,0.884406119722938,0.154175999594046,0.924639579077348,0.172,FALSE,Zebrafish,Experimental
Metabolic Rate,DES,Metabolic,1e-5,0.1,BMD,8.70782926661918e-5,1.04795581403198e-5,0.0283178115508427,0.344,FALSE,Zebrafish,Experimental
Metabolic Rate,NN-Dimethylformamide,Metabolic,0.1,1000,BMD,0.163369989348342,0.018057806664079,187.619084639725,0.252,FALSE,Zebrafish,Experimental
Metabolic Rate,Vinclozolin,Metabolic,1e-4,1,BMD,0.517035109703171,0.137544185007871,1,0.319,FALSE,Zebrafish,Experimental
Overt Toxicity,34-DCA,Overt Toxicity,1e-5,1,BMD,0.156879842525655,0.156879842525655,0.156879842525655,1,TRUE,Zebrafish,Experimental
Overt Toxicity,4-TPP,Overt Toxicity,1e-4,1,BMD,0.142928529155284,0.142928529155284,0.142928529155284,1,TRUE,Zebrafish,Experimental
Overt Toxicity,24-DNP,Overt Toxicity,1e-4,10,BMD,1.23688299343565,1.07264725461114,3.1085668870099,0.998,TRUE,Zebrafish,Experimental
Overt Toxicity,DES,Overt Toxicity,1e-5,0.1,BMD,0.00107292833615878,5.086319480851e-5,0.0409908230456327,0.671,TRUE,Zebrafish,Experimental
Behaviour,Fluoxetine,Behaviour,1e-5,0.1,BMD,0.0382574055786114,0.0111881809155565,0.1,0.914,TRUE,Zebrafish,Experimental
Behaviour,4-TPP,Behaviour,1e-4,1,BMD,0.391195854189563,0.00575731589596394,0.925772412716089,0.559,TRUE,Zebrafish,Experimental
Metabolic Rate,4TOP,Metabolic,1e-5,0.1,BMD,0.0509187124699132,9.9368902432531e-4,0.0876507315331486,0.638,TRUE,Zebrafish,Experimental
Metabolic Rate,DES,Metabolic,1e-5,0.1,BMD,6.1438894595746e-4,3.47203989818714e-6,0.033153123276033,0.579,TRUE,Zebrafish,Experimental
Metabolic Rate,17betaestradiol,Metabolic,1e-5,0.1,BMD,0.00292419538379582,8.9758440217157e-4,0.00554867177534372,1,TRUE,Zebrafish,Experimental
Metabolic Rate,4-TPP,Metabolic,1e-4,1,BMD,0.025010255248721,0.0109932524546948,0.126615272572997,0.999,TRUE,Zebrafish,Experimental
Metabolic Rate,Flutamide,Metabolic,1e-4,1,BMD,0.00370182282583755,2.8625192667979e-4,0.282350106590471,0.874,TRUE,Zebrafish,Experimental
Acute LC50,1-Decanol,Acute LC50,1e-4,1,LC50,3.21,NA,NA,1,TRUE,Zebrafish,Literature
Acute LC50,1-Decanol,Acute LC50,1e-4,1,LC50,0.602,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,1-Decanol,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.43,NA,NA,1,TRUE,Zebrafish,Literature
Acute LC50,1-Octanol,Acute LC50,0.001,10,LC50,19.8,NA,NA,1,TRUE,Zebrafish,Literature
Acute LC50,1-Octanol,Acute LC50,0.001,10,LC50,12.2,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,1-Octanol,Chronic POD,0.001,10,NOEC/LOEC/EC10,0.75,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,TEG,Acute LC50,0.1,1000,LC50,54800,NA,NA,1,TRUE,Zebrafish,Literature
Acute LC50,TEG,Acute LC50,0.1,1000,LC50,5000,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,SDS,Acute LC50,1e-5,0.1,LC50,3.6,NA,NA,1,TRUE,Zebrafish,Literature
Acute LC50,SDS,Acute LC50,1e-5,0.1,LC50,1.39,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,SDS,Chronic POD,1e-5,0.1,NOEC/LOEC/EC10,1.357,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,4TOP,Acute LC50,1e-5,0.1,LC50,0.462,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,4TOP,Chronic POD,1e-5,0.1,NOEC/LOEC/EC10,0.0046,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,4TOP,Chronic POD,1e-5,0.1,NOEC/LOEC/EC10,0.012,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,4-TPP,Acute LC50,1e-4,1,LC50,1.6,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,4-TPP,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.057,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,24-DMP,Acute LC50,1e-4,1,LC50,6.3,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,24-DMP,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.131,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,4C3MP,Acute LC50,1e-4,1,LC50,1.3,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,Prochloraz,Acute LC50,1e-4,1,LC50,5.6,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,Prochloraz,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.03,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,Prochloraz,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.063,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,17betaestradiol,Acute LC50,1e-5,0.1,LC50,1.28,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,17betaestradiol,Chronic POD,1e-5,0.1,NOEC/LOEC/EC10,4.8e-6,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,17betaestradiol,Chronic POD,1e-5,0.1,NOEC/LOEC/EC10,4.2e-7,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,DMSO,Acute LC50,0.001,10,LC50,20964,NA,NA,1,TRUE,Zebrafish,Literature
Acute LC50,DMSO,Acute LC50,0.001,10,LC50,34000,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,DMSO,Chronic POD,0.001,10,NOEC/LOEC/EC10,0.006,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,34-DCA,Acute LC50,1e-5,1,LC50,8.5,NA,NA,1,TRUE,Zebrafish,Literature
Acute LC50,34-DCA,Acute LC50,1e-5,1,LC50,0.95,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,34-DCA,Chronic POD,1e-5,1,NOEC/LOEC/EC10,0.002,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,34-DCA,Chronic POD,1e-5,1,NOEC/LOEC/EC10,0.0011,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,Trenbolone,Chronic POD,1e-6,0.01,NOEC/LOEC/EC10,9.19e-6,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,Trenbolone,Chronic POD,1e-6,0.01,NOEC/LOEC/EC10,1.5e-6,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,Vinclozolin,Acute LC50,1e-4,1,LC50,4.86,NA,NA,1,TRUE,Zebrafish,Literature
Acute LC50,Vinclozolin,Acute LC50,1e-4,1,LC50,13.6,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,Vinclozolin,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.05,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,Fluoxetine,Acute LC50,1e-5,0.1,LC50,0.25,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,Fluoxetine,Chronic POD,1e-5,0.1,NOEC/LOEC/EC10,0.0032,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,Fluoxetine,Chronic POD,1e-5,0.1,NOEC/LOEC/EC10,5.4e-4,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,Fenitrothion,Acute LC50,1e-4,1,LC50,0.2,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,Fenitrothion,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.046,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,Glyphosate,Acute LC50,1e-4,1,LC50,53.75,NA,NA,1,TRUE,Zebrafish,Literature
Acute LC50,Glyphosate,Acute LC50,1e-4,1,LC50,36.3,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,Glyphosate,Chronic POD,1e-4,1,NOEC/LOEC/EC10,13.9,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,Glyphosate,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.1,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,Malathion,Acute LC50,1e-5,0.1,LC50,0.105,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,Malathion,Chronic POD,1e-5,0.1,NOEC/LOEC/EC10,1,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,Malathion,Chronic POD,1e-5,0.1,NOEC/LOEC/EC10,0.021,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,Fadrozole,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.1,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,Fadrozole,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.0955,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,Flutamide,Acute LC50,1e-4,1,LC50,1.92,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,Flutamide,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.101,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,Clofibric-acid,Acute LC50,0.001,10,LC50,526.5,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,Clofibric-acid,Chronic POD,0.001,10,NOEC/LOEC/EC10,70,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,Clofibric-acid,Chronic POD,0.001,10,NOEC/LOEC/EC10,10.75,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,24-DNP,Acute LC50,1e-4,10,LC50,0.62,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,24-DNP,Chronic POD,1e-4,10,NOEC/LOEC/EC10,0.208,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,Aniline,Acute LC50,0.001,10,LC50,32,NA,NA,1,TRUE,Zebrafish,Literature
Acute LC50,Aniline,Acute LC50,0.001,10,LC50,21.99,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,Aniline,Chronic POD,0.001,10,NOEC/LOEC/EC10,5.6,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,Aniline,Chronic POD,0.001,10,NOEC/LOEC/EC10,0.39,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,NN-Dimethylformamide,Acute LC50,0.1,1000,LC50,6300,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,NN-Dimethylformamide,Chronic POD,0.1,1000,NOEC/LOEC/EC10,0.1,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,EE2,Acute LC50,1e-7,0.001,LC50,1.7,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,EE2,Chronic POD,1e-7,0.001,NOEC/LOEC/EC10,5e-8,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,EE2,Chronic POD,1e-7,0.001,NOEC/LOEC/EC10,4e-8,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,DES,Chronic POD,1e-5,0.1,NOEC/LOEC/EC10,1e-5,NA,NA,1,TRUE,Zebrafish,Literature
Acute LC50,BPA,Acute LC50,1e-4,1,LC50,8.04,NA,NA,1,TRUE,Zebrafish,Literature
Acute LC50,BPA,Acute LC50,1e-4,1,LC50,4.6,NA,NA,1,TRUE,Other Fish,Literature
Chronic POD,BPA,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.2,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,BPA,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.05,NA,NA,1,TRUE,Other Fish,Literature
Acute LC50,BPAF,Acute LC50,1e-4,1,LC50,1.95,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,BPAF,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.05,NA,NA,1,TRUE,Zebrafish,Literature
Chronic POD,BPAF,Chronic POD,1e-4,1,NOEC/LOEC/EC10,0.07,NA,NA,1,TRUE,Other Fish,Literature
LOEC,1-Decanol,Behaviour,1e-4,1,LOEC,1e-4,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,1-Octanol,Behaviour,0.001,10,LOEC,0.01,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,17betaestradiol,Metabolic,1e-5,0.1,LOEC,0.01,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,24-DNP,Overt Toxicity,1e-4,10,LOEC,10,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,24-DNP,Behaviour,1e-4,10,LOEC,0.01,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,34-DCA,Overt Toxicity,1e-5,1,LOEC,1,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,34-DCA,Behaviour,1e-5,1,LOEC,0.1,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,4-TPP,Overt Toxicity,1e-4,1,LOEC,1,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,4-TPP,Behaviour,1e-4,1,LOEC,1,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,4-TPP,Metabolic,1e-4,1,LOEC,1,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,4C3MP,Behaviour,1e-4,1,LOEC,1,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,4TOP,Behaviour,1e-5,0.1,LOEC,0.001,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,4TOP,Metabolic,1e-5,0.1,LOEC,0.1,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,Aniline,Behaviour,0.001,10,LOEC,0.01,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,Clofibric-acid,Behaviour,0.001,10,LOEC,0.001,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,Clofibric-acid,Metabolic,0.001,10,LOEC,10,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,DES,Behaviour,1e-5,0.1,LOEC,0.1,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,DMSO,Behaviour,0.001,10,LOEC,10,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,EE2,Behaviour,1e-7,0.001,LOEC,1e-6,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,Fadrozole,Behaviour,1e-4,1,LOEC,1,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,Fenitrothion,Behaviour,1e-4,1,LOEC,0.001,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,Fluoxetine,Behaviour,1e-5,0.1,LOEC,1e-4,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,Fluoxetine,Metabolic,1e-5,0.1,LOEC,0.1,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,Flutamide,Behaviour,1e-4,1,LOEC,0.001,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,Glyphosate,Behaviour,1e-4,1,LOEC,0.1,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,Malathion,Behaviour,1e-4,1,LOEC,0.001,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,NN-Dimethylformamide,Behaviour,0.1,1000,LOEC,1000,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,Prochloraz,Behaviour,1e-4,1,LOEC,1,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,TGSH,Behaviour,1e-4,1,LOEC,1,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,Trenbolone,Behaviour,1e-5,0.1,LOEC,0.001,NA,NA,1,TRUE,Zebrafish,Experimental
LOEC,Vinclozolin,Behaviour,1e-4,1,LOEC,1,NA,NA,1,TRUE,Zebrafish,Experimental
