.id,chemical,min,max,median_POD,POD_med,mean_POD,low_conf,high_conf,n_genes,Assay,confidence,species,.id_legacy
20th gene,Vinclozolin,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,1-Decanol,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,1-Octanol,0.001,10,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,17betaestradiol,1e-5,0.1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,24-DMP,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,24-DNP,0.001,10,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,34-DCA,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,4-TPP,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,4C3MP,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,4TOP,1e-5,0.1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,Aniline,0.001,10,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,BPA,1e-4,1,0.417667,NA,NA,0.396638,0.762544,40,Transcriptomic,1,Zebrafish,NA
GO Term,BPAF,1e-4,1,0.00166637,NA,NA,0.0013656,0.00224999,397,Transcriptomic,1,Zebrafish,NA
GO Term,Clofibric-acid,0.001,10,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,DES,1e-5,0.1,0.0307771,NA,NA,0.0298255,0.0538198,146,Transcriptomic,1,Zebrafish,NA
GO Term,DMSO,0.001,10,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,EE2,1e-7,0.001,6.33e-5,NA,NA,4.54742e-6,4.85578e-4,273,Transcriptomic,1,Zebrafish,NA
GO Term,Fadrozole,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,Fenitrothion,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,Fluoxetine,1e-5,0.1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,Flutamide,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,Glyphosate,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,Malathion,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,NN-Dimethylformamide,0.1,1000,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,Prochloraz,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,SDS,1e-5,0.1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,TEG,0.1,1000,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,TGSH,1e-4,1,0.0976323,NA,NA,0.0101889,0.706945,485,Transcriptomic,1,Zebrafish,NA
GO Term,Trenbolone,1e-5,0.1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
GO Term,Vinclozolin,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,1-Decanol,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,1-Octanol,0.001,10,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,17betaestradiol,1e-5,0.1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,24-DMP,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,24-DNP,0.001,10,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,34-DCA,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,4-TPP,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,4C3MP,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,4TOP,1e-5,0.1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,Aniline,0.001,10,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,BPA,1e-4,1,0.0105824,NA,NA,0.00101952,0.755821,40,Transcriptomic,1,Zebrafish,NA
Reactome,BPAF,1e-4,1,6.64554e-4,NA,NA,4.93732e-4,0.00920634,397,Transcriptomic,1,Zebrafish,NA
Reactome,Clofibric-acid,0.001,10,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,DES,1e-5,0.1,0.0427958386304089,NA,NA,0.0307771,0.083383,146,Transcriptomic,1,Zebrafish,NA
Reactome,DMSO,0.001,10,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,EE2,1e-7,0.001,2.99907e-4,NA,NA,9.88065e-7,4.26884e-4,273,Transcriptomic,1,Zebrafish,NA
Reactome,Fadrozole,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,Fenitrothion,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,Fluoxetine,1e-5,0.1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,Flutamide,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,Glyphosate,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,Malathion,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,NN-Dimethylformamide,0.1,1000,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,Prochloraz,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,SDS,1e-5,0.1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,TEG,0.1,1000,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,TGSH,1e-4,1,0.354295,NA,NA,0.338365,0.624139,485,Transcriptomic,1,Zebrafish,NA
Reactome,Trenbolone,1e-5,0.1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
Reactome,Vinclozolin,1e-4,1,NA,NA,NA,NA,NA,NA,Transcriptomic,0,Zebrafish,NA
affected_rate_pos_dir,1-Decanol,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,1-Octanol,0.001,10,10,10,10,10,10,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,17betaestradiol,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,24-DMP,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,24-DNP,1e-4,10,1.43844988828766,1.43844988828766,0.594277754492605,0.00562341325190349,1.43844988828766,NA,Lethality & Deformity,1,Zebrafish,NA
affected_rate_pos_dir,34-DCA,1e-5,1,0.156879842525655,0.156879842525655,0.156879842525655,0.156879842525655,0.156879842525655,NA,Lethality & Deformity,1,Zebrafish,NA
affected_rate_pos_dir,4-TPP,1e-4,1,0.142928529155284,0.142928529155284,0.142928529155284,0.142928529155284,0.142928529155284,NA,Lethality & Deformity,1,Zebrafish,NA
affected_rate_pos_dir,4C3MP,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,4TOP,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,Aniline,0.001,10,10,10,10,10,10,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,BPA,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,BPAF,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,Clofibric-acid,0.001,10,10,10,10,10,10,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,DES,1e-5,0.1,2.9729398324913e-4,0.1,1.0053479087598e-4,7.91049376954302e-6,3.6458412370707e-4,NA,Lethality & Deformity,0.231,Zebrafish,NA
affected_rate_pos_dir,DMSO,0.001,10,10,10,10,10,10,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,EE2,1e-7,0.001,6.6019484840818e-4,0.001,2.8597870391218e-4,4.40328528605307e-5,6.6019484840818e-4,NA,Lethality & Deformity,0.356,Zebrafish,NA
affected_rate_pos_dir,Fadrozole,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,Fenitrothion,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,Fluoxetine,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,Flutamide,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,Glyphosate,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,Malathion,1e-4,1,0.791049376954302,1,0.360714109587674,0.0791049376954302,0.791049376954302,NA,Lethality & Deformity,0.346,Zebrafish,NA
affected_rate_pos_dir,NN-Dimethylformamide,0.1,1000,1000,1000,1000,1000,1000,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,Prochloraz,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,SDS,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,TEG,0.1,1000,1000,1000,1000,1000,1000,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,TGSH,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
affected_rate_pos_dir,Trenbolone,1e-5,0.1,3.3887172678387e-4,0.1,1.0119601296399e-4,4.40328528605307e-6,3.3887172678387e-4,NA,Lethality & Deformity,0.115,Zebrafish,NA
affected_rate_pos_dir,Vinclozolin,1e-4,1,0.66019484840819,1,0.111563012383726,6.60194848408189e-5,0.66019484840819,NA,Lethality & Deformity,0.316,Zebrafish,NA
fitted_affected_rate_pos_dir,1-Decanol,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,1-Octanol,0.001,10,10,10,10,10,10,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,17betaestradiol,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,24-DMP,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,24-DNP,1e-4,10,1.23688299343565,1.23707554751806,1.41223393087361,1.07264725461114,3.1085668870099,NA,Lethality & Deformity,0.998,Zebrafish,NA
fitted_affected_rate_pos_dir,34-DCA,1e-5,1,0.244320978064685,0.244808671483008,0.285881478509161,0.13027478372579,0.65621581853766,NA,Lethality & Deformity,0.997,Zebrafish,NA
fitted_affected_rate_pos_dir,4-TPP,1e-4,1,0.250189323354525,0.250272524228227,0.317091805490919,0.141013523243022,0.632802286866246,NA,Lethality & Deformity,0.975,Zebrafish,NA
fitted_affected_rate_pos_dir,4C3MP,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,4TOP,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,Aniline,0.001,10,10,10,10,10,10,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,BPA,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,BPAF,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,Clofibric-acid,0.001,10,10,10,10,10,10,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,DES,1e-5,0.1,0.00107292833615878,0.00334184892274777,9.5948522075366e-4,5.086319480851e-5,0.0409908230456327,NA,Lethality & Deformity,0.671,Zebrafish,NA
fitted_affected_rate_pos_dir,DMSO,0.001,10,10,10,10,10,10,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,EE2,1e-7,0.001,5.0297750612144e-4,0.001,4.0799480468913e-4,1.0989494363837e-4,0.001,NA,Lethality & Deformity,0.182,Zebrafish,NA
fitted_affected_rate_pos_dir,Fadrozole,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,Fenitrothion,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,Fluoxetine,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,Flutamide,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,Glyphosate,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,Malathion,1e-4,1,1,1,0.779103505087604,0.275822568256547,1,NA,Lethality & Deformity,0.171,Zebrafish,NA
fitted_affected_rate_pos_dir,NN-Dimethylformamide,0.1,1000,1000,1000,1000,1000,1000,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,Prochloraz,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,SDS,1e-5,0.1,0.1,0.1,0.1,0.1,0.1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,TEG,0.1,1000,1000,1000,1000,1000,1000,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,TGSH,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_affected_rate_pos_dir,Trenbolone,1e-5,0.1,0.00119653318365256,0.1,0.00186290160705028,1.8815346143858e-4,0.0154474294387825,NA,Lethality & Deformity,0.131,Zebrafish,NA
fitted_affected_rate_pos_dir,Vinclozolin,1e-4,1,1,1,1,1,1,NA,Lethality & Deformity,0,Zebrafish,NA
fitted_z_score_neg_dir,1-Decanol,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,1-Octanol,0.001,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,17betaestradiol,1e-5,0.1,0.00292419538379582,0.00292494670597548,0.00249038375437244,8.9758440217157e-4,0.00554867177534372,NA,Metabolic,1,Zebrafish,NA
fitted_z_score_neg_dir,24-DMP,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,24-DNP,1e-4,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,34-DCA,1e-5,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,4-TPP,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,4C3MP,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,4TOP,1e-5,0.1,0.0579011407540693,0.0579127593069257,0.0564300246640919,0.0459787757236046,0.0669035413651912,NA,Metabolic,1,Zebrafish,NA
fitted_z_score_neg_dir,Aniline,0.001,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,BPA,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,BPAF,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,Clofibric-acid,0.001,10,10,10,5.53205047542337,1.62241128987935,10,NA,Metabolic,0.146,Zebrafish,NA
fitted_z_score_neg_dir,DES,1e-5,0.1,8.70782926661918e-5,0.1,1.208654842266e-4,1.04795581403198e-5,0.0283178115508427,NA,Metabolic,0.344,Zebrafish,NA
fitted_z_score_neg_dir,DMSO,0.001,10,10,10,10,10,10,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,EE2,1e-7,0.001,0.001,0.001,0.001,0.001,0.001,NA,Metabolic,0,Zebrafish,NA
fitted_z_score_neg_dir,Fadrozole,1e-4,1,1,1,1,1,1,NA,Metabolic,0,Zebrafish,NA
