Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 03/16/22
Deduplicate Gene Sets: false
Data Source: DEHP_DESeq_normData
Work Source: DEHP_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/10/2022 17:44.43
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 1745
Total Run Time: 3 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0000145	4	exocyst	17	18	1	0	0	0	0	0	1	0	0	61	18	18872	0.94359	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000149	4	SNARE binding	109	111	2	1	1	1	1	1	2	1	1	60	110	18780	0.95025	0.30156	0.30156	0.9	798021	syt15	ENSDARG00000079926		1.25341	1.25341	1.25341		1.25341		0.727507	0.727507	0.727507		0.727507		2.15947	2.15947	2.15947		2.15947						1.25341	0.727507	2.15947	1	0	1	798021	ENSDARG00000079926	1.25341	1.25341		0.727507	0.727507		2.15947	2.15947		1.25341	0.727507	2.15947	0															0						Linear,1(1)	1.7471481561660767	1.7471481561660767	1.7471481561660767	1.7471481561660767	0.0	1.7471481561660767	1.25341	1.25341	0.727507	0.727507	2.15947	2.15947	UP	1.0	0.0	0.0	
GO:0000151	4	ubiquitin ligase complex	199	202	2	1	1	2	2	1	2	1	1	60	201	18689	0.86215	0.48042	0.48042	0.5	100319387	fbxo4	ENSDARG00000074170		0.0308505	0.0308505	0.0308505		0.0308505		0.00668004	0.00668004	0.00668004		0.00668004		0.142478	0.142478	0.142478		0.142478						0.0308505	0.00668004	0.142478	1	0	1	100319387	ENSDARG00000074170	0.0308505	0.0308505		0.00668004	0.00668004		0.142478	0.142478		0.0308505	0.00668004	0.142478	0															0						Hill,1(1)	1.5445624589920044	1.5445624589920044	1.5445624589920044	1.5445624589920044	0.0	1.5445624589920044	0.0308505	0.0308505	0.00668004	0.00668004	0.142478	0.142478	UP	1.0	0.0	0.0	
GO:0000166	4	nucleotide binding	2025	2147	24	17	15	15	15	13	24	8	8	53	2139	16751	0.74973	0.38694	0.68369	0.37	101885248;100124619;100007523;768300;570547;567764;402994;83780	zmp:0000000951;zgc:171704;si:dkey-79f11.10;myh7l;uckl1a;blk;dao.3;cry3b	ENSDARG00000089112;ENSDARG00000018048;ENSDARG00000107486;ENSDARG00000079782;ENSDARG00000001686;ENSDARG00000007783;ENSDARG00000035601;ENSDARG00000091131		1.4522261250000001	1.308185	0.871619	0.48700177726294575	1.3400795590160783	0.4445793149593363	0.7613375	0.7444845	0.558384	0.13478788913908968	0.7316582663126648	0.11469900824924092	2.832885	2.302345	1.36057	1.436963173869513	2.5137844872588913	1.3538088417646088					0.871619;1.1823;1.10717;2.31205;1.81755;1.43407;1.08735;1.8057	0.558384;0.702435;0.670281;0.949619;0.881942;0.786534;0.662549;0.878956	1.36057;1.99;1.82884;5.62919;3.7457;2.61469;1.78453;3.70956	7	1	7	101885248;100124619;100007523;768300;567764;402994;83780	ENSDARG00000089112;ENSDARG00000018048;ENSDARG00000107486;ENSDARG00000079782;ENSDARG00000007783;ENSDARG00000035601;ENSDARG00000091131	1.400037	1.1823	0.5012763127554173	0.7441082857142858	0.702435	0.13573936988178714	2.7024828571428574	1.99	1.5000987681451103	0.871619;1.1823;1.10717;2.31205;1.43407;1.08735;1.8057	0.558384;0.702435;0.670281;0.949619;0.786534;0.662549;0.878956	1.36057;1.99;1.82884;5.62919;2.61469;1.78453;3.70956	1	570547	ENSDARG00000001686	1.81755	1.81755		0.881942	0.881942		3.7457	3.7457		1.81755	0.881942	3.7457	0						Linear,8(1)	1.9536907485730568	16.031758189201355	1.606576681137085	3.1937432289123535	0.5306281108650196	1.784735083580017	1.1147511110305208	1.789701138969479	0.6679342581765708	0.8547407418234292	1.8371203235326934	3.8286496764673066	UP	0.875	0.125	0.0	
GO:0000209	10	protein polyubiquitination	126	128	2	2	2	1	1	1	2	1	1	60	127	18763	0.93601	0.33904	0.33904	0.78	100319387	fbxo4	ENSDARG00000074170		0.0308505	0.0308505	0.0308505		0.0308505		0.00668004	0.00668004	0.00668004		0.00668004		0.142478	0.142478	0.142478		0.142478						0.0308505	0.00668004	0.142478	1	0	1	100319387	ENSDARG00000074170	0.0308505	0.0308505		0.00668004	0.00668004		0.142478	0.142478		0.0308505	0.00668004	0.142478	0															0						Hill,1(1)	1.5445624589920044	1.5445624589920044	1.5445624589920044	1.5445624589920044	0.0	1.5445624589920044	0.0308505	0.0308505	0.00668004	0.00668004	0.142478	0.142478	UP	1.0	0.0	0.0	
GO:0000226	5	microtubule cytoskeleton organization	248	252	4	3	3	2	2	1	4	0	0	61	252	18638	0.44136	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000271	6	polysaccharide biosynthetic process	35	37	1	1	1	1	1	0	1	0	0	61	37	18853	0.88745	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000278	4	mitotic cell cycle	76	79	2	1	1	1	1	0	2	0	0	61	79	18811	0.77474	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000281	5	mitotic cytokinesis	33	33	1	1	1	1	1	1	1	1	1	60	32	18858	0.99495	0.10101	0.10101	3.03	553800	cep55l	ENSDARG00000102349		1.58704	1.58704	1.58704		1.58704		0.830211	0.830211	0.830211		0.830211		3.03379	3.03379	3.03379		3.03379						1.58704	0.830211	3.03379	0	1	0															1	553800	ENSDARG00000102349	1.58704	1.58704		0.830211	0.830211		3.03379	3.03379		1.58704	0.830211	3.03379	0						Linear,1(1)	1.620225191116333	1.620225191116333	1.620225191116333	1.620225191116333	0.0	1.620225191116333	1.58704	1.58704	0.830211	0.830211	3.03379	3.03379	DOWN	0.0	1.0	0.0	
GO:0000287	6	magnesium ion binding	102	104	1	1	1	0	0	0	1	0	0	61	104	18786	0.71447	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000307	8	cyclin-dependent protein kinase holoenzyme complex	29	30	2	1	0	1	1	1	2	0	0	61	30	18860	0.90774	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000323	7	lytic vacuole	162	171	2	1	0	1	1	1	2	0	0	61	171	18719	0.57476	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000444	3	MIS12/MIND type complex	3	3	1	0	0	1	1	0	1	0	0	61	3	18887	0.99037	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000712	5	resolution of meiotic recombination intermediates	11	11	1	0	0	1	1	1	1	0	0	61	11	18879	0.96515	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000724	8	double-strand break repair via homologous recombination	66	70	1	0	0	0	0	0	1	0	0	61	70	18820	0.79764	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000725	7	recombinational repair	67	71	1	0	0	0	0	0	1	0	0	61	71	18819	0.79507	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000738	7	DNA catabolic process, exonucleolytic	3	3	1	0	0	1	1	0	1	0	0	61	3	18887	0.99037	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000775	4	chromosome, centromeric region	50	52	3	1	1	2	2	1	3	0	0	61	52	18838	0.84546	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000776	4	kinetochore	57	57	2	0	0	2	2	1	2	0	0	61	57	18833	0.8319	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000785	3	chromatin	100	107	2	1	1	2	2	1	2	1	1	60	106	18784	0.95341	0.29245	0.29245	0.93	561829	ftr66	ENSDARG00000005327		1.30731	1.30731	1.30731		1.3073100000000002		0.745359	0.745359	0.745359		0.745359		2.29295	2.29295	2.29295		2.29295						1.30731	0.745359	2.29295	1	0	1	561829	ENSDARG00000005327	1.30731	1.30731		0.745359	0.745359		2.29295	2.29295		1.30731	0.745359	2.29295	0															0						Linear,1(1)	2.6568965911865234	2.6568965911865234	2.6568965911865234	2.6568965911865234	0.0	2.6568965911865234	1.30731	1.30731	0.745359	0.745359	2.29295	2.29295	UP	1.0	0.0	0.0	
GO:0000808	3	origin recognition complex	6	6	1	0	0	1	1	0	1	0	0	61	6	18884	0.98084	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000818	4	nuclear MIS12/MIND complex	2	2	1	0	0	1	1	0	1	0	0	61	2	18888	0.99357	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000819	5	sister chromatid segregation	18	19	1	0	0	1	1	0	1	0	0	61	19	18871	0.94055	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000902	4	cell morphogenesis	106	108	2	0	0	1	1	0	2	0	0	61	108	18782	0.70526	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000904	5	cell morphogenesis involved in differentiation	71	73	2	0	0	1	1	0	2	0	0	61	73	18817	0.78994	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000910	4	cytokinesis	51	53	1	1	1	1	1	1	1	1	1	60	52	18838	0.98736	0.15727	0.15727	1.89	553800	cep55l	ENSDARG00000102349		1.58704	1.58704	1.58704		1.58704		0.830211	0.830211	0.830211		0.830211		3.03379	3.03379	3.03379		3.03379						1.58704	0.830211	3.03379	0	1	0															1	553800	ENSDARG00000102349	1.58704	1.58704		0.830211	0.830211		3.03379	3.03379		1.58704	0.830211	3.03379	0						Linear,1(1)	1.620225191116333	1.620225191116333	1.620225191116333	1.620225191116333	0.0	1.620225191116333	1.58704	1.58704	0.830211	0.830211	3.03379	3.03379	DOWN	0.0	1.0	0.0	
GO:0000923	4	equatorial microtubule organizing center	5	5	1	1	1	0	0	0	1	0	0	61	5	18885	0.98401	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000930	3	gamma-tubulin complex	8	8	1	1	1	0	0	0	1	0	0	61	8	18882	0.97453	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000976	6	transcription cis-regulatory region binding	1137	1212	18	15	14	12	12	8	18	7	7	54	1205	17685	0.96036	0.093378	0.11101	0.58	100537750;100003583;548604;394198;368241;336038;117509	foxq1a;si:ch211-145o7.3;nr4a3;fosab;egr2a;junbb;klf2b	ENSDARG00000030896;ENSDARG00000061548;ENSDARG00000055854;ENSDARG00000031683;ENSDARG00000044098;ENSDARG00000104773;ENSDARG00000040432		1.4853469999999998	1.67892	0.892502	0.4137602073886925	1.5530415997487517	0.3511243972409319	0.7792001428571428	0.851918	0.574047	0.1340735623894942	0.8045879274778979	0.11164776425636883	2.8632185714285714	3.30872	1.38762	1.0755687098527398	3.0212613048902264	0.9238675243316673					1.67892;1.86048;1.84797;0.892502;1.35128;1.78759;0.978687	0.851918;0.889897;0.887112;0.574047;0.760999;0.87548;0.614948	3.30872;3.88965;3.84956;1.38762;2.39942;3.64998;1.55758	7	0	7	100537750;100003583;548604;394198;368241;336038;117509	ENSDARG00000030896;ENSDARG00000061548;ENSDARG00000055854;ENSDARG00000031683;ENSDARG00000044098;ENSDARG00000104773;ENSDARG00000040432	1.4853469999999998	1.67892	0.4137602073886925	0.7792001428571428	0.851918	0.1340735623894942	2.8632185714285714	3.30872	1.0755687098527398	1.67892;1.86048;1.84797;0.892502;1.35128;1.78759;0.978687	0.851918;0.889897;0.887112;0.574047;0.760999;0.87548;0.614948	3.30872;3.88965;3.84956;1.38762;2.39942;3.64998;1.55758	0															0						Linear,7(1)	2.1481321814583016	15.493077278137207	1.5775845050811768	3.464993715286255	0.6225504945849322	2.046379566192627	1.1788291488738034	1.7918648511261965	0.6798770578852339	0.8785232278290519	2.0664261206433494	3.6600110222137934	UP	1.0	0.0	0.0	
