Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 03/16/22
Deduplicate Gene Sets: false
Data Source: DEHP_ds_DESeq_normData
Work Source: DEHP_ds_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/10/2022 17:44.45
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 1908
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0000086	6	G2/M transition of mitotic cell cycle	11	11	1	1	0	1	1	0	1	0	0	85	11	18855	0.95174	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000122	9	negative regulation of transcription by RNA polymerase II	180	189	1	1	1	1	1	0	1	0	0	85	189	18677	0.42576	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000127	5	transcription factor TFIIIC complex	5	5	1	1	1	0	0	0	1	0	0	85	5	18861	0.97777	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000139	6	Golgi membrane	247	261	1	1	1	1	1	1	1	1	1	84	260	18606	0.67271	0.69316	1.0	0.38	286748	b3gnt7	ENSDARG00000038489		2.16015	2.16015	2.16015		2.16015		0.934276	0.934276	0.934276		0.934276		4.99452	4.99452	4.99452		4.99452						2.16015	0.934276	4.99452	1	0	1	286748	ENSDARG00000038489	2.16015	2.16015		0.934276	0.934276		4.99452	4.99452		2.16015	0.934276	4.99452	0															0						Linear,1(1)	1.5427645444869995	1.5427645444869995	1.5427645444869995	1.5427645444869995	0.0	1.5427645444869995	2.16015	2.16015	0.934276	0.934276	4.99452	4.99452	UP	1.0	0.0	0.0	
GO:0000149	4	SNARE binding	108	111	1	0	0	1	1	0	1	0	0	85	111	18755	0.60626	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000151	4	ubiquitin ligase complex	199	202	2	2	1	2	2	0	2	0	0	85	202	18664	0.40135	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000166	4	nucleotide binding	1986	2147	21	19	15	15	15	13	21	9	9	76	2138	16728	0.49997	0.63637	1.0	0.42	101886109;100333040;100006464;798285;791206;768300;567243;561683;556854	styk1a;si:ch1073-165f9.2;si:dkey-27j5.5;rem2;pdk3b;myh7l;camkva;nt5c1bb;tor1l2	ENSDARG00000070950;ENSDARG00000073876;ENSDARG00000026383;ENSDARG00000074064;ENSDARG00000099791;ENSDARG00000079782;ENSDARG00000027963;ENSDARG00000033742;ENSDARG00000090741		1.2901396222222223	1.28722	0.0841566	0.5235071350844082	1.1292533766859363	0.63331708370838	0.6945162777777778	0.738964	0.0199765	0.2644974761749994	0.6085564786289588	0.33869399622280744	2.4256892222222226	2.24226	0.354533	1.058526773559811	2.1328937036597138	1.1837127892302144					1.28722;1.60705;1.20116;1.73111;1.52173;1.87026;0.0841566;1.09032;1.21825	0.738964;0.834901;0.707528;0.8642;0.812536;0.891137;0.0199765;0.664201;0.717203	2.24226;3.09332;2.03918;3.46765;2.84993;3.92516;0.354533;1.78983;2.06934	6	3	6	101886109;100333040;791206;768300;561683;556854	ENSDARG00000070950;ENSDARG00000073876;ENSDARG00000099791;ENSDARG00000079782;ENSDARG00000033742;ENSDARG00000090741	1.4324716666666666	1.4044750000000001	0.28780549038659314	0.7764903333333333	0.7757499999999999	0.08412735846481138	2.66164	2.546095	0.7880399846962078	1.28722;1.60705;1.52173;1.87026;1.09032;1.21825	0.738964;0.834901;0.812536;0.891137;0.664201;0.717203	2.24226;3.09332;2.84993;3.92516;1.78983;2.06934	3	100006464;798285;567243	ENSDARG00000026383;ENSDARG00000074064;ENSDARG00000027963	1.0054755333333334	1.20116	0.8407337172457481	0.5305681666666667	0.707528	0.4490706140999245	1.9537876666666667	2.03918	1.5583142339933667	1.20116;1.73111;0.0841566	0.707528;0.8642;0.0199765	2.03918;3.46765;0.354533	0						Hill,1(0.12);Linear,8(0.89)	1.8402382839505922	16.802823543548584	1.5241694450378418	2.5472424030303955	0.3487983056118637	1.7141225337982178	0.9481149606337422	1.632164283810702	0.5217112600101115	0.8673212955454441	1.7341183968298122	3.117260047614633	UP	0.6666666666666666	0.3333333333333333	0.0	
GO:0000184	9	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	23	23	1	1	1	1	1	1	1	1	1	84	22	18844	0.99527	0.098282	0.098282	4.35	563172	etf1a	ENSDARG00000105210		1.68309	1.68309	1.68309		1.68309		0.852017	0.852017	0.852017		0.8520169999999999		3.32482	3.32482	3.32482		3.32482						1.68309	0.852017	3.32482	1	0	1	563172	ENSDARG00000105210	1.68309	1.68309		0.852017	0.852017		3.32482	3.32482		1.68309	0.852017	3.32482	0															0						Linear,1(1)	1.6117836236953735	1.6117836236953735	1.6117836236953735	1.6117836236953735	0.0	1.6117836236953735	1.68309	1.68309	0.852017	0.852017	3.32482	3.32482	UP	1.0	0.0	0.0	
GO:0000209	10	protein polyubiquitination	126	128	1	1	1	1	1	0	1	0	0	85	128	18738	0.56139	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000226	5	microtubule cytoskeleton organization	245	252	2	2	2	2	2	2	2	2	2	83	250	18616	0.89586	0.31245	0.31245	0.79	619252;553389	cep19;haus1	ENSDARG00000059175;ENSDARG00000058968		1.23469	1.23469	0.95378	0.39726673180622596	1.2284594294684192	0.39716900204031824	0.7060795	0.7060795	0.603476	0.14510326124694883	0.7038037592163432	0.14506756505942675	2.17396	2.17396	1.50743	0.9426157657285387	2.1591763960826795	0.9423838771490262					0.95378;1.5156	0.603476;0.808683	1.50743;2.84049	0	2	0															2	619252;553389	ENSDARG00000059175;ENSDARG00000058968	1.23469	1.23469	0.39726673180622596	0.7060795	0.7060795	0.14510326124694883	2.17396	2.17396	0.9426157657285387	0.95378;1.5156	0.603476;0.808683	1.50743;2.84049	0						Linear,2(1)	1.6547899124281513	3.3138203620910645	1.5731146335601807	1.7407057285308838	0.11850479972026288	1.6569101810455322	0.6841064	1.7852736	0.50497664	0.90718236	0.8675612000000001	3.4803588000000003	DOWN	0.0	1.0	0.0	
GO:0000271	6	polysaccharide biosynthetic process	34	37	1	1	1	1	1	1	1	1	1	84	36	18830	0.98804	0.15337	0.15337	2.7	286748	b3gnt7	ENSDARG00000038489		2.16015	2.16015	2.16015		2.16015		0.934276	0.934276	0.934276		0.934276		4.99452	4.99452	4.99452		4.99452						2.16015	0.934276	4.99452	1	0	1	286748	ENSDARG00000038489	2.16015	2.16015		0.934276	0.934276		4.99452	4.99452		2.16015	0.934276	4.99452	0															0						Linear,1(1)	1.5427645444869995	1.5427645444869995	1.5427645444869995	1.5427645444869995	0.0	1.5427645444869995	2.16015	2.16015	0.934276	0.934276	4.99452	4.99452	UP	1.0	0.0	0.0	
GO:0000287	6	magnesium ion binding	102	104	1	1	1	1	1	1	1	1	1	84	103	18763	0.92058	0.37424	0.37424	0.96	561683	nt5c1bb	ENSDARG00000033742		1.09032	1.09032	1.09032		1.09032		0.664201	0.664201	0.664201		0.664201		1.78983	1.78983	1.78983		1.78983						1.09032	0.664201	1.78983	1	0	1	561683	ENSDARG00000033742	1.09032	1.09032		0.664201	0.664201		1.78983	1.78983		1.09032	0.664201	1.78983	0															0						Linear,1(1)	1.5241694450378418	1.5241694450378418	1.5241694450378418	1.5241694450378418	0.0	1.5241694450378418	1.09032	1.09032	0.664201	0.664201	1.78983	1.78983	UP	1.0	0.0	0.0	
GO:0000293	5	ferric-chelate reductase activity	5	5	1	1	0	1	1	1	1	0	0	85	5	18861	0.97777	1.0	1.0	0.0																														0	0	0															0															0																							
