A9,Counts
ENSDARG00000002336,215
ENSDARG00000002339,22
ENSDARG00000002344,1579
ENSDARG00000002347,0
ENSDARG00000002353,4
ENSDARG00000002355,6
ENSDARG00000002362,104
ENSDARG00000002365,75
ENSDARG00000002369,363
ENSDARG00000002377,31
ENSDARG00000002385,99
ENSDARG00000002391,3
ENSDARG00000002394,51
ENSDARG00000002396,542
ENSDARG00000002401,43
ENSDARG00000002402,115
ENSDARG00000002403,132
ENSDARG00000002405,107
ENSDARG00000002406,0
ENSDARG00000002411,113
ENSDARG00000002445,63
ENSDARG00000002463,55
ENSDARG00000002467,31
ENSDARG00000002479,53
ENSDARG00000002483,22
ENSDARG00000002487,121
ENSDARG00000002494,102
ENSDARG00000002506,48
ENSDARG00000002507,100
ENSDARG00000002508,80
ENSDARG00000002509,3
ENSDARG00000002510,0
ENSDARG00000002523,326
ENSDARG00000002533,46
ENSDARG00000002536,205
ENSDARG00000002538,127
ENSDARG00000002546,93
ENSDARG00000002549,26
ENSDARG00000002552,399
ENSDARG00000002564,181
ENSDARG00000002571,265
ENSDARG00000002576,107
ENSDARG00000002582,127
ENSDARG00000002587,808
ENSDARG00000002589,1235
ENSDARG00000002591,182
ENSDARG00000002593,15
ENSDARG00000002597,0
ENSDARG00000002600,224
ENSDARG00000002601,2
ENSDARG00000002607,65
ENSDARG00000002609,67
ENSDARG00000002613,6
ENSDARG00000002632,302
ENSDARG00000002634,28
ENSDARG00000002635,238
ENSDARG00000002642,95
ENSDARG00000002644,141
ENSDARG00000002656,140
ENSDARG00000002659,202
ENSDARG00000002663,96
ENSDARG00000002666,21
ENSDARG00000002670,111
ENSDARG00000002682,131
ENSDARG00000002685,0
ENSDARG00000002690,137
ENSDARG00000002696,755
ENSDARG00000002701,20
ENSDARG00000002707,0
ENSDARG00000002710,2364
ENSDARG00000002720,54
ENSDARG00000002722,2
ENSDARG00000002728,5
ENSDARG00000002731,494
ENSDARG00000002732,59
ENSDARG00000002745,964
ENSDARG00000002748,45
ENSDARG00000002750,94
ENSDARG00000002754,24
ENSDARG00000002758,1513
ENSDARG00000002760,27
ENSDARG00000002764,71
ENSDARG00000002768,8046
ENSDARG00000002771,71
ENSDARG00000002779,17
ENSDARG00000002787,284
ENSDARG00000002790,519
ENSDARG00000002791,2732
ENSDARG00000002792,283
ENSDARG00000002795,37
ENSDARG00000002797,0
ENSDARG00000002798,40
ENSDARG00000002816,90
ENSDARG00000002826,28
ENSDARG00000002830,7
ENSDARG00000002831,39
ENSDARG00000002840,217
ENSDARG00000002847,73
ENSDARG00000002872,28
ENSDARG00000002877,199
ENSDARG00000002880,294
ENSDARG00000002894,12
ENSDARG00000002897,69
ENSDARG00000002909,246
ENSDARG00000002912,72
ENSDARG00000002916,294
ENSDARG00000002917,19
ENSDARG00000002933,71
ENSDARG00000002937,339
ENSDARG00000002945,50
ENSDARG00000002947,70
ENSDARG00000002949,365
ENSDARG00000002952,176
ENSDARG00000002956,16
ENSDARG00000002959,0
ENSDARG00000002967,283
ENSDARG00000002968,612
ENSDARG00000002970,213
ENSDARG00000002971,78
ENSDARG00000002986,131
ENSDARG00000002988,487
ENSDARG00000002991,44
ENSDARG00000002994,151
ENSDARG00000003008,239
ENSDARG00000003017,80
ENSDARG00000003020,82
ENSDARG00000003021,44
ENSDARG00000003022,35
ENSDARG00000003027,19
ENSDARG00000003032,2242
ENSDARG00000003035,1333
ENSDARG00000003041,36
ENSDARG00000003046,80
ENSDARG00000003054,14
ENSDARG00000003058,172
ENSDARG00000003061,19
ENSDARG00000003068,233
ENSDARG00000003069,38
ENSDARG00000003077,34
ENSDARG00000003081,16735
ENSDARG00000003084,22
ENSDARG00000003085,63
ENSDARG00000003087,383
ENSDARG00000003090,0
ENSDARG00000003091,116
ENSDARG00000003098,689
ENSDARG00000003109,124
ENSDARG00000003113,574
ENSDARG00000003127,203
ENSDARG00000003132,57
ENSDARG00000003142,94
ENSDARG00000003144,18
ENSDARG00000003146,52
ENSDARG00000003151,1015
ENSDARG00000003153,52
ENSDARG00000003157,49
ENSDARG00000003165,137
ENSDARG00000003167,55
ENSDARG00000003169,710
ENSDARG00000003175,94
ENSDARG00000003181,39
ENSDARG00000003189,456
ENSDARG00000003193,70
ENSDARG00000003197,39
ENSDARG00000003200,28
ENSDARG00000003203,508
ENSDARG00000003205,38
ENSDARG00000003206,58
ENSDARG00000003207,41
ENSDARG00000003208,45
ENSDARG00000003210,41
ENSDARG00000003213,697
ENSDARG00000003216,447
ENSDARG00000003217,129
ENSDARG00000003219,264
ENSDARG00000003229,0
ENSDARG00000003235,29
ENSDARG00000003244,14
ENSDARG00000003250,73
ENSDARG00000003251,46
ENSDARG00000003257,8
ENSDARG00000003259,47
ENSDARG00000003269,297
ENSDARG00000003270,81
ENSDARG00000003281,162
ENSDARG00000003287,87
ENSDARG00000003290,60
ENSDARG00000003293,458
ENSDARG00000003303,0
ENSDARG00000003307,171
ENSDARG00000003308,171
ENSDARG00000003311,149
ENSDARG00000003313,9
ENSDARG00000003320,262
ENSDARG00000003326,2
ENSDARG00000003328,24
ENSDARG00000003344,8
ENSDARG00000003373,58
ENSDARG00000003375,27
ENSDARG00000003380,0
ENSDARG00000003381,45
ENSDARG00000003382,162
ENSDARG00000003383,106
ENSDARG00000003395,35
ENSDARG00000003398,114
ENSDARG00000003399,10
ENSDARG00000003403,283
ENSDARG00000003411,153
ENSDARG00000003414,2
ENSDARG00000003420,33
ENSDARG00000003421,218
ENSDARG00000003429,181
ENSDARG00000003444,53
ENSDARG00000003446,72
ENSDARG00000003449,126
ENSDARG00000003462,399
ENSDARG00000003469,51
ENSDARG00000003475,14
ENSDARG00000003486,482
ENSDARG00000003487,264
ENSDARG00000003495,670
ENSDARG00000003512,571
ENSDARG00000003517,30
ENSDARG00000003519,15
ENSDARG00000003520,150
ENSDARG00000003523,27
ENSDARG00000003526,446
ENSDARG00000003527,88
ENSDARG00000003531,162
ENSDARG00000003533,14
ENSDARG00000003544,124
ENSDARG00000003553,0
ENSDARG00000003564,90
ENSDARG00000003570,823
ENSDARG00000003573,173
ENSDARG00000003576,27
ENSDARG00000003584,105
ENSDARG00000003592,13
ENSDARG00000003599,6219
ENSDARG00000003607,93
ENSDARG00000003615,116
ENSDARG00000003616,133
ENSDARG00000003631,200
ENSDARG00000003632,7
ENSDARG00000003635,61
ENSDARG00000003641,208
ENSDARG00000003642,84
ENSDARG00000003655,741
ENSDARG00000003675,22
ENSDARG00000003680,374
ENSDARG00000003681,1031
ENSDARG00000003684,155
ENSDARG00000003693,131
ENSDARG00000003695,1405
ENSDARG00000003697,4
ENSDARG00000003699,150
ENSDARG00000003701,4
ENSDARG00000003705,285
ENSDARG00000003706,32
ENSDARG00000003732,8
ENSDARG00000003749,47
ENSDARG00000003750,125
ENSDARG00000003751,158
ENSDARG00000003754,82
ENSDARG00000003757,47
ENSDARG00000003769,44
ENSDARG00000003776,124
ENSDARG00000003779,153
ENSDARG00000003789,319
ENSDARG00000003795,2195
ENSDARG00000003797,11
ENSDARG00000003803,7
ENSDARG00000003808,257
ENSDARG00000003811,1001
ENSDARG00000003818,207
ENSDARG00000003820,295
ENSDARG00000003822,34
ENSDARG00000003827,24
ENSDARG00000003829,353
ENSDARG00000003835,825
ENSDARG00000003841,17
ENSDARG00000003845,58
ENSDARG00000003846,15
ENSDARG00000003854,894
ENSDARG00000003860,166
ENSDARG00000003865,38
ENSDARG00000003866,231
ENSDARG00000003867,12
ENSDARG00000003869,96
ENSDARG00000003872,90
ENSDARG00000003877,362
ENSDARG00000003899,0
ENSDARG00000003900,6
ENSDARG00000003902,1436
ENSDARG00000003903,0
ENSDARG00000003904,3
ENSDARG00000003909,11
ENSDARG00000003910,272
ENSDARG00000003920,363
ENSDARG00000003925,2
ENSDARG00000003927,114
ENSDARG00000003931,364
ENSDARG00000003934,23
ENSDARG00000003938,310
ENSDARG00000003940,206
ENSDARG00000003941,120
ENSDARG00000003944,0
ENSDARG00000003952,845
ENSDARG00000003961,118
ENSDARG00000003963,116
ENSDARG00000003965,3
ENSDARG00000003968,0
ENSDARG00000003970,66
ENSDARG00000003971,73
ENSDARG00000003973,59
ENSDARG00000003974,215
ENSDARG00000003977,44
ENSDARG00000003984,132
ENSDARG00000003989,135
ENSDARG00000003991,129
ENSDARG00000003994,41
ENSDARG00000003998,61
ENSDARG00000004015,5
ENSDARG00000004017,63
ENSDARG00000004018,24
ENSDARG00000004023,501
ENSDARG00000004034,289
ENSDARG00000004037,64
ENSDARG00000004046,25
ENSDARG00000004049,109
ENSDARG00000004051,16
ENSDARG00000004055,190
ENSDARG00000004059,9
ENSDARG00000004060,1969
ENSDARG00000004074,401
ENSDARG00000004078,222
ENSDARG00000004082,39
ENSDARG00000004094,564
ENSDARG00000004105,216
ENSDARG00000004109,0
ENSDARG00000004111,0
ENSDARG00000004114,36
ENSDARG00000004115,117
ENSDARG00000004130,28
ENSDARG00000004131,34
ENSDARG00000004132,624
ENSDARG00000004150,36
ENSDARG00000004151,54
ENSDARG00000004154,8
ENSDARG00000004158,62
ENSDARG00000004160,199
ENSDARG00000004161,321
ENSDARG00000004167,70
ENSDARG00000004169,204
ENSDARG00000004171,66
ENSDARG00000004173,782
ENSDARG00000004174,1189
ENSDARG00000004176,19
ENSDARG00000004177,146
ENSDARG00000004184,248
ENSDARG00000004187,95
ENSDARG00000004189,163
ENSDARG00000004196,280
ENSDARG00000004199,18
ENSDARG00000004204,10
ENSDARG00000004211,70
ENSDARG00000004218,54
ENSDARG00000004219,16
ENSDARG00000004227,112
ENSDARG00000004232,27
ENSDARG00000004243,20
ENSDARG00000004246,415
ENSDARG00000004251,68
ENSDARG00000004256,3
ENSDARG00000004260,4
ENSDARG00000004261,332
ENSDARG00000004262,82
ENSDARG00000004270,52
ENSDARG00000004274,19
ENSDARG00000004280,106
ENSDARG00000004282,115
ENSDARG00000004291,148
ENSDARG00000004296,240
ENSDARG00000004297,645
ENSDARG00000004301,45
ENSDARG00000004302,84
ENSDARG00000004305,59
ENSDARG00000004306,44
ENSDARG00000004307,39
ENSDARG00000004308,24
ENSDARG00000004311,20
ENSDARG00000004318,35
ENSDARG00000004322,15
ENSDARG00000004325,25
ENSDARG00000004328,14
ENSDARG00000004336,260
ENSDARG00000004343,74
ENSDARG00000004358,158
ENSDARG00000004363,56
ENSDARG00000004372,196
ENSDARG00000004377,336
ENSDARG00000004378,52
ENSDARG00000004386,245
ENSDARG00000004392,34
ENSDARG00000004396,6
ENSDARG00000004402,91
ENSDARG00000004405,12
ENSDARG00000004406,23
ENSDARG00000004415,422
ENSDARG00000004427,19
ENSDARG00000004433,1
ENSDARG00000004436,16
ENSDARG00000004445,65
ENSDARG00000004447,2
ENSDARG00000004451,88
ENSDARG00000004452,1180
ENSDARG00000004455,0
ENSDARG00000004459,12
ENSDARG00000004460,15
ENSDARG00000004470,390
ENSDARG00000004472,66
ENSDARG00000004473,61
ENSDARG00000004492,43
ENSDARG00000004497,28
ENSDARG00000004498,1
ENSDARG00000004502,77
ENSDARG00000004517,40
ENSDARG00000004525,82
ENSDARG00000004527,17
ENSDARG00000004529,17
ENSDARG00000004537,1096
ENSDARG00000004539,79
ENSDARG00000004561,14
ENSDARG00000004574,77
ENSDARG00000004576,46
ENSDARG00000004580,117
ENSDARG00000004581,237
ENSDARG00000004586,27
ENSDARG00000004587,42
ENSDARG00000004588,1196
ENSDARG00000004592,21
ENSDARG00000004594,98
ENSDARG00000004597,43
ENSDARG00000004598,0
ENSDARG00000004616,57
ENSDARG00000004618,14
ENSDARG00000004621,605
ENSDARG00000004627,11
ENSDARG00000004632,16
ENSDARG00000004633,14
ENSDARG00000004634,480
ENSDARG00000004635,395
ENSDARG00000004636,157
ENSDARG00000004643,83
ENSDARG00000004647,4
ENSDARG00000004648,0
ENSDARG00000004658,249
ENSDARG00000004672,351
ENSDARG00000004680,86
ENSDARG00000004687,172
ENSDARG00000004692,178
ENSDARG00000004695,16
ENSDARG00000004696,172
ENSDARG00000004697,70
ENSDARG00000004702,432
ENSDARG00000004706,255
ENSDARG00000004712,68
ENSDARG00000004713,15
ENSDARG00000004714,469
ENSDARG00000004721,26
ENSDARG00000004724,95
ENSDARG00000004726,285
ENSDARG00000004735,753
ENSDARG00000004745,53
ENSDARG00000004748,125
ENSDARG00000004753,211
ENSDARG00000004754,170
ENSDARG00000004757,5014
ENSDARG00000004763,12
ENSDARG00000004771,21
ENSDARG00000004774,208
ENSDARG00000004782,905
ENSDARG00000004785,433
ENSDARG00000004789,160
ENSDARG00000004794,7
ENSDARG00000004796,261
ENSDARG00000004806,16
ENSDARG00000004823,0
ENSDARG00000004830,597
ENSDARG00000004836,328
ENSDARG00000004840,122
ENSDARG00000004843,186
ENSDARG00000004851,45
ENSDARG00000004861,91
ENSDARG00000004864,0
ENSDARG00000004866,120
ENSDARG00000004869,78
ENSDARG00000004870,59
ENSDARG00000004871,10
ENSDARG00000004874,19
ENSDARG00000004875,46
ENSDARG00000004877,378
ENSDARG00000004880,22
ENSDARG00000004889,10
ENSDARG00000004891,156
ENSDARG00000004898,0
ENSDARG00000004904,70
ENSDARG00000004906,247
ENSDARG00000004925,16
ENSDARG00000004930,841
ENSDARG00000004931,69
ENSDARG00000004932,66
ENSDARG00000004937,7
ENSDARG00000004939,64
ENSDARG00000004948,398
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,5
ENSDARG00000004956,88
ENSDARG00000004964,235
ENSDARG00000004979,87
ENSDARG00000004988,242
ENSDARG00000005002,67
ENSDARG00000005004,42
ENSDARG00000005010,23
ENSDARG00000005015,458
ENSDARG00000005023,82
ENSDARG00000005026,494
ENSDARG00000005034,41
ENSDARG00000005049,31
ENSDARG00000005050,0
ENSDARG00000005057,34
ENSDARG00000005058,104
ENSDARG00000005078,24
ENSDARG00000005085,117
ENSDARG00000005092,85
ENSDARG00000005095,26
ENSDARG00000005098,49
ENSDARG00000005104,96
ENSDARG00000005108,179
ENSDARG00000005112,1406
ENSDARG00000005115,76
ENSDARG00000005122,400
ENSDARG00000005126,81
ENSDARG00000005128,0
ENSDARG00000005134,175
ENSDARG00000005139,127
ENSDARG00000005141,127
ENSDARG00000005150,59
ENSDARG00000005154,73
ENSDARG00000005159,169
ENSDARG00000005162,1012
ENSDARG00000005163,121
ENSDARG00000005172,41
ENSDARG00000005176,10
ENSDARG00000005179,115
ENSDARG00000005185,743
ENSDARG00000005186,314
ENSDARG00000005191,1998
ENSDARG00000005210,261
ENSDARG00000005216,109
ENSDARG00000005218,1
ENSDARG00000005220,61
ENSDARG00000005221,201
ENSDARG00000005230,286
ENSDARG00000005232,153
ENSDARG00000005236,916
ENSDARG00000005246,26
ENSDARG00000005251,74
ENSDARG00000005254,104
ENSDARG00000005271,5
ENSDARG00000005274,1
ENSDARG00000005284,19
ENSDARG00000005314,11
ENSDARG00000005315,340
ENSDARG00000005318,124
ENSDARG00000005320,123
ENSDARG00000005327,9
ENSDARG00000005332,0
ENSDARG00000005335,1
ENSDARG00000005343,54
ENSDARG00000005350,248
ENSDARG00000005355,155
ENSDARG00000005356,124
ENSDARG00000005359,581
ENSDARG00000005364,21
ENSDARG00000005368,407
ENSDARG00000005371,5
ENSDARG00000005372,117
ENSDARG00000005374,59
ENSDARG00000005382,106
ENSDARG00000005392,0
ENSDARG00000005394,249
ENSDARG00000005397,337
ENSDARG00000005414,3
ENSDARG00000005416,159
ENSDARG00000005423,119
ENSDARG00000005425,56
ENSDARG00000005448,27
ENSDARG00000005451,740
ENSDARG00000005453,269
ENSDARG00000005454,70
ENSDARG00000005456,285
ENSDARG00000005458,149
ENSDARG00000005462,95
ENSDARG00000005463,149
ENSDARG00000005464,11
ENSDARG00000005468,324
ENSDARG00000005476,618
ENSDARG00000005479,995
ENSDARG00000005481,143
ENSDARG00000005482,827
ENSDARG00000005485,176
ENSDARG00000005500,41
ENSDARG00000005510,0
ENSDARG00000005513,3961
ENSDARG00000005518,5
ENSDARG00000005522,3
ENSDARG00000005525,45
ENSDARG00000005526,209
ENSDARG00000005536,429
ENSDARG00000005540,483
ENSDARG00000005541,55
ENSDARG00000005544,33
ENSDARG00000005547,39
ENSDARG00000005549,135
ENSDARG00000005551,102
ENSDARG00000005559,45
ENSDARG00000005560,351
ENSDARG00000005561,22
ENSDARG00000005565,328
ENSDARG00000005574,125
ENSDARG00000005576,319
ENSDARG00000005578,405
ENSDARG00000005586,60
ENSDARG00000005590,126
ENSDARG00000005595,14
ENSDARG00000005606,173
ENSDARG00000005612,52
ENSDARG00000005616,0
ENSDARG00000005619,0
ENSDARG00000005625,251
ENSDARG00000005626,11
ENSDARG00000005627,0
ENSDARG00000005629,121
ENSDARG00000005640,8
ENSDARG00000005643,59
ENSDARG00000005645,357
ENSDARG00000005648,40
ENSDARG00000005651,27
ENSDARG00000005652,515
ENSDARG00000005670,117
ENSDARG00000005673,8
ENSDARG00000005675,163
ENSDARG00000005679,73
ENSDARG00000005690,105
ENSDARG00000005699,120
ENSDARG00000005704,251
ENSDARG00000005713,133
ENSDARG00000005716,102
ENSDARG00000005738,12
ENSDARG00000005739,28
ENSDARG00000005749,121
ENSDARG00000005754,948
ENSDARG00000005762,160
ENSDARG00000005772,47
ENSDARG00000005774,742
ENSDARG00000005775,736
ENSDARG00000005776,48
ENSDARG00000005780,2
ENSDARG00000005783,104
ENSDARG00000005786,45
ENSDARG00000005789,113
ENSDARG00000005791,1820
ENSDARG00000005799,36
ENSDARG00000005800,141
ENSDARG00000005814,0
ENSDARG00000005821,8
ENSDARG00000005823,247
ENSDARG00000005827,373
ENSDARG00000005828,17
ENSDARG00000005834,251
ENSDARG00000005840,405
ENSDARG00000005841,109
ENSDARG00000005842,75
ENSDARG00000005853,22
ENSDARG00000005861,644
ENSDARG00000005865,0
ENSDARG00000005867,185
ENSDARG00000005870,91
ENSDARG00000005883,76
ENSDARG00000005891,294
ENSDARG00000005894,62
ENSDARG00000005897,50
ENSDARG00000005908,97
ENSDARG00000005913,120
ENSDARG00000005915,279
ENSDARG00000005916,70
ENSDARG00000005924,374
ENSDARG00000005926,97
ENSDARG00000005927,300
ENSDARG00000005941,441
ENSDARG00000005942,5
ENSDARG00000005943,68
ENSDARG00000005945,345
ENSDARG00000005948,69
ENSDARG00000005972,58
ENSDARG00000005980,199
ENSDARG00000005989,128
ENSDARG00000005993,16
ENSDARG00000006003,86
ENSDARG00000006008,254
ENSDARG00000006010,90
ENSDARG00000006011,35
ENSDARG00000006019,591
ENSDARG00000006025,50
ENSDARG00000006029,38
ENSDARG00000006031,1587
ENSDARG00000006038,143
ENSDARG00000006040,24
ENSDARG00000006044,13
ENSDARG00000006052,0
ENSDARG00000006060,436
ENSDARG00000006062,496
ENSDARG00000006065,63
ENSDARG00000006074,44
ENSDARG00000006079,9
ENSDARG00000006092,1149
ENSDARG00000006093,29
ENSDARG00000006094,379
ENSDARG00000006109,1
ENSDARG00000006110,25
ENSDARG00000006112,197
ENSDARG00000006120,218
ENSDARG00000006124,817
ENSDARG00000006125,374
ENSDARG00000006128,416
ENSDARG00000006137,30
ENSDARG00000006151,26
ENSDARG00000006169,160
ENSDARG00000006174,1
ENSDARG00000006181,85
ENSDARG00000006192,158
ENSDARG00000006196,88
ENSDARG00000006200,2459
ENSDARG00000006202,604
ENSDARG00000006206,9
ENSDARG00000006207,11
ENSDARG00000006215,467
ENSDARG00000006219,375
ENSDARG00000006220,766
ENSDARG00000006225,412
ENSDARG00000006235,135
ENSDARG00000006240,85
ENSDARG00000006242,1239
ENSDARG00000006251,280
ENSDARG00000006253,82
ENSDARG00000006257,613
ENSDARG00000006260,1904
ENSDARG00000006266,421
ENSDARG00000006272,161
ENSDARG00000006279,58
ENSDARG00000006283,460
ENSDARG00000006288,18
ENSDARG00000006290,81
ENSDARG00000006292,4
ENSDARG00000006299,107
ENSDARG00000006300,70
ENSDARG00000006301,194
ENSDARG00000006307,70
ENSDARG00000006308,40
ENSDARG00000006314,460
ENSDARG00000006316,1703
ENSDARG00000006332,290
ENSDARG00000006341,22
ENSDARG00000006345,97
ENSDARG00000006350,0
ENSDARG00000006353,165
ENSDARG00000006356,99
ENSDARG00000006368,32
ENSDARG00000006370,157
ENSDARG00000006372,0
ENSDARG00000006383,117
ENSDARG00000006385,38
ENSDARG00000006389,282
ENSDARG00000006392,65
ENSDARG00000006395,631
ENSDARG00000006396,411
ENSDARG00000006397,340
ENSDARG00000006399,420
ENSDARG00000006408,235
ENSDARG00000006409,6
ENSDARG00000006413,175
ENSDARG00000006420,268
ENSDARG00000006422,95
ENSDARG00000006427,2295
ENSDARG00000006434,43
ENSDARG00000006447,17
ENSDARG00000006456,75
ENSDARG00000006467,48
ENSDARG00000006468,13
ENSDARG00000006474,48
ENSDARG00000006477,140
ENSDARG00000006487,453
ENSDARG00000006491,61
ENSDARG00000006494,109
ENSDARG00000006497,1372
ENSDARG00000006501,1
ENSDARG00000006508,76
ENSDARG00000006514,127
ENSDARG00000006522,29
ENSDARG00000006524,1104
ENSDARG00000006526,3164
ENSDARG00000006527,269
ENSDARG00000006544,9
ENSDARG00000006545,122
ENSDARG00000006546,192
ENSDARG00000006553,84
ENSDARG00000006560,1
ENSDARG00000006566,215
ENSDARG00000006567,7
ENSDARG00000006568,10
ENSDARG00000006577,36
ENSDARG00000006580,0
ENSDARG00000006584,366
ENSDARG00000006585,60
ENSDARG00000006588,85
ENSDARG00000006598,21
ENSDARG00000006600,182
ENSDARG00000006601,79
ENSDARG00000006602,31
ENSDARG00000006603,269
ENSDARG00000006604,38
ENSDARG00000006607,38
ENSDARG00000006609,105
ENSDARG00000006615,179
ENSDARG00000006617,47
ENSDARG00000006621,225
ENSDARG00000006624,117
ENSDARG00000006636,124
ENSDARG00000006639,52
ENSDARG00000006640,93
ENSDARG00000006642,65
ENSDARG00000006666,17
ENSDARG00000006672,64
ENSDARG00000006677,102
ENSDARG00000006678,7
ENSDARG00000006683,147
ENSDARG00000006691,1350
