D10,Counts
ENSDARG00000001807,22
ENSDARG00000001817,10
ENSDARG00000001818,235
ENSDARG00000001825,9
ENSDARG00000001829,68
ENSDARG00000001835,22
ENSDARG00000001857,178
ENSDARG00000001859,5
ENSDARG00000001870,862
ENSDARG00000001873,27
ENSDARG00000001879,45
ENSDARG00000001880,37
ENSDARG00000001881,0
ENSDARG00000001882,18
ENSDARG00000001888,57
ENSDARG00000001889,68
ENSDARG00000001890,64
ENSDARG00000001891,7
ENSDARG00000001897,23
ENSDARG00000001898,4
ENSDARG00000001906,3
ENSDARG00000001909,6
ENSDARG00000001910,73
ENSDARG00000001912,8
ENSDARG00000001913,9
ENSDARG00000001929,21
ENSDARG00000001930,12
ENSDARG00000001933,5
ENSDARG00000001937,8
ENSDARG00000001939,14
ENSDARG00000001940,28
ENSDARG00000001950,615
ENSDARG00000001953,25
ENSDARG00000001968,78
ENSDARG00000001969,32
ENSDARG00000001971,24
ENSDARG00000001975,5
ENSDARG00000001976,7
ENSDARG00000001993,151
ENSDARG00000001994,166
ENSDARG00000001999,17
ENSDARG00000002002,5
ENSDARG00000002006,3
ENSDARG00000002013,47
ENSDARG00000002016,0
ENSDARG00000002020,30
ENSDARG00000002021,27
ENSDARG00000002026,26
ENSDARG00000002031,0
ENSDARG00000002037,12
ENSDARG00000002060,0
ENSDARG00000002071,72
ENSDARG00000002077,8
ENSDARG00000002082,43
ENSDARG00000002084,71
ENSDARG00000002097,0
ENSDARG00000002127,87
ENSDARG00000002128,23
ENSDARG00000002131,80
ENSDARG00000002165,13
ENSDARG00000002167,51
ENSDARG00000002168,21
ENSDARG00000002172,3
ENSDARG00000002174,4
ENSDARG00000002184,9
ENSDARG00000002190,70
ENSDARG00000002192,59
ENSDARG00000002193,553
ENSDARG00000002194,0
ENSDARG00000002196,31
ENSDARG00000002197,79
ENSDARG00000002204,2
ENSDARG00000002210,27
ENSDARG00000002213,10
ENSDARG00000002215,22
ENSDARG00000002216,4
ENSDARG00000002217,69
ENSDARG00000002219,25
ENSDARG00000002220,21
ENSDARG00000002230,46
ENSDARG00000002231,18
ENSDARG00000002235,125
ENSDARG00000002240,26
ENSDARG00000002241,2
ENSDARG00000002249,24
ENSDARG00000002255,27
ENSDARG00000002259,0
ENSDARG00000002264,7
ENSDARG00000002267,13
ENSDARG00000002271,46
ENSDARG00000002285,43
ENSDARG00000002293,0
ENSDARG00000002295,0
ENSDARG00000002298,2
ENSDARG00000002299,12
ENSDARG00000002300,4
ENSDARG00000002304,4
ENSDARG00000002305,88
ENSDARG00000002311,0
ENSDARG00000002330,5
ENSDARG00000002332,66
ENSDARG00000002333,16
ENSDARG00000002336,21
ENSDARG00000002339,8
ENSDARG00000002344,324
ENSDARG00000002347,0
ENSDARG00000002353,0
ENSDARG00000002355,4
ENSDARG00000002362,41
ENSDARG00000002365,39
ENSDARG00000002369,86
ENSDARG00000002377,3
ENSDARG00000002385,38
ENSDARG00000002391,0
ENSDARG00000002394,4
ENSDARG00000002396,61
ENSDARG00000002401,6
ENSDARG00000002402,31
ENSDARG00000002403,54
ENSDARG00000002405,29
ENSDARG00000002406,0
ENSDARG00000002411,7
ENSDARG00000002445,16
ENSDARG00000002463,14
ENSDARG00000002467,6
ENSDARG00000002479,30
ENSDARG00000002483,0
ENSDARG00000002487,31
ENSDARG00000002494,27
ENSDARG00000002506,17
ENSDARG00000002507,21
ENSDARG00000002508,6
ENSDARG00000002509,3
ENSDARG00000002510,0
ENSDARG00000002523,94
ENSDARG00000002533,4
ENSDARG00000002536,49
ENSDARG00000002538,25
ENSDARG00000002546,8
ENSDARG00000002549,12
ENSDARG00000002552,106
ENSDARG00000002564,32
ENSDARG00000002571,38
ENSDARG00000002576,11
ENSDARG00000002582,5
ENSDARG00000002587,131
ENSDARG00000002589,322
ENSDARG00000002591,49
ENSDARG00000002593,7
ENSDARG00000002597,6
ENSDARG00000002600,39
ENSDARG00000002601,0
ENSDARG00000002607,6
ENSDARG00000002609,5
ENSDARG00000002613,2
ENSDARG00000002632,48
ENSDARG00000002634,3
ENSDARG00000002635,30
ENSDARG00000002642,16
ENSDARG00000002644,20
ENSDARG00000002656,132
ENSDARG00000002659,81
ENSDARG00000002663,34
ENSDARG00000002666,0
ENSDARG00000002670,18
ENSDARG00000002682,31
ENSDARG00000002685,0
ENSDARG00000002690,30
ENSDARG00000002696,198
ENSDARG00000002701,0
ENSDARG00000002707,0
ENSDARG00000002710,461
ENSDARG00000002720,11
ENSDARG00000002722,0
ENSDARG00000002728,0
ENSDARG00000002731,89
ENSDARG00000002732,11
ENSDARG00000002745,171
ENSDARG00000002748,42
ENSDARG00000002750,9
ENSDARG00000002754,1
ENSDARG00000002758,318
ENSDARG00000002760,4
ENSDARG00000002764,11
ENSDARG00000002768,1896
ENSDARG00000002771,11
ENSDARG00000002779,0
ENSDARG00000002787,68
ENSDARG00000002790,134
ENSDARG00000002791,396
ENSDARG00000002792,58
ENSDARG00000002795,6
ENSDARG00000002797,0
ENSDARG00000002798,2
ENSDARG00000002816,28
ENSDARG00000002826,0
ENSDARG00000002830,0
ENSDARG00000002831,15
ENSDARG00000002840,40
ENSDARG00000002847,18
ENSDARG00000002872,4
ENSDARG00000002877,46
ENSDARG00000002880,37
ENSDARG00000002894,0
ENSDARG00000002897,11
ENSDARG00000002909,41
ENSDARG00000002912,24
ENSDARG00000002916,44
ENSDARG00000002917,25
ENSDARG00000002933,18
ENSDARG00000002937,59
ENSDARG00000002945,12
ENSDARG00000002947,16
ENSDARG00000002949,74
ENSDARG00000002952,30
ENSDARG00000002956,10
ENSDARG00000002959,0
ENSDARG00000002967,34
ENSDARG00000002968,115
ENSDARG00000002970,55
ENSDARG00000002971,17
ENSDARG00000002986,20
ENSDARG00000002988,125
ENSDARG00000002991,19
ENSDARG00000002994,47
ENSDARG00000003008,54
ENSDARG00000003017,30
ENSDARG00000003020,3
ENSDARG00000003021,23
ENSDARG00000003022,4
ENSDARG00000003027,4
ENSDARG00000003032,545
ENSDARG00000003035,176
ENSDARG00000003041,0
ENSDARG00000003046,10
ENSDARG00000003054,2
ENSDARG00000003058,12
ENSDARG00000003061,17
ENSDARG00000003068,37
ENSDARG00000003069,17
ENSDARG00000003077,3
ENSDARG00000003081,3134
ENSDARG00000003084,2
ENSDARG00000003085,20
ENSDARG00000003087,81
ENSDARG00000003090,0
ENSDARG00000003091,21
ENSDARG00000003098,262
ENSDARG00000003109,46
ENSDARG00000003113,102
ENSDARG00000003127,35
ENSDARG00000003132,22
ENSDARG00000003142,9
ENSDARG00000003144,9
ENSDARG00000003146,14
ENSDARG00000003151,192
ENSDARG00000003153,10
ENSDARG00000003157,14
ENSDARG00000003165,25
ENSDARG00000003167,7
ENSDARG00000003169,82
ENSDARG00000003175,22
ENSDARG00000003181,0
ENSDARG00000003189,162
ENSDARG00000003193,5
ENSDARG00000003197,0
ENSDARG00000003200,3
ENSDARG00000003203,121
ENSDARG00000003205,8
ENSDARG00000003206,8
ENSDARG00000003207,15
ENSDARG00000003208,2
ENSDARG00000003210,0
ENSDARG00000003213,158
ENSDARG00000003216,73
ENSDARG00000003217,19
ENSDARG00000003219,58
ENSDARG00000003229,0
ENSDARG00000003235,24
ENSDARG00000003244,6
ENSDARG00000003250,4
ENSDARG00000003251,10
ENSDARG00000003257,5
ENSDARG00000003259,0
ENSDARG00000003269,106
ENSDARG00000003270,7
ENSDARG00000003281,25
ENSDARG00000003287,11
ENSDARG00000003290,4
ENSDARG00000003293,75
ENSDARG00000003303,0
ENSDARG00000003307,82
ENSDARG00000003308,37
ENSDARG00000003311,15
ENSDARG00000003313,15
ENSDARG00000003320,27
ENSDARG00000003326,0
ENSDARG00000003328,6
ENSDARG00000003344,7
ENSDARG00000003373,6
ENSDARG00000003375,13
ENSDARG00000003380,0
ENSDARG00000003381,9
ENSDARG00000003382,18
ENSDARG00000003383,51
ENSDARG00000003395,4
ENSDARG00000003398,7
ENSDARG00000003399,21
ENSDARG00000003403,17
ENSDARG00000003411,23
ENSDARG00000003414,5
ENSDARG00000003420,2
ENSDARG00000003421,26
ENSDARG00000003429,23
ENSDARG00000003444,16
ENSDARG00000003446,17
ENSDARG00000003449,10
ENSDARG00000003462,55
ENSDARG00000003469,11
ENSDARG00000003475,0
ENSDARG00000003486,87
ENSDARG00000003487,34
ENSDARG00000003495,41
ENSDARG00000003512,40
ENSDARG00000003517,1
ENSDARG00000003519,8
ENSDARG00000003520,21
ENSDARG00000003523,0
ENSDARG00000003526,113
ENSDARG00000003527,8
ENSDARG00000003531,47
ENSDARG00000003533,0
ENSDARG00000003544,32
ENSDARG00000003553,0
ENSDARG00000003564,26
ENSDARG00000003570,140
ENSDARG00000003573,16
ENSDARG00000003576,15
ENSDARG00000003584,2
ENSDARG00000003592,6
ENSDARG00000003599,1660
ENSDARG00000003607,10
ENSDARG00000003615,12
ENSDARG00000003616,42
ENSDARG00000003631,152
ENSDARG00000003632,8
ENSDARG00000003635,10
ENSDARG00000003641,50
ENSDARG00000003642,25
ENSDARG00000003655,120
ENSDARG00000003675,0
ENSDARG00000003680,104
ENSDARG00000003681,134
ENSDARG00000003684,21
ENSDARG00000003693,38
ENSDARG00000003695,271
ENSDARG00000003697,0
ENSDARG00000003699,33
ENSDARG00000003701,0
ENSDARG00000003705,27
ENSDARG00000003706,1
ENSDARG00000003732,2
ENSDARG00000003749,19
ENSDARG00000003750,30
ENSDARG00000003751,70
ENSDARG00000003754,26
ENSDARG00000003757,18
ENSDARG00000003769,4
ENSDARG00000003776,63
ENSDARG00000003779,9
ENSDARG00000003789,31
ENSDARG00000003795,627
ENSDARG00000003797,7
ENSDARG00000003803,1
ENSDARG00000003808,58
ENSDARG00000003811,198
ENSDARG00000003818,68
ENSDARG00000003820,73
ENSDARG00000003822,15
ENSDARG00000003827,0
ENSDARG00000003829,59
ENSDARG00000003835,143
ENSDARG00000003841,1
ENSDARG00000003845,20
ENSDARG00000003846,0
ENSDARG00000003854,157
ENSDARG00000003860,57
ENSDARG00000003865,6
ENSDARG00000003866,49
ENSDARG00000003867,12
ENSDARG00000003869,21
ENSDARG00000003872,23
ENSDARG00000003877,57
ENSDARG00000003899,0
ENSDARG00000003900,0
ENSDARG00000003902,345
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,4
ENSDARG00000003910,34
ENSDARG00000003920,134
ENSDARG00000003925,0
ENSDARG00000003927,39
ENSDARG00000003931,54
ENSDARG00000003934,5
ENSDARG00000003938,50
ENSDARG00000003940,26
ENSDARG00000003941,46
ENSDARG00000003944,0
ENSDARG00000003952,149
ENSDARG00000003961,14
ENSDARG00000003963,10
ENSDARG00000003965,0
ENSDARG00000003968,0
ENSDARG00000003970,15
ENSDARG00000003971,18
ENSDARG00000003973,15
ENSDARG00000003974,43
ENSDARG00000003977,14
ENSDARG00000003984,31
ENSDARG00000003989,47
ENSDARG00000003991,28
ENSDARG00000003994,7
ENSDARG00000003998,2
ENSDARG00000004015,3
ENSDARG00000004017,15
ENSDARG00000004018,19
ENSDARG00000004023,95
ENSDARG00000004034,58
ENSDARG00000004037,15
ENSDARG00000004046,1
ENSDARG00000004049,21
ENSDARG00000004051,3
ENSDARG00000004055,40
ENSDARG00000004059,0
ENSDARG00000004060,318
ENSDARG00000004074,61
ENSDARG00000004078,31
ENSDARG00000004082,13
ENSDARG00000004094,113
ENSDARG00000004105,49
ENSDARG00000004109,0
ENSDARG00000004111,0
ENSDARG00000004114,3
ENSDARG00000004115,33
ENSDARG00000004130,0
ENSDARG00000004131,6
ENSDARG00000004132,181
ENSDARG00000004150,8
ENSDARG00000004151,16
ENSDARG00000004154,3
ENSDARG00000004158,9
ENSDARG00000004160,43
ENSDARG00000004161,56
ENSDARG00000004167,1
ENSDARG00000004169,77
ENSDARG00000004171,26
ENSDARG00000004173,195
ENSDARG00000004174,262
ENSDARG00000004176,4
ENSDARG00000004177,11
ENSDARG00000004184,69
ENSDARG00000004187,21
ENSDARG00000004189,60
ENSDARG00000004196,85
ENSDARG00000004199,4
ENSDARG00000004204,2
ENSDARG00000004211,13
ENSDARG00000004218,15
ENSDARG00000004219,0
ENSDARG00000004227,27
ENSDARG00000004232,11
ENSDARG00000004243,6
ENSDARG00000004246,79
ENSDARG00000004251,14
ENSDARG00000004256,0
ENSDARG00000004260,1
ENSDARG00000004261,114
ENSDARG00000004262,9
ENSDARG00000004270,18
ENSDARG00000004274,7
ENSDARG00000004280,15
ENSDARG00000004282,20
ENSDARG00000004291,42
ENSDARG00000004296,70
ENSDARG00000004297,68
ENSDARG00000004301,9
ENSDARG00000004302,8
ENSDARG00000004305,18
ENSDARG00000004306,0
ENSDARG00000004307,1
ENSDARG00000004308,0
ENSDARG00000004311,22
ENSDARG00000004318,7
ENSDARG00000004322,6
ENSDARG00000004325,2
ENSDARG00000004328,7
ENSDARG00000004336,37
ENSDARG00000004343,4
ENSDARG00000004358,24
ENSDARG00000004363,47
ENSDARG00000004372,52
ENSDARG00000004377,25
ENSDARG00000004378,5
ENSDARG00000004386,36
ENSDARG00000004392,4
ENSDARG00000004396,0
ENSDARG00000004402,9
ENSDARG00000004405,0
ENSDARG00000004406,12
ENSDARG00000004415,49
ENSDARG00000004427,0
ENSDARG00000004433,0
ENSDARG00000004436,6
ENSDARG00000004445,21
ENSDARG00000004447,0
ENSDARG00000004451,13
ENSDARG00000004452,177
ENSDARG00000004455,6
ENSDARG00000004459,0
ENSDARG00000004460,5
ENSDARG00000004470,105
ENSDARG00000004472,8
ENSDARG00000004473,8
ENSDARG00000004492,7
ENSDARG00000004497,5
ENSDARG00000004498,3
ENSDARG00000004502,4
ENSDARG00000004517,11
ENSDARG00000004525,31
ENSDARG00000004527,1
ENSDARG00000004529,0
ENSDARG00000004537,254
ENSDARG00000004539,28
ENSDARG00000004561,0
ENSDARG00000004574,1
ENSDARG00000004576,13
ENSDARG00000004580,46
ENSDARG00000004581,62
ENSDARG00000004586,0
ENSDARG00000004587,5
ENSDARG00000004588,193
ENSDARG00000004592,2
ENSDARG00000004594,5
ENSDARG00000004597,27
ENSDARG00000004598,0
ENSDARG00000004616,8
ENSDARG00000004618,7
ENSDARG00000004621,127
ENSDARG00000004627,0
ENSDARG00000004632,8
ENSDARG00000004633,4
ENSDARG00000004634,199
ENSDARG00000004635,76
ENSDARG00000004636,21
ENSDARG00000004643,24
ENSDARG00000004647,0
ENSDARG00000004648,0
ENSDARG00000004658,38
ENSDARG00000004672,64
ENSDARG00000004680,18
ENSDARG00000004687,12
ENSDARG00000004692,50
ENSDARG00000004695,3
ENSDARG00000004696,23
ENSDARG00000004697,38
ENSDARG00000004702,74
ENSDARG00000004706,21
ENSDARG00000004712,43
ENSDARG00000004713,2
ENSDARG00000004714,104
ENSDARG00000004721,6
ENSDARG00000004724,9
ENSDARG00000004726,43
ENSDARG00000004735,158
ENSDARG00000004745,3
ENSDARG00000004748,14
ENSDARG00000004753,31
ENSDARG00000004754,71
ENSDARG00000004757,1091
ENSDARG00000004763,2
ENSDARG00000004771,20
ENSDARG00000004774,54
ENSDARG00000004782,146
ENSDARG00000004785,79
ENSDARG00000004789,22
ENSDARG00000004794,0
ENSDARG00000004796,79
ENSDARG00000004806,11
ENSDARG00000004823,0
ENSDARG00000004830,95
ENSDARG00000004836,38
ENSDARG00000004840,31
ENSDARG00000004843,31
ENSDARG00000004851,6
ENSDARG00000004861,7
ENSDARG00000004864,0
ENSDARG00000004866,21
ENSDARG00000004869,3
ENSDARG00000004870,8
ENSDARG00000004871,5
ENSDARG00000004874,1
ENSDARG00000004875,23
ENSDARG00000004877,105
ENSDARG00000004880,8
ENSDARG00000004889,2
ENSDARG00000004891,15
ENSDARG00000004898,0
ENSDARG00000004904,13
ENSDARG00000004906,59
ENSDARG00000004925,7
ENSDARG00000004930,146
ENSDARG00000004931,23
ENSDARG00000004932,18
ENSDARG00000004937,0
ENSDARG00000004939,17
ENSDARG00000004948,75
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,0
ENSDARG00000004956,13
ENSDARG00000004964,21
ENSDARG00000004979,15
ENSDARG00000004988,66
ENSDARG00000005002,1
ENSDARG00000005004,5
ENSDARG00000005010,11
ENSDARG00000005015,95
ENSDARG00000005023,16
ENSDARG00000005026,89
ENSDARG00000005034,5
ENSDARG00000005049,6
ENSDARG00000005050,0
ENSDARG00000005057,4
ENSDARG00000005058,43
ENSDARG00000005078,4
ENSDARG00000005085,35
ENSDARG00000005092,11
ENSDARG00000005095,0
ENSDARG00000005098,8
ENSDARG00000005104,15
ENSDARG00000005108,42
ENSDARG00000005112,263
ENSDARG00000005115,12
ENSDARG00000005122,107
ENSDARG00000005126,28
ENSDARG00000005128,5
ENSDARG00000005134,22
ENSDARG00000005139,26
ENSDARG00000005141,31
ENSDARG00000005150,5
ENSDARG00000005154,10
ENSDARG00000005159,23
ENSDARG00000005162,281
ENSDARG00000005163,29
ENSDARG00000005172,14
ENSDARG00000005176,2
ENSDARG00000005179,6
ENSDARG00000005185,177
ENSDARG00000005186,28
ENSDARG00000005191,367
ENSDARG00000005210,25
ENSDARG00000005216,7
ENSDARG00000005218,7
ENSDARG00000005220,1
ENSDARG00000005221,47
ENSDARG00000005230,66
ENSDARG00000005232,34
ENSDARG00000005236,265
ENSDARG00000005246,0
ENSDARG00000005251,17
ENSDARG00000005254,49
ENSDARG00000005271,1
ENSDARG00000005274,0
ENSDARG00000005284,6
ENSDARG00000005314,0
ENSDARG00000005315,50
ENSDARG00000005318,34
ENSDARG00000005320,15
ENSDARG00000005327,1
ENSDARG00000005332,0
ENSDARG00000005335,0
ENSDARG00000005343,4
ENSDARG00000005350,75
ENSDARG00000005355,40
ENSDARG00000005356,19
ENSDARG00000005359,110
ENSDARG00000005364,0
ENSDARG00000005368,64
ENSDARG00000005371,1
ENSDARG00000005372,5
ENSDARG00000005374,25
ENSDARG00000005382,0
ENSDARG00000005392,0
ENSDARG00000005394,58
ENSDARG00000005397,157
ENSDARG00000005414,0
ENSDARG00000005416,19
ENSDARG00000005423,23
ENSDARG00000005425,12
ENSDARG00000005448,8
ENSDARG00000005451,171
ENSDARG00000005453,79
ENSDARG00000005454,16
ENSDARG00000005456,108
ENSDARG00000005458,54
ENSDARG00000005462,23
ENSDARG00000005463,31
ENSDARG00000005464,0
ENSDARG00000005468,57
ENSDARG00000005476,123
ENSDARG00000005479,173
ENSDARG00000005481,24
ENSDARG00000005482,207
ENSDARG00000005485,25
ENSDARG00000005500,25
ENSDARG00000005510,0
ENSDARG00000005513,802
ENSDARG00000005518,3
ENSDARG00000005522,2
ENSDARG00000005525,17
ENSDARG00000005526,53
ENSDARG00000005536,55
ENSDARG00000005540,123
ENSDARG00000005541,13
ENSDARG00000005544,8
ENSDARG00000005547,2
ENSDARG00000005549,24
ENSDARG00000005551,24
ENSDARG00000005559,3
ENSDARG00000005560,64
ENSDARG00000005561,4
ENSDARG00000005565,18
ENSDARG00000005574,26
ENSDARG00000005576,158
ENSDARG00000005578,69
ENSDARG00000005586,14
ENSDARG00000005590,42
ENSDARG00000005595,10
ENSDARG00000005606,16
ENSDARG00000005612,6
ENSDARG00000005616,0
ENSDARG00000005619,0
ENSDARG00000005625,28
ENSDARG00000005626,2
ENSDARG00000005627,0
ENSDARG00000005629,8
ENSDARG00000005640,0
ENSDARG00000005643,12
ENSDARG00000005645,70
ENSDARG00000005648,14
ENSDARG00000005651,6
ENSDARG00000005652,107
ENSDARG00000005670,21
ENSDARG00000005673,12
ENSDARG00000005675,26
ENSDARG00000005679,21
ENSDARG00000005690,9
ENSDARG00000005699,58
ENSDARG00000005704,23
ENSDARG00000005713,27
ENSDARG00000005716,11
ENSDARG00000005738,8
ENSDARG00000005739,6
ENSDARG00000005749,22
ENSDARG00000005754,268
ENSDARG00000005762,47
ENSDARG00000005772,33
ENSDARG00000005774,160
ENSDARG00000005775,120
ENSDARG00000005776,12
ENSDARG00000005780,0
ENSDARG00000005783,42
ENSDARG00000005786,2
ENSDARG00000005789,32
ENSDARG00000005791,464
ENSDARG00000005799,11
ENSDARG00000005800,17
ENSDARG00000005814,0
ENSDARG00000005821,5
ENSDARG00000005823,68
ENSDARG00000005827,86
ENSDARG00000005828,1
ENSDARG00000005834,25
ENSDARG00000005840,102
ENSDARG00000005841,38
ENSDARG00000005842,19
ENSDARG00000005853,0
ENSDARG00000005861,120
ENSDARG00000005865,0
ENSDARG00000005867,71
ENSDARG00000005870,18
ENSDARG00000005883,3
ENSDARG00000005891,73
ENSDARG00000005894,3
ENSDARG00000005897,12
ENSDARG00000005908,43
ENSDARG00000005913,8
ENSDARG00000005915,35
ENSDARG00000005916,11
ENSDARG00000005924,143
ENSDARG00000005926,17
ENSDARG00000005927,28
ENSDARG00000005941,141
ENSDARG00000005942,0
ENSDARG00000005943,13
ENSDARG00000005945,59
ENSDARG00000005948,11
ENSDARG00000005972,0
ENSDARG00000005980,36
ENSDARG00000005989,20
ENSDARG00000005993,6
ENSDARG00000006003,59
ENSDARG00000006008,72
ENSDARG00000006010,15
ENSDARG00000006011,6
ENSDARG00000006019,90
ENSDARG00000006025,11
ENSDARG00000006029,2
ENSDARG00000006031,424
ENSDARG00000006038,8
ENSDARG00000006040,7
ENSDARG00000006044,4
ENSDARG00000006052,0
ENSDARG00000006060,112
ENSDARG00000006062,117
ENSDARG00000006065,4
ENSDARG00000006074,9
ENSDARG00000006079,1
ENSDARG00000006092,265
ENSDARG00000006093,3
ENSDARG00000006094,90
ENSDARG00000006109,1
ENSDARG00000006110,7
ENSDARG00000006112,42
ENSDARG00000006120,3
ENSDARG00000006124,179
ENSDARG00000006125,94
ENSDARG00000006128,75
ENSDARG00000006137,0
ENSDARG00000006151,0
ENSDARG00000006169,39
ENSDARG00000006174,0
ENSDARG00000006181,5
ENSDARG00000006192,48
ENSDARG00000006196,11
ENSDARG00000006200,751
ENSDARG00000006202,51
ENSDARG00000006206,0
ENSDARG00000006207,1
ENSDARG00000006215,85
ENSDARG00000006219,58
ENSDARG00000006220,162
ENSDARG00000006225,127
ENSDARG00000006235,5
ENSDARG00000006240,13
ENSDARG00000006242,201
ENSDARG00000006251,17
ENSDARG00000006253,8
ENSDARG00000006257,139
ENSDARG00000006260,499
ENSDARG00000006266,83
ENSDARG00000006272,12
ENSDARG00000006279,25
ENSDARG00000006283,112
ENSDARG00000006288,14
ENSDARG00000006290,22
ENSDARG00000006292,0
ENSDARG00000006299,18
ENSDARG00000006300,14
ENSDARG00000006301,46
ENSDARG00000006307,34
ENSDARG00000006308,3
ENSDARG00000006314,148
ENSDARG00000006316,340
ENSDARG00000006332,37
ENSDARG00000006341,5
ENSDARG00000006345,8
ENSDARG00000006350,0
ENSDARG00000006353,19
ENSDARG00000006356,22
ENSDARG00000006368,3
ENSDARG00000006370,49
ENSDARG00000006372,0
ENSDARG00000006383,7
ENSDARG00000006385,9
ENSDARG00000006389,41
ENSDARG00000006392,35
ENSDARG00000006395,110
ENSDARG00000006396,50
ENSDARG00000006397,52
ENSDARG00000006399,111
ENSDARG00000006408,43
ENSDARG00000006409,0
ENSDARG00000006413,52
ENSDARG00000006420,51
ENSDARG00000006422,41
ENSDARG00000006427,195
ENSDARG00000006434,10
ENSDARG00000006447,1
ENSDARG00000006456,0
ENSDARG00000006467,22
ENSDARG00000006468,4
ENSDARG00000006474,1
ENSDARG00000006477,51
ENSDARG00000006487,94
ENSDARG00000006491,8
ENSDARG00000006494,28
ENSDARG00000006497,217
ENSDARG00000006501,0
ENSDARG00000006508,40
ENSDARG00000006514,25
ENSDARG00000006522,2
ENSDARG00000006524,162
ENSDARG00000006526,603
ENSDARG00000006527,98
ENSDARG00000006544,4
ENSDARG00000006545,33
ENSDARG00000006546,41
ENSDARG00000006553,23
ENSDARG00000006560,0
ENSDARG00000006566,64
ENSDARG00000006567,4
ENSDARG00000006568,0
ENSDARG00000006577,6
ENSDARG00000006580,0
ENSDARG00000006584,60
ENSDARG00000006585,38
ENSDARG00000006588,17
ENSDARG00000006598,6
ENSDARG00000006600,23
ENSDARG00000006601,9
ENSDARG00000006602,0
ENSDARG00000006603,93
ENSDARG00000006604,8
ENSDARG00000006607,15
ENSDARG00000006609,34
ENSDARG00000006615,30
ENSDARG00000006617,19
ENSDARG00000006621,41
ENSDARG00000006624,57
ENSDARG00000006636,19
ENSDARG00000006639,15
ENSDARG00000006640,8
ENSDARG00000006642,6
ENSDARG00000006666,0
ENSDARG00000006672,17
ENSDARG00000006677,24
ENSDARG00000006678,0
ENSDARG00000006683,34
ENSDARG00000006691,302
ENSDARG00000006712,8
ENSDARG00000006719,11
ENSDARG00000006747,71
