F6,Counts
ENSDARG00000003854,20
ENSDARG00000003860,17
ENSDARG00000003865,0
ENSDARG00000003866,3
ENSDARG00000003867,8
ENSDARG00000003869,0
ENSDARG00000003872,7
ENSDARG00000003877,24
ENSDARG00000003899,0
ENSDARG00000003900,0
ENSDARG00000003902,20
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,0
ENSDARG00000003910,20
ENSDARG00000003920,30
ENSDARG00000003925,0
ENSDARG00000003927,16
ENSDARG00000003931,17
ENSDARG00000003934,0
ENSDARG00000003938,13
ENSDARG00000003940,2
ENSDARG00000003941,18
ENSDARG00000003944,0
ENSDARG00000003952,72
ENSDARG00000003961,7
ENSDARG00000003963,0
ENSDARG00000003965,2
ENSDARG00000003968,0
ENSDARG00000003970,7
ENSDARG00000003971,11
ENSDARG00000003973,0
ENSDARG00000003974,10
ENSDARG00000003977,0
ENSDARG00000003984,6
ENSDARG00000003989,17
ENSDARG00000003991,12
ENSDARG00000003994,1
ENSDARG00000003998,3
ENSDARG00000004015,9
ENSDARG00000004017,1
ENSDARG00000004018,0
ENSDARG00000004023,47
ENSDARG00000004034,19
ENSDARG00000004037,18
ENSDARG00000004046,4
ENSDARG00000004049,2
ENSDARG00000004051,0
ENSDARG00000004055,13
ENSDARG00000004059,0
ENSDARG00000004060,123
ENSDARG00000004074,53
ENSDARG00000004078,13
ENSDARG00000004082,0
ENSDARG00000004094,39
ENSDARG00000004105,41
ENSDARG00000004109,0
ENSDARG00000004111,0
ENSDARG00000004114,4
ENSDARG00000004115,8
ENSDARG00000004130,0
ENSDARG00000004131,0
ENSDARG00000004132,43
ENSDARG00000004150,5
ENSDARG00000004151,3
ENSDARG00000004154,4
ENSDARG00000004158,13
ENSDARG00000004160,7
ENSDARG00000004161,15
ENSDARG00000004167,0
ENSDARG00000004169,13
ENSDARG00000004171,3
ENSDARG00000004173,56
ENSDARG00000004174,254
ENSDARG00000004176,0
ENSDARG00000004177,9
ENSDARG00000004184,23
ENSDARG00000004187,1
ENSDARG00000004189,8
ENSDARG00000004196,19
ENSDARG00000004199,0
ENSDARG00000004204,0
ENSDARG00000004211,2
ENSDARG00000004218,13
ENSDARG00000004219,0
ENSDARG00000004227,14
ENSDARG00000004232,9
ENSDARG00000004243,0
ENSDARG00000004246,55
ENSDARG00000004251,3
ENSDARG00000004256,0
ENSDARG00000004260,0
ENSDARG00000004261,30
ENSDARG00000004262,5
ENSDARG00000004270,4
ENSDARG00000004274,3
ENSDARG00000004280,2
ENSDARG00000004282,0
ENSDARG00000004291,16
ENSDARG00000004296,18
ENSDARG00000004297,22
ENSDARG00000004301,6
ENSDARG00000004302,12
ENSDARG00000004305,0
ENSDARG00000004306,0
ENSDARG00000004307,0
ENSDARG00000004308,1
ENSDARG00000004311,2
ENSDARG00000004318,0
ENSDARG00000004322,20
ENSDARG00000004325,0
ENSDARG00000004328,0
ENSDARG00000004336,43
ENSDARG00000004343,0
ENSDARG00000004358,8
ENSDARG00000004363,1
ENSDARG00000004372,4
ENSDARG00000004377,14
ENSDARG00000004378,1
ENSDARG00000004386,13
ENSDARG00000004392,4
ENSDARG00000004396,0
ENSDARG00000004402,7
ENSDARG00000004405,1
ENSDARG00000004406,1
ENSDARG00000004415,27
ENSDARG00000004427,0
ENSDARG00000004433,0
ENSDARG00000004436,2
ENSDARG00000004445,6
ENSDARG00000004447,1
ENSDARG00000004451,12
ENSDARG00000004452,121
ENSDARG00000004455,0
ENSDARG00000004459,0
ENSDARG00000004460,10
ENSDARG00000004470,4
ENSDARG00000004472,0
ENSDARG00000004473,4
ENSDARG00000004492,0
ENSDARG00000004497,0
ENSDARG00000004498,0
ENSDARG00000004502,10
ENSDARG00000004517,0
ENSDARG00000004525,2
ENSDARG00000004527,6
ENSDARG00000004529,0
ENSDARG00000004537,144
ENSDARG00000004539,1
ENSDARG00000004561,4
ENSDARG00000004574,0
ENSDARG00000004576,3
ENSDARG00000004580,8
ENSDARG00000004581,6
ENSDARG00000004586,2
ENSDARG00000004587,9
ENSDARG00000004588,103
ENSDARG00000004592,10
ENSDARG00000004594,11
ENSDARG00000004597,12
ENSDARG00000004598,0
ENSDARG00000004616,0
ENSDARG00000004618,0
ENSDARG00000004621,78
ENSDARG00000004627,0
ENSDARG00000004632,0
ENSDARG00000004633,0
ENSDARG00000004634,7
ENSDARG00000004635,23
ENSDARG00000004636,5
ENSDARG00000004643,3
ENSDARG00000004647,0
ENSDARG00000004648,3
ENSDARG00000004658,14
ENSDARG00000004672,43
ENSDARG00000004680,4
ENSDARG00000004687,4
ENSDARG00000004692,10
ENSDARG00000004695,0
ENSDARG00000004696,16
ENSDARG00000004697,3
ENSDARG00000004702,39
ENSDARG00000004706,28
ENSDARG00000004712,19
ENSDARG00000004713,0
ENSDARG00000004714,16
ENSDARG00000004721,5
ENSDARG00000004724,18
ENSDARG00000004726,20
ENSDARG00000004735,58
ENSDARG00000004745,3
ENSDARG00000004748,17
ENSDARG00000004753,0
ENSDARG00000004754,12
ENSDARG00000004757,315
ENSDARG00000004763,0
ENSDARG00000004771,2
ENSDARG00000004774,19
ENSDARG00000004782,106
ENSDARG00000004785,25
ENSDARG00000004789,32
ENSDARG00000004794,0
ENSDARG00000004796,7
ENSDARG00000004806,6
ENSDARG00000004823,0
ENSDARG00000004830,14
ENSDARG00000004836,17
ENSDARG00000004840,2
ENSDARG00000004843,4
ENSDARG00000004851,1
ENSDARG00000004861,7
ENSDARG00000004864,0
ENSDARG00000004866,2
ENSDARG00000004869,3
ENSDARG00000004870,4
ENSDARG00000004871,0
ENSDARG00000004874,2
ENSDARG00000004875,0
ENSDARG00000004877,96
ENSDARG00000004880,1
ENSDARG00000004889,0
ENSDARG00000004891,8
ENSDARG00000004898,0
ENSDARG00000004904,1
ENSDARG00000004906,18
ENSDARG00000004925,6
ENSDARG00000004930,71
ENSDARG00000004931,1
ENSDARG00000004932,14
ENSDARG00000004937,0
ENSDARG00000004939,18
ENSDARG00000004948,36
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,0
ENSDARG00000004956,24
ENSDARG00000004964,0
ENSDARG00000004979,1
ENSDARG00000004988,25
ENSDARG00000005002,0
ENSDARG00000005004,0
ENSDARG00000005010,4
ENSDARG00000005015,36
ENSDARG00000005023,16
ENSDARG00000005026,28
ENSDARG00000005034,4
ENSDARG00000005049,0
ENSDARG00000005050,0
ENSDARG00000005057,0
ENSDARG00000005058,1
ENSDARG00000005078,8
ENSDARG00000005085,8
ENSDARG00000005092,1
ENSDARG00000005095,0
ENSDARG00000005098,11
ENSDARG00000005104,20
ENSDARG00000005108,4
ENSDARG00000005112,28
ENSDARG00000005115,0
ENSDARG00000005122,12
ENSDARG00000005126,9
ENSDARG00000005128,0
ENSDARG00000005134,3
ENSDARG00000005139,25
ENSDARG00000005141,22
ENSDARG00000005150,0
ENSDARG00000005154,0
ENSDARG00000005159,0
ENSDARG00000005162,44
ENSDARG00000005163,0
ENSDARG00000005172,1
ENSDARG00000005176,0
ENSDARG00000005179,5
ENSDARG00000005185,19
ENSDARG00000005186,64
ENSDARG00000005191,170
ENSDARG00000005210,1
ENSDARG00000005216,7
ENSDARG00000005218,0
ENSDARG00000005220,1
ENSDARG00000005221,10
ENSDARG00000005230,9
ENSDARG00000005232,21
ENSDARG00000005236,102
ENSDARG00000005246,0
ENSDARG00000005251,17
ENSDARG00000005254,10
ENSDARG00000005271,0
ENSDARG00000005274,0
ENSDARG00000005284,0
ENSDARG00000005314,0
ENSDARG00000005315,23
ENSDARG00000005318,4
ENSDARG00000005320,1
ENSDARG00000005327,0
ENSDARG00000005332,0
ENSDARG00000005335,0
ENSDARG00000005343,19
ENSDARG00000005350,8
ENSDARG00000005355,5
ENSDARG00000005356,11
ENSDARG00000005359,32
ENSDARG00000005364,1
ENSDARG00000005368,23
ENSDARG00000005371,0
ENSDARG00000005372,15
ENSDARG00000005374,3
ENSDARG00000005382,0
ENSDARG00000005392,0
ENSDARG00000005394,20
ENSDARG00000005397,18
ENSDARG00000005414,0
ENSDARG00000005416,43
ENSDARG00000005423,10
ENSDARG00000005425,8
ENSDARG00000005448,14
ENSDARG00000005451,28
ENSDARG00000005453,42
ENSDARG00000005454,16
ENSDARG00000005456,32
ENSDARG00000005458,10
ENSDARG00000005462,2
ENSDARG00000005463,5
ENSDARG00000005464,0
ENSDARG00000005468,16
ENSDARG00000005476,29
ENSDARG00000005479,48
ENSDARG00000005481,0
ENSDARG00000005482,50
ENSDARG00000005485,6
ENSDARG00000005500,1
ENSDARG00000005510,0
ENSDARG00000005513,299
ENSDARG00000005518,0
ENSDARG00000005522,0
ENSDARG00000005525,9
ENSDARG00000005526,6
ENSDARG00000005536,28
ENSDARG00000005540,72
ENSDARG00000005541,0
ENSDARG00000005544,18
ENSDARG00000005547,1
ENSDARG00000005549,4
ENSDARG00000005551,6
ENSDARG00000005559,2
ENSDARG00000005560,35
ENSDARG00000005561,4
ENSDARG00000005565,3
ENSDARG00000005574,8
ENSDARG00000005576,0
ENSDARG00000005578,17
ENSDARG00000005586,5
ENSDARG00000005590,6
ENSDARG00000005595,8
ENSDARG00000005606,10
ENSDARG00000005612,0
ENSDARG00000005616,0
ENSDARG00000005619,0
ENSDARG00000005625,23
ENSDARG00000005626,0
ENSDARG00000005627,0
ENSDARG00000005629,0
ENSDARG00000005640,0
ENSDARG00000005643,0
ENSDARG00000005645,26
ENSDARG00000005648,7
ENSDARG00000005651,2
ENSDARG00000005652,50
ENSDARG00000005670,26
ENSDARG00000005673,0
ENSDARG00000005675,8
ENSDARG00000005679,11
ENSDARG00000005690,6
ENSDARG00000005699,18
ENSDARG00000005704,11
ENSDARG00000005713,11
ENSDARG00000005716,8
ENSDARG00000005738,2
ENSDARG00000005739,6
ENSDARG00000005749,0
ENSDARG00000005754,84
ENSDARG00000005762,29
ENSDARG00000005772,2
ENSDARG00000005774,27
ENSDARG00000005775,92
ENSDARG00000005776,12
ENSDARG00000005780,0
ENSDARG00000005783,100
ENSDARG00000005786,5
ENSDARG00000005789,3
ENSDARG00000005791,149
ENSDARG00000005799,0
ENSDARG00000005800,9
ENSDARG00000005814,0
ENSDARG00000005821,0
ENSDARG00000005823,31
ENSDARG00000005827,16
ENSDARG00000005828,0
ENSDARG00000005834,32
ENSDARG00000005840,57
ENSDARG00000005841,19
ENSDARG00000005842,0
ENSDARG00000005853,0
ENSDARG00000005861,80
ENSDARG00000005865,0
ENSDARG00000005867,14
ENSDARG00000005870,0
ENSDARG00000005883,1
ENSDARG00000005891,10
ENSDARG00000005894,0
ENSDARG00000005897,4
ENSDARG00000005908,9
ENSDARG00000005913,0
ENSDARG00000005915,2
ENSDARG00000005916,10
ENSDARG00000005924,54
ENSDARG00000005926,0
ENSDARG00000005927,12
ENSDARG00000005941,44
ENSDARG00000005942,0
ENSDARG00000005943,8
ENSDARG00000005945,15
ENSDARG00000005948,5
ENSDARG00000005972,0
ENSDARG00000005980,8
ENSDARG00000005989,0
ENSDARG00000005993,4
ENSDARG00000006003,0
ENSDARG00000006008,19
ENSDARG00000006010,5
ENSDARG00000006011,0
ENSDARG00000006019,1
ENSDARG00000006025,18
ENSDARG00000006029,0
ENSDARG00000006031,136
ENSDARG00000006038,10
ENSDARG00000006040,12
ENSDARG00000006044,2
ENSDARG00000006052,0
ENSDARG00000006060,22
ENSDARG00000006062,33
ENSDARG00000006065,2
ENSDARG00000006074,22
ENSDARG00000006079,0
ENSDARG00000006092,104
ENSDARG00000006093,0
ENSDARG00000006094,232
ENSDARG00000006109,0
ENSDARG00000006110,6
ENSDARG00000006112,25
ENSDARG00000006120,27
ENSDARG00000006124,87
ENSDARG00000006125,21
ENSDARG00000006128,45
ENSDARG00000006137,0
ENSDARG00000006151,1
ENSDARG00000006169,15
ENSDARG00000006174,0
ENSDARG00000006181,3
ENSDARG00000006192,12
ENSDARG00000006196,2
ENSDARG00000006200,58
ENSDARG00000006202,112
ENSDARG00000006206,2
ENSDARG00000006207,0
ENSDARG00000006215,14
ENSDARG00000006219,16
ENSDARG00000006220,11
ENSDARG00000006225,20
ENSDARG00000006235,29
ENSDARG00000006240,30
ENSDARG00000006242,56
ENSDARG00000006251,60
ENSDARG00000006253,6
ENSDARG00000006257,49
ENSDARG00000006260,65
ENSDARG00000006266,34
ENSDARG00000006272,5
ENSDARG00000006279,13
ENSDARG00000006283,15
ENSDARG00000006288,0
ENSDARG00000006290,6
ENSDARG00000006292,0
ENSDARG00000006299,0
ENSDARG00000006300,14
ENSDARG00000006301,66
ENSDARG00000006307,15
ENSDARG00000006308,6
ENSDARG00000006314,23
ENSDARG00000006316,111
ENSDARG00000006332,62
ENSDARG00000006341,0
ENSDARG00000006345,8
ENSDARG00000006350,0
ENSDARG00000006353,14
ENSDARG00000006356,17
ENSDARG00000006368,0
ENSDARG00000006370,14
ENSDARG00000006372,0
ENSDARG00000006383,18
ENSDARG00000006385,0
ENSDARG00000006389,18
ENSDARG00000006392,3
ENSDARG00000006395,33
ENSDARG00000006396,84
ENSDARG00000006397,40
ENSDARG00000006399,12
ENSDARG00000006408,12
ENSDARG00000006409,0
ENSDARG00000006413,13
ENSDARG00000006420,23
ENSDARG00000006422,6
ENSDARG00000006427,5
ENSDARG00000006434,0
ENSDARG00000006447,2
ENSDARG00000006456,0
ENSDARG00000006467,0
ENSDARG00000006468,0
ENSDARG00000006474,0
ENSDARG00000006477,23
ENSDARG00000006487,34
ENSDARG00000006491,0
ENSDARG00000006494,15
ENSDARG00000006497,257
ENSDARG00000006501,0
ENSDARG00000006508,5
ENSDARG00000006514,6
ENSDARG00000006522,0
ENSDARG00000006524,77
ENSDARG00000006526,202
ENSDARG00000006527,31
ENSDARG00000006544,0
ENSDARG00000006545,11
ENSDARG00000006546,18
ENSDARG00000006553,0
ENSDARG00000006560,0
ENSDARG00000006566,37
ENSDARG00000006567,0
ENSDARG00000006568,0
ENSDARG00000006577,7
ENSDARG00000006580,0
ENSDARG00000006584,37
ENSDARG00000006585,14
ENSDARG00000006588,3
ENSDARG00000006598,0
ENSDARG00000006600,17
ENSDARG00000006601,13
ENSDARG00000006602,0
ENSDARG00000006603,24
ENSDARG00000006604,8
ENSDARG00000006607,3
ENSDARG00000006609,6
ENSDARG00000006615,11
ENSDARG00000006617,0
ENSDARG00000006621,13
ENSDARG00000006624,14
ENSDARG00000006636,22
ENSDARG00000006639,8
ENSDARG00000006640,10
ENSDARG00000006642,31
ENSDARG00000006666,0
ENSDARG00000006672,5
ENSDARG00000006677,2
ENSDARG00000006678,0
ENSDARG00000006683,8
ENSDARG00000006691,59
ENSDARG00000006712,11
ENSDARG00000006719,0
ENSDARG00000006747,43
