.id,term,df,sumsq,meansq,statistic,p.value,adj.p.value
4C3MP,as.factor(Dose),5,0.05624999999999994,0.011249999999999987,1.4210526315789471,0.2969516423298373,0.7828725115968437
4C3MP,as.factor(Replicate),2,0.04083333333333353,0.020416666666666763,2.5789473684210673,0.12496994133998762,0.5573048910343834
4C3MP,Residuals,10,0.07916666666666658,0.007916666666666659,NA,NA,NA
4TOP,as.factor(Dose),5,0.01902777777777777,0.0038055555555555538,0.5591836734693871,0.7294360121849017,0.9543363518750706
4TOP,as.factor(Replicate),2,2.7777777777777377e-4,1.3888888888888688e-4,0.020408163265305816,0.9798393719371591,1
4TOP,Residuals,10,0.06805555555555559,0.0068055555555555595,NA,NA,NA
Aniline,as.factor(Dose),5,0.017361111111111084,0.003472222222222217,0.47528517110266216,0.7870104155802141,0.992317480514183
Aniline,as.factor(Replicate),2,0.0019444444444444641,9.722222222222321e-4,0.13307984790874697,0.8769198919074449,1
Aniline,Residuals,10,0.07305555555555536,0.007305555555555536,NA,NA,NA
BPA,as.factor(Dose),5,9.86076131526265e-31,1.97215226305253e-31,1.0000000000000004,0.4651194265378001,0.8430289605997626
BPA,as.factor(Replicate),2,3.9443045261050546e-31,1.9721522630525273e-31,0.9999999999999991,0.4018775720164612,0.8085430886400037
BPA,Residuals,10,1.972152263052529e-30,1.972152263052529e-31,NA,NA,NA
BPAF,as.factor(Dose),5,0.0590277777777777,0.01180555555555554,0.9100642398286926,0.511699463193957,0.8728990842720442
BPAF,as.factor(Replicate),2,0.011944444444444374,0.005972222222222187,0.46038543897216005,0.6437741325520275,0.9543363518750706
BPAF,Residuals,10,0.1297222222222222,0.012972222222222222,NA,NA,NA
Clofibric-acid,as.factor(Dose),5,0.04611111111111097,0.009222222222222194,1.7945945945945918,0.20165455887072156,0.6210991026379709
Clofibric-acid,as.factor(Replicate),2,0.003611111111111159,0.0018055555555555795,0.35135135135135653,0.712086398957939,0.9543363518750706
Clofibric-acid,Residuals,10,0.05138888888888881,0.005138888888888881,NA,NA,NA
DES,as.factor(Dose),5,0.08736111111111122,0.017472222222222243,2.2872727272727316,0.12437527050936424,0.5573048910343834
DES,as.factor(Replicate),2,2.7777777777778336e-4,1.3888888888889168e-4,0.01818181818181856,0.9820148581404355,1
DES,Residuals,10,0.07638888888888884,0.007638888888888884,NA,NA,NA
DMSO,as.factor(Dose),5,0.004027777777777802,8.055555555555604e-4,2.636363636363643,0.09011949736162847,0.5573048910343834
DMSO,as.factor(Replicate),2,0.0019444444444444574,9.722222222222287e-4,3.181818181818192,0.08523165083235903,0.5573048910343834
DMSO,Residuals,10,0.003055555555555566,3.0555555555555663e-4,NA,NA,NA
EE2,as.factor(Dose),5,0.07791666666666655,0.01558333333333331,2.226190476190472,0.13181552143567962,0.5573048910343834
EE2,as.factor(Replicate),2,0.013333333333333272,0.006666666666666636,0.9523809523809474,0.4182119424000019,0.8085430886400037
EE2,Residuals,10,0.07000000000000003,0.007000000000000004,NA,NA,NA
Fadrozole,as.factor(Dose),5,0.0033333333333333574,6.666666666666715e-4,0.1600000000000014,0.9717639396209936,1
Fadrozole,as.factor(Replicate),2,8.517425179052551e-32,4.2587125895262753e-32,1.0220910214863076e-29,1,1
Fadrozole,Residuals,10,0.04166666666666661,0.0041666666666666605,NA,NA,NA
Fenitrothione,as.factor(Dose),5,0.008333333333333368,0.0016666666666666735,0.3636363636363646,0.8621465702112869,1
Fenitrothione,as.factor(Replicate),2,8.333333333333174e-4,4.166666666666587e-4,0.09090909090908904,0.9138466254033631,1
Fenitrothione,Residuals,10,0.0458333333333334,0.00458333333333334,NA,NA,NA
Fluoxetine,as.factor(Dose),5,0.026666666666666682,0.005333333333333337,2.133333333333343,0.14413057526751294,0.5573048910343834
Fluoxetine,as.factor(Replicate),2,0.013333333333333324,0.006666666666666662,2.6666666666666754,0.11798236980223017,0.5573048910343834
Fluoxetine,Residuals,10,0.0249999999999999,0.00249999999999999,NA,NA,NA
Flutamide,as.factor(Dose),5,0.03069444444444443,0.0061388888888888864,2.188118811881192,0.13671226925873242,0.5573048910343834
Flutamide,as.factor(Replicate),2,0.001944444444444461,9.722222222222305e-4,0.34653465346535023,0.7152997800116606,0.9543363518750706
Flutamide,Residuals,10,0.0280555555555555,0.00280555555555555,NA,NA,NA
Glyphosate,as.factor(Dose),5,0.00569444444444439,0.001138888888888878,0.3628318584070789,0.8626688983869841,1
Glyphosate,as.factor(Replicate),2,0.0019444444444444366,9.722222222222183e-4,0.30973451327433726,0.7404333764547961,0.9543363518750706
Glyphosate,Residuals,10,0.03138888888888866,0.003138888888888866,NA,NA,NA
Malathion,as.factor(Dose),5,0.004444444444444418,8.888888888888837e-4,0.1189591078066909,0.9851117653780832,1
Malathion,as.factor(Replicate),2,0.01361111111111116,0.00680555555555558,0.9107806691449858,0.43313751452477245,0.8103863174979613
Malathion,Residuals,10,0.07472222222222213,0.0074722222222222134,NA,NA,NA
NN-Dimethylformamide,as.factor(Dose),5,0.007777777777777756,0.0015555555555555511,0.23430962343096168,0.9385899777824838,1
NN-Dimethylformamide,as.factor(Replicate),2,0.005277777777777803,0.0026388888888889015,0.3974895397489559,0.6821674216668127,0.9543363518750706
NN-Dimethylformamide,Residuals,10,0.06638888888888889,0.006638888888888889,NA,NA,NA
Prochloraz,as.factor(Dose),5,0.046249999999999965,0.009249999999999993,3.827586206896547,0.03375277809818849,0.39153222593898646
Prochloraz,as.factor(Replicate),2,0.005833333333333343,0.0029166666666666716,1.2068965517241395,0.3392169036785124,0.8078686131001144
Prochloraz,Residuals,10,0.024166666666666677,0.0024166666666666677,NA,NA,NA
SDS,as.factor(Dose),5,0.027361111111111013,0.005472222222222203,1.2709677419354715,0.34821922978453207,0.8078686131001144
SDS,as.factor(Replicate),2,0.005277777777777827,0.0026388888888889137,0.6129032258064535,0.5609346259818312,0.9256329729729746
SDS,Residuals,10,0.043055555555555826,0.004305555555555582,NA,NA,NA
TEG,as.factor(Dose),5,0.012777777777777784,0.0025555555555555566,4.00000000000001,0.029675295222078464,0.39153222593898646
TEG,as.factor(Replicate),2,0.0036111111111111253,0.0018055555555555626,2.8260869565217557,0.10644534557634222,0.5573048910343834
TEG,Residuals,10,0.006388888888888876,6.388888888888876e-4,NA,NA,NA
TGSH,as.factor(Dose),5,0.03124999999999994,0.006249999999999988,1.1538461538461526,0.3946217289159063,0.8085430886400037
TGSH,as.factor(Replicate),2,0.010833333333333351,0.0054166666666666755,1.0000000000000027,0.4018775720164598,0.8085430886400037
TGSH,Residuals,10,0.05416666666666661,0.005416666666666662,NA,NA,NA
Trenbolone,as.factor(Dose),5,0.038333333333333296,0.007666666666666659,0.5644171779141107,0.7258673159269871,0.9543363518750706
Trenbolone,as.factor(Replicate),2,0.0558333333333334,0.0279166666666667,2.055214723926386,0.1787717296032849,0.6203922942561161
Trenbolone,Residuals,10,0.13583333333333314,0.013583333333333314,NA,NA,NA
Vinclozolin,as.factor(Dose),5,0.022777777777777758,0.004555555555555551,1.2812499999999982,0.3444245953266563,0.8078686131001144
Vinclozolin,as.factor(Replicate),2,0.014444444444444452,0.007222222222222226,2.0312500000000004,0.18183912073024092,0.6203922942561161
Vinclozolin,Residuals,10,0.03555555555555557,0.003555555555555557,NA,NA,NA
