Chemical,term,contrast,null.value,estimate,conf.low,conf.high,adj.p.value
1-Octanol,as.factor(Dose..mg.L.),1-0,0,-0.01666666666666669,-0.27555262813198034,0.24221929479864693,1
1-Octanol,as.factor(Dose..mg.L.),10-0,0,-0.049999999999999906,-0.30888596146531355,0.2088859614653137,1
1-Octanol,as.factor(Dose..mg.L.),0.01-0.001,0,0.1,-0.1588859614653136,0.3588859614653136,1
1-Octanol,as.factor(Dose..mg.L.),0.1-0.001,0,-0.0333333333333333,-0.29221929479864694,0.22555262813198032,1
1-Octanol,as.factor(Dose..mg.L.),1-0.001,0,0.08333333333333326,-0.17555262813198036,0.3422192947986469,1
1-Octanol,as.factor(Dose..mg.L.),10-0.001,0,0.050000000000000044,-0.20888596146531357,0.30888596146531366,1
1-Octanol,as.factor(Dose..mg.L.),0.1-0.01,0,-0.1333333333333333,-0.3922192947986469,0.12555262813198032,1
1-Octanol,as.factor(Dose..mg.L.),1-0.01,0,-0.016666666666666746,-0.27555262813198034,0.24221929479864687,1
1-Octanol,as.factor(Dose..mg.L.),10-0.01,0,-0.04999999999999996,-0.30888596146531355,0.20888596146531366,1
1-Octanol,as.factor(Dose..mg.L.),1-0.1,0,0.11666666666666656,-0.14221929479864706,0.3755526281319802,1
1-Octanol,as.factor(Dose..mg.L.),10-0.1,0,0.08333333333333334,-0.17555262813198028,0.342219294798647,1
1-Octanol,as.factor(Dose..mg.L.),10-1,0,-0.033333333333333215,-0.29221929479864683,0.2255526281319804,1
1-Octanol,as.factor(Replicate),B-A,0,0.10000000000000006,-0.044478939079716256,0.24447893907971638,1
1-Octanol,as.factor(Replicate),C-A,0,0.04999999999999999,-0.09447893907971633,0.1944789390797163,1
1-Octanol,as.factor(Replicate),C-B,0,-0.05000000000000007,-0.1944789390797164,0.09447893907971625,1
17betaestradiol,as.factor(Dose..mg.L.),1e-05-0,0,0.04999999999999999,-0.03842639003777276,0.13842639003777274,0.758831752547926
17betaestradiol,as.factor(Dose..mg.L.),1e-04-0,0,0.06666666666666668,-0.02175972337110607,0.15509305670443943,0.5217320632310382
17betaestradiol,as.factor(Dose..mg.L.),0.001-0,0,-0.01666666666666667,-0.10509305670443941,0.07175972337110609,1
17betaestradiol,as.factor(Dose..mg.L.),0.01-0,0,-0.016666666666666663,-0.10509305670443941,0.07175972337110609,1
17betaestradiol,as.factor(Dose..mg.L.),0.1-0,0,1.3877787807814457e-17,-0.08842639003777274,0.08842639003777276,1
17betaestradiol,as.factor(Dose..mg.L.),1e-04-1e-05,0,0.01666666666666669,-0.07175972337110606,0.10509305670443944,1
17betaestradiol,as.factor(Dose..mg.L.),0.001-1e-05,0,-0.06666666666666665,-0.1550930567044394,0.0217597233711061,0.5217320632310382
17betaestradiol,as.factor(Dose..mg.L.),0.01-1e-05,0,-0.06666666666666665,-0.1550930567044394,0.0217597233711061,0.5217320632310382
17betaestradiol,as.factor(Dose..mg.L.),0.1-1e-05,0,-0.049999999999999975,-0.13842639003777274,0.038426390037772776,0.758831752547926
17betaestradiol,as.factor(Dose..mg.L.),0.001-1e-04,0,-0.08333333333333334,-0.1717597233711061,0.005093056704439408,0.5217320632310382
17betaestradiol,as.factor(Dose..mg.L.),0.01-1e-04,0,-0.08333333333333334,-0.1717597233711061,0.005093056704439408,0.5217320632310382
17betaestradiol,as.factor(Dose..mg.L.),0.1-1e-04,0,-0.06666666666666667,-0.1550930567044394,0.021759723371106085,0.5217320632310382
17betaestradiol,as.factor(Dose..mg.L.),0.01-0.001,0,6.938893903907228e-18,-0.08842639003777275,0.08842639003777275,1
17betaestradiol,as.factor(Dose..mg.L.),0.1-0.001,0,0.016666666666666684,-0.07175972337110606,0.10509305670443944,1
17betaestradiol,as.factor(Dose..mg.L.),0.1-0.01,0,0.016666666666666677,-0.07175972337110607,0.10509305670443943,1
17betaestradiol,as.factor(Replicate),B-A,0,0.024999999999999994,-0.024348952515597655,0.07434895251559764,0.758831752547926
17betaestradiol,as.factor(Replicate),C-A,0,-0.008333333333333331,-0.05768228584893098,0.04101561918226432,1
17betaestradiol,as.factor(Replicate),C-B,0,-0.033333333333333326,-0.08268228584893098,0.016015619182264323,0.5217320632310382
24-DMP,as.factor(Dose..mg.L.),1e-04-0,0,-0.016666666666666635,-0.18175933566750407,0.1484260023341708,1
24-DMP,as.factor(Dose..mg.L.),0.001-0,0,0.03333333333333334,-0.13175933566750408,0.1984260023341708,1
24-DMP,as.factor(Dose..mg.L.),0.01-0,0,0.016666666666666677,-0.14842600233417075,0.18175933566750413,1
24-DMP,as.factor(Dose..mg.L.),0.1-0,0,2.0816681711721685e-17,-0.1650926690008374,0.16509266900083747,1
24-DMP,as.factor(Dose..mg.L.),1-0,0,0.033333333333333395,-0.13175933566750403,0.19842600233417085,1
24-DMP,as.factor(Dose..mg.L.),0.001-1e-04,0,0.049999999999999975,-0.11509266900083746,0.2150926690008374,1
24-DMP,as.factor(Dose..mg.L.),0.01-1e-04,0,0.03333333333333331,-0.13175933566750414,0.19842600233417074,1
24-DMP,as.factor(Dose..mg.L.),0.1-1e-04,0,0.016666666666666656,-0.14842600233417078,0.1817593356675041,1
24-DMP,as.factor(Dose..mg.L.),1-1e-04,0,0.05000000000000003,-0.11509266900083741,0.21509266900083746,1
24-DMP,as.factor(Dose..mg.L.),0.01-0.001,0,-0.016666666666666663,-0.1817593356675041,0.14842600233417078,1
24-DMP,as.factor(Dose..mg.L.),0.1-0.001,0,-0.03333333333333332,-0.19842600233417076,0.1317593356675041,1
24-DMP,as.factor(Dose..mg.L.),1-0.001,0,5.551115123125783e-17,-0.16509266900083738,0.1650926690008375,1
24-DMP,as.factor(Dose..mg.L.),0.1-0.01,0,-0.016666666666666656,-0.1817593356675041,0.14842600233417078,1
24-DMP,as.factor(Dose..mg.L.),1-0.01,0,0.01666666666666672,-0.14842600233417072,0.18175933566750416,1
24-DMP,as.factor(Dose..mg.L.),1-0.1,0,0.033333333333333375,-0.13175933566750406,0.19842600233417082,1
24-DMP,as.factor(Replicate),B-A,0,-0.05000000000000002,-0.14213482852478115,0.042134828524781134,1
24-DMP,as.factor(Replicate),C-A,0,-0.01666666666666669,-0.10880149519144784,0.07546816185811446,1
24-DMP,as.factor(Replicate),C-B,0,0.033333333333333326,-0.058801495191447825,0.1254681618581145,1
24-DNP,as.factor(Dose..mg.L.),1e-04-0,0,0.033333333333333576,-0.17813640683059198,0.24480307349725913,1
24-DNP,as.factor(Dose..mg.L.),0.001-0,0,0.01666666666666683,-0.19480307349725873,0.2281364068305924,1
24-DNP,as.factor(Dose..mg.L.),0.01-0,0,0.1000000000000004,-0.11146974016392516,0.3114697401639259,1
24-DNP,as.factor(Dose..mg.L.),0.1-0,0,-0.01666666666666642,-0.22813640683059197,0.19480307349725914,1
24-DNP,as.factor(Dose..mg.L.),1-0,0,0.08333333333333362,-0.12813640683059194,0.2948030734972592,1
24-DNP,as.factor(Dose..mg.L.),10-0,0,0.9500000000000008,0.7385302598360752,1.1614697401639265,3.2111604575391084e-7
24-DNP,as.factor(Dose..mg.L.),0.001-1e-04,0,-0.016666666666666746,-0.2281364068305923,0.1948030734972588,1
24-DNP,as.factor(Dose..mg.L.),0.01-1e-04,0,0.06666666666666682,-0.14480307349725874,0.2781364068305924,1
24-DNP,as.factor(Dose..mg.L.),0.1-1e-04,0,-0.049999999999999996,-0.26146974016392555,0.16146974016392557,1
24-DNP,as.factor(Dose..mg.L.),1-1e-04,0,0.050000000000000044,-0.1614697401639255,0.2614697401639256,1
24-DNP,as.factor(Dose..mg.L.),10-1e-04,0,0.9166666666666673,0.7051969265027418,1.1281364068305928,3.2111604575391084e-7
24-DNP,as.factor(Dose..mg.L.),0.01-0.001,0,0.08333333333333356,-0.128136406830592,0.2948030734972591,1
24-DNP,as.factor(Dose..mg.L.),0.1-0.001,0,-0.03333333333333325,-0.2448030734972588,0.17813640683059231,1
24-DNP,as.factor(Dose..mg.L.),1-0.001,0,0.06666666666666679,-0.14480307349725877,0.2781364068305924,1
24-DNP,as.factor(Dose..mg.L.),10-0.001,0,0.933333333333334,0.7218635931694084,1.1448030734972596,3.2111604575391084e-7
24-DNP,as.factor(Dose..mg.L.),0.1-0.01,0,-0.11666666666666681,-0.32813640683059236,0.09480307349725875,1
24-DNP,as.factor(Dose..mg.L.),1-0.01,0,-0.016666666666666774,-0.22813640683059233,0.19480307349725878,1
24-DNP,as.factor(Dose..mg.L.),10-0.01,0,0.8500000000000005,0.6385302598360749,1.0614697401639261,5.087937169356849e-7
24-DNP,as.factor(Dose..mg.L.),1-0.1,0,0.10000000000000003,-0.11146974016392552,0.3114697401639256,1
24-DNP,as.factor(Dose..mg.L.),10-0.1,0,0.9666666666666673,0.7551969265027418,1.1781364068305928,3.2111604575391084e-7
24-DNP,as.factor(Dose..mg.L.),10-1,0,0.8666666666666673,0.65519692650274175,1.0781364068305928,4.882734248923271e-7
24-DNP,as.factor(Replicate),B-A,0,1.3877787807814457e-16,-0.10552828512294095,0.10552828512294123,1
24-DNP,as.factor(Replicate),C-A,0,-0.03571428571428556,-0.14124257083722663,0.06981399940865553,1
24-DNP,as.factor(Replicate),C-B,0,-0.0357142857142857,-0.1412425708372268,0.06981399940865539,1
34-DCA,as.factor(Dose..mg.L.),1e-05-0,0,-0.04999999999999993,-0.29385222508096165,0.19385222508096175,1
34-DCA,as.factor(Dose..mg.L.),1e-04-0,0,-0.16666666666666663,-0.41051889174762835,0.07718555841429506,0.9594078621680495
34-DCA,as.factor(Dose..mg.L.),0.001-0,0,-0.1333333333333332,-0.3771855584142949,0.1105188917476285,1
34-DCA,as.factor(Dose..mg.L.),0.01-0,0,-0.01666666666666647,-0.26051889174762816,0.22718555841429522,1
34-DCA,as.factor(Dose..mg.L.),0.1-0,0,-0.049999999999999906,-0.2938522250809616,0.19385222508096178,1
34-DCA,as.factor(Dose..mg.L.),1-0,0,0.7666666666666673,0.5228144415857056,1.0105188917476289,8.00138066736622e-6
34-DCA,as.factor(Dose..mg.L.),1e-04-1e-05,0,-0.1166666666666667,-0.3605188917476284,0.127185558414295,1
34-DCA,as.factor(Dose..mg.L.),0.001-1e-05,0,-0.08333333333333326,-0.327185558414295,0.16051889174762843,1
34-DCA,as.factor(Dose..mg.L.),0.01-1e-05,0,0.033333333333333465,-0.21051889174762822,0.27718555841429515,1
34-DCA,as.factor(Dose..mg.L.),0.1-1e-05,0,2.7755575615628914e-17,-0.24385222508096166,0.24385222508096172,1
34-DCA,as.factor(Dose..mg.L.),1-1e-05,0,0.8166666666666673,0.5728144415857056,1.060518891747629,6.001097125896138e-6
34-DCA,as.factor(Dose..mg.L.),0.001-1e-04,0,0.03333333333333344,-0.21051889174762825,0.27718555841429515,1
34-DCA,as.factor(Dose..mg.L.),0.01-1e-04,0,0.15000000000000016,-0.09385222508096153,0.39385222508096185,1
34-DCA,as.factor(Dose..mg.L.),0.1-1e-04,0,0.11666666666666672,-0.12718555841429496,0.3605188917476284,1
34-DCA,as.factor(Dose..mg.L.),1-1e-04,0,0.933333333333334,0.6894811082523723,1.1771855584142956,4.0496750632890155e-6
34-DCA,as.factor(Dose..mg.L.),0.01-0.001,0,0.11666666666666672,-0.12718555841429496,0.3605188917476284,1
34-DCA,as.factor(Dose..mg.L.),0.1-0.001,0,0.08333333333333329,-0.1605188917476284,0.327185558414295,1
34-DCA,as.factor(Dose..mg.L.),1-0.001,0,0.9000000000000006,0.6561477749190389,1.1438522250809622,4.0496750632890155e-6
34-DCA,as.factor(Dose..mg.L.),0.1-0.01,0,-0.03333333333333344,-0.27718555841429515,0.21051889174762825,1
34-DCA,as.factor(Dose..mg.L.),1-0.01,0,0.7833333333333338,0.539481108252372,1.0271855584142955,7.591282271590671e-6
34-DCA,as.factor(Dose..mg.L.),1-0.1,0,0.8166666666666672,0.5728144415857055,1.060518891747629,6.001097125896138e-6
34-DCA,as.factor(Replicate),B-A,0,0.050000000000000044,-0.07168789310593358,0.1716878931059337,1
34-DCA,as.factor(Replicate),C-A,0,-0.01428571428571429,-0.13597360739164793,0.10740217882021934,1
34-DCA,as.factor(Replicate),C-B,0,-0.06428571428571433,-0.18597360739164798,0.05740217882021929,1
4-TPP,as.factor(Dose..mg.L.),1e-04-0,0,0.0666666666666669,-0.10635491291106339,0.2396882462443972,0.9992532725496146
4-TPP,as.factor(Dose..mg.L.),0.001-0,0,0.016666666666666663,-0.15635491291106363,0.18968824624439695,0.9992532725496146
4-TPP,as.factor(Dose..mg.L.),0.01-0,0,0.033333333333333465,-0.13968824624439682,0.20635491291106375,0.9992532725496146
4-TPP,as.factor(Dose..mg.L.),0.1-0,0,-0.01666666666666673,-0.189688246244397,0.15635491291106357,0.9992532725496146
4-TPP,as.factor(Dose..mg.L.),1-0,0,0.9666666666666663,0.793645087088936,1.1396882462443967,2.2134841859422494e-7
4-TPP,as.factor(Dose..mg.L.),0.001-1e-04,0,-0.05000000000000024,-0.22302157957773053,0.12302157957773005,0.9992532725496146
4-TPP,as.factor(Dose..mg.L.),0.01-1e-04,0,-0.03333333333333344,-0.20635491291106373,0.13968824624439685,0.9992532725496146
4-TPP,as.factor(Dose..mg.L.),0.1-1e-04,0,-0.08333333333333363,-0.25635491291106394,0.08968824624439665,0.9992532725496146
4-TPP,as.factor(Dose..mg.L.),1-1e-04,0,0.8999999999999994,0.7269784204222691,1.0730215795777296,2.536474534409194e-7
4-TPP,as.factor(Dose..mg.L.),0.01-0.001,0,0.016666666666666802,-0.1563549129110635,0.1896882462443971,0.9992532725496146
4-TPP,as.factor(Dose..mg.L.),0.1-0.001,0,-0.033333333333333395,-0.20635491291106367,0.1396882462443969,0.9992532725496146
4-TPP,as.factor(Dose..mg.L.),1-0.001,0,0.9499999999999996,0.7769784204222694,1.1230215795777299,2.2134841859422494e-7
4-TPP,as.factor(Dose..mg.L.),0.1-0.01,0,-0.0500000000000002,-0.2230215795777305,0.12302157957773009,0.9992532725496146
4-TPP,as.factor(Dose..mg.L.),1-0.01,0,0.9333333333333328,0.7603117537556026,1.106354912911063,2.2134841859422494e-7
4-TPP,as.factor(Dose..mg.L.),1-0.1,0,0.9833333333333331,0.8103117537556028,1.1563549129110633,2.2134841859422494e-7
4-TPP,as.factor(Replicate),B-A,0,-0.01666666666666669,-0.11322645737063848,0.0798931240373051,0.9992532725496146
4-TPP,as.factor(Replicate),C-A,0,-0.049999999999999906,-0.14655979070397168,0.046559790703971884,0.9992532725496146
4-TPP,as.factor(Replicate),C-B,0,-0.033333333333333215,-0.12989312403730502,0.06322645737063858,0.9992532725496146
4C3MP,as.factor(Dose..mg.L.),1e-04-0,0,-0.09999999999999995,-0.3588859614653136,0.15888596146531367,1
4C3MP,as.factor(Dose..mg.L.),0.001-0,0,5.551115123125783e-17,-0.25888596146531356,0.2588859614653137,1
4C3MP,as.factor(Dose..mg.L.),0.01-0,0,-0.13333333333333325,-0.39221929479864687,0.12555262813198037,1
4C3MP,as.factor(Dose..mg.L.),0.1-0,0,-0.01666666666666669,-0.27555262813198034,0.24221929479864693,1
4C3MP,as.factor(Dose..mg.L.),1-0,0,-0.049999999999999906,-0.30888596146531355,0.2088859614653137,1
4C3MP,as.factor(Dose..mg.L.),0.001-1e-04,0,0.1,-0.1588859614653136,0.3588859614653136,1
4C3MP,as.factor(Dose..mg.L.),0.01-1e-04,0,-0.0333333333333333,-0.29221929479864694,0.22555262813198032,1
4C3MP,as.factor(Dose..mg.L.),0.1-1e-04,0,0.08333333333333326,-0.17555262813198036,0.3422192947986469,1
4C3MP,as.factor(Dose..mg.L.),1-1e-04,0,0.050000000000000044,-0.20888596146531357,0.30888596146531366,1
4C3MP,as.factor(Dose..mg.L.),0.01-0.001,0,-0.1333333333333333,-0.3922192947986469,0.12555262813198032,1
4C3MP,as.factor(Dose..mg.L.),0.1-0.001,0,-0.016666666666666746,-0.27555262813198034,0.24221929479864687,1
4C3MP,as.factor(Dose..mg.L.),1-0.001,0,-0.04999999999999996,-0.30888596146531355,0.20888596146531366,1
4C3MP,as.factor(Dose..mg.L.),0.1-0.01,0,0.11666666666666656,-0.14221929479864706,0.3755526281319802,1
4C3MP,as.factor(Dose..mg.L.),1-0.01,0,0.08333333333333334,-0.17555262813198028,0.342219294798647,1
4C3MP,as.factor(Dose..mg.L.),1-0.1,0,-0.033333333333333215,-0.29221929479864683,0.2255526281319804,1
4C3MP,as.factor(Replicate),B-A,0,0.10000000000000006,-0.044478939079716256,0.24447893907971638,1
4C3MP,as.factor(Replicate),C-A,0,0.04999999999999999,-0.09447893907971633,0.1944789390797163,1
4C3MP,as.factor(Replicate),C-B,0,-0.05000000000000007,-0.1944789390797164,0.09447893907971625,1
4TOP,as.factor(Dose..mg.L.),1e-05-0,0,-0.016666666666666656,-0.2562819058054555,0.22294857247212221,1
4TOP,as.factor(Dose..mg.L.),1e-04-0,0,0.05000000000000001,-0.18961523913878886,0.2896152391387889,1
4TOP,as.factor(Dose..mg.L.),0.001-0,0,-0.016666666666666614,-0.2562819058054555,0.22294857247212227,1
4TOP,as.factor(Dose..mg.L.),0.01-0,0,0.01666666666666667,-0.22294857247212221,0.25628190580545557,1
4TOP,as.factor(Dose..mg.L.),0.1-0,0,5.551115123125783e-17,-0.23961523913878882,0.23961523913878893,1
4TOP,as.factor(Dose..mg.L.),1e-04-1e-05,0,0.06666666666666667,-0.1729485724721222,0.30628190580545556,1
4TOP,as.factor(Dose..mg.L.),0.001-1e-05,0,4.163336342344337e-17,-0.23961523913878885,0.2396152391387889,1
4TOP,as.factor(Dose..mg.L.),0.01-1e-05,0,0.033333333333333326,-0.20628190580545555,0.27294857247212223,1
4TOP,as.factor(Dose..mg.L.),0.1-1e-05,0,0.01666666666666671,-0.22294857247212216,0.25628190580545557,1
4TOP,as.factor(Dose..mg.L.),0.001-1e-04,0,-0.06666666666666662,-0.3062819058054555,0.17294857247212225,1
4TOP,as.factor(Dose..mg.L.),0.01-1e-04,0,-0.03333333333333334,-0.27294857247212223,0.20628190580545552,1
4TOP,as.factor(Dose..mg.L.),0.1-1e-04,0,-0.049999999999999954,-0.28961523913878884,0.18961523913878892,1
4TOP,as.factor(Dose..mg.L.),0.01-0.001,0,0.033333333333333284,-0.20628190580545558,0.2729485724721222,1
4TOP,as.factor(Dose..mg.L.),0.1-0.001,0,0.01666666666666667,-0.22294857247212221,0.25628190580545557,1
4TOP,as.factor(Dose..mg.L.),0.1-0.01,0,-0.016666666666666614,-0.2562819058054555,0.22294857247212227,1
4TOP,as.factor(Replicate),B-A,0,-0.008333333333333331,-0.14205767799133115,0.1253910113246645,1
4TOP,as.factor(Replicate),C-A,0,0.02500000000000001,-0.10872434465799781,0.15872434465799784,1
4TOP,as.factor(Replicate),C-B,0,0.03333333333333334,-0.10039101132466448,0.16705767799133114,1
Aniline,as.factor(Dose..mg.L.),0.001-0,0,-0.033333333333333326,-0.27013498874702047,0.20346832208035381,1
Aniline,as.factor(Dose..mg.L.),0.01-0,0,0.04999999999999996,-0.18680165541368718,0.2868016554136871,1
Aniline,as.factor(Dose..mg.L.),0.1-0,0,0.04999999999999993,-0.1868016554136872,0.2868016554136871,1
Aniline,as.factor(Dose..mg.L.),1-0,0,-0.016666666666666663,-0.2534683220803538,0.22013498874702048,1
Aniline,as.factor(Dose..mg.L.),10-0,0,0.03333333333333341,-0.20346832208035373,0.2701349887470206,1
Aniline,as.factor(Dose..mg.L.),0.01-0.001,0,0.08333333333333329,-0.15346832208035385,0.3201349887470204,1
Aniline,as.factor(Dose..mg.L.),0.1-0.001,0,0.08333333333333326,-0.15346832208035388,0.3201349887470204,1
Aniline,as.factor(Dose..mg.L.),1-0.001,0,0.016666666666666663,-0.22013498874702048,0.2534683220803538,1
Aniline,as.factor(Dose..mg.L.),10-0.001,0,0.06666666666666674,-0.1701349887470204,0.3034683220803539,1
Aniline,as.factor(Dose..mg.L.),0.1-0.01,0,-2.7755575615628914e-17,-0.23680165541368717,0.2368016554136871,1
Aniline,as.factor(Dose..mg.L.),1-0.01,0,-0.06666666666666662,-0.3034683220803538,0.17013498874702052,1
Aniline,as.factor(Dose..mg.L.),10-0.01,0,-0.016666666666666552,-0.2534683220803537,0.2201349887470206,1
Aniline,as.factor(Dose..mg.L.),1-0.1,0,-0.0666666666666666,-0.30346832208035374,0.17013498874702054,1
Aniline,as.factor(Dose..mg.L.),10-0.1,0,-0.016666666666666524,-0.25346832208035364,0.22013498874702062,1
Aniline,as.factor(Dose..mg.L.),10-1,0,0.05000000000000007,-0.18680165541368707,0.2868016554136872,1
Aniline,as.factor(Replicate),B-A,0,-0.008333333333333387,-0.14048747468902073,0.12382080802235396,1
Aniline,as.factor(Replicate),C-A,0,-2.7755575615628914e-17,-0.13215414135568737,0.13215414135568732,1
Aniline,as.factor(Replicate),C-B,0,0.00833333333333336,-0.12382080802235398,0.1404874746890207,1
BPA,as.factor(Dose..mg.L.),1e-04-0,0,0.05,-0.13427637792783442,0.23427637792783446,1
BPA,as.factor(Dose..mg.L.),0.001-0,0,0.08333333333333333,-0.10094304459450111,0.2676097112611678,1
BPA,as.factor(Dose..mg.L.),0.01-0,0,0.08333333333333333,-0.10094304459450111,0.2676097112611678,1
BPA,as.factor(Dose..mg.L.),0.1-0,0,0.03333333333333334,-0.15094304459450109,0.2176097112611678,1
BPA,as.factor(Dose..mg.L.),1-0,0,0.033333333333333395,-0.15094304459450103,0.21760971126116785,1
BPA,as.factor(Dose..mg.L.),0.001-1e-04,0,0.033333333333333326,-0.1509430445945011,0.21760971126116777,1
BPA,as.factor(Dose..mg.L.),0.01-1e-04,0,0.033333333333333326,-0.1509430445945011,0.21760971126116777,1
BPA,as.factor(Dose..mg.L.),0.1-1e-04,0,-0.016666666666666663,-0.2009430445945011,0.16760971126116778,1
BPA,as.factor(Dose..mg.L.),1-1e-04,0,-0.016666666666666607,-0.20094304459450105,0.16760971126116783,1
BPA,as.factor(Dose..mg.L.),0.01-0.001,0,0,-0.18427637792783444,0.18427637792783444,1
BPA,as.factor(Dose..mg.L.),0.1-0.001,0,-0.04999999999999999,-0.23427637792783443,0.13427637792783445,1
BPA,as.factor(Dose..mg.L.),1-0.001,0,-0.04999999999999993,-0.23427637792783437,0.1342763779278345,1
BPA,as.factor(Dose..mg.L.),0.1-0.01,0,-0.04999999999999999,-0.23427637792783443,0.13427637792783445,1
BPA,as.factor(Dose..mg.L.),1-0.01,0,-0.04999999999999993,-0.23427637792783437,0.1342763779278345,1
BPA,as.factor(Dose..mg.L.),1-0.1,0,5.551115123125783e-17,-0.18427637792783438,0.1842763779278345,1
BPA,as.factor(Replicate),B-A,0,-0.01666666666666669,-0.11950752922163976,0.08617419588830638,1
BPA,as.factor(Replicate),C-A,0,-0.01666666666666669,-0.11950752922163976,0.08617419588830638,1
BPA,as.factor(Replicate),C-B,0,0,-0.10284086255497307,0.10284086255497307,1
BPAF,as.factor(Dose..mg.L.),1e-04-0,0,0.05000000000000002,-0.2066967547131087,0.30669675471310875,1
BPAF,as.factor(Dose..mg.L.),0.001-0,0,0,-0.2566967547131087,0.2566967547131087,1
BPAF,as.factor(Dose..mg.L.),0.01-0,0,0.0333333333333333,-0.2233634213797754,0.29003008804644204,1
BPAF,as.factor(Dose..mg.L.),0.1-0,0,0.10833333333333331,-0.17866236323771703,0.3953290299043837,1
BPAF,as.factor(Dose..mg.L.),1-0,0,0.03333333333333338,-0.22336342137977533,0.2900300880464421,1
BPAF,as.factor(Dose..mg.L.),0.001-1e-04,0,-0.05000000000000002,-0.30669675471310875,0.2066967547131087,1
BPAF,as.factor(Dose..mg.L.),0.01-1e-04,0,-0.01666666666666672,-0.27336342137977543,0.240030088046442,1
BPAF,as.factor(Dose..mg.L.),0.1-1e-04,0,0.05833333333333329,-0.22866236323771705,0.34532902990438363,1
BPAF,as.factor(Dose..mg.L.),1-1e-04,0,-0.016666666666666635,-0.2733634213797753,0.24003008804644207,1
BPAF,as.factor(Dose..mg.L.),0.01-0.001,0,0.0333333333333333,-0.2233634213797754,0.29003008804644204,1
BPAF,as.factor(Dose..mg.L.),0.1-0.001,0,0.10833333333333331,-0.17866236323771703,0.3953290299043837,1
BPAF,as.factor(Dose..mg.L.),1-0.001,0,0.03333333333333338,-0.22336342137977533,0.2900300880464421,1
BPAF,as.factor(Dose..mg.L.),0.1-0.01,0,0.07500000000000001,-0.21199569657105033,0.36199569657105035,1
BPAF,as.factor(Dose..mg.L.),1-0.01,0,8.326672684688674e-17,-0.2566967547131086,0.2566967547131088,1
BPAF,as.factor(Dose..mg.L.),1-0.1,0,-0.07499999999999993,-0.36199569657105024,0.2119956965710504,1
BPAF,as.factor(Replicate),B-A,0,-0.014166666666666716,-0.16379895092360724,0.1354656175902738,1
BPAF,as.factor(Replicate),C-A,0,-0.014166666666666716,-0.16379895092360724,0.1354656175902738,1
BPAF,as.factor(Replicate),C-B,0,0,-0.142668785182355,0.142668785182355,1
Clofibric-acid,as.factor(Dose..mg.L.),0.001-0,0,-0.06666666666666662,-0.28633868935401374,0.15300535602068047,1
Clofibric-acid,as.factor(Dose..mg.L.),0.01-0,0,0.016666666666666663,-0.20300535602068043,0.23633868935401375,1
