Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 11/15/21
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: sep_norm_data_DEHP
Work Source: sep_norm_data_DEHP_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress2 Version: BMDExpress 2.30.0507 BETA
Timestamp (Start Time): 12/13/2021 11:14.10
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 762
Total Run Time: 53 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-15869	Metabolism of nucleotides	54	54	5	4	3	3	4	2	4	1	1	60	53	4778	0.85477	0.49404	0.49404	1.85	393867	ampd1	ENSDARG00000033832		2.53831E-4	2.53831E-4	2.53831E-4		2.53831E-4		9.03216E-5	9.03216E-5	9.03216E-5		9.03216E-5		0.00103905	0.00103905	0.00103905		0.00103905						2.53831E-4	9.03216E-5	0.00103905	1	0	1	393867	ENSDARG00000033832	2.53831E-4	2.53831E-4		9.03216E-5	9.03216E-5		0.00103905	0.00103905		2.53831E-4	9.03216E-5	0.00103905	0															0						Exp 4,1(1)	1.5333616733551025	1.5333616733551025	1.5333616733551025	1.5333616733551025	0.0	1.5333616733551025	2.53831E-4	2.53831E-4	9.03216E-5	9.03216E-5	0.00103905	0.00103905	UP	1.0	0.0	0.0	
R-DRE-74217	Purine salvage	9	9	1	1	1	1	1	1	1	1	1	60	8	4823	0.9948	0.10687	0.10687	11.11	393867	ampd1	ENSDARG00000033832		2.53831E-4	2.53831E-4	2.53831E-4		2.53831E-4		9.03216E-5	9.03216E-5	9.03216E-5		9.03216E-5		0.00103905	0.00103905	0.00103905		0.00103905		0.0	2.53831E-4	0.0	2.53831E-4	2.53831E-4	9.03216E-5	0.00103905	1	0	1	393867	ENSDARG00000033832	2.53831E-4	2.53831E-4		9.03216E-5	9.03216E-5		0.00103905	0.00103905		2.53831E-4	9.03216E-5	0.00103905	0															0						Exp 4,1(1)	1.5333616733551025	1.5333616733551025	1.5333616733551025	1.5333616733551025	0.0	1.5333616733551025	2.53831E-4	2.53831E-4	9.03216E-5	9.03216E-5	0.00103905	0.00103905	UP	1.0	0.0	0.0	
R-DRE-8956321	Nucleotide salvage	14	14	2	1	1	2	1	1	2	1	1	60	13	4818	0.98736	0.1613	0.1613	7.14	393867	ampd1	ENSDARG00000033832		2.53831E-4	2.53831E-4	2.53831E-4		2.53831E-4		9.03216E-5	9.03216E-5	9.03216E-5		9.03216E-5		0.00103905	0.00103905	0.00103905		0.00103905		0.0	2.53831E-4			2.53831E-4	9.03216E-5	0.00103905	1	0	1	393867	ENSDARG00000033832	2.53831E-4	2.53831E-4		9.03216E-5	9.03216E-5		0.00103905	0.00103905		2.53831E-4	9.03216E-5	0.00103905	0															0						Exp 4,1(1)	1.5333616733551025	1.5333616733551025	1.5333616733551025	1.5333616733551025	0.0	1.5333616733551025	2.53831E-4	2.53831E-4	9.03216E-5	9.03216E-5	0.00103905	0.00103905	UP	1.0	0.0	0.0	
R-DRE-1266738	Developmental Biology	199	204	17	12	7	14	11	8	15	4	4	57	200	4631	0.89084	0.24897	0.32216	1.96	792062;494151;405794;100126805	cyt1l;efna1b;gfra2a;adam22	ENSDARG00000036832;ENSDARG00000018787;ENSDARG00000042723;ENSDARG00000060532		1.6398180395500002	2.07551	4.21582E-5	1.1170273805869593	0.9959872927596238	1.2846583706326988	0.901625281725	1.099429	2.31269E-5	0.6284594488419312	0.5519851450346581	0.719386566156743	9.584686397725001	11.260580000000001	8.55909E-5	7.217711187165159	5.930858941832023	7.9880753051893					2.40821;4.21582E-5;2.28082;1.8702	1.40762;2.31269E-5;1.23675;0.962108	15.8175;8.55909E-5;14.4194;8.10176	2	2	2	792062;494151	ENSDARG00000036832;ENSDARG00000018787	1.2041260791	1.2041260791	1.702831811172153	0.70382156345	0.70382156345	0.9953212941459904	7.90879279545	7.90879279545	11.184600989512418	2.40821;4.21582E-5	1.40762;2.31269E-5	15.8175;8.55909E-5	2	405794;100126805	ENSDARG00000042723;ENSDARG00000060532	2.07551	2.07551	0.29035218649082006	1.099429	1.099429	0.19420122059863604	11.260580000000001	11.260580000000001	4.467246085095375	2.28082;1.8702	1.23675;0.962108	14.4194;8.10176	0						Exp 2,2(0.5);Exp 4,1(0.25);Linear,1(0.25)	1.6177697662760544	6.494159817695618	1.5228605270385742	1.8668755292892456	0.1629335158940191	1.552211880683899	0.5451312065747798	2.7345048725252203	0.2857350218599076	1.5175155415900923	2.5113294343031436	16.658043361146856	CONFLICT	0.5	0.5	0.0	
R-DRE-1500931	Cell-Cell communication	37	39	5	3	2	5	3	3	5	2	2	59	37	4794	0.98774	0.084474	0.084474	5.13	557257;442922	col17a1a;parvaa	ENSDARG00000069415;ENSDARG00000043710		1.02936722895	1.02936722895	8.44579E-5	1.4556256543358712	0.9283250721060864	1.4485948400575621	0.58127722875	0.58127722875	8.44575E-5	0.8219306994549537	0.52422296455661	0.8179606937874284	4.4386721345	4.4386721345	2.74269E-4	6.276842456597895	4.00296553775589	6.2465246936242265	0.5	1.02936722895			2.05865;8.44579E-5	1.16247;8.44575E-5	8.87707;2.74269E-4	1	1	1	557257	ENSDARG00000069415	2.05865	2.05865		1.16247	1.16247		8.87707	8.87707		2.05865	1.16247	8.87707	1	442922	ENSDARG00000043710	8.44579E-5	8.44579E-5		8.44575E-5	8.44575E-5		2.74269E-4	2.74269E-4		8.44579E-5	8.44575E-5	2.74269E-4	0						Hill,1(0.5);Linear,1(0.5)	1.5139909072016058	3.027981996536255	1.5134658813476562	1.5145161151885986	7.426274707619528E-4	1.5139909982681274	-0.9880270023080002	3.046761460208	-0.5578606028999996	1.7204150603999997	-4.260587681879998	13.137931950879999	CONFLICT	0.5	0.5	0.0	
R-DRE-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	66	73	2	0	0	2	0	0	2	0	0	61	73	4758	0.39739	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-392499	Metabolism of proteins	933	976	45	30	19	37	27	19	39	8	8	53	968	3863	0.11512	0.94031	0.20012	0.82	767678;751830;566298;565980;560100;555344;541386;406491	cish;st8sia7.1;thsd7ba;ace;adora2b;si:dkey-202e17.1;xpc;nup42	ENSDARG00000060316;ENSDARG00000054211;ENSDARG00000095022;ENSDARG00000079166;ENSDARG00000002533;ENSDARG00000062278;ENSDARG00000039754;ENSDARG00000029043		0.7658135923	1.837125E-4	3.40834E-5	1.0773941150021293	0.47564842994418083	0.8895671990194804	0.37535073608749997	1.79568E-4	1.8093E-5	0.517932482214942	0.25313931125117684	0.4637918211024944	6.6057415858	5.03086E-4	3.73754E-5	12.294883248897586	3.2151413006549934	8.828853742030322					1.32804E-4;1.24516E-4;2.12348;3.40834E-5;2.38749;1.61491;2.34621E-4;1.02714E-4	5.06056E-5;1.24516E-4;1.01138;1.8093E-5;0.999045;0.991919;2.3462E-4;3.40541E-5	6.03229E-4;1.24517E-4;14.0257;3.73754E-5;34.5267;4.29213;2.34622E-4;4.02943E-4	4	4	4	767678;555344;541386;406491	ENSDARG00000060316;ENSDARG00000062278;ENSDARG00000039754;ENSDARG00000029043	0.40384503475	1.837125E-4	0.8073766454728895	0.248059569925	1.426128E-4	0.49590629504731004	1.0733426985	5.03086E-4	2.145858206289714	1.32804E-4;1.61491;2.34621E-4;1.02714E-4	5.06056E-5;0.991919;2.3462E-4;3.40541E-5	6.03229E-4;4.29213;2.34622E-4;4.02943E-4	4	751830;566298;565980;560100	ENSDARG00000054211;ENSDARG00000095022;ENSDARG00000079166;ENSDARG00000002533	1.12778214985	1.061802258	1.3066120971281365	0.5026419022499999	0.49958475799999996	0.5803403899628208	12.1381404731	7.0129122585	16.32457714427409	1.24516E-4;2.12348;3.40834E-5;2.38749	1.24516E-4;1.01138;1.8093E-5;0.999045	1.24517E-4;14.0257;3.73754E-5;34.5267	0						Exp 2,2(0.25);Exp 4,3(0.38);Hill,2(0.25);Linear,1(0.13)	1.7125841207812584	13.742262601852417	1.5347659587860107	1.9059504270553589	0.14236182922683602	1.7230154275894165	0.01921756126608498	1.5124096233339148	0.016441837123952863	0.7342596350510471	-1.914177827008527	15.125660998608527	CONFLICT	0.5	0.5	0.0	
R-DRE-418990	Adherens junctions interactions	17	19	1	1	0	1	1	1	1	0	0	61	19	4812	0.78753	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-421270	Cell-cell junction organization	19	21	1	1	0	1	1	1	1	0	0	61	21	4810	0.76794	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-446728	Cell junction organization	31	33	4	3	2	4	3	3	4	2	2	59	31	4800	0.99229	0.063088	0.063088	6.06	557257;442922	col17a1a;parvaa	ENSDARG00000069415;ENSDARG00000043710		1.02936722895	1.02936722895	8.44579E-5	1.4556256543358712	0.9283250721060864	1.4485948400575621	0.58127722875	0.58127722875	8.44575E-5	0.8219306994549537	0.52422296455661	0.8179606937874284	4.4386721345	4.4386721345	2.74269E-4	6.276842456597895	4.00296553775589	6.2465246936242265	0.5	1.02936722895			2.05865;8.44579E-5	1.16247;8.44575E-5	8.87707;2.74269E-4	1	1	1	557257	ENSDARG00000069415	2.05865	2.05865		1.16247	1.16247		8.87707	8.87707		2.05865	1.16247	8.87707	1	442922	ENSDARG00000043710	8.44579E-5	8.44579E-5		8.44575E-5	8.44575E-5		2.74269E-4	2.74269E-4		8.44579E-5	8.44575E-5	2.74269E-4	0						Hill,1(0.5);Linear,1(0.5)	1.5139909072016058	3.027981996536255	1.5134658813476562	1.5145161151885986	7.426274707619528E-4	1.5139909982681274	-0.9880270023080002	3.046761460208	-0.5578606028999996	1.7204150603999997	-4.260587681879998	13.137931950879999	CONFLICT	0.5	0.5	0.0	
