Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: EE2_DESeq_normData
Work Source: EE2_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:42.13
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 514
Total Run Time: 20 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-6804757	Regulation of TP53 Degradation	25	25	1	1	0	1	1	1	1	0	0	89	25	4788	0.63179	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-6806003	Regulation of TP53 Expression and Degradation	25	25	1	1	0	1	1	1	1	0	0	89	25	4788	0.63179	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-69278	Cell Cycle, Mitotic	312	331	6	6	6	6	6	6	6	6	6	83	325	4488	0.60487	0.56298	1.0	1.81	797406;406353;325449;30627;107966129;100307086	espl1;cdc20;kif20a;kif23;tpx2;pttg1	ENSDARG00000075354;ENSDARG00000100741;ENSDARG00000044491;ENSDARG00000014943;ENSDARG00000078654;ENSDARG00000075421		1.0784158333333332E-4	4.60327E-5	3.73071E-5	1.5359327537660516E-4	9.822630217496844E-5	1.4117088767427063E-4	6.170891666666666E-5	2.44988E-5	2.19073E-5	9.204258346435994E-5	5.54964170745544E-5	8.478317056760738E-5	1.8947823333333332E-4	8.68648E-5	6.35322E-5	2.560526491059342E-4	1.74968274679233E-4	2.347565263157489E-4									3.97622E-5;5.71596E-5;5.23032E-5;3.95764E-5;3.73071E-5;4.20941E-4	2.27606E-5;2.7102E-5;2.6237E-5;2.27056E-5;2.19073E-5;2.49541E-4	6.94636E-5;1.20553E-4;1.04266E-4;6.89826E-5;6.35322E-5;7.10072E-4	0	6	0															6	797406;406353;325449;30627;107966129;100307086	ENSDARG00000075354;ENSDARG00000100741;ENSDARG00000044491;ENSDARG00000014943;ENSDARG00000078654;ENSDARG00000075421	1.0784158333333332E-4	4.60327E-5	1.5359327537660516E-4	6.170891666666666E-5	2.44988E-5	9.204258346435994E-5	1.8947823333333332E-4	8.68648E-5	2.560526491059342E-4	3.97622E-5;5.71596E-5;5.23032E-5;3.95764E-5;3.73071E-5;4.20941E-4	2.27606E-5;2.7102E-5;2.6237E-5;2.27056E-5;2.19073E-5;2.49541E-4	6.94636E-5;1.20553E-4;1.04266E-4;6.89826E-5;6.35322E-5;7.10072E-4	0						Linear,1(0.17);Poly 2,5(0.84)	1.6329841402508816	9.859139919281006	1.5011217594146729	2.0708158016204834	0.21276727167636314	1.567740261554718	-1.505863318118571E-5	2.3074179984785238E-4	-1.1940488937769989E-5	1.3535832227110333E-4	-1.5406556948499074E-5	3.943630236151657E-4	DOWN	0.0	1.0	0.0	
R-DRE-73857	RNA Polymerase II Transcription	528	563	13	13	8	13	13	13	13	8	8	81	555	4258	0.29158	0.81791	0.61345	1.42	572074;569770;402880;393917;378866;30731;30079;107966129	prkaa2;cox8b;cox4i1l;ddx39b;ddit4;smarcb1b;btg2;tpx2	ENSDARG00000060641;ENSDARG00000097209;ENSDARG00000012388;ENSDARG00000036069;ENSDARG00000037618;ENSDARG00000011594;ENSDARG00000020298;ENSDARG00000078654		1.4871773124999998E-4	3.54068E-5	2.84895E-6	2.265043141728004E-4	1.2612499545401696E-4	2.1252055321555505E-4	8.1216523875E-5	2.1169549999999998E-5	5.63991E-7	1.1869866459104422E-4	6.847329045993642E-5	1.1084576054600542E-4	2.75698275E-4	5.924005E-5	1.43912E-5	4.400550665382969E-4	2.3543844993075759E-4	4.1398698101347415E-4									3.32172E-5;3.35065E-5;4.4203E-5;2.84895E-6;6.10316E-4;3.21541E-5;3.96189E-4;3.73071E-5	2.03286E-5;2.04318E-5;2.41105E-5;5.63991E-7;3.02472E-4;1.9881E-5;2.40037E-4;2.19073E-5	5.42774E-5;5.49479E-5;8.10397E-5;1.43912E-5;0.00123147;5.20038E-5;6.53924E-4;6.35322E-5	5	3	5	572074;569770;402880;378866;30079	ENSDARG00000060641;ENSDARG00000097209;ENSDARG00000012388;ENSDARG00000037618;ENSDARG00000020298	2.2348634000000003E-4	4.4203E-5	2.6641161567727856E-4	1.2147598E-4	2.41105E-5	1.3850724729021219E-4	4.1513179999999995E-4	8.10397E-5	5.232101974018329E-4	3.32172E-5;3.35065E-5;4.4203E-5;6.10316E-4;3.96189E-4	2.03286E-5;2.04318E-5;2.41105E-5;3.02472E-4;2.40037E-4	5.42774E-5;5.49479E-5;8.10397E-5;0.00123147;6.53924E-4	3	393917;30731;107966129	ENSDARG00000036069;ENSDARG00000011594;ENSDARG00000078654	2.4103383333333334E-5	3.21541E-5	1.8586327084468124E-5	1.4117430333333333E-5	1.9881E-5	1.178126738701148E-5	4.3309066666666675E-5	5.20038E-5	2.5698409698915863E-5	2.84895E-6;3.21541E-5;3.73071E-5	5.63991E-7;1.9881E-5;2.19073E-5	1.43912E-5;5.20038E-5;6.35322E-5	0						Exp 5,1(0.13);Linear,2(0.25);Poly 2,5(0.63)	1.8098677278558513	14.790133357048035	1.5238866806030273	2.5454516410827637	0.4239399791536489	1.5831969380378723	-8.241750539203464E-6	3.056772130392035E-4	-1.0374541621125912E-6	1.634705019121126E-4	-2.9244328211832597E-5	5.806408782118326E-4	UP	0.625	0.375	0.0	
R-DRE-74160	Gene expression (Transcription)	589	624	14	14	9	14	14	14	14	9	9	80	615	4198	0.28745	0.81654	0.52424	1.44	572074;569770;436826;402880;393917;378866;30731;30079;107966129	prkaa2;cox8b;polr3k;cox4i1l;ddx39b;ddit4;smarcb1b;btg2;tpx2	ENSDARG00000060641;ENSDARG00000097209;ENSDARG00000037835;ENSDARG00000012388;ENSDARG00000036069;ENSDARG00000037618;ENSDARG00000011594;ENSDARG00000020298;ENSDARG00000078654		1.3575592777777777E-4	3.35065E-5	2.84895E-6	2.1541414517111437E-4	1.1699094911057567E-4	2.0252105370930886E-4	7.439771011111111E-5	2.04318E-5	5.63991E-7	1.1290113969333731E-4	6.375144845717402E-5	1.056104024837619E-4	2.5081987777777776E-4	5.49479E-5	1.43912E-5	4.183453307052583E-4	2.1760550865479174E-4	3.945269683403273E-4									3.32172E-5;3.35065E-5;3.20615E-5;4.4203E-5;2.84895E-6;6.10316E-4;3.21541E-5;3.96189E-4;3.73071E-5	2.03286E-5;2.04318E-5;1.98472E-5;2.41105E-5;5.63991E-7;3.02472E-4;1.9881E-5;2.40037E-4;2.19073E-5	5.42774E-5;5.49479E-5;5.17927E-5;8.10397E-5;1.43912E-5;0.00123147;5.20038E-5;6.53924E-4;6.35322E-5	5	4	5	572074;569770;402880;378866;30079	ENSDARG00000060641;ENSDARG00000097209;ENSDARG00000012388;ENSDARG00000037618;ENSDARG00000020298	2.2348634000000003E-4	4.4203E-5	2.6641161567727856E-4	1.2147598E-4	2.41105E-5	1.3850724729021219E-4	4.1513179999999995E-4	8.10397E-5	5.232101974018329E-4	3.32172E-5;3.35065E-5;4.4203E-5;6.10316E-4;3.96189E-4	2.03286E-5;2.04318E-5;2.41105E-5;3.02472E-4;2.40037E-4	5.42774E-5;5.49479E-5;8.10397E-5;0.00123147;6.53924E-4	4	436826;393917;30731;107966129	ENSDARG00000037835;ENSDARG00000036069;ENSDARG00000011594;ENSDARG00000078654	2.60929125E-5	3.21078E-5	1.5688656460872985E-5	1.554987275E-5	1.98641E-5	1.0036918813615244E-5	4.5429975E-5	5.189825E-5	2.1407129248667758E-5	3.20615E-5;2.84895E-6;3.21541E-5;3.73071E-5	1.98472E-5;5.63991E-7;1.9881E-5;2.19073E-5	5.17927E-5;1.43912E-5;5.20038E-5;6.35322E-5	0						Exp 5,1(0.12);Linear,2(0.23);Poly 2,6(0.67)	1.7999074398742576	16.512306690216064	1.5238866806030273	2.5454516410827637	0.3987983453095337	1.6106598377227783	-4.981313734016968E-6	2.7649316928957254E-4	6.356321781307225E-7	1.481597880440915E-4	-2.2499071616324297E-5	5.241388271718798E-4	CONFLICT	0.5555555555555556	0.4444444444444444	0.0	
R-DRE-8876198	RAB GEFs exchange GTP for GDP on RABs	45	46	1	1	1	1	1	1	1	1	1	88	45	4768	0.79698	0.5712	0.5712	2.17	553657	rab12	ENSDARG00000089428		6.04628E-5	6.04628E-5	6.04628E-5		6.04628E-5		2.7577E-5	2.7577E-5	2.7577E-5		2.7576999999999997E-5		1.32565E-4	1.32565E-4	1.32565E-4		1.32565E-4										6.04628E-5	2.7577E-5	1.32565E-4	1	0	1	553657	ENSDARG00000089428	6.04628E-5	6.04628E-5		2.7577E-5	2.7577E-5		1.32565E-4	1.32565E-4		6.04628E-5	2.7577E-5	1.32565E-4	0															0						Poly 2,1(1)	1.7015106678009033	1.7015106678009033	1.7015106678009033	1.7015106678009033	0.0	1.7015106678009033	6.04628E-5	6.04628E-5	2.7577E-5	2.7577E-5	1.32565E-4	1.32565E-4	UP	1.0	0.0	0.0	
R-DRE-8939211	ESR-mediated signaling	101	118	1	1	1	1	1	1	1	1	1	88	117	4696	0.36273	0.88792	0.72528	0.85	335655	gngt2a	ENSDARG00000010680		2.90352E-5	2.90352E-5	2.90352E-5		2.90352E-5		1.85155E-5	1.85155E-5	1.85155E-5		1.85155E-5		4.55315E-5	4.55315E-5	4.55315E-5		4.55315E-5										2.90352E-5	1.85155E-5	4.55315E-5	0	1	0															1	335655	ENSDARG00000010680	2.90352E-5	2.90352E-5		1.85155E-5	1.85155E-5		4.55315E-5	4.55315E-5		2.90352E-5	1.85155E-5	4.55315E-5	0						Poly 2,1(1)	2.181485652923584	2.181485652923584	2.181485652923584	2.181485652923584	0.0	2.181485652923584	2.90352E-5	2.90352E-5	1.85155E-5	1.85155E-5	4.55315E-5	4.55315E-5	DOWN	0.0	1.0	0.0	
R-DRE-8953897	Cellular responses to stimuli	317	351	7	6	5	7	7	6	7	5	5	84	346	4467	0.3783	0.77456	0.83427	1.42	569770;566046;559569;557824;402880	cox8b;wtip;egln2;hsph1;cox4i1l	ENSDARG00000097209;ENSDARG00000103607;ENSDARG00000062562;ENSDARG00000019874;ENSDARG00000012388		3.735687999999999E-5	3.4627E-5	3.35065E-5	4.715764233610526E-6	3.832516248087374E-5	5.5518422498906325E-6	2.1809900000000003E-5	2.0894E-5	2.04318E-5	1.632708657415582E-6	2.2111837098359836E-5	1.9036000214440924E-6	6.41172E-5	5.73861E-5	5.49479E-5	1.1461246993237712E-5	6.660825188873854E-5	1.3568213682835076E-5									3.35065E-5;3.4627E-5;3.40798E-5;4.03681E-5;4.4203E-5	2.04318E-5;2.0894E-5;2.06594E-5;2.29538E-5;2.41105E-5	5.49479E-5;5.73861E-5;5.62182E-5;7.09941E-5;8.10397E-5	4	1	4	569770;566046;559569;402880	ENSDARG00000097209;ENSDARG00000103607;ENSDARG00000062562;ENSDARG00000012388	3.6604075E-5	3.43534E-5	5.086564717223177E-6	2.1523925E-5	2.07767E-5	1.7346773213386492E-6	6.2397975E-5	5.680215E-5	1.2467638623619422E-5	3.35065E-5;3.4627E-5;3.40798E-5;4.4203E-5	2.04318E-5;2.0894E-5;2.06594E-5;2.41105E-5	5.49479E-5;5.73861E-5;5.62182E-5;8.10397E-5	1	557824	ENSDARG00000019874	4.03681E-5	4.03681E-5		2.29538E-5	2.29538E-5		7.09941E-5	7.09941E-5		4.03681E-5	2.29538E-5	7.09941E-5	0						Poly 2,5(1)	2.0618608588082328	10.472681164741516	1.5729836225509644	2.5454516410827637	0.4056213045182122	2.157758951187134	3.3223330398251615E-5	4.1490429601748385E-5	2.0378767762189955E-5	2.324103223781005E-5	5.407097406555254E-5	7.416342593444746E-5	UP	0.8	0.2	0.0	
R-DRE-9006925	Intracellular signaling by second messengers	157	175	3	3	1	3	3	3	3	1	1	88	174	4639	0.16639	0.96182	0.37763	0.57	407737	fgf17	ENSDARG00000102778		3.61707E-5	3.61707E-5	3.61707E-5		3.61707E-5		2.15519E-5	2.15519E-5	2.15519E-5		2.15519E-5		6.07056E-5	6.07056E-5	6.07056E-5		6.07056E-5										3.61707E-5	2.15519E-5	6.07056E-5	1	0	1	407737	ENSDARG00000102778	3.61707E-5	3.61707E-5		2.15519E-5	2.15519E-5		6.07056E-5	6.07056E-5		3.61707E-5	2.15519E-5	6.07056E-5	0															0						Poly 2,1(1)	1.834389328956604	1.834389328956604	1.834389328956604	1.834389328956604	0.0	1.834389328956604	3.61707E-5	3.61707E-5	2.15519E-5	2.15519E-5	6.07056E-5	6.07056E-5	UP	1.0	0.0	0.0	
R-DRE-9006931	Signaling by Nuclear Receptors	138	155	5	5	4	5	5	5	5	4	4	85	151	4662	0.85024	0.31006	0.36586	2.58	556528;447801;436672;335655	rdh5;aldh8a1;pdha1b;gngt2a	ENSDARG00000008306;ENSDARG00000036776;ENSDARG00000010555;ENSDARG00000010680		4.2968550000000004E-5	3.180255E-5	2.58357E-5	2.6556132365802063E-5	3.7047963557468385E-5	2.081392235660986E-5	2.936895E-5	1.969585E-5	1.69842E-5	2.1214455762757616E-5	2.4486709821720992E-5	1.6555130802887097E-5	6.33234E-5	5.138865E-5	3.93003E-5	3.2783631056468814E-5	5.643288657762247E-5	2.606843390083185E-5									2.58357E-5;8.24334E-5;3.45699E-5;2.90352E-5	1.69842E-5;6.10999E-5;2.08762E-5;1.85155E-5	3.93003E-5;1.11216E-4;5.72458E-5;4.55315E-5	1	3	1	447801	ENSDARG00000036776	8.24334E-5	8.24334E-5		6.10999E-5	6.10999E-5		1.11216E-4	1.11216E-4		8.24334E-5	6.10999E-5	1.11216E-4	3	556528;436672;335655	ENSDARG00000008306;ENSDARG00000010555;ENSDARG00000010680	2.9813600000000005E-5	2.90352E-5	4.4188225049213985E-6	1.8791966666666666E-5	1.85155E-5	1.9606737013928064E-6	4.73592E-5	4.55315E-5	9.111290140808863E-6	2.58357E-5;3.45699E-5;2.90352E-5	1.69842E-5;2.08762E-5;1.85155E-5	3.93003E-5;5.72458E-5;4.55315E-5	0						Poly 2,4(1)	2.3795733301356066	10.444868445396423	1.5067654848098755	4.666182518005371	1.4022101091807448	2.1359602212905884	1.694354028151398E-5	6.899355971848603E-5	8.578783352497532E-6	5.015911664750247E-5	3.1195441564660564E-5	9.545135843533944E-5	DOWN	0.25	0.75	0.0	
R-DRE-9006934	Signaling by Receptor Tyrosine Kinases	245	254	11	11	7	11	11	11	11	7	7	82	247	4566	0.91143	0.17675	0.22679	2.76	678512;561679;559679;557566;445498;407737;321212	vegfd;col11a2;ptprja;si:ch211-212d10.1;rab4b;fgf17;col9a2	ENSDARG00000056624;ENSDARG00000012422;ENSDARG00000033042;ENSDARG00000014623;ENSDARG00000012177;ENSDARG00000102778;ENSDARG00000024492		2.1977682857142857E-4	3.47824E-5	2.01186E-5	3.4155320363285876E-4	1.222126773345491E-4	2.5662595627728453E-4	1.0066894285714284E-4	2.09719E-5	1.38954E-5	1.4135583722744828E-4	5.8721268005229584E-5	1.072277004025745E-4	4.986386428571428E-4	5.76876E-5	2.91289E-5	8.650555170237666E-4	2.659598378608141E-4	6.427318252741357E-4									3.47824E-5;2.38246E-5;8.76088E-4;5.15792E-4;3.16615E-5;3.61707E-5;2.01186E-5	2.09719E-5;1.59422E-5;3.32956E-4;2.79697E-4;1.96682E-5;2.15519E-5;1.38954E-5	5.76876E-5;3.56043E-5;0.0023052;9.51176E-4;5.09681E-5;6.07056E-5;2.91289E-5	6	1	6	678512;561679;557566;445498;407737;321212	ENSDARG00000056624;ENSDARG00000012422;ENSDARG00000014623;ENSDARG00000012177;ENSDARG00000102778;ENSDARG00000024492	1.1039163333333335E-4	3.322195E-5	1.9870403423464427E-4	6.195443333333332E-5	2.032005E-5	1.0671333553734822E-4	1.9754508333333332E-4	5.432785E-5	3.6940989660738335E-4	3.47824E-5;2.38246E-5;5.15792E-4;3.16615E-5;3.61707E-5;2.01186E-5	2.09719E-5;1.59422E-5;2.79697E-4;1.96682E-5;2.15519E-5;1.38954E-5	5.76876E-5;3.56043E-5;9.51176E-4;5.09681E-5;6.07056E-5;2.91289E-5	1	559679	ENSDARG00000033042	8.76088E-4	8.76088E-4		3.32956E-4	3.32956E-4		0.0023052	0.0023052		8.76088E-4	3.32956E-4	0.0023052	0						Linear,2(0.29);Poly 2,5(0.72)	2.1447935329169767	16.570517539978027	1.5220147371292114	5.507603168487549	1.3989994631058171	1.8867570161819458	-3.324932559535662E-5	4.7280298273821375E-4	-4.048926810780302E-6	2.05386812525066E-4	-1.422034522694578E-4	0.0011394807379837436	UP	0.8571428571428571	0.14285714285714285	0.0	
R-DRE-9007101	Rab regulation of trafficking	65	67	1	1	1	1	1	1	1	1	1	88	66	4747	0.65549	0.70947	1.0	1.49	553657	rab12	ENSDARG00000089428		6.04628E-5	6.04628E-5	6.04628E-5		6.04628E-5		2.7577E-5	2.7577E-5	2.7577E-5		2.7576999999999997E-5		1.32565E-4	1.32565E-4	1.32565E-4		1.32565E-4										6.04628E-5	2.7577E-5	1.32565E-4	1	0	1	553657	ENSDARG00000089428	6.04628E-5	6.04628E-5		2.7577E-5	2.7577E-5		1.32565E-4	1.32565E-4		6.04628E-5	2.7577E-5	1.32565E-4	0															0						Poly 2,1(1)	1.7015106678009033	1.7015106678009033	1.7015106678009033	1.7015106678009033	0.0	1.7015106678009033	6.04628E-5	6.04628E-5	2.7577E-5	2.7577E-5	1.32565E-4	1.32565E-4	UP	1.0	0.0	0.0	
R-DRE-9009391	Extra-nuclear estrogen signaling	42	44	1	1	1	1	1	1	1	1	1	88	43	4770	0.81024	0.55505	0.55505	2.27	335655	gngt2a	ENSDARG00000010680		2.90352E-5	2.90352E-5	2.90352E-5		2.90352E-5		1.85155E-5	1.85155E-5	1.85155E-5		1.85155E-5		4.55315E-5	4.55315E-5	4.55315E-5		4.55315E-5										2.90352E-5	1.85155E-5	4.55315E-5	0	1	0															1	335655	ENSDARG00000010680	2.90352E-5	2.90352E-5		1.85155E-5	1.85155E-5		4.55315E-5	4.55315E-5		2.90352E-5	1.85155E-5	4.55315E-5	0						Poly 2,1(1)	2.181485652923584	2.181485652923584	2.181485652923584	2.181485652923584	0.0	2.181485652923584	2.90352E-5	2.90352E-5	1.85155E-5	1.85155E-5	4.55315E-5	4.55315E-5	DOWN	0.0	1.0	0.0	
R-DRE-9711123	Cellular response to chemical stress	111	119	3	3	2	3	3	3	3	2	2	87	117	4696	0.63245	0.64188	1.0	1.68	569770;402880	cox8b;cox4i1l	ENSDARG00000097209;ENSDARG00000012388		3.885475E-5	3.885475E-5	3.35065E-5	7.563567684961877E-6	3.9682911402817776E-5	7.472339225889398E-6	2.227115E-5	2.227115E-5	2.04318E-5	2.6012337159509353E-6	2.2555968151034985E-5	2.5698587678473533E-6	6.79938E-5	6.79938E-5	5.49479E-5	1.8449688713363184E-5	7.001392075819574E-5	1.8227156603941644E-5									3.35065E-5;4.4203E-5	2.04318E-5;2.41105E-5	5.49479E-5;8.10397E-5	2	0	2	569770;402880	ENSDARG00000097209;ENSDARG00000012388	3.885475E-5	3.885475E-5	7.563567684961877E-6	2.227115E-5	2.227115E-5	2.6012337159509353E-6	6.79938E-5	6.79938E-5	1.8449688713363184E-5	3.35065E-5;4.4203E-5	2.04318E-5;2.41105E-5	5.49479E-5;8.10397E-5	0															0						Poly 2,2(1)	2.470213087903238	4.942650079727173	2.397198438644409	2.5454516410827637	0.10483084477678246	2.4713250398635864	2.8372180000000008E-5	4.933732E-5	1.8666024000000003E-5	2.5876276E-5	4.2423836000000004E-5	9.3563764E-5	UP	1.0	0.0	0.0	
R-DRE-211945	Phase I - Functionalization of compounds	60	61	1	1	0	1	1	1	1	0	0	89	61	4752	0.32477	1.0	0.62904	0.0																																		0	0	0															0															0																							
R-DRE-373076	Class A/1 (Rhodopsin-like receptors)	132	219	7	6	5	6	6	6	7	4	4	85	215	4598	0.63377	0.56796	1.0	1.83	436716;352944;114550;100216485	opn1lw2;cxcl12a;ednraa;pmchl	ENSDARG00000044861;ENSDARG00000037116;ENSDARG00000011876;ENSDARG00000076978		3.5956575E-5	3.3970450000000006E-5	3.01158E-5	6.8624809674903415E-6	3.464893835778793E-5	5.758667504510362E-6	2.12197E-5	2.0629000000000002E-5	1.90076E-5	2.4212449717724665E-6	2.0770893691599663E-5	2.0475728896049275E-6	6.1181E-5	5.59485E-5	4.77157E-5	1.6565311479715672E-5	5.797941560190007E-5	1.3844467216204756E-5									3.51914E-5;3.27495E-5;3.01158E-5;4.57696E-5	2.1119E-5;2.0139E-5;1.90076E-5;2.46132E-5	5.86408E-5;5.32562E-5;4.77157E-5;8.51113E-5	3	1	3	352944;114550;100216485	ENSDARG00000037116;ENSDARG00000011876;ENSDARG00000076978	3.621163333333333E-5	3.27495E-5	8.381535600552767E-6	2.1253266666666665E-5	2.0139E-5	2.9642672776477828E-6	6.202773333333333E-5	5.32562E-5	2.0181986339390238E-5	3.27495E-5;3.01158E-5;4.57696E-5	2.0139E-5;1.90076E-5;2.46132E-5	5.32562E-5;4.77157E-5;8.51113E-5	1	436716	ENSDARG00000044861	3.51914E-5	3.51914E-5		2.1119E-5	2.1119E-5		5.86408E-5	5.86408E-5		3.51914E-5	2.1119E-5	5.86408E-5	0						Poly 2,4(1)	1.8493700428421738	7.511019945144653	1.6282577514648438	2.4752321243286133	0.40025734014994274	1.7037650346755981	2.9231343651859507E-5	4.26818063481405E-5	1.884687992766301E-5	2.3592520072336996E-5	4.494699474987863E-5	7.741500525012136E-5	UP	0.75	0.25	0.0	
R-DRE-375276	Peptide ligand-binding receptors	75	108	6	5	4	5	5	5	6	3	3	86	105	4708	0.86792	0.31243	0.44764	2.78	352944;114550;100216485	cxcl12a;ednraa;pmchl	ENSDARG00000037116;ENSDARG00000011876;ENSDARG00000076978		3.621163333333333E-5	3.27495E-5	3.01158E-5	8.381535600552767E-6	3.446374765835414E-5	7.059872557652528E-6	2.1253266666666665E-5	2.0139E-5	1.90076E-5	2.9642672776477828E-6	2.0652053859041018E-5	2.4987181181125086E-6	6.202773333333333E-5	5.32562E-5	4.77157E-5	2.0181986339390238E-5	5.775362592434931E-5	1.6998251894185254E-5									3.27495E-5;3.01158E-5;4.57696E-5	2.0139E-5;1.90076E-5;2.46132E-5	5.32562E-5;4.77157E-5;8.51113E-5	3	0	3	352944;114550;100216485	ENSDARG00000037116;ENSDARG00000011876;ENSDARG00000076978	3.621163333333333E-5	3.27495E-5	8.381535600552767E-6	2.1253266666666665E-5	2.0139E-5	2.9642672776477828E-6	6.202773333333333E-5	5.32562E-5	2.0181986339390238E-5	3.27495E-5;3.01158E-5;4.57696E-5	2.0139E-5;1.90076E-5;2.46132E-5	5.32562E-5;4.77157E-5;8.51113E-5	0															0						Poly 2,3(1)	1.9295559369148383	5.88276219367981	1.6832101345062256	2.4752321243286133	0.4458807696311544	1.7243199348449707	2.672703293633825E-5	4.569623373032841E-5	1.7898882465694787E-5	2.460765086763855E-5	3.9189665851509875E-5	8.486580081515678E-5	UP	1.0	0.0	0.0	
R-DRE-380108	Chemokine receptors bind chemokines	7	25	2	2	1	2	2	2	2	1	1	88	24	4789	0.92532	0.36821	0.36821	4.0	352944	cxcl12a	ENSDARG00000037116		3.27495E-5	3.27495E-5	3.27495E-5		3.27495E-5		2.0139E-5	2.0139E-5	2.0139E-5		2.0139E-5		5.32562E-5	5.32562E-5	5.32562E-5		5.32562E-5										3.27495E-5	2.0139E-5	5.32562E-5	1	0	1	352944	ENSDARG00000037116	3.27495E-5	3.27495E-5		2.0139E-5	2.0139E-5		5.32562E-5	5.32562E-5		3.27495E-5	2.0139E-5	5.32562E-5	0															0						Poly 2,1(1)	1.6832101345062256	1.6832101345062256	1.6832101345062256	1.6832101345062256	0.0	1.6832101345062256	3.27495E-5	3.27495E-5	2.0139E-5	2.0139E-5	5.32562E-5	5.32562E-5	UP	1.0	0.0	0.0	
