Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: Analine_DESeq_normData
Work Source: Analine_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:41.34
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 633
Total Run Time: 19 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-1266738	Developmental Biology	199	204	8	8	1	8	8	8	8	1	1	21	203	4677	0.76762	0.60827	0.60827	0.49	553211	st8sia4	ENSDARG00000103600		0.533331	0.533331	0.533331		0.533331		0.23114	0.23114	0.23114		0.23114		1.23061	1.23061	1.23061		1.23061										0.533331	0.23114	1.23061	0	1	0															1	553211	ENSDARG00000103600	0.533331	0.533331		0.23114	0.23114		1.23061	1.23061		0.533331	0.23114	1.23061	0						Poly 2,1(1)	2.1473066806793213	2.1473066806793213	2.1473066806793213	2.1473066806793213	0.0	2.1473066806793213	0.533331	0.533331	0.23114	0.23114	1.23061	1.23061	DOWN	0.0	1.0	0.0	
R-DRE-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	64	73	3	2	1	1	1	1	3	0	0	22	73	4807	0.71835	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-392499	Metabolism of proteins	927	977	38	29	4	30	30	28	38	3	3	19	974	3906	0.33446	0.84425	0.59869	0.31	564644;558856;553211	nsmce2;sec22c;st8sia4	ENSDARG00000076379;ENSDARG00000063387;ENSDARG00000103600		1.807803	0.533331	0.315718	2.3983780102663137	1.125028917752054	1.9527189152433544	1.0012640000000002	0.23114	0.183152	1.3756619882107668	0.6191810577650755	1.1137811728875688	3.2851579999999996	1.23061	0.544234	4.167156318214136	2.061928463371696	3.42064392433688									0.315718;4.57436;0.533331	0.183152;2.5895;0.23114	0.544234;8.08063;1.23061	2	1	2	564644;558856	ENSDARG00000076379;ENSDARG00000063387	2.4450390000000004	2.4450390000000004	3.011314636845841	1.3863260000000002	1.3863260000000002	1.7015449886946863	4.312431999999999	4.312431999999999	5.329036717307172	0.315718;4.57436	0.183152;2.5895	0.544234;8.08063	1	553211	ENSDARG00000103600	0.533331	0.533331		0.23114	0.23114		1.23061	1.23061		0.533331	0.23114	1.23061	0						Linear,1(0.34);Poly 2,2(0.67)	1.9530972946824117	5.891048550605774	1.6866263151168823	2.1473066806793213	0.2441390024584566	2.0571155548095703	-0.9062172120976406	4.52182321209764	-0.5554440856465472	2.557972085646547	-1.430423291269316	8.000739291269316	UP	0.6666666666666666	0.3333333333333333	0.0	
R-DRE-597592	Post-translational protein modification	714	752	31	25	4	26	26	25	31	3	3	19	749	4131	0.55705	0.6783	1.0	0.4	564644;558856;553211	nsmce2;sec22c;st8sia4	ENSDARG00000076379;ENSDARG00000063387;ENSDARG00000103600		1.807803	0.533331	0.315718	2.3983780102663137	1.125028917752054	1.9527189152433544	1.0012640000000002	0.23114	0.183152	1.3756619882107668	0.6191810577650755	1.1137811728875688	3.2851579999999996	1.23061	0.544234	4.167156318214136	2.061928463371696	3.42064392433688									0.315718;4.57436;0.533331	0.183152;2.5895;0.23114	0.544234;8.08063;1.23061	2	1	2	564644;558856	ENSDARG00000076379;ENSDARG00000063387	2.4450390000000004	2.4450390000000004	3.011314636845841	1.3863260000000002	1.3863260000000002	1.7015449886946863	4.312431999999999	4.312431999999999	5.329036717307172	0.315718;4.57436	0.183152;2.5895	0.544234;8.08063	1	553211	ENSDARG00000103600	0.533331	0.533331		0.23114	0.23114		1.23061	1.23061		0.533331	0.23114	1.23061	0						Linear,1(0.34);Poly 2,2(0.67)	1.9530972946824117	5.891048550605774	1.6866263151168823	2.1473066806793213	0.2441390024584566	2.0571155548095703	-0.9062172120976406	4.52182321209764	-0.5554440856465472	2.557972085646547	-1.430423291269316	8.000739291269316	UP	0.6666666666666666	0.3333333333333333	0.0	
R-DRE-8957275	Post-translational protein phosphorylation	55	60	3	2	1	1	1	1	3	0	0	22	60	4820	0.76222	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-109581	Apoptosis	56	71	2	2	0	2	2	2	2	0	0	22	71	4809	0.72494	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-109606	Intrinsic Pathway for Apoptosis	26	28	2	2	0	2	2	2	2	0	0	22	28	4852	0.88136	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-111447	Activation of BAD and translocation to mitochondria 	11	11	2	2	0	2	2	2	2	0	0	22	11	4869	0.95168	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-114452	Activation of BH3-only proteins	15	15	2	2	0	2	2	2	2	0	0	22	15	4865	0.93466	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1227986	Signaling by ERBB2	27	27	1	1	0	1	1	1	1	0	0	22	27	4853	0.88535	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1257604	PIP3 activates AKT signaling	144	159	4	3	0	3	3	3	4	0	0	22	159	4721	0.48336	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-1280215	Cytokine Signaling in Immune system	170	206	7	6	2	5	5	5	7	2	2	20	204	4676	0.93743	0.23574	0.23574	0.97	406452;100270764	sqstm1;cd40	ENSDARG00000075014;ENSDARG00000054968		0.7125405	0.7125405	0.68336	0.041267458856823855	0.7217785833207924	0.03914484376793449	0.2385215	0.2385215	0.238029	6.965001794714958E-4	0.23836558231402852	6.606752987803809E-4	2.13253	2.13253	1.95378	0.25279067427419327	2.1891194139439567	0.2397882429539854									0.741721;0.68336	0.238029;0.239014	2.31128;1.95378	0	2	0															2	406452;100270764	ENSDARG00000075014;ENSDARG00000054968	0.7125405	0.7125405	0.041267458856823855	0.2385215	0.2385215	6.965001794714958E-4	2.13253	2.13253	0.25279067427419327	0.741721;0.68336	0.238029;0.239014	2.31128;1.95378	0						Poly 2,2(1)	2.181405792045852	4.457298994064331	1.7721986770629883	2.6851003170013428	0.6455189401567304	2.2286494970321655	0.65534672	0.76973428	0.2375562	0.2394868	1.78218	2.4828799999999998	DOWN	0.0	1.0	0.0	
R-DRE-1280218	Adaptive Immune System	307	362	12	8	2	9	9	8	12	1	1	21	361	4519	0.50893	0.81576	1.0	0.28	100270764	cd40	ENSDARG00000054968		0.68336	0.68336	0.68336		0.68336		0.239014	0.239014	0.239014		0.239014		1.95378	1.95378	1.95378		1.95378										0.68336	0.239014	1.95378	0	1	0															1	100270764	ENSDARG00000054968	0.68336	0.68336		0.239014	0.239014		1.95378	1.95378		0.68336	0.239014	1.95378	0						Poly 2,1(1)	2.6851003170013428	2.6851003170013428	2.6851003170013428	2.6851003170013428	0.0	2.6851003170013428	0.68336	0.68336	0.239014	0.239014	1.95378	1.95378	DOWN	0.0	1.0	0.0	
R-DRE-1358803	Downregulation of ERBB2:ERBB3 signaling	7	7	1	1	0	1	1	1	1	0	0	22	7	4873	0.96899	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-162582	Signal Transduction	1185	1356	39	35	5	35	35	34	39	4	4	18	1352	3528	0.22956	0.89637	0.47338	0.29	799085;795372;406452;386968	abhd6a;gpr45;sqstm1;calcoco1b	ENSDARG00000060756;ENSDARG00000063357;ENSDARG00000075014;ENSDARG00000016391		1.4487222499999999	0.732258	0.692853	1.4593371843973952	1.1459018293840761	1.1789145558029221	0.73789825	0.23884450000000002	0.237064	0.9992950743273562	0.5250867044163142	0.8098484752743625	3.1083325	2.25752	2.00302	1.8756472613540638	2.7580978752004053	1.4968471966332495									3.63752;0.722795;0.741721;0.692853	2.23684;0.237064;0.238029;0.23966	5.91527;2.20376;2.31128;2.00302	0	4	0															4	799085;795372;406452;386968	ENSDARG00000060756;ENSDARG00000063357;ENSDARG00000075014;ENSDARG00000016391	1.4487222499999999	0.732258	1.4593371843973952	0.73789825	0.23884450000000002	0.9992950743273562	3.1083325	2.25752	1.8756472613540638	3.63752;0.722795;0.741721;0.692853	2.23684;0.237064;0.238029;0.23966	5.91527;2.20376;2.31128;2.00302	0						Linear,1(0.25);Poly 2,3(0.75)	2.0231349354009027	8.173304438591003	1.75432550907135	2.4210166931152344	0.333149131633401	1.9989811182022095	0.018571809290552688	2.8788726907094473	-0.24141092284080912	1.7172074228408092	1.2701981838730172	4.946466816126982	DOWN	0.0	1.0	0.0	
R-DRE-1640170	Cell Cycle	372	392	9	8	0	9	9	9	9	0	0	22	392	4488	0.15918	1.0	0.25269	0.0																																		0	0	0															0															0																							
R-DRE-194138	Signaling by VEGF	61	62	2	2	0	2	2	2	2	0	0	22	62	4818	0.7553	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-198693	AKT phosphorylates targets in the nucleus	7	7	1	1	0	1	1	1	1	0	0	22	7	4873	0.96899	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-199418	Negative regulation of the PI3K/AKT network	61	69	2	2	0	2	2	2	2	0	0	22	69	4811	0.73158	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-199991	Membrane Trafficking	306	315	14	13	1	13	13	13	14	1	1	21	314	4566	0.58213	0.76879	1.0	0.32	558856	sec22c	ENSDARG00000063387		4.57436	4.57436	4.57436		4.57436		2.5895	2.5895	2.5895		2.5895		8.08063	8.08063	8.08063		8.08063										4.57436	2.5895	8.08063	1	0	1	558856	ENSDARG00000063387	4.57436	4.57436		2.5895	2.5895		8.08063	8.08063		4.57436	2.5895	8.08063	0															0						Linear,1(1)	2.0571155548095703	2.0571155548095703	2.0571155548095703	2.0571155548095703	0.0	2.0571155548095703	4.57436	4.57436	2.5895	2.5895	8.08063	8.08063	UP	1.0	0.0	0.0	
R-DRE-212436	Generic Transcription Pathway	453	490	17	15	1	15	15	15	17	1	1	21	489	4391	0.3388	0.90194	0.71856	0.2	541344	prdx1	ENSDARG00000058734		4.0996	4.0996	4.0996		4.0996		2.42279	2.42279	2.42279		2.42279		6.93694	6.93694	6.93694		6.93694										4.0996	2.42279	6.93694	1	0	1	541344	ENSDARG00000058734	4.0996	4.0996		2.42279	2.42279		6.93694	6.93694		4.0996	2.42279	6.93694	0															0						Linear,1(1)	2.3367104530334473	2.3367104530334473	2.3367104530334473	2.3367104530334473	0.0	2.3367104530334473	4.0996	4.0996	2.42279	2.42279	6.93694	6.93694	UP	1.0	0.0	0.0	
R-DRE-2262752	Cellular responses to stress	312	351	13	11	7	12	12	12	13	7	7	15	344	4536	0.99992	6.0451E-4	6.0451E-4	1.99	798846;791518;541344;406452;326672;30671;100126123	hspa1b;hmox1a;prdx1;sqstm1;ets2;hsp70.3;hsp70.1	ENSDARG00000056210;ENSDARG00000027529;ENSDARG00000058734;ENSDARG00000075014;ENSDARG00000103980;ENSDARG00000021924;ENSDARG00000092362		3.2171782857142857	3.86685	0.265897	1.9188808859614597	3.429221842976232	1.8579441081886285	1.8308698571428574	2.33241	0.16346	1.1262509233204392	1.9375650833762537	1.087007807251568	5.729460285714285	6.41076	0.432532	3.238696146004939	6.1499409988439275	3.1324609839257658									3.69981;3.86685;4.0996;0.741721;0.265897;4.92953;4.91684	2.26292;2.33241;2.42279;0.238029;0.16346;2.70024;2.69624	6.04908;6.41076;6.93694;2.31128;0.432532;8.9993;8.96633	6	1	6	798846;791518;541344;326672;30671;100126123	ENSDARG00000056210;ENSDARG00000027529;ENSDARG00000058734;ENSDARG00000103980;ENSDARG00000021924;ENSDARG00000092362	3.6297545	3.983225	1.7287810479113583	2.0963433333333334	2.3776	0.9644322535184452	6.299157	6.67385	3.1401794156904472	3.69981;3.86685;4.0996;0.265897;4.92953;4.91684	2.26292;2.33241;2.42279;0.16346;2.70024;2.69624	6.04908;6.41076;6.93694;0.432532;8.9993;8.96633	1	406452	ENSDARG00000075014	0.741721	0.741721		0.238029	0.238029		2.31128	2.31128		0.741721	0.238029	2.31128	0						Linear,5(0.72);Poly 2,2(0.29)	2.311652752212041	17.822545886039734	1.5599247217178345	5.70545768737793	1.4366263386235019	2.316382884979248	1.7956514321676769	4.638705139260893	0.9965314971932843	2.665208217092429	3.3302006048732133	8.128719966555359	UP	0.8571428571428571	0.14285714285714285	0.0	
