Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: Fenitrothion_DESeq_normData
Work Source: Fenitrothion_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:42.56
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 690
Total Run Time: 24 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-9012999	RHO GTPase cycle	251	252	6	4	1	4	4	4	6	1	1	74	251	4576	0.094983	0.98149	0.18406	0.4	569134	ubxn11	ENSDARG00000053828		0.0369383	0.0369383	0.0369383		0.0369383		0.021766	0.021766	0.021766		0.021766		0.0626867	0.0626867	0.0626867		0.0626867										0.0369383	0.021766	0.0626867	1	0	1	569134	ENSDARG00000053828	0.0369383	0.0369383		0.021766	0.021766		0.0626867	0.0626867		0.0369383	0.021766	0.0626867	0															0						Poly 2,1(1)	1.8976432085037231	1.8976432085037231	1.8976432085037231	1.8976432085037231	0.0	1.8976432085037231	0.0369383	0.0369383	0.021766	0.021766	0.0626867	0.0626867	UP	1.0	0.0	0.0	
R-DRE-9696264	RND3 GTPase cycle	28	28	1	1	1	1	1	1	1	1	1	74	27	4800	0.93239	0.35138	0.35138	3.57	569134	ubxn11	ENSDARG00000053828		0.0369383	0.0369383	0.0369383		0.0369383		0.021766	0.021766	0.021766		0.021766		0.0626867	0.0626867	0.0626867		0.0626867										0.0369383	0.021766	0.0626867	1	0	1	569134	ENSDARG00000053828	0.0369383	0.0369383		0.021766	0.021766		0.0626867	0.0626867		0.0369383	0.021766	0.0626867	0															0						Poly 2,1(1)	1.8976432085037231	1.8976432085037231	1.8976432085037231	1.8976432085037231	0.0	1.8976432085037231	0.0369383	0.0369383	0.021766	0.021766	0.0626867	0.0626867	UP	1.0	0.0	0.0	
R-DRE-9696270	RND2 GTPase cycle	27	27	1	1	1	1	1	1	1	1	1	74	26	4801	0.93661	0.34125	0.34125	3.7	569134	ubxn11	ENSDARG00000053828		0.0369383	0.0369383	0.0369383		0.0369383		0.021766	0.021766	0.021766		0.021766		0.0626867	0.0626867	0.0626867		0.0626867										0.0369383	0.021766	0.0626867	1	0	1	569134	ENSDARG00000053828	0.0369383	0.0369383		0.021766	0.021766		0.0626867	0.0626867		0.0369383	0.021766	0.0626867	0															0						Poly 2,1(1)	1.8976432085037231	1.8976432085037231	1.8976432085037231	1.8976432085037231	0.0	1.8976432085037231	0.0369383	0.0369383	0.021766	0.021766	0.0626867	0.0626867	UP	1.0	0.0	0.0	
R-DRE-1630316	Glycosaminoglycan metabolism	74	78	5	4	3	4	4	4	5	2	2	73	76	4751	0.8837	0.33603	0.33603	2.56	791159;724080	galns;b4galt5	ENSDARG00000051853;ENSDARG00000037815		0.1788209	0.1788209	0.0654388	0.16034650355034244	0.23169860787732288	0.1418410984873601	0.1107767	0.1107767	0.0282744	0.11667587158697379	0.14925307782866304	0.1032104437978635	0.29660549999999997	0.29660549999999997	0.151453	0.20527663411236072	0.36429988467503344	0.18158589449469126									0.292203;0.0654388	0.193279;0.0282744	0.441758;0.151453	1	1	1	791159	ENSDARG00000051853	0.292203	0.292203		0.193279	0.193279		0.441758	0.441758		0.292203	0.193279	0.441758	1	724080	ENSDARG00000037815	0.0654388	0.0654388		0.0282744	0.0282744		0.151453	0.151453		0.0654388	0.0282744	0.151453	0						Linear,1(0.5);Poly 2,1(0.5)	1.748348031584141	3.5338053703308105	1.511512279510498	2.0222930908203125	0.3611765753771362	1.7669026851654053	-0.04340801599999991	0.4010498159999999	-0.05092780799999996	0.272481208	0.012106600000000023	0.5811043999999999	CONFLICT	0.5	0.5	0.0	
R-DRE-71387	Metabolism of carbohydrates	144	148	7	6	5	6	6	6	7	4	4	71	144	4683	0.92492	0.18995	0.28851	2.7	791159;791130;724080;386663	galns;galt;b4galt5;pfkfb4b	ENSDARG00000051853;ENSDARG00000069543;ENSDARG00000037815;ENSDARG00000029075		0.1967781	0.1788209	0.0227096	0.18325627251580406	0.20390834731378543	0.19311121809043608	0.12024607500000001	0.1107767	0.0153449	0.11566212384462411	0.12639227913754386	0.11903594512360303	0.3261677	0.29660549999999997	0.0336088	0.29049279814267337	0.3309800853589838	0.3146668855150629									0.292203;0.406761;0.0654388;0.0227096	0.193279;0.244086;0.0282744;0.0153449	0.441758;0.677851;0.151453;0.0336088	3	1	3	791159;791130;386663	ENSDARG00000051853;ENSDARG00000069543;ENSDARG00000029075	0.24055786666666665	0.292203	0.1971656265890516	0.1509033	0.193279	0.12011410271142188	0.38440593333333334	0.441758	0.32592782594987707	0.292203;0.406761;0.0227096	0.193279;0.244086;0.0153449	0.441758;0.677851;0.0336088	1	724080	ENSDARG00000037815	0.0654388	0.0654388		0.0282744	0.0282744		0.151453	0.151453		0.0654388	0.0282744	0.151453	0						Linear,2(0.5);Poly 2,2(0.5)	1.6608763291649105	6.690621495246887	1.511512279510498	2.0222930908203125	0.23800381466043327	1.5784080624580383	0.017186952934511945	0.376369247065488	0.006897193632268386	0.23359495636773164	0.041484757820180074	0.6108506421798199	UP	0.75	0.25	0.0	
R-DRE-166520	Signaling by NTRKs	49	49	2	2	1	2	2	2	2	1	1	74	48	4779	0.82793	0.53198	0.53198	2.04	324140	sgk1	ENSDARG00000025522		0.0417739	0.0417739	0.0417739		0.0417739		0.0234672	0.0234672	0.0234672		0.0234672		0.0743614	0.0743614	0.0743614		0.0743614										0.0417739	0.0234672	0.0743614	1	0	1	324140	ENSDARG00000025522	0.0417739	0.0417739		0.0234672	0.0234672		0.0743614	0.0743614		0.0417739	0.0234672	0.0743614	0															0						Poly 2,1(1)	1.7342149019241333	1.7342149019241333	1.7342149019241333	1.7342149019241333	0.0	1.7342149019241333	0.0417739	0.0417739	0.0234672	0.0234672	0.0743614	0.0743614	UP	1.0	0.0	0.0	
R-DRE-187037	Signaling by NTRK1 (TRKA)	43	43	2	2	1	2	2	2	2	1	1	74	42	4785	0.86015	0.48617	0.48617	2.33	324140	sgk1	ENSDARG00000025522		0.0417739	0.0417739	0.0417739		0.0417739		0.0234672	0.0234672	0.0234672		0.0234672		0.0743614	0.0743614	0.0743614		0.0743614										0.0417739	0.0234672	0.0743614	1	0	1	324140	ENSDARG00000025522	0.0417739	0.0417739		0.0234672	0.0234672		0.0743614	0.0743614		0.0417739	0.0234672	0.0743614	0															0						Poly 2,1(1)	1.7342149019241333	1.7342149019241333	1.7342149019241333	1.7342149019241333	0.0	1.7342149019241333	0.0417739	0.0417739	0.0234672	0.0234672	0.0743614	0.0743614	UP	1.0	0.0	0.0	
R-DRE-198725	Nuclear Events (kinase and transcription factor activation)	18	18	1	1	1	1	1	1	1	1	1	74	17	4810	0.96983	0.24271	0.24271	5.56	324140	sgk1	ENSDARG00000025522		0.0417739	0.0417739	0.0417739		0.0417739		0.0234672	0.0234672	0.0234672		0.0234672		0.0743614	0.0743614	0.0743614		0.0743614		0.0	0.0417739			0.0234672		0.0743614		0.0417739	0.0234672	0.0743614	1	0	1	324140	ENSDARG00000025522	0.0417739	0.0417739		0.0234672	0.0234672		0.0743614	0.0743614		0.0417739	0.0234672	0.0743614	0															0						Poly 2,1(1)	1.7342149019241333	1.7342149019241333	1.7342149019241333	1.7342149019241333	0.0	1.7342149019241333	0.0417739	0.0417739	0.0234672	0.0234672	0.0743614	0.0743614	UP	1.0	0.0	0.0	
R-DRE-449147	Signaling by Interleukins	107	122	5	4	4	5	5	5	5	4	4	71	118	4709	0.96194	0.11573	0.11573	3.28	566185;406596;368481;100134976	caspbl;socs3b;stat1b;il21r.1	ENSDARG00000094433;ENSDARG00000026611;ENSDARG00000076182;ENSDARG00000069961	368481(0.3211)	0.31410784999999997	0.35280599999999995	0.0820844	0.16782313611445246	0.29931251280490573	0.15628439948220035	0.184314425	0.22091850000000002	0.0294337	0.10656342177527811	0.1784746564809005	0.10262818814601683	0.54582625	0.564181	0.228916	0.2553965595126856	0.5126514683524381	0.22663159138287087									0.0820844;0.396132;0.30948;0.468735	0.0294337;0.240012;0.201825;0.265987	0.228916;0.653802;0.47456;0.826027	4	0	4	566185;406596;368481;100134976	ENSDARG00000094433;ENSDARG00000026611;ENSDARG00000076182;ENSDARG00000069961	0.31410784999999997	0.35280599999999995	0.16782313611445246	0.184314425	0.22091850000000002	0.10656342177527811	0.54582625	0.564181	0.2553965595126856	0.0820844;0.396132;0.30948;0.468735	0.0294337;0.240012;0.201825;0.265987	0.228916;0.653802;0.47456;0.826027	0															0						Linear,3(0.75);Poly 2,1(0.25)	3.0111832076791183	15.388189911842346	1.601833462715149	8.386012077331543	3.194526672694163	2.700172185897827	0.14964117660783666	0.4785745233921633	0.07988227166022739	0.28874657833977263	0.29553762167756825	0.7961148783224317	UP	1.0	0.0	0.0	
R-DRE-3214841	PKMTs methylate histone lysines	24	33	1	1	0	1	1	1	1	0	0	75	33	4794	0.60021	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-3247509	Chromatin modifying enzymes	82	100	1	1	0	1	1	1	1	0	0	75	100	4727	0.21062	1.0	0.40711	0.0																																		0	0	0															0															0																							
R-DRE-4839726	Chromatin organization	82	100	1	1	0	1	1	1	1	0	0	75	100	4727	0.21062	1.0	0.40711	0.0																																		0	0	0															0															0																							
R-DRE-5693532	DNA Double-Strand Break Repair	80	90	7	3	0	6	6	5	7	0	0	75	90	4737	0.24648	1.0	0.64886	0.0																																		0	0	0															0															0																							
R-DRE-5693538	Homology Directed Repair	63	73	5	2	0	4	4	3	5	0	0	75	73	4754	0.32176	1.0	0.62951	0.0																																		0	0	0															0															0																							
R-DRE-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	33	42	1	1	0	1	1	1	1	0	0	75	42	4785	0.52189	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	58	68	5	2	0	4	4	3	5	0	0	75	68	4759	0.34794	1.0	0.62721	0.0																																		0	0	0															0															0																							
R-DRE-5693571	Nonhomologous End-Joining (NHEJ)	24	33	1	0	0	1	1	1	1	0	0	75	33	4794	0.60021	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5693606	DNA Double Strand Break Response	33	42	1	1	0	1	1	1	1	0	0	75	42	4785	0.52189	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5693607	Processing of DNA double-strand break ends	39	49	1	1	0	1	1	1	1	0	0	75	49	4778	0.46802	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-69473	G2/M DNA damage checkpoint	46	56	3	1	0	2	2	1	3	0	0	75	56	4771	0.41965	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-69481	G2/M Checkpoints	93	106	8	6	2	7	7	6	8	2	2	73	104	4723	0.77962	0.48576	0.67738	1.89	30647;100333576	psme2;mcm8	ENSDARG00000033144;ENSDARG00000074326		0.032107750000000004	0.032107750000000004	0.0268592	0.007422570592793303	0.032457437735209205	0.007406077989103883	0.019704350000000002	0.019704350000000002	0.017478	0.003148534364589319	0.019852681880096985	0.0031415384689183245	0.0524538	0.0524538	0.0412758	0.015808079200206465	0.05319854083397673	0.01577295438972725									0.0373563;0.0268592	0.0219307;0.017478	0.0636318;0.0412758	2	0	2	30647;100333576	ENSDARG00000033144;ENSDARG00000074326	0.032107750000000004	0.032107750000000004	0.007422570592793303	0.019704350000000002	0.019704350000000002	0.003148534364589319	0.0524538	0.0524538	0.015808079200206465	0.0373563;0.0268592	0.0219307;0.017478	0.0636318;0.0412758	0															0						Poly 2,2(1)	1.9270242925428749	3.8826993703842163	1.7059437036514282	2.176755666732788	0.33291433175858004	1.9413496851921082	0.021820592000000003	0.04239490800000001	0.015340704000000002	0.024067996	0.03054492	0.07436268	UP	1.0	0.0	0.0	
R-DRE-73894	DNA Repair	167	177	8	4	0	7	7	6	8	0	0	75	177	4650	0.062063	1.0	0.11464	0.0																																		0	0	0															0															0																							
R-DRE-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	46	46	1	1	0	1	1	1	1	0	0	75	46	4781	0.4904	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-2029482	Regulation of actin dynamics for phagocytic cup formation	39	39	1	1	0	1	1	1	1	0	0	75	39	4788	0.5468	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-422475	Axon guidance	143	145	1	1	0	1	1	1	1	0	0	75	145	4682	0.10338	1.0	0.17343	0.0																																		0	0	0															0															0																							
R-DRE-5663213	RHO GTPases Activate WASPs and WAVEs	25	25	1	1	0	1	1	1	1	0	0	75	25	4802	0.67949	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5685938	HDR through Single Strand Annealing (SSA)	22	23	2	1	0	1	1	1	2	0	0	75	23	4804	0.70088	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-8878171	Transcriptional regulation by RUNX1	112	134	3	3	2	3	3	3	3	2	2	73	132	4695	0.66288	0.61336	1.0	1.49	60636;30647	pax5;psme2	ENSDARG00000037383;ENSDARG00000033144		0.27874265	0.27874265	0.0373563	0.3413718499417387	0.2690466520859149	0.3410963429612594	0.15152335	0.15152335	0.0219307	0.18327168321386964	0.14631787726270248	0.1831237722831405	0.5129954	0.5129954	0.0636318	0.6354960975567986	0.4949453796559923	0.6349832151648436									0.520129;0.0373563	0.281116;0.0219307	0.962359;0.0636318	1	1	1	30647	ENSDARG00000033144	0.0373563	0.0373563		0.0219307	0.0219307		0.0636318	0.0636318		0.0373563	0.0219307	0.0636318	1	60636	ENSDARG00000037383	0.520129	0.520129		0.281116	0.281116		0.962359	0.962359		0.520129	0.281116	0.962359	0						Linear,1(0.5);Poly 2,1(0.5)	1.726031469472725	3.452299475669861	1.7059437036514282	1.7463557720184326	0.028575647584083177	1.7261497378349304	-0.1943745959999999	0.7518598959999998	-0.10247824399999989	0.4055249439999999	-0.36775725599999987	1.3937480559999997	CONFLICT	0.5	0.5	0.0	
R-DRE-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs	51	54	2	2	1	2	2	2	2	1	1	74	53	4774	0.80023	0.56706	0.56706	1.85	30647	psme2	ENSDARG00000033144		0.0373563	0.0373563	0.0373563		0.0373563		0.0219307	0.0219307	0.0219307		0.0219307		0.0636318	0.0636318	0.0636318		0.0636318										0.0373563	0.0219307	0.0636318	1	0	1	30647	ENSDARG00000033144	0.0373563	0.0373563		0.0219307	0.0219307		0.0636318	0.0636318		0.0373563	0.0219307	0.0636318	0															0						Poly 2,1(1)	1.7059437036514282	1.7059437036514282	1.7059437036514282	1.7059437036514282	0.0	1.7059437036514282	0.0373563	0.0373563	0.0219307	0.0219307	0.0636318	0.0636318	UP	1.0	0.0	0.0	
R-DRE-9675108	Nervous system development	144	146	1	1	0	1	1	1	1	0	0	75	146	4681	0.10175	1.0	0.17345	0.0																																		0	0	0															0															0																							
R-DRE-112315	Transmission across Chemical Synapses	130	133	7	6	4	6	6	6	7	3	3	72	130	4697	0.85465	0.33289	0.45795	2.26	335656;335655;100331864	gngt1;gngt2a;cabz01079818.1	ENSDARG00000035798;ENSDARG00000010680;ENSDARG00000068110		0.15609319	0.0312898	0.00111377	0.2427683335512733	0.08487503959125345	0.19962356963770733	0.09155410766666666	0.0195385	3.09823E-4	0.14171372494684936	0.049705625194657724	0.11671358467866749	0.2665692866666667	0.050109	0.00400386	0.41548844329233336	0.1456329131411499	0.34101838776651505									0.0312898;0.435876;0.00111377	0.0195385;0.254814;3.09823E-4	0.050109;0.745595;0.00400386	1	2	1	335655	ENSDARG00000010680	0.435876	0.435876		0.254814	0.254814		0.745595	0.745595		0.435876	0.254814	0.745595	2	335656;100331864	ENSDARG00000035798;ENSDARG00000068110	0.016201785	0.016201785	0.021337675442288692	0.0099241615	0.0099241615	0.013596727899945798	0.02705643	0.02705643	0.032601257141555144	0.0312898;0.00111377	0.0195385;3.09823E-4	0.050109;0.00400386	0						Hill,1(0.34);Linear,1(0.34);Poly 2,1(0.34)	1.645342973902261	4.959487795829773	1.5128885507583618	1.8832838535308838	0.20087946769795906	1.5633153915405273	-0.11862504094402726	0.43081142094402725	-0.06881006853535235	0.25191828386868564	-0.20360014791014752	0.7367387212434808	DOWN	0.3333333333333333	0.6666666666666666	0.0	
R-DRE-112316	Neuronal System	203	208	12	11	8	10	10	10	12	6	6	69	202	4625	0.96131	0.09733	0.13506	2.88	563228;561003;335656;335655;100526806;100331864	kcnk10a;kcng4a;gngt1;gngt2a;kcnj14;cabz01079818.1	ENSDARG00000062849;ENSDARG00000062967;ENSDARG00000035798;ENSDARG00000010680;ENSDARG00000075914;ENSDARG00000068110		0.1986064283333333	0.068913	0.00111377	0.24768904573203562	0.13773834469541457	0.21764630020463824	0.10478828716666666	0.0284452	3.09823E-4	0.13368768645974735	0.07016129376392258	0.11693827938874998	0.3815531433333333	0.1679655	0.00400386	0.4635019640382587	0.27637937755365877	0.4088799856482532									0.0760306;0.585533;0.0312898;0.435876;0.0617954;0.00111377	0.0291686;0.297177;0.0195385;0.254814;0.0277218;3.09823E-4	0.198181;1.15368;0.050109;0.745595;0.13775;0.00400386	2	4	2	561003;335655	ENSDARG00000062967;ENSDARG00000010680	0.5107045	0.5107045	0.10582347955203446	0.2759955	0.2759955	0.029955164571405925	0.9496375	0.9496375	0.28855967080051226	0.585533;0.435876	0.297177;0.254814	1.15368;0.745595	4	563228;335656;100526806;100331864	ENSDARG00000062849;ENSDARG00000035798;ENSDARG00000075914;ENSDARG00000068110	0.0425573925	0.0465426	0.03334211070891521	0.019184680750000002	0.023630150000000003	0.013278384588290433	0.097510965	0.0939295	0.08707116027704906	0.0760306;0.0312898;0.0617954;0.00111377	0.0291686;0.0195385;0.0277218;3.09823E-4	0.198181;0.050109;0.13775;0.00400386	0						Hill,1(0.17);Linear,2(0.34);Poly 2,3(0.5)	1.675991733490495	10.08219575881958	1.5128885507583618	1.8832838535308838	0.1332544768805351	1.6909193396568298	4.139145393442789E-4	0.39679894212732236	-0.002184140961724451	0.21176071529505777	0.010674329820619777	0.752431956846047	DOWN	0.3333333333333333	0.6666666666666666	0.0	
R-DRE-71291	Metabolism of amino acids and derivatives	149	156	8	6	3	8	8	7	8	3	3	72	153	4674	0.78464	0.42919	0.51597	1.92	402826;30647;114426	amdhd1;psme2;odc1	ENSDARG00000007366;ENSDARG00000033144;ENSDARG00000007377		0.2545861	0.352908	0.0373563	0.18840789621199536	0.20958591139129984	0.198952217102043	0.1582609	0.222043	0.0219307	0.1181467446146105	0.13009697332238254	0.1248775583004693	0.4096396	0.5609	0.0636318	0.3004393916214716	0.3377627720095615	0.31691932307067694									0.352908;0.0373563;0.373494	0.222043;0.0219307;0.230809	0.5609;0.0636318;0.604387	3	0	3	402826;30647;114426	ENSDARG00000007366;ENSDARG00000033144;ENSDARG00000007377	0.2545861	0.352908	0.18840789621199536	0.1582609	0.222043	0.1181467446146105	0.4096396	0.5609	0.3004393916214716	0.352908;0.0373563;0.373494	0.222043;0.0219307;0.230809	0.5609;0.0636318;0.604387	0															0						Linear,2(0.67);Poly 2,1(0.34)	1.7567353513990291	5.271341681480408	1.7059437036514282	1.7862354516983032	0.04445557154012623	1.7791625261306763	0.04138249479292472	0.46778970520707525	0.0245652725780382	0.29195652742196176	0.06966042328946481	0.7496187767105351	UP	1.0	0.0	0.0	
R-DRE-556833	Metabolism of lipids	336	349	20	20	14	16	16	16	20	12	12	63	337	4490	0.99786	0.0061447	0.0099055	3.44	768185;678614;556193;555510;492781;447803;394060;353221;337272;140634;140615;100150054	hsd17b7;elovl2;sgms2a;cyp2aa12;mvda;pon1;hmgcs1;pomca;pitpnm3;cyp1a;fads2;cyp1b1	ENSDARG00000088140;ENSDARG00000045414;ENSDARG00000052520;ENSDARG00000102805;ENSDARG00000099336;ENSDARG00000032496;ENSDARG00000103025;ENSDARG00000043135;ENSDARG00000055255;ENSDARG00000098315;ENSDARG00000019532;ENSDARG00000068934		0.17254123333333335	0.1308745	0.0343204	0.12127637090057292	0.18389814357082065	0.11166693277033342	0.10869363333333333	0.09622295	0.020766	0.08344300825734384	0.1155983972552221	0.079837661011653	0.2872528	0.270504	0.0567221	0.17893124424496895	0.3117835861458854	0.1572159598827828									0.274486;0.095129;0.0343204;0.0420458;0.307595;0.139633;0.0751222;0.320538;0.0520034;0.122116;0.363112;0.244394	0.18407;0.0260939;0.020766;0.0235901;0.200987;0.102261;0.0290591;0.207183;0.0260526;0.0901849;0.226441;0.167635	0.409314;0.346806;0.0567221;0.0749405;0.470749;0.190662;0.194202;0.495911;0.103804;0.165352;0.582271;0.3563	10	2	10	768185;556193;555510;492781;447803;394060;353221;140634;140615;100150054	ENSDARG00000088140;ENSDARG00000052520;ENSDARG00000102805;ENSDARG00000099336;ENSDARG00000032496;ENSDARG00000103025;ENSDARG00000043135;ENSDARG00000098315;ENSDARG00000019532;ENSDARG00000068934	0.19233624	0.1920135	0.12353456264151073	0.12521770999999998	0.134948	0.08179064362640144	0.29964236	0.275251	0.1866205996775168	0.274486;0.0343204;0.0420458;0.307595;0.139633;0.0751222;0.320538;0.122116;0.363112;0.244394	0.18407;0.020766;0.0235901;0.200987;0.102261;0.0290591;0.207183;0.0901849;0.226441;0.167635	0.409314;0.0567221;0.0749405;0.470749;0.190662;0.194202;0.495911;0.165352;0.582271;0.3563	2	678614;337272	ENSDARG00000045414;ENSDARG00000055255	0.0735662	0.0735662	0.0304944042027386	0.02607325	0.02607325	2.9203510065285027E-5	0.225305	0.225305	0.1718283620418934	0.095129;0.0520034	0.0260939;0.0260526	0.346806;0.103804	0						Linear,7(0.59);Poly 2,5(0.42)	2.069566413884406	28.79681670665741	1.604314923286438	8.705374717712402	1.9963120801837781	1.7999876141548157	0.1039226668552624	0.24115979981140429	0.06148130691955109	0.15590595974711557	0.18601291800935782	0.38849268199064213	UP	0.8333333333333334	0.16666666666666666	0.0	
R-DRE-8978868	Fatty acid metabolism	92	94	7	7	5	7	7	7	7	5	5	70	89	4738	0.99706	0.013986	0.013986	5.32	678614;447803;140634;140615;100150054	elovl2;pon1;cyp1a;fads2;cyp1b1	ENSDARG00000045414;ENSDARG00000032496;ENSDARG00000098315;ENSDARG00000019532;ENSDARG00000068934		0.19287680000000001	0.139633	0.095129	0.11071435168351029	0.16209081185746949	0.09255172419699938	0.12252316	0.102261	0.0260939	0.07679341760576228	0.10035040940726014	0.07044835893497352	0.3282782	0.346806	0.165352	0.16667633923925734	0.29679490634140604	0.13887745389272582	3.5	0.303753			0.197038		0.4692855		0.095129;0.139633;0.122116;0.363112;0.244394	0.0260939;0.102261;0.0901849;0.226441;0.167635	0.346806;0.190662;0.165352;0.582271;0.3563	4	1	4	447803;140634;140615;100150054	ENSDARG00000032496;ENSDARG00000098315;ENSDARG00000019532;ENSDARG00000068934	0.21731375	0.1920135	0.11118660016499293	0.146630475	0.134948	0.0631550030219499	0.32364625	0.273481	0.19208930998604956	0.139633;0.122116;0.363112;0.244394	0.102261;0.0901849;0.226441;0.167635	0.190662;0.165352;0.582271;0.3563	1	678614	ENSDARG00000045414	0.095129	0.095129		0.0260939	0.0260939		0.346806	0.346806		0.095129	0.0260939	0.346806	0						Linear,4(0.8);Poly 2,1(0.2)	2.573705815740254	16.38098430633545	1.604314923286438	8.705374717712402	3.0491549885821905	1.8842421770095825	0.09583139195193428	0.28992220804806573	0.055210761619522666	0.18983555838047733	0.1821799470863204	0.47437645291367964	UP	0.8	0.2	0.0	
R-DRE-9609507	Protein localization	76	76	1	1	1	1	1	1	1	1	1	74	75	4752	0.67525	0.693	1.0	1.32	406409	cyb5a	ENSDARG00000098589		0.03343	0.03343	0.03343		0.03343		0.0204887	0.0204887	0.0204887		0.0204887		0.0545454	0.0545454	0.0545454		0.0545454										0.03343	0.0204887	0.0545454	1	0	1	406409	ENSDARG00000098589	0.03343	0.03343		0.0204887	0.0204887		0.0545454	0.0545454		0.03343	0.0204887	0.0545454	0															0						Poly 2,1(1)	1.991464376449585	1.991464376449585	1.991464376449585	1.991464376449585	0.0	1.991464376449585	0.03343	0.03343	0.0204887	0.0204887	0.0545454	0.0545454	UP	1.0	0.0	0.0	
R-DRE-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	22	28	1	1	1	1	1	1	1	1	1	74	27	4800	0.93239	0.35138	0.35138	3.57	503595	tnfsf10l4	ENSDARG00000058068		0.589829	0.589829	0.589829		0.589829		0.298005	0.298005	0.298005		0.298005		1.16743	1.16743	1.16743		1.16743										0.589829	0.298005	1.16743	1	0	1	503595	ENSDARG00000058068	0.589829	0.589829		0.298005	0.298005		1.16743	1.16743		0.589829	0.298005	1.16743	0															0						Linear,1(1)	1.621677041053772	1.621677041053772	1.621677041053772	1.621677041053772	0.0	1.621677041053772	0.589829	0.589829	0.298005	0.298005	1.16743	1.16743	UP	1.0	0.0	0.0	
