Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 03/16/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: BPAF_DESeq_normData
Work Source: BPAF_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/24/2022 10:20.50
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 862
Total Run Time: 13 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-1266738	Developmental Biology	141	204	34	21	9	28	28	20	34	2	2	29	202	4659	0.86287	0.37308	0.37308	0.98	565173;561589	rps6ka5;ezrb	ENSDARG00000060551;ENSDARG00000025091		643.6555000000001	643.6555000000001	561.472	116.22502030328855	585.3149228470522	81.85969374131449	306.411	306.411	291.759	20.72105711589073	296.009810753436	14.59427053724609	1360.725	1360.725	1080.52	396.26971124475403	1161.8125489466654	279.100981155404					725.839;561.472	321.063;291.759	1640.93;1080.52	1	1	1	561589	ENSDARG00000025091	561.472	561.472		291.759	291.759		1080.52	1080.52		561.472	291.759	1080.52	1	565173	ENSDARG00000060551	725.839	725.839		321.063	321.063		1640.93	1640.93		725.839	321.063	1640.93	0						Linear,2(1)	3.586279856113645	9.362406969070435	1.6725056171417236	7.689901351928711	4.254941329150887	4.681203484535217	482.57584	804.7351600000002	277.69308	335.12892	811.5231999999999	1909.9268	CONFLICT	0.5	0.5	0.0	
R-DRE-1500931	Cell-Cell communication	23	39	5	5	2	4	4	3	5	0	0	31	39	4822	0.77966	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	37	73	6	4	3	3	3	3	6	2	2	29	71	4790	0.98938	0.077377	0.077377	2.74	403079;286832	igfbp3;lamc1	ENSDARG00000099144;ENSDARG00000036279		314.04887	314.04887	5.02074	437.03177260079593	267.6918600223329	432.0865949256639	152.9460205	152.9460205	0.947041	214.95901827577003	130.14480104701133	212.52667672787842	649.85875	649.85875	26.6175	881.3962283803606	556.3669347249837	871.4229009822322					5.02074;623.077	0.947041;304.945	26.6175;1273.1	2	0	2	403079;286832	ENSDARG00000099144;ENSDARG00000036279	314.04887	314.04887	437.03177260079593	152.9460205	152.9460205	214.95901827577003	649.85875	649.85875	881.3962283803606	5.02074;623.077	0.947041;304.945	26.6175;1273.1	0															0						Exp 5,1(0.5);Linear,1(0.5)	2.3472914816204558	4.895413279533386	1.7538114786148071	3.141601800918579	0.9813159477660616	2.447706639766693	-291.64626480000004	919.7440048	-144.97197931999997	450.86402032	-571.6940999999999	1871.4115999999997	UP	1.0	0.0	0.0	
R-DRE-392499	Metabolism of proteins	454	976	66	27	15	47	47	34	66	6	6	25	970	3891	0.57382	0.60486	1.0	0.61	403079;393376;336710;336681;326716;286832	igfbp3;hif1al;rpl7;tubb4b;tmed10;lamc1	ENSDARG00000099144;ENSDARG00000100826;ENSDARG00000007320;ENSDARG00000002344;ENSDARG00000041391;ENSDARG00000036279		457.40045666666674	520.4125	5.02074	239.4614837417057	414.7947972820233	264.07761314716987	237.59534016666666	279.7355	0.947041	118.37840849764068	216.69910924300711	132.89836330483234	888.4390833333333	971.066	26.6175	495.18991603832313	802.5431366404098	535.624473423403					5.02074;421.56;653.92;578.582;462.243;623.077	0.947041;249.669;310.54;295.713;263.758;304.945	26.6175;711.795;1376.99;1132.04;810.092;1273.1	6	0	6	403079;393376;336710;336681;326716;286832	ENSDARG00000099144;ENSDARG00000100826;ENSDARG00000007320;ENSDARG00000002344;ENSDARG00000041391;ENSDARG00000036279	457.40045666666674	520.4125	239.4614837417057	237.59534016666666	279.7355	118.37840849764068	888.4390833333333	971.066	495.18991603832313	5.02074;421.56;653.92;578.582;462.243;623.077	0.947041;249.669;310.54;295.713;263.758;304.945	26.6175;711.795;1376.99;1132.04;810.092;1273.1	0															0						Exp 5,1(0.17);Linear,5(0.84)	2.2834511426758355	15.163164496421814	1.5187630653381348	5.095452308654785	1.3852504042399068	1.8460782170295715	265.79136358246325	649.0095497508701	142.8728856885572	332.3177946447762	492.20462744525815	1284.6735392214084	UP	1.0	0.0	0.0	
R-DRE-418990	Adherens junctions interactions	11	19	4	4	2	3	3	2	4	0	0	31	19	4842	0.88603	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-421270	Cell-cell junction organization	12	21	4	4	2	3	3	2	4	0	0	31	21	4840	0.87479	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-446728	Cell junction organization	20	33	5	5	2	4	4	3	5	0	0	31	33	4828	0.8102	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-525793	Myogenesis	10	17	4	2	2	3	3	2	4	0	0	31	17	4844	0.89741	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-597592	Post-translational protein modification	338	751	43	21	10	33	33	23	43	5	5	26	746	4115	0.66248	0.52828	0.8054	0.67	403079;393376;336681;326716;286832	igfbp3;hif1al;tubb4b;tmed10;lamc1	ENSDARG00000099144;ENSDARG00000100826;ENSDARG00000002344;ENSDARG00000041391;ENSDARG00000036279		418.0965480000001	462.243	5.02074	245.13521466966233	372.8041160795315	265.78850794852093	223.00640819999998	263.758	0.947041	126.17659243529538	200.22053282050393	139.1265546571647	790.7289	810.092	26.6175	484.6769199475048	701.6695573065215	515.9195420585474					5.02074;421.56;578.582;462.243;623.077	0.947041;249.669;295.713;263.758;304.945	26.6175;711.795;1132.04;810.092;1273.1	5	0	5	403079;393376;336681;326716;286832	ENSDARG00000099144;ENSDARG00000100826;ENSDARG00000002344;ENSDARG00000041391;ENSDARG00000036279	418.0965480000001	462.243	245.13521466966233	223.00640819999998	263.758	126.17659243529538	790.7289	810.092	484.6769199475048	5.02074;421.56;578.582;462.243;623.077	0.947041;249.669;295.713;263.758;304.945	26.6175;711.795;1132.04;810.092;1273.1	0															0						Exp 5,1(0.2);Linear,4(0.8)	2.4179514497661323	13.447973608970642	1.5187630653381348	5.095452308654785	1.4835240464219743	1.938344955444336	203.22605855729535	632.9670374427046	112.4077485609944	333.60506783900564	365.89084826988494	1215.5669517301149	UP	1.0	0.0	0.0	
R-DRE-8957275	Post-translational protein phosphorylation	33	60	6	4	3	3	3	3	6	2	2	29	58	4803	0.99382	0.054803	0.054803	3.33	403079;286832	igfbp3;lamc1	ENSDARG00000099144;ENSDARG00000036279		314.04887	314.04887	5.02074	437.03177260079593	267.6918600223329	432.0865949256639	152.9460205	152.9460205	0.947041	214.95901827577003	130.14480104701133	212.52667672787842	649.85875	649.85875	26.6175	881.3962283803606	556.3669347249837	871.4229009822322					5.02074;623.077	0.947041;304.945	26.6175;1273.1	2	0	2	403079;286832	ENSDARG00000099144;ENSDARG00000036279	314.04887	314.04887	437.03177260079593	152.9460205	152.9460205	214.95901827577003	649.85875	649.85875	881.3962283803606	5.02074;623.077	0.947041;304.945	26.6175;1273.1	0															0						Exp 5,1(0.5);Linear,1(0.5)	2.3472914816204558	4.895413279533386	1.7538114786148071	3.141601800918579	0.9813159477660616	2.447706639766693	-291.64626480000004	919.7440048	-144.97197931999997	450.86402032	-571.6940999999999	1871.4115999999997	UP	1.0	0.0	0.0	
R-DRE-109581	Apoptosis	41	71	7	6	4	4	4	3	7	1	1	30	70	4791	0.92627	0.36531	0.36531	1.41	415158	cycsb	ENSDARG00000044562		394.57	394.57	394.57		394.57		239.366	239.366	239.366		239.366		650.406	650.406	650.406		650.406						394.57	239.366	650.406	1	0	1	415158	ENSDARG00000044562	394.57	394.57		239.366	239.366		650.406	650.406		394.57	239.366	650.406	0															0						Linear,1(1)	2.2167398929595947	2.2167398929595947	2.2167398929595947	2.2167398929595947	0.0	2.2167398929595947	394.57	394.57	239.366	239.366	650.406	650.406	UP	1.0	0.0	0.0	
R-DRE-109606	Intrinsic Pathway for Apoptosis	17	28	3	2	1	3	3	2	3	1	1	30	27	4834	0.98674	0.16347	0.16347	3.57	415158	cycsb	ENSDARG00000044562		394.57	394.57	394.57		394.57		239.366	239.366	239.366		239.366		650.406	650.406	650.406		650.406						394.57	239.366	650.406	1	0	1	415158	ENSDARG00000044562	394.57	394.57		239.366	239.366		650.406	650.406		394.57	239.366	650.406	0															0						Linear,1(1)	2.2167398929595947	2.2167398929595947	2.2167398929595947	2.2167398929595947	0.0	2.2167398929595947	394.57	394.57	239.366	239.366	650.406	650.406	UP	1.0	0.0	0.0	
R-DRE-111447	Activation of BAD and translocation to mitochondria 	10	11	2	1	0	2	2	1	2	0	0	31	11	4850	0.93239	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-114452	Activation of BH3-only proteins	11	15	2	1	0	2	2	1	2	0	0	31	15	4846	0.90892	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-1227986	Signaling by ERBB2	20	27	4	3	0	3	3	3	4	0	0	31	27	4834	0.8419	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-1257604	PIP3 activates AKT signaling	70	159	4	2	0	4	4	4	4	0	0	31	159	4702	0.3579	1.0	0.6249	0.0																														0	0	0															0															0																							
R-DRE-1280215	Cytokine Signaling in Immune system	87	205	10	7	4	5	5	5	10	2	2	29	203	4658	0.86141	0.37539	0.37539	0.98	565173;368438	rps6ka5;cntfr	ENSDARG00000060551;ENSDARG00000028661		645.6465000000001	645.6465000000001	565.454	113.40932110060409	608.0947492333987	100.20681684010378	306.8685	306.8685	292.674	20.07405441110414	300.2216399288397	17.73714077546983	1366.7	1366.7	1092.47	387.819785209574	1238.2862878358317	342.67188804516314					725.839;565.454	321.063;292.674	1640.93;1092.47	1	1	1	368438	ENSDARG00000028661	565.454	565.454		292.674	292.674		1092.47	1092.47		565.454	292.674	1092.47	1	565173	ENSDARG00000060551	725.839	725.839		321.063	321.063		1640.93	1640.93		725.839	321.063	1640.93	0						Linear,2(1)	2.1169616022514766	4.352034091949463	1.6725056171417236	2.6795284748077393	0.7120726914654951	2.1760170459747314	488.4692	802.8238000000001	279.04728	334.68971999999997	829.2092000000001	1904.1907999999999	CONFLICT	0.5	0.5	0.0	
R-DRE-1280218	Adaptive Immune System	151	364	11	5	2	9	9	6	11	2	2	29	362	4499	0.591	0.68317	1.0	0.55	791793;100332031	cxadr;arel1	ENSDARG00000043658;ENSDARG00000100359		673.7784999999999	673.7784999999999	603.252	99.73953280670716	625.3810596718741	72.5489486062396	312.202	312.202	301.196	15.56483446747986	304.64934634142696	11.32161284567009	1461.13	1461.13	1208.23	357.65460992415353	1287.5822887285908	260.15227045888025					603.252;744.305	301.196;323.208	1208.23;1714.03	2	0	2	791793;100332031	ENSDARG00000043658;ENSDARG00000100359	673.7784999999999	673.7784999999999	99.73953280670716	312.202	312.202	15.56483446747986	1461.13	1461.13	357.65460992415353	603.252;744.305	301.196;323.208	1208.23;1714.03	0															0						Linear,2(1)	3.140849490032394	6.288440942764282	2.9986634254455566	3.2897775173187256	0.20584874846248136	3.144220471382141	535.5465599999999	812.0104399999999	290.63024	333.77376	965.4460000000003	1956.8139999999999	UP	1.0	0.0	0.0	
R-DRE-1358803	Downregulation of ERBB2:ERBB3 signaling	7	7	2	2	0	2	2	2	2	0	0	31	7	4854	0.95645	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-162582	Signal Transduction	624	1352	68	42	20	52	52	35	68	7	7	24	1345	3516	0.34308	0.79476	0.68745	0.52	565173;561082;560267;550270;368438;334971;286832	rps6ka5;cavin1b;gabbr2;camk4;cntfr;calcoco1a;lamc1	ENSDARG00000060551;ENSDARG00000059362;ENSDARG00000061042;ENSDARG00000005372;ENSDARG00000028661;ENSDARG00000036695;ENSDARG00000036279		661.523142857143	673.337	543.114	87.11514061177591	635.8573051861412	87.44207456459458	309.52385714285714	313.704	287.144	15.061990588106358	305.0143113743209	15.403697121423091	1422.3857142857144	1445.25	1027.26	302.9590794621798	1334.1512773014056	301.45443524971057					725.839;673.337;728.685;543.114;565.454;771.156;623.077	321.063;313.704;321.298;287.144;292.674;325.839;304.945	1640.93;1445.25;1652.61;1027.26;1092.47;1825.08;1273.1	6	1	6	561082;560267;550270;368438;334971;286832	ENSDARG00000059362;ENSDARG00000061042;ENSDARG00000005372;ENSDARG00000028661;ENSDARG00000036695;ENSDARG00000036279	650.8038333333333	648.207	90.23118671815561	307.60066666666665	309.3245	15.529569056051916	1385.9616666666668	1359.175	314.6373629063571	673.337;728.685;543.114;565.454;771.156;623.077	313.704;321.298;287.144;292.674;325.839;304.945	1445.25;1652.61;1027.26;1092.47;1825.08;1273.1	1	565173	ENSDARG00000060551	725.839	725.839		321.063	321.063		1640.93	1640.93		725.839	321.063	1640.93	0						Linear,7(1)	2.898337957740454	23.07589042186737	1.6725056171417236	7.2527031898498535	1.9918976978731602	2.653599739074707	596.9873435607317	726.058942153554	298.36577836605454	320.68193591965985	1197.950487413639	1646.8209411577898	UP	0.8571428571428571	0.14285714285714285	0.0	
