B7,Counts
ENSDARG00000002508,45
ENSDARG00000002509,24
ENSDARG00000002510,0
ENSDARG00000002523,212
ENSDARG00000002533,17
ENSDARG00000002536,136
ENSDARG00000002538,114
ENSDARG00000002546,74
ENSDARG00000002549,2
ENSDARG00000002552,425
ENSDARG00000002564,195
ENSDARG00000002571,147
ENSDARG00000002576,36
ENSDARG00000002582,135
ENSDARG00000002587,946
ENSDARG00000002589,940
ENSDARG00000002591,85
ENSDARG00000002593,34
ENSDARG00000002597,0
ENSDARG00000002600,299
ENSDARG00000002601,9
ENSDARG00000002607,69
ENSDARG00000002609,58
ENSDARG00000002613,7
ENSDARG00000002632,175
ENSDARG00000002634,22
ENSDARG00000002635,235
ENSDARG00000002642,54
ENSDARG00000002644,95
ENSDARG00000002656,194
ENSDARG00000002659,300
ENSDARG00000002663,18
ENSDARG00000002666,15
ENSDARG00000002670,164
ENSDARG00000002682,124
ENSDARG00000002685,0
ENSDARG00000002690,173
ENSDARG00000002696,1709
ENSDARG00000002701,15
ENSDARG00000002707,0
ENSDARG00000002710,1218
ENSDARG00000002720,62
ENSDARG00000002722,0
ENSDARG00000002728,30
ENSDARG00000002731,371
ENSDARG00000002732,66
ENSDARG00000002745,298
ENSDARG00000002748,180
ENSDARG00000002750,157
ENSDARG00000002754,5
ENSDARG00000002758,2212
ENSDARG00000002760,58
ENSDARG00000002764,13
ENSDARG00000002768,4081
ENSDARG00000002771,69
ENSDARG00000002779,0
ENSDARG00000002787,304
ENSDARG00000002790,510
ENSDARG00000002791,2895
ENSDARG00000002792,285
ENSDARG00000002795,44
ENSDARG00000002797,0
ENSDARG00000002798,45
ENSDARG00000002816,195
ENSDARG00000002826,9
ENSDARG00000002830,12
ENSDARG00000002831,52
ENSDARG00000002840,289
ENSDARG00000002847,47
ENSDARG00000002872,53
ENSDARG00000002877,273
ENSDARG00000002880,293
ENSDARG00000002894,18
ENSDARG00000002897,80
ENSDARG00000002909,59
ENSDARG00000002912,51
ENSDARG00000002916,199
ENSDARG00000002917,23
ENSDARG00000002933,107
ENSDARG00000002937,246
ENSDARG00000002945,30
ENSDARG00000002947,50
ENSDARG00000002949,349
ENSDARG00000002952,163
ENSDARG00000002956,8
ENSDARG00000002959,0
ENSDARG00000002967,161
ENSDARG00000002968,93
ENSDARG00000002970,218
ENSDARG00000002971,77
ENSDARG00000002986,11
ENSDARG00000002988,247
ENSDARG00000002991,136
ENSDARG00000002994,93
ENSDARG00000003008,332
ENSDARG00000003017,137
ENSDARG00000003020,105
ENSDARG00000003021,22
ENSDARG00000003022,9
ENSDARG00000003027,17
ENSDARG00000003032,2010
ENSDARG00000003035,845
ENSDARG00000003041,62
ENSDARG00000003046,142
ENSDARG00000003054,16
ENSDARG00000003058,110
ENSDARG00000003061,32
ENSDARG00000003068,164
ENSDARG00000003069,68
ENSDARG00000003077,43
ENSDARG00000003081,11072
ENSDARG00000003084,32
ENSDARG00000003085,70
ENSDARG00000003087,285
ENSDARG00000003090,0
ENSDARG00000003091,65
ENSDARG00000003098,1064
ENSDARG00000003109,102
ENSDARG00000003113,96
ENSDARG00000003127,165
ENSDARG00000003132,31
ENSDARG00000003142,17
ENSDARG00000003144,18
ENSDARG00000003146,30
ENSDARG00000003151,652
ENSDARG00000003153,76
ENSDARG00000003157,76
ENSDARG00000003165,268
ENSDARG00000003167,46
ENSDARG00000003169,1636
ENSDARG00000003175,84
ENSDARG00000003181,12
ENSDARG00000003189,309
ENSDARG00000003193,18
ENSDARG00000003197,0
ENSDARG00000003200,38
ENSDARG00000003203,166
ENSDARG00000003205,20
ENSDARG00000003206,49
ENSDARG00000003207,101
ENSDARG00000003208,44
ENSDARG00000003210,64
ENSDARG00000003213,671
ENSDARG00000003216,100
ENSDARG00000003217,158
ENSDARG00000003219,36
ENSDARG00000003229,0
ENSDARG00000003235,16
ENSDARG00000003244,6
ENSDARG00000003250,38
ENSDARG00000003251,43
ENSDARG00000003257,4
ENSDARG00000003259,5
ENSDARG00000003269,570
ENSDARG00000003270,26
ENSDARG00000003281,78
ENSDARG00000003287,47
ENSDARG00000003290,85
ENSDARG00000003293,348
ENSDARG00000003303,0
ENSDARG00000003307,155
ENSDARG00000003308,184
ENSDARG00000003311,206
ENSDARG00000003313,33
ENSDARG00000003320,257
ENSDARG00000003326,17
ENSDARG00000003328,36
ENSDARG00000003344,24
ENSDARG00000003373,48
ENSDARG00000003375,31
ENSDARG00000003380,0
ENSDARG00000003381,70
ENSDARG00000003382,87
ENSDARG00000003383,180
ENSDARG00000003395,22
ENSDARG00000003398,65
ENSDARG00000003399,4
ENSDARG00000003403,523
ENSDARG00000003411,54
ENSDARG00000003414,4
ENSDARG00000003420,8
ENSDARG00000003421,254
ENSDARG00000003429,233
ENSDARG00000003444,46
ENSDARG00000003446,62
ENSDARG00000003449,210
ENSDARG00000003462,187
ENSDARG00000003469,96
ENSDARG00000003475,6
ENSDARG00000003486,614
ENSDARG00000003487,143
ENSDARG00000003495,284
ENSDARG00000003512,581
ENSDARG00000003517,27
ENSDARG00000003519,37
ENSDARG00000003520,117
ENSDARG00000003523,0
ENSDARG00000003526,300
ENSDARG00000003527,103
ENSDARG00000003531,239
ENSDARG00000003533,8
ENSDARG00000003544,147
ENSDARG00000003553,0
ENSDARG00000003564,61
ENSDARG00000003570,469
ENSDARG00000003573,104
ENSDARG00000003576,60
ENSDARG00000003584,27
ENSDARG00000003592,44
ENSDARG00000003599,5770
ENSDARG00000003607,176
ENSDARG00000003615,17
ENSDARG00000003616,292
ENSDARG00000003631,617
ENSDARG00000003632,0
ENSDARG00000003635,26
ENSDARG00000003641,102
ENSDARG00000003642,52
ENSDARG00000003655,696
ENSDARG00000003675,5
ENSDARG00000003680,502
ENSDARG00000003681,696
ENSDARG00000003684,218
ENSDARG00000003693,148
ENSDARG00000003695,1026
ENSDARG00000003697,3
ENSDARG00000003699,256
ENSDARG00000003701,2
ENSDARG00000003705,415
ENSDARG00000003706,106
ENSDARG00000003732,74
ENSDARG00000003749,57
ENSDARG00000003750,113
ENSDARG00000003751,172
ENSDARG00000003754,133
ENSDARG00000003757,22
ENSDARG00000003769,40
ENSDARG00000003776,233
ENSDARG00000003779,543
ENSDARG00000003789,443
ENSDARG00000003795,1936
ENSDARG00000003797,15
ENSDARG00000003803,0
ENSDARG00000003808,63
ENSDARG00000003811,761
ENSDARG00000003818,239
ENSDARG00000003820,606
ENSDARG00000003822,53
ENSDARG00000003827,13
ENSDARG00000003829,312
ENSDARG00000003835,613
ENSDARG00000003841,5
ENSDARG00000003845,139
ENSDARG00000003846,41
ENSDARG00000003854,310
ENSDARG00000003860,183
ENSDARG00000003865,37
ENSDARG00000003866,263
ENSDARG00000003867,28
ENSDARG00000003869,40
ENSDARG00000003872,189
ENSDARG00000003877,545
ENSDARG00000003899,0
ENSDARG00000003900,2
ENSDARG00000003902,103
ENSDARG00000003903,0
ENSDARG00000003904,1
ENSDARG00000003909,3
ENSDARG00000003910,460
ENSDARG00000003920,431
ENSDARG00000003925,1
ENSDARG00000003927,95
ENSDARG00000003931,61
ENSDARG00000003934,3
ENSDARG00000003938,216
ENSDARG00000003940,306
ENSDARG00000003941,74
ENSDARG00000003944,0
ENSDARG00000003952,731
ENSDARG00000003961,19
ENSDARG00000003963,161
ENSDARG00000003965,6
ENSDARG00000003968,0
ENSDARG00000003970,76
ENSDARG00000003971,81
ENSDARG00000003973,26
ENSDARG00000003974,186
ENSDARG00000003977,16
ENSDARG00000003984,65
ENSDARG00000003989,281
ENSDARG00000003991,110
ENSDARG00000003994,105
ENSDARG00000003998,50
ENSDARG00000004015,9
ENSDARG00000004017,8
ENSDARG00000004018,35
ENSDARG00000004023,648
ENSDARG00000004034,193
ENSDARG00000004037,88
ENSDARG00000004046,19
ENSDARG00000004049,124
ENSDARG00000004051,4
ENSDARG00000004055,283
ENSDARG00000004059,8
ENSDARG00000004060,1717
ENSDARG00000004074,559
ENSDARG00000004078,173
ENSDARG00000004082,33
ENSDARG00000004094,448
ENSDARG00000004105,206
ENSDARG00000004109,0
ENSDARG00000004111,2
ENSDARG00000004114,38
ENSDARG00000004115,150
ENSDARG00000004130,1
ENSDARG00000004131,118
ENSDARG00000004132,585
ENSDARG00000004150,41
ENSDARG00000004151,50
ENSDARG00000004154,13
ENSDARG00000004158,22
ENSDARG00000004160,118
ENSDARG00000004161,263
ENSDARG00000004167,12
ENSDARG00000004169,150
ENSDARG00000004171,24
ENSDARG00000004173,555
ENSDARG00000004174,956
ENSDARG00000004176,28
ENSDARG00000004177,71
ENSDARG00000004184,293
ENSDARG00000004187,75
ENSDARG00000004189,190
ENSDARG00000004196,309
ENSDARG00000004199,4
ENSDARG00000004204,8
ENSDARG00000004211,24
ENSDARG00000004218,77
ENSDARG00000004219,54
ENSDARG00000004227,143
ENSDARG00000004232,31
ENSDARG00000004243,13
ENSDARG00000004246,486
ENSDARG00000004251,26
ENSDARG00000004256,0
ENSDARG00000004260,51
ENSDARG00000004261,234
ENSDARG00000004262,55
ENSDARG00000004270,156
ENSDARG00000004274,27
ENSDARG00000004280,52
ENSDARG00000004282,95
ENSDARG00000004291,241
ENSDARG00000004296,94
ENSDARG00000004297,562
ENSDARG00000004301,3
ENSDARG00000004302,92
ENSDARG00000004305,45
ENSDARG00000004306,69
ENSDARG00000004307,31
ENSDARG00000004308,24
ENSDARG00000004311,17
ENSDARG00000004318,31
ENSDARG00000004322,74
ENSDARG00000004325,10
ENSDARG00000004328,8
ENSDARG00000004336,347
ENSDARG00000004343,69
ENSDARG00000004358,175
ENSDARG00000004363,53
ENSDARG00000004372,96
ENSDARG00000004377,286
ENSDARG00000004378,22
ENSDARG00000004386,308
ENSDARG00000004392,4
ENSDARG00000004396,0
ENSDARG00000004402,127
ENSDARG00000004405,8
ENSDARG00000004406,13
ENSDARG00000004415,508
ENSDARG00000004427,0
ENSDARG00000004433,0
ENSDARG00000004436,5
ENSDARG00000004445,52
ENSDARG00000004447,9
ENSDARG00000004451,46
ENSDARG00000004452,1314
ENSDARG00000004455,30
ENSDARG00000004459,28
ENSDARG00000004460,28
ENSDARG00000004470,269
ENSDARG00000004472,47
ENSDARG00000004473,48
ENSDARG00000004492,22
ENSDARG00000004497,12
ENSDARG00000004498,0
ENSDARG00000004502,86
ENSDARG00000004517,49
ENSDARG00000004525,48
ENSDARG00000004527,19
ENSDARG00000004529,9
ENSDARG00000004537,1775
ENSDARG00000004539,30
ENSDARG00000004561,47
ENSDARG00000004574,33
ENSDARG00000004576,35
ENSDARG00000004580,177
ENSDARG00000004581,149
ENSDARG00000004586,34
ENSDARG00000004587,89
ENSDARG00000004588,1455
ENSDARG00000004592,53
ENSDARG00000004594,113
ENSDARG00000004597,133
ENSDARG00000004598,0
ENSDARG00000004616,12
ENSDARG00000004618,25
ENSDARG00000004621,958
ENSDARG00000004627,0
ENSDARG00000004632,49
ENSDARG00000004633,76
ENSDARG00000004634,796
ENSDARG00000004635,353
ENSDARG00000004636,108
ENSDARG00000004643,160
ENSDARG00000004647,0
ENSDARG00000004648,13
ENSDARG00000004658,105
ENSDARG00000004672,504
ENSDARG00000004680,59
ENSDARG00000004687,18
ENSDARG00000004692,245
ENSDARG00000004695,34
ENSDARG00000004696,88
ENSDARG00000004697,52
ENSDARG00000004702,382
ENSDARG00000004706,117
ENSDARG00000004712,124
ENSDARG00000004713,16
ENSDARG00000004714,368
ENSDARG00000004721,4
ENSDARG00000004724,115
ENSDARG00000004726,184
ENSDARG00000004735,888
ENSDARG00000004745,17
ENSDARG00000004748,96
ENSDARG00000004753,108
ENSDARG00000004754,269
ENSDARG00000004757,3784
ENSDARG00000004763,8
ENSDARG00000004771,45
ENSDARG00000004774,246
ENSDARG00000004782,1354
ENSDARG00000004785,271
ENSDARG00000004789,262
ENSDARG00000004794,18
ENSDARG00000004796,366
ENSDARG00000004806,19
ENSDARG00000004823,0
ENSDARG00000004830,424
ENSDARG00000004836,358
ENSDARG00000004840,118
ENSDARG00000004843,101
ENSDARG00000004851,32
ENSDARG00000004861,215
ENSDARG00000004864,0
ENSDARG00000004866,121
ENSDARG00000004869,32
ENSDARG00000004870,21
ENSDARG00000004871,5
ENSDARG00000004874,2
ENSDARG00000004875,45
ENSDARG00000004877,502
ENSDARG00000004880,32
ENSDARG00000004889,0
ENSDARG00000004891,100
ENSDARG00000004898,0
ENSDARG00000004904,7
ENSDARG00000004906,239
ENSDARG00000004925,7
ENSDARG00000004930,412
ENSDARG00000004931,58
ENSDARG00000004932,86
ENSDARG00000004937,0
ENSDARG00000004939,119
ENSDARG00000004948,258
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,2
ENSDARG00000004956,73
ENSDARG00000004964,19
ENSDARG00000004979,66
ENSDARG00000004988,197
ENSDARG00000005002,8
ENSDARG00000005004,13
ENSDARG00000005010,1
ENSDARG00000005015,364
ENSDARG00000005023,59
ENSDARG00000005026,539
ENSDARG00000005034,22
ENSDARG00000005049,46
ENSDARG00000005050,0
ENSDARG00000005057,20
ENSDARG00000005058,66
ENSDARG00000005078,129
ENSDARG00000005085,145
ENSDARG00000005092,26
ENSDARG00000005095,17
ENSDARG00000005098,50
ENSDARG00000005104,103
ENSDARG00000005108,55
ENSDARG00000005112,398
ENSDARG00000005115,48
ENSDARG00000005122,287
ENSDARG00000005126,101
ENSDARG00000005128,0
ENSDARG00000005134,121
ENSDARG00000005139,61
ENSDARG00000005141,158
ENSDARG00000005150,46
ENSDARG00000005154,60
ENSDARG00000005159,153
ENSDARG00000005162,466
ENSDARG00000005163,99
ENSDARG00000005172,30
ENSDARG00000005176,3
ENSDARG00000005179,14
ENSDARG00000005185,211
ENSDARG00000005186,351
ENSDARG00000005191,859
ENSDARG00000005210,45
ENSDARG00000005216,50
ENSDARG00000005218,5
ENSDARG00000005220,7
ENSDARG00000005221,47
ENSDARG00000005230,112
ENSDARG00000005232,256
ENSDARG00000005236,1361
ENSDARG00000005246,10
ENSDARG00000005251,24
ENSDARG00000005254,67
ENSDARG00000005271,0
ENSDARG00000005274,1
ENSDARG00000005284,2
ENSDARG00000005314,0
ENSDARG00000005315,375
ENSDARG00000005318,59
ENSDARG00000005320,9
ENSDARG00000005327,7
ENSDARG00000005332,0
ENSDARG00000005335,0
ENSDARG00000005343,59
ENSDARG00000005350,229
ENSDARG00000005355,124
ENSDARG00000005356,54
ENSDARG00000005359,316
ENSDARG00000005364,13
ENSDARG00000005368,161
ENSDARG00000005371,0
ENSDARG00000005372,79
ENSDARG00000005374,121
ENSDARG00000005382,0
ENSDARG00000005392,2
ENSDARG00000005394,396
ENSDARG00000005397,454
ENSDARG00000005414,11
ENSDARG00000005416,182
ENSDARG00000005423,43
ENSDARG00000005425,405
ENSDARG00000005448,7
ENSDARG00000005451,406
ENSDARG00000005453,427
ENSDARG00000005454,37
ENSDARG00000005456,195
ENSDARG00000005458,224
ENSDARG00000005462,71
ENSDARG00000005463,99
ENSDARG00000005464,3
ENSDARG00000005468,335
ENSDARG00000005476,391
ENSDARG00000005479,1171
ENSDARG00000005481,63
ENSDARG00000005482,1078
ENSDARG00000005485,102
ENSDARG00000005500,23
ENSDARG00000005510,0
ENSDARG00000005513,2749
ENSDARG00000005518,0
ENSDARG00000005522,0
ENSDARG00000005525,29
ENSDARG00000005526,115
ENSDARG00000005536,313
ENSDARG00000005540,436
ENSDARG00000005541,33
ENSDARG00000005544,47
ENSDARG00000005547,55
ENSDARG00000005549,243
ENSDARG00000005551,92
ENSDARG00000005559,24
ENSDARG00000005560,331
ENSDARG00000005561,119
ENSDARG00000005565,17
ENSDARG00000005574,88
ENSDARG00000005576,253
ENSDARG00000005578,202
ENSDARG00000005586,276
ENSDARG00000005590,103
ENSDARG00000005595,56
ENSDARG00000005606,186
ENSDARG00000005612,41
ENSDARG00000005616,0
ENSDARG00000005619,32
ENSDARG00000005625,196
ENSDARG00000005626,6
ENSDARG00000005627,0
ENSDARG00000005629,109
ENSDARG00000005640,7
ENSDARG00000005643,10
ENSDARG00000005645,334
ENSDARG00000005648,16
ENSDARG00000005651,91
ENSDARG00000005652,456
ENSDARG00000005670,173
ENSDARG00000005673,8
ENSDARG00000005675,95
ENSDARG00000005679,151
ENSDARG00000005690,122
ENSDARG00000005699,173
ENSDARG00000005704,37
ENSDARG00000005713,24
ENSDARG00000005716,70
ENSDARG00000005738,41
ENSDARG00000005739,91
ENSDARG00000005749,7
ENSDARG00000005754,795
ENSDARG00000005762,83
ENSDARG00000005772,43
ENSDARG00000005774,707
ENSDARG00000005775,1113
ENSDARG00000005776,91
ENSDARG00000005780,0
ENSDARG00000005783,393
ENSDARG00000005786,46
ENSDARG00000005789,120
ENSDARG00000005791,1440
ENSDARG00000005799,5
ENSDARG00000005800,86
ENSDARG00000005814,5
ENSDARG00000005821,5
ENSDARG00000005823,263
ENSDARG00000005827,215
ENSDARG00000005828,3
ENSDARG00000005834,317
ENSDARG00000005840,188
ENSDARG00000005841,205
ENSDARG00000005842,37
ENSDARG00000005853,15
ENSDARG00000005861,1004
ENSDARG00000005865,0
ENSDARG00000005867,297
ENSDARG00000005870,31
ENSDARG00000005883,112
ENSDARG00000005891,83
ENSDARG00000005894,22
ENSDARG00000005897,4
ENSDARG00000005908,112
ENSDARG00000005913,27
ENSDARG00000005915,513
ENSDARG00000005916,23
ENSDARG00000005924,451
ENSDARG00000005926,68
ENSDARG00000005927,145
ENSDARG00000005941,507
ENSDARG00000005942,21
ENSDARG00000005943,100
ENSDARG00000005945,265
ENSDARG00000005948,86
ENSDARG00000005972,94
ENSDARG00000005980,218
ENSDARG00000005989,55
ENSDARG00000005993,27
ENSDARG00000006003,77
ENSDARG00000006008,445
ENSDARG00000006010,49
ENSDARG00000006011,7
ENSDARG00000006019,283
ENSDARG00000006025,137
ENSDARG00000006029,8
ENSDARG00000006031,916
ENSDARG00000006038,131
ENSDARG00000006040,72
ENSDARG00000006044,34
ENSDARG00000006052,43
ENSDARG00000006060,600
ENSDARG00000006062,406
ENSDARG00000006065,35
ENSDARG00000006074,35
ENSDARG00000006079,11
ENSDARG00000006092,1097
ENSDARG00000006093,23
ENSDARG00000006094,488
ENSDARG00000006109,0
ENSDARG00000006110,12
ENSDARG00000006112,139
ENSDARG00000006120,219
ENSDARG00000006124,991
ENSDARG00000006125,140
ENSDARG00000006128,960
ENSDARG00000006137,9
ENSDARG00000006151,29
ENSDARG00000006169,135
ENSDARG00000006174,0
ENSDARG00000006181,98
ENSDARG00000006192,182
ENSDARG00000006196,97
ENSDARG00000006200,2191
ENSDARG00000006202,690
ENSDARG00000006206,7
ENSDARG00000006207,0
ENSDARG00000006215,69
ENSDARG00000006219,215
ENSDARG00000006220,57
ENSDARG00000006225,271
ENSDARG00000006235,100
ENSDARG00000006240,72
ENSDARG00000006242,1007
ENSDARG00000006251,432
ENSDARG00000006253,95
ENSDARG00000006257,724
ENSDARG00000006260,1593
ENSDARG00000006266,248
ENSDARG00000006272,198
ENSDARG00000006279,51
ENSDARG00000006283,298
ENSDARG00000006288,45
ENSDARG00000006290,32
ENSDARG00000006292,2
ENSDARG00000006299,155
ENSDARG00000006300,39
ENSDARG00000006301,341
ENSDARG00000006307,154
ENSDARG00000006308,18
ENSDARG00000006314,490
ENSDARG00000006316,1019
ENSDARG00000006332,273
ENSDARG00000006341,1
ENSDARG00000006345,119
ENSDARG00000006350,1
ENSDARG00000006353,84
ENSDARG00000006356,153
ENSDARG00000006368,18
ENSDARG00000006370,124
ENSDARG00000006372,0
ENSDARG00000006383,218
ENSDARG00000006385,38
ENSDARG00000006389,280
ENSDARG00000006392,63
ENSDARG00000006395,563
ENSDARG00000006396,524
ENSDARG00000006397,225
ENSDARG00000006399,305
ENSDARG00000006408,146
ENSDARG00000006409,1
ENSDARG00000006413,101
ENSDARG00000006420,558
ENSDARG00000006422,73
ENSDARG00000006427,21
ENSDARG00000006434,6
ENSDARG00000006447,0
ENSDARG00000006456,15
ENSDARG00000006467,78
ENSDARG00000006468,4
ENSDARG00000006474,1
ENSDARG00000006477,95
ENSDARG00000006487,406
ENSDARG00000006491,15
ENSDARG00000006494,108
ENSDARG00000006497,1009
ENSDARG00000006501,12
ENSDARG00000006508,76
ENSDARG00000006514,114
ENSDARG00000006522,0
ENSDARG00000006524,879
ENSDARG00000006526,700
ENSDARG00000006527,266
ENSDARG00000006544,3
ENSDARG00000006545,121
ENSDARG00000006546,192
ENSDARG00000006553,103
ENSDARG00000006560,0
ENSDARG00000006566,347
ENSDARG00000006567,5
ENSDARG00000006568,11
ENSDARG00000006577,43
ENSDARG00000006580,0
ENSDARG00000006584,548
ENSDARG00000006585,128
ENSDARG00000006588,30
ENSDARG00000006598,17
ENSDARG00000006600,146
ENSDARG00000006601,79
ENSDARG00000006602,12
ENSDARG00000006603,92
ENSDARG00000006604,28
ENSDARG00000006607,43
ENSDARG00000006609,76
ENSDARG00000006615,104
ENSDARG00000006617,66
ENSDARG00000006621,218
ENSDARG00000006624,97
ENSDARG00000006636,84
ENSDARG00000006639,117
ENSDARG00000006640,84
ENSDARG00000006642,81
ENSDARG00000006666,28
ENSDARG00000006672,179
ENSDARG00000006677,37
ENSDARG00000006678,1
ENSDARG00000006683,203
ENSDARG00000006691,787
