Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: Decanol_DESeq_normData
Work Source: Decanol_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:41.53
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 371
Total Run Time: 18 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-8953897	Cellular responses to stimuli	316	351	4	4	1	4	4	4	4	1	1	63	350	4488	0.050071	0.99166	0.087111	0.28	559564	eif2ak3	ENSDARG00000062139		0.0454538	0.0454538	0.0454538		0.0454538		0.0244293	0.0244293	0.0244293		0.0244293		0.0845726	0.0845726	0.0845726		0.0845726										0.0454538	0.0244293	0.0845726	1	0	1	559564	ENSDARG00000062139	0.0454538	0.0454538		0.0244293	0.0244293		0.0845726	0.0845726		0.0454538	0.0244293	0.0845726	0															0						Poly 2,1(1)	1.527004361152649	1.527004361152649	1.527004361152649	1.527004361152649	0.0	1.527004361152649	0.0454538	0.0454538	0.0244293	0.0244293	0.0845726	0.0845726	UP	1.0	0.0	0.0	
R-DRE-9006925	Intracellular signaling by second messengers	168	175	6	6	6	6	6	4	6	4	4	60	171	4667	0.92295	0.19387	0.29001	2.29	792957;368245;317734;100005297	trib1;fgf19;esr2a;epgn	ENSDARG00000110963;ENSDARG00000098663;ENSDARG00000016454;ENSDARG00000104992		0.0347087525	0.024448249999999998	0.00637201	0.0346084455906121	0.02006812754433447	0.0213017835076425	0.01346468	0.01171197	0.00114438	0.013804299131821218	0.007777442760479388	0.010881337135365722	0.10262542499999999	0.0683018	0.0354801	0.0923384448561333	0.0678209816032164	0.05188273963990001									0.00637201;0.0146343;0.0835665;0.0342622	0.00114438;0.00267624;0.0292904;0.0207477	0.0354801;0.0800241;0.238418;0.0565795	3	1	3	792957;368245;100005297	ENSDARG00000110963;ENSDARG00000098663;ENSDARG00000104992	0.018422836666666668	0.0146343	0.01432586584172256	0.008189440000000001	0.00267624	0.010902709270433658	0.05736123333333334	0.0565795	0.022282287006798313	0.00637201;0.0146343;0.0342622	0.00114438;0.00267624;0.0207477	0.0354801;0.0800241;0.0565795	1	317734	ENSDARG00000016454	0.0835665	0.0835665		0.0292904	0.0292904		0.238418	0.238418		0.0835665	0.0292904	0.238418	0						Hill,2(0.5);Poly 2,2(0.5)	2.40076712356356	10.903170347213745	1.7175103425979614	5.385933876037598	1.7789379254976705	1.899863064289093	7.924758212001434E-4	0.06862502917879987	-6.353314918479402E-5	0.026992893149184797	0.012133749040989392	0.19311710095901058	UP	0.75	0.25	0.0	
R-DRE-9006931	Signaling by Nuclear Receptors	139	155	4	4	4	4	4	3	4	3	3	61	152	4686	0.85695	0.32979	0.45599	1.94	553579;317734;100005297	fabp11b;esr2a;epgn	ENSDARG00000002311;ENSDARG00000016454;ENSDARG00000104992		0.20119323333333336	0.0835665	0.0342622	0.2476642292043066	0.21185217886229446	0.26358332126630835	0.10707770000000001	0.0292904	0.0207477	0.1421939188231691	0.11705499067373623	0.1479995937756166	0.38835083333333337	0.238418	0.0565795	0.4269607571646174	0.3874555728757278	0.46832383481311307									0.485751;0.0835665;0.0342622	0.271195;0.0292904;0.0207477	0.870055;0.238418;0.0565795	2	1	2	553579;100005297	ENSDARG00000002311;ENSDARG00000104992	0.2600066	0.2600066	0.3192507921097769	0.14597135	0.14597135	0.17709298415986166	0.46331725	0.46331725	0.5752140423791173	0.485751;0.0342622	0.271195;0.0207477	0.870055;0.0565795	1	317734	ENSDARG00000016454	0.0835665	0.0835665		0.0292904	0.0292904		0.238418	0.238418		0.0835665	0.0292904	0.238418	0						Linear,1(0.34);Poly 2,2(0.67)	1.7548595638260938	5.304555773735046	1.5048296451568604	2.035060167312622	0.2651327794578699	1.764665961265564	-0.07906522509017194	0.4814516917568386	-0.05382986672698156	0.26798526672698153	-0.09480074650816728	0.8715024131748339	UP	0.6666666666666666	0.3333333333333333	0.0	
R-DRE-9006934	Signaling by Receptor Tyrosine Kinases	253	254	4	4	4	4	4	4	4	4	4	60	250	4588	0.76396	0.42546	0.57299	1.57	792957;368245;114433;100005297	trib1;fgf19;igf1;epgn	ENSDARG00000110963;ENSDARG00000098663;ENSDARG00000094132;ENSDARG00000104992		0.0287358525	0.024448249999999998	0.00637201	0.023711884581176276	0.022034367213771167	0.020385949645604542	0.01301648	0.01171197	0.00114438	0.01313191939271636	0.009259406641177016	0.01193512372612249	0.075397425	0.0683018	0.0354801	0.040400706043943926	0.0673135138898853	0.03466843134952999									0.00637201;0.0146343;0.0596749;0.0342622	0.00114438;0.00267624;0.0274976;0.0207477	0.0354801;0.0800241;0.129506;0.0565795	3	1	3	792957;368245;100005297	ENSDARG00000110963;ENSDARG00000098663;ENSDARG00000104992	0.018422836666666668	0.0146343	0.01432586584172256	0.008189440000000001	0.00267624	0.010902709270433658	0.05736123333333334	0.0565795	0.022282287006798313	0.00637201;0.0146343;0.0342622	0.00114438;0.00267624;0.0207477	0.0354801;0.0800241;0.0565795	1	114433	ENSDARG00000094132	0.0596749	0.0596749		0.0274976	0.0274976		0.129506	0.129506		0.0596749	0.0274976	0.129506	0						Hill,2(0.5);Poly 2,2(0.5)	2.3662212989849722	10.788540482521057	1.7175103425979614	5.385933876037598	1.7946283329519452	1.842548131942749	0.005498205610447251	0.051973499389552744	1.4719899513796798E-4	0.025885761004862035	0.035804733076934964	0.11499011692306504	UP	0.75	0.25	0.0	
R-DRE-9009391	Extra-nuclear estrogen signaling	44	44	3	3	3	3	3	2	3	2	2	62	42	4796	0.98078	0.11201	0.11201	4.55	317734;100005297	esr2a;epgn	ENSDARG00000016454;ENSDARG00000104992		0.058914350000000004	0.058914350000000004	0.0342622	0.03486340487165587	0.04359140684145076	0.02731065405962913	0.02501905	0.02501905	0.0207477	0.006040601099642322	0.022364123218349345	0.004731975191518641	0.14749874999999998	0.14749874999999998	0.0565795	0.12857923643079006	0.09098641741367679	0.10072404168037828									0.0835665;0.0342622	0.0292904;0.0207477	0.238418;0.0565795	1	1	1	100005297	ENSDARG00000104992	0.0342622	0.0342622		0.0207477	0.0207477		0.0565795	0.0565795		0.0342622	0.0207477	0.0565795	1	317734	ENSDARG00000016454	0.0835665	0.0835665		0.0292904	0.0292904		0.238418	0.238418		0.0835665	0.0292904	0.238418	0						Poly 2,2(1)	1.8950465446484388	3.799726128578186	1.764665961265564	2.035060167312622	0.19119757668942736	1.899863064289093	0.010596136000000006	0.107232564	0.016647204000000002	0.033390896	-0.030702979999999963	0.32570047999999996	CONFLICT	0.5	0.5	0.0	
R-DRE-9614085	FOXO-mediated transcription	19	19	1	1	1	1	1	0	1	0	0	64	19	4819	0.77868	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9614399	Regulation of localization of FOXO transcription factors	11	11	1	1	1	1	1	0	1	0	0	64	11	4827	0.86527	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-9711123	Cellular response to chemical stress	112	119	2	2	0	2	2	2	2	0	0	64	119	4719	0.20533	1.0	0.40784	0.0																																		0	0	0															0															0																							
R-DRE-9755511	KEAP1-NFE2L2 pathway	59	63	1	1	0	1	1	1	1	0	0	64	63	4775	0.43463	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-211945	Phase I - Functionalization of compounds	61	61	2	2	1	2	2	2	2	1	1	63	60	4778	0.81107	0.55364	0.55364	1.64	563369	cyp2r1	ENSDARG00000056587		0.0015877	0.0015877	0.0015877		0.0015877		2.93192E-4	2.93192E-4	2.93192E-4		2.93192E-4		0.00859774	0.00859774	0.00859774		0.00859774										0.0015877	2.93192E-4	0.00859774	1	0	1	563369	ENSDARG00000056587	0.0015877	0.0015877		2.93192E-4	2.93192E-4		0.00859774	0.00859774		0.0015877	2.93192E-4	0.00859774	0															0						Exp 5,1(1)	3.1648030281066895	3.1648030281066895	3.1648030281066895	3.1648030281066895	0.0	3.1648030281066895	0.0015877	0.0015877	2.93192E-4	2.93192E-4	0.00859774	0.00859774	UP	1.0	0.0	0.0	
R-DRE-373076	Class A/1 (Rhodopsin-like receptors)	154	219	10	10	8	8	8	8	10	6	6	58	213	4625	0.97699	0.064656	0.064656	2.74	798498;569038;560530;557194;492350;30509	adra1aa;cckar;sstr2b;adrb1;s1pr5a;oprd1a	ENSDARG00000028725;ENSDARG00000052089;ENSDARG00000069806;ENSDARG00000007490;ENSDARG00000040526;ENSDARG00000041660		0.21554083333333332	0.197015	0.0152959	0.20967681006656572	0.19500372315628667	0.2121064115599973	0.12807263333333332	0.12128594999999999	0.0109461	0.12211465153113557	0.11406957056777403	0.12243594178552417	0.36544611666666665	0.3228715	0.0213741	0.365980846654873	0.3360134034223394	0.3726885379360382									0.054928;0.0152959;0.508437;0.347938;0.0275441;0.339102	0.0266619;0.0109461;0.277336;0.219761;0.0178208;0.21591	0.113161;0.0213741;0.932113;0.550874;0.0425726;0.532582	6	0	6	798498;569038;560530;557194;492350;30509	ENSDARG00000028725;ENSDARG00000052089;ENSDARG00000069806;ENSDARG00000007490;ENSDARG00000040526;ENSDARG00000041660	0.21554083333333332	0.197015	0.20967681006656572	0.12807263333333332	0.12128594999999999	0.12211465153113557	0.36544611666666665	0.3228715	0.365980846654873	0.054928;0.0152959;0.508437;0.347938;0.0275441;0.339102	0.0266619;0.0109461;0.277336;0.219761;0.0178208;0.21591	0.113161;0.0213741;0.932113;0.550874;0.0425726;0.532582	0															0						Linear,3(0.5);Poly 2,3(0.5)	1.6111529404696279	9.685833930969238	1.5235373973846436	1.8364096879959106	0.11378330719267563	1.5819907784461975	0.04776444278453387	0.38331722388213285	0.030360561786107493	0.22578470488055916	0.07260044888750317	0.6582917844458301	UP	1.0	0.0	0.0	
R-DRE-375276	Peptide ligand-binding receptors	90	108	6	6	4	5	5	5	6	3	3	61	105	4733	0.94834	0.16633	0.16633	2.78	569038;560530;30509	cckar;sstr2b;oprd1a	ENSDARG00000052089;ENSDARG00000069806;ENSDARG00000041660		0.28761163333333334	0.339102	0.0152959	0.2505703085401448	0.31871641120493754	0.2601123772150544	0.16806403333333333	0.21591	0.0109461	0.13949129757874978	0.18167847104758836	0.14214939913790572	0.49535636666666666	0.532582	0.0213741	0.4565091968691357	0.5620108067926441	0.4801254767332421									0.0152959;0.508437;0.339102	0.0109461;0.277336;0.21591	0.0213741;0.932113;0.532582	3	0	3	569038;560530;30509	ENSDARG00000052089;ENSDARG00000069806;ENSDARG00000041660	0.28761163333333334	0.339102	0.2505703085401448	0.16806403333333333	0.21591	0.13949129757874978	0.49535636666666666	0.532582	0.4565091968691357	0.0152959;0.508437;0.339102	0.0109461;0.277336;0.21591	0.0213741;0.932113;0.532582	0															0						Linear,2(0.67);Poly 2,1(0.34)	1.6458368858091745	4.953394293785095	1.5235373973846436	1.8364096879959106	0.16421896885884085	1.593447208404541	0.004064636563636204	0.5711586301030305	0.010214770448198601	0.3259132962184681	-0.021232420425206733	1.01194515375854	UP	1.0	0.0	0.0	
R-DRE-380108	Chemokine receptors bind chemokines	14	25	1	1	1	0	0	0	1	0	0	64	25	4813	0.71938	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-416476	G alpha (q) signalling events	109	125	2	2	2	2	2	2	2	2	2	62	123	4715	0.77701	0.48923	0.67861	1.6	798498;569038	adra1aa;cckar	ENSDARG00000028725;ENSDARG00000052089		0.035111949999999996	0.035111949999999996	0.0152959	0.02802412666266338	0.0416818817862818	0.026439055729208787	0.018804	0.018804	0.0109461	0.011112748751771536	0.021409255183723483	0.01048420124164754	0.06726755	0.06726755	0.0213741	0.06490313941409154	0.08248333901633446	0.061232156870600164									0.054928;0.0152959	0.0266619;0.0109461	0.113161;0.0213741	2	0	2	798498;569038	ENSDARG00000028725;ENSDARG00000052089	0.035111949999999996	0.035111949999999996	0.02802412666266338	0.018804	0.018804	0.011112748751771536	0.06726755	0.06726755	0.06490313941409154	0.054928;0.0152959	0.0266619;0.0109461	0.113161;0.0213741	0															0						Poly 2,2(1)	1.684403005241491	3.3813881874084473	1.5449784994125366	1.8364096879959106	0.20607296969655933	1.6906940937042236	-0.0037275079999999905	0.073951408	0.003402516000000003	0.034205484	-0.022683612000000006	0.15721871199999998	UP	1.0	0.0	0.0	
R-DRE-418594	G alpha (i) signalling events	146	166	6	6	5	4	4	4	6	3	3	61	163	4675	0.8297	0.36949	0.47817	1.81	560530;492350;30509	sstr2b;s1pr5a;oprd1a	ENSDARG00000069806;ENSDARG00000040526;ENSDARG00000041660		0.2916943666666667	0.339102	0.0275441	0.24392643991847895	0.2515137742618174	0.26955280336747506	0.17035560000000002	0.21591	0.0178208	0.13562240698822595	0.14385589181744257	0.14861104804210046	0.5024225333333333	0.532582	0.0425726	0.4455364473084702	0.44197255773312394	0.492918795428814									0.508437;0.0275441;0.339102	0.277336;0.0178208;0.21591	0.932113;0.0425726;0.532582	3	0	3	560530;492350;30509	ENSDARG00000069806;ENSDARG00000040526;ENSDARG00000041660	0.2916943666666667	0.339102	0.24392643991847895	0.17035560000000002	0.21591	0.13562240698822595	0.5024225333333333	0.532582	0.4455364473084702	0.508437;0.0275441;0.339102	0.277336;0.0178208;0.21591	0.932113;0.0425726;0.532582	0															0						Linear,2(0.67);Poly 2,1(0.34)	1.5622339778972614	4.687518954277039	1.5235373973846436	1.593447208404541	0.035639618028716895	1.570534348487854	0.015665614997840915	0.5677231183354925	0.016884398961717423	0.32382680103828265	-0.001749418729843022	1.0065944853965096	UP	1.0	0.0	0.0	
R-DRE-500792	GPCR ligand binding	198	264	12	12	10	10	10	10	12	8	8	56	256	4582	0.99325	0.020478	0.020478	3.03	798498;569038;560530;557194;554221;492350;30509;100334757	adra1aa;cckar;sstr2b;adrb1;pthlha;s1pr5a;oprd1a;iapp	ENSDARG00000028725;ENSDARG00000052089;ENSDARG00000069806;ENSDARG00000007490;ENSDARG00000031737;ENSDARG00000040526;ENSDARG00000041660;ENSDARG00000105976		0.176013775	0.05878685	0.0152959	0.19174890440862463	0.17639160041086918	0.19899155144939282	0.102782425	0.027212399999999998	0.0109461	0.11333367967221836	0.10229101742458771	0.11560001538629443	0.3048337125	0.127259	0.0213741	0.3291887954707339	0.30713917251845807	0.34722506252654134									0.054928;0.0152959;0.508437;0.347938;0.0522195;0.0275441;0.339102;0.0626457	0.0266619;0.0109461;0.277336;0.219761;0.0260607;0.0178208;0.21591;0.0277629	0.113161;0.0213741;0.932113;0.550874;0.104636;0.0425726;0.532582;0.141357	7	1	7	798498;569038;560530;557194;554221;492350;30509	ENSDARG00000028725;ENSDARG00000052089;ENSDARG00000069806;ENSDARG00000007490;ENSDARG00000031737;ENSDARG00000040526;ENSDARG00000041660	0.1922092142857143	0.054928	0.20111569232183607	0.1134995	0.0266619	0.1179546110651607	0.3281875285714286	0.113161	0.34833279126883204	0.054928;0.0152959;0.508437;0.347938;0.0522195;0.0275441;0.339102	0.0266619;0.0109461;0.277336;0.219761;0.0260607;0.0178208;0.21591	0.113161;0.0213741;0.932113;0.550874;0.104636;0.0425726;0.532582	1	100334757	ENSDARG00000105976	0.0626457	0.0626457		0.0277629	0.0277629		0.141357	0.141357		0.0626457	0.0277629	0.141357	0						Linear,3(0.38);Poly 2,5(0.63)	1.6953663377500183	13.650800466537476	1.5235373973846436	2.15051531791687	0.21531865965747393	1.6051869988441467	0.043138563419419046	0.30888898658058095	0.02424619183561144	0.18131865816438858	0.07671751552337236	0.5329499094766277	UP	0.875	0.125	0.0	
R-DRE-983168	Antigen processing: Ubiquitination & Proteasome degradation	184	193	3	3	1	3	3	3	3	1	1	63	192	4646	0.27509	0.92481	0.51888	0.52	567287	rnf217	ENSDARG00000060944		0.900937	0.900937	0.900937		0.900937		0.334078	0.334078	0.334078		0.334078		2.42963	2.42963	2.42963		2.42963										0.900937	0.334078	2.42963	1	0	1	567287	ENSDARG00000060944	0.900937	0.900937		0.334078	0.334078		2.42963	2.42963		0.900937	0.334078	2.42963	0															0						Linear,1(1)	1.5741350650787354	1.5741350650787354	1.5741350650787354	1.5741350650787354	0.0	1.5741350650787354	0.900937	0.900937	0.334078	0.334078	2.42963	2.42963	UP	1.0	0.0	0.0	
R-DRE-983169	Class I MHC mediated antigen processing & presentation	215	231	3	3	1	3	3	3	3	1	1	63	230	4608	0.18773	0.95539	0.3699	0.43	567287	rnf217	ENSDARG00000060944		0.900937	0.900937	0.900937		0.900937		0.334078	0.334078	0.334078		0.334078		2.42963	2.42963	2.42963		2.42963										0.900937	0.334078	2.42963	1	0	1	567287	ENSDARG00000060944	0.900937	0.900937		0.334078	0.334078		2.42963	2.42963		0.900937	0.334078	2.42963	0															0						Linear,1(1)	1.5741350650787354	1.5741350650787354	1.5741350650787354	1.5741350650787354	0.0	1.5741350650787354	0.900937	0.900937	0.334078	0.334078	2.42963	2.42963	UP	1.0	0.0	0.0	
R-DRE-397014	Muscle contraction	90	92	6	6	4	5	5	5	6	4	4	60	88	4750	0.99334	0.031385	0.031385	4.35	799300;334274;246275;100008070	myhz1.2;myhc4;myhz2;myhz1.3	ENSDARG00000067995;ENSDARG00000035438;ENSDARG00000012944;ENSDARG00000067997		0.031873125	0.029495649999999998	0.0273471	0.0062857729603578985	0.03287091458528047	0.00716451711692136	0.020095675	0.0197072	0.0177357	0.002494978810030247	0.020183523131273348	0.0028132021680089565	0.05088092500000001	0.04422835	0.0421671	0.014738005016142199	0.05384343073837963	0.016382058689774024									0.0300464;0.0411541;0.0289449;0.0273471	0.0209244;0.0232326;0.01849;0.0177357	0.0431451;0.0728999;0.0453116;0.0421671	0	4	0															4	799300;334274;246275;100008070	ENSDARG00000067995;ENSDARG00000035438;ENSDARG00000012944;ENSDARG00000067997	0.031873125	0.029495649999999998	0.0062857729603578985	0.020095675	0.0197072	0.002494978810030247	0.05088092500000001	0.04422835	0.014738005016142199	0.0300464;0.0411541;0.0289449;0.0273471	0.0209244;0.0232326;0.01849;0.0177357	0.0431451;0.0728999;0.0453116;0.0421671	0						Poly 2,4(1)	1.8150770337336626	7.364977598190308	1.5477638244628906	2.393728017807007	0.3768022660119032	1.711742877960205	0.02571306749884925	0.03803318250115076	0.017650595766170347	0.022540754233829653	0.03643768008418062	0.06532416991581938	DOWN	0.0	1.0	0.0	
R-DRE-5576886	Phase 4 - resting membrane potential	11	12	1	1	0	1	1	1	1	0	0	64	12	4826	0.85395	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-5576891	Cardiac conduction	60	61	1	1	0	1	1	1	1	0	0	64	61	4777	0.44636	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-382551	Transport of small molecules	350	372	7	7	4	7	7	7	7	4	4	60	368	4470	0.45889	0.72694	1.0	1.08	393558;387529;100534752;100334818	mb;ldlra;slc16a1a;lo018422.1	ENSDARG00000031952;ENSDARG00000029476;ENSDARG00000016963;ENSDARG00000001937		0.2761572	0.3416355	0.0222468	0.177639563281832	0.24904834144062898	0.20061822605560933	0.171641225	0.21516649999999998	0.0150969	0.10717406253630504	0.15330257066456995	0.1210427327867373	0.44516545	0.5436485	0.0327828	0.2959143448263534	0.4051803841031851	0.3332229069306647									0.398664;0.0222468;0.399111;0.284607	0.240997;0.0150969;0.241135;0.189336	0.659481;0.0327828;0.660582;0.427816	3	1	3	393558;100534752;100334818	ENSDARG00000031952;ENSDARG00000016963;ENSDARG00000001937	0.360794	0.398664	0.06598025597858817	0.22382266666666664	0.240997	0.02986640913021404	0.5826263333333334	0.659481	0.13407081162704043	0.398664;0.399111;0.284607	0.240997;0.241135;0.189336	0.659481;0.660582;0.427816	1	387529	ENSDARG00000029476	0.0222468	0.0222468		0.0150969	0.0150969		0.0327828	0.0327828		0.0222468	0.0150969	0.0327828	0						Linear,3(0.75);Poly 2,1(0.25)	1.5957777995179845	6.388406038284302	1.5161572694778442	1.6967036724090576	0.07544967172907106	1.5877725481987	0.10207042798380464	0.45024397201619537	0.06661064371442103	0.27667180628557897	0.1551693920701736	0.7351615079298264	UP	0.75	0.25	0.0	
R-DRE-917937	Iron uptake and transport	38	45	1	1	0	1	1	1	1	0	0	64	45	4793	0.55207	1.0	1.0	0.0																																		0	0	0															0															0																							
R-DRE-109704	PI3K Cascade	30	31	2	2	2	2	2	2	2	2	2	62	29	4809	0.99265	0.061239	0.061239	6.45	792957;368245	trib1;fgf19	ENSDARG00000110963;ENSDARG00000098663		0.010503155	0.010503155	0.00637201	0.005842321287129795	0.010650533017648279	0.005838602355176976	0.00191031	0.00191031	0.00114438	0.001083188593828425	0.0019376344451737585	0.0010824990896956411	0.0577521	0.0577521	0.0354801	0.03149736446117357	0.05854665047185767	0.03147731480122378	0.5	0.010503155			0.00191031		0.0577521		0.00637201;0.0146343	0.00114438;0.00267624	0.0354801;0.0800241	2	0	2	792957;368245	ENSDARG00000110963;ENSDARG00000098663	0.010503155	0.010503155	0.005842321287129795	0.00191031	0.00191031	0.001083188593828425	0.0577521	0.0577521	0.03149736446117357	0.00637201;0.0146343	0.00114438;0.00267624	0.0354801;0.0800241	0															0						Hill,2(1)	3.0414465533103328	7.103444218635559	1.7175103425979614	5.385933876037598	2.5939671567594824	3.5517221093177795	0.0024061108000000015	0.0186001992	4.090871999999999E-4	0.0034115328	0.014098980000000004	0.10140521999999999	UP	1.0	0.0	0.0	
R-DRE-112399	IRS-mediated signalling	30	31	2	2	2	2	2	2	2	2	2	62	29	4809	0.99265	0.061239	0.061239	6.45	792957;368245	trib1;fgf19	ENSDARG00000110963;ENSDARG00000098663		0.010503155	0.010503155	0.00637201	0.005842321287129795	0.010650533017648279	0.005838602355176976	0.00191031	0.00191031	0.00114438	0.001083188593828425	0.0019376344451737585	0.0010824990896956411	0.0577521	0.0577521	0.0354801	0.03149736446117357	0.05854665047185767	0.03147731480122378	0.5	0.010503155			0.00191031		0.0577521		0.00637201;0.0146343	0.00114438;0.00267624	0.0354801;0.0800241	2	0	2	792957;368245	ENSDARG00000110963;ENSDARG00000098663	0.010503155	0.010503155	0.005842321287129795	0.00191031	0.00191031	0.001083188593828425	0.0577521	0.0577521	0.03149736446117357	0.00637201;0.0146343	0.00114438;0.00267624	0.0354801;0.0800241	0															0						Hill,2(1)	3.0414465533103328	7.103444218635559	1.7175103425979614	5.385933876037598	2.5939671567594824	3.5517221093177795	0.0024061108000000015	0.0186001992	4.090871999999999E-4	0.0034115328	0.014098980000000004	0.10140521999999999	UP	1.0	0.0	0.0	
R-DRE-1307965	betaKlotho-mediated ligand binding	3	3	1	1	1	1	1	1	1	1	1	63	2	4836	0.9995	0.038666	0.038666	33.33	368245	fgf19	ENSDARG00000098663		0.0146343	0.0146343	0.0146343		0.0146343		0.00267624	0.00267624	0.00267624		0.00267624		0.0800241	0.0800241	0.0800241		0.0800241		0.0	0.0146343	0.0	0.0146343	0.00267624	0.00267624	0.0800241	0.0800241	0.0146343	0.00267624	0.0800241	1	0	1	368245	ENSDARG00000098663	0.0146343	0.0146343		0.00267624	0.00267624		0.0800241	0.0800241		0.0146343	0.00267624	0.0800241	0															0						Hill,1(1)	5.385933876037598	5.385933876037598	5.385933876037598	5.385933876037598	0.0	5.385933876037598	0.0146343	0.0146343	0.00267624	0.00267624	0.0800241	0.0800241	UP	1.0	0.0	0.0	
R-DRE-190236	Signaling by FGFR	63	64	1	1	1	1	1	1	1	1	1	63	63	4775	0.79678	0.57112	0.57112	1.56	368245	fgf19	ENSDARG00000098663		0.0146343	0.0146343	0.0146343		0.0146343		0.00267624	0.00267624	0.00267624		0.00267624		0.0800241	0.0800241	0.0800241		0.0800241										0.0146343	0.00267624	0.0800241	1	0	1	368245	ENSDARG00000098663	0.0146343	0.0146343		0.00267624	0.00267624		0.0800241	0.0800241		0.0146343	0.00267624	0.0800241	0															0						Hill,1(1)	5.385933876037598	5.385933876037598	5.385933876037598	5.385933876037598	0.0	5.385933876037598	0.0146343	0.0146343	0.00267624	0.00267624	0.0800241	0.0800241	UP	1.0	0.0	0.0	
R-DRE-190322	FGFR4 ligand binding and activation	10	10	1	1	1	1	1	1	1	1	1	63	9	4829	0.99294	0.12326	0.12326	10.0	368245	fgf19	ENSDARG00000098663		0.0146343	0.0146343	0.0146343		0.0146343		0.00267624	0.00267624	0.00267624		0.00267624		0.0800241	0.0800241	0.0800241		0.0800241		0.0	0.0146343	0.0	0.0146343	0.00267624	0.00267624	0.0800241	0.0800241	0.0146343	0.00267624	0.0800241	1	0	1	368245	ENSDARG00000098663	0.0146343	0.0146343		0.00267624	0.00267624		0.0800241	0.0800241		0.0146343	0.00267624	0.0800241	0															0						Hill,1(1)	5.385933876037598	5.385933876037598	5.385933876037598	5.385933876037598	0.0	5.385933876037598	0.0146343	0.0146343	0.00267624	0.00267624	0.0800241	0.0800241	UP	1.0	0.0	0.0	
