Signaling Pathway Analyses
Organism Code: dre
Signaling Pathway File Creation Date: 10/06/22
Pathway DB Name: REACTOME
Deduplicate Gene Sets: false
Data Source: Malathion_DESeq_normData
Work Source: Malathion_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:43.42
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 435
Total Run Time: 24 seconds

GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-416476	G alpha (q) signalling events	109	125	3	3	1	3	3	3	3	1	1	92	124	4685	0.30791	0.91155	0.73286	0.8	100329657	ltb4r	ENSDARG00000032631		0.415223	0.415223	0.415223		0.415223		0.247213	0.247213	0.247213		0.247213		0.697414	0.697414	0.697414		0.697414										0.415223	0.247213	0.697414	0	1	0															1	100329657	ENSDARG00000032631	0.415223	0.415223		0.247213	0.247213		0.697414	0.697414		0.415223	0.247213	0.697414	0						Linear,1(1)	1.7348366975784302	1.7348366975784302	1.7348366975784302	1.7348366975784302	0.0	1.7348366975784302	0.415223	0.415223	0.247213	0.247213	0.697414	0.697414	DOWN	0.0	1.0	0.0	
R-DRE-418594	G alpha (i) signalling events	148	166	4	4	2	4	4	4	4	2	2	91	164	4645	0.38406	0.82977	0.77104	1.2	795679;30268	si:dkey-42l23.2;ccl27a	ENSDARG00000011083;ENSDARG00000058570		0.6169074999999999	0.6169074999999999	0.448442	0.23824619489196505	0.5098088521805209	0.18390489023127826	0.29365600000000003	0.29365600000000003	0.259366	0.04849338305377279	0.2718568029315798	0.03743258225589555	1.3280915	1.3280915	0.775353	0.781690283145761	0.9766988056633725	0.6033954321157815									0.785373;0.448442	0.327946;0.259366	1.88083;0.775353	0	2	0															2	795679;30268	ENSDARG00000011083;ENSDARG00000058570	0.6169074999999999	0.6169074999999999	0.23824619489196505	0.29365600000000003	0.29365600000000003	0.04849338305377279	1.3280915	1.3280915	0.781690283145761	0.785373;0.448442	0.327946;0.259366	1.88083;0.775353	0						Linear,2(1)	2.757954425104691	5.546680688858032	2.481614351272583	3.065066337585449	0.4125628560185884	2.773340344429016	0.28671512	0.9470998799999999	0.2264476	0.3608644000000001	0.24472404000000014	2.41145896	DOWN	0.0	1.0	0.0	
R-DRE-500792	GPCR ligand binding	200	264	11	11	6	11	11	11	11	6	6	87	258	4551	0.76654	0.38546	0.63886	2.27	795679;561406;503868;30268;286834;100329657	si:dkey-42l23.2;ptgir;vipr1b;ccl27a;mc5ra;ltb4r	ENSDARG00000011083;ENSDARG00000038278;ENSDARG00000059058;ENSDARG00000058570;ENSDARG00000031348;ENSDARG00000032631		0.5939083333333334	0.5567255	0.415223	0.17568212950629541	0.5457219079063794	0.164233260142235	0.28945400000000004	0.286848	0.247213	0.03702731967075091	0.2790565560413214	0.036070446119367404	1.247617	1.0895975	0.697414	0.5724712553824866	1.0924405649862594	0.5260662279346868									0.785373;0.800961;0.654033;0.448442;0.459418;0.415223	0.327946;0.328503;0.31078;0.259366;0.262916;0.247213	1.88083;1.95291;1.37641;0.775353;0.802785;0.697414	0	6	0															6	795679;561406;503868;30268;286834;100329657	ENSDARG00000011083;ENSDARG00000038278;ENSDARG00000059058;ENSDARG00000058570;ENSDARG00000031348;ENSDARG00000032631	0.5939083333333334	0.5567255	0.17568212950629541	0.28945400000000004	0.286848	0.03702731967075091	1.247617	1.0895975	0.5724712553824866	0.785373;0.800961;0.654033;0.448442;0.459418;0.415223	0.327946;0.328503;0.31078;0.259366;0.262916;0.247213	1.88083;1.95291;1.37641;0.775353;0.802785;0.697414	0						Linear,6(1)	1.9355335415381971	12.048707723617554	1.5105202198028564	3.065066337585449	0.6291912675156274	1.7400166988372803	0.4533333524227813	0.7344833142438855	0.2598259736861554	0.3190820263138446	0.7895445937547809	1.705689406245219	DOWN	0.0	1.0	0.0	
R-DRE-983168	Antigen processing: Ubiquitination & Proteasome degradation	184	193	3	3	1	3	3	3	3	1	1	92	192	4617	0.11246	0.97699	0.27121	0.52	564855	fbxl3l	ENSDARG00000037738		0.0593744	0.0593744	0.0593744		0.0593744		0.0274661	0.0274661	0.0274661		0.0274661		0.128352	0.128352	0.128352		0.128352										0.0593744	0.0274661	0.128352	0	1	0															1	564855	ENSDARG00000037738	0.0593744	0.0593744		0.0274661	0.0274661		0.128352	0.128352		0.0593744	0.0274661	0.128352	0						Poly 2,1(1)	1.6272410154342651	1.6272410154342651	1.6272410154342651	1.6272410154342651	0.0	1.6272410154342651	0.0593744	0.0593744	0.0274661	0.0274661	0.128352	0.128352	DOWN	0.0	1.0	0.0	
R-DRE-983169	Class I MHC mediated antigen processing & presentation	214	231	6	5	2	6	6	6	6	2	2	91	229	4580	0.17769	0.93881	0.32506	0.87	564855;100286774	fbxl3l;mrc1a	ENSDARG00000037738;ENSDARG00000102100		0.06258875	0.06258875	0.0593744	0.004545777364214008	0.06176074690041874	0.004392369927404508	0.027934149999999998	0.027934149999999998	0.0274661	6.619226578687542E-4	0.027813582280007153	6.395845954925164E-4	0.14040350000000001	0.14040350000000001	0.128352	0.017043394746939323	0.13729908406688643	0.016468227224824775									0.0593744;0.0658031	0.0274661;0.0284022	0.128352;0.152455	0	2	0															2	564855;100286774	ENSDARG00000037738;ENSDARG00000102100	0.06258875	0.06258875	0.004545777364214008	0.027934149999999998	0.027934149999999998	6.619226578687542E-4	0.14040350000000001	0.14040350000000001	0.017043394746939323	0.0593744;0.0658031	0.0274661;0.0284022	0.128352;0.152455	0						Poly 2,2(1)	1.5714937548328967	3.1448973417282104	1.5176563262939453	1.6272410154342651	0.07748807680533996	1.5724486708641052	0.056288623999999995	0.068888876	0.027016771999999998	0.028851527999999998	0.11678256000000001	0.16402444000000002	DOWN	0.0	1.0	0.0	
R-DRE-397014	Muscle contraction	90	92	1	1	1	1	1	1	1	1	1	92	91	4718	0.47498	0.83118	1.0	1.09	60658	nos1	ENSDARG00000068910		0.117302	0.117302	0.117302		0.117302		0.0254537	0.0254537	0.0254537		0.0254537		0.540582	0.540582	0.540582		0.540582										0.117302	0.0254537	0.540582	1	0	1	60658	ENSDARG00000068910	0.117302	0.117302		0.0254537	0.0254537		0.540582	0.540582		0.117302	0.0254537	0.540582	0															0						Poly 2,1(1)	1.6635297536849976	1.6635297536849976	1.6635297536849976	1.6635297536849976	0.0	1.6635297536849976	0.117302	0.117302	0.0254537	0.0254537	0.540582	0.540582	UP	1.0	0.0	0.0	
R-DRE-5576891	Cardiac conduction	60	61	1	1	1	1	1	1	1	1	1	92	60	4749	0.67726	0.69139	1.0	1.64	60658	nos1	ENSDARG00000068910		0.117302	0.117302	0.117302		0.117302		0.0254537	0.0254537	0.0254537		0.0254537		0.540582	0.540582	0.540582		0.540582										0.117302	0.0254537	0.540582	1	0	1	60658	ENSDARG00000068910	0.117302	0.117302		0.0254537	0.0254537		0.540582	0.540582		0.117302	0.0254537	0.540582	0															0						Poly 2,1(1)	1.6635297536849976	1.6635297536849976	1.6635297536849976	1.6635297536849976	0.0	1.6635297536849976	0.117302	0.117302	0.0254537	0.0254537	0.540582	0.540582	UP	1.0	0.0	0.0	
R-DRE-1236975	Antigen processing-Cross presentation	54	65	3	2	1	3	3	3	3	1	1	92	64	4745	0.64936	0.71444	1.0	1.54	100286774	mrc1a	ENSDARG00000102100		0.0658031	0.0658031	0.0658031		0.0658031		0.0284022	0.0284022	0.0284022		0.0284022		0.152455	0.152455	0.152455		0.152455										0.0658031	0.0284022	0.152455	0	1	0															1	100286774	ENSDARG00000102100	0.0658031	0.0658031		0.0284022	0.0284022		0.152455	0.152455		0.0658031	0.0284022	0.152455	0						Poly 2,1(1)	1.5176563262939453	1.5176563262939453	1.5176563262939453	1.5176563262939453	0.0	1.5176563262939453	0.0658031	0.0658031	0.0284022	0.0284022	0.152455	0.152455	DOWN	0.0	1.0	0.0	
R-DRE-382551	Transport of small molecules	351	372	13	12	6	13	13	13	13	6	6	87	366	4443	0.43353	0.71924	0.84362	1.61	751641;571852;566530;445125;393339;100329340	cyb5r2;lmf2a;atp8b3;pltp;slc5a12;slc34a1a	ENSDARG00000051925;ENSDARG00000078094;ENSDARG00000042285;ENSDARG00000104495;ENSDARG00000005004;ENSDARG00000028824		0.4078973833333333	0.35702	0.0458923	0.32777653003050977	0.2795917574879185	0.24509969458144906	0.20252465	0.223653	0.0247009	0.11342285502849504	0.15915767574157647	0.10775819571371495	0.8883670833333334	0.570036	0.0852645	1.0125652968939047	0.520829242114195	0.6666376725021486									0.340143;0.544639;0.976514;0.166299;0.0458923;0.373897	0.216323;0.287741;0.33534;0.12006;0.0247009;0.230983	0.534837;1.0309;2.84362;0.230346;0.0852645;0.605235	1	5	1	751641	ENSDARG00000051925	0.340143	0.340143		0.216323	0.216323		0.534837	0.534837		0.340143	0.216323	0.534837	5	571852;566530;445125;393339;100329340	ENSDARG00000078094;ENSDARG00000042285;ENSDARG00000104495;ENSDARG00000005004;ENSDARG00000028824	0.42144826	0.373897	0.36458143138438626	0.19976498	0.230983	0.12658519547996916	0.9590731	0.605235	1.115399275885456	0.544639;0.976514;0.166299;0.0458923;0.373897	0.287741;0.33534;0.12006;0.0247009;0.230983	1.0309;2.84362;0.230346;0.0852645;0.605235	0						Linear,5(0.84);Poly 2,1(0.17)	1.6970868451511312	10.230855941772461	1.5323107242584229	2.0682027339935303	0.189023716957773	1.64650958776474	0.14562153557663327	0.6701732310900334	0.11176746413676923	0.2932818358632308	0.07814610251099097	1.6985880641556759	DOWN	0.16666666666666666	0.8333333333333334	0.0	
R-DRE-5673001	RAF/MAP kinase cascade	153	157	2	1	1	2	2	1	2	1	1	92	156	4653	0.19469	0.95295	0.37132	0.64	570643	vwf	ENSDARG00000077231		0.0697095	0.0697095	0.0697095		0.0697095		0.0289375	0.0289375	0.0289375		0.0289375		0.167928	0.167928	0.167928		0.167928										0.0697095	0.0289375	0.167928	1	0	1	570643	ENSDARG00000077231	0.0697095	0.0697095		0.0289375	0.0289375		0.167928	0.167928		0.0697095	0.0289375	0.167928	0															0						Poly 2,1(1)	3.4553530216217045	3.455353021621704	3.455353021621704	3.455353021621704	0.0	3.455353021621704	0.0697095	0.0697095	0.0289375	0.0289375	0.167928	0.167928	UP	1.0	0.0	0.0	
R-DRE-5683057	MAPK family signaling cascades	175	180	2	1	1	2	2	1	2	1	1	92	179	4630	0.13759	0.97019	0.26316	0.56	570643	vwf	ENSDARG00000077231		0.0697095	0.0697095	0.0697095		0.0697095		0.0289375	0.0289375	0.0289375		0.0289375		0.167928	0.167928	0.167928		0.167928										0.0697095	0.0289375	0.167928	1	0	1	570643	ENSDARG00000077231	0.0697095	0.0697095		0.0289375	0.0289375		0.167928	0.167928		0.0697095	0.0289375	0.167928	0															0						Poly 2,1(1)	3.4553530216217045	3.455353021621704	3.455353021621704	3.455353021621704	0.0	3.455353021621704	0.0697095	0.0697095	0.0289375	0.0289375	0.167928	0.167928	UP	1.0	0.0	0.0	
R-DRE-5684996	MAPK1/MAPK3 signaling	156	161	2	1	1	2	2	1	2	1	1	92	160	4649	0.18346	0.95653	0.37306	0.62	570643	vwf	ENSDARG00000077231		0.0697095	0.0697095	0.0697095		0.0697095		0.0289375	0.0289375	0.0289375		0.0289375		0.167928	0.167928	0.167928		0.167928										0.0697095	0.0289375	0.167928	1	0	1	570643	ENSDARG00000077231	0.0697095	0.0697095		0.0289375	0.0289375		0.167928	0.167928		0.0697095	0.0289375	0.167928	0															0						Poly 2,1(1)	3.4553530216217045	3.455353021621704	3.455353021621704	3.455353021621704	0.0	3.455353021621704	0.0697095	0.0697095	0.0289375	0.0289375	0.167928	0.167928	UP	1.0	0.0	0.0	
R-DRE-141424	Amplification of signal from the kinetochores	61	61	3	2	1	2	2	2	3	1	1	92	60	4749	0.67726	0.69139	1.0	1.64	564240	si:dkey-6i22.5	ENSDARG00000077822		0.102495	0.102495	0.102495		0.10249499999999999		0.0272799	0.0272799	0.0272799		0.0272799		0.385089	0.385089	0.385089		0.385089										0.102495	0.0272799	0.385089	0	1	0															1	564240	ENSDARG00000077822	0.102495	0.102495		0.0272799	0.0272799		0.385089	0.385089		0.102495	0.0272799	0.385089	0						Poly 2,1(1)	1.5293833017349243	1.5293833017349243	1.5293833017349243	1.5293833017349243	0.0	1.5293833017349243	0.102495	0.102495	0.0272799	0.0272799	0.385089	0.385089	DOWN	0.0	1.0	0.0	
R-DRE-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	61	61	3	2	1	2	2	2	3	1	1	92	60	4749	0.67726	0.69139	1.0	1.64	564240	si:dkey-6i22.5	ENSDARG00000077822		0.102495	0.102495	0.102495		0.10249499999999999		0.0272799	0.0272799	0.0272799		0.0272799		0.385089	0.385089	0.385089		0.385089										0.102495	0.0272799	0.385089	0	1	0															1	564240	ENSDARG00000077822	0.102495	0.102495		0.0272799	0.0272799		0.385089	0.385089		0.102495	0.0272799	0.385089	0						Poly 2,1(1)	1.5293833017349243	1.5293833017349243	1.5293833017349243	1.5293833017349243	0.0	1.5293833017349243	0.102495	0.102495	0.0272799	0.0272799	0.385089	0.385089	DOWN	0.0	1.0	0.0	
R-DRE-194315	Signaling by Rho GTPases	377	394	5	3	2	4	4	4	5	2	2	91	392	4417	0.01653	0.99645	0.032126	0.51	564240;393111	si:dkey-6i22.5;samm50	ENSDARG00000077822;ENSDARG00000045814		0.2262395	0.2262395	0.102495	0.17500115016907747	0.28524720402857145	0.15382322416024508	0.12400045	0.12400045	0.0272799	0.13678351357018506	0.1701217530710912	0.12023053019368293	0.4700185	0.4700185	0.385089	0.1201084507455656	0.5105172276145167	0.10557341551598284									0.102495;0.349984	0.0272799;0.220721	0.385089;0.554948	1	1	1	393111	ENSDARG00000045814	0.349984	0.349984		0.220721	0.220721		0.554948	0.554948		0.349984	0.220721	0.554948	1	564240	ENSDARG00000077822	0.102495	0.102495		0.0272799	0.0272799		0.385089	0.385089		0.102495	0.0272799	0.385089	0						Linear,1(0.5);Poly 2,1(0.5)	1.53151280444253	3.063028573989868	1.5293833017349243	1.5336452722549438	0.003013668255922967	1.531514286994934	-0.016299719999999962	0.46877872	-0.06557182799999998	0.31357272799999997	0.30355668	0.63648032	CONFLICT	0.5	0.5	0.0	
R-DRE-195258	RHO GTPase Effectors	163	179	4	2	1	3	3	3	4	1	1	92	178	4631	0.13972	0.96959	0.26289	0.56	564240	si:dkey-6i22.5	ENSDARG00000077822		0.102495	0.102495	0.102495		0.10249499999999999		0.0272799	0.0272799	0.0272799		0.0272799		0.385089	0.385089	0.385089		0.385089										0.102495	0.0272799	0.385089	0	1	0															1	564240	ENSDARG00000077822	0.102495	0.102495		0.0272799	0.0272799		0.385089	0.385089		0.102495	0.0272799	0.385089	0						Poly 2,1(1)	1.5293833017349243	1.5293833017349243	1.5293833017349243	1.5293833017349243	0.0	1.5293833017349243	0.102495	0.102495	0.0272799	0.0272799	0.385089	0.385089	DOWN	0.0	1.0	0.0	
R-DRE-2467813	Separation of Sister Chromatids	126	129	3	2	1	2	2	2	3	1	1	92	128	4681	0.29128	0.91825	0.51974	0.78	564240	si:dkey-6i22.5	ENSDARG00000077822		0.102495	0.102495	0.102495		0.10249499999999999		0.0272799	0.0272799	0.0272799		0.0272799		0.385089	0.385089	0.385089		0.385089										0.102495	0.0272799	0.385089	0	1	0															1	564240	ENSDARG00000077822	0.102495	0.102495		0.0272799	0.0272799		0.385089	0.385089		0.102495	0.0272799	0.385089	0						Poly 2,1(1)	1.5293833017349243	1.5293833017349243	1.5293833017349243	1.5293833017349243	0.0	1.5293833017349243	0.102495	0.102495	0.0272799	0.0272799	0.385089	0.385089	DOWN	0.0	1.0	0.0	
R-DRE-2500257	Resolution of Sister Chromatid Cohesion	78	78	3	2	1	2	2	2	3	1	1	92	77	4732	0.5618	0.7782	1.0	1.28	564240	si:dkey-6i22.5	ENSDARG00000077822		0.102495	0.102495	0.102495		0.10249499999999999		0.0272799	0.0272799	0.0272799		0.0272799		0.385089	0.385089	0.385089		0.385089										0.102495	0.0272799	0.385089	0	1	0															1	564240	ENSDARG00000077822	0.102495	0.102495		0.0272799	0.0272799		0.385089	0.385089		0.102495	0.0272799	0.385089	0						Poly 2,1(1)	1.5293833017349243	1.5293833017349243	1.5293833017349243	1.5293833017349243	0.0	1.5293833017349243	0.102495	0.102495	0.0272799	0.0272799	0.385089	0.385089	DOWN	0.0	1.0	0.0	
R-DRE-2555396	Mitotic Metaphase and Anaphase	153	156	3	2	1	2	2	2	3	1	1	92	155	4654	0.19759	0.95201	0.37104	0.64	564240	si:dkey-6i22.5	ENSDARG00000077822		0.102495	0.102495	0.102495		0.10249499999999999		0.0272799	0.0272799	0.0272799		0.0272799		0.385089	0.385089	0.385089		0.385089										0.102495	0.0272799	0.385089	0	1	0															1	564240	ENSDARG00000077822	0.102495	0.102495		0.0272799	0.0272799		0.385089	0.385089		0.102495	0.0272799	0.385089	0						Poly 2,1(1)	1.5293833017349243	1.5293833017349243	1.5293833017349243	1.5293833017349243	0.0	1.5293833017349243	0.102495	0.102495	0.0272799	0.0272799	0.385089	0.385089	DOWN	0.0	1.0	0.0	
R-DRE-5663220	RHO GTPases Activate Formins	79	79	3	2	1	2	2	2	3	1	1	92	78	4731	0.55532	0.78248	1.0	1.27	564240	si:dkey-6i22.5	ENSDARG00000077822		0.102495	0.102495	0.102495		0.10249499999999999		0.0272799	0.0272799	0.0272799		0.0272799		0.385089	0.385089	0.385089		0.385089										0.102495	0.0272799	0.385089	0	1	0															1	564240	ENSDARG00000077822	0.102495	0.102495		0.0272799	0.0272799		0.385089	0.385089		0.102495	0.0272799	0.385089	0						Poly 2,1(1)	1.5293833017349243	1.5293833017349243	1.5293833017349243	1.5293833017349243	0.0	1.5293833017349243	0.102495	0.102495	0.0272799	0.0272799	0.385089	0.385089	DOWN	0.0	1.0	0.0	
R-DRE-68877	Mitotic Prometaphase	119	119	6	4	2	5	5	4	6	2	2	91	117	4692	0.60586	0.66573	1.0	1.68	564240;101885282	si:dkey-6i22.5;crocc2	ENSDARG00000077822;ENSDARG00000017425		0.5162065	0.5162065	0.102495	0.5850764142097167	0.44133852762056724	0.5754163569869083	0.18107595	0.18107595	0.0272799	0.21750045974941062	0.15324399845051234	0.21390936149944195	1.4837045	1.4837045	0.385089	1.5536769399332993	1.2848917647736002	1.5280245502949537									0.102495;0.929918	0.0272799;0.334872	0.385089;2.58232	0	2	0															2	564240;101885282	ENSDARG00000077822;ENSDARG00000017425	0.5162065	0.5162065	0.5850764142097167	0.18107595	0.18107595	0.21750045974941062	1.4837045	1.4837045	1.5536769399332993	0.102495;0.929918	0.0272799;0.334872	0.385089;2.58232	0						Linear,1(0.5);Poly 2,1(0.5)	1.5550010437747328	3.11043119430542	1.5293833017349243	1.5810478925704956	0.036532382527060814	1.55521559715271	-0.2946680399999999	1.32708104	-0.12036430799999998	0.48251620799999995	-0.6695818799999997	3.63699088	DOWN	0.0	1.0	0.0	
R-DRE-68882	Mitotic Anaphase	152	155	3	2	1	2	2	2	3	1	1	92	154	4655	0.20052	0.95105	0.37081	0.65	564240	si:dkey-6i22.5	ENSDARG00000077822		0.102495	0.102495	0.102495		0.10249499999999999		0.0272799	0.0272799	0.0272799		0.0272799		0.385089	0.385089	0.385089		0.385089										0.102495	0.0272799	0.385089	0	1	0															1	564240	ENSDARG00000077822	0.102495	0.102495		0.0272799	0.0272799		0.385089	0.385089		0.102495	0.0272799	0.385089	0						Poly 2,1(1)	1.5293833017349243	1.5293833017349243	1.5293833017349243	1.5293833017349243	0.0	1.5293833017349243	0.102495	0.102495	0.0272799	0.0272799	0.385089	0.385089	DOWN	0.0	1.0	0.0	
R-DRE-68886	M Phase	233	252	6	4	2	5	5	4	6	2	2	91	250	4559	0.13492	0.95676	0.23879	0.79	564240;101885282	si:dkey-6i22.5;crocc2	ENSDARG00000077822;ENSDARG00000017425		0.5162065	0.5162065	0.102495	0.5850764142097167	0.44133852762056724	0.5754163569869083	0.18107595	0.18107595	0.0272799	0.21750045974941062	0.15324399845051234	0.21390936149944195	1.4837045	1.4837045	0.385089	1.5536769399332993	1.2848917647736002	1.5280245502949537									0.102495;0.929918	0.0272799;0.334872	0.385089;2.58232	0	2	0															2	564240;101885282	ENSDARG00000077822;ENSDARG00000017425	0.5162065	0.5162065	0.5850764142097167	0.18107595	0.18107595	0.21750045974941062	1.4837045	1.4837045	1.5536769399332993	0.102495;0.929918	0.0272799;0.334872	0.385089;2.58232	0						Linear,1(0.5);Poly 2,1(0.5)	1.5550010437747328	3.11043119430542	1.5293833017349243	1.5810478925704956	0.036532382527060814	1.55521559715271	-0.2946680399999999	1.32708104	-0.12036430799999998	0.48251620799999995	-0.6695818799999997	3.63699088	DOWN	0.0	1.0	0.0	
R-DRE-69618	Mitotic Spindle Checkpoint	75	75	3	2	1	2	2	2	3	1	1	92	74	4735	0.58149	0.76487	1.0	1.33	564240	si:dkey-6i22.5	ENSDARG00000077822		0.102495	0.102495	0.102495		0.10249499999999999		0.0272799	0.0272799	0.0272799		0.0272799		0.385089	0.385089	0.385089		0.385089										0.102495	0.0272799	0.385089	0	1	0															1	564240	ENSDARG00000077822	0.102495	0.102495		0.0272799	0.0272799		0.385089	0.385089		0.102495	0.0272799	0.385089	0						Poly 2,1(1)	1.5293833017349243	1.5293833017349243	1.5293833017349243	1.5293833017349243	0.0	1.5293833017349243	0.102495	0.102495	0.0272799	0.0272799	0.385089	0.385089	DOWN	0.0	1.0	0.0	
R-DRE-69620	Cell Cycle Checkpoints	174	187	8	7	5	7	7	6	8	4	4	89	183	4626	0.71903	0.47698	0.78098	2.14	799015;564240;553396;503536	dbf4;si:dkey-6i22.5;mcm10;rbbp8	ENSDARG00000074796;ENSDARG00000077822;ENSDARG00000045815;ENSDARG00000043480		0.060758425000000005	0.052713499999999996	0.0351117	0.029235706910941957	0.049959146260597984	0.018973497780170743	0.025095025	0.0260405	0.0210192	0.0028837170415686115	0.02440505672552763	0.002737604784357417	0.164389175	0.10690749999999999	0.0586527	0.14926386008516093	0.10889350358451201	0.0909529138051357									0.0351117;0.102495;0.0485277;0.0568993	0.0210192;0.0272799;0.0250988;0.0269822	0.0586527;0.385089;0.093827;0.119988	1	3	1	503536	ENSDARG00000043480	0.0568993	0.0568993		0.0269822	0.0269822		0.119988	0.119988		0.0568993	0.0269822	0.119988	3	799015;564240;553396	ENSDARG00000074796;ENSDARG00000077822;ENSDARG00000045815	0.062044800000000004	0.0485277	0.03566736987822343	0.02446596666666667	0.0250988	0.003177963128063834	0.17918956666666666	0.093827	0.179179352410827	0.0351117;0.102495;0.0485277	0.0210192;0.0272799;0.0250988	0.0586527;0.385089;0.093827	0						Poly 2,4(1)	1.5614032745087982	6.248485088348389	1.5022361278533936	1.609034538269043	0.05461455846090752	1.568607211112976	0.03210743222727687	0.08940941777272314	0.022268982299262743	0.027921067700737257	0.018110592116542257	0.31066775788345774	DOWN	0.25	0.75	0.0	
R-DRE-9648025	EML4 and NUDC in mitotic spindle formation	69	69	3	2	1	2	2	2	3	1	1	92	68	4741	0.62184	0.73578	1.0	1.45	564240	si:dkey-6i22.5	ENSDARG00000077822		0.102495	0.102495	0.102495		0.10249499999999999		0.0272799	0.0272799	0.0272799		0.0272799		0.385089	0.385089	0.385089		0.385089										0.102495	0.0272799	0.385089	0	1	0															1	564240	ENSDARG00000077822	0.102495	0.102495		0.0272799	0.0272799		0.385089	0.385089		0.102495	0.0272799	0.385089	0						Poly 2,1(1)	1.5293833017349243	1.5293833017349243	1.5293833017349243	1.5293833017349243	0.0	1.5293833017349243	0.102495	0.102495	0.0272799	0.0272799	0.385089	0.385089	DOWN	0.0	1.0	0.0	
R-DRE-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	386	403	7	5	3	6	6	5	7	2	2	91	401	4408	0.01431	0.99699	0.032986	0.5	564240;393111	si:dkey-6i22.5;samm50	ENSDARG00000077822;ENSDARG00000045814		0.2262395	0.2262395	0.102495	0.17500115016907747	0.28524720402857145	0.15382322416024508	0.12400045	0.12400045	0.0272799	0.13678351357018506	0.1701217530710912	0.12023053019368293	0.4700185	0.4700185	0.385089	0.1201084507455656	0.5105172276145167	0.10557341551598284									0.102495;0.349984	0.0272799;0.220721	0.385089;0.554948	1	1	1	393111	ENSDARG00000045814	0.349984	0.349984		0.220721	0.220721		0.554948	0.554948		0.349984	0.220721	0.554948	1	564240	ENSDARG00000077822	0.102495	0.102495		0.0272799	0.0272799		0.385089	0.385089		0.102495	0.0272799	0.385089	0						Linear,1(0.5);Poly 2,1(0.5)	1.53151280444253	3.063028573989868	1.5293833017349243	1.5336452722549438	0.003013668255922967	1.531514286994934	-0.016299719999999962	0.46877872	-0.06557182799999998	0.31357272799999997	0.30355668	0.63648032	CONFLICT	0.5	0.5	0.0	
