Chemical,model,term,df,sumsq,meansq,statistic,p.value,adj_p.value,is.significant
24-DNP,,Dose,5,16.51667641071428,3.303335282142856,0.5540353707880893,0.734152705609977,0.7789181144886342,FALSE
24-DNP,,Group,2,70.32706595029258,35.16353297514629,5.897627508602945,0.006458799272559865,0.0255416153051231,TRUE
24-DNP,,Dose:Group,10,101.60536997232614,10.160536997232615,1.704125195253016,0.12144095494461071,0.22968180609089417,FALSE
24-DNP,,Residuals,33,196.75650699999994,5.962318393939392,NA,NA,NA,NA
34-DCA,,Dose,5,404.9088954259258,80.98177908518515,1.7115914973480282,0.15695164113437776,0.2677410348762915,FALSE
34-DCA,,Group,2,436.2881755925923,218.14408779629616,4.610587345532736,0.016492705356407157,0.053384085716979876,FALSE
34-DCA,,Dose:Group,10,1123.3269057407413,112.33269057407412,2.3742091150969267,0.028095291551590452,0.07406940499964755,FALSE
34-DCA,,Residuals,36,1703.2943033333327,47.31373064814813,NA,NA,NA,NA
4-TPP,,Dose,5,742.7903389419938,148.55806778839877,8.097559178575892,4.5142510365640844e-5,6.545664003017922e-4,TRUE
4-TPP,,Group,2,90.34393873996619,45.171969369983096,2.4622203333127928,0.10076587204582224,0.1992416106360576,FALSE
4-TPP,,Dose:Group,10,212.2614713572558,21.22614713572558,1.1569885440992491,0.35304016865129556,0.4792163217400674,FALSE
4-TPP,,Residuals,33,605.4190070000008,18.34603051515154,NA,NA,NA,NA
4C3MP,,Dose,5,226.04715281481464,45.20943056296293,5.0212604528664455,0.0013660472964995558,0.008128336692884887,TRUE
4C3MP,,Group,2,18.719743259259268,9.359871629629634,1.039569679877112,0.3639793780833287,0.4797909983825696,FALSE
4C3MP,,Dose:Group,10,57.49713429629628,5.749713429629628,0.6386014665525621,0.7710480013816781,0.8082069412073011,FALSE
4C3MP,,Residuals,36,324.1296713333333,9.00360198148148,NA,NA,NA,NA
4TOP,,Dose,5,894.7040858493592,178.94081716987185,6.580685973217843,2.2138658966390184e-4,0.002140070366751051,TRUE
4TOP,,Group,2,218.77382906916876,109.38691453458438,4.022787788254929,0.02703313757633639,0.07349634278566457,FALSE
4TOP,,Dose:Group,10,491.64333547249794,49.1643335472498,1.8080561231027146,0.09683650546276147,0.19592502268047088,FALSE
4TOP,,Residuals,34,924.5218216666669,27.191818284313733,NA,NA,NA,NA
Aniline,,Dose,5,292.3606495263892,58.47212990527784,5.786617723046822,6.944539896235426e-4,0.005840813840503941,TRUE
Aniline,,Group,2,52.46194713401723,26.230973567008615,2.595913929961425,0.09070750711997456,0.19245239349536347,FALSE
Aniline,,Dose:Group,9,104.82176081876044,11.646862313195605,1.1526164685398346,0.3580351829092458,0.4792163217400674,FALSE
Aniline,,Residuals,31,313.24620249999987,10.104716209677415,NA,NA,NA,NA
BPA,,Dose,5,2190.0375301666677,438.0075060333335,5.15053456155924,0.001152746948466806,0.0077145372705086255,TRUE
BPA,,Group,2,570.5499901111107,285.27499505555534,3.3545514662263805,0.04613992901154282,0.1115048284445618,FALSE
BPA,,Dose:Group,10,1362.4614878888915,136.24614878888914,1.6021198005750885,0.14561853898709573,0.25888326270608186,FALSE
BPA,,Residuals,36,3061.482265333333,85.04117403703702,NA,NA,NA,NA
BPAF,,Dose,5,8.863000493972747,1.7726000987945494,0.72582471956754,0.6086961968103437,0.7060875882999986,FALSE
BPAF,,Group,2,18.95884895229468,9.47942447614734,3.8815300849527827,0.030025288721157357,0.0768294152570791,FALSE
BPAF,,Dose:Group,10,31.57562397826083,3.1575623978260827,1.2929237922742312,0.2721866179000384,0.41544273258426917,FALSE
BPAF,,Residuals,35,85.47656449999997,2.4421875571428564,NA,NA,NA,NA
Clofibric-acid,,Dose,5,227.26144837960297,45.452289675920596,7.318507206358592,1.1405026170149723e-4,0.0012402965960037825,TRUE
Clofibric-acid,,Group,2,6.832234052115181,3.4161170260575906,0.5500465928388983,0.582280424820018,0.7035888466575216,FALSE
Clofibric-acid,,Dose:Group,10,31.600580481614966,3.1600580481614964,0.5088172182937,0.8710898279958282,0.8915860592427888,FALSE
Clofibric-acid,,Residuals,32,198.73906366666668,6.210595739583334,NA,NA,NA,NA
DES,,Dose,5,93.39076103703704,18.678152207407408,1.2325314325966394,0.3142012313648192,0.44089527626998826,FALSE
DES,,Group,2,1890.8222080370379,945.4111040185189,62.38566264422021,2.0030434095908715e-12,1.7426477663440583e-10,TRUE
DES,,Dose:Group,10,375.03896840740776,37.50389684074078,2.4748021746360402,0.022642088231649475,0.06354392503720982,FALSE
DES,,Residuals,36,545.5548326666668,15.15430090740741,NA,NA,NA,NA
DMSO,,Dose,5,609.9285970555554,121.98571941111109,5.494485422532226,7.384937039717626e-4,0.005840813840503941,TRUE
DMSO,,Group,2,18.72885811111108,9.36442905555554,0.4217929703942096,0.6590690857050984,0.7351155186710713,FALSE
DMSO,,Dose:Group,10,231.31484633333332,23.131484633333333,1.0418892123843282,0.42998666270659414,0.5421570964561404,FALSE
DMSO,,Residuals,36,799.2533533333334,22.20148203703704,NA,NA,NA,NA
EE2,,Dose,5,43.71787565330189,8.743575130660378,1.7648830983450805,0.14580781462756334,0.25888326270608186,FALSE
EE2,,Group,2,8.06271157910626,4.03135578955313,0.8137256888716801,0.4514124338431419,0.5610411677764764,FALSE
EE2,,Dose:Group,10,137.27185812922713,13.727185812922713,2.7708206159417856,0.012451050792628161,0.043329656758346,TRUE
EE2,,Residuals,35,173.39682716666675,4.954195061904764,NA,NA,NA,NA
Fadrozole,,Dose,5,258.33268539727464,51.666537079454926,3.138865328444598,0.01914858651842126,0.05553090090342165,FALSE
Fadrozole,,Group,2,584.5819227415454,292.2909613707727,17.75737288244318,4.745606765997848e-6,1.0321694716045319e-4,TRUE
Fadrozole,,Dose:Group,10,128.4208963140096,12.842089631400961,0.7801875675699458,0.647006823964625,0.7310336842197712,FALSE
Fadrozole,,Residuals,35,576.1090739999996,16.460259257142848,NA,NA,NA,NA
Fenitrothione,,Dose,5,163.12879459643602,32.62575891928721,5.036484076405454,0.001401437360842222,0.008128336692884887,TRUE
Fenitrothione,,Group,2,257.58437575120763,128.79218787560382,19.88183033552158,1.7045353661519714e-6,4.943152561840717e-5,TRUE
Fenitrothione,,Dose:Group,10,261.70799969323684,26.170799969323685,4.04002302715387,9.745182071181328e-4,0.007065257001606463,TRUE
Fenitrothione,,Residuals,35,226.72593516666672,6.477883861904763,NA,NA,NA,NA
Fluoxetine,,Dose,5,208.9714754814814,41.79429509629628,9.412128211735492,8.376707768241473e-6,1.4575471516740162e-4,TRUE
Fluoxetine,,Group,2,16.38101492592593,8.190507462962964,1.8445126585569658,0.1727337527140127,0.2835440846437567,FALSE
Fluoxetine,,Dose:Group,10,32.96182351851851,3.2961823518518507,0.7423044421112569,0.680613563092529,0.7495364555575953,FALSE
Fluoxetine,,Residuals,36,159.8570046666667,4.440472351851853,NA,NA,NA,NA
Flutamide,,Dose,5,263.9702290314465,52.7940458062893,4.975644810478041,0.0015172000105952142,0.008249775057611477,TRUE
Flutamide,,Group,2,61.786024646135274,30.893012323067637,2.911552886272528,0.06766047416423321,0.1549068750602181,FALSE
Flutamide,,Dose:Group,10,88.08843135386472,8.808843135386471,0.8302010949060364,0.6030477914195462,0.7060875882999986,FALSE
Flutamide,,Residuals,35,371.3672646666667,10.610493276190477,NA,NA,NA,NA
Glyphosate,,Dose,5,282.7034985338049,56.54069970676098,4.810012155053315,0.0018859935268520592,0.009651849225654655,TRUE
Glyphosate,,Group,2,70.22663365640103,35.11331682820052,2.9871487552122837,0.0634218984134961,0.14912716653984218,FALSE
Glyphosate,,Dose:Group,10,631.670534718599,63.1670534718599,5.373727183680699,8.751961513390846e-5,0.0010877437880928624,TRUE
Glyphosate,,Residuals,35,411.41777316666673,11.75479351904762,NA,NA,NA,NA
Malathion,,Dose,5,532.9594196574949,106.59188393149898,2.631750942663659,0.04024391799264099,0.10003488186742189,FALSE
Malathion,,Group,2,559.3276413858697,279.66382069293485,6.904892723451102,0.0029670171049774566,0.013585815164896774,TRUE
Malathion,,Dose:Group,10,623.8772878780189,62.38772878780189,1.5403514600929462,0.16661172263276933,0.27875422825097945,FALSE
Malathion,,Residuals,35,1417.5794058333333,40.50226873809524,NA,NA,NA,NA
NN-Dimethylformamide,,Dose,5,112.6639799035639,22.53279598071278,3.189507778453805,0.017794695238993293,0.053384085716979876,FALSE
NN-Dimethylformamide,,Group,2,31.2261573381643,15.61307866908215,2.2100247081309363,0.12477868363865585,0.23097330801197996,FALSE
NN-Dimethylformamide,,Dose:Group,10,258.45597221739115,25.845597221739116,3.6584333985042057,0.0020440283972159227,0.009879470586543626,TRUE
NN-Dimethylformamide,,Residuals,35,247.26318733333343,7.064662495238098,NA,NA,NA,NA
Prochloraz,,Dose,5,47.84770000000005,9.56954000000001,1.2887594359007815,0.2916072406937884,0.42614938432078864,FALSE
Prochloraz,,Group,2,83.67115323484853,41.835576617424266,5.6341260000016256,0.007702793710242127,0.02913665446917674,TRUE
Prochloraz,,Dose:Group,10,61.78625818181818,6.178625818181818,0.8320945755054051,0.6015139553280113,0.7060875882999986,FALSE
Prochloraz,,Residuals,34,252.46322233333342,7.425388892156866,NA,NA,NA,NA
SDS,,Dose,5,14.155187793650795,2.831037558730159,0.6989321211053018,0.6279862909825047,0.7188790436247092,FALSE
SDS,,Group,2,21.18039010257111,10.590195051285555,2.614528185007167,0.08786338745554369,0.1911028677158075,FALSE
SDS,,Dose:Group,10,51.3129086037781,5.13129086037781,1.2668231807778543,0.2872116698059298,0.42614938432078864,FALSE
SDS,,Residuals,34,137.71763249999995,4.050518602941175,NA,NA,NA,NA
TEG,,Dose,5,287.81090118627446,57.56218023725489,3.5544893197975287,0.011113400018212281,0.04028607506601952,TRUE
TEG,,Group,2,10.73988762133201,5.369943810666005,0.3315963336387243,0.7201409594292841,0.7784611248860216,FALSE
TEG,,Dose:Group,10,90.7289915453347,9.07289915453347,0.5602554144312448,0.8336542912112292,0.8634276587544876,FALSE
TEG,,Residuals,33,534.4092433333332,16.19421949494949,NA,NA,NA,NA
TGSH,,Dose,5,40.925025705000046,8.185005141000008,1.7444385295833713,0.15289503576243949,0.2660373622266447,FALSE
TGSH,,Group,2,25.94593279080536,12.97296639540268,2.76487821733559,0.07805266193586984,0.17411747662617116,FALSE
TGSH,,Dose:Group,10,19.024523750861327,1.9024523750861326,0.4054623261228862,0.934001321893648,0.9448618023807835,FALSE
TGSH,,Residuals,32,150.14582633333336,4.6920570729166675,NA,NA,NA,NA
Trenbolone,,Dose,5,1092.8884316679764,218.5776863335953,4.103085107328804,0.004894457741861295,0.02027703921628251,TRUE
Trenbolone,,Group,2,486.64063034842997,243.32031517421498,4.567547485053711,0.017277051623182806,0.053384085716979876,FALSE
Trenbolone,,Dose:Group,10,795.9403373043483,79.59403373043483,1.4941190928937846,0.18298829594411908,0.2948144767988585,FALSE
Trenbolone,,Residuals,35,1864.504104,53.27154582857143,NA,NA,NA,NA
Vinclozolin,,Dose,5,213.1498603148147,42.62997206296294,1.2622241825786837,0.3013472694299246,0.42979036787546626,FALSE
Vinclozolin,,Group,2,85.59210681481487,42.796053407407435,1.267141659158856,0.2938961271177853,0.42614938432078864,FALSE
Vinclozolin,,Dose:Group,10,101.85897585185171,10.18589758518517,0.3015926502203985,0.9761017307929907,0.9761017307929907,FALSE
Vinclozolin,,Residuals,36,1215.8529486666669,33.77369301851852,NA,NA,NA,NA
