Chemical,model,term,df,sumsq,meansq,statistic,p.value,adj_p.value,is.significant
Glyphosate,,Dose,5,282.7034985338049,56.54069970676098,2.3869372331767194,0.05209424739894377,0.10790951246924067,FALSE
Glyphosate,,Residuals,47,1113.3149415416665,23.68755194769503,NA,NA,NA,NA
Malathion,,Dose,5,532.9594196574949,106.59188393149898,1.9262721930356352,0.10773785590048171,0.18378810712435115,FALSE
Malathion,,Residuals,47,2600.784335097222,55.33583691696217,NA,NA,NA,NA
NN-Dimethylformamide,,Dose,5,112.6639799035639,22.53279598071278,1.9723450001010996,0.10023224286575849,0.18167094019418728,FALSE
NN-Dimethylformamide,,Residuals,47,536.945316888889,11.424368444444447,NA,NA,NA,NA
Prochloraz,,Dose,5,47.84770000000005,9.56954000000001,1.106247836035973,0.37018439369379097,0.4473061423799974,FALSE
Prochloraz,,Residuals,46,397.92063375000004,8.650448559782609,NA,NA,NA,NA
SDS,,Dose,5,14.155187793650795,2.831037558730159,0.6195097797923362,0.6855372233502335,0.7418848705907438,FALSE
SDS,,Residuals,46,210.2109312063492,4.5698028523119385,NA,NA,NA,NA
TEG,,Dose,5,287.81090118627446,57.56218023725489,4.073576396200784,0.0039027262058641166,0.010289005451823579,TRUE
TEG,,Residuals,45,635.8781224999999,14.130624944444442,NA,NA,NA,NA
TGSH,,Dose,5,40.925025705000046,8.185005141000008,1.8457722794705036,0.12361891363960525,0.1886814997657133,FALSE
TGSH,,Residuals,44,195.116282875,4.434460974431818,NA,NA,NA,NA
Trenbolone,,Dose,5,1092.8884316679764,218.5776863335953,3.264338593898814,0.013041019930836338,0.03151579816618781,TRUE
Trenbolone,,Residuals,47,3147.085071652778,66.95925684367613,NA,NA,NA,NA
Vinclozolin,,Dose,5,213.1498603148147,42.62997206296294,1.4581577572167388,0.2210448622709972,0.3052524288504247,FALSE
Vinclozolin,,Residuals,48,1403.3040313333331,29.235500652777773,NA,NA,NA,NA
