Chemical,model,term,df,sumsq,meansq,statistic,p.value,adj_p.value,is.significant
Fenitrothione,,Residuals,45,50.0718271809233,1.1127072706871846,NA,NA,NA,NA
Fluoxetine,,Dose,5,39.52670947906753,7.905341895813505,9.970694213446853,1.6547558745485113e-6,3.3095117490970225e-6,TRUE
Fluoxetine,,Group,2,3.0984497595066367,1.5492248797533184,1.9539758997728633,0.1532942793835805,0.1532942793835805,FALSE
Fluoxetine,,Residuals,46,36.471455188846825,0.7928577214966701,NA,NA,NA,NA
Flutamide,,Dose,5,79.24060597425871,15.848121194851743,5.170753310623565,7.841525146631663e-4,0.0015683050293263327,TRUE
Flutamide,,Group,2,18.547402302389926,9.273701151194963,3.0257227553794905,0.05849255337308584,0.05849255337308584,FALSE
Flutamide,,Residuals,45,137.9229313266783,3.0649540294817403,NA,NA,NA,NA
Glyphosate,,Dose,5,19.622516684600267,3.9245033369200533,2.4392292268739606,0.04867149745966507,0.09734299491933014,FALSE
Glyphosate,,Group,2,4.874447248700237,2.4372236243501186,1.5148278868857024,0.23084389478450598,0.23084389478450598,FALSE
Glyphosate,,Residuals,45,72.40100611115209,1.6089112469144908,NA,NA,NA,NA
Malathion,,Dose,5,8.053925570386891,1.6107851140773781,2.349613779069303,0.0560278376732806,0.0560278376732806,FALSE
Malathion,,Group,2,8.452394360675402,4.226197180337701,6.1646529019936604,0.004303345279323899,0.008606690558647798,TRUE
Malathion,,Residuals,45,30.849891492462184,0.6855531442769375,NA,NA,NA,NA
NN-Dimethylformamide,,Dose,5,16.566021505742267,3.3132043011484535,2.005017607070453,0.09612092765516508,0.19224185531033017,FALSE
NN-Dimethylformamide,,Group,2,4.591469202920986,2.295734601460493,1.3892859838113898,0.25973791113417516,0.25973791113417516,FALSE
NN-Dimethylformamide,,Residuals,45,74.36054078822934,1.652456461960652,NA,NA,NA,NA
Prochloraz,,Dose,5,5.488567956043893,1.0977135912087785,1.3398900749485836,0.26544291111576035,0.26544291111576035,FALSE
Prochloraz,,Group,2,9.597845047724924,4.798922523862462,5.857656051329301,0.005552881352172427,0.011105762704344853,TRUE
Prochloraz,,Residuals,44,36.047283964723505,0.819256453743716,NA,NA,NA,NA
SDS,,Dose,5,2.853802803472803,0.5707605606945606,0.6589710416992368,0.6563534368844968,0.6563534368844968,FALSE
SDS,,Group,2,4.270141628250038,2.135070814125019,2.4650438999735353,0.09666894778567137,0.19333789557134273,FALSE
SDS,,Residuals,44,38.110118778213,0.8661390631412046,NA,NA,NA,NA
TEG,,Dose,5,39.71565880726051,7.943131761452102,3.9594022763339085,0.004839575353805115,0.00967915070761023,TRUE
TEG,,Group,2,1.4820206970585899,0.7410103485292949,0.3693704383694511,0.6933409420429281,0.6933409420429281,FALSE
TEG,,Residuals,43,86.26419896355993,2.0061441619432543,NA,NA,NA,NA
TGSH,,Dose,5,8.310273762502732,1.6620547525005462,2.0320949607948946,0.09363754119099424,0.09363754119099424,FALSE
TGSH,,Group,2,5.268605231169001,2.6343026155845006,3.22080428595045,0.049962644907982946,0.09363754119099424,FALSE
TGSH,,Residuals,42,34.351888544478655,0.8179021082018727,NA,NA,NA,NA
Trenbolone,,Dose,5,20.837573855647786,4.167514771129557,3.6971250864345984,0.006896329576800713,0.013792659153601425,TRUE
Trenbolone,,Group,2,9.278540958264163,4.639270479132081,4.115633468170248,0.02283118734245818,0.02283118734245818,TRUE
Trenbolone,,Residuals,45,50.725404284788894,1.127231206328642,NA,NA,NA,NA
Vinclozolin,,Dose,5,12.65201130785478,2.530402261570956,1.4881695144504539,0.21213411337305396,0.23516905522867024,FALSE
Vinclozolin,,Group,2,5.080520820819353,2.5402604104096764,1.4939672474012577,0.23516905522867024,0.23516905522867024,FALSE
Vinclozolin,,Residuals,46,78.21589066434224,1.7003454492248313,NA,NA,NA,NA
