Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Trenbolone_DESeq_normData
Work Source: Trenbolone_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:40.58
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 2163
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0002253	6	activation of immune response	71	86	4	3	2	4	4	2	4	1	1	86	85	18904	0.94126	0.32564	0.32564	1.16	492459	colec11	ENSDARG00000013266		0.0646492	0.0646492	0.0646492		0.0646492		0.0309132	0.0309132	0.0309132		0.030913199999999995		0.135202	0.135202	0.135202		0.135202										0.0646492	0.0309132	0.135202	1	0	1	492459	ENSDARG00000013266	0.0646492	0.0646492		0.0309132	0.0309132		0.135202	0.135202		0.0646492	0.0309132	0.135202	0															0						Linear,1(1)	1.7555389404296875	1.7555389404296875	1.7555389404296875	1.7555389404296875	0.0	1.7555389404296875	0.0646492	0.0646492	0.0309132	0.0309132	0.135202	0.135202	UP	1.0	0.0	0.0	
GO:0002262	5	myeloid cell homeostasis	8	9	1	1	1	1	1	1	1	1	1	86	8	18981	0.99928	0.040314	0.040314	11.11	559296	gbp4	ENSDARG00000068857		0.00315527	0.00315527	0.00315527		0.00315527		0.00196358	0.00196358	0.00196358		0.00196358		0.00507019	0.00507019	0.00507019		0.00507019		0.0	0.00315527	0.0	0.00315527	0.00196358	0.00196358	0.00507019	0.00507019	0.00315527	0.00196358	0.00507019	1	0	1	559296	ENSDARG00000068857	0.00315527	0.00315527		0.00196358	0.00196358		0.00507019	0.00507019		0.00315527	0.00196358	0.00507019	0															0						Poly 2,1(1)	2.038059949874878	2.038059949874878	2.038059949874878	2.038059949874878	0.0	2.038059949874878	0.00315527	0.00315527	0.00196358	0.00196358	0.00507019	0.00507019	UP	1.0	0.0	0.0	
GO:0002376	2	immune system process	432	586	14	11	8	11	11	7	14	4	4	83	582	18407	0.87049	0.27854	0.34436	0.68	100170660;559384;559296;492459	gbp3;prf1.5;gbp4;colec11	ENSDARG00000003244;ENSDARG00000037598;ENSDARG00000068857;ENSDARG00000013266		0.0445563425	0.05521045	0.00315527	0.02799972450432132	0.03802918963589116	0.03193055472509315	0.02268137	0.02892435	0.00196358	0.013848754785404595	0.01920398231531377	0.015665469988717894	0.0877781725	0.10542025	0.00507019	0.05707773671677097	0.07557509440277345	0.06539695124281633									0.0533181;0.0571028;0.00315527;0.0646492	0.0284636;0.0293851;0.00196358;0.0309132	0.0998755;0.110965;0.00507019;0.135202	2	2	2	559296;492459	ENSDARG00000068857;ENSDARG00000013266	0.033902235	0.033902235	0.043482774904810874	0.01643839	0.01643839	0.020470472614773697	0.070136095	0.070136095	0.09201708529907938	0.00315527;0.0646492	0.00196358;0.0309132	0.00507019;0.135202	2	100170660;559384	ENSDARG00000003244;ENSDARG00000037598	0.05521045	0.05521045	0.00267618703475671	0.02892435	0.02892435	6.515988988632918E-4	0.10542025	0.10542025	0.007841460649968395	0.0533181;0.0571028	0.0284636;0.0293851	0.0998755;0.110965	0						Linear,3(0.75);Poly 2,1(0.25)	1.859552218554122	7.4504183530807495	1.7555389404296875	2.038059949874878	0.1248411672347809	1.828409731388092	0.01711661248576511	0.07199607251423489	0.009109590310303497	0.0362531496896965	0.031841990517564464	0.14371435448243552	CONFLICT	0.5	0.5	0.0	
GO:0002429	7	immune response-activating cell surface receptor signaling pathway	31	44	3	2	1	3	3	1	3	0	0	87	44	18945	0.81762	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0002443	4	leukocyte mediated immunity	12	21	2	2	2	2	2	2	2	2	2	85	19	18970	0.99989	0.0040814	0.0040814	9.52	559384;559296	prf1.5;gbp4	ENSDARG00000037598;ENSDARG00000068857		0.030129035000000002	0.030129035000000002	0.00315527	0.03814666429126471	0.021138235784640975	0.035965247885822345	0.015674340000000002	0.015674340000000002	0.00196358	0.019389942742442535	0.011104318341919417	0.01828112916765671	0.058017595	0.058017595	0.00507019	0.07487893824346102	0.04036935466983857	0.07059698732216395	0.5	0.030129035000000002			0.015674340000000002		0.058017595		0.0571028;0.00315527	0.0293851;0.00196358	0.110965;0.00507019	1	1	1	559296	ENSDARG00000068857	0.00315527	0.00315527		0.00196358	0.00196358		0.00507019	0.00507019		0.00315527	0.00196358	0.00507019	1	559384	ENSDARG00000037598	0.0571028	0.0571028		0.0293851	0.0293851		0.110965	0.110965		0.0571028	0.0293851	0.110965	0						Linear,1(0.5);Poly 2,1(0.5)	1.9477004223163048	3.8994070291519165	1.8613470792770386	2.038059949874878	0.12495486912267308	1.9497035145759583	-0.022739544399999995	0.0829976144	-0.011198749599999998	0.042547429600000006	-0.04575931879999998	0.1617945088	CONFLICT	0.5	0.5	0.0	
GO:0002444	5	myeloid leukocyte mediated immunity	5	6	1	1	1	1	1	1	1	1	1	86	5	18984	0.9997	0.027058	0.027058	16.67	559296	gbp4	ENSDARG00000068857		0.00315527	0.00315527	0.00315527		0.00315527		0.00196358	0.00196358	0.00196358		0.00196358		0.00507019	0.00507019	0.00507019		0.00507019		0.0	0.00315527	0.0	0.00315527	0.00196358	0.00196358	0.00507019	0.00507019	0.00315527	0.00196358	0.00507019	1	0	1	559296	ENSDARG00000068857	0.00315527	0.00315527		0.00196358	0.00196358		0.00507019	0.00507019		0.00315527	0.00196358	0.00507019	0															0						Poly 2,1(1)	2.038059949874878	2.038059949874878	2.038059949874878	2.038059949874878	0.0	2.038059949874878	0.00315527	0.00315527	0.00196358	0.00196358	0.00507019	0.00507019	UP	1.0	0.0	0.0	
GO:0002446	6	neutrophil mediated immunity	5	6	1	1	1	1	1	1	1	1	1	86	5	18984	0.9997	0.027058	0.027058	16.67	559296	gbp4	ENSDARG00000068857		0.00315527	0.00315527	0.00315527		0.00315527		0.00196358	0.00196358	0.00196358		0.00196358		0.00507019	0.00507019	0.00507019		0.00507019		0.0	0.00315527	0.0	0.00315527	0.00196358	0.00196358	0.00507019	0.00507019	0.00315527	0.00196358	0.00507019	1	0	1	559296	ENSDARG00000068857	0.00315527	0.00315527		0.00196358	0.00196358		0.00507019	0.00507019		0.00315527	0.00196358	0.00507019	0															0						Poly 2,1(1)	2.038059949874878	2.038059949874878	2.038059949874878	2.038059949874878	0.0	2.038059949874878	0.00315527	0.00315527	0.00196358	0.00196358	0.00507019	0.00507019	UP	1.0	0.0	0.0	
GO:0002449	5	lymphocyte mediated immunity	7	15	1	1	1	1	1	1	1	1	1	86	14	18975	0.99792	0.066293	0.066293	6.67	559384	prf1.5	ENSDARG00000037598		0.0571028	0.0571028	0.0571028		0.0571028		0.0293851	0.0293851	0.0293851		0.029385099999999997		0.110965	0.110965	0.110965		0.110965		0.0	0.0571028			0.0293851		0.110965		0.0571028	0.0293851	0.110965	0	1	0															1	559384	ENSDARG00000037598	0.0571028	0.0571028		0.0293851	0.0293851		0.110965	0.110965		0.0571028	0.0293851	0.110965	0						Linear,1(1)	1.8613470792770386	1.8613470792770386	1.8613470792770386	1.8613470792770386	0.0	1.8613470792770386	0.0571028	0.0571028	0.0293851	0.0293851	0.110965	0.110965	DOWN	0.0	1.0	0.0	
GO:0002456	6	T cell mediated immunity	4	11	1	1	1	1	1	1	1	1	1	86	10	18979	0.9989	0.049052	0.049052	9.09	559384	prf1.5	ENSDARG00000037598		0.0571028	0.0571028	0.0571028		0.0571028		0.0293851	0.0293851	0.0293851		0.029385099999999997		0.110965	0.110965	0.110965		0.110965		0.0	0.0571028			0.0293851		0.110965		0.0571028	0.0293851	0.110965	0	1	0															1	559384	ENSDARG00000037598	0.0571028	0.0571028		0.0293851	0.0293851		0.110965	0.110965		0.0571028	0.0293851	0.110965	0						Linear,1(1)	1.8613470792770386	1.8613470792770386	1.8613470792770386	1.8613470792770386	0.0	1.8613470792770386	0.0571028	0.0571028	0.0293851	0.0293851	0.110965	0.110965	DOWN	0.0	1.0	0.0	
GO:0002460	5	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	7	15	1	1	1	1	1	1	1	1	1	86	14	18975	0.99792	0.066293	0.066293	6.67	559384	prf1.5	ENSDARG00000037598		0.0571028	0.0571028	0.0571028		0.0571028		0.0293851	0.0293851	0.0293851		0.029385099999999997		0.110965	0.110965	0.110965		0.110965		0.0	0.0571028			0.0293851		0.110965		0.0571028	0.0293851	0.110965	0	1	0															1	559384	ENSDARG00000037598	0.0571028	0.0571028		0.0293851	0.0293851		0.110965	0.110965		0.0571028	0.0293851	0.110965	0						Linear,1(1)	1.8613470792770386	1.8613470792770386	1.8613470792770386	1.8613470792770386	0.0	1.8613470792770386	0.0571028	0.0571028	0.0293851	0.0293851	0.110965	0.110965	DOWN	0.0	1.0	0.0	
GO:0002521	5	leukocyte differentiation	77	87	1	1	1	1	1	0	1	0	0	87	87	18902	0.67127	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0002682	4	regulation of immune system process	271	329	8	7	5	8	8	6	8	4	4	83	325	18664	0.98268	0.063629	0.063629	1.22	767678;492459;445073;114453	cish;colec11;socs1a;cebp1	ENSDARG00000060316;ENSDARG00000013266;ENSDARG00000038095;ENSDARG00000101096		0.0365479775	0.03471167	0.00312077	0.037828694956124134	0.024241804801050443	0.03480889691398931	0.0169111075	0.016717005	0.00194972	0.016956732805961126	0.011380602583255796	0.015658026937428182	0.0793422175	0.07212184499999999	0.00499518	0.08460345102106115	0.05197331539506474	0.07752249535827577									0.00312077;0.0646492;0.00477414;0.0736478	0.00194972;0.0309132;0.00252081;0.0322607	0.00499518;0.135202;0.00904169;0.16813	1	3	1	492459	ENSDARG00000013266	0.0646492	0.0646492		0.0309132	0.0309132		0.135202	0.135202		0.0646492	0.0309132	0.135202	3	767678;445073;114453	ENSDARG00000060316;ENSDARG00000038095;ENSDARG00000101096	0.027180903333333336	0.00477414	0.040250003384623874	0.012243743333333335	0.00252081	0.01733754456644404	0.060722290000000005	0.00904169	0.09303980699882228	0.00312077;0.00477414;0.0736478	0.00194972;0.00252081;0.0322607	0.00499518;0.00904169;0.16813	0						Linear,2(0.5);Poly 2,2(0.5)	2.592877503921501	10.725947141647339	1.7555389404296875	3.3426218032836914	0.7660683102987683	2.81389319896698	-5.241435570016509E-4	0.07362009855700166	2.935093501580943E-4	0.03352870564984191	-0.003569164500639918	0.16225359950063994	DOWN	0.25	0.75	0.0	
GO:0002683	5	negative regulation of immune system process	48	55	2	2	2	2	2	2	2	2	2	85	53	18936	0.99797	0.026116	0.026116	3.64	767678;445073	cish;socs1a	ENSDARG00000060316;ENSDARG00000038095		0.003947455	0.003947455	0.00312077	0.0011691091388104022	0.0040684950717195445	0.0011565097407831247	0.002235265	0.002235265	0.00194972	4.038216116678239E-4	0.0022770734122479026	3.994696576470103E-4	0.007018435	0.007018435	0.00499518	0.0028613146611391753	0.00731467229752799	0.0028304784961480675									0.00312077;0.00477414	0.00194972;0.00252081	0.00499518;0.00904169	0	2	0															2	767678;445073	ENSDARG00000060316;ENSDARG00000038095	0.003947455	0.003947455	0.0011691091388104022	0.002235265	0.002235265	4.038216116678239E-4	0.007018435	0.007018435	0.0028613146611391753	0.00312077;0.00477414	0.00194972;0.00252081	0.00499518;0.00904169	0						Poly 2,2(1)	2.7753332901147023	5.62778639793396	2.34965181350708	3.27813458442688	0.6565364635322662	2.81389319896698	0.0023271524000000004	0.005567757599999999	0.0016755968000000002	0.0027949332000000004	0.0030528552000000002	0.0109840148	DOWN	0.0	1.0	0.0	
GO:0002684	5	positive regulation of immune system process	149	184	6	5	3	6	6	4	6	2	2	85	182	18807	0.94804	0.20492	0.20492	1.09	492459;445073	colec11;socs1a	ENSDARG00000013266;ENSDARG00000038095		0.03471167	0.03471167	0.00477414	0.042338060949951406	0.022200583350338476	0.038463707916568876	0.016717005	0.016717005	0.00252081	0.020076451503093118	0.010784323655196616	0.01823925681265807	0.07212184499999999	0.07212184499999999	0.00904169	0.08920881071759701	0.045760241852409685	0.08104531861018231									0.0646492;0.00477414	0.0309132;0.00252081	0.135202;0.00904169	1	1	1	492459	ENSDARG00000013266	0.0646492	0.0646492		0.0309132	0.0309132		0.135202	0.135202		0.0646492	0.0309132	0.135202	1	445073	ENSDARG00000038095	0.00477414	0.00477414		0.00252081	0.00252081		0.00904169	0.00904169		0.00477414	0.00252081	0.00904169	0						Linear,1(0.5);Poly 2,1(0.5)	2.3989357879965607	5.033673524856567	1.7555389404296875	3.27813458442688	1.0766377048755131	2.5168367624282837	-0.023965888799999994	0.0933892288	-0.011107537199999993	0.04454154719999999	-0.05151525879999999	0.19575894879999997	CONFLICT	0.5	0.5	0.0	
GO:0002685	5	regulation of leukocyte migration	47	52	1	1	1	1	1	1	1	1	1	86	51	18938	0.97647	0.21181	0.21181	1.92	445073	socs1a	ENSDARG00000038095		0.00477414	0.00477414	0.00477414		0.00477414		0.00252081	0.00252081	0.00252081		0.00252081		0.00904169	0.00904169	0.00904169		0.00904169										0.00477414	0.00252081	0.00904169	0	1	0															1	445073	ENSDARG00000038095	0.00477414	0.00477414		0.00252081	0.00252081		0.00904169	0.00904169		0.00477414	0.00252081	0.00904169	0						Poly 2,1(1)	3.27813458442688	3.27813458442688	3.27813458442688	3.27813458442688	0.0	3.27813458442688	0.00477414	0.00477414	0.00252081	0.00252081	0.00904169	0.00904169	DOWN	0.0	1.0	0.0	
GO:0002687	6	positive regulation of leukocyte migration	23	25	1	1	1	1	1	1	1	1	1	86	24	18965	0.99424	0.10805	0.10805	4.0	445073	socs1a	ENSDARG00000038095		0.00477414	0.00477414	0.00477414		0.00477414		0.00252081	0.00252081	0.00252081		0.00252081		0.00904169	0.00904169	0.00904169		0.00904169										0.00477414	0.00252081	0.00904169	0	1	0															1	445073	ENSDARG00000038095	0.00477414	0.00477414		0.00252081	0.00252081		0.00904169	0.00904169		0.00477414	0.00252081	0.00904169	0						Poly 2,1(1)	3.27813458442688	3.27813458442688	3.27813458442688	3.27813458442688	0.0	3.27813458442688	0.00477414	0.00477414	0.00252081	0.00252081	0.00904169	0.00904169	DOWN	0.0	1.0	0.0	
GO:0002694	5	regulation of leukocyte activation	67	90	1	1	1	1	1	1	1	1	1	86	89	18900	0.93637	0.33792	0.33792	1.11	767678	cish	ENSDARG00000060316		0.00312077	0.00312077	0.00312077		0.00312077		0.00194972	0.00194972	0.00194972		0.00194972		0.00499518	0.00499518	0.00499518		0.00499518										0.00312077	0.00194972	0.00499518	0	1	0															1	767678	ENSDARG00000060316	0.00312077	0.00312077		0.00194972	0.00194972		0.00499518	0.00499518		0.00312077	0.00194972	0.00499518	0						Poly 2,1(1)	2.34965181350708	2.34965181350708	2.34965181350708	2.34965181350708	0.0	2.34965181350708	0.00312077	0.00312077	0.00194972	0.00194972	0.00499518	0.00499518	DOWN	0.0	1.0	0.0	
GO:0002695	6	negative regulation of leukocyte activation	25	31	1	1	1	1	1	1	1	1	1	86	30	18959	0.99123	0.13222	0.13222	3.23	767678	cish	ENSDARG00000060316		0.00312077	0.00312077	0.00312077		0.00312077		0.00194972	0.00194972	0.00194972		0.00194972		0.00499518	0.00499518	0.00499518		0.00499518										0.00312077	0.00194972	0.00499518	0	1	0															1	767678	ENSDARG00000060316	0.00312077	0.00312077		0.00194972	0.00194972		0.00499518	0.00499518		0.00312077	0.00194972	0.00499518	0						Poly 2,1(1)	2.34965181350708	2.34965181350708	2.34965181350708	2.34965181350708	0.0	2.34965181350708	0.00312077	0.00312077	0.00194972	0.00194972	0.00499518	0.00499518	DOWN	0.0	1.0	0.0	
GO:0002757	6	immune response-activating signal transduction	33	46	3	2	1	3	3	1	3	0	0	87	46	18943	0.81016	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0002761	7	regulation of myeloid leukocyte differentiation	17	17	1	1	1	1	1	1	1	1	1	86	16	18973	0.99733	0.074797	0.074797	5.88	114453	cebp1	ENSDARG00000101096		0.0736478	0.0736478	0.0736478		0.0736478		0.0322607	0.0322607	0.0322607		0.0322607		0.16813	0.16813	0.16813		0.16813		0.0	0.0736478			0.0322607		0.16813		0.0736478	0.0322607	0.16813	0	1	0															1	114453	ENSDARG00000101096	0.0736478	0.0736478		0.0322607	0.0322607		0.16813	0.16813		0.0736478	0.0322607	0.16813	0						Linear,1(1)	3.3426218032836914	3.3426218032836914	3.3426218032836914	3.3426218032836914	0.0	3.3426218032836914	0.0736478	0.0736478	0.0322607	0.0322607	0.16813	0.16813	DOWN	0.0	1.0	0.0	
GO:0002764	5	immune response-regulating signaling pathway	58	79	3	2	1	3	3	1	3	0	0	87	79	18910	0.69638	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0002768	6	immune response-regulating cell surface receptor signaling pathway	35	48	3	2	1	3	3	1	3	0	0	87	48	18941	0.80277	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0002790	6	peptide secretion	14	15	1	1	0	1	1	1	1	0	0	87	15	18974	0.93371	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0002831	5	regulation of response to biotic stimulus	31	37	1	1	1	1	1	1	1	1	1	86	36	18953	0.98765	0.15574	0.15574	2.7	445073	socs1a	ENSDARG00000038095		0.00477414	0.00477414	0.00477414		0.00477414		0.00252081	0.00252081	0.00252081		0.00252081		0.00904169	0.00904169	0.00904169		0.00904169										0.00477414	0.00252081	0.00904169	0	1	0															1	445073	ENSDARG00000038095	0.00477414	0.00477414		0.00252081	0.00252081		0.00904169	0.00904169		0.00477414	0.00252081	0.00904169	0						Poly 2,1(1)	3.27813458442688	3.27813458442688	3.27813458442688	3.27813458442688	0.0	3.27813458442688	0.00477414	0.00477414	0.00252081	0.00252081	0.00904169	0.00904169	DOWN	0.0	1.0	0.0	
GO:0002832	6	negative regulation of response to biotic stimulus	14	14	1	1	1	1	1	1	1	1	1	86	13	18976	0.99819	0.062012	0.062012	7.14	445073	socs1a	ENSDARG00000038095		0.00477414	0.00477414	0.00477414		0.00477414		0.00252081	0.00252081	0.00252081		0.00252081		0.00904169	0.00904169	0.00904169		0.00904169		0.0	0.00477414			0.00252081		0.00904169		0.00477414	0.00252081	0.00904169	0	1	0															1	445073	ENSDARG00000038095	0.00477414	0.00477414		0.00252081	0.00252081		0.00904169	0.00904169		0.00477414	0.00252081	0.00904169	0						Poly 2,1(1)	3.27813458442688	3.27813458442688	3.27813458442688	3.27813458442688	0.0	3.27813458442688	0.00477414	0.00477414	0.00252081	0.00252081	0.00904169	0.00904169	DOWN	0.0	1.0	0.0	
GO:0003002	4	regionalization	286	317	7	7	5	7	7	7	7	5	5	82	312	18677	0.99671	0.014987	0.014987	1.58	553363;393541;378866;30399;30300	fto;zgc:64189;ddit4;tbxta;her2	ENSDARG00000044216;ENSDARG00000075666;ENSDARG00000037618;ENSDARG00000101576;ENSDARG00000038205	393541(-0.0809)	0.04520746800000001	0.0426408	0.00678154	0.02598821747146424	0.03524611447140299	0.02579120141684819	0.022965469999999998	0.0251485	0.00287395	0.011712750692493204	0.018675297638204757	0.012912844335758407	0.09094066	0.0723	0.0160021	0.06231134489655956	0.0680747557701866	0.05648267410857245									0.0426408;0.00678154;0.0409535;0.0584316;0.0772299	0.0251485;0.00287395;0.0245184;0.0297018;0.0325847	0.0723;0.0160021;0.0684052;0.114951;0.183045	3	2	3	553363;30399;30300	ENSDARG00000044216;ENSDARG00000101576;ENSDARG00000038205	0.05943410000000001	0.0584316	0.017316327970733274	0.029145000000000004	0.0297018	0.0037492382279603956	0.123432	0.114951	0.05585749078682286	0.0426408;0.0584316;0.0772299	0.0251485;0.0297018;0.0325847	0.0723;0.114951;0.183045	2	393541;378866	ENSDARG00000075666;ENSDARG00000037618	0.02386752	0.02386752	0.024163224642435453	0.013696175	0.013696175	0.015304937370053168	0.042203649999999995	0.042203649999999995	0.03705458736519677	0.00678154;0.0409535	0.00287395;0.0245184	0.0160021;0.0684052	0						Linear,4(0.8);Poly 2,1(0.2)	1.744202312420544	8.74531364440918	1.6114766597747803	1.9886640310287476	0.14872390937178814	1.7068512439727783	0.022427791014945225	0.06798714498505477	0.012698791353246367	0.03323214864675364	0.03632235804040842	0.1455589619595916	UP	0.6	0.4	0.0	
GO:0003007	5	heart morphogenesis	51	59	2	2	2	2	2	2	2	2	2	85	57	18932	0.99752	0.029741	0.029741	3.39	558749;30399	mmd2a;tbxta	ENSDARG00000087446;ENSDARG00000101576		0.054816699999999996	0.054816699999999996	0.0512018	0.005112240606622553	0.05261575879835431	0.004055455544546865	0.02879535	0.02879535	0.0278889	0.0012819138836131414	0.028243455576300387	0.0010169209876772095	0.10447675000000001	0.10447675000000001	0.0940025	0.014812826405686399	0.0980994758343696	0.011750769104946374									0.0512018;0.0584316	0.0278889;0.0297018	0.0940025;0.114951	2	0	2	558749;30399	ENSDARG00000087446;ENSDARG00000101576	0.054816699999999996	0.054816699999999996	0.005112240606622553	0.02879535	0.02879535	0.0012819138836131414	0.10447675000000001	0.10447675000000001	0.014812826405686399	0.0512018;0.0584316	0.0278889;0.0297018	0.0940025;0.114951	0															0						Linear,2(1)	1.6260877491749581	3.252637028694153	1.5989224910736084	1.6537145376205444	0.038743827668427426	1.6263185143470764	0.047731496	0.061901903999999994	0.027018708000000002	0.030571992	0.08394722000000002	0.12500628	UP	1.0	0.0	0.0	
GO:0003008	3	system process	583	664	5	4	3	2	2	2	5	1	1	86	663	18326	0.18906	0.95447	0.37521	0.15	724016	npas4a	ENSDARG00000055752		0.00319789	0.00319789	0.00319789		0.0031978899999999997		0.00197719	0.00197719	0.00197719		0.00197719		0.00517224	0.00517224	0.00517224		0.00517224										0.00319789	0.00197719	0.00517224	1	0	1	724016	ENSDARG00000055752	0.00319789	0.00319789		0.00197719	0.00197719		0.00517224	0.00517224		0.00319789	0.00197719	0.00517224	0															0						Poly 2,1(1)	1.5056514739990234	1.5056514739990234	1.5056514739990234	1.5056514739990234	0.0	1.5056514739990234	0.00319789	0.00319789	0.00197719	0.00197719	0.00517224	0.00517224	UP	1.0	0.0	0.0	
GO:0003013	4	circulatory system process	144	164	1	1	1	0	0	0	1	0	0	87	164	18825	0.471	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0003018	5	vascular process in circulatory system	62	80	1	1	1	0	0	0	1	0	0	87	80	18909	0.69319	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0003140	7	determination of left/right asymmetry in lateral mesoderm	16	22	1	1	1	1	1	1	1	1	1	86	21	18968	0.99552	0.095724	0.095724	4.55	30399	tbxta	ENSDARG00000101576		0.0584316	0.0584316	0.0584316		0.0584316		0.0297018	0.0297018	0.0297018		0.0297018		0.114951	0.114951	0.114951		0.114951										0.0584316	0.0297018	0.114951	1	0	1	30399	ENSDARG00000101576	0.0584316	0.0584316		0.0297018	0.0297018		0.114951	0.114951		0.0584316	0.0297018	0.114951	0															0						Linear,1(1)	1.6537145376205444	1.6537145376205444	1.6537145376205444	1.6537145376205444	0.0	1.6537145376205444	0.0584316	0.0584316	0.0297018	0.0297018	0.114951	0.114951	UP	1.0	0.0	0.0	
GO:0003143	5	embryonic heart tube morphogenesis	132	141	1	1	1	1	1	1	1	1	1	86	140	18849	0.86446	0.47634	0.47634	0.71	30399	tbxta	ENSDARG00000101576		0.0584316	0.0584316	0.0584316		0.0584316		0.0297018	0.0297018	0.0297018		0.0297018		0.114951	0.114951	0.114951		0.114951										0.0584316	0.0297018	0.114951	1	0	1	30399	ENSDARG00000101576	0.0584316	0.0584316		0.0297018	0.0297018		0.114951	0.114951		0.0584316	0.0297018	0.114951	0															0						Linear,1(1)	1.6537145376205444	1.6537145376205444	1.6537145376205444	1.6537145376205444	0.0	1.6537145376205444	0.0584316	0.0584316	0.0297018	0.0297018	0.114951	0.114951	UP	1.0	0.0	0.0	
GO:0003157	4	endocardium development	3	3	1	1	1	1	1	1	1	1	1	86	2	18987	0.99994	0.013621	0.013621	33.33	108449885	npas4l	ENSDARG00000116511		0.0509402	0.0509402	0.0509402		0.0509402		0.0278768	0.0278768	0.0278768		0.0278768		0.0930844	0.0930844	0.0930844		0.0930844		0.0	0.0509402	0.0	0.0509402	0.0278768	0.0278768	0.0930844	0.0930844	0.0509402	0.0278768	0.0930844	1	0	1	108449885	ENSDARG00000116511	0.0509402	0.0509402		0.0278768	0.0278768		0.0930844	0.0930844		0.0509402	0.0278768	0.0930844	0															0						Linear,1(1)	1.6519031524658203	1.6519031524658203	1.6519031524658203	1.6519031524658203	0.0	1.6519031524658203	0.0509402	0.0509402	0.0278768	0.0278768	0.0930844	0.0930844	UP	1.0	0.0	0.0	
