sample,chemical,dose
Individual_Gene_countsEE2_0.000001_A_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0.000001
Individual_Gene_countsEE2_0.000001_B_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0.000001
Individual_Gene_countsEE2_0.000001_C_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0.000001
Individual_Gene_countsEE2_0.00001_A_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0.00001
Individual_Gene_countsEE2_0.00001_B_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0.00001
Individual_Gene_countsEE2_0.00001_C_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0.00001
Individual_Gene_countsEE2_0.0001_A_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0.0001
Individual_Gene_countsEE2_0.0001_B_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0.0001
Individual_Gene_countsEE2_0.0001_C_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0.0001
Individual_Gene_countsEE2_0.001_A_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0.001
Individual_Gene_countsEE2_0.001_B_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0.001
Individual_Gene_countsEE2_0.001_C_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0.001
Individual_Gene_countsEE2_0_A_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0
Individual_Gene_countsEE2_0_B_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0
Individual_Gene_countsEE2_0_C_Gene_Counts_Illuminaseq-Salmon.csv,EE2,0
Individual_Gene_countsFadrozole_0.0001_A_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0.0001
Individual_Gene_countsFadrozole_0.0001_B_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0.0001
Individual_Gene_countsFadrozole_0.0001_C_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0.0001
Individual_Gene_countsFadrozole_0.001_A_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0.001
Individual_Gene_countsFadrozole_0.001_B_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0.001
Individual_Gene_countsFadrozole_0.001_C_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0.001
Individual_Gene_countsFadrozole_0.01_A_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0.01
Individual_Gene_countsFadrozole_0.01_B_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0.01
Individual_Gene_countsFadrozole_0.01_C_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0.01
Individual_Gene_countsFadrozole_0.1_A_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0.1
Individual_Gene_countsFadrozole_0.1_B_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0.1
Individual_Gene_countsFadrozole_0.1_C_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0.1
Individual_Gene_countsFadrozole_0_A_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0
Individual_Gene_countsFadrozole_0_B_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0
Individual_Gene_countsFadrozole_0_C_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,0
Individual_Gene_countsFadrozole_1_A_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,1
Individual_Gene_countsFadrozole_1_B_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,1
Individual_Gene_countsFadrozole_1_C_Gene_Counts_Illuminaseq-Salmon.csv,Fadrozole,1
Individual_Gene_countsFenitrothion_0.0001_A_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0.0001
Individual_Gene_countsFenitrothion_0.0001_B_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0.0001
Individual_Gene_countsFenitrothion_0.0001_C_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0.0001
Individual_Gene_countsFenitrothion_0.001_A_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0.001
Individual_Gene_countsFenitrothion_0.001_B_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0.001
Individual_Gene_countsFenitrothion_0.001_C_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0.001
Individual_Gene_countsFenitrothion_0.01_A_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0.01
Individual_Gene_countsFenitrothion_0.01_B_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0.01
Individual_Gene_countsFenitrothion_0.01_C_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0.01
Individual_Gene_countsFenitrothion_0.1_A_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0.1
Individual_Gene_countsFenitrothion_0.1_B_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0.1
Individual_Gene_countsFenitrothion_0.1_C_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0.1
Individual_Gene_countsFenitrothion_0_A_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0
Individual_Gene_countsFenitrothion_0_B_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0
Individual_Gene_countsFenitrothion_0_C_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,0
Individual_Gene_countsFenitrothion_1_A_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,1
Individual_Gene_countsFenitrothion_1_B_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,1
Individual_Gene_countsFenitrothion_1_C_Gene_Counts_Illuminaseq-Salmon.csv,Fenitrothion,1
Individual_Gene_countsGlyphosate_0.0001_A_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0.0001
Individual_Gene_countsGlyphosate_0.0001_B_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0.0001
Individual_Gene_countsGlyphosate_0.0001_C_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0.0001
Individual_Gene_countsGlyphosate_0.001_A_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0.001
Individual_Gene_countsGlyphosate_0.001_B_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0.001
Individual_Gene_countsGlyphosate_0.001_C_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0.001
Individual_Gene_countsGlyphosate_0.01_A_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0.01
Individual_Gene_countsGlyphosate_0.01_B_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0.01
Individual_Gene_countsGlyphosate_0.01_C_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0.01
Individual_Gene_countsGlyphosate_0.1_A_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0.1
Individual_Gene_countsGlyphosate_0.1_B_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0.1
Individual_Gene_countsGlyphosate_0.1_C_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0.1
Individual_Gene_countsGlyphosate_0_A_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0
Individual_Gene_countsGlyphosate_0_B_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0
Individual_Gene_countsGlyphosate_0_C_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,0
Individual_Gene_countsGlyphosate_1_A_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,1
Individual_Gene_countsGlyphosate_1_C_Gene_Counts_Illuminaseq-Salmon.csv,Glyphosate,1
Individual_Gene_countsMalathion_0.0001_A_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0.0001
Individual_Gene_countsMalathion_0.0001_B_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0.0001
Individual_Gene_countsMalathion_0.0001_C_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0.0001
Individual_Gene_countsMalathion_0.001_A_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0.001
Individual_Gene_countsMalathion_0.001_B_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0.001
Individual_Gene_countsMalathion_0.001_C_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0.001
Individual_Gene_countsMalathion_0.01_A_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0.01
Individual_Gene_countsMalathion_0.01_B_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0.01
Individual_Gene_countsMalathion_0.01_C_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0.01
Individual_Gene_countsMalathion_0.1_A_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0.1
Individual_Gene_countsMalathion_0.1_B_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0.1
Individual_Gene_countsMalathion_0.1_C_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0.1
Individual_Gene_countsMalathion_0_A_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0
Individual_Gene_countsMalathion_0_B_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0
Individual_Gene_countsMalathion_0_C_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,0
Individual_Gene_countsMalathion_1_A_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,1
Individual_Gene_countsMalathion_1_B_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,1
Individual_Gene_countsMalathion_1_C_Gene_Counts_Illuminaseq-Salmon.csv,Malathion,1
Individual_Gene_countsProchloraz_0.0001_A_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0.0001
Individual_Gene_countsProchloraz_0.0001_B_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0.0001
Individual_Gene_countsProchloraz_0.0001_C_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0.0001
Individual_Gene_countsProchloraz_0.001_A_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0.001
Individual_Gene_countsProchloraz_0.001_B_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0.001
Individual_Gene_countsProchloraz_0.001_C_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0.001
Individual_Gene_countsProchloraz_0.01_A_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0.01
Individual_Gene_countsProchloraz_0.01_B_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0.01
Individual_Gene_countsProchloraz_0.01_C_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0.01
Individual_Gene_countsProchloraz_0.1_A_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0.1
Individual_Gene_countsProchloraz_0.1_B_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0.1
Individual_Gene_countsProchloraz_0.1_C_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0.1
Individual_Gene_countsProchloraz_0_A_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0
Individual_Gene_countsProchloraz_0_B_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0
Individual_Gene_countsProchloraz_0_C_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,0
Individual_Gene_countsProchloraz_1_A_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,1
Individual_Gene_countsProchloraz_1_B_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,1
Individual_Gene_countsProchloraz_1_C_Gene_Counts_Illuminaseq-Salmon.csv,Prochloraz,1
Individual_Gene_countsTGSH_0.0001_A_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0.0001
Individual_Gene_countsTGSH_0.0001_B_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0.0001
Individual_Gene_countsTGSH_0.0001_C_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0.0001
Individual_Gene_countsTGSH_0.001_A_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0.001
Individual_Gene_countsTGSH_0.001_B_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0.001
Individual_Gene_countsTGSH_0.001_C_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0.001
Individual_Gene_countsTGSH_0.01_A_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0.01
Individual_Gene_countsTGSH_0.01_B_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0.01
Individual_Gene_countsTGSH_0.01_C_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0.01
Individual_Gene_countsTGSH_0.1_A_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0.1
Individual_Gene_countsTGSH_0.1_B_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0.1
Individual_Gene_countsTGSH_0.1_C_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0.1
Individual_Gene_countsTGSH_0_A_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0
Individual_Gene_countsTGSH_0_B_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0
Individual_Gene_countsTGSH_0_C_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,0
Individual_Gene_countsTGSH_1_A_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,1
Individual_Gene_countsTGSH_1_B_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,1
Individual_Gene_countsTGSH_1_C_Gene_Counts_Illuminaseq-Salmon.csv,TGSH,1
Individual_Gene_countsTrenbolone_0.00001_A_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.00001
Individual_Gene_countsTrenbolone_0.00001_B_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.00001
Individual_Gene_countsTrenbolone_0.00001_C_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.00001
Individual_Gene_countsTrenbolone_0.0001_A_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.0001
Individual_Gene_countsTrenbolone_0.0001_B_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.0001
Individual_Gene_countsTrenbolone_0.0001_C_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.0001
Individual_Gene_countsTrenbolone_0.001_A_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.001
Individual_Gene_countsTrenbolone_0.001_B_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.001
Individual_Gene_countsTrenbolone_0.001_C_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.001
Individual_Gene_countsTrenbolone_0.01_A_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.01
Individual_Gene_countsTrenbolone_0.01_B_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.01
Individual_Gene_countsTrenbolone_0.01_C_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.01
Individual_Gene_countsTrenbolone_0.1_A_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.1
Individual_Gene_countsTrenbolone_0.1_B_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.1
Individual_Gene_countsTrenbolone_0.1_C_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0.1
Individual_Gene_countsTrenbolone_0_A_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0
Individual_Gene_countsTrenbolone_0_B_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0
Individual_Gene_countsTrenbolone_0_C_Gene_Counts_Illuminaseq-Salmon.csv,Trenbolone,0
