Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Analine_DEG_Norm_Counts_DataR-ODAF_DESeq2
Work Source: Analine_DEG_Norm_Counts_DataR-ODAF_DESeq2_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 07/13/2023 12:15.19
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 127
Total Run Time: 0 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0007169	7	transmembrane receptor protein tyrosine kinase signaling pathway	1	249	1	1	1	1	1	1	1	1	1	0	248	18827	1.0	0.013053	0.013053	0.4	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0007368	6	determination of left/right symmetry	1	176	1	1	0	1	1	1	1	0	0	1	176	18899	0.99077	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0007389	3	pattern specification process	1	501	1	1	0	1	1	1	1	0	0	1	501	18574	0.97374	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0008017	6	microtubule binding	1	202	1	1	0	1	1	1	1	0	0	1	202	18873	0.98941	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0008092	4	cytoskeletal protein binding	1	690	1	1	0	1	1	1	1	0	0	1	690	18385	0.96383	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0008150	1	biological_process	3	16759	3	3	1	3	3	3	3	1	1	0	16758	2317	1.0	0.87854	1.0	0.006	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0008286	8	insulin receptor signaling pathway	1	22	1	1	1	1	1	1	1	1	1	0	21	19054	1.0	0.0011533	0.0011533	4.55	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0008589	6	regulation of smoothened signaling pathway	1	38	1	1	0	1	1	1	1	0	0	1	38	19037	0.99801	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0009799	4	specification of symmetry	1	177	1	1	0	1	1	1	1	0	0	1	177	18898	0.99072	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0009855	5	determination of bilateral symmetry	1	177	1	1	0	1	1	1	1	0	0	1	177	18898	0.99072	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0009966	5	regulation of signal transduction	1	1177	1	1	0	1	1	1	1	0	0	1	1177	17898	0.9383	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0009968	6	negative regulation of signal transduction	1	437	1	1	0	1	1	1	1	0	0	1	437	18638	0.97709	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0009987	2	cellular process	2	12377	2	2	1	2	2	2	2	1	1	0	12376	6699	1.0	0.64883	1.0	0.0081	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0010468	6	regulation of gene expression	1	2757	1	1	0	1	1	1	1	0	0	1	2757	16318	0.85547	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010646	5	regulation of cell communication	2	1321	2	2	1	2	2	2	2	1	1	0	1320	17755	1.0	0.069249	0.069249	0.076	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0010648	6	negative regulation of cell communication	1	453	1	1	0	1	1	1	1	0	0	1	453	18622	0.97625	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0010817	4	regulation of hormone levels	1	106	1	1	1	1	1	1	1	1	1	0	105	18970	1.0	0.0055567	0.0055567	0.94	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0015631	5	tubulin binding	1	247	1	1	0	1	1	1	1	0	0	1	247	18828	0.98705	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016043	4	cellular component organization	1	3256	1	1	0	1	1	1	1	0	0	1	3256	15819	0.82931	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016462	6	pyrophosphatase activity	1	463	1	1	0	1	1	1	1	0	0	1	463	18612	0.97573	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016787	3	hydrolase activity	1	2103	1	1	0	1	1	1	1	0	0	1	2103	16972	0.88976	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016817	4	hydrolase activity, acting on acid anhydrides	1	473	1	1	0	1	1	1	1	0	0	1	473	18602	0.9752	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016818	5	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	1	472	1	1	0	1	1	1	1	0	0	1	472	18603	0.97526	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0016887	8	ATP hydrolysis activity	1	84	1	1	0	1	1	1	1	0	0	1	84	18991	0.9956	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0017076	5	purine nucleotide binding	1	1960	1	1	0	1	1	1	1	0	0	1	1960	17115	0.89725	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0017111	7	nucleoside-triphosphatase activity	1	409	1	1	0	1	1	1	1	0	0	1	409	18666	0.97856	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0019219	6	regulation of nucleobase-containing compound metabolic process	1	2450	1	1	0	1	1	1	1	0	0	1	2450	16625	0.87157	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0019222	4	regulation of metabolic process	1	3619	1	1	0	1	1	1	1	0	0	1	3619	15456	0.81029	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0019905	5	syntaxin binding	1	57	1	1	1	1	1	1	1	1	1	0	56	19019	1.0	0.002988	0.002988	1.75	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0023051	4	regulation of signaling	2	1327	2	2	1	2	2	2	2	1	1	0	1326	17749	1.0	0.069564	0.069564	0.075	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0023057	5	negative regulation of signaling	1	453	1	1	0	1	1	1	1	0	0	1	453	18622	0.97625	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0030554	6	adenyl nucleotide binding	1	1495	1	1	0	1	1	1	1	0	0	1	1495	17580	0.92163	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0031323	5	regulation of cellular metabolic process	1	3129	1	1	0	1	1	1	1	0	0	1	3129	15946	0.83597	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0031410	7	cytoplasmic vesicle	1	718	1	1	1	1	1	1	1	1	1	0	717	18358	1.0	0.037639	0.037639	0.14	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0031982	5	vesicle	1	766	1	1	1	1	1	1	1	1	1	0	765	18310	1.0	0.040155	0.040155	0.13	567916	stxbp4	ENSDARG00000076997		2.23222	2.23222	2.23222		2.23222		1.51908	1.51908	1.51908		1.5190799999999998		3.28014	3.28014	3.28014		3.28014										2.23222	1.51908	3.28014	0	1	0															1	567916	ENSDARG00000076997	2.23222	2.23222		1.51908	1.51908		3.28014	3.28014		2.23222	1.51908	3.28014	0						Linear,1(1)	3.3397810459136963	3.3397810459136963	3.3397810459136963	3.3397810459136963	0.0	3.3397810459136963	2.23222	2.23222	1.51908	1.51908	3.28014	3.28014	DOWN	0.0	1.0	0.0	
GO:0032501	2	multicellular organismal process	1	2083	1	1	0	1	1	1	1	0	0	1	2083	16992	0.89081	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0032553	4	ribonucleotide binding	1	1952	1	1	0	1	1	1	1	0	0	1	1952	17123	0.89767	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0032555	5	purine ribonucleotide binding	1	1939	1	1	0	1	1	1	1	0	0	1	1939	17136	0.89835	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0032559	6	adenyl ribonucleotide binding	1	1487	1	1	0	1	1	1	1	0	0	1	1487	17588	0.92205	1.0	1.0	0.0																																		0	0	0															0															0																							
