GO/Pathway/Gene Set/Gene ID,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
R-DRE-392499,Metabolism of proteins,940,976,8,6,4,8,6,6,8,4,4,20,972,3896,0.46199,0.73485,1,0.41,796843;565980;565874;116993,sp100.1;ace;znf692;vcana,ENSDARG00000055359;ENSDARG00000079166;ENSDARG00000078434;ENSDARG00000103515,,1.3612,1.282145,1.02599,0.365042424,1.333264158,0.292131955,0.86143,0.8321125,0.700635,0.166632616,0.851857391,0.134150957,3.4637475,2.771585,1.88049,2.062168341,3.186058519,1.626724359,,,,,1.02599;1.15657;1.85452;1.40772,0.700635;0.770567;1.08086;0.893658,1.88049;2.27854;6.43133;3.26463,3,1,3,796843;565874;116993,ENSDARG00000055359;ENSDARG00000078434;ENSDARG00000103515,1.42941,1.40772,0.414690647,0.891717667,0.893658,0.190119926,3.858816667,3.26463,2.332880092,1.02599;1.85452;1.40772,0.700635;1.08086;0.893658,1.88049;6.43133;3.26463,1,565980,ENSDARG00000079166,1.15657,1.15657,,0.770567,0.770567,,2.27854,2.27854,,1.15657,0.770567,2.27854,0,,,,,,"Linear,4(1)",1.716304528,6.88013649,1.551143646,1.853259683,0.129484224,1.73786658,1.003458425,1.718941575,0.698130037,1.024729963,1.442822526,5.484672474,UP,0.75,0.25,0
R-DRE-597592,Post-translational protein modification,725,751,7,5,3,7,5,5,7,3,3,21,748,4120,0.48516,0.73636,1,0.4,796843;565874;116993,sp100.1;znf692;vcana,ENSDARG00000055359;ENSDARG00000078434;ENSDARG00000103515,,1.42941,1.40772,1.02599,0.414690647,1.415591885,0.329780784,0.891717667,0.893658,0.700635,0.190119926,0.889733308,0.15135735,3.858816667,3.26463,1.88049,2.332880092,3.608901798,1.876245871,,,,,1.02599;1.85452;1.40772,0.700635;1.08086;0.893658,1.88049;6.43133;3.26463,3,0,3,796843;565874;116993,ENSDARG00000055359;ENSDARG00000078434;ENSDARG00000103515,1.42941,1.40772,0.414690647,0.891717667,0.893658,0.190119926,3.858816667,3.26463,2.332880092,1.02599;1.85452;1.40772,0.700635;1.08086;0.893658,1.88049;6.43133;3.26463,0,,,,,,,,,,,,,,,0,,,,,,"Linear,3(1)",1.775177529,5.328992844,1.6966995,1.853259683,0.078315076,1.779033661,0.960143357,1.898676643,0.676576717,1.106858616,1.218914327,6.498719007,UP,1,0,0
R-DRE-8957275,Post-translational protein phosphorylation,58,60,2,1,1,2,1,1,2,1,1,23,59,4809,0.96565,0.25687,0.25687,1.67,116993,vcana,ENSDARG00000103515,,1.40772,1.40772,1.40772,,1.40772,,0.893658,0.893658,0.893658,,0.893658,,3.26463,3.26463,3.26463,,3.26463,,,,,,1.40772,0.893658,3.26463,1,0,1,116993,ENSDARG00000103515,1.40772,1.40772,,0.893658,0.893658,,3.26463,3.26463,,1.40772,0.893658,3.26463,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.6966995,1.6966995,1.6966995,1.6966995,0,1.6966995,1.40772,1.40772,0.893658,0.893658,3.26463,3.26463,UP,1,0,0
R-DRE-1280218,Adaptive Immune System,325,364,4,3,2,4,3,3,4,2,2,22,362,4506,0.73703,0.54257,0.6982,0.55,101883814;100150018,si:dkey-23a13.2;mhc1lja,ENSDARG00000105470;ENSDARG00000096830,,1.2005318,1.2005318,0.0137536,1.678357826,0.327421687,1.136768426,0.63253017,0.63253017,0.00273034,0.890671461,0.16918782,0.603260627,10.762522,10.762522,0.107744,15.06813155,2.92382525,10.20579517,,,,,2.38731;0.0137536,1.26233;0.00273034,21.4173;0.107744,1,1,1,100150018,ENSDARG00000096830,0.0137536,0.0137536,,0.00273034,0.00273034,,0.107744,0.107744,,0.0137536,0.00273034,0.107744,1,101883814,ENSDARG00000105470,2.38731,2.38731,,1.26233,1.26233,,21.4173,21.4173,,2.38731,1.26233,21.4173,0,,,,,,"Exp 4,1(0.5);Linear,1(0.5)",1.973003401,4.039940476,1.58691442,2.453026056,0.612433411,2.019970238,-1.125553472,3.526617072,-0.601877497,1.866937837,-10.12084288,31.64588688,CONFLICT,0.5,0.5,0
R-DRE-162582,Signal Transduction,1247,1352,11,10,7,11,7,7,11,6,6,18,1346,3522,0.4896,0.6883,1,0.44,569134;556770;447920;30127;100003547;100002125,ubxn11;gpr183a;aldh3a2b;wnt2;arhgap15;tacr2,ENSDARG00000053828;ENSDARG00000010317;ENSDARG00000029381;ENSDARG00000041117;ENSDARG00000062349;ENSDARG00000074509,,1.0394873,1.25531,0.0124578,0.746065686,1.039161113,0.725277656,0.691340428,0.8703755,0.00498157,0.510931821,0.69774076,0.493429239,2.723175283,2.70892,0.0468217,1.589417866,2.393072476,1.619442875,,,,,0.0124578;1.68611;1.18203;1.79006;1.32859;0.237676,0.00498157;1.12526;0.783712;1.16823;0.957039;0.10882,0.0468217;3.92562;2.36393;4.62665;2.32212;3.05391,5,1,5,569134;556770;30127;100003547;100002125,ENSDARG00000053828;ENSDARG00000010317;ENSDARG00000041117;ENSDARG00000062349;ENSDARG00000074509,1.01097876,1.32859,0.83046492,0.672866114,0.957039,0.568994205,2.79502434,3.05391,1.766095776,0.0124578;1.68611;1.79006;1.32859;0.237676,0.00498157;1.12526;1.16823;0.957039;0.10882,0.0468217;3.92562;4.62665;2.32212;3.05391,1,447920,ENSDARG00000029381,1.18203,1.18203,,0.783712,0.783712,,2.36393,2.36393,,1.18203,0.783712,2.36393,0,,,,,,"Exp 2,3(0.5);Exp 4,1(0.17);Linear,1(0.17);Poly 2,1(0.17)",1.691247069,10.17536092,1.511802554,1.843351603,0.136537264,1.712981939,0.44251042,1.63646418,0.282509825,1.100171032,1.451376115,3.994974451,UP,0.833333333,0.166666667,0
R-DRE-1640170,Cell Cycle,373,392,1,0,0,1,0,0,1,0,0,24,392,4476,0.13406,1,0.25481,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-194138,Signaling by VEGF,62,62,1,1,0,1,0,0,1,0,0,24,62,4806,0.73577,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-199991,Membrane Trafficking,312,314,1,1,1,1,1,1,1,1,1,23,313,4555,0.53806,0.7973,1,0.32,557863,kif17,ENSDARG00000055238,,1.73094,1.73094,1.73094,,1.73094,,0.864995,0.864995,0.864995,,0.864995,,7.2346,7.2346,7.2346,,7.2346,,,,,,1.73094,0.864995,7.2346,0,1,0,,,,,,,,,,,,,,,1,557863,ENSDARG00000055238,1.73094,1.73094,,0.864995,0.864995,,7.2346,7.2346,,1.73094,0.864995,7.2346,0,,,,,,"Exp 2,1(1)",1.720993876,1.720993876,1.720993876,1.720993876,0,1.720993876,1.73094,1.73094,0.864995,0.864995,7.2346,7.2346,DOWN,0,1,0
R-DRE-212436,Generic Transcription Pathway,460,488,2,2,2,2,2,2,2,2,2,22,486,4382,0.5657,0.70691,1,0.41,565874;403010,znf692;nr0b2a,ENSDARG00000078434;ENSDARG00000044685,,1.053877,1.053877,0.253234,1.132280189,0.741699212,1.042664128,0.63241,0.63241,0.18396,0.634204072,0.457555378,0.584009013,3.408535,3.408535,0.38574,4.274877685,2.22992049,3.936535901,,,,,1.85452;0.253234,1.08086;0.18396,6.43133;0.38574,1,1,1,565874,ENSDARG00000078434,1.85452,1.85452,,1.08086,1.08086,,6.43133,6.43133,,1.85452,1.08086,6.43133,1,403010,ENSDARG00000044685,0.253234,0.253234,,0.18396,0.18396,,0.38574,0.38574,,0.253234,0.18396,0.38574,0,,,,,,"Exp 2,1(0.5);Linear,1(0.5)",2.100849202,4.259912729,1.779033661,2.480879068,0.496279647,2.129956365,-0.51538328,2.62313728,-0.246552,1.511372,-2.5161432,9.3332132,CONFLICT,0.5,0.5,0
R-DRE-372790,Signaling by GPCR,300,374,6,5,3,6,3,3,6,2,2,22,372,4496,0.7234,0.55775,0.70532,0.53,556770;100002125,gpr183a;tacr2,ENSDARG00000010317;ENSDARG00000074509,,0.961893,0.961893,0.237676,1.024197504,1.390584393,0.825486466,0.61704,0.61704,0.10882,0.718731617,0.917874611,0.579285949,3.489765,3.489765,3.05391,0.616392052,3.747764035,0.496801931,,,,,1.68611;0.237676,1.12526;0.10882,3.92562;3.05391,2,0,2,556770;100002125,ENSDARG00000010317;ENSDARG00000074509,0.961893,0.961893,1.024197504,0.61704,0.61704,0.718731617,3.489765,3.489765,0.616392052,1.68611;0.237676,1.12526;0.10882,3.92562;3.05391,0,,,,,,,,,,,,,,,0,,,,,,"Exp 2,1(0.5);Poly 2,1(0.5)",1.619545908,3.240866661,1.566812158,1.674054503,0.07583179,1.620433331,-0.45757232,2.38135832,-0.3790712,1.6131512,2.6354892,4.3440408,UP,1,0,0
R-DRE-388396,GPCR downstream signalling,287,360,6,5,3,6,3,3,6,2,2,22,358,4510,0.74245,0.5364,0.69538,0.56,556770;100002125,gpr183a;tacr2,ENSDARG00000010317;ENSDARG00000074509,,0.961893,0.961893,0.237676,1.024197504,1.390584393,0.825486466,0.61704,0.61704,0.10882,0.718731617,0.917874611,0.579285949,3.489765,3.489765,3.05391,0.616392052,3.747764035,0.496801931,,,,,1.68611;0.237676,1.12526;0.10882,3.92562;3.05391,2,0,2,556770;100002125,ENSDARG00000010317;ENSDARG00000074509,0.961893,0.961893,1.024197504,0.61704,0.61704,0.718731617,3.489765,3.489765,0.616392052,1.68611;0.237676,1.12526;0.10882,3.92562;3.05391,0,,,,,,,,,,,,,,,0,,,,,,"Exp 2,1(0.5);Poly 2,1(0.5)",1.619545908,3.240866661,1.566812158,1.674054503,0.07583179,1.620433331,-0.45757232,2.38135832,-0.3790712,1.6131512,2.6354892,4.3440408,UP,1,0,0
R-DRE-5653656,Vesicle-mediated transport,331,337,2,2,2,2,2,2,2,2,2,22,335,4533,0.7732,0.49997,0.67954,0.59,557863;327588,kif17;hpxa,ENSDARG00000055238;ENSDARG00000012609,,1.2368525,1.2368525,0.742765,0.698745243,1.469059495,0.616769599,0.6992545,0.6992545,0.533514,0.234392463,0.777147795,0.206893924,4.21443,4.21443,1.19426,4.271165375,5.633823527,3.770079268,,,,,1.73094;0.742765,0.864995;0.533514,7.2346;1.19426,1,1,1,327588,ENSDARG00000012609,0.742765,0.742765,,0.533514,0.533514,,1.19426,1.19426,,0.742765,0.533514,1.19426,1,557863,ENSDARG00000055238,1.73094,1.73094,,0.864995,0.864995,,7.2346,7.2346,,1.73094,0.864995,7.2346,0,,,,,,"Exp 2,1(0.5);Linear,1(0.5)",1.717123448,3.4342556,1.713261724,1.720993876,0.005467458,1.7171278,0.268441,2.205264,0.37440312,1.02410588,-1.7051032,10.1339632,CONFLICT,0.5,0.5,0
R-DRE-69278,"Cell Cycle, Mitotic",313,331,1,0,0,1,0,0,1,0,0,24,331,4537,0.18535,1,0.40427,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-73857,RNA Polymerase II Transcription,496,524,2,2,2,2,2,2,2,2,2,22,522,4346,0.51735,0.74497,1,0.38,565874;403010,znf692;nr0b2a,ENSDARG00000078434;ENSDARG00000044685,,1.053877,1.053877,0.253234,1.132280189,0.741699212,1.042664128,0.63241,0.63241,0.18396,0.634204072,0.457555378,0.584009013,3.408535,3.408535,0.38574,4.274877685,2.22992049,3.936535901,,,,,1.85452;0.253234,1.08086;0.18396,6.43133;0.38574,1,1,1,565874,ENSDARG00000078434,1.85452,1.85452,,1.08086,1.08086,,6.43133,6.43133,,1.85452,1.08086,6.43133,1,403010,ENSDARG00000044685,0.253234,0.253234,,0.18396,0.18396,,0.38574,0.38574,,0.253234,0.18396,0.38574,0,,,,,,"Exp 2,1(0.5);Linear,1(0.5)",2.100849202,4.259912729,1.779033661,2.480879068,0.496279647,2.129956365,-0.51538328,2.62313728,-0.246552,1.511372,-2.5161432,9.3332132,CONFLICT,0.5,0.5,0
R-DRE-74160,Gene expression (Transcription),558,586,2,2,2,2,2,2,2,2,2,22,584,4284,0.43827,0.80113,1,0.34,565874;403010,znf692;nr0b2a,ENSDARG00000078434;ENSDARG00000044685,,1.053877,1.053877,0.253234,1.132280189,0.741699212,1.042664128,0.63241,0.63241,0.18396,0.634204072,0.457555378,0.584009013,3.408535,3.408535,0.38574,4.274877685,2.22992049,3.936535901,,,,,1.85452;0.253234,1.08086;0.18396,6.43133;0.38574,1,1,1,565874,ENSDARG00000078434,1.85452,1.85452,,1.08086,1.08086,,6.43133,6.43133,,1.85452,1.08086,6.43133,1,403010,ENSDARG00000044685,0.253234,0.253234,,0.18396,0.18396,,0.38574,0.38574,,0.253234,0.18396,0.38574,0,,,,,,"Exp 2,1(0.5);Linear,1(0.5)",2.100849202,4.259912729,1.779033661,2.480879068,0.496279647,2.129956365,-0.51538328,2.62313728,-0.246552,1.511372,-2.5161432,9.3332132,CONFLICT,0.5,0.5,0
R-DRE-9006934,Signaling by Receptor Tyrosine Kinases,252,254,1,1,0,1,0,0,1,0,0,24,254,4614,0.27728,1,0.63374,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
