GO/Pathway/Gene Set/Gene ID,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
R-DRE-1266738,Developmental Biology,201,204,1,0,0,1,0,0,1,0,0,10,204,4678,0.65289,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-392499,Metabolism of proteins,940,976,4,3,2,3,3,2,4,2,2,8,974,3908,0.67934,0.62295,1,0.2,796843;555344,sp100.1;si:dkey-202e17.1,ENSDARG00000055359;ENSDARG00000062278,,0.91832,0.91832,0.11962,1.129532372,1.370080834,0.931486811,0.5147948,0.5147948,0.0157996,0.705685779,0.797036552,0.581954986,3.0071295,3.0071295,0.511159,3.529835332,4.418900771,2.910934769,,,,,0.11962;1.71702,0.0157996;1.01379,0.511159;5.5031,2,0,2,796843;555344,ENSDARG00000055359;ENSDARG00000062278,0.91832,0.91832,1.129532372,0.5147948,0.5147948,0.705685779,3.0071295,3.0071295,3.529835332,0.11962;1.71702,0.0157996;1.01379,0.511159;5.5031,0,,,,,,,,,,,,,,,0,,,,,,"Exp 4,1(0.5);Linear,1(0.5)",1.529796412,3.059595942,1.527613759,1.531982183,0.003088943,1.529797971,-0.647132,2.483772,-0.463235792,1.492825392,-1.88497268,7.89923168,UP,1,0,0
R-DRE-597592,Post-translational protein modification,726,751,4,3,2,3,3,2,4,2,2,8,749,4133,0.81115,0.46871,0.65728,0.27,796843;555344,sp100.1;si:dkey-202e17.1,ENSDARG00000055359;ENSDARG00000062278,,0.91832,0.91832,0.11962,1.129532372,1.370080834,0.931486811,0.5147948,0.5147948,0.0157996,0.705685779,0.797036552,0.581954986,3.0071295,3.0071295,0.511159,3.529835332,4.418900771,2.910934769,,,,,0.11962;1.71702,0.0157996;1.01379,0.511159;5.5031,2,0,2,796843;555344,ENSDARG00000055359;ENSDARG00000062278,0.91832,0.91832,1.129532372,0.5147948,0.5147948,0.705685779,3.0071295,3.0071295,3.529835332,0.11962;1.71702,0.0157996;1.01379,0.511159;5.5031,0,,,,,,,,,,,,,,,0,,,,,,"Exp 4,1(0.5);Linear,1(0.5)",1.529796412,3.059595942,1.527613759,1.531982183,0.003088943,1.529797971,-0.647132,2.483772,-0.463235792,1.492825392,-1.88497268,7.89923168,UP,1,0,0
R-DRE-1280218,Adaptive Immune System,326,364,3,3,1,2,3,1,3,0,0,10,364,4518,0.46119,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-162582,Signal Transduction,1242,1352,8,7,5,6,5,4,8,4,4,6,1348,3534,0.88748,0.28852,0.47797,0.3,654692;445161;100329657;100002946,cxcr3.1;cenpp;ltb4r;cxcl8a,ENSDARG00000007358;ENSDARG00000044135;ENSDARG00000032631;ENSDARG00000104795,,0.819526327,0.7110609,8.34E-04,0.918417297,0.608026353,0.921472912,0.525031263,0.45372985,2.55E-04,0.588280141,0.390417323,0.590996178,2.144530488,1.6136955,0.00405095,2.548864268,1.646484001,2.602049758,,,,,1.32919;8.33506E-4;1.85515;0.0929318,0.845692;2.5535E-4;1.19241;0.0617677,3.04393;0.00405095;5.34668;0.183461,3,1,3,654692;100329657;100002946,ENSDARG00000007358;ENSDARG00000032631;ENSDARG00000104795,1.092423933,1.32919,0.904652902,0.699956567,0.845692,0.579238392,2.858023667,3.04393,2.586624921,1.32919;1.85515;0.0929318,0.845692;1.19241;0.0617677,3.04393;5.34668;0.183461,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 2,1(0.25);Exp 4,1(0.25);Linear,1(0.25);Poly 2,1(0.25)",2.168984118,8.977475762,1.578950763,3.232575893,0.701574245,2.082974553,-0.080522624,1.719575277,-0.051483276,1.101545801,-0.353356495,4.64241747,UP,0.75,0.25,0
R-DRE-1640170,Cell Cycle,373,392,3,2,1,2,2,1,3,1,1,9,391,4491,0.81174,0.56658,0.56658,0.26,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-212436,Generic Transcription Pathway,459,488,5,3,2,4,3,2,5,2,2,8,486,4396,0.93042,0.26291,0.26291,0.41,548604;30079,nr4a3;btg2,ENSDARG00000055854;ENSDARG00000020298,,1.6916,1.6916,1.52322,0.23812528,1.714076063,0.235994284,1.001128,1.001128,0.933496,0.095646092,1.010155801,0.09479015,5.54424,5.54424,4.06068,2.098070673,5.742271765,2.079294926,,,,,1.85998;1.52322,1.06876;0.933496,7.0278;4.06068,2,0,2,548604;30079,ENSDARG00000055854;ENSDARG00000020298,1.6916,1.6916,0.23812528,1.001128,1.001128,0.095646092,5.54424,5.54424,2.098070673,1.85998;1.52322,1.06876;0.933496,7.0278;4.06068,0,,,,,,,,,,,,,,,0,,,,,,"Linear,2(1)",1.930495281,3.868109226,1.816771984,2.051337242,0.165862685,1.934054613,1.3615752,2.0216248,0.86856928,1.13368672,2.6364624,8.4520176,UP,1,0,0
R-DRE-3700989,Transcriptional Regulation by TP53,206,210,3,1,1,3,1,1,3,1,1,9,209,4673,0.93423,0.35543,0.35543,0.48,30079,btg2,ENSDARG00000020298,,1.52322,1.52322,1.52322,,1.52322,,0.933496,0.933496,0.933496,,0.933496,,4.06068,4.06068,4.06068,,4.06068,,,,,,1.52322,0.933496,4.06068,1,0,1,30079,ENSDARG00000020298,1.52322,1.52322,,0.933496,0.933496,,4.06068,4.06068,,1.52322,0.933496,4.06068,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.816771984,1.816771984,1.816771984,1.816771984,0,1.816771984,1.52322,1.52322,0.933496,0.933496,4.06068,4.06068,UP,1,0,0
R-DRE-372790,Signaling by GPCR,298,374,5,5,4,3,4,3,5,3,3,7,371,4511,0.99513,0.035493,0.035493,0.8,654692;100329657;100002946,cxcr3.1;ltb4r;cxcl8a,ENSDARG00000007358;ENSDARG00000032631;ENSDARG00000104795,,1.092423933,1.32919,0.0929318,0.904652902,0.952422422,1.002735698,0.699956567,0.845692,0.0617677,0.579238392,0.611714807,0.642522609,2.858023667,3.04393,0.183461,2.586624921,2.578061981,2.887987405,,,,,1.32919;1.85515;0.0929318,0.845692;1.19241;0.0617677,3.04393;5.34668;0.183461,3,0,3,654692;100329657;100002946,ENSDARG00000007358;ENSDARG00000032631;ENSDARG00000104795,1.092423933,1.32919,0.904652902,0.699956567,0.845692,0.579238392,2.858023667,3.04393,2.586624921,1.32919;1.85515;0.0929318,0.845692;1.19241;0.0617677,3.04393;5.34668;0.183461,0,,,,,,,,,,,,,,,0,,,,,,"Exp 2,1(0.34);Linear,1(0.34);Poly 2,1(0.34)",2.216653121,6.945435643,1.578950763,3.232575893,0.841578247,2.133908987,0.068712804,2.116135063,0.044486621,1.355426512,-0.069017979,5.785065312,UP,1,0,0
R-DRE-388396,GPCR downstream signalling,285,360,5,5,4,3,4,3,5,3,3,7,357,4525,0.99576,0.03214,0.03214,0.83,654692;100329657;100002946,cxcr3.1;ltb4r;cxcl8a,ENSDARG00000007358;ENSDARG00000032631;ENSDARG00000104795,,1.092423933,1.32919,0.0929318,0.904652902,0.952422422,1.002735698,0.699956567,0.845692,0.0617677,0.579238392,0.611714807,0.642522609,2.858023667,3.04393,0.183461,2.586624921,2.578061981,2.887987405,,,,,1.32919;1.85515;0.0929318,0.845692;1.19241;0.0617677,3.04393;5.34668;0.183461,3,0,3,654692;100329657;100002946,ENSDARG00000007358;ENSDARG00000032631;ENSDARG00000104795,1.092423933,1.32919,0.904652902,0.699956567,0.845692,0.579238392,2.858023667,3.04393,2.586624921,1.32919;1.85515;0.0929318,0.845692;1.19241;0.0617677,3.04393;5.34668;0.183461,0,,,,,,,,,,,,,,,0,,,,,,"Exp 2,1(0.34);Linear,1(0.34);Poly 2,1(0.34)",2.216653121,6.945435643,1.578950763,3.232575893,0.841578247,2.133908987,0.068712804,2.116135063,0.044486621,1.355426512,-0.069017979,5.785065312,UP,1,0,0
R-DRE-453279,Mitotic G1 phase and G1/S transition,93,94,2,1,0,1,1,0,2,0,0,10,94,4788,0.82349,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5628897,TP53 Regulates Metabolic Genes,53,53,1,0,0,1,0,0,1,0,0,10,53,4829,0.8967,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5633007,Regulation of TP53 Activity,103,107,1,0,0,1,0,0,1,0,0,10,107,4775,0.80143,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-6804757,Regulation of TP53 Degradation,24,25,1,0,0,1,0,0,1,0,0,10,25,4857,0.95001,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-6806003,Regulation of TP53 Expression and Degradation,24,25,1,0,0,1,0,0,1,0,0,10,25,4857,0.95001,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-69202,Cyclin E associated events during G1/S transition ,50,51,2,1,0,1,1,0,2,0,0,10,51,4831,0.90042,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-69206,G1/S Transition,76,77,2,1,0,1,1,0,2,0,0,10,77,4805,0.85317,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-69242,S Phase,99,101,2,1,0,1,1,0,2,0,0,10,101,4781,0.81155,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-69278,"Cell Cycle, Mitotic",313,331,3,2,1,2,2,1,3,1,1,9,330,4552,0.8566,0.50404,0.50404,0.3,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
R-DRE-69656,Cyclin A:Cdk2-associated events at S phase entry,51,52,2,1,0,1,1,0,2,0,0,10,52,4830,0.89856,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-73857,RNA Polymerase II Transcription,495,524,5,3,2,4,3,2,5,2,2,8,522,4360,0.91723,0.29153,0.29153,0.38,548604;30079,nr4a3;btg2,ENSDARG00000055854;ENSDARG00000020298,,1.6916,1.6916,1.52322,0.23812528,1.714076063,0.235994284,1.001128,1.001128,0.933496,0.095646092,1.010155801,0.09479015,5.54424,5.54424,4.06068,2.098070673,5.742271765,2.079294926,,,,,1.85998;1.52322,1.06876;0.933496,7.0278;4.06068,2,0,2,548604;30079,ENSDARG00000055854;ENSDARG00000020298,1.6916,1.6916,0.23812528,1.001128,1.001128,0.095646092,5.54424,5.54424,2.098070673,1.85998;1.52322,1.06876;0.933496,7.0278;4.06068,0,,,,,,,,,,,,,,,0,,,,,,"Linear,2(1)",1.930495281,3.868109226,1.816771984,2.051337242,0.165862685,1.934054613,1.3615752,2.0216248,0.86856928,1.13368672,2.6364624,8.4520176,UP,1,0,0
R-DRE-74160,Gene expression (Transcription),557,586,5,3,2,4,3,2,5,2,2,8,584,4298,0.89197,0.34093,0.34093,0.34,548604;30079,nr4a3;btg2,ENSDARG00000055854;ENSDARG00000020298,,1.6916,1.6916,1.52322,0.23812528,1.714076063,0.235994284,1.001128,1.001128,0.933496,0.095646092,1.010155801,0.09479015,5.54424,5.54424,4.06068,2.098070673,5.742271765,2.079294926,,,,,1.85998;1.52322,1.06876;0.933496,7.0278;4.06068,2,0,2,548604;30079,ENSDARG00000055854;ENSDARG00000020298,1.6916,1.6916,0.23812528,1.001128,1.001128,0.095646092,5.54424,5.54424,2.098070673,1.85998;1.52322,1.06876;0.933496,7.0278;4.06068,0,,,,,,,,,,,,,,,0,,,,,,"Linear,2(1)",1.930495281,3.868109226,1.816771984,2.051337242,0.165862685,1.934054613,1.3615752,2.0216248,0.86856928,1.13368672,2.6364624,8.4520176,UP,1,0,0
R-DRE-8878166,Transcriptional regulation by RUNX2,48,48,1,1,0,0,1,0,1,0,0,10,48,4834,0.90602,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-9006931,Signaling by Nuclear Receptors,138,155,1,1,0,1,0,0,1,0,0,10,155,4727,0.7245,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-211945,Phase I - Functionalization of compounds,60,61,1,1,0,1,0,0,1,0,0,10,61,4821,0.88197,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-373076,Class A/1 (Rhodopsin-like receptors),149,219,4,4,3,3,4,3,4,3,3,7,216,4666,0.99934,0.0084058,0.0084058,1.37,654692;100329657;100002946,cxcr3.1;ltb4r;cxcl8a,ENSDARG00000007358;ENSDARG00000032631;ENSDARG00000104795,,1.092423933,1.32919,0.0929318,0.904652902,0.952422422,1.002735698,0.699956567,0.845692,0.0617677,0.579238392,0.611714807,0.642522609,2.858023667,3.04393,0.183461,2.586624921,2.578061981,2.887987405,,,,,1.32919;1.85515;0.0929318,0.845692;1.19241;0.0617677,3.04393;5.34668;0.183461,3,0,3,654692;100329657;100002946,ENSDARG00000007358;ENSDARG00000032631;ENSDARG00000104795,1.092423933,1.32919,0.904652902,0.699956567,0.845692,0.579238392,2.858023667,3.04393,2.586624921,1.32919;1.85515;0.0929318,0.845692;1.19241;0.0617677,3.04393;5.34668;0.183461,0,,,,,,,,,,,,,,,0,,,,,,"Exp 2,1(0.34);Linear,1(0.34);Poly 2,1(0.34)",2.216653121,6.945435643,1.578950763,3.232575893,0.841578247,2.133908987,0.068712804,2.116135063,0.044486621,1.355426512,-0.069017979,5.785065312,UP,1,0,0
