F10,Counts
ENSDARG00000001882,13
ENSDARG00000001888,54
ENSDARG00000001889,167
ENSDARG00000001890,168
ENSDARG00000001891,1
ENSDARG00000001897,79
ENSDARG00000001898,12
ENSDARG00000001906,20
ENSDARG00000001909,0
ENSDARG00000001910,119
ENSDARG00000001912,23
ENSDARG00000001913,11
ENSDARG00000001929,12
ENSDARG00000001930,16
ENSDARG00000001933,6
ENSDARG00000001937,17
ENSDARG00000001939,4
ENSDARG00000001940,44
ENSDARG00000001950,929
ENSDARG00000001953,75
ENSDARG00000001968,98
ENSDARG00000001969,14
ENSDARG00000001971,13
ENSDARG00000001975,0
ENSDARG00000001976,8
ENSDARG00000001993,60
ENSDARG00000001994,342
ENSDARG00000001999,64
ENSDARG00000002002,3
ENSDARG00000002006,13
ENSDARG00000002013,36
ENSDARG00000002016,46
ENSDARG00000002020,112
ENSDARG00000002021,69
ENSDARG00000002026,39
ENSDARG00000002031,0
ENSDARG00000002037,32
ENSDARG00000002060,11
ENSDARG00000002071,57
ENSDARG00000002077,0
ENSDARG00000002082,53
ENSDARG00000002084,114
ENSDARG00000002097,10
ENSDARG00000002127,74
ENSDARG00000002128,27
ENSDARG00000002131,255
ENSDARG00000002165,0
ENSDARG00000002167,67
ENSDARG00000002168,8
ENSDARG00000002172,0
ENSDARG00000002174,6
ENSDARG00000002184,15
ENSDARG00000002190,74
ENSDARG00000002192,40
ENSDARG00000002193,921
ENSDARG00000002194,1
ENSDARG00000002196,43
ENSDARG00000002197,52
ENSDARG00000002204,5
ENSDARG00000002210,15
ENSDARG00000002213,11
ENSDARG00000002215,35
ENSDARG00000002216,15
ENSDARG00000002217,89
ENSDARG00000002219,5
ENSDARG00000002220,19
ENSDARG00000002230,108
ENSDARG00000002231,31
ENSDARG00000002235,102
ENSDARG00000002240,23
ENSDARG00000002241,0
ENSDARG00000002249,6
ENSDARG00000002255,63
ENSDARG00000002259,0
ENSDARG00000002264,13
ENSDARG00000002267,11
ENSDARG00000002271,98
ENSDARG00000002285,51
ENSDARG00000002293,0
ENSDARG00000002295,0
ENSDARG00000002298,3
ENSDARG00000002299,0
ENSDARG00000002300,1
ENSDARG00000002304,0
ENSDARG00000002305,121
ENSDARG00000002311,9
ENSDARG00000002330,0
ENSDARG00000002332,78
ENSDARG00000002333,42
ENSDARG00000002336,65
ENSDARG00000002339,11
ENSDARG00000002344,375
ENSDARG00000002347,0
ENSDARG00000002353,2
ENSDARG00000002355,0
ENSDARG00000002362,56
ENSDARG00000002365,26
ENSDARG00000002369,121
ENSDARG00000002377,2
ENSDARG00000002385,23
ENSDARG00000002391,0
ENSDARG00000002394,7
ENSDARG00000002396,76
ENSDARG00000002401,21
ENSDARG00000002402,19
ENSDARG00000002403,64
ENSDARG00000002405,42
ENSDARG00000002406,0
ENSDARG00000002411,55
ENSDARG00000002445,3
ENSDARG00000002463,0
ENSDARG00000002467,2
ENSDARG00000002479,53
ENSDARG00000002483,0
ENSDARG00000002487,14
ENSDARG00000002494,19
ENSDARG00000002506,13
ENSDARG00000002507,8
ENSDARG00000002508,19
ENSDARG00000002509,3
ENSDARG00000002510,2
ENSDARG00000002523,49
ENSDARG00000002533,6
ENSDARG00000002536,44
ENSDARG00000002538,42
ENSDARG00000002546,21
ENSDARG00000002549,58
ENSDARG00000002552,79
ENSDARG00000002564,34
ENSDARG00000002571,16
ENSDARG00000002576,15
ENSDARG00000002582,22
ENSDARG00000002587,219
ENSDARG00000002589,430
ENSDARG00000002591,33
ENSDARG00000002593,7
ENSDARG00000002597,0
ENSDARG00000002600,81
ENSDARG00000002601,1
ENSDARG00000002607,41
ENSDARG00000002609,10
ENSDARG00000002613,12
ENSDARG00000002632,46
ENSDARG00000002634,1
ENSDARG00000002635,105
ENSDARG00000002642,13
ENSDARG00000002644,43
ENSDARG00000002656,149
ENSDARG00000002659,144
ENSDARG00000002663,0
ENSDARG00000002666,0
ENSDARG00000002670,60
ENSDARG00000002682,90
ENSDARG00000002685,0
ENSDARG00000002690,21
ENSDARG00000002696,372
ENSDARG00000002701,0
ENSDARG00000002707,0
ENSDARG00000002710,539
ENSDARG00000002720,9
ENSDARG00000002722,0
ENSDARG00000002728,9
ENSDARG00000002731,105
ENSDARG00000002732,6
ENSDARG00000002745,171
ENSDARG00000002748,11
ENSDARG00000002750,22
ENSDARG00000002754,3
ENSDARG00000002758,722
ENSDARG00000002760,8
ENSDARG00000002764,0
ENSDARG00000002768,2140
ENSDARG00000002771,21
ENSDARG00000002779,0
ENSDARG00000002787,97
ENSDARG00000002790,161
ENSDARG00000002791,1262
ENSDARG00000002792,85
ENSDARG00000002795,1
ENSDARG00000002797,0
ENSDARG00000002798,2
ENSDARG00000002816,56
ENSDARG00000002826,1
ENSDARG00000002830,1
ENSDARG00000002831,380
ENSDARG00000002840,73
ENSDARG00000002847,14
ENSDARG00000002872,16
ENSDARG00000002877,79
ENSDARG00000002880,61
ENSDARG00000002894,8
ENSDARG00000002897,37
ENSDARG00000002909,89
ENSDARG00000002912,23
ENSDARG00000002916,58
ENSDARG00000002917,2
ENSDARG00000002933,7
ENSDARG00000002937,56
ENSDARG00000002945,7
ENSDARG00000002947,17
ENSDARG00000002949,142
ENSDARG00000002952,40
ENSDARG00000002956,0
ENSDARG00000002959,0
ENSDARG00000002967,27
ENSDARG00000002968,99
ENSDARG00000002970,90
ENSDARG00000002971,62
ENSDARG00000002986,12
ENSDARG00000002988,85
ENSDARG00000002991,42
ENSDARG00000002994,36
ENSDARG00000003008,65
ENSDARG00000003017,50
ENSDARG00000003020,76
ENSDARG00000003021,24
ENSDARG00000003022,6
ENSDARG00000003027,16
ENSDARG00000003032,914
ENSDARG00000003035,211
ENSDARG00000003041,12
ENSDARG00000003046,49
ENSDARG00000003054,0
ENSDARG00000003058,59
ENSDARG00000003061,27
ENSDARG00000003068,83
ENSDARG00000003069,21
ENSDARG00000003077,2
ENSDARG00000003081,4779
ENSDARG00000003084,6
ENSDARG00000003085,2
ENSDARG00000003087,88
ENSDARG00000003090,0
ENSDARG00000003091,8
ENSDARG00000003098,185
ENSDARG00000003109,6
ENSDARG00000003113,131
ENSDARG00000003127,61
ENSDARG00000003132,24
ENSDARG00000003142,32
ENSDARG00000003144,2
ENSDARG00000003146,5
ENSDARG00000003151,238
ENSDARG00000003153,8
ENSDARG00000003157,10
ENSDARG00000003165,86
ENSDARG00000003167,44
ENSDARG00000003169,141
ENSDARG00000003175,46
ENSDARG00000003181,3
ENSDARG00000003189,92
ENSDARG00000003193,37
ENSDARG00000003197,1
ENSDARG00000003200,4
ENSDARG00000003203,82
ENSDARG00000003205,9
ENSDARG00000003206,15
ENSDARG00000003207,13
ENSDARG00000003208,28
ENSDARG00000003210,6
ENSDARG00000003213,158
ENSDARG00000003216,100
ENSDARG00000003217,19
ENSDARG00000003219,83
ENSDARG00000003229,0
ENSDARG00000003235,11
ENSDARG00000003244,1
ENSDARG00000003250,22
ENSDARG00000003251,12
ENSDARG00000003257,3
ENSDARG00000003259,15
ENSDARG00000003269,118
ENSDARG00000003270,7
ENSDARG00000003281,76
ENSDARG00000003287,8
ENSDARG00000003290,25
ENSDARG00000003293,80
ENSDARG00000003303,0
ENSDARG00000003307,77
ENSDARG00000003308,8
ENSDARG00000003311,62
ENSDARG00000003313,0
ENSDARG00000003320,85
ENSDARG00000003326,2
ENSDARG00000003328,181
ENSDARG00000003344,0
ENSDARG00000003373,5
ENSDARG00000003375,44
ENSDARG00000003380,1
ENSDARG00000003381,67
ENSDARG00000003382,43
ENSDARG00000003383,17
ENSDARG00000003395,6
ENSDARG00000003398,60
ENSDARG00000003399,0
ENSDARG00000003403,95
ENSDARG00000003411,19
ENSDARG00000003414,0
ENSDARG00000003420,12
ENSDARG00000003421,95
ENSDARG00000003429,123
ENSDARG00000003444,7
ENSDARG00000003446,36
ENSDARG00000003449,67
ENSDARG00000003462,87
ENSDARG00000003469,8
ENSDARG00000003475,0
ENSDARG00000003486,186
ENSDARG00000003487,29
ENSDARG00000003495,451
ENSDARG00000003512,108
ENSDARG00000003517,11
ENSDARG00000003519,1
ENSDARG00000003520,13
ENSDARG00000003523,6
ENSDARG00000003526,68
ENSDARG00000003527,13
ENSDARG00000003531,60
ENSDARG00000003533,7
ENSDARG00000003544,68
ENSDARG00000003553,0
ENSDARG00000003564,2
ENSDARG00000003570,96
ENSDARG00000003573,26
ENSDARG00000003576,10
ENSDARG00000003584,18
ENSDARG00000003592,3
ENSDARG00000003599,2954
ENSDARG00000003607,70
ENSDARG00000003615,14
ENSDARG00000003616,29
ENSDARG00000003631,76
ENSDARG00000003632,0
ENSDARG00000003635,19
ENSDARG00000003641,97
ENSDARG00000003642,22
ENSDARG00000003655,212
ENSDARG00000003675,0
ENSDARG00000003680,194
ENSDARG00000003681,285
ENSDARG00000003684,89
ENSDARG00000003693,42
ENSDARG00000003695,369
ENSDARG00000003697,0
ENSDARG00000003699,54
ENSDARG00000003701,0
ENSDARG00000003705,139
ENSDARG00000003706,11
ENSDARG00000003732,15
ENSDARG00000003749,36
ENSDARG00000003750,46
ENSDARG00000003751,63
ENSDARG00000003754,37
ENSDARG00000003757,12
ENSDARG00000003769,23
ENSDARG00000003776,70
ENSDARG00000003779,47
ENSDARG00000003789,79
ENSDARG00000003795,823
ENSDARG00000003797,7
ENSDARG00000003803,9
ENSDARG00000003808,33
ENSDARG00000003811,287
ENSDARG00000003818,58
ENSDARG00000003820,83
ENSDARG00000003822,5
ENSDARG00000003827,1
ENSDARG00000003829,144
ENSDARG00000003835,227
ENSDARG00000003841,7
ENSDARG00000003845,28
ENSDARG00000003846,2
ENSDARG00000003854,170
ENSDARG00000003860,58
ENSDARG00000003865,0
ENSDARG00000003866,81
ENSDARG00000003867,20
ENSDARG00000003869,21
ENSDARG00000003872,66
ENSDARG00000003877,122
ENSDARG00000003899,13
ENSDARG00000003900,3
ENSDARG00000003902,209
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,0
ENSDARG00000003910,80
ENSDARG00000003920,153
ENSDARG00000003925,0
ENSDARG00000003927,50
ENSDARG00000003931,47
ENSDARG00000003934,5
ENSDARG00000003938,70
ENSDARG00000003940,35
ENSDARG00000003941,40
ENSDARG00000003944,0
ENSDARG00000003952,237
ENSDARG00000003961,21
ENSDARG00000003963,34
ENSDARG00000003965,0
ENSDARG00000003968,0
ENSDARG00000003970,33
ENSDARG00000003971,30
ENSDARG00000003973,7
ENSDARG00000003974,44
ENSDARG00000003977,3
ENSDARG00000003984,31
ENSDARG00000003989,52
ENSDARG00000003991,37
ENSDARG00000003994,12
ENSDARG00000003998,14
ENSDARG00000004015,5
ENSDARG00000004017,8
ENSDARG00000004018,3
ENSDARG00000004023,131
ENSDARG00000004034,71
ENSDARG00000004037,41
ENSDARG00000004046,9
ENSDARG00000004049,34
ENSDARG00000004051,0
ENSDARG00000004055,95
ENSDARG00000004059,5
ENSDARG00000004060,551
ENSDARG00000004074,133
ENSDARG00000004078,24
ENSDARG00000004082,13
ENSDARG00000004094,73
ENSDARG00000004105,48
ENSDARG00000004109,0
ENSDARG00000004111,0
ENSDARG00000004114,0
ENSDARG00000004115,22
ENSDARG00000004130,0
ENSDARG00000004131,0
ENSDARG00000004132,346
ENSDARG00000004150,40
ENSDARG00000004151,20
ENSDARG00000004154,2
ENSDARG00000004158,7
ENSDARG00000004160,28
ENSDARG00000004161,69
ENSDARG00000004167,0
ENSDARG00000004169,39
ENSDARG00000004171,18
ENSDARG00000004173,217
ENSDARG00000004174,185
ENSDARG00000004176,2
ENSDARG00000004177,48
ENSDARG00000004184,92
ENSDARG00000004187,1
ENSDARG00000004189,90
ENSDARG00000004196,89
ENSDARG00000004199,0
ENSDARG00000004204,0
ENSDARG00000004211,19
ENSDARG00000004218,6
ENSDARG00000004219,7
ENSDARG00000004227,43
ENSDARG00000004232,46
ENSDARG00000004243,31
ENSDARG00000004246,131
ENSDARG00000004251,6
ENSDARG00000004256,1
ENSDARG00000004260,18
ENSDARG00000004261,61
ENSDARG00000004262,47
ENSDARG00000004270,36
ENSDARG00000004274,15
ENSDARG00000004280,24
ENSDARG00000004282,34
ENSDARG00000004291,34
ENSDARG00000004296,66
ENSDARG00000004297,148
ENSDARG00000004301,6
ENSDARG00000004302,36
ENSDARG00000004305,24
ENSDARG00000004306,6
ENSDARG00000004307,13
ENSDARG00000004308,9
ENSDARG00000004311,4
ENSDARG00000004318,9
ENSDARG00000004322,8
ENSDARG00000004325,16
ENSDARG00000004328,4
ENSDARG00000004336,106
ENSDARG00000004343,16
ENSDARG00000004358,49
ENSDARG00000004363,17
ENSDARG00000004372,97
ENSDARG00000004377,44
ENSDARG00000004378,7
ENSDARG00000004386,131
ENSDARG00000004392,7
ENSDARG00000004396,0
ENSDARG00000004402,0
ENSDARG00000004405,0
ENSDARG00000004406,9
ENSDARG00000004415,163
ENSDARG00000004427,6
ENSDARG00000004433,2
ENSDARG00000004436,5
ENSDARG00000004445,18
ENSDARG00000004447,0
ENSDARG00000004451,12
ENSDARG00000004452,344
ENSDARG00000004455,0
ENSDARG00000004459,1
ENSDARG00000004460,12
ENSDARG00000004470,82
ENSDARG00000004472,30
ENSDARG00000004473,14
ENSDARG00000004492,6
ENSDARG00000004497,0
ENSDARG00000004498,0
ENSDARG00000004502,24
ENSDARG00000004517,30
ENSDARG00000004525,14
ENSDARG00000004527,1
ENSDARG00000004529,0
ENSDARG00000004537,486
ENSDARG00000004539,16
ENSDARG00000004561,0
ENSDARG00000004574,26
ENSDARG00000004576,24
ENSDARG00000004580,71
ENSDARG00000004581,33
ENSDARG00000004586,0
ENSDARG00000004587,34
ENSDARG00000004588,322
ENSDARG00000004592,35
ENSDARG00000004594,30
ENSDARG00000004597,45
ENSDARG00000004598,0
ENSDARG00000004616,7
ENSDARG00000004618,13
ENSDARG00000004621,229
ENSDARG00000004627,0
ENSDARG00000004632,5
ENSDARG00000004633,0
ENSDARG00000004634,72
ENSDARG00000004635,119
ENSDARG00000004636,49
ENSDARG00000004643,48
ENSDARG00000004647,0
ENSDARG00000004648,14
ENSDARG00000004658,64
ENSDARG00000004672,47
ENSDARG00000004680,17
ENSDARG00000004687,3
ENSDARG00000004692,99
ENSDARG00000004695,5
ENSDARG00000004696,24
ENSDARG00000004697,16
ENSDARG00000004702,116
ENSDARG00000004706,24
ENSDARG00000004712,30
ENSDARG00000004713,5
ENSDARG00000004714,113
ENSDARG00000004721,3
ENSDARG00000004724,99
ENSDARG00000004726,49
ENSDARG00000004735,254
ENSDARG00000004745,45
ENSDARG00000004748,10
ENSDARG00000004753,27
ENSDARG00000004754,62
ENSDARG00000004757,1460
ENSDARG00000004763,5
ENSDARG00000004771,12
ENSDARG00000004774,56
ENSDARG00000004782,228
ENSDARG00000004785,130
ENSDARG00000004789,42
ENSDARG00000004794,9
ENSDARG00000004796,114
ENSDARG00000004806,0
ENSDARG00000004823,0
ENSDARG00000004830,129
ENSDARG00000004836,61
ENSDARG00000004840,31
ENSDARG00000004843,17
ENSDARG00000004851,37
ENSDARG00000004861,26
ENSDARG00000004864,0
ENSDARG00000004866,40
ENSDARG00000004869,21
ENSDARG00000004870,4
ENSDARG00000004871,0
ENSDARG00000004874,0
ENSDARG00000004875,1
ENSDARG00000004877,123
ENSDARG00000004880,9
ENSDARG00000004889,0
ENSDARG00000004891,32
ENSDARG00000004898,0
ENSDARG00000004904,31
ENSDARG00000004906,84
ENSDARG00000004925,11
ENSDARG00000004930,301
ENSDARG00000004931,11
ENSDARG00000004932,2
ENSDARG00000004937,5
ENSDARG00000004939,42
ENSDARG00000004948,167
ENSDARG00000004952,3
ENSDARG00000004953,0
ENSDARG00000004954,1
ENSDARG00000004956,9
ENSDARG00000004964,53
ENSDARG00000004979,11
ENSDARG00000004988,86
ENSDARG00000005002,17
ENSDARG00000005004,0
ENSDARG00000005010,7
ENSDARG00000005015,116
ENSDARG00000005023,115
ENSDARG00000005026,164
ENSDARG00000005034,10
ENSDARG00000005049,12
ENSDARG00000005050,0
ENSDARG00000005057,0
ENSDARG00000005058,71
ENSDARG00000005078,19
ENSDARG00000005085,30
ENSDARG00000005092,9
ENSDARG00000005095,17
ENSDARG00000005098,20
ENSDARG00000005104,46
ENSDARG00000005108,17
ENSDARG00000005112,166
ENSDARG00000005115,3
ENSDARG00000005122,110
ENSDARG00000005126,24
ENSDARG00000005128,3
ENSDARG00000005134,53
ENSDARG00000005139,25
ENSDARG00000005141,55
ENSDARG00000005150,14
ENSDARG00000005154,7
ENSDARG00000005159,29
ENSDARG00000005162,166
ENSDARG00000005163,7
ENSDARG00000005172,15
ENSDARG00000005176,4
ENSDARG00000005179,26
ENSDARG00000005185,136
ENSDARG00000005186,147
ENSDARG00000005191,553
ENSDARG00000005210,6
ENSDARG00000005216,14
ENSDARG00000005218,1
ENSDARG00000005220,12
ENSDARG00000005221,12
ENSDARG00000005230,53
ENSDARG00000005232,62
ENSDARG00000005236,380
ENSDARG00000005246,13
ENSDARG00000005251,8
ENSDARG00000005254,39
ENSDARG00000005271,0
ENSDARG00000005274,0
ENSDARG00000005284,5
ENSDARG00000005314,0
ENSDARG00000005315,118
ENSDARG00000005318,23
ENSDARG00000005320,9
ENSDARG00000005327,0
ENSDARG00000005332,0
ENSDARG00000005335,1
ENSDARG00000005343,38
ENSDARG00000005350,125
ENSDARG00000005355,54
ENSDARG00000005356,34
ENSDARG00000005359,96
ENSDARG00000005364,10
ENSDARG00000005368,61
ENSDARG00000005371,0
ENSDARG00000005372,30
ENSDARG00000005374,28
ENSDARG00000005382,0
ENSDARG00000005392,0
ENSDARG00000005394,91
ENSDARG00000005397,68
ENSDARG00000005414,0
ENSDARG00000005416,108
ENSDARG00000005423,19
ENSDARG00000005425,160
ENSDARG00000005448,0
ENSDARG00000005451,215
ENSDARG00000005453,85
ENSDARG00000005454,44
ENSDARG00000005456,123
ENSDARG00000005458,29
ENSDARG00000005462,197
ENSDARG00000005463,17
ENSDARG00000005464,4
ENSDARG00000005468,71
ENSDARG00000005476,120
ENSDARG00000005479,401
ENSDARG00000005481,24
ENSDARG00000005482,245
ENSDARG00000005485,37
ENSDARG00000005500,25
ENSDARG00000005510,0
ENSDARG00000005513,1081
ENSDARG00000005518,3
ENSDARG00000005522,0
ENSDARG00000005525,25
ENSDARG00000005526,53
ENSDARG00000005536,61
ENSDARG00000005540,84
ENSDARG00000005541,0
ENSDARG00000005544,0
ENSDARG00000005547,16
ENSDARG00000005549,13
ENSDARG00000005551,25
ENSDARG00000005559,16
ENSDARG00000005560,97
ENSDARG00000005561,20
ENSDARG00000005565,17
ENSDARG00000005574,42
ENSDARG00000005576,123
ENSDARG00000005578,52
ENSDARG00000005586,20
ENSDARG00000005590,17
ENSDARG00000005595,20
ENSDARG00000005606,19
ENSDARG00000005612,21
ENSDARG00000005616,0
ENSDARG00000005619,0
ENSDARG00000005625,54
ENSDARG00000005626,0
ENSDARG00000005627,0
ENSDARG00000005629,49
ENSDARG00000005640,0
ENSDARG00000005643,7
ENSDARG00000005645,133
ENSDARG00000005648,5
ENSDARG00000005651,26
ENSDARG00000005652,160
ENSDARG00000005670,56
ENSDARG00000005673,0
ENSDARG00000005675,27
ENSDARG00000005679,45
ENSDARG00000005690,85
ENSDARG00000005699,65
ENSDARG00000005704,23
ENSDARG00000005713,48
ENSDARG00000005716,21
ENSDARG00000005738,15
ENSDARG00000005739,9
ENSDARG00000005749,44
ENSDARG00000005754,302
ENSDARG00000005762,162
ENSDARG00000005772,4
ENSDARG00000005774,283
ENSDARG00000005775,397
ENSDARG00000005776,27
ENSDARG00000005780,0
ENSDARG00000005783,87
ENSDARG00000005786,8
ENSDARG00000005789,24
ENSDARG00000005791,504
ENSDARG00000005799,37
ENSDARG00000005800,41
ENSDARG00000005814,0
ENSDARG00000005821,1
ENSDARG00000005823,78
ENSDARG00000005827,90
ENSDARG00000005828,0
ENSDARG00000005834,77
ENSDARG00000005840,71
ENSDARG00000005841,45
ENSDARG00000005842,17
ENSDARG00000005853,1
ENSDARG00000005861,186
ENSDARG00000005865,0
ENSDARG00000005867,104
ENSDARG00000005870,0
ENSDARG00000005883,18
ENSDARG00000005891,45
ENSDARG00000005894,21
ENSDARG00000005897,7
ENSDARG00000005908,20
ENSDARG00000005913,13
ENSDARG00000005915,163
ENSDARG00000005916,15
ENSDARG00000005924,134
ENSDARG00000005926,17
ENSDARG00000005927,33
ENSDARG00000005941,203
ENSDARG00000005942,0
ENSDARG00000005943,34
ENSDARG00000005945,91
ENSDARG00000005948,29
ENSDARG00000005972,30
ENSDARG00000005980,80
ENSDARG00000005989,18
ENSDARG00000005993,27
ENSDARG00000006003,25
ENSDARG00000006008,90
ENSDARG00000006010,13
ENSDARG00000006011,15
ENSDARG00000006019,66
ENSDARG00000006025,24
ENSDARG00000006029,13
ENSDARG00000006031,503
ENSDARG00000006038,31
ENSDARG00000006040,8
ENSDARG00000006044,5
ENSDARG00000006052,0
ENSDARG00000006060,156
ENSDARG00000006062,86
ENSDARG00000006065,18
ENSDARG00000006074,18
ENSDARG00000006079,0
ENSDARG00000006092,329
ENSDARG00000006093,6
ENSDARG00000006094,159
ENSDARG00000006109,0
ENSDARG00000006110,0
ENSDARG00000006112,29
ENSDARG00000006120,24
ENSDARG00000006124,235
ENSDARG00000006125,59
ENSDARG00000006128,221
ENSDARG00000006137,0
ENSDARG00000006151,16
ENSDARG00000006169,86
ENSDARG00000006174,0
ENSDARG00000006181,20
ENSDARG00000006192,66
ENSDARG00000006196,38
ENSDARG00000006200,270
ENSDARG00000006202,243
ENSDARG00000006206,1
ENSDARG00000006207,4
ENSDARG00000006215,57
ENSDARG00000006219,75
ENSDARG00000006220,50
ENSDARG00000006225,122
ENSDARG00000006235,33
ENSDARG00000006240,32
ENSDARG00000006242,359
ENSDARG00000006251,110
ENSDARG00000006253,21
ENSDARG00000006257,231
ENSDARG00000006260,606
ENSDARG00000006266,111
ENSDARG00000006272,78
ENSDARG00000006279,11
ENSDARG00000006283,74
ENSDARG00000006288,1
ENSDARG00000006290,15
ENSDARG00000006292,6
ENSDARG00000006299,42
ENSDARG00000006300,4
ENSDARG00000006301,55
ENSDARG00000006307,31
ENSDARG00000006308,2
ENSDARG00000006314,115
ENSDARG00000006316,281
ENSDARG00000006332,188
ENSDARG00000006341,0
ENSDARG00000006345,15
ENSDARG00000006350,0
ENSDARG00000006353,45
ENSDARG00000006356,39
ENSDARG00000006368,4
ENSDARG00000006370,54
ENSDARG00000006372,0
ENSDARG00000006383,45
ENSDARG00000006385,11
ENSDARG00000006389,81
ENSDARG00000006392,54
ENSDARG00000006395,239
ENSDARG00000006396,142
ENSDARG00000006397,94
ENSDARG00000006399,81
ENSDARG00000006408,51
ENSDARG00000006409,5
ENSDARG00000006413,22
ENSDARG00000006420,111
ENSDARG00000006422,31
ENSDARG00000006427,178
ENSDARG00000006434,0
ENSDARG00000006447,0
ENSDARG00000006456,0
ENSDARG00000006467,25
ENSDARG00000006468,4
ENSDARG00000006474,0
ENSDARG00000006477,58
ENSDARG00000006487,118
ENSDARG00000006491,10
ENSDARG00000006494,55
ENSDARG00000006497,425
ENSDARG00000006501,0
ENSDARG00000006508,28
ENSDARG00000006514,38
ENSDARG00000006522,7
ENSDARG00000006524,196
ENSDARG00000006526,572
ENSDARG00000006527,75
ENSDARG00000006544,1
ENSDARG00000006545,39
ENSDARG00000006546,32
ENSDARG00000006553,34
ENSDARG00000006560,0
ENSDARG00000006566,95
ENSDARG00000006567,16
ENSDARG00000006568,0
ENSDARG00000006577,12
ENSDARG00000006580,0
ENSDARG00000006584,128
ENSDARG00000006585,17
ENSDARG00000006588,8
ENSDARG00000006598,5
ENSDARG00000006600,69
ENSDARG00000006601,18
ENSDARG00000006602,12
ENSDARG00000006603,33
ENSDARG00000006604,31
ENSDARG00000006607,10
ENSDARG00000006609,19
ENSDARG00000006615,52
ENSDARG00000006617,40
ENSDARG00000006621,89
ENSDARG00000006624,39
ENSDARG00000006636,42
ENSDARG00000006639,10
ENSDARG00000006640,39
ENSDARG00000006642,15
ENSDARG00000006666,0
ENSDARG00000006672,41
ENSDARG00000006677,36
ENSDARG00000006678,3
ENSDARG00000006683,46
ENSDARG00000006691,277
ENSDARG00000006712,19
ENSDARG00000006719,75
ENSDARG00000006747,161
