Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Glyphosate_DESeq_normData
Work Source: Glyphosate_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:40.41
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 2639
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0000132	8	establishment of mitotic spindle orientation	22	22	1	0	0	1	1	1	1	0	0	47	22	19007	0.94715	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000139	6	Golgi membrane	237	261	4	3	2	4	4	3	4	2	2	45	259	18770	0.97361	0.13528	0.13528	0.77	100332332;436853	zdhhc12a;pmepa1	ENSDARG00000076632;ENSDARG00000039325		0.392625	0.392625	0.375052	0.024851974931582976	0.3832132259298224	0.02098708354449998	0.22214850000000003	0.22214850000000003	0.216264	0.00832193970778414	0.21899687053912478	0.007027741029854025	0.694156	0.694156	0.650426	0.06184355908257529	0.6707350200825772	0.05222586714852543									0.410198;0.375052	0.228033;0.216264	0.737886;0.650426	2	0	2	100332332;436853	ENSDARG00000076632;ENSDARG00000039325	0.392625	0.392625	0.024851974931582976	0.22214850000000003	0.22214850000000003	0.00832193970778414	0.694156	0.694156	0.06184355908257529	0.410198;0.375052	0.228033;0.216264	0.737886;0.650426	0															0						Linear,2(1)	2.436478527586091	5.303890585899353	1.6048606634140015	3.6990299224853516	1.4808012840417595	2.6519452929496765	0.35818192	0.42706808	0.21061488000000003	0.23368212000000002	0.6084451999999999	0.7798668000000001	UP	1.0	0.0	0.0	
GO:0000145	4	exocyst	14	18	1	1	0	1	1	1	1	0	0	47	18	19011	0.95655	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000149	4	SNARE binding	103	112	1	0	0	1	1	1	1	0	0	47	112	18917	0.75798	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000151	4	ubiquitin ligase complex	211	219	3	3	1	3	3	3	3	1	1	46	218	18811	0.89859	0.41921	0.41921	0.46	100151067	asb15a	ENSDARG00000045633		0.0547285	0.0547285	0.0547285		0.0547285		0.0264906	0.0264906	0.0264906		0.0264906		0.113067	0.113067	0.113067		0.11306699999999999										0.0547285	0.0264906	0.113067	1	0	1	100151067	ENSDARG00000045633	0.0547285	0.0547285		0.0264906	0.0264906		0.113067	0.113067		0.0547285	0.0264906	0.113067	0															0						Poly 2,1(1)	2.1041476726531982	2.1041476726531982	2.1041476726531982	2.1041476726531982	0.0	2.1041476726531982	0.0547285	0.0547285	0.0264906	0.0264906	0.113067	0.113067	UP	1.0	0.0	0.0	
GO:0000165	6	MAPK cascade	45	46	1	1	1	1	1	1	1	1	1	46	45	18984	0.99426	0.10739	0.10739	2.17	436730	egfl6	ENSDARG00000045958		0.771008	0.771008	0.771008		0.771008		0.280804	0.280804	0.280804		0.280804		2.11697	2.11697	2.11697		2.11697										0.771008	0.280804	2.11697	0	1	0															1	436730	ENSDARG00000045958	0.771008	0.771008		0.280804	0.280804		2.11697	2.11697		0.771008	0.280804	2.11697	0						Linear,1(1)	2.0742671489715576	2.0742671489715576	2.0742671489715576	2.0742671489715576	0.0	2.0742671489715576	0.771008	0.771008	0.280804	0.280804	2.11697	2.11697	DOWN	0.0	1.0	0.0	
GO:0000166	4	nucleotide binding	1949	2149	28	23	8	22	22	21	28	5	5	42	2144	16885	0.56138	0.62267	1.0	0.23	798974;565155;558156;553792;335865	nadsyn1;hsp90aa1.2;ttll11;fpgt;hspa4a	ENSDARG00000101378;ENSDARG00000024746;ENSDARG00000060374;ENSDARG00000042139;ENSDARG00000004754		0.5045676	0.468959	0.426689	0.0870972826315492	0.48543178589094366	0.08219253090863346	0.24938159999999998	0.243945	0.232706	0.017552388250606003	0.24548014604572727	0.016647673199344987	1.0293113999999999	0.901522	0.782376	0.28353218770150307	0.9675236368297692	0.2668172245029772									0.608057;0.426689;0.468959;0.431302;0.587831	0.269548;0.232706;0.243945;0.23429;0.266419	1.37168;0.782376;0.901522;0.793979;1.297	1	4	1	558156	ENSDARG00000060374	0.468959	0.468959		0.243945	0.243945		0.901522	0.901522		0.468959	0.243945	0.901522	4	798974;565155;553792;335865	ENSDARG00000101378;ENSDARG00000024746;ENSDARG00000042139;ENSDARG00000004754	0.51346975	0.5095665	0.09790944979035485	0.25074074999999996	0.25035450000000004	0.019961626175824518	1.06125875	1.0454895	0.316832943578973	0.608057;0.426689;0.431302;0.587831	0.269548;0.232706;0.23429;0.266419	1.37168;0.782376;0.793979;1.297	0						Linear,5(1)	1.6657121549605738	8.330634474754333	1.6233301162719727	1.7207666635513306	0.04165251528876202	1.6560773849487305	0.42822346570909475	0.5809117342909053	0.2339962533480374	0.26476694665196254	0.7807844797601625	1.2778383202398373	DOWN	0.2	0.8	0.0	
GO:0000175	8	3'-5'-exoribonuclease activity	24	24	1	0	0	1	1	0	1	0	0	47	24	19005	0.94248	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000209	9	protein polyubiquitination	137	139	1	0	0	1	1	1	1	0	0	47	139	18890	0.70883	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000226	5	microtubule cytoskeleton organization	257	265	4	3	2	4	4	4	4	2	2	45	263	18766	0.97256	0.13863	0.13863	0.75	101883927;558156	ccser2b;ttll11	ENSDARG00000091535;ENSDARG00000060374		0.5009425000000001	0.5009425000000001	0.468959	0.045231499472158	0.49432654489139094	0.04425321254442152	0.250755	0.250755	0.243945	0.009630794359760273	0.24934631570060728	0.009422495268732355	1.002096	1.002096	0.901522	0.14223311482211023	0.9812917393939612	0.13915683394383468									0.532926;0.468959	0.257565;0.243945	1.10267;0.901522	2	0	2	101883927;558156	ENSDARG00000091535;ENSDARG00000060374	0.5009425000000001	0.5009425000000001	0.045231499472158	0.250755	0.250755	0.009630794359760273	1.002096	1.002096	0.14223311482211023	0.532926;0.468959	0.257565;0.243945	1.10267;0.901522	0															0						Linear,2(1)	2.1484332068097767	4.4667229652404785	1.6233301162719727	2.843392848968506	0.8627146317627087	2.2333614826202393	0.4382548400000001	0.5636301600000001	0.23740740000000002	0.2641026	0.8049709600000001	1.19922104	UP	1.0	0.0	0.0	
GO:0000281	5	mitotic cytokinesis	35	36	2	1	0	1	1	1	2	0	0	47	36	18993	0.91495	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000287	6	magnesium ion binding	104	106	3	2	0	3	3	2	3	0	0	47	106	18923	0.76935	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000288	8	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	6	6	1	0	0	1	1	1	1	0	0	47	6	19023	0.98531	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000295	7	adenine nucleotide transmembrane transporter activity	13	14	1	1	1	1	1	0	1	0	0	47	14	19015	0.96604	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000323	7	lytic vacuole	159	171	2	2	0	2	2	2	2	0	0	47	171	18858	0.6546	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000375	9	RNA splicing, via transesterification reactions	126	127	1	0	0	1	1	0	1	0	0	47	127	18902	0.73028	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000377	10	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	126	127	1	0	0	1	1	0	1	0	0	47	127	18902	0.73028	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000387	8	spliceosomal snRNP assembly	24	24	1	1	1	1	1	1	1	1	1	46	23	19006	0.99842	0.05752	0.05752	4.17	58024	coil	ENSDARG00000040070		0.442164	0.442164	0.442164		0.44216400000000006		0.237188	0.237188	0.237188		0.23718799999999998		0.824279	0.824279	0.824279		0.824279										0.442164	0.237188	0.824279	0	1	0															1	58024	ENSDARG00000040070	0.442164	0.442164		0.237188	0.237188		0.824279	0.824279		0.442164	0.237188	0.824279	0						Linear,1(1)	1.6489838361740112	1.6489838361740112	1.6489838361740112	1.6489838361740112	0.0	1.6489838361740112	0.442164	0.442164	0.237188	0.237188	0.824279	0.824279	DOWN	0.0	1.0	0.0	
GO:0000390	8	spliceosomal complex disassembly	3	3	1	0	0	0	0	0	1	0	0	47	3	19026	0.99263	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000398	9	mRNA splicing, via spliceosome	126	127	1	0	0	1	1	0	1	0	0	47	127	18902	0.73028	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000407	3	phagophore assembly site	15	15	1	0	0	1	1	1	1	0	0	47	15	19014	0.96366	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000413	8	protein peptidyl-prolyl isomerization	23	24	1	1	0	1	1	1	1	0	0	47	24	19005	0.94248	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000422	6	autophagy of mitochondrion	34	37	1	0	0	1	1	1	1	0	0	47	37	18992	0.91269	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000428	5	DNA-directed RNA polymerase complex	43	44	1	0	0	1	1	0	1	0	0	47	44	18985	0.89703	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000700	6	mismatch base pair DNA N-glycosylase activity	5	5	1	1	0	1	1	1	1	0	0	47	5	19024	0.98774	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000768	4	syncytium formation by plasma membrane fusion	15	15	1	0	0	1	1	0	1	0	0	47	15	19014	0.96366	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000785	3	chromatin	121	137	1	1	0	1	1	1	1	0	0	47	137	18892	0.71236	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000811	5	GINS complex	4	4	1	1	1	1	1	1	1	1	1	46	3	19026	0.99996	0.0098197	0.0098197	25.0	442931	gins3	ENSDARG00000038847		0.559714	0.559714	0.559714		0.559714		0.262036	0.262036	0.262036		0.262036		1.19556	1.19556	1.19556		1.19556		0.0	0.559714	0.0	0.559714	0.262036	0.262036	1.19556	1.19556	0.559714	0.262036	1.19556	0	1	0															1	442931	ENSDARG00000038847	0.559714	0.559714		0.262036	0.262036		1.19556	1.19556		0.559714	0.262036	1.19556	0						Linear,1(1)	1.8591160774230957	1.8591160774230957	1.8591160774230957	1.8591160774230957	0.0	1.8591160774230957	0.559714	0.559714	0.262036	0.262036	1.19556	1.19556	DOWN	0.0	1.0	0.0	
GO:0000900	5	mRNA regulatory element binding translation repressor activity	7	11	1	0	0	1	1	0	1	0	0	47	11	19018	0.97322	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000902	4	cell morphogenesis	99	108	1	1	0	1	1	1	1	0	0	47	108	18921	0.76554	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000904	5	cell morphogenesis involved in differentiation	63	72	1	1	0	1	1	1	1	0	0	47	72	18957	0.83699	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000910	4	cytokinesis	54	56	3	2	0	2	2	2	3	0	0	47	56	18973	0.8708	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000912	5	assembly of actomyosin apparatus involved in cytokinesis	4	4	1	1	0	1	1	1	1	0	0	47	4	19025	0.99018	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0000915	6	actomyosin contractile ring assembly	4	4	1	1	0	1	1	1	1	0	0	47	4	19025	0.99018	1.0	1.0	0.0																																		0	0	0															0															0																							
