Identifier,BPAF-1ug/L-B
ENSDARG00000087601,3
ENSDARG00000018653,3
ENSDARG00000106813,0
ENSDARG00000068168,6
ENSDARG00000074897,0
ENSDARG00000076414,11
ENSDARG00000116051,0
ENSDARG00000112033,0
ENSDARG00000077114,2
ENSDARG00000004757,784
ENSDARG00000041530,12
ENSDARG00000097853,0
ENSDARG00000092141,0
ENSDARG00000030634,0
ENSDARG00000053087,16
ENSDARG00000114259,0
ENSDARG00000041511,1
ENSDARG00000059960,25
ENSDARG00000107913,0
ENSDARG00000007275,389
ENSDARG00000052606,12
ENSDARG00000110736,0
ENSDARG00000101823,0
ENSDARG00000076566,8
ENSDARG00000036684,73
ENSDARG00000006109,0
ENSDARG00000073801,5
ENSDARG00000059746,19
ENSDARG00000079504,34
ENSDARG00000091917,8
ENSDARG00000092738,0
ENSDARG00000108502,0
ENSDARG00000107728,0
ENSDARG00000078324,2
ENSDARG00000092351,0
ENSDARG00000104072,0
ENSDARG00000052948,7
ENSDARG00000052958,0
ENSDARG00000052960,4
ENSDARG00000032577,0
ENSDARG00000041462,0
ENSDARG00000104070,0
ENSDARG00000102529,0
ENSDARG00000068145,0
ENSDARG00000101779,0
ENSDARG00000100045,0
ENSDARG00000068149,9
ENSDARG00000009557,2
ENSDARG00000017953,0
ENSDARG00000012747,22
ENSDARG00000011855,3
ENSDARG00000025854,21
ENSDARG00000025858,28
ENSDARG00000022493,0
ENSDARG00000093023,0
ENSDARG00000078485,0
ENSDARG00000022684,560
ENSDARG00000075375,1
ENSDARG00000015293,0
ENSDARG00000073996,2
ENSDARG00000036630,4
ENSDARG00000068127,0
ENSDARG00000095682,0
ENSDARG00000096449,0
ENSDARG00000002230,191
ENSDARG00000068125,18
ENSDARG00000068124,0
ENSDARG00000076250,0
ENSDARG00000059885,1
ENSDARG00000068123,19
ENSDARG00000041372,6
ENSDARG00000018914,58
ENSDARG00000041376,1
ENSDARG00000059897,9
ENSDARG00000105214,4
ENSDARG00000097014,0
ENSDARG00000012378,11
ENSDARG00000057465,0
ENSDARG00000025672,0
ENSDARG00000095867,0
ENSDARG00000095807,53
ENSDARG00000038422,0
ENSDARG00000073743,0
ENSDARG00000078280,2
ENSDARG00000021232,0
ENSDARG00000003303,0
ENSDARG00000033594,1
ENSDARG00000074828,1
ENSDARG00000081096,0
ENSDARG00000106579,4
ENSDARG00000107065,0
ENSDARG00000089156,6
ENSDARG00000099651,31
ENSDARG00000078399,2
ENSDARG00000117233,1
ENSDARG00000015887,170
ENSDARG00000007359,18
ENSDARG00000095922,0
ENSDARG00000021287,1
ENSDARG00000063159,2
ENSDARG00000112101,0
ENSDARG00000036999,0
ENSDARG00000028071,21
ENSDARG00000029556,15
ENSDARG00000068098,0
ENSDARG00000041362,15
ENSDARG00000041358,0
ENSDARG00000011027,37
ENSDARG00000041350,5
ENSDARG00000021209,11
ENSDARG00000005780,0
ENSDARG00000088807,6
ENSDARG00000007329,0
ENSDARG00000094868,0
ENSDARG00000079326,5
ENSDARG00000039229,9
ENSDARG00000025013,0
ENSDARG00000039225,29
ENSDARG00000007369,16
ENSDARG00000104073,1
ENSDARG00000015057,38
ENSDARG00000016016,29
ENSDARG00000077120,0
ENSDARG00000113254,1
ENSDARG00000016044,12
ENSDARG00000015657,4
ENSDARG00000116497,4
ENSDARG00000102758,0
ENSDARG00000102075,8
ENSDARG00000102599,28
ENSDARG00000086906,3
ENSDARG00000099294,14
ENSDARG00000117780,0
ENSDARG00000099985,1
ENSDARG00000103676,0
ENSDARG00000114237,15
ENSDARG00000098591,371
ENSDARG00000102778,1
ENSDARG00000103067,1
ENSDARG00000103176,1
ENSDARG00000101508,0
ENSDARG00000080758,0
ENSDARG00000081534,0
ENSDARG00000096224,0
ENSDARG00000006577,5
ENSDARG00000098313,1
ENSDARG00000095879,28
ENSDARG00000076218,0
ENSDARG00000042477,14
ENSDARG00000041306,24
ENSDARG00000078215,2
ENSDARG00000003181,1
ENSDARG00000059763,0
ENSDARG00000075917,0
ENSDARG00000090454,362
ENSDARG00000098215,1
ENSDARG00000090547,0
ENSDARG00000100136,12
ENSDARG00000110642,0
ENSDARG00000115603,0
ENSDARG00000101589,0
ENSDARG00000100304,1
ENSDARG00000100171,0
ENSDARG00000103610,2
ENSDARG00000100823,57
ENSDARG00000116976,0
ENSDARG00000106018,0
ENSDARG00000098742,3
ENSDARG00000104973,0
ENSDARG00000044490,0
ENSDARG00000008703,1
ENSDARG00000111110,42
ENSDARG00000117662,1
ENSDARG00000103609,4
ENSDARG00000013009,16
ENSDARG00000043079,0
ENSDARG00000102546,19
ENSDARG00000109717,0
ENSDARG00000099650,2
ENSDARG00000117255,2
ENSDARG00000070145,1
ENSDARG00000002193,2102
ENSDARG00000020982,8
ENSDARG00000117283,9
ENSDARG00000103665,3
ENSDARG00000105863,2
ENSDARG00000006990,1
ENSDARG00000110298,12
ENSDARG00000006868,7
ENSDARG00000076747,0
ENSDARG00000086057,0
ENSDARG00000111860,5
ENSDARG00000100461,1
ENSDARG00000098670,3
ENSDARG00000101696,0
ENSDARG00000078042,16
ENSDARG00000093125,7
ENSDARG00000014976,13
ENSDARG00000110024,0
ENSDARG00000102336,0
ENSDARG00000100150,0
ENSDARG00000103337,29
ENSDARG00000104528,1
ENSDARG00000105042,0
ENSDARG00000099598,0
ENSDARG00000114245,27
ENSDARG00000114697,0
ENSDARG00000102274,3
ENSDARG00000103651,2
ENSDARG00000099039,94
ENSDARG00000098936,98
ENSDARG00000100407,10
ENSDARG00000098883,46
ENSDARG00000103114,3
ENSDARG00000098235,5
ENSDARG00000099980,0
ENSDARG00000099373,0
ENSDARG00000111564,0
ENSDARG00000099207,0
ENSDARG00000117794,0
ENSDARG00000099148,27
ENSDARG00000098461,1
ENSDARG00000104716,1
ENSDARG00000099799,14
ENSDARG00000100887,12
ENSDARG00000078172,11
ENSDARG00000098640,1
ENSDARG00000098204,0
ENSDARG00000078058,3
ENSDARG00000074802,0
ENSDARG00000075709,135
ENSDARG00000011999,9
ENSDARG00000040990,6
ENSDARG00000113367,0
ENSDARG00000014321,0
ENSDARG00000059294,0
ENSDARG00000015592,0
ENSDARG00000097420,1
ENSDARG00000075641,0
ENSDARG00000037199,5
ENSDARG00000026369,155
ENSDARG00000059305,0
ENSDARG00000101077,0
ENSDARG00000077553,1
ENSDARG00000112056,0
ENSDARG00000112167,0
ENSDARG00000114086,2
ENSDARG00000100315,3
ENSDARG00000100955,0
ENSDARG00000104727,1
ENSDARG00000101366,0
ENSDARG00000112453,0
ENSDARG00000070272,2
ENSDARG00000110859,0
ENSDARG00000109433,0
ENSDARG00000076718,1
ENSDARG00000094004,0
ENSDARG00000116611,0
ENSDARG00000063730,3
ENSDARG00000063731,0
ENSDARG00000042880,0
ENSDARG00000063732,0
ENSDARG00000096896,5
ENSDARG00000042821,6
ENSDARG00000097886,4
ENSDARG00000083365,0
ENSDARG00000042824,122
ENSDARG00000059351,12
ENSDARG00000080664,0
ENSDARG00000095530,0
ENSDARG00000095041,4
ENSDARG00000059280,15
ENSDARG00000059276,7
ENSDARG00000080641,0
ENSDARG00000094186,0
ENSDARG00000059274,8
ENSDARG00000057859,15
ENSDARG00000059267,4
ENSDARG00000059263,2
ENSDARG00000059256,1
ENSDARG00000059255,9
ENSDARG00000115902,13
ENSDARG00000063646,2
ENSDARG00000093786,0
ENSDARG00000094970,0
ENSDARG00000017775,172
ENSDARG00000092110,0
ENSDARG00000023903,1
ENSDARG00000101735,40
ENSDARG00000104300,0
ENSDARG00000090804,9
ENSDARG00000016611,9
ENSDARG00000099733,12
ENSDARG00000099374,11
ENSDARG00000001549,6
ENSDARG00000106869,0
ENSDARG00000097970,0
ENSDARG00000077620,18
ENSDARG00000006978,2
ENSDARG00000079872,1
ENSDARG00000093284,0
ENSDARG00000092185,2
ENSDARG00000063580,12
ENSDARG00000013128,0
ENSDARG00000011652,2
ENSDARG00000097052,0
ENSDARG00000078386,48
ENSDARG00000034916,36
ENSDARG00000013125,1
ENSDARG00000079964,11
ENSDARG00000099348,0
ENSDARG00000042282,7
ENSDARG00000095577,4
ENSDARG00000074909,8
ENSDARG00000017359,0
ENSDARG00000042467,16
ENSDARG00000093411,1
ENSDARG00000076571,18
ENSDARG00000006892,0
ENSDARG00000042508,35
ENSDARG00000108458,0
ENSDARG00000034801,7
ENSDARG00000104119,14
ENSDARG00000112749,0
ENSDARG00000093749,0
ENSDARG00000077165,13
ENSDARG00000099227,15
ENSDARG00000053383,9
ENSDARG00000058467,69
ENSDARG00000012586,19
ENSDARG00000017007,6
ENSDARG00000114227,10
ENSDARG00000061717,2
ENSDARG00000086172,1
ENSDARG00000012945,0
ENSDARG00000059209,0
ENSDARG00000076824,0
ENSDARG00000022261,35
ENSDARG00000077983,1
ENSDARG00000095858,1
ENSDARG00000039335,77
ENSDARG00000097781,1
ENSDARG00000027822,1
ENSDARG00000113593,0
ENSDARG00000056102,19
ENSDARG00000056087,44
ENSDARG00000018206,9
ENSDARG00000107023,0
ENSDARG00000116178,0
ENSDARG00000111970,0
ENSDARG00000042018,37
ENSDARG00000042025,7
ENSDARG00000063357,0
ENSDARG00000042032,30
ENSDARG00000083322,0
ENSDARG00000110808,0
ENSDARG00000105988,0
ENSDARG00000040374,12
ENSDARG00000074728,0
ENSDARG00000084681,0
ENSDARG00000058780,0
ENSDARG00000063352,31
ENSDARG00000110863,0
ENSDARG00000042124,8
ENSDARG00000094833,13
ENSDARG00000063330,31
ENSDARG00000000666,40
ENSDARG00000097160,7
ENSDARG00000044766,1
ENSDARG00000097968,0
ENSDARG00000058733,2
ENSDARG00000088891,1
ENSDARG00000042114,8
ENSDARG00000042115,23
ENSDARG00000058656,122
ENSDARG00000058646,53
ENSDARG00000081163,0
ENSDARG00000058644,7
ENSDARG00000070155,37
ENSDARG00000094466,0
ENSDARG00000042106,0
ENSDARG00000006863,0
ENSDARG00000078582,3
ENSDARG00000084530,0
ENSDARG00000042063,0
ENSDARG00000086529,0
ENSDARG00000092057,2
ENSDARG00000094478,0
ENSDARG00000094616,0
ENSDARG00000032156,0
ENSDARG00000095741,0
ENSDARG00000070166,0
ENSDARG00000075282,71
ENSDARG00000055009,30
ENSDARG00000092413,0
ENSDARG00000104110,10
ENSDARG00000005049,9
ENSDARG00000077119,16
ENSDARG00000004771,7
ENSDARG00000003017,49
ENSDARG00000019116,10
ENSDARG00000117587,0
ENSDARG00000058606,12
ENSDARG00000010946,12
ENSDARG00000015325,36
ENSDARG00000087403,1
ENSDARG00000095277,0
ENSDARG00000092106,1
ENSDARG00000041998,2
ENSDARG00000117430,0
ENSDARG00000092288,0
ENSDARG00000108052,0
ENSDARG00000091411,0
ENSDARG00000006292,3
ENSDARG00000029766,9
ENSDARG00000017803,70
ENSDARG00000086215,7
ENSDARG00000063509,5
ENSDARG00000039576,201
ENSDARG00000092421,0
ENSDARG00000104105,8
ENSDARG00000063212,6
ENSDARG00000006220,33
ENSDARG00000063224,1
ENSDARG00000010563,14
ENSDARG00000012796,0
ENSDARG00000095022,22
ENSDARG00000116532,0
ENSDARG00000112156,0
ENSDARG00000041959,11
ENSDARG00000070043,2
ENSDARG00000109373,4
ENSDARG00000024112,19
ENSDARG00000116313,0
ENSDARG00000055934,0
ENSDARG00000093103,0
ENSDARG00000095306,0
ENSDARG00000025162,3
ENSDARG00000078392,4
ENSDARG00000073935,0
ENSDARG00000017155,0
ENSDARG00000083967,0
ENSDARG00000078671,43
ENSDARG00000009242,1
ENSDARG00000080888,0
ENSDARG00000041925,807
ENSDARG00000080708,0
ENSDARG00000012215,5
ENSDARG00000070057,5
ENSDARG00000006314,7
ENSDARG00000015889,29
ENSDARG00000093040,0
ENSDARG00000027079,1
ENSDARG00000012222,4
ENSDARG00000061664,6
ENSDARG00000070029,3
ENSDARG00000070028,9
ENSDARG00000003421,2
ENSDARG00000002168,22
ENSDARG00000089235,0
ENSDARG00000035993,52
ENSDARG00000040039,34
ENSDARG00000074143,6
ENSDARG00000111090,0
ENSDARG00000041904,15
ENSDARG00000029955,8
ENSDARG00000095504,0
ENSDARG00000070011,1
ENSDARG00000058409,1
ENSDARG00000020834,36
ENSDARG00000020057,12
ENSDARG00000009839,0
ENSDARG00000019950,14
ENSDARG00000117572,0
ENSDARG00000060004,42
ENSDARG00000085941,0
ENSDARG00000075111,2
ENSDARG00000058222,2
ENSDARG00000041735,77
ENSDARG00000058207,3
ENSDARG00000098022,2
ENSDARG00000006301,3
ENSDARG00000095070,1
ENSDARG00000069978,0
ENSDARG00000078193,0
ENSDARG00000086317,21
ENSDARG00000019316,6
ENSDARG00000000369,10
ENSDARG00000078935,23
ENSDARG00000092279,0
ENSDARG00000095580,25
ENSDARG00000074254,1
ENSDARG00000113678,0
ENSDARG00000094669,0
ENSDARG00000038446,22
ENSDARG00000034555,6
ENSDARG00000019815,30
ENSDARG00000092021,1
ENSDARG00000093288,1
ENSDARG00000093038,1
ENSDARG00000095057,0
ENSDARG00000075996,5
ENSDARG00000068713,0
ENSDARG00000087592,0
ENSDARG00000094103,0
ENSDARG00000092454,0
ENSDARG00000068711,5
ENSDARG00000094149,0
ENSDARG00000036833,7
ENSDARG00000024694,20
ENSDARG00000076798,2
ENSDARG00000039373,3
ENSDARG00000102261,0
ENSDARG00000076339,0
ENSDARG00000103505,24
ENSDARG00000001220,188
ENSDARG00000034677,48
ENSDARG00000019185,0
ENSDARG00000041220,0
ENSDARG00000078001,0
ENSDARG00000003257,1
ENSDARG00000035810,110
ENSDARG00000078593,4
ENSDARG00000107819,0
ENSDARG00000018716,7
ENSDARG00000075435,42
ENSDARG00000068141,0
ENSDARG00000094578,0
ENSDARG00000094053,0
ENSDARG00000038309,21
ENSDARG00000060243,0
ENSDARG00000085059,0
ENSDARG00000114953,0
ENSDARG00000076914,4
ENSDARG00000092802,0
ENSDARG00000094003,9
ENSDARG00000038306,103
ENSDARG00000006816,0
ENSDARG00000068691,18
ENSDARG00000092033,26
ENSDARG00000092630,0
ENSDARG00000038305,0
ENSDARG00000093471,10
ENSDARG00000115468,0
ENSDARG00000068683,0
ENSDARG00000112067,0
ENSDARG00000040332,3
ENSDARG00000068681,2
ENSDARG00000058924,0
ENSDARG00000109862,0
ENSDARG00000115053,0
ENSDARG00000068663,1
ENSDARG00000107005,0
ENSDARG00000086103,16
ENSDARG00000060280,1
ENSDARG00000099114,0
ENSDARG00000090581,2
ENSDARG00000077967,57
ENSDARG00000090389,77
ENSDARG00000018765,17
ENSDARG00000053315,0
ENSDARG00000078625,0
ENSDARG00000088959,20
ENSDARG00000093349,0
ENSDARG00000092425,0
ENSDARG00000091958,1
ENSDARG00000093419,0
ENSDARG00000093974,0
ENSDARG00000095479,0
ENSDARG00000093861,0
ENSDARG00000077002,0
ENSDARG00000093915,0
ENSDARG00000093224,0
ENSDARG00000069934,7
ENSDARG00000078643,0
ENSDARG00000076781,1
ENSDARG00000041728,20
ENSDARG00000010437,24
ENSDARG00000021569,7
ENSDARG00000011079,17
ENSDARG00000002582,17
ENSDARG00000011801,1
ENSDARG00000027992,6
ENSDARG00000067751,2
ENSDARG00000069926,0
ENSDARG00000093452,6
ENSDARG00000083520,0
ENSDARG00000102176,6
ENSDARG00000069922,8
ENSDARG00000069920,79
ENSDARG00000077382,4
ENSDARG00000069917,6
ENSDARG00000057854,49
ENSDARG00000112751,3
ENSDARG00000078864,1
ENSDARG00000010281,13
ENSDARG00000040584,10
ENSDARG00000010700,0
ENSDARG00000027234,6
ENSDARG00000003675,11
ENSDARG00000042707,22
ENSDARG00000021889,0
ENSDARG00000027353,4
ENSDARG00000108290,0
ENSDARG00000005576,86
ENSDARG00000079575,12
ENSDARG00000097900,0
ENSDARG00000006299,6
ENSDARG00000094382,0
ENSDARG00000069866,17
ENSDARG00000018296,6
ENSDARG00000069853,45
ENSDARG00000069850,38
ENSDARG00000069846,24
ENSDARG00000069844,0
ENSDARG00000069843,7
ENSDARG00000004930,55
ENSDARG00000030177,30
ENSDARG00000092651,8
ENSDARG00000093594,1
ENSDARG00000092345,1
ENSDARG00000040736,2
ENSDARG00000092764,0
ENSDARG00000040735,0
ENSDARG00000093318,146
ENSDARG00000016421,1
ENSDARG00000040738,18
ENSDARG00000117097,6
ENSDARG00000018797,0
ENSDARG00000115234,3
ENSDARG00000057536,5
ENSDARG00000044875,6
ENSDARG00000057460,1873
ENSDARG00000069827,712
ENSDARG00000069826,1008
ENSDARG00000073750,1406
ENSDARG00000069817,1348
ENSDARG00000116164,1493
ENSDARG00000087301,601
ENSDARG00000076790,1533
ENSDARG00000073874,1137
ENSDARG00000109861,3066
ENSDARG00000069801,1417
ENSDARG00000091148,1679
ENSDARG00000069792,4029
ENSDARG00000115701,1629
ENSDARG00000087164,1408
ENSDARG00000076572,1041
ENSDARG00000088823,1978
ENSDARG00000086658,3672
ENSDARG00000087765,1985
ENSDARG00000086917,2663
ENSDARG00000087324,1681
ENSDARG00000078134,32
ENSDARG00000041179,14
ENSDARG00000025943,0
ENSDARG00000078189,0
ENSDARG00000010701,0
ENSDARG00000062696,2
ENSDARG00000093136,0
ENSDARG00000117021,0
ENSDARG00000069763,25
ENSDARG00000069758,0
ENSDARG00000012942,11
ENSDARG00000093440,2
ENSDARG00000062650,39
ENSDARG00000032630,1284
ENSDARG00000018627,14
ENSDARG00000041830,10
ENSDARG00000074034,3
ENSDARG00000010432,14
ENSDARG00000057262,1
ENSDARG00000007396,5
ENSDARG00000085052,0
ENSDARG00000005870,27
ENSDARG00000004307,9
ENSDARG00000111339,0
ENSDARG00000077643,0
ENSDARG00000076027,10
ENSDARG00000094272,1
ENSDARG00000036685,25
ENSDARG00000062549,4
ENSDARG00000079858,0
ENSDARG00000032708,23
ENSDARG00000094734,0
ENSDARG00000030104,2
ENSDARG00000095527,0
ENSDARG00000073920,1
ENSDARG00000041546,5
ENSDARG00000092585,1
ENSDARG00000013333,114
ENSDARG00000005828,2
ENSDARG00000006848,4
ENSDARG00000040445,3
ENSDARG00000006422,1
ENSDARG00000011770,23
ENSDARG00000040453,11
ENSDARG00000013025,4
ENSDARG00000057108,3
ENSDARG00000075264,1
ENSDARG00000114572,5
ENSDARG00000095078,0
ENSDARG00000024846,29
ENSDARG00000086685,23
ENSDARG00000113157,0
ENSDARG00000077139,53
ENSDARG00000095915,3
ENSDARG00000062481,0
ENSDARG00000099462,0
ENSDARG00000005251,22
ENSDARG00000062478,4
ENSDARG00000030012,43
ENSDARG00000069672,5
ENSDARG00000069671,14
ENSDARG00000062465,0
ENSDARG00000062447,24
ENSDARG00000014348,10
ENSDARG00000062425,7
ENSDARG00000062423,4
ENSDARG00000004692,5
ENSDARG00000027611,24
ENSDARG00000051824,20
ENSDARG00000108339,0
ENSDARG00000094437,0
ENSDARG00000094591,0
ENSDARG00000094774,0
ENSDARG00000080950,0
ENSDARG00000044355,0
ENSDARG00000091870,0
ENSDARG00000005823,25
ENSDARG00000060165,1
ENSDARG00000094844,0
ENSDARG00000094501,0
ENSDARG00000092490,0
ENSDARG00000088402,1
ENSDARG00000078778,20
ENSDARG00000019496,19
ENSDARG00000057029,0
ENSDARG00000093483,1
ENSDARG00000041503,6
ENSDARG00000041505,41
ENSDARG00000007485,41
ENSDARG00000011188,66
ENSDARG00000093410,0
ENSDARG00000062338,95
ENSDARG00000020642,4
ENSDARG00000105986,0
ENSDARG00000062349,0
ENSDARG00000019223,110
ENSDARG00000020164,82
ENSDARG00000094811,0
ENSDARG00000113838,0
ENSDARG00000091861,0
ENSDARG00000109825,0
ENSDARG00000093428,0
ENSDARG00000117761,0
ENSDARG00000093537,0
ENSDARG00000117421,0
ENSDARG00000112975,0
ENSDARG00000075033,9
ENSDARG00000014916,9
ENSDARG00000115923,0
ENSDARG00000088701,0
ENSDARG00000114057,0
ENSDARG00000092668,0
ENSDARG00000043566,3
ENSDARG00000030636,1
ENSDARG00000031971,3
ENSDARG00000094791,0
ENSDARG00000006383,17
ENSDARG00000000542,8
ENSDARG00000000747,1
ENSDARG00000041171,0
ENSDARG00000056886,4
ENSDARG00000016059,21
ENSDARG00000094291,0
ENSDARG00000056907,3
ENSDARG00000094139,0
ENSDARG00000056917,0
ENSDARG00000056923,4
ENSDARG00000062258,6
ENSDARG00000069560,0
ENSDARG00000110739,0
ENSDARG00000025375,49
ENSDARG00000030633,12
ENSDARG00000025420,0
ENSDARG00000099692,7
ENSDARG00000100325,0
ENSDARG00000093420,10
ENSDARG00000043821,72
ENSDARG00000097748,0
ENSDARG00000094554,1
ENSDARG00000093998,5
ENSDARG00000107556,0
ENSDARG00000093465,0
ENSDARG00000069549,20
ENSDARG00000069548,4
ENSDARG00000093211,0
ENSDARG00000056704,21
ENSDARG00000032324,17
ENSDARG00000000631,21
ENSDARG00000069301,8
ENSDARG00000075285,1
ENSDARG00000095795,0
ENSDARG00000006678,1
ENSDARG00000029803,0
ENSDARG00000069500,2
ENSDARG00000062089,8
ENSDARG00000105925,0
ENSDARG00000041110,6
ENSDARG00000108206,0
ENSDARG00000056410,28
ENSDARG00000089326,3
ENSDARG00000056387,0
ENSDARG00000018121,1
ENSDARG00000076480,18
ENSDARG00000021677,1
ENSDARG00000069485,12
ENSDARG00000010010,36
ENSDARG00000097441,6
ENSDARG00000080783,0
ENSDARG00000081837,0
ENSDARG00000005128,9
ENSDARG00000097108,0
ENSDARG00000086963,0
ENSDARG00000062045,28
ENSDARG00000087908,0
ENSDARG00000112579,3
ENSDARG00000009430,7
ENSDARG00000062177,9
ENSDARG00000077403,2
ENSDARG00000095595,1
ENSDARG00000041071,21
ENSDARG00000003641,29
ENSDARG00000062156,2
ENSDARG00000019782,0
ENSDARG00000109522,0
ENSDARG00000115136,0
ENSDARG00000062148,24
ENSDARG00000092870,73
ENSDARG00000086911,4
ENSDARG00000041051,16
ENSDARG00000062147,5
ENSDARG00000056617,5
ENSDARG00000010318,14
ENSDARG00000107261,0
ENSDARG00000062135,1
ENSDARG00000056561,1
ENSDARG00000041040,5
ENSDARG00000079703,0
ENSDARG00000069453,3
ENSDARG00000069451,1
ENSDARG00000040065,0
ENSDARG00000040064,2
ENSDARG00000095912,11
ENSDARG00000056473,6
ENSDARG00000056679,28
ENSDARG00000074204,1
ENSDARG00000075156,1
ENSDARG00000092378,0
ENSDARG00000117774,0
ENSDARG00000107988,0
ENSDARG00000032197,1
ENSDARG00000062106,0
ENSDARG00000069440,20
ENSDARG00000029729,1
ENSDARG00000095476,0
ENSDARG00000062009,0
ENSDARG00000010317,0
ENSDARG00000079522,0
ENSDARG00000085134,0
ENSDARG00000097953,4
ENSDARG00000016022,12
ENSDARG00000015554,39
ENSDARG00000097995,0
ENSDARG00000020447,13
ENSDARG00000084535,0
ENSDARG00000056191,2
ENSDARG00000001835,3
ENSDARG00000040985,1
ENSDARG00000097771,0
ENSDARG00000079126,2
ENSDARG00000040982,1
ENSDARG00000084803,0
ENSDARG00000093739,1
ENSDARG00000056112,27
ENSDARG00000093950,0
ENSDARG00000026028,0
ENSDARG00000056138,92
ENSDARG00000056141,45
ENSDARG00000097389,0
ENSDARG00000094145,0
ENSDARG00000056160,131
ENSDARG00000056167,60
ENSDARG00000056085,57
ENSDARG00000056078,11
ENSDARG00000092179,0
ENSDARG00000067676,6
ENSDARG00000106551,0
ENSDARG00000061885,0
ENSDARG00000040959,11
ENSDARG00000015088,31
ENSDARG00000078451,0
ENSDARG00000055986,0
ENSDARG00000093990,0
ENSDARG00000076814,1
ENSDARG00000031680,9
ENSDARG00000040948,3
ENSDARG00000093189,0
ENSDARG00000040946,13
ENSDARG00000080682,0
ENSDARG00000020618,17
ENSDARG00000024789,0
ENSDARG00000014427,0
ENSDARG00000012609,0
ENSDARG00000007077,4
ENSDARG00000095219,0
ENSDARG00000078188,1
ENSDARG00000069383,0
ENSDARG00000025495,25
ENSDARG00000004305,4
ENSDARG00000069381,0
ENSDARG00000093010,0
ENSDARG00000038321,2
ENSDARG00000008982,76
ENSDARG00000094518,0
ENSDARG00000077812,0
ENSDARG00000001788,528
ENSDARG00000055857,28
ENSDARG00000115642,0
ENSDARG00000025783,0
ENSDARG00000092090,0
ENSDARG00000094370,0
ENSDARG00000094183,0
ENSDARG00000055833,0
ENSDARG00000094401,0
ENSDARG00000013708,139
ENSDARG00000014867,1141
ENSDARG00000020573,55
ENSDARG00000061791,8
ENSDARG00000059809,18
ENSDARG00000002959,0
ENSDARG00000093418,0
ENSDARG00000023712,42
ENSDARG00000076569,0
ENSDARG00000004204,0
ENSDARG00000113245,0
ENSDARG00000040822,64
ENSDARG00000061759,17
ENSDARG00000061747,0
ENSDARG00000091272,0
ENSDARG00000090347,0
ENSDARG00000095161,0
ENSDARG00000095368,0
ENSDARG00000000002,10
ENSDARG00000000001,2
ENSDARG00000055705,13
ENSDARG00000055659,4
ENSDARG00000078311,11
ENSDARG00000024478,107
ENSDARG00000061690,7
ENSDARG00000002305,32
ENSDARG00000040910,9
ENSDARG00000014180,15
ENSDARG00000040898,0
ENSDARG00000007996,37
ENSDARG00000093137,2
ENSDARG00000077240,0
ENSDARG00000092610,40
ENSDARG00000030269,1
ENSDARG00000009953,15
ENSDARG00000094660,7
ENSDARG00000074225,16
ENSDARG00000076004,5
ENSDARG00000025891,16
ENSDARG00000117583,0
ENSDARG00000112331,0
ENSDARG00000085423,0
ENSDARG00000117399,0
ENSDARG00000090632,0
ENSDARG00000094213,0
ENSDARG00000005853,0
ENSDARG00000021433,8
ENSDARG00000055560,0
ENSDARG00000069297,37
ENSDARG00000055470,5
ENSDARG00000040838,25
ENSDARG00000019293,8
ENSDARG00000115770,0
ENSDARG00000055437,0
ENSDARG00000076122,0
ENSDARG00000079071,0
ENSDARG00000069289,19
ENSDARG00000097336,3
ENSDARG00000055543,281
ENSDARG00000094012,0
ENSDARG00000017466,2
ENSDARG00000109501,0
ENSDARG00000055415,0
ENSDARG00000115209,0
ENSDARG00000055389,129
ENSDARG00000003109,28
ENSDARG00000018181,1
ENSDARG00000076013,0
ENSDARG00000019856,155
ENSDARG00000093550,0
ENSDARG00000061517,7
ENSDARG00000115744,0
ENSDARG00000115023,0
ENSDARG00000092216,0
ENSDARG00000084493,0
ENSDARG00000093486,0
ENSDARG00000040778,10
ENSDARG00000117565,0
ENSDARG00000074079,0
ENSDARG00000040777,9
ENSDARG00000025641,10
ENSDARG00000080918,0
ENSDARG00000032010,22
ENSDARG00000033771,3
ENSDARG00000009783,14
ENSDARG00000115369,0
ENSDARG00000061471,2
ENSDARG00000094798,1
ENSDARG00000069242,16
ENSDARG00000097101,0
ENSDARG00000078328,19
ENSDARG00000091342,1
ENSDARG00000116753,0
ENSDARG00000014806,77
ENSDARG00000005318,15
ENSDARG00000009738,8
ENSDARG00000075929,0
ENSDARG00000040666,21
ENSDARG00000080777,0
ENSDARG00000083885,0
ENSDARG00000010280,54
ENSDARG00000084894,0
ENSDARG00000029497,2
ENSDARG00000030789,46
ENSDARG00000040678,17
ENSDARG00000040684,11
ENSDARG00000061373,7
ENSDARG00000012295,9
ENSDARG00000033802,9
ENSDARG00000069186,3
ENSDARG00000088013,2
ENSDARG00000055159,6
ENSDARG00000021402,12
ENSDARG00000085296,0
ENSDARG00000061274,1
ENSDARG00000061265,0
ENSDARG00000076328,0
ENSDARG00000055136,0
ENSDARG00000022659,17
ENSDARG00000055106,20
ENSDARG00000074384,2
ENSDARG00000018441,0
ENSDARG00000075284,2
ENSDARG00000112338,0
ENSDARG00000055052,71
ENSDARG00000014196,777
ENSDARG00000091889,0
ENSDARG00000020028,0
ENSDARG00000095376,0
ENSDARG00000089536,2
ENSDARG00000069111,0
ENSDARG00000093605,1
ENSDARG00000106642,0
ENSDARG00000105852,0
ENSDARG00000083852,0
ENSDARG00000117316,0
ENSDARG00000116917,0
