plate_id,Cycle,model,term,df,sumsq,meansq,statistic,p.value,adj_p.value,is.significant
4TPP,Dark,,Dose_mg_L,5,4167595.4307306693,833519.0861461338,9.390735018059019,1.0428804953542074e-8,3.5580628665025896e-8,TRUE
4TPP,Dark,,time_end,1,1335495.4424485343,1335495.4424485343,15.046186735621932,1.1359043197314016e-4,2.3957254743425924e-4,TRUE
4TPP,Dark,,Residuals,795,70563983.7788906,88759.72802376175,NA,NA,NA,NA
4TPP,Light,,Dose_mg_L,5,11375314.816992879,2275062.963398576,14.848869175804436,5.960431470444154e-14,4.938643218368014e-13,TRUE
4TPP,Light,,time_end,1,846427.0499136003,846427.0499136003,5.524455689021398,0.018994406553447515,0.025325875404596687,TRUE
4TPP,Light,,Residuals,800,122571648.33026819,153214.56041283524,NA,NA,NA,NA
Aniline,Dark,,Dose_mg_L,5,13446050.770172829,2689210.1540345657,40.26741050701044,5.3963513904312e-37,6.259767612900191e-35,TRUE
Aniline,Dark,,time_end,1,488235.26116668124,488235.26116668124,7.310685502172735,0.006999565695989648,0.010409610522241016,TRUE
Aniline,Dark,,Residuals,803,53627380.71557406,66783.78669436372,NA,NA,NA,NA
Aniline,Light,,Dose_mg_L,5,6421428.127024668,1284285.6254049337,11.134180109393016,2.1707047422449977e-10,9.68468269616999e-10,TRUE
Aniline,Light,,time_end,1,183239.6778022223,183239.6778022223,1.5886057863443022,0.2078915690271185,0.2387665545261955,FALSE
Aniline,Light,,Residuals,803,92623017.32753113,115346.22332195657,NA,NA,NA,NA
BPA,Dark,,Dose_mg_L,5,2183346.2809368293,436669.25618736586,8.979040844876815,2.5852269620669823e-8,8.330175766660276e-8,TRUE
BPA,Dark,,time_end,1,361786.1167989292,361786.1167989292,7.43925127271405,0.006521123097414209,0.009953293148684846,TRUE
BPA,Dark,,Residuals,802,39002912.39482295,48632.060342672004,NA,NA,NA,NA
BPA,Light,,Dose_mg_L,5,6604876.64545677,1320975.329091354,12.298516986653523,1.648654669131049e-11,9.106854362819127e-11,TRUE
BPA,Light,,time_end,1,332345.815971973,332345.815971973,3.094199091504659,0.07895311019583137,0.0954016748199629,FALSE
BPA,Light,,Residuals,802,86142273.50183456,107409.31858084109,NA,NA,NA,NA
BPAF,Dark,,Dose_mg_L,5,2411211.0452469136,482242.2090493827,4.569897259824455,4.073891901650225e-4,7.622120332119775e-4,TRUE
BPAF,Dark,,time_end,1,37082.54778873384,37082.54778873384,0.35140730186413593,0.5534844701201161,0.5784162030084097,FALSE
BPAF,Dark,,Residuals,803,84737242.84154466,105525.83168311912,NA,NA,NA,NA
BPAF,Light,,Dose_mg_L,5,2502348.470263327,500469.6940526654,3.1875075859593784,0.007405856864792181,0.010738492453948662,TRUE
BPAF,Light,,time_end,1,2042108.2813774687,2042108.2813774687,13.006253356784018,3.296571468757618e-4,6.481394752133622e-4,TRUE
BPAF,Light,,Residuals,802,125921800.59374854,157009.72642612038,NA,NA,NA,NA
ClofibricAcid,Dark,,Dose_mg_L,5,3108398.22559258,621679.645118516,7.90986655638572,2.756912290699384e-7,7.800044529783623e-7,TRUE
ClofibricAcid,Dark,,time_end,1,88070.87584484303,88070.87584484303,1.1205592476876391,0.2901163868349713,0.3235913545466988,FALSE
ClofibricAcid,Dark,,Residuals,803,63112158.9057848,78595.46563609564,NA,NA,NA,NA
ClofibricAcid,Light,,Dose_mg_L,5,10662521.052148152,2132504.2104296302,14.95342998785881,4.7116222996866086e-14,4.2042168212588203e-13,TRUE
ClofibricAcid,Light,,time_end,1,1215047.9924408374,1215047.9924408374,8.520093417865736,0.003610634996911206,0.005659914319482431,TRUE
ClofibricAcid,Light,,Residuals,803,114515591.56429988,142609.7030688666,NA,NA,NA,NA
DES,Dark,,Dose_mg_L,5,4818003.716148134,963600.7432296269,10.211476282792642,1.6796202715343371e-9,6.7184810861373484e-9,TRUE
DES,Dark,,time_end,1,913679.7059359488,913679.7059359488,9.68245273033226,0.0019262091808219697,0.0031920037853621214,TRUE
DES,Dark,,Residuals,803,75774684.81391594,94364.48918295883,NA,NA,NA,NA
DES,Light,,Dose_mg_L,5,2149749.0721481205,429949.8144296241,2.6244042116127053,0.02300473544696881,0.02998370013312789,TRUE
DES,Light,,time_end,1,1970085.5865589571,1970085.5865589571,12.025359093274151,5.527323656634098e-4,9.864146833377775e-4,TRUE
DES,Light,,Residuals,803,131553553.93018176,163827.58895414913,NA,NA,NA,NA
Dimethylformamide,Dark,,Dose_mg_L,5,2465226.954253815,493045.390850763,7.281666844010786,1.1090257335274959e-6,2.991790350911384e-6,TRUE
Dimethylformamide,Dark,,time_end,1,584508.1342432816,584508.1342432816,8.63245774152707,0.003398122683208856,0.005399756592496264,TRUE
Dimethylformamide,Dark,,Residuals,792,53626725.57245409,67710.51208643193,NA,NA,NA,NA
Dimethylformamide,Light,,Dose_mg_L,5,2143258.5062954407,428651.7012590881,3.585807482084429,0.003258270470416902,0.005249435757893897,TRUE
Dimethylformamide,Light,,time_end,1,1542706.56573611,1542706.56573611,12.90522988670871,3.478133835318566e-4,6.614156145851699e-4,TRUE
Dimethylformamide,Light,,Residuals,795,95035247.76597343,119541.19215845715,NA,NA,NA,NA
DMSO,Dark,,Dose_mg_L,5,10455175.038024679,2091035.0076049357,18.59316583374781,1.6601348183602358e-17,1.7506876266344303e-16,TRUE
DMSO,Dark,,time_end,1,1529614.6002158632,1529614.6002158632,13.601100804195006,2.4127215694411745e-4,4.825443138882349e-4,TRUE
DMSO,Dark,,Residuals,803,90307434.79193227,112462.5588940626,NA,NA,NA,NA
DMSO,Light,,Dose_mg_L,5,2711796.5393703743,542359.3078740749,5.267402567412341,9.074001494684078e-5,1.9492299507099133e-4,TRUE
DMSO,Light,,time_end,1,1607536.2511506837,1607536.2511506837,15.612418656020404,8.458369495164377e-5,1.8868670412289766e-4,TRUE
DMSO,Light,,Residuals,803,82681078.32070117,102965.22829477106,NA,NA,NA,NA
EE2,Dark,,Dose_mg_L,5,7817046.301333779,1563409.2602667557,22.678365559538722,2.5421646419205707e-21,3.6861387307848273e-20,TRUE
EE2,Dark,,time_end,1,1570539.2383246212,1570539.2383246212,22.78179097279243,2.157029750842594e-6,5.686714797675929e-6,TRUE
EE2,Dark,,Residuals,801,55219623.92686393,68938.35696237694,NA,NA,NA,NA
EE2,Light,,Dose_mg_L,5,3262086.1895730617,652417.2379146123,4.540346106564212,4.3402612552428797e-4,7.991592152510698e-4,TRUE
EE2,Light,,time_end,1,113404.25010516818,113404.25010516818,0.7892105166911966,0.3746053120265037,0.40611417004742456,FALSE
EE2,Light,,Residuals,802,115242012.94941942,143693.28297932597,NA,NA,NA,NA
Fadrozole,Dark,,Dose_mg_L,5,28188702.528050773,5637740.505610155,35.18505533093008,1.362558320056595e-32,7.902838256328251e-31,TRUE
Fadrozole,Dark,,time_end,1,3484.7595331790812,3484.7595331790812,0.02174833284147799,0.8827956291236161,0.8982832717398199,FALSE
Fadrozole,Dark,,Residuals,802,128505351.00692773,160231.11098120664,NA,NA,NA,NA
Fadrozole,Light,,Dose_mg_L,5,40655526.921395116,8131105.384279023,31.85085018403161,1.1821562526485811e-29,2.742602506144708e-28,TRUE
Fadrozole,Light,,time_end,1,1790.2993426844143,1790.2993426844143,0.007012891046604936,0.9332816350770405,0.9332816350770405,FALSE
Fadrozole,Light,,Residuals,803,204995395.28302768,255286.91816068205,NA,NA,NA,NA
Fenitrothion,Dark,,Dose_mg_L,5,8560456.887654284,1712091.3775308568,31.088932317590327,5.641406234761884e-29,1.0906718720539642e-27,TRUE
Fenitrothion,Dark,,time_end,1,257532.33871431346,257532.33871431346,4.676389095205136,0.030874560905691833,0.039356583132530244,TRUE
Fenitrothion,Dark,,Residuals,803,44221826.66528569,55070.76795178791,NA,NA,NA,NA
Fenitrothion,Light,,Dose_mg_L,5,7110802.640452644,1422160.5280905287,13.40404741963261,1.4385322125395112e-12,9.270540925254628e-12,TRUE
Fenitrothion,Light,,time_end,1,104452.75993636851,104452.75993636851,0.9844808090535481,0.3213954448711921,0.35506544385769795,FALSE
Fenitrothion,Light,,Residuals,799,84773369.29441251,106099.33578775033,NA,NA,NA,NA
Fluoxetine,Dark,,Dose_mg_L,5,3861976.0246922136,772395.2049384427,8.632938068557875,5.566430426898563e-8,1.6992261303164034e-7,TRUE
Fluoxetine,Dark,,time_end,1,333048.12160584325,333048.12160584325,3.722425759882752,0.05403880781622127,0.06668618836895392,FALSE
Fluoxetine,Dark,,Residuals,802,71755519.31928912,89470.72234325326,NA,NA,NA,NA
Fluoxetine,Light,,Dose_mg_L,5,3524858.6894444306,704971.7378888861,5.666620859171867,3.813367872531508e-5,8.67354261203245e-5,TRUE
Fluoxetine,Light,,time_end,1,169550.0093852678,169550.0093852678,1.362856932013318,0.24338949372257113,0.2741085560370704,FALSE
Fluoxetine,Light,,Residuals,803,99899449.70617032,124407.78294666292,NA,NA,NA,NA
Flutamide,Dark,,Dose_mg_L,5,13873672.20751852,2774734.441503704,26.987599797470622,2.791451860270274e-25,4.625834511305026e-24,TRUE
Flutamide,Dark,,time_end,1,521137.0254025758,521137.0254025758,5.068678743032145,0.02463155288615442,0.03174733483104348,TRUE
Flutamide,Dark,,Residuals,803,82560574.9769678,102815.16186421893,NA,NA,NA,NA
Flutamide,Light,,Dose_mg_L,5,10324204.549036305,2064840.909807261,13.610493805834013,9.122925089140488e-13,6.225054766707627e-12,TRUE
Flutamide,Light,,time_end,1,1646981.8309617694,1646981.8309617694,10.856156472954968,0.0010280646369211287,0.0017537573218066311,TRUE
Flutamide,Light,,Residuals,799,121215872.8751507,151709.47794136507,NA,NA,NA,NA
Glyphosate,Dark,,Dose_mg_L,5,4299610.224851848,859922.0449703695,12.116613579342497,2.4628905850061547e-11,1.2986150357305178e-10,TRUE
Glyphosate,Dark,,time_end,1,471265.80870836106,471265.80870836106,6.640306212259398,0.01014710359357103,0.014012666867312375,TRUE
Glyphosate,Dark,,Residuals,803,56989306.26032868,70970.49347488004,NA,NA,NA,NA
Glyphosate,Light,,Dose_mg_L,5,8554601.401893323,1710920.2803786646,12.614229197098679,8.211142597666093e-12,4.762462706646334e-11,TRUE
Glyphosate,Light,,time_end,1,2848115.2084414484,2848115.2084414484,20.998510819610786,5.3294637122252405e-6,1.3439517187350607e-5,TRUE
Glyphosate,Light,,Residuals,801,108642955.75813055,135634.1520076536,NA,NA,NA,NA
Malathion,Dark,,Dose_mg_L,5,4162797.1141159264,832559.4228231853,11.643299114996932,7.055195410672683e-11,3.2736106705521247e-10,TRUE
Malathion,Dark,,time_end,1,1210.7245578585396,1210.7245578585396,0.016931918355109647,0.896502098463595,0.90429776888501745,FALSE
Malathion,Dark,,Residuals,799,57132860.04813768,71505.4568812737,NA,NA,NA,NA
Malathion,Light,,Dose_mg_L,5,7271184.424802483,1454236.8849604966,14.305894353298571,1.9582650638078447e-13,1.5143916493447331e-12,TRUE
Malathion,Light,,time_end,1,459742.6875404217,459742.6875404217,4.5226677893220195,0.03375298197738163,0.04255810771061162,TRUE
Malathion,Light,,Residuals,803,81627348.12549661,101652.98645765457,NA,NA,NA,NA
Prochloraz,Dark,,Dose_mg_L,5,13936334.779172778,2787266.9558345554,34.923354721901745,2.2897856582917834e-32,8.853837878728229e-31,TRUE
Prochloraz,Dark,,time_end,1,445338.99555571174,445338.99555571174,5.5799218229639544,0.018405197737885005,0.024825615553426286,TRUE
Prochloraz,Dark,,Residuals,803,64088212.1250369,79810.97400378194,NA,NA,NA,NA
Prochloraz,Light,,Dose_mg_L,5,5049377.308098773,1009875.4616197546,7.69609622857137,4.422152322641341e-7,1.2213563557771322e-6,TRUE
Prochloraz,Light,,time_end,1,698287.5350638408,698287.5350638408,5.321535446008007,0.021317099247805095,0.028099812644833987,TRUE
Prochloraz,Light,,Residuals,803,105369004.18034355,131219.18328809907,NA,NA,NA,NA
SDS,Dark,,Dose_mg_L,5,3734043.1418765634,746808.6283753127,8.852702440836435,3.418507874699853e-8,1.0717484147707647e-7,TRUE
SDS,Dark,,time_end,1,672866.5412620734,672866.5412620734,7.976189676794095,0.004857076852256348,0.007512278864823151,TRUE
SDS,Dark,,Residuals,803,67740594.7611084,84359.39571744508,NA,NA,NA,NA
SDS,Light,,Dose_mg_L,5,6357091.272703721,1271418.2545407442,9.494499507822136,8.238695397446221e-9,2.89602626092049e-8,TRUE
SDS,Light,,time_end,1,898715.2244316555,898715.2244316555,6.7112857830728645,0.00975423106299589,0.013632419316958112,TRUE
SDS,Light,,Residuals,803,107530560.99008684,133911.0348568952,NA,NA,NA,NA
TEG,Dark,,Dose_mg_L,5,4095821.259851848,819164.2519703696,9.658548912189952,5.725906322259423e-9,2.2140171112736436e-8,TRUE
TEG,Dark,,time_end,1,249315.40834969305,249315.40834969305,2.9396120012756892,0.08681734582062087,0.10334107355302256,FALSE
TEG,Dark,,Residuals,803,68104318.80735402,84812.3521884857,NA,NA,NA,NA
TEG,Light,,Dose_mg_L,5,440035.79046534485,88007.15809306897,0.679412659843021,0.639145329002418,0.6561137890644292,FALSE
TEG,Light,,time_end,1,91777.6326028831,91777.6326028831,0.7085206116402382,0.4001862878541368,0.4298297165840729,FALSE
TEG,Light,,Residuals,802,103886408.01445958,129534.17458162042,NA,NA,NA,NA
TGSH,Dark,,Dose_mg_L,5,4901577.077246897,980315.4154493794,16.733276989675673,9.530049500391794e-16,9.212381183712067e-15,TRUE
TGSH,Dark,,time_end,1,1101847.6324659851,1101847.6324659851,18.807744266695913,1.6297917222395397e-5,3.938663328745554e-5,TRUE
TGSH,Dark,,Residuals,803,47043581.427089565,58584.78384444529,NA,NA,NA,NA
TGSH,Light,,Dose_mg_L,5,458264.8175265146,91652.96350530292,0.7243034233744079,0.6052968794867128,0.6269146251826669,FALSE
TGSH,Light,,time_end,1,2319860.1506076073,2319860.1506076073,18.333096766017178,2.080578225213921e-5,4.826941482496296e-5,TRUE
TGSH,Light,,Residuals,797,100851948.99868181,126539.45922042888,NA,NA,NA,NA
Trenbolone,Dark,,Dose_mg_L,5,3303255.499905295,660651.0999810591,10.269787771455173,1.4808022543862987e-9,6.361965241067061e-9,TRUE
Trenbolone,Dark,,time_end,1,739848.7207033074,739848.7207033074,11.500910760344482,7.297953114296856e-4,0.0012826705473612655,TRUE
Trenbolone,Dark,,Residuals,799,51399331.77120283,64329.57668485962,NA,NA,NA,NA
Trenbolone,Light,,Dose_mg_L,5,4358697.775506183,871739.5551012366,9.123465363669368,1.8757502610876047e-8,6.216772293890348e-8,TRUE
Trenbolone,Light,,time_end,1,401817.40228712646,401817.40228712646,4.205346804368036,0.04062081961960934,0.050666828772846055,FALSE
Trenbolone,Light,,Residuals,803,76725984.57312027,95549.17132393557,NA,NA,NA,NA
Vinclozolin,Dark,,Dose_mg_L,5,6759684.757010974,1351936.9514021948,14.15383280547894,2.818495943459351e-13,2.0434095590080294e-12,TRUE
Vinclozolin,Dark,,time_end,1,174351.25618635293,174351.25618635293,1.8253355135588158,0.17706875084984738,0.20747449594527573,FALSE
Vinclozolin,Dark,,Residuals,785,74981139.13285069,95517.37469152955,NA,NA,NA,NA
Vinclozolin,Light,,Dose_mg_L,5,5021434.441222475,1004286.888244495,5.276626692131807,8.911097876848093e-5,1.9492299507099133e-4,TRUE
Vinclozolin,Light,,time_end,1,5623675.355241984,5623675.355241984,29.547369217598995,7.265329829629045e-8,2.1609698980435108e-7,TRUE
Vinclozolin,Light,,Residuals,794,151119993.09239942,190327.44721964662,NA,NA,NA,NA
