plate_id,Cycle,model,term,df,sumsq,meansq,statistic,p.value,adj_p.value,is.significant
24DNP,Light,,Dose_mg_L,5,6985827.980204461,1397165.5960408922,13.328148677623156,1.7255065223423792e-12,5.458875179774072e-12,TRUE
24DNP,Light,,Group,2,2113019.120672638,1056509.560336319,10.078487860991247,4.7637072114254514e-5,6.631080438304228e-5,TRUE
24DNP,Light,,Dose_mg_L:Group,10,4011549.230206374,401154.9230206374,3.8267850796857457,4.53105246807671e-5,6.358089753591512e-5,TRUE
24DNP,Light,,Residuals,789,82709435.64180373,104828.18205551803,NA,NA,NA,NA
34DCA,Dark,,Dose_mg_L,5,6490766.288878538,1298153.2577757076,24.17276468822407,1.1088823850269583e-22,8.130090163861518e-22,TRUE
34DCA,Dark,,Group,2,1578847.538909204,789423.769454602,14.699770542511699,5.39200217151048e-7,9.198121351400231e-7,TRUE
34DCA,Dark,,Dose_mg_L:Group,10,3384788.7952686455,338478.87952686456,6.302776854526298,2.3979968516218994e-9,5.418850028340396e-9,TRUE
34DCA,Dark,,Residuals,791,42479180.19078788,53703.13551300617,NA,NA,NA,NA
34DCA,Light,,Dose_mg_L,5,2106078.804423061,421215.7608846122,4.3131754606466615,7.055037139636147e-4,8.238768203333487e-4,TRUE
34DCA,Light,,Group,2,455643.1478781239,227821.57393906196,2.3328529304226198,0.09768573770646537,0.10301405067227255,FALSE
34DCA,Light,,Dose_mg_L:Group,10,5477410.640221158,547741.0640221158,5.60877235734744,3.9819872741353405e-8,7.450281252006458e-8,TRUE
34DCA,Light,,Residuals,791,77247417.80149499,97657.9238956953,NA,NA,NA,NA
4C3MP,Dark,,Dose_mg_L,5,3625980.9895816008,725196.1979163202,11.336798780122512,1.4026709267646399e-10,3.7548421731853436e-10,TRUE
4C3MP,Dark,,Group,2,16211392.016720504,8105696.008360252,126.71418422166886,1.8293187976420644e-48,3.183014707897192e-46,TRUE
4C3MP,Dark,,Dose_mg_L:Group,10,5432102.291929383,543210.2291929383,8.491860659720627,3.101707655925317e-13,1.1482917704915003e-12,TRUE
4C3MP,Dark,,Residuals,791,50598956.87286868,63968.33991513107,NA,NA,NA,NA
4C3MP,Light,,Dose_mg_L,5,2562511.4935926027,512502.29871852056,3.6542388259408165,0.0028263633509585024,0.0032142955755998653,TRUE
4C3MP,Light,,Group,2,3954665.9822962875,1977332.9911481438,14.098760154119322,9.62642284792894e-7,1.5952357862282243e-6,TRUE
4C3MP,Light,,Dose_mg_L:Group,10,16452158.765111119,1645215.8765111119,11.730701985208281,5.492636635280425e-19,3.1857292484626464e-18,TRUE
4C3MP,Light,,Residuals,792,111076982.08,140248.71474747473,NA,NA,NA,NA
4TOP,Dark,,Dose_mg_L,5,2039447.473728388,407889.4947456776,7.756903972997503,3.886319246557861e-7,6.762195489010678e-7,TRUE
4TOP,Dark,,Group,2,813485.7636543253,406742.88182716264,7.7350986398921115,4.7106095211844033e-4,5.691986504764487e-4,TRUE
4TOP,Dark,,Dose_mg_L:Group,10,9556814.152197516,955681.4152197515,18.17435619728356,3.94401244558383e-30,4.901844039511332e-29,TRUE
4TOP,Dark,,Residuals,792,41646574.58222226,52584.0588159372,NA,NA,NA,NA
4TOP,Light,,Dose_mg_L,5,7697868.225246934,1539573.645049387,11.990345097041331,3.2988878188215105e-11,9.258169039918433e-11,TRUE
4TOP,Light,,Group,2,1908498.7089135903,954249.3544567951,7.431784186068511,6.3435111058261e-4,7.508645798732935e-4,TRUE
4TOP,Light,,Dose_mg_L:Group,10,3235045.0198271624,323504.50198271626,2.5194836451586764,0.005485269315314821,0.006157657166869541,TRUE
4TOP,Light,,Residuals,792,101693680.79155555,128401.11211054995,NA,NA,NA,NA
4TPP,Dark,,Dose_mg_L,5,4167595.4307306693,833519.0861461338,11.651749377221275,7.040412813753063e-11,1.914112233739114e-10,TRUE
4TPP,Dark,,Group,2,1108714.228792457,554357.1143962285,7.749348838896289,4.6487307967726834e-4,5.656497612856273e-4,TRUE
4TPP,Dark,,Dose_mg_L:Group,10,14706571.762636011,1470657.176263601,20.558292092463436,4.4234893099363225e-34,1.2828118998815336e-32,TRUE
4TPP,Dark,,Residuals,784,56084193.229910634,71535.96075243704,NA,NA,NA,NA
4TPP,Light,,Dose_mg_L,5,11375314.816992879,2275062.963398576,15.757291961740323,8.297390733282087e-15,3.701912788695085e-14,TRUE
4TPP,Light,,Group,2,2871782.1460259976,1435891.0730129988,9.94511150975936,5.425453199564239e-5,7.375225443157637e-5,TRUE
4TPP,Light,,Dose_mg_L:Group,10,6629213.9238334745,662921.3923833475,4.591453553383605,2.3114774985471805e-6,3.758851259319714e-6,TRUE
4TPP,Light,,Residuals,789,113917079.31032228,144381.59608405866,NA,NA,NA,NA
Aniline,Dark,,Dose_mg_L,5,13446050.770172829,2689210.1540345657,49.81432347057723,6.6264943364707e-45,3.843366715153006e-43,TRUE
Aniline,Dark,,Group,2,1355137.1989135821,677568.5994567911,12.551128195097814,4.302428232425717e-6,6.805659204018861e-6,TRUE
Aniline,Dark,,Dose_mg_L:Group,10,10004614.728938248,1000461.4728938248,18.532323089667518,9.817396077574021e-31,1.3140207057676e-29,TRUE
Aniline,Dark,,Residuals,792,42755864.04888891,53984.67682940519,NA,NA,NA,NA
Aniline,Light,,Dose_mg_L,5,6421428.127024668,1284285.6254049337,12.636848548369272,7.901661542580346e-12,2.4120861551034743e-11,TRUE
Aniline,Light,,Group,2,2494873.125358024,1247436.562679012,12.274268748669334,5.6272707976220535e-6,8.665001051205639e-6,TRUE
Aniline,Light,,Dose_mg_L:Group,10,9820254.194641965,982025.4194641964,9.662730977390712,2.5456177819290905e-15,1.1656249843570045e-14,TRUE
Aniline,Light,,Residuals,792,80491129.68533334,101630.21424915826,NA,NA,NA,NA
BPA,Dark,,Dose_mg_L,5,2183346.2809368293,436669.25618736586,10.001933934026106,2.6992555678342715e-9,5.87088086003954e-9,TRUE
BPA,Dark,,Group,2,1978695.7098372774,989347.8549186387,22.661068400063318,2.6918040278031345e-10,6.990655236384259e-10,TRUE
BPA,Dark,,Dose_mg_L:Group,10,2852143.2579664234,285214.32579664234,6.532850213828155,9.403762164114123e-10,2.211154887237645e-9,TRUE
BPA,Dark,,Residuals,791,34533859.54381818,43658.48235628089,NA,NA,NA,NA
BPA,Light,,Dose_mg_L,5,6604876.64545677,1320975.329091354,13.398569234258312,1.4730422768044665e-12,5.018405212007986e-12,TRUE
BPA,Light,,Group,2,290358.03719984664,145179.01859992332,1.472541605611035,0.22996984719708852,0.23818305602555598,FALSE
BPA,Light,,Dose_mg_L:Group,10,8198957.996162213,819895.7996162213,8.316151251357555,6.376359612945182e-13,2.2189731453049236e-12,TRUE
BPA,Light,,Residuals,791,77985303.28444445,98590.7753279955,NA,NA,NA,NA
BPAF,Dark,,Dose_mg_L,5,2411211.0452469136,482242.2090493827,6.22537129107513,1.1293736374503678e-5,1.6940604561755516e-5,TRUE
BPAF,Dark,,Group,2,10786589.342691395,5393294.671345698,69.6232332658915,1.3982193307655233e-28,1.5205635222075065e-27,TRUE
BPAF,Dark,,Dose_mg_L:Group,10,12636242.021753052,1263624.2021753052,16.31240418883431,5.8120450209198744e-27,5.322609650737147e-26,TRUE
BPAF,Dark,,Residuals,792,61351494.02488896,77464.00760718303,NA,NA,NA,NA
BPAF,Light,,Dose_mg_L,5,2502348.470263327,500469.6940526654,3.356131102144135,0.0052432563970195864,0.00592419878624291,TRUE
BPAF,Light,,Group,2,2754297.6419769996,1377148.8209884998,9.235108629603173,1.0848092580403751e-4,1.3981985992520392e-4,TRUE
BPAF,Light,,Dose_mg_L:Group,10,7254884.213472259,725488.4213472259,4.865098294788359,7.817025743932108e-7,1.3078485379271027e-6,TRUE
BPAF,Light,,Residuals,791,117954727.01967676,149121.02025243585,NA,NA,NA,NA
ClofibricAcid,Dark,,Dose_mg_L,5,3108398.22559258,621679.645118516,8.766048352987283,4.17017041238342e-8,7.719251614411862e-8,TRUE
ClofibricAcid,Dark,,Group,2,1763258.5691851932,881629.2845925966,12.431491040172236,4.831506500745032e-6,7.57371289305978e-6,TRUE
ClofibricAcid,Dark,,Dose_mg_L:Group,10,5269099.543555537,526909.9543555537,7.429740017739462,2.407791352375379e-11,6.982594921888599e-11,TRUE
ClofibricAcid,Dark,,Residuals,792,56167871.66888891,70919.02988496075,NA,NA,NA,NA
ClofibricAcid,Light,,Dose_mg_L,5,10662521.052148152,2132504.2104296302,15.538944468812518,1.3305110732019571e-14,5.787723168428513e-14,TRUE
ClofibricAcid,Light,,Group,2,134088.91296296293,67044.45648148147,0.4885336596815296,0.61371013053009,0.61371013053009,FALSE
ClofibricAcid,Light,,Dose_mg_L:Group,10,6905555.701999987,690555.5701999987,5.031879705318423,4.0223892508733227e-7,6.929660689623348e-7,TRUE
ClofibricAcid,Light,,Residuals,792,108690994.94177777,137236.1047244669,NA,NA,NA,NA
DES,Dark,,Dose_mg_L,5,4818003.716148134,963600.7432296269,10.869248440637199,3.946512520189342e-10,9.671734908633035e-10,TRUE
DES,Dark,,Group,2,1535393.9775555595,767696.9887777797,8.659488233879769,1.9044139739479908e-4,2.4012176193257277e-4,TRUE
DES,Dark,,Dose_mg_L:Group,10,4939119.712962966,493911.97129629663,5.571240953832484,4.628169989860953e-8,8.47685871827164e-8,TRUE
DES,Dark,,Residuals,792,70213850.82933336,88653.8520572391,NA,NA,NA,NA
DES,Light,,Dose_mg_L,5,2149749.0721481205,429949.8144296241,2.622421427225133,0.023105469949692127,0.025285231265700817,TRUE
DES,Light,,Group,2,1141929.881555555,570964.9407777775,3.482524342698742,0.031201146684832745,0.033720493932676385,TRUE
DES,Light,,Dose_mg_L:Group,10,2532155.519629641,253215.5519629641,1.5444544151164148,0.11904596219811239,0.1247831170028407,FALSE
DES,Light,,Residuals,792,129849554.11555554,163951.45721661052,NA,NA,NA,NA
Dimethylformamide,Dark,,Dose_mg_L,5,2465226.954253815,493045.390850763,9.999332094331546,2.737306693653061e-9,5.880140304884354e-9,TRUE
Dimethylformamide,Dark,,Group,2,1937095.0838145355,968547.5419072678,19.642874064734364,4.751507081631946e-9,9.613514327953007e-9,TRUE
Dimethylformamide,Dark,,Dose_mg_L:Group,10,13764721.531641845,1376472.1531641844,27.915892600351597,7.32215620250706e-46,6.370275896181142e-44,TRUE
Dimethylformamide,Dark,,Residuals,781,38509417.091241,49307.83238315109,NA,NA,NA,NA
Dimethylformamide,Light,,Dose_mg_L,5,2143258.5062954407,428651.7012590881,3.9970207934771707,0.0013788409734758536,0.0015888631085085995,TRUE
Dimethylformamide,Light,,Group,2,4456338.331830879,2228169.1659154394,20.776864903110827,1.6133246854868459e-9,3.6936644115093575e-9,TRUE
Dimethylformamide,Light,,Dose_mg_L:Group,10,8043260.857079856,804326.0857079856,7.500047427474798,1.8286694966442802e-11,5.3930252951882166e-11,TRUE
Dimethylformamide,Light,,Residuals,784,84078355.14279881,107242.7999270393,NA,NA,NA,NA
DMSO,Dark,,Dose_mg_L,5,10455175.038024679,2091035.0076049357,20.678032027545395,1.903101066390446e-19,1.1418606398342676e-18,TRUE
DMSO,Dark,,Group,2,1545345.0768395057,772672.5384197528,7.64087996525168,5.16673854999595e-4,6.157619915748599e-4,TRUE
DMSO,Dark,,Dose_mg_L:Group,10,10201890.941530954,1020189.0941530954,10.088545952759034,4.453454842564175e-16,2.214003264589047e-15,TRUE
DMSO,Dark,,Residuals,792,80089813.37377772,101123.50173456782,NA,NA,NA,NA
DMSO,Light,,Dose_mg_L,5,2711796.5393703743,542359.3078740749,5.363792913138522,7.380874004787993e-5,9.729333915402354e-5,TRUE
DMSO,Light,,Group,2,189619.2225185191,94809.61125925955,0.9376424698290737,0.39198404107490287,0.40358120205345027,FALSE
DMSO,Light,,Dose_mg_L:Group,10,4016005.794666671,401600.57946666714,3.971725589995356,2.5924757680753344e-5,3.728023005331473e-5,TRUE
DMSO,Light,,Residuals,792,80082989.55466667,101114.8858013468,NA,NA,NA,NA
EE2,Dark,,Dose_mg_L,5,7817046.301333779,1563409.2602667557,25.1707326254923,1.3553717372675545e-23,1.1230222965931167e-22,TRUE
EE2,Dark,,Group,2,2685453.18085435,1342726.590427175,21.617763726827782,7.234829765304979e-10,1.7484171932820365e-9,TRUE
EE2,Dark,,Dose_mg_L:Group,10,5036081.987393617,503608.19873936166,8.108041598980547,1.499753281749513e-12,5.018405212007986e-12,TRUE
EE2,Dark,,Residuals,790,49068627.996940576,62112.187337899464,NA,NA,NA,NA
EE2,Light,,Dose_mg_L,5,3262086.1895730617,652417.2379146123,4.699826793287492,3.0902028589796494e-4,3.7865866018483023e-4,TRUE
EE2,Light,,Group,2,2682466.6394765517,1341233.3197382758,9.66186042585969,7.150588365862043e-5,9.497728058473247e-5,TRUE
EE2,Light,,Dose_mg_L:Group,10,2868470.9720934737,286847.09720934735,2.0663642753376705,0.024853508382371353,0.027028190365828843,TRUE
EE2,Light,,Residuals,791,109804479.58795455,138817.2940429261,NA,NA,NA,NA
Fadrozole,Dark,,Dose_mg_L,5,28188702.528050773,5637740.505610155,47.58180292320245,4.564020230368674e-43,1.985348800210373e-41,TRUE
Fadrozole,Dark,,Group,2,19764601.01264226,9882300.50632113,83.40534202518171,1.3573345831287981e-33,3.3739459637772983e-32,TRUE
Fadrozole,Dark,,Dose_mg_L:Group,10,15022423.767899614,1502242.3767899615,12.678731957275,1.182285138029802e-20,7.912215923737906e-20,TRUE
Fadrozole,Dark,,Residuals,791,93721810.98591909,118485.22248535915,NA,NA,NA,NA
Fadrozole,Light,,Dose_mg_L,5,40655526.921395116,8131105.384279023,35.25923438286233,1.2840465359433217e-32,2.4824899694904217e-31,TRUE
Fadrozole,Light,,Group,2,6640284.00832097,3320142.004160485,14.397263296503311,7.216540104558995e-7,1.2191048331973449e-6,TRUE
Fadrozole,Light,,Dose_mg_L:Group,10,15714380.343382696,1571438.0343382696,6.814288999132245,2.9813215857772217e-10,7.518115303264299e-10,TRUE
Fadrozole,Light,,Residuals,792,182642521.2306667,230609.2439781145,NA,NA,NA,NA
Fenitrothion,Dark,,Dose_mg_L,5,8560456.887654284,1712091.3775308568,35.143511095640065,1.6205125331365015e-32,2.8196918076575125e-31,TRUE
Fenitrothion,Dark,,Group,2,1002525.8979506206,501262.9489753103,10.289252221194358,3.8770501335032986e-5,5.4846075059314954e-5,TRUE
Fenitrothion,Dark,,Dose_mg_L:Group,10,4892857.608716067,489285.7608716067,10.043400598704372,5.357007258857544e-16,2.5892201751144794e-15,TRUE
Fenitrothion,Dark,,Residuals,792,38583975.49733334,48717.14077946129,NA,NA,NA,NA
Fenitrothion,Light,,Dose_mg_L,5,7110802.640452644,1422160.5280905287,16.523848800864943,1.5566013226781122e-15,7.32023324718896e-15,TRUE
Fenitrothion,Light,,Group,2,777065.5795085531,388532.7897542766,4.514298453141459,0.011235995437725587,0.012532456449770848,TRUE
Fenitrothion,Light,,Dose_mg_L:Group,10,16279844.43183761,1627984.443183761,18.91528295012305,2.316193661446491e-31,3.663797246288086e-30,TRUE
Fenitrothion,Light,,Residuals,788,67820912.04300268,86067.14726269376,NA,NA,NA,NA
Fluoxetine,Dark,,Dose_mg_L,5,3861976.0246922136,772395.2049384427,10.5277845992375,8.417268909977709e-10,2.00630793196729e-9,TRUE
Fluoxetine,Dark,,Group,2,7911030.536454914,3955515.268227457,53.9138674821429,1.1213917467395198e-22,8.130090163861518e-22,TRUE
Fluoxetine,Dark,,Dose_mg_L:Group,10,6143997.051187452,614399.7051187452,8.37429817270899,5.023478911228419e-13,1.7838476133749896e-12,TRUE
Fluoxetine,Dark,,Residuals,791,58033539.85325258,73367.30702054688,NA,NA,NA,NA
Fluoxetine,Light,,Dose_mg_L,5,3524858.6894444306,704971.7378888861,6.141869545377812,1.3557314975825345e-5,1.9991294964352628e-5,TRUE
Fluoxetine,Light,,Group,2,3996861.3360740663,1998430.6680370332,17.410769537119045,3.982046876072417e-8,7.450281252006458e-8,TRUE
Fluoxetine,Light,,Dose_mg_L:Group,10,5165353.029703765,516535.3029703765,4.500169688967429,3.306112996662071e-6,5.277648269900921e-6,TRUE
Fluoxetine,Light,,Residuals,792,90906785.34977774,114781.29463355776,NA,NA,NA,NA
Flutamide,Dark,,Dose_mg_L,5,13873672.20751852,2774734.441503704,33.2710294567104,7.12358180959154e-31,1.0329193623907734e-29,TRUE
Flutamide,Dark,,Group,2,9830277.164222185,4915138.582111092,58.93598973046576,1.3771359443631952e-24,1.1981082715959797e-23,TRUE
Flutamide,Dark,,Dose_mg_L:Group,10,7200287.231481468,720028.7231481469,8.633653909077191,1.730256009101346e-13,6.544881425731179e-13,TRUE
Flutamide,Dark,,Residuals,792,66051147.606666684,83397.91364478116,NA,NA,NA,NA
Flutamide,Light,,Dose_mg_L,5,10324204.549036305,2064840.909807261,14.543984733765365,1.189493469212508e-13,4.599374747621697e-13,TRUE
Flutamide,Light,,Group,2,4549782.829774082,2274891.414887041,16.023503724642577,1.5096036522927527e-7,2.7361566197806145e-7,TRUE
Flutamide,Light,,Dose_mg_L:Group,10,6439010.7635916555,643901.0763591656,4.535403856124169,2.884105327906273e-6,4.646614139404552e-6,TRUE
Flutamide,Light,,Residuals,788,111874061.11274672,141972.15877252122,NA,NA,NA,NA
Glyphosate,Dark,,Dose_mg_L,5,4299610.224851848,859922.0449703695,13.924849048254243,4.612438356739895e-13,1.6720089043182118e-12,TRUE
Glyphosate,Dark,,Group,2,1097120.0086666653,548560.0043333326,8.882915956078968,1.5304903621945446e-4,1.958127375160667e-4,TRUE
Glyphosate,Dark,,Dose_mg_L:Group,10,7453890.652814801,745389.0652814801,12.07019901044819,1.3838947450855262e-19,8.599917344460056e-19,TRUE
Glyphosate,Dark,,Residuals,792,48909561.40755557,61754.49672671158,NA,NA,NA,NA
Glyphosate,Light,,Dose_mg_L,5,8554601.401893323,1710920.2803786646,13.33555120216667,1.695099981453681e-12,5.458875179774072e-12,TRUE
Glyphosate,Light,,Group,2,2461735.7885682564,1230867.8942841282,9.593843743377812,7.642597735497522e-5,9.998586511102021e-5,TRUE
Glyphosate,Light,,Dose_mg_L:Group,10,7674168.000546391,767416.8000546391,5.981532949195357,8.83863765609637e-9,1.7088032801786317e-8,TRUE
Glyphosate,Light,,Residuals,790,101355167.17745735,128297.679971465,NA,NA,NA,NA
Malathion,Dark,,Dose_mg_L,5,4162797.1141159264,832559.4228231853,14.605567785054507,1.0389733298213725e-13,4.1086672588390637e-13,TRUE
Malathion,Dark,,Group,2,2845999.608221739,1422999.8041108695,24.963647671638363,3.076327929327166e-11,8.775099339392245e-11,TRUE
Malathion,Dark,,Dose_mg_L:Group,10,9369801.992083533,936980.1992083533,16.437418684645476,3.6586657748747506e-27,3.536710249045592e-26,TRUE
Malathion,Dark,,Residuals,788,44918269.17239025,57002.87966039372,NA,NA,NA,NA
Malathion,Light,,Dose_mg_L,5,7271184.424802483,1454236.8849604966,15.399247559094487,1.8071249682575033e-14,7.669262060409892e-14,TRUE
Malathion,Light,,Group,2,1367590.9879506144,683795.4939753072,7.240867151987482,7.651309773952121e-4,8.87551933778446e-4,TRUE
Malathion,Light,,Dose_mg_L:Group,10,5926519.942864199,592651.9942864199,6.275727751641745,2.673747665259309e-9,5.87088086003954e-9,TRUE
Malathion,Light,,Residuals,792,74792979.8822222,94435.58065937147,NA,NA,NA,NA
Prochloraz,Dark,,Dose_mg_L,5,13936334.779172778,2787266.9558345554,42.91894941657882,3.458394694880667e-39,1.2035213538184718e-37,TRUE
Prochloraz,Dark,,Group,2,1563759.6993580256,781879.8496790128,12.039557835667779,7.066353965952063e-6,1.0691700783266599e-5,TRUE
Prochloraz,Dark,,Dose_mg_L:Group,10,11535274.523012353,1153527.4523012354,17.762269334236827,1.9646227238846012e-29,2.2789623597061373e-28,TRUE
Prochloraz,Dark,,Residuals,792,51434516.89822222,64942.571841189674,NA,NA,NA,NA
Prochloraz,Light,,Dose_mg_L,5,5049377.308098773,1009875.4616197546,8.068064222933181,1.9539722794847744e-7,3.5050636766015544e-7,TRUE
Prochloraz,Light,,Group,2,2176770.029802466,1088385.014901233,8.695290194908784,1.8388494311354862e-4,2.3354730001282818e-4,TRUE
Prochloraz,Light,,Dose_mg_L:Group,10,4756287.809604986,475628.78096049855,3.7998780016991907,5.0176336098632285e-5,6.929113080287316e-5,TRUE
Prochloraz,Light,,Residuals,792,99134233.87599994,125169.48721717164,NA,NA,NA,NA
SDS,Dark,,Dose_mg_L,5,3734043.1418765634,746808.6283753127,9.893063499216394,3.4330685106040067e-9,7.027693186412907e-9,TRUE
SDS,Dark,,Group,2,280558.06054321036,140279.03027160518,1.8582931441280133,0.15661784199207324,0.16318266171629187,FALSE
SDS,Dark,,Dose_mg_L:Group,10,8346323.107160474,834632.3107160474,11.056474355920177,8.544487759967697e-18,4.646065219482435e-17,TRUE
SDS,Dark,,Residuals,792,59786580.13466675,75488.10623063984,NA,NA,NA,NA
SDS,Light,,Dose_mg_L,5,6357091.272703721,1271418.2545407442,10.005096824777445,2.6782226055738394e-9,5.87088086003954e-9,TRUE
SDS,Light,,Group,2,2532709.486222215,1266354.7431111075,9.965250832362319,5.3174647913820885e-5,7.285345462208531e-5,TRUE
SDS,Light,,Dose_mg_L:Group,10,5251537.97629631,525153.797629631,4.132561865003221,1.391110100058051e-5,2.0340601463033684e-5,TRUE
SDS,Light,,Residuals,792,100645028.75199997,127077.05650505047,NA,NA,NA,NA
TEG,Dark,,Dose_mg_L,5,4095821.259851848,819164.2519703696,11.03497145994172,2.733921777747997e-10,6.995623372472815e-10,TRUE
TEG,Dark,,Group,2,2900371.9796296433,1450185.9898148216,19.535472856294437,5.2297925430950325e-9,1.0459585086190065e-8,TRUE
TEG,Dark,,Dose_mg_L:Group,10,6660351.904074082,666035.1904074082,8.972168035634015,4.316311313059844e-14,1.7466003917963088e-13,TRUE
TEG,Dark,,Residuals,792,58792910.332,74233.47264141415,NA,NA,NA,NA
TEG,Light,,Dose_mg_L,5,440035.79046534485,88007.15809306897,0.7405597513122146,0.5931918689441573,0.600089448815601,FALSE
TEG,Light,,Group,2,4798950.75076266,2399475.37538133,20.191026795718397,2.8031344744149833e-9,5.915490176202577e-9,TRUE
TEG,Light,,Dose_mg_L:Group,10,5177823.223213966,517782.3223213966,4.357017726293256,5.8005640589882705e-6,8.85349251108736e-6,TRUE
TEG,Light,,Residuals,791,94001411.67308584,118838.6999659745,NA,NA,NA,NA
TGSH,Dark,,Dose_mg_L,5,4901577.077246897,980315.4154493794,18.403765963728404,2.5795187376075433e-17,1.360109879829432e-16,TRUE
TGSH,Dark,,Group,2,1111164.684617285,555582.3423086425,10.430119980048683,3.3797376747969724e-5,4.820281601759616e-5,TRUE
TGSH,Dark,,Dose_mg_L:Group,10,4846713.709160505,484671.3709160505,9.098886275872285,2.5670407289069236e-14,1.0634883019757255e-13,TRUE
TGSH,Dark,,Residuals,792,42187550.665777765,53267.10942648708,NA,NA,NA,NA
