"",".id","dose","diff","lwr.ci","upr.ci","pval","is.significant"
"61","DES","Dose2-C",-6.69229243674475,-35.5943725064865,22.209787632997,0.961915785440141,FALSE
"62","DES","Dose3-C",-1.85694905979132,-30.7590291295331,27.0451310099505,0.999899236358385,FALSE
"63","DES","Dose4-C",-6.015729547732,-34.9178096174738,22.8863505220098,0.975441990469649,FALSE
"64","DES","Dose5-C",12.6066762407105,-16.2954038290313,41.5087563104523,0.682227209634019,FALSE
"65","Dimethylformamide","Dose1-C",-8.4602545404614,-40.3461104446706,23.4256013637478,0.935053343174212,FALSE
"66","Dimethylformamide","Dose2-C",2.20822755650408,-29.6776283477051,34.0940834607133,0.999854470738312,FALSE
"67","Dimethylformamide","Dose3-C",-9.30361967120506,-41.1894755754142,22.5822362330041,0.907796816580917,FALSE
"68","Dimethylformamide","Dose4-C",6.62554723357785,-25.2603086706313,38.511403137787,0.975616096978178,FALSE
"69","Dimethylformamide","Dose5-C",-1.67492709736944,-33.5607830015786,30.2109288068397,0.999962654461668,FALSE
"70","DMSO","Dose1-C",31.9897108001264,-8.75217559089748,72.7315971911503,0.168738582613519,FALSE
"71","DMSO","Dose2-C",2.90900716765672,-37.8328792233672,43.6508935586806,0.999830995296425,FALSE
"72","DMSO","Dose3-C",23.7835593443111,-16.9583270467128,64.525445735335,0.418958999034569,FALSE
"73","DMSO","Dose4-C",3.90571582836106,-36.8361705626629,44.647602219385,0.999291764178714,FALSE
"74","DMSO","Dose5-C",6.21537989481591,-34.526506496208,46.9572662858398,0.993717522558399,FALSE
"75","EE2","Dose1-C",24.4862568454292,-15.2131895048948,64.1857031957533,0.367416848580662,FALSE
"76","EE2","Dose2-C",24.1283040536206,-15.5711422967035,63.8277504039446,0.381170145176288,FALSE
"77","EE2","Dose3-C",12.4398158779756,-27.2596304723484,52.1392622282997,0.881599867419312,FALSE
"78","EE2","Dose4-C",18.4330473812379,-21.2663989690862,58.1324937315619,0.630347826531173,FALSE
"79","EE2","Dose5-C",20.7663611429654,-18.9330852073587,60.4658074932894,0.52283271124948,FALSE
"80","Fadrozole","Dose1-C",-17.512674592011,-53.5583577137961,18.5330085297741,0.590574257053456,FALSE
"81","Fadrozole","Dose2-C",-8.86655941896775,-44.9122425407529,27.1791237028174,0.951539286209137,FALSE
"82","Fadrozole","Dose3-C",4.81856727268772,-31.2271158490974,40.8642503944728,0.996578851221307,FALSE
"83","Fadrozole","Dose4-C",8.68513641718075,-27.3605467046044,44.7308195389659,0.955325829822903,FALSE
"84","Fadrozole","Dose5-C",5.50101614743627,-30.5446669743488,41.5466992692214,0.993706785440865,FALSE
"85","Fenitrothion","Dose1-C",7.99029111325049,-21.0322043896914,37.0127866161924,0.925400851659516,FALSE
"86","Fenitrothion","Dose2-C",22.7148534154087,-6.30764208753321,51.7373489183506,0.171061383522302,FALSE
"87","Fenitrothion","Dose3-C",9.85818977261198,-19.1643057303299,38.8806852755539,0.84520385021135,FALSE
"88","Fenitrothion","Dose4-C",17.4052266241436,-11.6172688787983,46.4277221270855,0.393550794930005,FALSE
"89","Fenitrothion","Dose5-C",11.542292397538,-17.4802031054039,40.5647879004799,0.751241525868887,FALSE
"90","Fluoxetine","Dose1-C",-29.1086870012361,-58.6220378427022,0.404663840229947,0.0541026192225847,FALSE
"91","Fluoxetine","Dose2-C",-4.62644853401929,-34.1397993754854,24.8869023074468,0.992898780438238,FALSE
"92","Fluoxetine","Dose3-C",-18.751124028292,-48.2644748697581,10.7622268131741,0.340062895411214,FALSE
"93","Fluoxetine","Dose4-C",-12.9019226561811,-42.4152734976472,16.611428185285,0.68045033956139,FALSE
"94","Fluoxetine","Dose5-C",-17.4268655431314,-46.9402163845975,12.0864852983347,0.408254210225881,FALSE
"95","Flutamide","Dose1-C",-4.12470384772234,-39.6033276680124,31.3539199725677,0.998222631486622,FALSE
"96","Flutamide","Dose2-C",0.321451974302677,-35.1571718459874,35.8000757945927,0.999999994144669,FALSE
"97","Flutamide","Dose3-C",13.6967723827574,-21.7818514375327,49.1753962030474,0.771307222998127,FALSE
"98","Flutamide","Dose4-C",23.0418629184746,-12.4367609018154,58.5204867387646,0.320223490091385,FALSE
"99","Flutamide","Dose5-C",-3.02954802918949,-38.5081718494795,32.4490757911006,0.999595285640798,FALSE
"100","Glyphosate","Dose1-C",-4.7032224377422,-39.1924212088322,29.7859763333478,0.996247488642345,FALSE
"101","Glyphosate","Dose2-C",-9.39276844388951,-43.8819672149795,25.0964303272005,0.928387546247377,FALSE
"102","Glyphosate","Dose3-C",7.43421655903557,-27.0549822120544,41.9234153301256,0.971585544686482,FALSE
"103","Glyphosate","Dose4-C",5.59181724842095,-28.8973815226691,40.081016019511,0.991726870462689,FALSE
"104","Glyphosate","Dose5-C",-13.578356809943,-48.067555581033,20.910841961147,0.758190825946592,FALSE
"105","Prochloraz","Dose1-C",-28.2937860606193,-61.2927855818883,4.70521346064965,0.11490952724669,FALSE
"106","Prochloraz","Dose2-C",-3.4681274500164,-36.4671269712854,29.5308720712526,0.998900581796594,FALSE
"107","Prochloraz","Dose3-C",1.85320374328785,-31.1457957779811,34.8522032645568,0.999948071034575,FALSE
"108","Prochloraz","Dose4-C",10.2461870113745,-22.7528125098945,43.2451865326435,0.885255796497645,FALSE
"109","Prochloraz","Dose5-C",1.24780527949411,-31.7511942417749,34.2468048007631,0.999992681188539,FALSE
"110","SDS","Dose1-C",-6.39234469081683,-40.2728547792206,27.4881653975869,0.983848836062168,FALSE
"111","SDS","Dose2-C",-14.2468735225429,-48.1273836109467,19.6336365658609,0.710812729946513,FALSE
"112","SDS","Dose3-C",4.90356505818584,-28.9769450302179,38.7840751465896,0.995062453446111,FALSE
"113","SDS","Dose4-C",-3.84409430027457,-37.7246043886783,30.0364157881292,0.998415281710817,FALSE
"114","SDS","Dose5-C",-10.2385846042923,-44.1190946926961,23.6419254841115,0.895559716390154,FALSE
"115","TEG","Dose1-C",7.58045933420332,-27.2008840459068,42.3618027143134,0.970249753437114,FALSE
"116","TEG","Dose2-C",5.26309217248793,-29.5182512076221,40.044435552598,0.993950362560927,FALSE
"117","TEG","Dose3-C",-7.91579543466488,-42.697138814775,26.8655479454452,0.964480171787391,FALSE
"118","TEG","Dose4-C",2.98336337466942,-31.7979800054407,37.7647067547795,0.999586211080341,FALSE
"119","TEG","Dose5-C",-9.05931359088355,-43.8406569709936,25.7220297892265,0.939471537683931,FALSE
"120","TGSH","Dose1-C",9.63450768473769,-29.9618033714086,49.230818740884,0.953554889822111,FALSE
"121","TGSH","Dose2-C",2.44903415343648,-37.1472769027098,42.0453452095828,0.99991648950129,FALSE
"122","TGSH","Dose3-C",-11.1812555413728,-50.7775665975191,28.4150555147735,0.918111872729998,FALSE
"123","TGSH","Dose4-C",-4.60773107813581,-44.2040421342821,34.9885799780105,0.998213586042845,FALSE
"124","TGSH","Dose5-C",-0.746282610681975,-40.3425936668283,38.8500284454643,0.999999772339397,FALSE
"125","Vinclozolin","Dose1-C",3.42961635163025,-36.1669282843018,43.0261609875623,0.999566593041553,FALSE
"126","Vinclozolin","Dose2-C",9.14143713766319,-30.4551074982688,48.7379817735952,0.962369545731369,FALSE
"127","Vinclozolin","Dose3-C",-4.17788497870549,-43.7744296146375,35.4186596572265,0.998879208394266,FALSE
"128","Vinclozolin","Dose4-C",10.6599967189062,-28.9365479170258,50.2565413548382,0.931401516740469,FALSE
"129","Vinclozolin","Dose5-C",21.953303061644,-17.643241574288,61.549847697576,0.467953479244301,FALSE
