Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 03/16/22
Deduplicate Gene Sets: false
Data Source: BPA_DeSeq_normDataF2
Work Source: BPA_DeSeq_normDataF2_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 04/27/2022 18:35.36
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 2687
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0000122	9	negative regulation of transcription by RNA polymerase II	88	189	5	5	4	2	2	2	5	2	2	36	187	18726	0.99363	0.055028	0.055028	1.06	567630;58013	si:ch1073-459j12.1;noc2l	ENSDARG00000006901;ENSDARG00000001754		675.2365	675.2365	594.652	113.96369281705536	644.430000193527	105.30737115628436	312.0585	312.0585	300.21	16.756309393777777	307.5289587984414	15.483553129265703	1470.775	1470.775	1177.88	414.2160813512668	1358.8047109144204	382.753537898976					594.652;755.821	300.21;323.907	1177.88;1763.67	1	1	1	567630	ENSDARG00000006901	594.652	594.652		300.21	300.21		1177.88	1177.88		594.652	300.21	1177.88	1	58013	ENSDARG00000001754	755.821	755.821		323.907	323.907		1763.67	1763.67		755.821	323.907	1763.67	0						Linear,2(1)	3.6700944634509063	7.366672992706299	3.3712878227233887	3.99538516998291	0.4413034663677432	3.6833364963531494	517.29088	833.1821199999999	288.83543999999995	335.28156	896.7008000000002	2044.8492	CONFLICT	0.5	0.5	0.0	
GO:0000123	5	histone acetyltransferase complex	38	66	2	1	1	2	2	1	2	1	1	37	65	18848	0.99225	0.12427	0.12427	1.52	556710	taf10	ENSDARG00000068641		1.01952	1.01952	1.01952		1.01952		0.450419	0.450419	0.450419		0.450419		2.30769	2.30769	2.30769		2.30769						1.01952	0.450419	2.30769	1	0	1	556710	ENSDARG00000068641	1.01952	1.01952		0.450419	0.450419		2.30769	2.30769		1.01952	0.450419	2.30769	0															0						Hill,1(1)	4.176272392272949	4.176272392272949	4.176272392272949	4.176272392272949	0.0	4.176272392272949	1.01952	1.01952	0.450419	0.450419	2.30769	2.30769	UP	1.0	0.0	0.0	
GO:0000124	6	SAGA complex	8	12	1	1	1	1	1	1	1	1	1	37	11	18902	0.99974	0.023805	0.023805	8.33	556710	taf10	ENSDARG00000068641		1.01952	1.01952	1.01952		1.01952		0.450419	0.450419	0.450419		0.450419		2.30769	2.30769	2.30769		2.30769		0.0	1.01952			1.01952	0.450419	2.30769	1	0	1	556710	ENSDARG00000068641	1.01952	1.01952		0.450419	0.450419		2.30769	2.30769		1.01952	0.450419	2.30769	0															0						Hill,1(1)	4.176272392272949	4.176272392272949	4.176272392272949	4.176272392272949	0.0	4.176272392272949	1.01952	1.01952	0.450419	0.450419	2.30769	2.30769	UP	1.0	0.0	0.0	
GO:0000139	6	Golgi membrane	98	261	6	2	2	5	5	2	6	1	1	37	260	18653	0.90382	0.40993	0.40993	0.38	561896	chst2a	ENSDARG00000075007		406.312	406.312	406.312		406.312		246.599	246.599	246.599		246.599		669.465	669.465	669.465		669.465						406.312	246.599	669.465	1	0	1	561896	ENSDARG00000075007	406.312	406.312		246.599	246.599		669.465	669.465		406.312	246.599	669.465	0															0						Linear,1(1)	Infinity	Infinity	Infinity	Infinity	0.0	Infinity	406.312	406.312	246.599	246.599	669.465	669.465	UP	1.0	0.0	0.0	
GO:0000145	4	exocyst	6	18	1	0	0	0	0	0	1	0	0	38	18	18895	0.9645	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000149	4	SNARE binding	45	111	1	0	0	1	1	0	1	0	0	38	111	18802	0.79976	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000151	4	ubiquitin ligase complex	79	202	4	3	1	1	1	1	4	0	0	38	202	18711	0.66523	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000166	4	nucleotide binding	852	2147	40	22	16	23	23	16	40	4	4	34	2143	16770	0.56598	0.63814	1.0	0.19	793926;406600;393639;321947	tkfc;stk25b;ilvbl;psmc3	ENSDARG00000062085;ENSDARG00000039022;ENSDARG00000017126;ENSDARG00000007141		427.492625	474.07949999999994	10.0415	310.98053093277264	439.0696315180636	285.3363623798962	215.17047250000002	266.6045	5.66789	142.91967658275638	225.18392557988165	128.07308323336213	865.965775	844.9315	17.7901	719.3012355913221	875.5515052819992	681.4073221286268					10.0415;751.77;417.667;530.492	5.66789;321.805;247.566;285.643	17.7901;1756.21;704.644;985.219	4	0	4	793926;406600;393639;321947	ENSDARG00000062085;ENSDARG00000039022;ENSDARG00000017126;ENSDARG00000007141	427.492625	474.07949999999994	310.98053093277264	215.17047250000002	266.6045	142.91967658275638	865.965775	844.9315	719.3012355913221	10.0415;751.77;417.667;530.492	5.66789;321.805;247.566;285.643	17.7901;1756.21;704.644;985.219	0															0						Hill,1(0.25);Linear,3(0.75)	Infinity	Infinity	3.3755228519439697	Infinity	NaN	NaN	122.73170468588279	732.2535453141172	75.10918944889872	355.2317555511013	161.05056412050453	1570.8809858794957	UP	1.0	0.0	0.0	
GO:0000175	8	3'-5'-exoribonuclease activity	12	24	2	0	0	1	1	1	2	0	0	38	24	18889	0.95294	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000176	4	nuclear exosome (RNase complex)	5	11	1	0	0	1	1	1	1	0	0	38	11	18902	0.97816	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000178	5	exosome (RNase complex)	7	15	1	0	0	1	1	1	1	0	0	38	15	18898	0.97033	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000209	10	protein polyubiquitination	59	128	2	1	0	1	1	1	2	0	0	38	128	18785	0.77276	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000226	5	microtubule cytoskeleton organization	101	252	3	2	2	1	1	0	3	0	0	38	252	18661	0.60098	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000276	5	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	10	11	1	1	1	1	1	0	1	0	0	38	11	18902	0.97816	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000278	4	mitotic cell cycle	40	79	2	0	0	1	1	0	2	0	0	38	79	18834	0.85309	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000287	6	magnesium ion binding	51	104	1	1	1	1	1	1	1	1	1	37	103	18810	0.98156	0.18886	0.18886	0.96	393639	ilvbl	ENSDARG00000017126		417.667	417.667	417.667		417.667		247.566	247.566	247.566		247.566		704.644	704.644	704.644		704.644						417.667	247.566	704.644	1	0	1	393639	ENSDARG00000017126	417.667	417.667		247.566	247.566		704.644	704.644		417.667	247.566	704.644	0															0						Linear,1(1)	3.3755228519439697	3.3755228519439697	3.3755228519439697	3.3755228519439697	0.0	3.3755228519439697	417.667	417.667	247.566	247.566	704.644	704.644	UP	1.0	0.0	0.0	
GO:0000295	7	adenine nucleotide transmembrane transporter activity	5	14	2	2	2	0	0	0	2	0	0	38	14	18899	0.97228	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000313	7	organellar ribosome	5	6	1	1	1	1	1	1	1	1	1	37	5	18908	0.99994	0.011972	0.011972	16.67	393748	mrpl57	ENSDARG00000007285		639.992	639.992	639.992		639.992		309.388	309.388	309.388		309.388		1323.87	1323.87	1323.87		1323.87		0.0	639.992	0.0	639.992	639.992	309.388	1323.87	1	0	1	393748	ENSDARG00000007285	639.992	639.992		309.388	309.388		1323.87	1323.87		639.992	309.388	1323.87	0															0						Linear,1(1)	Infinity	Infinity	Infinity	Infinity	0.0	Infinity	639.992	639.992	309.388	309.388	1323.87	1323.87	UP	1.0	0.0	0.0	
GO:0000315	6	organellar large ribosomal subunit	34	37	2	1	1	1	1	1	2	1	1	37	36	18877	0.99751	0.071641	0.071641	2.7	447915	mrpl53	ENSDARG00000008920		478.594	478.594	478.594		478.594		270.381	270.381	270.381		270.381		847.148	847.148	847.148		847.148						478.594	270.381	847.148	1	0	1	447915	ENSDARG00000008920	478.594	478.594		270.381	270.381		847.148	847.148		478.594	270.381	847.148	0															0						Linear,1(1)	3.6873879432678223	3.6873879432678223	3.6873879432678223	3.6873879432678223	0.0	3.6873879432678223	478.594	478.594	270.381	270.381	847.148	847.148	UP	1.0	0.0	0.0	
GO:0000323	7	lytic vacuole	66	171	2	1	1	2	2	1	2	1	1	37	170	18743	0.95396	0.29162	0.29162	0.58	100000085	si:ch211-212k18.7	ENSDARG00000055504		534.307	534.307	534.307		534.307		280.591	280.591	280.591		280.591		1017.44	1017.44	1017.44		1017.44						534.307	280.591	1017.44	1	0	1	100000085	ENSDARG00000055504	534.307	534.307		280.591	280.591		1017.44	1017.44		534.307	280.591	1017.44	0															0						Linear,1(1)	7.522697925567628	7.522697925567627	7.522697925567627	7.522697925567627	0.0	7.522697925567627	534.307	534.307	280.591	280.591	1017.44	1017.44	UP	1.0	0.0	0.0	
GO:0000339	6	RNA cap binding	10	16	1	1	0	1	1	1	1	0	0	38	16	18897	0.96838	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000340	7	RNA 7-methylguanosine cap binding	8	12	1	1	0	1	1	1	1	0	0	38	12	18901	0.97619	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000375	9	RNA splicing, via transesterification reactions	99	122	2	2	0	1	1	1	2	0	0	38	122	18791	0.78219	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000377	10	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	99	122	2	2	0	1	1	1	2	0	0	38	122	18791	0.78219	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000398	9	mRNA splicing, via spliceosome	99	122	2	2	0	1	1	1	2	0	0	38	122	18791	0.78219	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000408	3	EKC/KEOPS complex	4	4	1	0	0	0	0	0	1	0	0	38	4	18909	0.992	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000428	5	DNA-directed RNA polymerase complex	24	44	1	1	1	0	0	0	1	0	0	38	44	18869	0.91538	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000459	9	exonucleolytic trimming involved in rRNA processing	6	8	2	0	0	2	2	1	2	0	0	38	8	18905	0.98407	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000462	11	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	19	22	2	2	2	0	0	0	2	0	0	38	22	18891	0.95678	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000463	11	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	8	13	1	0	0	1	1	0	1	0	0	38	13	18900	0.97424	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000467	10	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	6	8	2	0	0	2	2	1	2	0	0	38	8	18905	0.98407	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000469	8	cleavage involved in rRNA processing	15	22	3	1	1	2	2	1	3	0	0	38	22	18891	0.95678	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000470	10	maturation of LSU-rRNA	20	27	1	0	0	1	1	0	1	0	0	38	27	18886	0.94721	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000502	4	proteasome complex	39	54	4	3	3	2	2	1	4	1	1	37	53	18860	0.99475	0.10286	0.10286	1.85	321947	psmc3	ENSDARG00000007141		530.492	530.492	530.492		530.492		285.643	285.643	285.643		285.643		985.219	985.219	985.219		985.219						530.492	285.643	985.219	1	0	1	321947	ENSDARG00000007141	530.492	530.492		285.643	285.643		985.219	985.219		530.492	285.643	985.219	0															0						Linear,1(1)	Infinity	Infinity	Infinity	Infinity	0.0	Infinity	530.492	530.492	285.643	285.643	985.219	985.219	UP	1.0	0.0	0.0	
GO:0000723	6	telomere maintenance	11	40	1	0	0	1	1	1	1	0	0	38	40	18873	0.92277	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000731	7	DNA synthesis involved in DNA repair	6	14	1	1	1	1	1	1	1	1	1	37	13	18900	0.99965	0.027719	0.027719	7.14	30678	pcna	ENSDARG00000054155		10.5824	10.5824	10.5824		10.5824		3.01113	3.01113	3.01113		3.01113		37.1908	37.1908	37.1908		37.1908		0.0	10.5824			10.5824	3.01113	37.1908	1	0	1	30678	ENSDARG00000054155	10.5824	10.5824		3.01113	3.01113		37.1908	37.1908		10.5824	3.01113	37.1908	0															0						Exp 5,1(1)	1.9148547649383545	1.9148547649383545	1.9148547649383545	1.9148547649383545	0.0	1.9148547649383545	10.5824	10.5824	3.01113	3.01113	37.1908	37.1908	UP	1.0	0.0	0.0	
GO:0000768	4	syncytium formation by plasma membrane fusion	11	15	1	1	0	1	1	1	1	0	0	38	15	18898	0.97033	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000902	4	cell morphogenesis	50	108	1	1	1	1	1	1	1	1	1	37	107	18806	0.98021	0.19538	0.19538	0.93	799354	cxcl12b	ENSDARG00000055100		619.859	619.859	619.859		619.859		303.526	303.526	303.526		303.526		1265.88	1265.88	1265.88		1265.88						619.859	303.526	1265.88	1	0	1	799354	ENSDARG00000055100	619.859	619.859		303.526	303.526		1265.88	1265.88		619.859	303.526	1265.88	0															0						Linear,1(1)	4.844167709350585	4.844167709350586	4.844167709350586	4.844167709350586	0.0	4.844167709350586	619.859	619.859	303.526	303.526	1265.88	1265.88	UP	1.0	0.0	0.0	
GO:0000910	4	cytokinesis	23	53	1	0	0	0	0	0	1	0	0	38	53	18860	0.89895	1.0	1.0	0.0																														0	0	0															0															0																							
