Probe Id	BMDS Model		Genes	Gene Symbols	BMD	BMDL	BMDU	fitPValue	fitLogLikelihood	AIC	adverseDirection	2BMD/BMDL	Flagged Hill					
ENSDARG00000002968	Hill		562916	a1cf	5.75E-05	5.75E-05	5.75E-05	0.4567	229.771672	-451.543344	-1	1.000003479	0	2.96E-05	-1.16E-05	1	1.39E-04	TRUE
ENSDARG00000003020	Exp 4		566572	lrrc4.2	2.60E-05	1.77E-05	9.48E-05	0.5534	256.2214	-504.4428	-1	1.475440296	TRUE	9.23E-06	11667.1	0.651206		
ENSDARG00000003041	Exp 2		100334245	cabz01111496.1	17.3082	2.521	30000	1.00E-04	257.7188	-509.4375	1	6.865608885	TRUE	1	3.37E-06	0.0120151		
ENSDARG00000003077	Exp 2		794084	gpx9	3.95315	1.32074	30000	0.00927	234.7027	-463.4054	-1	2.993132638	TRUE	-1	8.50E-06	0.0931315		
ENSDARG00000003084	Exp 4		492470	spire2	1.20E-04	3.68E-05	5.05E-04	0.2891	268.8152	-529.6304	-1	3.250907509	TRUE	3.92E-06	3237.85	0.654726		
ENSDARG00000003091	Exp 4		494075	oclnb	9.88E-05	3.32E-07	4.48E-04	0.8854	229.0503	-450.1007	1	297.8018632	TRUE	1.86E-05	4266.53	1.55167		
ENSDARG00000003146	Linear				3.96586	1.64133	90000	9.00E-05	258.192083	-510.384166	-1	2.416247799	TRUE	1.47E-06	-1.92E-07			
ENSDARG00000003216	Exp 4		325557	anxa2a	9.54E-05	2.89E-07	4.53E-04	0.6336	199.0835	-390.167	1	330.7319034	TRUE	1.05E-04	4682.24	1.45288		
ENSDARG00000003281	Exp 4		386643	pik3ip1	2.84E-04	1.04E-04	0.00107164	0.3701	211.7674	-415.5348	1	2.746348391	TRUE	4.77E-05	1469.87	1.53747		
ENSDARG00000003381	Exp 4		565707	si:ch211-266g18.6	1.27E-04	3.27E-05	5.75E-04	0.3294	260.9099	-513.8199	1	3.886401628	TRUE	4.71E-06	3218.52	1.41651		
ENSDARG00000003395	Exp 4		553354	col4a3	4.01E-04	1.25E-04	0.00189228	0.1046	258.0527	-508.1054	-1	3.198809391	TRUE	6.58E-06	1357.91	0.722961		
ENSDARG00000003411	Exp 4		30126	foxa2	2.99E-05	2.01E-05	1.09E-04	0.2411	272.0749	-536.1497	-1	1.492385584	TRUE	3.76E-06	10648.6	0.642864		
ENSDARG00000003420	Exp 4		550584	chrna5	0.142686	4.56E-04	0.790497	0.002708	261.6947	-515.3893	-1	312.6007782	TRUE	6.23E-06	3.35797	0.733289		
ENSDARG00000003680	Exp 5		767809	runx1t1	1.60E-04	2.86E-05	2.90E-04	0.694	220.2067	-430.4133	-1	5.618843518	TRUE	6.36E-05	4060.86	0.670989	2.71573	
ENSDARG00000003877	Hill		565366	pbrm1	9.35E-05	9.35E-05	1.49E-04	0.1077	240.334834	-470.669668	-1	1.000083395	0	2.01E-05	-6.32E-06	1.74556	1.49E-04	TRUE
ENSDARG00000003899	Hill		445301	zdhhc23b	5.56E-05	5.56E-05	5.56E-05	0.9908	267.660313	-527.320627	1	1.000003599	0	1.97E-06	1.12E-06	1	7.92E-05	TRUE
ENSDARG00000003902	Exp 4		436641	ctsl.1	5.74E-05	2.81E-05	1.35E-04	0.233	185.8625	-363.7251	1	2.040518408	TRUE	2.78E-04	4015.1	1.59886		
ENSDARG00000003994	Linear		798433	syt9a	4.90456	1.7897	90000	8.27E-04	239.353937	-472.707875	-1	2.740436945	TRUE	1.16E-05	-4.18E-07			
ENSDARG00000004082	Linear		404726	cx39.9	2.20525	1.21222	12.0282	1.38E-04	237.336131	-468.672262	1	1.819182987	TRUE	1.40E-05	1.03E-06			
ENSDARG00000004184	Exp 4		564518	nf1b	3.11E-04	1.07E-04	0.0012669	0.2782	254.4339	-500.8677	-1	2.91178455	TRUE	9.18E-06	1482.54	0.726552		
ENSDARG00000004219	Exp 4		80787	slc6a3	2.89E-05	2.08E-05	6.20E-05	0.3196	272.3078	-536.6156	-1	1.3889041	TRUE	4.82E-06	6710.92	0.574244		
ENSDARG00000004445	Exp 2		568406	grm5a	2.78373	1.16879	30000	1.37E-04	240.774	-475.5479	-1	2.381719556	TRUE	-1	8.38E-06	0.0925579		
ENSDARG00000004539	Exp 4		246227	ptgs2a	6.04E-04	9.72E-05	0.00321644	0.3476	233.6365	-459.273	1	6.207691034	TRUE	1.37E-05	737.408	1.56407		
ENSDARG00000004586	Exp 4		30546	ntrk1	4.29E-05	2.00E-07	2.03E-04	0.8517	287.8533	-567.7065	-1	214.6170753	TRUE	1.25E-06	9959.37	0.632839		
ENSDARG00000004597	Exp 4		556747	lrrc4ba	6.65E-05	1.35E-06	2.05E-04	0.09477	270.1828	-532.3656	-1	49.1665435	TRUE	3.32E-06	4884.51	0.560479		
ENSDARG00000004633	Poly 2		571453	epn3b	0.317078	0.137399	2.99953	0.01977	269.259583	-530.519166	-1	2.307716941	TRUE	1.70E-06	-1.50E-06	5.03E-07		
ENSDARG00000004843	Exp 4		564127	foxp1a	1.51E-04	6.85E-05	4.74E-04	0.2939	228.3762	-448.7524	1	2.20814399	TRUE	3.29E-05	1969.85	1.43131		
ENSDARG00000004861	Exp 5		405890	esrrga	5.83E-05	2.26E-05	2.76E-04	0.492	245.9414	-481.8828	-1	2.578388772	TRUE	2.12E-05	5751.6	0.644173	1.41323	
ENSDARG00000005004	Linear		393339	slc5a12	4.36987	1.70997	90000	3.24E-04	243.705815	-481.41163	-1	2.555524366	TRUE	5.41E-06	-3.73E-07			
ENSDARG00000005141	Hill		393422	camkvb	1.39E-04	1.39E-04	5.89E-04	0.1461	240.183194	-470.366387	-1	1.000021645	0	1.80E-05	-4.42E-06	1.76217	1.57E-04	TRUE
ENSDARG00000005150	Exp 4		57936	tbx20	1.80E-04	4.62E-07	0.00239876	0.3701	277.1908	-546.3816	-1	389.7691547	TRUE	1.75E-06	3123.97	0.627686		
ENSDARG00000005176	Hill		445194	zgc:101040	1.79E-04	1.79E-04	1.79E-04	0.3241	280.978984	-553.957968	-1	1	0	1.45E-06	-6.49E-07	1	2.80E-04	TRUE
ENSDARG00000005364	Exp 4		566411	grin3ba	1.03E-04	9.92E-07	5.68E-04	0.8054	278.8232	-549.6464	-1	103.7138115	TRUE	2.30E-06	4527.02	0.700675		
ENSDARG00000005394	Exp 4		553187	dnmt3aa	1.05E-04	4.89E-05	3.14E-04	0.0446	263.2924	-518.5847	-1	2.149072003	TRUE	5.06E-06	2742.18	0.540895		
ENSDARG00000005485	Exp 5		405870	ucmab	1.71E-04	2.53E-07	2.75E-04	0.2691	227.5531	-445.1063	-1	677.3767013	TRUE	5.17E-05	4980.5	0.692494	8.09099	
ENSDARG00000005595	Hill		555435	adgb	0.123141	8.80E-04	1.02909	0.3042	266.517883	-525.035765	1	139.9789249	0	2.73E-06	1.37E-06	1	0.220047	TRUE
ENSDARG00000005670	Exp 2		100331590	ttbk2a	71.0326	2.76986	30000	3.37E-04	246.8265	-487.653	1	25.64483403	TRUE	1	5.74E-06	0.00303779		
ENSDARG00000005749	Exp 4		555955	cand2	1.36E-04	6.34E-05	4.16E-04	0.09513	226.8033	-445.6066	1	2.143052031	TRUE	3.17E-05	2088.2	1.50658		
ENSDARG00000005775	Exp 4		58152	scn8aa	1.07E-04	4.55E-05	3.55E-04	0.5695	224.4043	-440.8086	-1	2.341555444	TRUE	5.76E-05	2953.4	0.710404		
ENSDARG00000005780	Hill		30713	npy8br	1.90E-04	1.90E-04	1.90E-04	0.2808	292.63616	-577.272319	-1	1	0	8.40E-07	-3.39E-07	1	2.84E-04	TRUE
ENSDARG00000005783	Exp 4		559024	ncanb	1.61E-04	6.50E-05	6.31E-04	0.5473	251.7236	-495.4473	-1	2.480921608	TRUE	8.42E-06	2209.92	0.576302		
ENSDARG00000005913	Exp 2				1.53406	0.767118	5.42945	0.1274	245.1011	-484.2021	-1	1.99977057	TRUE	-1	6.64E-06	0.168908		
ENSDARG00000005915	Exp 4		30310	tcf3a	2.31E-04	9.30E-05	8.16E-04	0.453	263.7319	-519.4639	-1	2.487170421	TRUE	6.76E-06	1329.8	0.682441		
ENSDARG00000006137	Exp 2		63999	star	1.81293	0.909039	7.86037	3.02E-04	257.0745	-508.149	-1	1.994336877	TRUE	-1	4.16E-06	0.118934		
ENSDARG00000006151	Exp 4		569112	pde11al	1.17E-04	2.35E-06	5.93E-04	0.5453	277.1123	-546.2246	-1	49.91245969	TRUE	1.83E-06	3507.74	0.544644		
ENSDARG00000006396	Exp 5		556537	nrcama	8.21E-05	3.40E-05	2.86E-04	0.01526	251.9514	-493.9029	-1	2.413527314	TRUE	1.74E-05	3284.35	0.658026	1.24526	
ENSDARG00000006447	Exp 4		557854	slc19a3a	1.29E-04	4.04E-05	0.00153321	0.6501	272.6675	-537.335	-1	3.194376065	TRUE	2.55E-06	3090.29	0.577232		
ENSDARG00000006474	Hill		641580	saxo2	3.10E-04	3.10E-04	3.10E-04	0.3302	284.380717	-558.761434	1	1.000003228	0	8.76E-07	4.40E-07	6.20859	3.23E-04	TRUE
ENSDARG00000006598	Exp 4		559050	sgk2b	1.35E-04	1.08E-06	9.77E-04	0.6583	230.7395	-453.479	1	125.437654	TRUE	1.85E-05	3684.83	1.44279		
ENSDARG00000006602	Hill		678575	chrna2a	2.25E-04	2.25E-04	2.25E-04	8.98E-04	283.699373	-557.398745	-1	1.000004453	0	9.93E-07	-4.68E-07	3.73484	2.64E-04	TRUE
ENSDARG00000006678	Hill		30650	pth2ra	1.18E-04	1.18E-04	1.18E-04	0.02892	280.169624	-550.339248	-1	1.000008491	0	1.50E-06	-6.08E-07	1.67215	1.52E-04	TRUE
ENSDARG00000006773	Exp 5		393769	elovl4a	7.83E-05	2.31E-05	2.76E-04	0.02188	247.7667	-485.5333	-1	3.391385298	TRUE	2.10E-05	4652.15	0.637021	1.64865	
ENSDARG00000006838	Linear		436644	eef1a2	1.581	0.977493	4.08467	0.1097	271.540016	-537.080033	-1	1.617402887	TRUE	1.52E-06	-2.38E-07			
ENSDARG00000006849	Hill		407669	asic2	1.60E-04	1.60E-04	1.60E-04	0.07766	254.464009	-498.928018	-1	1.000006251	0	7.65E-06	-2.18E-06	1.00001	1.97E-04	TRUE
ENSDARG00000006863	Exp 4		100333283	si:ch1073-349o24.2	4.04E-05	2.34E-05	1.86E-04	0.6397	285.1159	-562.2317	1	1.730310487	TRUE	8.73E-07	10458	1.61232		
ENSDARG00000006868	Hill		266721	trh	7.11E-05	7.11E-05	7.11E-05	0.373	256.350974	-502.701948	-1	1.000002812	0	9.23E-06	-2.95E-06	1.66399	1.24E-04	TRUE
ENSDARG00000006894	Hill		360139	oprk1	1.84E-04	1.84E-04	1.84E-04	0.05566	282.331458	-554.662915	-1	1.000005438	0	1.12E-06	-4.38E-07	1.26805	1.81E-04	TRUE
ENSDARG00000006923	Exp 4		569528	cacna1ab	1.51E-04	6.25E-05	5.51E-04	0.4244	243.9034	-479.8068	-1	2.411535329	TRUE	1.46E-05	2282.11	0.620652		
ENSDARG00000007040	Exp 4		559127	tmigd1	2.87E-04	1.09E-04	9.81E-04	0.02455	228.4119	-448.8238	1	2.629748372	TRUE	2.08E-05	1516.72	1.49684		
ENSDARG00000007080	Exp 4		563826	rhcgl1	1.66E-04	4.87E-05	8.09E-04	0.07645	185.2363	-362.4725	1	3.415990283	TRUE	1.11E-04	2739.14	1.86825		
ENSDARG00000007136	Exp 5		558670	gtf2h4	8.19E-05	1.91E-05	2.92E-04	0.2979	253.4678	-496.9356	-1	4.282852795	TRUE	1.32E-05	4113.23	0.70289	1.14657	
ENSDARG00000007149	Exp 4		30634	l1cama	7.67E-05	2.77E-05	2.26E-04	0.2819	234.8814	-461.7627	-1	2.762734894	TRUE	3.34E-05	3901.98	0.699137		
ENSDARG00000007245	Exp 4		100148117	rundc3aa	3.51E-05	2.23E-05	1.57E-04	0.2746	273.1002	-538.2003	-1	1.572873479	TRUE	2.85E-06	11010.6	0.620119		
ENSDARG00000007277	Exp 2		58097	myf5	1.74511	1.13811	4.35689	0.01811	259.7865	-513.5729	1	1.533340363	TRUE	1	4.07E-06	0.0908263		
ENSDARG00000007344	Hill		556258	tcap	3.21E-04	3.21E-05	0.00830578	0.2601	193.57753	-379.155061	1	9.994581127	0	8.39E-05	5.56E-05	1	4.62E-04	TRUE
ENSDARG00000007366	Exp 2		402826	amdhd1	1.05022	0.626307	2.38375	0.441	250.7444	-495.4887	-1	1.676845381	TRUE	-1	7.47E-06	0.15546		
ENSDARG00000007371	Linear		563962	slc26a3.1	2.02139	1.14934	8.27767	0.2945	281.477013	-556.954026	1	1.758739798	TRUE	1.01E-06	1.10E-07			
ENSDARG00000007406	Exp 2		404602	phox2a	2.01825	0.996548	10.9639	1.00E-04	240.9823	-475.9645	-1	2.025241132	TRUE	-1	1.05E-05	0.0978283		
ENSDARG00000007418	Exp 4		550542	chmp4c	3.39E-05	1.86E-05	2.55E-04	0.3917	257.4911	-506.9822	1	1.820498107	TRUE	3.58E-06	15342.3	1.54351		
ENSDARG00000007560	Hill		100004611	sema3bl	4.95E-05	4.95E-05	4.95E-05	0.1206	265.778401	-521.556802	-1	1.000004042	0	5.18E-06	-1.93E-06	1.2186	1.15E-04	TRUE
ENSDARG00000007561	Exp 2		407978	cdh23	31.2331	2.67787	30000	0.001886	273.4881	-540.9762	1	11.66341159	TRUE	1	9.79E-07	0.00954205		
ENSDARG00000007576	Exp 2		553473	crybb1l1	2.90346	0.889539	30000	0.007748	139.0621	-272.1242	-1	3.264005288	TRUE	-1	9.82E-04	0.181277		
ENSDARG00000007601	Exp 5		564460	zmynd8	1.46E-04	2.54E-07	2.83E-04	0.2588	252.8277	-495.6553	-1	574.6393115	TRUE	1.48E-05	4103.24	0.690261	2.71661	
ENSDARG00000007655	Exp 4		566891	crybb1l3	1.63E-04	2.04E-07	0.00185773	0.8733	261.0153	-514.0307	-1	801.4597967	TRUE	4.05E-06	2935.23	0.574676		
ENSDARG00000007715	Hill		567024	lgsn	2.06E-04	1.64E-10	90000	0.2622	206.749864	-405.499727	-1	1258503.734	0	5.35E-05	-2.85E-05	1.00042	2.34E-04	TRUE
ENSDARG00000007739	Exp 4		64613	atp1a1a.2	6.60E-05	8.80E-07	2.69E-04	0.1478	208.9586	-409.9171	1	74.96444038	TRUE	6.80E-05	6428.83	1.43216		
ENSDARG00000007824	Exp 5		497465	camta1b	2.05E-04	1.10E-06	2.89E-04	0.1149	219.4724	-428.9447	-1	185.5509686	TRUE	7.42E-05	3606.15	0.672682	4.24018	
ENSDARG00000007869	Exp 4		562949	ehd3	3.85E-05	2.10E-05	7.64E-05	0.4167	257.4847	-506.9694	-1	1.829550156	TRUE	1.24E-05	4640.91	0.610553		
ENSDARG00000007885	Exp 2		406255	fancl	13.9004	2.4902	30000	0.02528	285.0485	-564.097	1	5.582041603	TRUE	1	5.63E-07	0.0204611		
ENSDARG00000007982	Exp 4		393545	onecut1	5.87E-05	1.13E-06	1.71E-04	0.4472	258.6415	-509.283	-1	52.07813541	TRUE	7.69E-06	5244.71	0.635377		
ENSDARG00000008191	Exp 4		570409	tmeff1a	6.88E-05	8.95E-07	3.11E-04	0.8547	273.4612	-538.9224	-1	76.87580489	TRUE	2.31E-06	6524.15	0.592676		
ENSDARG00000008209	Exp 2		559505	myt1la	4.64681	1.58371	30000	1.03E-04	219.3177	-432.6354	-1	2.934129354	TRUE	-1	3.15E-05	0.0444972		
ENSDARG00000008249	Hill		564097	ptchd4	1.19E-04	1.19E-04	1.19E-04	0.05487	273.534657	-537.069315	-1	1.000008409	0	2.25E-06	-9.45E-07	1.00001	2.00E-04	TRUE
ENSDARG00000008329	Exp 4		791696	asic1a	4.56E-05	5.83E-07	1.79E-04	0.855	244.6405	-481.2811	-1	78.28504526	TRUE	1.25E-05	8469.81	0.612848		
ENSDARG00000008398	Exp 4		170581	cacna1c	3.08E-04	1.03E-04	0.00135778	0.6826	250.9794	-493.9587	-1	2.999688343	TRUE	1.01E-05	1489.29	0.700527		
ENSDARG00000008502	Exp 4		393520	pno1	1.19E-04	6.07E-05	3.06E-04	0.02994	202.5355	-397.0709	1	1.953938731	TRUE	1.54E-04	2031.55	1.43192		
ENSDARG00000008553	Exp 2		678524	zgc:136872	3.49385	1.3616	30000	0.01098	241.8007	-477.6015	-1	2.565988543	TRUE	-1	8.78E-06	0.0657388		
ENSDARG00000008662	Exp 4		553599	fign	9.72E-05	4.36E-05	3.26E-04	0.9858	270.6374	-533.2749	-1	2.2281511	TRUE	4.28E-06	3044.46	0.63953		
ENSDARG00000008723	Exp 5		100006675	prkcba	1.57E-04	3.00E-05	2.84E-04	0.002029	243.9123	-477.8246	-1	5.218355811	TRUE	2.72E-05	3433.7	0.655566	2.686	
ENSDARG00000008807	Linear		394160	bokb	2.28399	1.23777	14.5365	7.28E-04	262.841623	-519.683247	1	1.845245886	TRUE	3.69E-06	2.61E-07			
ENSDARG00000008849	Exp 2				1.97121	1.25182	6.02244	0.1998	278.8747	-551.7495	1	1.574675273	TRUE	1	1.18E-06	0.0999791		
ENSDARG00000008859	Exp 4		335888	mylipa	2.33E-04	9.16E-05	8.23E-04	0.4427	223.9015	-439.8029	1	2.546417013	TRUE	3.52E-05	1572.79	1.42777		
ENSDARG00000008880	Poly 2		567050	usp28	0.293571	0.132609	90000	9.00E-05	206.474541	-404.949082	1	2.213809017	TRUE	4.11E-05	4.37E-05	-1.45E-05		
ENSDARG00000008931	Exp 4		791728	renbp	1.59E-04	5.65E-07	0.00104852	0.164	262.9519	-517.9037	1	281.1281638	TRUE	3.37E-06	3000.18	1.46274		
ENSDARG00000008983	Linear		402885	sh3glb2a	16.2568	2.42421	90000	0.006835	267.444704	-528.889409	1	6.706019693	TRUE	2.18E-06	2.88E-08			
ENSDARG00000009020	Exp 4		404209	cnr1	1.81E-04	7.03E-05	7.54E-04	0.5891	260.4659	-512.9318	-1	2.578704974	TRUE	5.87E-06	2062.53	0.63163		
ENSDARG00000009094	Hill		436962	gata2b	8.14E-05	8.14E-05	8.14E-05	0.3279	272.192001	-536.384002	1	1.000003687	0	6.48E-07	8.66E-07	1	1.12E-04	TRUE
ENSDARG00000009280	Exp 4		321245	smyd1a	6.43E-05	3.53E-05	1.46E-04	0.1368	187.8558	-367.7117	1	1.821084353	TRUE	2.91E-04	3282.56	1.55739		
ENSDARG00000009281	Exp 5		100333543	dnm1b	1.22E-04	2.44E-05	2.85E-04	0.2917	232.593	-455.1861	-1	4.989640403	TRUE	3.89E-05	3819.73	0.628143	1.94425	
ENSDARG00000009550	Hill		387258	foxi3b	1.87E-04	1.87E-04	1.87E-04	0.04222	251.205157	-492.410315	1	1.000005352	0	7.32E-06	3.24E-06	5.91665	2.09E-04	TRUE
ENSDARG00000009727	Exp 4		553677	twf2b	0.0240873	4.36E-05	0.259086	0.09211	268.4613	-528.9226	1	552.2482163	TRUE	2.06E-06	26.3057	1.45913		
ENSDARG00000009738	Exp 4		562422	cacnb4a	8.66E-05	9.91E-06	3.61E-04	0.1434	272.8792	-537.7584	-1	8.742381981	TRUE	2.11E-06	4789.49	0.508835		
ENSDARG00000009779	Exp 4		58122	mcl1a	1.78E-04	7.75E-05	5.87E-04	0.5652	202.6492	-397.2984	1	2.296137948	TRUE	1.05E-04	1730.25	1.50664		
ENSDARG00000009796	Exp 5		393928	klc1a	1.42E-04	2.54E-05	2.86E-04	0.61	236.0235	-462.047	-1	5.579904257	TRUE	3.66E-05	3709.43	0.675962	2.2847	
ENSDARG00000009844	Linear		323834	dusp23a	1.85467	1.08805	6.20623	0.09155	246.932188	-487.864376	-1	1.704581591	TRUE	7.26E-06	-7.42E-07			
ENSDARG00000009870	Exp 4		65236	mapk8b	1.45E-04	5.38E-05	6.29E-04	0.319	253.062	-498.124	-1	2.697605397	TRUE	9.91E-06	2654.66	0.685376		
ENSDARG00000009899	Exp 4		100147851	znf385a	9.83E-05	9.21E-07	4.73E-04	0.4755	253.2726	-498.5452	-1	106.7219685	TRUE	8.88E-06	4574.84	0.693607		
ENSDARG00000009930	Exp 4		793954	cadm2a	5.04E-05	2.69E-05	1.09E-04	0.5997	263.99	-519.9801	-1	1.874401954	TRUE	7.61E-06	4057.14	0.601611		
ENSDARG00000009958	Exp 4		492364	cbl	9.49E-05	5.14E-05	2.29E-04	0.0924	251.9354	-495.8707	-1	1.844078905	TRUE	1.63E-05	2277.48	0.667141		
ENSDARG00000010002	Exp 4		563953	gna11a	1.01E-04	3.69E-05	3.88E-04	0.7868	249.93	-491.86	-1	2.742261897	TRUE	1.29E-05	3377.41	0.684807		
ENSDARG00000010029	Exp 4		58027	spon1a	2.04E-04	7.30E-05	8.90E-04	0.4018	264.2538	-520.5076	-1	2.800830416	TRUE	4.75E-06	2059.95	0.661584		
ENSDARG00000010031	Exp 2		567479	ssh1b	4.01916	1.45487	30000	1.00E-04	231.4824	-456.9647	-1	2.762556105	TRUE	-1	1.50E-05	0.0576995		
ENSDARG00000010047	Exp 4		445250	neu3.2	0.0417636	4.71E-05	30000	0.005949	238.4794	-468.9589	1	887.3430658	TRUE	1.04E-05	23.0266	1.33515		
ENSDARG00000010096	Exp 2		559270	slc1a6	2.17767	1.04455	15.5015	0.007396	246.6715	-487.3429	-1	2.084792494	TRUE	-1	7.66E-06	0.0923208		
ENSDARG00000010108	Exp 2		327046	bri3bp	4.10943	1.52922	30000	1.00E-04	244.1482	-482.2963	-1	2.687271943	TRUE	-1	1.00E-05	0.0420522		
ENSDARG00000010130	Exp 2		564392	smpdl3b	2.04304	1.00137	11.5745	0.05057	233.2036	-460.4073	-1	2.040244865	TRUE	-1	1.55E-05	0.0986119		
ENSDARG00000010317	Exp 2		556770	gpr183a	0.88484	0.674255	1.28842	0.1345	289.7618	-573.5237	1	1.312322489	TRUE	1	8.22E-07	0.18293		
ENSDARG00000010350	Exp 4		100151368	c1ql3a	4.84E-05	3.59E-07	1.54E-04	0.5017	280.08	-552.1601	-1	134.8536653	TRUE	1.81E-06	6879.05	0.530971		
ENSDARG00000010384	Linear		322473	lpar5a	1.12565	0.760546	2.13445	0.8204	290.440483	-574.880966	-1	1.480055118	TRUE	8.39E-07	-1.24E-07			
ENSDARG00000010482	Poly 2		336351	prg4a	0.302564	0.134491	3.02028	0.01409	269.024526	-530.049051	1	2.249697006	TRUE	1.54E-06	1.58E-06	-5.26E-07		
