GO/Pathway/Gene Set/Gene ID,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
R-DRE-166016,Toll Like Receptor 4 (TLR4) Cascade,23,49,8,5,3,5,5,5,8,2,2,53,47,4790,0.9828,0.10446,0.10446,4.08,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,23,46,8,5,3,5,5,5,8,2,2,53,44,4793,0.98549,0.093882,0.093882,4.35,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-166166,MyD88-independent TLR4 cascade ,22,45,8,5,3,5,5,5,8,2,2,53,43,4794,0.98633,0.090431,0.090431,4.44,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-166520,Signaling by NTRKs,31,49,2,1,1,1,1,1,2,1,1,54,48,4789,0.89554,0.42694,0.42694,2.04,325609,atf1,ENSDARG00000044301,,752.293,752.293,752.293,,752.293,,324.338,324.338,324.338,,324.338,,1744.92,1744.92,1744.92,,1744.92,,,,,,752.293,324.338,1744.92,1,0,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.7072227,1.7072227,1.7072227,1.7072227,0,1.7072227,752.293,752.293,324.338,324.338,1744.92,1744.92,UP,1,0,0
R-DRE-168138,Toll Like Receptor 9 (TLR9) Cascade,25,49,8,5,3,5,5,5,8,2,2,53,47,4790,0.9828,0.10446,0.10446,4.08,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-168142,Toll Like Receptor 10 (TLR10) Cascade,23,46,8,5,3,5,5,5,8,2,2,53,44,4793,0.98549,0.093882,0.093882,4.35,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-168164,Toll Like Receptor 3 (TLR3) Cascade,22,45,8,5,3,5,5,5,8,2,2,53,43,4794,0.98633,0.090431,0.090431,4.44,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-168176,Toll Like Receptor 5 (TLR5) Cascade,23,46,8,5,3,5,5,5,8,2,2,53,44,4793,0.98549,0.093882,0.093882,4.35,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-168179,Toll Like Receptor TLR1:TLR2 Cascade,23,46,8,5,3,5,5,5,8,2,2,53,44,4793,0.98549,0.093882,0.093882,4.35,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,23,47,8,5,3,5,5,5,8,2,2,53,45,4792,0.98462,0.09737,0.09737,4.26,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-168188,Toll Like Receptor TLR6:TLR2 Cascade,23,46,8,5,3,5,5,5,8,2,2,53,44,4793,0.98549,0.093882,0.093882,4.35,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-168898,Toll-like Receptor Cascades,28,60,8,5,3,5,5,5,8,2,2,53,58,4779,0.97069,0.14565,0.14565,3.33,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-181438,Toll Like Receptor 2 (TLR2) Cascade,23,46,8,5,3,5,5,5,8,2,2,53,44,4793,0.98549,0.093882,0.093882,4.35,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-187037,Signaling by NTRK1 (TRKA),26,43,2,1,1,1,1,1,2,1,1,54,42,4795,0.91635,0.38633,0.38633,2.33,325609,atf1,ENSDARG00000044301,,752.293,752.293,752.293,,752.293,,324.338,324.338,324.338,,324.338,,1744.92,1744.92,1744.92,,1744.92,,,,,,752.293,324.338,1744.92,1,0,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.7072227,1.7072227,1.7072227,1.7072227,0,1.7072227,752.293,752.293,324.338,324.338,1744.92,1744.92,UP,1,0,0
R-DRE-198725,Nuclear Events (kinase and transcription factor activation),11,18,1,1,1,1,1,1,1,1,1,54,17,4820,0.98308,0.18443,0.18443,5.56,325609,atf1,ENSDARG00000044301,,752.293,752.293,752.293,,752.293,,324.338,324.338,324.338,,324.338,,1744.92,1744.92,1744.92,,1744.92,,0,752.293,,,752.293,324.338,1744.92,1,0,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.7072227,1.7072227,1.7072227,1.7072227,0,1.7072227,752.293,752.293,324.338,324.338,1744.92,1744.92,UP,1,0,0
R-DRE-448424,Interleukin-17 signaling,18,33,7,4,2,4,4,4,7,1,1,54,32,4805,0.94752,0.31226,0.31226,3.03,325609,atf1,ENSDARG00000044301,,752.293,752.293,752.293,,752.293,,324.338,324.338,324.338,,324.338,,1744.92,1744.92,1744.92,,1744.92,,,,,,752.293,324.338,1744.92,1,0,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.7072227,1.7072227,1.7072227,1.7072227,0,1.7072227,752.293,752.293,324.338,324.338,1744.92,1744.92,UP,1,0,0
R-DRE-449147,Signaling by Interleukins,44,122,11,7,4,7,7,7,11,3,3,52,119,4718,0.95266,0.15688,0.15688,2.46,393287;325609;259303,chuk;atf1;caspb,ENSDARG00000011662;ENSDARG00000044301;ENSDARG00000052039,,640.0206667,752.293,369.286,235.597801,654.9348164,219.6170716,293.828,324.338,229.074,56.10967899,298.423146,53.0779146,1427.879333,1744.92,595.318,727.8168437,1465.810554,672.6013155,,,,,798.483;752.293;369.286,328.072;324.338;229.074,1943.4;1744.92;595.318,2,1,2,325609;259303,ENSDARG00000044301;ENSDARG00000052039,560.7895,560.7895,270.8268469,276.706,276.706,67.3618204,1170.119,1170.119,812.8913699,752.293;369.286,324.338;229.074,1744.92;595.318,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,3(1)",1.789262742,5.372445226,1.7072227,1.888804555,0.091643057,1.776417971,373.4166572,906.6246761,230.333921,357.322079,604.2770421,2251.481625,UP,0.666666667,0.333333333,0
R-DRE-450282,MAPK targets/ Nuclear events mediated by MAP kinases,10,18,1,1,1,1,1,1,1,1,1,54,17,4820,0.98308,0.18443,0.18443,5.56,325609,atf1,ENSDARG00000044301,,752.293,752.293,752.293,,752.293,,324.338,324.338,324.338,,324.338,,1744.92,1744.92,1744.92,,1744.92,,0,752.293,,,752.293,324.338,1744.92,1,0,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.7072227,1.7072227,1.7072227,1.7072227,0,1.7072227,752.293,752.293,324.338,324.338,1744.92,1744.92,UP,1,0,0
R-DRE-450294,MAP kinase activation,18,33,7,4,2,4,4,4,7,1,1,54,32,4805,0.94752,0.31226,0.31226,3.03,325609,atf1,ENSDARG00000044301,,752.293,752.293,752.293,,752.293,,324.338,324.338,324.338,,324.338,,1744.92,1744.92,1744.92,,1744.92,,,,,,752.293,324.338,1744.92,1,0,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.7072227,1.7072227,1.7072227,1.7072227,0,1.7072227,752.293,752.293,324.338,324.338,1744.92,1744.92,UP,1,0,0
R-DRE-937061,TRIF(TICAM1)-mediated TLR4 signaling ,22,45,8,5,3,5,5,5,8,2,2,53,43,4794,0.98633,0.090431,0.090431,4.44,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,23,46,8,5,3,5,5,5,8,2,2,53,44,4793,0.98549,0.093882,0.093882,4.35,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-975155,MyD88 dependent cascade initiated on endosome,23,47,8,5,3,5,5,5,8,2,2,53,45,4792,0.98462,0.09737,0.09737,4.26,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-975871,MyD88 cascade initiated on plasma membrane,23,46,8,5,3,5,5,5,8,2,2,53,44,4793,0.98549,0.093882,0.093882,4.35,393287;325609,chuk;atf1,ENSDARG00000011662;ENSDARG00000044301,,775.388,775.388,752.293,32.66126222,766.3630075,30.06421577,326.205,326.205,324.338,2.640336721,325.4754195,2.430391464,1844.16,1844.16,1744.92,140.3465539,1805.3793,129.1869571,,,,,798.483;752.293,328.072;324.338,1943.4;1744.92,1,1,1,325609,ENSDARG00000044301,752.293,752.293,,324.338,324.338,,1744.92,1744.92,,752.293,324.338,1744.92,1,393287,ENSDARG00000011662,798.483,798.483,,328.072,328.072,,1943.4,1943.4,,798.483,328.072,1943.4,0,,,,,,"Linear,2(1)",1.795719915,3.596027255,1.7072227,1.888804555,0.128397761,1.798013628,730.1218,820.6542,322.54568,329.86432,1649.6496,2038.6704,CONFLICT,0.5,0.5,0
R-DRE-3247509,Chromatin modifying enzymes,53,100,2,1,1,2,2,1,2,1,1,54,99,4738,0.68947,0.68092,1,1,394048,h2ax,ENSDARG00000029406,,676.223,676.223,676.223,,676.223,,314.783,314.783,314.783,,314.783,,1452.67,1452.67,1452.67,,1452.67,,,,,,676.223,314.783,1452.67,0,1,0,,,,,,,,,,,,,,,1,394048,ENSDARG00000029406,676.223,676.223,,314.783,314.783,,1452.67,1452.67,,676.223,314.783,1452.67,0,,,,,,"Linear,1(1)",2.064291239,2.064291239,2.064291239,2.064291239,0,2.064291239,676.223,676.223,314.783,314.783,1452.67,1452.67,DOWN,0,1,0
R-DRE-4839726,Chromatin organization,53,100,2,1,1,2,2,1,2,1,1,54,99,4738,0.68947,0.68092,1,1,394048,h2ax,ENSDARG00000029406,,676.223,676.223,676.223,,676.223,,314.783,314.783,314.783,,314.783,,1452.67,1452.67,1452.67,,1452.67,,,,,,676.223,314.783,1452.67,0,1,0,,,,,,,,,,,,,,,1,394048,ENSDARG00000029406,676.223,676.223,,314.783,314.783,,1452.67,1452.67,,676.223,314.783,1452.67,0,,,,,,"Linear,1(1)",2.064291239,2.064291239,2.064291239,2.064291239,0,2.064291239,676.223,676.223,314.783,314.783,1452.67,1452.67,DOWN,0,1,0
R-DRE-5693532,DNA Double-Strand Break Repair,38,90,7,4,3,4,4,4,7,1,1,54,89,4748,0.73138,0.64192,1,1.11,394048,h2ax,ENSDARG00000029406,,676.223,676.223,676.223,,676.223,,314.783,314.783,314.783,,314.783,,1452.67,1452.67,1452.67,,1452.67,,,,,,676.223,314.783,1452.67,0,1,0,,,,,,,,,,,,,,,1,394048,ENSDARG00000029406,676.223,676.223,,314.783,314.783,,1452.67,1452.67,,676.223,314.783,1452.67,0,,,,,,"Linear,1(1)",2.064291239,2.064291239,2.064291239,2.064291239,0,2.064291239,676.223,676.223,314.783,314.783,1452.67,1452.67,DOWN,0,1,0
R-DRE-5693538,Homology Directed Repair,31,74,7,4,3,4,4,4,7,1,1,54,73,4764,0.79811,0.56959,0.56959,1.35,394048,h2ax,ENSDARG00000029406,,676.223,676.223,676.223,,676.223,,314.783,314.783,314.783,,314.783,,1452.67,1452.67,1452.67,,1452.67,,,,,,676.223,314.783,1452.67,0,1,0,,,,,,,,,,,,,,,1,394048,ENSDARG00000029406,676.223,676.223,,314.783,314.783,,1452.67,1452.67,,676.223,314.783,1452.67,0,,,,,,"Linear,1(1)",2.064291239,2.064291239,2.064291239,2.064291239,0,2.064291239,676.223,676.223,314.783,314.783,1452.67,1452.67,DOWN,0,1,0
R-DRE-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,20,42,7,4,3,4,4,4,7,1,1,54,41,4796,0.91968,0.37929,0.37929,2.38,394048,h2ax,ENSDARG00000029406,,676.223,676.223,676.223,,676.223,,314.783,314.783,314.783,,314.783,,1452.67,1452.67,1452.67,,1452.67,,,,,,676.223,314.783,1452.67,0,1,0,,,,,,,,,,,,,,,1,394048,ENSDARG00000029406,676.223,676.223,,314.783,314.783,,1452.67,1452.67,,676.223,314.783,1452.67,0,,,,,,"Linear,1(1)",2.064291239,2.064291239,2.064291239,2.064291239,0,2.064291239,676.223,676.223,314.783,314.783,1452.67,1452.67,DOWN,0,1,0
R-DRE-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),27,69,7,4,3,4,4,4,7,1,1,54,68,4769,0.81855,0.54418,0.54418,1.45,394048,h2ax,ENSDARG00000029406,,676.223,676.223,676.223,,676.223,,314.783,314.783,314.783,,314.783,,1452.67,1452.67,1452.67,,1452.67,,,,,,676.223,314.783,1452.67,0,1,0,,,,,,,,,,,,,,,1,394048,ENSDARG00000029406,676.223,676.223,,314.783,314.783,,1452.67,1452.67,,676.223,314.783,1452.67,0,,,,,,"Linear,1(1)",2.064291239,2.064291239,2.064291239,2.064291239,0,2.064291239,676.223,676.223,314.783,314.783,1452.67,1452.67,DOWN,0,1,0
R-DRE-5693571,Nonhomologous End-Joining (NHEJ),15,34,4,2,2,3,3,3,4,1,1,54,33,4804,0.94463,0.32005,0.32005,2.94,394048,h2ax,ENSDARG00000029406,,676.223,676.223,676.223,,676.223,,314.783,314.783,314.783,,314.783,,1452.67,1452.67,1452.67,,1452.67,,,,,,676.223,314.783,1452.67,0,1,0,,,,,,,,,,,,,,,1,394048,ENSDARG00000029406,676.223,676.223,,314.783,314.783,,1452.67,1452.67,,676.223,314.783,1452.67,0,,,,,,"Linear,1(1)",2.064291239,2.064291239,2.064291239,2.064291239,0,2.064291239,676.223,676.223,314.783,314.783,1452.67,1452.67,DOWN,0,1,0
R-DRE-5693606,DNA Double Strand Break Response,20,42,7,4,3,4,4,4,7,1,1,54,41,4796,0.91968,0.37929,0.37929,2.38,394048,h2ax,ENSDARG00000029406,,676.223,676.223,676.223,,676.223,,314.783,314.783,314.783,,314.783,,1452.67,1452.67,1452.67,,1452.67,,,,,,676.223,314.783,1452.67,0,1,0,,,,,,,,,,,,,,,1,394048,ENSDARG00000029406,676.223,676.223,,314.783,314.783,,1452.67,1452.67,,676.223,314.783,1452.67,0,,,,,,"Linear,1(1)",2.064291239,2.064291239,2.064291239,2.064291239,0,2.064291239,676.223,676.223,314.783,314.783,1452.67,1452.67,DOWN,0,1,0
