GO/Pathway/Gene Set/Gene ID,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
R-DRE-15869,Metabolism of nucleotides,25,54,1,1,1,1,1,1,1,1,1,13,53,4825,0.99,0.1441,0.1441,1.85,561810,dnph1,ENSDARG00000075730,,91.6264,91.6264,91.6264,,91.6264,,33.5954,33.5954,33.5954,,33.5954,,249.897,249.897,249.897,,249.897,,,,,,91.6264,33.5954,249.897,0,1,0,,,,,,,,,,,,,,,1,561810,ENSDARG00000075730,91.6264,91.6264,,33.5954,33.5954,,249.897,249.897,,91.6264,33.5954,249.897,0,,,,,,"Linear,1(1)",2.858395815,2.858395815,2.858395815,2.858395815,0,2.858395815,91.6264,91.6264,33.5954,33.5954,249.897,249.897,DOWN,0,1,0
R-DRE-1266738,Developmental Biology,87,204,7,5,2,6,6,5,7,0,0,14,204,4674,0.55038,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),40,73,3,1,0,3,3,2,3,0,0,14,73,4805,0.80996,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-392499,Metabolism of proteins,437,976,27,18,7,20,20,16,27,1,1,13,975,3903,0.19873,0.95585,0.32721,0.1,394141,dctn2,ENSDARG00000031388,,31.1669,31.1669,31.1669,,31.1669,,20.2957,20.2957,20.2957,,20.2957,,47.861,47.861,47.861,,47.861,,,,,,31.1669,20.2957,47.861,0,1,0,,,,,,,,,,,,,,,1,394141,ENSDARG00000031388,31.1669,31.1669,,20.2957,20.2957,,47.861,47.861,,31.1669,20.2957,47.861,0,,,,,,"Linear,1(1)",2.340704679,2.340704679,2.340704679,2.340704679,0,2.340704679,31.1669,31.1669,20.2957,20.2957,47.861,47.861,DOWN,0,1,0
R-DRE-597592,Post-translational protein modification,277,751,18,11,5,13,13,11,18,1,1,13,750,4128,0.34281,0.90335,0.70936,0.13,394141,dctn2,ENSDARG00000031388,,31.1669,31.1669,31.1669,,31.1669,,20.2957,20.2957,20.2957,,20.2957,,47.861,47.861,47.861,,47.861,,,,,,31.1669,20.2957,47.861,0,1,0,,,,,,,,,,,,,,,1,394141,ENSDARG00000031388,31.1669,31.1669,,20.2957,20.2957,,47.861,47.861,,31.1669,20.2957,47.861,0,,,,,,"Linear,1(1)",2.340704679,2.340704679,2.340704679,2.340704679,0,2.340704679,31.1669,31.1669,20.2957,20.2957,47.861,47.861,DOWN,0,1,0
R-DRE-8957275,Post-translational protein phosphorylation,35,60,2,0,0,2,2,1,2,0,0,14,60,4818,0.84114,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-1227986,Signaling by ERBB2,10,27,1,1,0,1,1,1,1,0,0,14,27,4851,0.92535,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-1257604,PIP3 activates AKT signaling,63,159,7,3,1,5,5,5,7,0,0,14,159,4719,0.62926,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-1280215,Cytokine Signaling in Immune system,73,205,9,5,3,5,5,4,9,0,0,14,205,4673,0.54874,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-1280218,Adaptive Immune System,121,364,8,3,2,6,6,4,8,0,0,14,364,4514,0.33824,1,0.61823,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-162582,Signal Transduction,458,1352,33,22,13,23,23,20,33,4,4,10,1348,3530,0.66076,0.56949,1,0.3,80963;767657;445170;404604,rnd3a;abhd12;polr2eb;clasp2,ENSDARG00000076799;ENSDARG00000071004;ENSDARG00000026183;ENSDARG00000020345,,65.380475,63.1849,50.1174,16.36253824,60.23079391,13.99524651,30.344225,30.3045,27.6033,2.691812105,29.53745463,2.455202988,143.65415,132.7955,90.9946,59.11630935,124.803405,49.11832596,,,,,72.5205;85.0347;50.1174;53.8493,32.0747;33.1646;27.6033;28.5343,163.968;218.031;90.9946;101.623,2,2,2,445170;404604,ENSDARG00000026183;ENSDARG00000020345,51.98335,51.98335,2.638851797,28.0688,28.0688,0.658316413,96.3088,96.3088,7.515413713,50.1174;53.8493,27.6033;28.5343,90.9946;101.623,2,80963;767657,ENSDARG00000076799;ENSDARG00000071004,78.7776,78.7776,8.848875681,32.61965,32.61965,0.770675681,190.9995,190.9995,38.22831391,72.5205;85.0347,32.0747;33.1646,163.968;218.031,0,,,,,,"Linear,4(1)",2.135726604,8.554249525,2.003338575,2.261548519,0.12697469,2.144681215,49.34518753,81.41576247,27.70624914,32.98220086,85.72016683,201.5881332,CONFLICT,0.5,0.5,0
R-DRE-1640170,Cell Cycle,156,392,12,6,5,8,8,7,12,3,3,11,389,4489,0.97871,0.095926,0.095926,0.77,550576;404604;394141,anapc16;clasp2;dctn2,ENSDARG00000013822;ENSDARG00000020345;ENSDARG00000031388,,51.80463333,53.8493,31.1669,19.69516218,48.60052822,18.68852985,26.8899,28.5343,20.2957,5.945083895,26.03892107,5.827340873,101.711,101.623,47.861,53.89405388,92.4049765,50.17540798,,,,,70.3977;53.8493;31.1669,31.8397;28.5343;20.2957,155.649;101.623;47.861,1,2,1,404604,ENSDARG00000020345,53.8493,53.8493,,28.5343,28.5343,,101.623,101.623,,53.8493,28.5343,101.623,2,550576;394141,ENSDARG00000013822;ENSDARG00000031388,50.7823,50.7823,27.74036471,26.0677,26.0677,8.162840682,101.755,101.755,76.21762573,70.3977;31.1669,31.8397;20.2957,155.649;47.861,0,,,,,,"Linear,3(1)",2.101565043,6.355632901,1.753379703,2.340704679,0.31870882,2.261548519,29.51745924,74.09180742,20.16240426,33.61739574,40.72413683,162.6978632,DOWN,0.333333333,0.666666667,0
R-DRE-194138,Signaling by VEGF,26,62,1,1,1,0,0,0,1,0,0,14,62,4816,0.83627,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-199418,Negative regulation of the PI3K/AKT network,15,69,3,1,0,2,2,2,3,0,0,14,69,4809,0.81944,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-199991,Membrane Trafficking,139,314,10,7,4,7,7,6,10,1,1,13,313,4565,0.77448,0.60546,0.60546,0.32,394141,dctn2,ENSDARG00000031388,,31.1669,31.1669,31.1669,,31.1669,,20.2957,20.2957,20.2957,,20.2957,,47.861,47.861,47.861,,47.861,,,,,,31.1669,20.2957,47.861,0,1,0,,,,,,,,,,,,,,,1,394141,ENSDARG00000031388,31.1669,31.1669,,20.2957,20.2957,,47.861,47.861,,31.1669,20.2957,47.861,0,,,,,,"Linear,1(1)",2.340704679,2.340704679,2.340704679,2.340704679,0,2.340704679,31.1669,31.1669,20.2957,20.2957,47.861,47.861,DOWN,0,1,0
R-DRE-212436,Generic Transcription Pathway,206,488,15,9,6,9,9,9,15,2,2,12,486,4392,0.84273,0.41427,0.64343,0.41,445170;393690,polr2eb;med30,ENSDARG00000026183;ENSDARG00000101115,,49.72505,49.72505,49.3327,0.554866691,49.95887349,0.44556727,27.47095,27.47095,27.3386,0.187171165,27.54982483,0.150301588,90.00795,90.00795,89.0213,1.395333811,90.59595038,1.120476479,,,,,50.1174;49.3327,27.6033;27.3386,90.9946;89.0213,1,1,1,445170,ENSDARG00000026183,50.1174,50.1174,,27.6033,27.6033,,90.9946,90.9946,,50.1174,27.6033,90.9946,1,393690,ENSDARG00000101115,49.3327,49.3327,,27.3386,27.3386,,89.0213,89.0213,,49.3327,27.3386,89.0213,0,,,,,,"Linear,2(1)",2.136535473,4.28192687,2.003338575,2.278588295,0.194630943,2.140963435,48.956044,50.494056,27.211544,27.730356,88.074116,91.941784,CONFLICT,0.5,0.5,0
R-DRE-3700989,Transcriptional Regulation by TP53,101,210,5,2,2,2,2,2,5,1,1,13,209,4669,0.88099,0.45941,0.45941,0.48,445170,polr2eb,ENSDARG00000026183,,50.1174,50.1174,50.1174,,50.1174,,27.6033,27.6033,27.6033,,27.6033,,90.9946,90.9946,90.9946,,90.9946,,,,,,50.1174,27.6033,90.9946,1,0,1,445170,ENSDARG00000026183,50.1174,50.1174,,27.6033,27.6033,,90.9946,90.9946,,50.1174,27.6033,90.9946,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.003338575,2.003338575,2.003338575,2.003338575,0,2.003338575,50.1174,50.1174,27.6033,27.6033,90.9946,90.9946,UP,1,0,0
R-DRE-372790,Signaling by GPCR,63,374,5,3,2,3,3,2,5,1,1,13,373,4505,0.70905,0.67208,1,0.27,767657,abhd12,ENSDARG00000071004,,85.0347,85.0347,85.0347,,85.0347,,33.1646,33.1646,33.1646,,33.1646,,218.031,218.031,218.031,,218.031,,,,,,85.0347,33.1646,218.031,0,1,0,,,,,,,,,,,,,,,1,767657,ENSDARG00000071004,85.0347,85.0347,,33.1646,33.1646,,218.031,218.031,,85.0347,33.1646,218.031,0,,,,,,"Linear,1(1)",2.230941772,2.230941772,2.230941772,2.230941772,0,2.230941772,85.0347,85.0347,33.1646,33.1646,218.031,218.031,DOWN,0,1,0
R-DRE-388396,GPCR downstream signalling,61,360,5,3,2,3,3,2,5,1,1,13,359,4519,0.7244,0.65754,1,0.28,767657,abhd12,ENSDARG00000071004,,85.0347,85.0347,85.0347,,85.0347,,33.1646,33.1646,33.1646,,33.1646,,218.031,218.031,218.031,,218.031,,,,,,85.0347,33.1646,218.031,0,1,0,,,,,,,,,,,,,,,1,767657,ENSDARG00000071004,85.0347,85.0347,,33.1646,33.1646,,218.031,218.031,,85.0347,33.1646,218.031,0,,,,,,"Linear,1(1)",2.230941772,2.230941772,2.230941772,2.230941772,0,2.230941772,85.0347,85.0347,33.1646,33.1646,218.031,218.031,DOWN,0,1,0
R-DRE-388841,Costimulation by the CD28 family,11,34,1,0,0,0,0,0,1,0,0,14,34,4844,0.90686,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-389513,CTLA4 inhibitory signaling,7,16,1,0,0,0,0,0,1,0,0,14,16,4862,0.95511,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-4420097,VEGFA-VEGFR2 Pathway,26,58,1,1,1,0,0,0,1,0,0,14,58,4820,0.84603,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-453279,Mitotic G1 phase and G1/S transition,43,94,5,2,1,3,3,3,5,0,0,14,94,4784,0.76186,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5633007,Regulation of TP53 Activity,45,107,1,0,0,0,0,0,1,0,0,14,107,4771,0.73343,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-5653656,Vesicle-mediated transport,148,337,10,7,4,7,7,6,10,1,1,13,336,4542,0.74954,0.63236,1,0.3,394141,dctn2,ENSDARG00000031388,,31.1669,31.1669,31.1669,,31.1669,,20.2957,20.2957,20.2957,,20.2957,,47.861,47.861,47.861,,47.861,,,,,,31.1669,20.2957,47.861,0,1,0,,,,,,,,,,,,,,,1,394141,ENSDARG00000031388,31.1669,31.1669,,20.2957,20.2957,,47.861,47.861,,31.1669,20.2957,47.861,0,,,,,,"Linear,1(1)",2.340704679,2.340704679,2.340704679,2.340704679,0,2.340704679,31.1669,31.1669,20.2957,20.2957,47.861,47.861,DOWN,0,1,0
R-DRE-6804757,Regulation of TP53 Degradation,14,25,1,0,0,0,0,0,1,0,0,14,25,4853,0.93069,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-6806003,Regulation of TP53 Expression and Degradation,14,25,1,0,0,0,0,0,1,0,0,14,25,4853,0.93069,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-6807070,PTEN Regulation,42,79,4,2,1,3,3,3,4,0,0,14,79,4799,0.79594,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-69202,Cyclin E associated events during G1/S transition ,30,51,4,2,1,3,3,3,4,0,0,14,51,4827,0.86337,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-69206,G1/S Transition,40,77,5,2,1,3,3,3,5,0,0,14,77,4801,0.80059,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-69242,S Phase,54,101,6,3,2,5,5,5,6,1,1,13,100,4778,0.96732,0.25358,0.25358,0.99,550576,anapc16,ENSDARG00000013822,,70.3977,70.3977,70.3977,,70.3977,,31.8397,31.8397,31.8397,,31.8397,,155.649,155.649,155.649,,155.649,,,,,,70.3977,31.8397,155.649,0,1,0,,,,,,,,,,,,,,,1,550576,ENSDARG00000013822,70.3977,70.3977,,31.8397,31.8397,,155.649,155.649,,70.3977,31.8397,155.649,0,,,,,,"Linear,1(1)",1.753379703,1.753379703,1.753379703,1.753379703,0,1.753379703,70.3977,70.3977,31.8397,31.8397,155.649,155.649,DOWN,0,1,0
R-DRE-69278,"Cell Cycle, Mitotic",137,331,11,6,5,7,7,7,11,3,3,11,328,4550,0.98803,0.064009,0.064009,0.91,550576;404604;394141,anapc16;clasp2;dctn2,ENSDARG00000013822;ENSDARG00000020345;ENSDARG00000031388,,51.80463333,53.8493,31.1669,19.69516218,48.60052822,18.68852985,26.8899,28.5343,20.2957,5.945083895,26.03892107,5.827340873,101.711,101.623,47.861,53.89405388,92.4049765,50.17540798,,,,,70.3977;53.8493;31.1669,31.8397;28.5343;20.2957,155.649;101.623;47.861,1,2,1,404604,ENSDARG00000020345,53.8493,53.8493,,28.5343,28.5343,,101.623,101.623,,53.8493,28.5343,101.623,2,550576;394141,ENSDARG00000013822;ENSDARG00000031388,50.7823,50.7823,27.74036471,26.0677,26.0677,8.162840682,101.755,101.755,76.21762573,70.3977;31.1669,31.8397;20.2957,155.649;47.861,0,,,,,,"Linear,3(1)",2.101565043,6.355632901,1.753379703,2.340704679,0.31870882,2.261548519,29.51745924,74.09180742,20.16240426,33.61739574,40.72413683,162.6978632,DOWN,0.333333333,0.666666667,0
R-DRE-69656,Cyclin A:Cdk2-associated events at S phase entry,31,52,4,2,1,3,3,3,4,0,0,14,52,4826,0.86087,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-73857,RNA Polymerase II Transcription,216,524,15,9,6,9,9,9,15,2,2,12,522,4356,0.81684,0.45167,0.65593,0.38,445170;393690,polr2eb;med30,ENSDARG00000026183;ENSDARG00000101115,,49.72505,49.72505,49.3327,0.554866691,49.95887349,0.44556727,27.47095,27.47095,27.3386,0.187171165,27.54982483,0.150301588,90.00795,90.00795,89.0213,1.395333811,90.59595038,1.120476479,,,,,50.1174;49.3327,27.6033;27.3386,90.9946;89.0213,1,1,1,445170,ENSDARG00000026183,50.1174,50.1174,,27.6033,27.6033,,90.9946,90.9946,,50.1174,27.6033,90.9946,1,393690,ENSDARG00000101115,49.3327,49.3327,,27.3386,27.3386,,89.0213,89.0213,,49.3327,27.3386,89.0213,0,,,,,,"Linear,2(1)",2.136535473,4.28192687,2.003338575,2.278588295,0.194630943,2.140963435,48.956044,50.494056,27.211544,27.730356,88.074116,91.941784,CONFLICT,0.5,0.5,0
