Chemical,Dose(mg/L),Dose,Animal,Group,Baseline_Fluorescence,Baseline_Blank,Norm_Baseline_Fluorescence,h24_Fluorescence,h24_Blank,Norm_h24_Fluorescence,Absolute_Delta_Fluorescence,Relative_Delta_Fluorescence,Note: Relative_Delta_Fluorescence = (24h Fluorescence - 24h Blank) / (Baseline Fluorescence - Baseline Blank)
1-Decanol,0.001,Dose_4,28,A,39.6055,39.168125,0.437374999999996,51.825,38.546125,13.278875,12.8415,30.36,
1-Decanol,0.001,Dose_4,29,A,37.809,39.168125,-1.35912500000001,47.962,38.546125,9.41587500000001,10.775,-6.928,
1-Decanol,0.001,Dose_4,30,A,36.7995,39.168125,-2.36862500000001,46.8045,38.546125,8.25837500000001,10.627,-3.487,
1-Decanol,0.001,Dose_4,31,B,34.959,39.168125,-4.209125,45.808,38.546125,7.261875,11.471,-1.725,
1-Decanol,0.001,Dose_4,32,B,35.555,39.168125,-3.613125,44.187,38.546125,5.640875,9.25400000000001,-1.561,
1-Decanol,0.001,Dose_4,33,B,36.9225,39.168125,-2.245625,43.858,38.546125,5.31187500000001,7.55750000000001,-2.365,
1-Decanol,0.001,Dose_4,34,C,36.225,39.168125,-2.943125,41.101,38.546125,2.554875,5.498,-0.868,
1-Decanol,0.001,Dose_4,35,C,37.139,39.168125,-2.02912500000001,43.857,38.546125,5.310875,7.34000000000001,-2.617,
1-Decanol,0.001,Dose_4,36,C,37.165,39.168125,-2.003125,37.3675,38.546125,-1.178625,0.824500000000008,0.588,
1-Decanol,0.0001,Dose_5,37,A,39.096,39.168125,-0.0721249999999998,39.8575,38.546125,1.31137500000001,1.38350000000001,-18.182,
1-Decanol,0.0001,Dose_5,38,A,38.8985,39.168125,-0.269625000000005,47.5895,38.546125,9.043375,9.31300000000001,-33.541,
1-Decanol,0.0001,Dose_5,39,A,37.828,39.168125,-1.340125,50.6095,38.546125,12.063375,13.4035,-9.002,
1-Decanol,0.0001,Dose_5,40,B,38.847,39.168125,-0.321125000000002,35.559,38.546125,-2.987125,-2.666,9.302,
1-Decanol,0.0001,Dose_5,41,B,37.4365,39.168125,-1.73162500000001,48.578,38.546125,10.031875,11.7635,-5.793,
1-Decanol,0.0001,Dose_5,42,B,38.0015,39.168125,-1.166625,43.1655,38.546125,4.61937500000001,5.78600000000001,-3.96,
1-Decanol,0.0001,Dose_5,43,C,37.641,39.168125,-1.527125,45.0785,38.546125,6.532375,8.0595,-4.278,
1-Decanol,0.0001,Dose_5,44,C,35.9925,39.168125,-3.175625,43.6565,38.546125,5.11037500000001,8.28600000000001,-1.609,
1-Decanol,0.0001,Dose_5,45,C,38.007,39.168125,-1.161125,40.8545,38.546125,2.30837500000001,3.4695,-1.988,
1-Decanol,0,Dose_6,46,A,39.5245,39.168125,0.356375,43.4135,38.546125,4.867375,4.511,13.658,
1-Decanol,0,Dose_6,47,A,38.673,39.168125,-0.495125000000002,43.135,38.546125,4.58887500000001,5.08400000000001,-9.268,
1-Decanol,0,Dose_6,48,A,37.501,39.168125,-1.66712500000001,48.9555,38.546125,10.409375,12.0765,-6.244,
1-Decanol,0,Dose_6,49,B,35.413,39.168125,-3.75512500000001,48.1905,38.546125,9.644375,13.3995,-2.568,
1-Decanol,0,Dose_6,50,B,35.554,39.168125,-3.614125,42.55,38.546125,4.003875,7.618,-1.108,
1-Decanol,0,Dose_6,51,B,36.3645,39.168125,-2.803625,44.1825,38.546125,5.636375,8.44000000000001,-2.01,
1-Decanol,0,Dose_6,52,C,37.0705,39.168125,-2.09762500000001,43.4505,38.546125,4.90437500000001,7.00200000000002,-2.338,
1-Decanol,0,Dose_6,53,C,36.407,39.168125,-2.76112500000001,40.405,38.546125,1.858875,4.62000000000001,-0.673,
1-Decanol,0,Dose_6,54,C,38.7815,39.168125,-0.386625000000009,39.5495,38.546125,1.003375,1.39000000000001,-2.595,
1-Octanol,10,Dose_1,1,A,15.698,16.650875,-0.952874999999999,18.8855,19.0075,-0.122,0.830874999999999,0.128,
1-Octanol,10,Dose_1,2,A,15.2395,16.650875,-1.411375,20.192,19.0075,1.1845,2.595875,-0.839,
1-Octanol,10,Dose_1,3,A,15.136,16.650875,-1.514875,20.878,19.0075,1.8705,3.385375,-1.235,
1-Octanol,10,Dose_1,4,B,13.592,16.650875,-3.058875,19.8025,19.0075,0.795000000000002,3.853875,-0.26,
1-Octanol,10,Dose_1,5,B,14.961,16.650875,-1.689875,20.773,19.0075,1.7655,3.455375,-1.045,
1-Octanol,10,Dose_1,6,B,14.3655,16.650875,-2.285375,19.8925,19.0075,0.884999999999998,3.170375,-0.387,
1-Octanol,10,Dose_1,7,C,15.3175,16.650875,-1.333375,16.72,19.0075,-2.2875,-0.954125000000001,1.716,
1-Octanol,10,Dose_1,8,C,15.6445,16.650875,-1.006375,22.297,19.0075,3.2895,4.295875,-3.269,
1-Octanol,10,Dose_1,9,C,15.2705,16.650875,-1.380375,23.905,19.0075,4.8975,6.277875,-3.548,
1-Octanol,1,Dose_2,10,A,15.5145,16.650875,-1.136375,23.149,19.0075,4.1415,5.277875,-3.644,
1-Octanol,1,Dose_2,11,A,16.247,16.650875,-0.403874999999999,19.1605,19.0075,0.152999999999999,0.556874999999998,-0.379,
1-Octanol,1,Dose_2,12,A,15.707,16.650875,-0.943874999999998,43.816,19.0075,24.8085,25.752375,-26.284,
1-Octanol,1,Dose_2,13,B,14.8965,16.650875,-1.754375,20.367,19.0075,1.3595,3.113875,-0.775,
1-Octanol,1,Dose_2,14,B,15.355,16.650875,-1.295875,23.284,19.0075,4.2765,5.572375,-3.3,
1-Octanol,1,Dose_2,15,B,13.838,16.650875,-2.812875,21.117,19.0075,2.1095,4.922375,-0.75,
1-Octanol,1,Dose_2,16,C,16.0455,16.650875,-0.605374999999999,25.117,19.0075,6.1095,6.714875,-10.092,
1-Octanol,1,Dose_2,17,C,15.1595,16.650875,-1.491375,20.9095,19.0075,1.902,3.393375,-1.275,
1-Octanol,1,Dose_2,18,C,15.333,16.650875,-1.317875,21.1025,19.0075,2.095,3.412875,-1.59,
1-Octanol,0.1,Dose_3,19,A,17.016,16.650875,0.365124999999999,19.2575,19.0075,0.25,-0.115124999999999,0.685,
1-Octanol,0.1,Dose_3,20,A,16.7595,16.650875,0.108625,19.1345,19.0075,0.126999999999999,0.0183749999999989,1.169,
1-Octanol,0.1,Dose_3,21,A,16.2305,16.650875,-0.420375,21.659,19.0075,2.6515,3.071875,-6.307,
1-Octanol,0.1,Dose_3,22,B,16.0725,16.650875,-0.578374999999998,30.697,19.0075,11.6895,12.267875,-20.211,
1-Octanol,0.1,Dose_3,23,B,15.093,16.650875,-1.557875,23.0955,19.0075,4.088,5.645875,-2.624,
1-Octanol,0.1,Dose_3,24,B,12.1345,16.650875,-4.516375,17.9995,19.0075,-1.008,3.508375,0.223,
1-Octanol,0.1,Dose_3,25,C,14.4655,16.650875,-2.185375,19.982,19.0075,0.974499999999999,3.159875,-0.446,
1-Octanol,0.1,Dose_3,26,C,13.074,16.650875,-3.576875,17.5755,19.0075,-1.432,2.144875,0.4,
1-Octanol,0.1,Dose_3,27,C,15.4675,16.650875,-1.183375,18.0885,19.0075,-0.919000000000001,0.264374999999999,0.777,
1-Octanol,0.01,Dose_4,28,A,16.0855,16.650875,-0.565375,21.63,19.0075,2.6225,3.187875,-4.639,
1-Octanol,0.01,Dose_4,29,A,15.8295,16.650875,-0.821375,20.7755,19.0075,1.768,2.589375,-2.152,
1-Octanol,0.01,Dose_4,30,A,16.0915,16.650875,-0.559374999999999,19.3775,19.0075,0.369999999999997,0.929374999999997,-0.661,
1-Octanol,0.01,Dose_4,31,B,15.09,16.650875,-1.560875,18.1015,19.0075,-0.905999999999999,0.654875000000001,0.58,
1-Octanol,0.01,Dose_4,32,B,12.9685,16.650875,-3.682375,17.7005,19.0075,-1.307,2.375375,0.355,
1-Octanol,0.01,Dose_4,33,B,15.069,16.650875,-1.581875,18.139,19.0075,-0.868500000000001,0.713374999999999,0.549,
1-Octanol,0.01,Dose_4,34,C,14.61,16.650875,-2.040875,19.9305,19.0075,0.922999999999998,2.963875,-0.452,
1-Octanol,0.01,Dose_4,35,C,13.4425,16.650875,-3.208375,24.3855,19.0075,5.378,8.586375,-1.676,
1-Octanol,0.01,Dose_4,36,C,15.045,16.650875,-1.605875,18.416,19.0075,-0.5915,1.014375,0.368,
1-Octanol,0.001,Dose_5,37,A,16.33,16.650875,-0.320875000000001,23.369,19.0075,4.3615,4.682375,-13.593,
1-Octanol,0.001,Dose_5,38,A,14.959,16.650875,-1.691875,20.7675,19.0075,1.76,3.451875,-1.04,
1-Octanol,0.001,Dose_5,39,A,16.2035,16.650875,-0.447375000000001,21.88,19.0075,2.8725,3.319875,-6.421,
1-Octanol,0.001,Dose_5,40,B,14.085,16.650875,-2.565875,29.573,19.0075,10.5655,13.131375,-4.118,
1-Octanol,0.001,Dose_5,41,B,15.9935,16.650875,-0.657374999999998,19.5885,19.0075,0.581000000000003,1.238375,-0.884,
1-Octanol,0.001,Dose_5,42,B,15.7415,16.650875,-0.909374999999999,20.2505,19.0075,1.243,2.152375,-1.367,
1-Octanol,0.001,Dose_5,43,C,16.3775,16.650875,-0.273375000000001,27.8425,19.0075,8.835,9.108375,-32.318,
1-Octanol,0.001,Dose_5,44,C,16.1635,16.650875,-0.487375,23.649,19.0075,4.6415,5.128875,-9.523,
1-Octanol,0.001,Dose_5,45,C,15.307,16.650875,-1.343875,18.228,19.0075,-0.779499999999999,0.564375,0.58,
1-Octanol,0,Dose_6,46,A,15.068,16.650875,-1.582875,17.1165,19.0075,-1.891,-0.308124999999999,1.195,
1-Octanol,0,Dose_6,47,A,15.085,16.650875,-1.565875,18.7675,19.0075,-0.240000000000002,1.325875,0.153,
1-Octanol,0,Dose_6,48,A,15.3405,16.650875,-1.310375,51.9775,19.0075,32.97,34.280375,-25.161,
1-Octanol,0,Dose_6,49,B,15.834,16.650875,-0.816875,26.0875,19.0075,7.08,7.896875,-8.667,
1-Octanol,0,Dose_6,50,B,15.0195,16.650875,-1.631375,20.443,19.0075,1.4355,3.066875,-0.88,
1-Octanol,0,Dose_6,51,B,16.103,16.650875,-0.547874999999998,22.317,19.0075,3.3095,3.857375,-6.041,
1-Octanol,0,Dose_6,52,C,11.9995,16.650875,-4.651375,14.066,19.0075,-4.9415,-0.290125000000002,1.062,
1-Octanol,0,Dose_6,53,C,16.106,16.650875,-0.544874999999998,18.4925,19.0075,-0.515000000000001,0.029874999999997,0.945,
1-Octanol,0,Dose_6,54,C,14.627,16.650875,-2.023875,18.356,19.0075,-0.651499999999999,1.372375,0.322,
17betaestradiol,0.1,Dose_1,1,A,158.875,154.460625,4.41437500000001,143.1305,132.78825,10.34225,5.92787499999997,2.343,
17betaestradiol,0.1,Dose_1,2,A,154.435,154.460625,-0.0256249999999909,154.096,132.78825,21.30775,21.333375,-831.522,
17betaestradiol,0.1,Dose_1,3,A,151.539,154.460625,-2.92162500000001,123.23,132.78825,-9.55825000000002,-6.63662500000001,3.272,
17betaestradiol,0.1,Dose_1,4,B,151.074,154.460625,-3.38662499999998,137.5155,132.78825,4.72725,8.11387499999998,-1.396,
17betaestradiol,0.1,Dose_1,5,B,138.9815,154.460625,-15.479125,123.791,132.78825,-8.99725000000001,6.481875,0.581,
17betaestradiol,0.1,Dose_1,6,B,136.987,154.460625,-17.473625,118.7625,132.78825,-14.02575,3.44787499999997,0.803,
17betaestradiol,0.1,Dose_1,7,C,132.308,154.460625,-22.152625,112.272,132.78825,-20.51625,1.63637499999999,0.926,
17betaestradiol,0.1,Dose_1,8,C,146.2215,154.460625,-8.239125,130.024,132.78825,-2.76425,5.474875,0.336,
17betaestradiol,0.1,Dose_1,9,C,153.3165,154.460625,-1.14412499999997,124.2435,132.78825,-8.54474999999999,-7.40062500000002,7.468,
17betaestradiol,0.01,Dose_2,10,A,151.786,154.460625,-2.67462499999999,137.1045,132.78825,4.31625,6.99087499999999,-1.614,
17betaestradiol,0.01,Dose_2,11,A,147.7465,154.460625,-6.714125,135.597,132.78825,2.80875,9.522875,-0.418,
17betaestradiol,0.01,Dose_2,12,A,151.303,154.460625,-3.157625,142.5495,132.78825,9.76124999999999,12.918875,-3.091,
17betaestradiol,0.01,Dose_2,13,B,153.893,154.460625,-0.567624999999993,140.953,132.78825,8.16475,8.73237499999999,-14.384,
17betaestradiol,0.01,Dose_2,14,B,147.5535,154.460625,-6.90712500000001,134.8635,132.78825,2.07524999999998,8.98237499999999,-0.3,
17betaestradiol,0.01,Dose_2,15,B,145.789,154.460625,-8.67162500000001,140.2195,132.78825,7.43124999999998,16.102875,-0.857,
17betaestradiol,0.01,Dose_2,16,C,145.8475,154.460625,-8.61312499999997,136.921,132.78825,4.13274999999999,12.745875,-0.48,
17betaestradiol,0.01,Dose_2,17,C,146.858,154.460625,-7.60262499999999,133.251,132.78825,0.46275,8.06537499999999,-0.061,
17betaestradiol,0.01,Dose_2,18,C,152.0475,154.460625,-2.41312499999998,134.2995,132.78825,1.51124999999999,3.92437499999997,-0.626,
17betaestradiol,0.001,Dose_3,19,A,145.902,154.460625,-8.55862500000001,132.455,132.78825,-0.333250000000021,8.22537499999999,0.039,
17betaestradiol,0.001,Dose_3,20,A,151.519,154.460625,-2.94162499999999,144.329,132.78825,11.54075,14.482375,-3.923,
17betaestradiol,0.001,Dose_3,21,A,145.936,154.460625,-8.52462500000001,142.1515,132.78825,9.36324999999999,17.887875,-1.098,
17betaestradiol,0.001,Dose_3,22,B,139.0355,154.460625,-15.425125,130.721,132.78825,-2.06725,13.357875,0.134,
17betaestradiol,0.001,Dose_3,23,B,125.0405,154.460625,-29.420125,128.487,132.78825,-4.30125000000001,25.118875,0.146,
17betaestradiol,0.001,Dose_3,24,B,131.1325,154.460625,-23.328125,133.602,132.78825,0.813749999999999,24.141875,-0.035,
17betaestradiol,0.001,Dose_3,25,C,124.568,154.460625,-29.892625,131.4595,132.78825,-1.32875000000001,28.563875,0.044,
17betaestradiol,0.001,Dose_3,26,C,147.043,154.460625,-7.41762499999999,156.0085,132.78825,23.22025,30.637875,-3.13,
17betaestradiol,0.001,Dose_3,27,C,138.09,154.460625,-16.370625,123.5365,132.78825,-9.25175000000002,7.118875,0.565,
17betaestradiol,0.0001,Dose_4,28,A,155.5085,154.460625,1.047875,157.1505,132.78825,24.36225,23.314375,23.249,
17betaestradiol,0.0001,Dose_4,29,A,144.942,154.460625,-9.51862499999999,155.997,132.78825,23.20875,32.727375,-2.438,
17betaestradiol,0.0001,Dose_4,30,A,123.9315,154.460625,-30.529125,130.4795,132.78825,-2.30875,28.220375,0.076,
17betaestradiol,0.0001,Dose_4,31,B,142.6695,154.460625,-11.791125,137.5315,132.78825,4.74324999999999,16.534375,-0.402,
17betaestradiol,0.0001,Dose_4,32,B,144.5675,154.460625,-9.893125,152.445,132.78825,19.65675,29.549875,-1.987,
17betaestradiol,0.0001,Dose_4,33,B,136.512,154.460625,-17.948625,135.288,132.78825,2.49975000000001,20.448375,-0.139,
17betaestradiol,0.0001,Dose_4,34,C,136.2585,154.460625,-18.202125,139.253,132.78825,6.46474999999998,24.666875,-0.355,
17betaestradiol,0.0001,Dose_4,35,C,142.1165,154.460625,-12.344125,147.8855,132.78825,15.09725,27.441375,-1.223,
17betaestradiol,0.0001,Dose_4,36,C,147.235,154.460625,-7.22562499999998,147.647,132.78825,14.85875,22.084375,-2.056,
17betaestradiol,0.00001,Dose_5,37,A,142.941,154.460625,-11.519625,142.5565,132.78825,9.76825,21.287875,-0.848,
17betaestradiol,0.00001,Dose_5,38,A,148.6445,154.460625,-5.816125,166.64,132.78825,33.85175,39.667875,-5.82,
17betaestradiol,0.00001,Dose_5,39,A,148.942,154.460625,-5.51862499999999,152.0135,132.78825,19.22525,24.743875,-3.484,
17betaestradiol,0.00001,Dose_5,40,B,145.631,154.460625,-8.82962499999999,145.1765,132.78825,12.38825,21.217875,-1.403,
17betaestradiol,0.00001,Dose_5,41,B,146.993,154.460625,-7.467625,135.143,132.78825,2.35475,9.82237499999999,-0.315,
17betaestradiol,0.00001,Dose_5,42,B,143.3535,154.460625,-11.107125,142.1215,132.78825,9.33324999999999,20.440375,-0.84,
17betaestradiol,0.00001,Dose_5,43,C,145.107,154.460625,-9.35362499999999,155.912,132.78825,23.12375,32.477375,-2.472,
17betaestradiol,0.00001,Dose_5,44,C,139.487,154.460625,-14.973625,139.093,132.78825,6.30475000000001,21.278375,-0.421,
17betaestradiol,0.00001,Dose_5,45,C,120.486,154.460625,-33.974625,115.9555,132.78825,-16.83275,17.141875,0.495,
17betaestradiol,0,Dose_6,46,A,157.774,154.460625,3.31337500000001,149.345,132.78825,16.55675,13.243375,4.997,
17betaestradiol,0,Dose_6,47,A,142.204,154.460625,-12.256625,153.704,132.78825,20.91575,33.172375,-1.706,
17betaestradiol,0,Dose_6,48,A,135.5995,154.460625,-18.861125,149.878,132.78825,17.08975,35.950875,-0.906,
17betaestradiol,0,Dose_6,49,B,145.127,154.460625,-9.33362499999998,149.3775,132.78825,16.58925,25.922875,-1.777,
17betaestradiol,0,Dose_6,50,B,131.5695,154.460625,-22.891125,142.142,132.78825,9.35374999999999,32.244875,-0.409,
17betaestradiol,0,Dose_6,51,B,142.641,154.460625,-11.819625,150.1535,132.78825,17.36525,29.184875,-1.469,
17betaestradiol,0,Dose_6,52,C,147.2395,154.460625,-7.221125,149.068,132.78825,16.27975,23.500875,-2.254,
17betaestradiol,0,Dose_6,53,C,147.82,154.460625,-6.640625,143.0445,132.78825,10.25625,16.896875,-1.544,
17betaestradiol,0,Dose_6,54,C,147.8505,154.460625,-6.61012499999998,157.1315,132.78825,24.34325,30.953375,-3.683,
24-DMP,1,Dose_1,1,A,24.2575,27.598625,-3.341125,25.247,26.6505,-1.4035,1.937625,0.42,
24-DMP,1,Dose_1,2,A,25.747,27.598625,-1.851625,22.6995,26.6505,-3.951,-2.099375,2.134,
24-DMP,1,Dose_1,3,A,24.147,27.598625,-3.451625,26.485,26.6505,-0.165500000000002,3.286125,0.048,
24-DMP,1,Dose_1,4,B,25.789,27.598625,-1.809625,30.175,26.6505,3.5245,5.334125,-1.948,
24-DMP,1,Dose_1,5,B,21.93,27.598625,-5.668625,27.5455,26.6505,0.895,6.563625,-0.158,
24-DMP,1,Dose_1,6,B,24.8975,27.598625,-2.701125,28.399,26.6505,1.7485,4.449625,-0.647,
24-DMP,1,Dose_1,7,C,24.782,27.598625,-2.816625,26.77,26.6505,0.119499999999999,2.936125,-0.042,
24-DMP,1,Dose_1,8,C,24.4905,27.598625,-3.108125,29.2535,26.6505,2.603,5.711125,-0.837,
24-DMP,1,Dose_1,9,C,24.6705,27.598625,-2.928125,27.4135,26.6505,0.762999999999998,3.691125,-0.261,
24-DMP,0.1,Dose_2,10,A,24.545,27.598625,-3.053625,25.2555,26.6505,-1.395,1.658625,0.457,
24-DMP,0.1,Dose_2,11,A,25.082,27.598625,-2.516625,26.195,26.6505,-0.455500000000001,2.061125,0.181,
24-DMP,0.1,Dose_2,12,A,24.6065,27.598625,-2.992125,26.7075,26.6505,0.0569999999999986,3.049125,-0.019,
24-DMP,0.1,Dose_2,13,B,25.8185,27.598625,-1.780125,28.4325,26.6505,1.782,3.562125,-1.001,
24-DMP,0.1,Dose_2,14,B,26.808,27.598625,-0.790624999999999,28.931,26.6505,2.2805,3.071125,-2.884,
24-DMP,0.1,Dose_2,15,B,25.0335,27.598625,-2.565125,27.3045,26.6505,0.653999999999996,3.21912499999999,-0.255,
24-DMP,0.1,Dose_2,16,C,25.745,27.598625,-1.853625,29.7685,26.6505,3.118,4.971625,-1.682,
24-DMP,0.1,Dose_2,17,C,24.0925,27.598625,-3.506125,26.0585,26.6505,-0.592000000000002,2.91412499999999,0.169,
24-DMP,0.1,Dose_2,18,C,24.3615,27.598625,-3.237125,24.9755,26.6505,-1.675,1.562125,0.517,
24-DMP,0.01,Dose_3,19,A,26.792,27.598625,-0.806624999999997,23.5275,26.6505,-3.123,-2.316375,3.872,
24-DMP,0.01,Dose_3,20,A,25.144,27.598625,-2.454625,26.5675,26.6505,-0.083000000000002,2.371625,0.034,
24-DMP,0.01,Dose_3,21,A,25.2105,27.598625,-2.388125,27.9165,26.6505,1.266,3.654125,-0.53,
24-DMP,0.01,Dose_3,22,B,24.8655,27.598625,-2.733125,29.2865,26.6505,2.636,5.369125,-0.964,
24-DMP,0.01,Dose_3,23,B,23.789,27.598625,-3.809625,26.0025,26.6505,-0.648000000000003,3.16162499999999,0.17,
24-DMP,0.01,Dose_3,24,B,25.2765,27.598625,-2.322125,27.171,26.6505,0.520499999999998,2.842625,-0.224,
24-DMP,0.01,Dose_3,25,C,25.444,27.598625,-2.154625,27.81,26.6505,1.1595,3.314125,-0.538,
24-DMP,0.01,Dose_3,26,C,25.1015,27.598625,-2.497125,27.9225,26.6505,1.272,3.769125,-0.509,
24-DMP,0.01,Dose_3,27,C,25.531,27.598625,-2.067625,27.804,26.6505,1.1535,3.221125,-0.558,
24-DMP,0.001,Dose_4,28,A,27.31,27.598625,-0.288624999999996,26.1955,26.6505,-0.454999999999998,-0.166375000000002,1.576,
24-DMP,0.001,Dose_4,29,A,25.644,27.598625,-1.954625,29.723,26.6505,3.0725,5.027125,-1.572,
24-DMP,0.001,Dose_4,30,A,26.2115,27.598625,-1.387125,28.3195,26.6505,1.669,3.056125,-1.203,
24-DMP,0.001,Dose_4,31,B,25.408,27.598625,-2.190625,29.112,26.6505,2.4615,4.652125,-1.124,
24-DMP,0.001,Dose_4,32,B,23.6855,27.598625,-3.913125,26.458,26.6505,-0.192500000000003,3.720625,0.049,
24-DMP,0.001,Dose_4,33,B,23.4275,27.598625,-4.171125,27.6635,26.6505,1.013,5.18412499999999,-0.243,
24-DMP,0.001,Dose_4,34,C,24.4095,27.598625,-3.189125,34.2065,26.6505,7.556,10.745125,-2.369,
24-DMP,0.001,Dose_4,35,C,40.8895,27.598625,13.290875,72.1145,26.6505,45.464,32.173125,3.421,
24-DMP,0.001,Dose_4,36,C,24.75,27.598625,-2.848625,28.45,26.6505,1.7995,4.648125,-0.632,
24-DMP,0.0001,Dose_5,37,A,26.073,27.598625,-1.525625,26.833,26.6505,0.182499999999997,1.708125,-0.12,
24-DMP,0.0001,Dose_5,38,A,26.9585,27.598625,-0.640124999999998,34.191,26.6505,7.5405,8.180625,-11.78,
24-DMP,0.0001,Dose_5,39,A,25.6715,27.598625,-1.927125,30.4915,26.6505,3.841,5.768125,-1.993,
24-DMP,0.0001,Dose_5,40,B,25.8175,27.598625,-1.781125,34.1165,26.6505,7.466,9.247125,-4.192,
24-DMP,0.0001,Dose_5,41,B,25.167,27.598625,-2.431625,30.201,26.6505,3.5505,5.982125,-1.46,
24-DMP,0.0001,Dose_5,42,B,25.2355,27.598625,-2.363125,29.7715,26.6505,3.121,5.484125,-1.321,
24-DMP,0.0001,Dose_5,43,C,25.4305,27.598625,-2.168125,28.054,26.6505,1.4035,3.571625,-0.647,
24-DMP,0.0001,Dose_5,44,C,24.1685,27.598625,-3.430125,30.4335,26.6505,3.783,7.213125,-1.103,
24-DMP,0.0001,Dose_5,45,C,25.715,27.598625,-1.883625,28.388,26.6505,1.7375,3.621125,-0.922,
24-DMP,0,Dose_6,46,A,26.0245,27.598625,-1.574125,27.4585,26.6505,0.808,2.38212499999999,-0.513,
24-DMP,0,Dose_6,47,A,24.9635,27.598625,-2.635125,28.039,26.6505,1.3885,4.023625,-0.527,
24-DMP,0,Dose_6,48,A,25.135,27.598625,-2.463625,29.982,26.6505,3.3315,5.795125,-1.352,
24-DMP,0,Dose_6,49,B,24.9245,27.598625,-2.674125,28.071,26.6505,1.4205,4.09462499999999,-0.531,
24-DMP,0,Dose_6,50,B,26.0395,27.598625,-1.559125,28.752,26.6505,2.1015,3.660625,-1.348,
24-DMP,0,Dose_6,51,B,23.7925,27.598625,-3.806125,28.9785,26.6505,2.328,6.134125,-0.612,
