GO/Pathway/Gene Set/Gene ID	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
R-DRE-948021	Transport to the Golgi and subsequent modification	53	104	7	5	1	4	4	4	7	0	0	55	104	4733	0.30468	1.0	0.63187	0.0																														0	0	0															0															0																							
R-DRE-199977	ER to Golgi Anterograde Transport	47	82	7	5	1	4	4	4	7	0	0	55	82	4755	0.39261	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-204005	COPII-mediated vesicle transport	25	42	3	2	1	1	1	1	3	0	0	55	42	4795	0.62071	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-2132295	MHC class II antigen presentation	15	43	2	1	1	1	1	1	2	1	1	54	42	4795	0.91635	0.38633	0.38633	2.33	100330411	ap1m1	ENSDARG00000096249		403.034	403.034	403.034		403.03399999999993		242.738	242.738	242.738		242.738		669.183	669.183	669.183		669.183						403.034	242.738	669.183	0	1	0															1	100330411	ENSDARG00000096249	403.034	403.034		242.738	242.738		669.183	669.183		403.034	242.738	669.183	0						Linear,1(1)	1.6316328048706055	1.6316328048706055	1.6316328048706055	1.6316328048706055	0.0	1.6316328048706055	403.034	403.034	242.738	242.738	669.183	669.183	DOWN	0.0	1.0	0.0	
R-DRE-5694530	Cargo concentration in the ER	12	21	1	1	1	0	0	0	1	0	0	55	21	4816	0.78826	1.0	1.0	0.0																														0	0	0															0															0																							
R-DRE-196854	Metabolism of vitamins and cofactors	36	90	6	3	3	3	3	2	6	2	2	53	88	4749	0.92028	0.26862	0.26862	2.22	777632;449556	mccc1;ttr	ENSDARG00000102538;ENSDARG00000037191		437.9615	437.9615	298.285	197.53240064480573	379.8547520687084	179.62811860674447	245.893	245.893	196.325	70.09973785970975	225.27224216701978	63.745917051895745	791.2524999999999	791.2524999999999	453.195	478.08550136194276	650.617375703625	434.75196404477157					298.285;577.638	196.325;295.461	453.195;1129.31	2	0	2	777632;449556	ENSDARG00000102538;ENSDARG00000037191	437.9615	437.9615	197.53240064480573	245.893	245.893	70.09973785970975	791.2524999999999	791.2524999999999	478.08550136194276	298.285;577.638	196.325;295.461	453.195;1129.31	0															0						Linear,2(1)	2.470648410195659	5.000951051712036	2.1154115200042725	2.8855395317077637	0.5445627394572514	2.500475525856018	164.19556	711.72744	148.73971999999998	343.04628	128.65980000000013	1453.8452	UP	1.0	0.0	0.0	
R-DRE-6806667	Metabolism of fat-soluble vitamins	11	19	2	1	1	1	1	1	2	1	1	54	18	4819	0.98122	0.19364	0.19364	5.26	449556	ttr	ENSDARG00000037191		577.638	577.638	577.638		577.638		295.461	295.461	295.461		295.461		1129.31	1129.31	1129.31		1129.31		0.0	577.638			577.638	295.461	1129.31	1	0	1	449556	ENSDARG00000037191	577.638	577.638		295.461	295.461		1129.31	1129.31		577.638	295.461	1129.31	0															0						Linear,1(1)	2.8855395317077637	2.8855395317077637	2.8855395317077637	2.8855395317077637	0.0	2.8855395317077637	577.638	577.638	295.461	295.461	1129.31	1129.31	UP	1.0	0.0	0.0	
R-DRE-9012999	RHO GTPase cycle	122	252	9	3	2	4	4	2	9	1	1	54	251	4586	0.21577	0.94636	0.36724	0.4	563030	iqgap2	ENSDARG00000060010		380.896	380.896	380.896		380.8960000000001		233.654	233.654	233.654		233.654		620.924	620.924	620.924		620.924						380.896	233.654	620.924	1	0	1	563030	ENSDARG00000060010	380.896	380.896		233.654	233.654		620.924	620.924		380.896	233.654	620.924	0															0						Linear,1(1)	1.8480033874511719	1.8480033874511719	1.8480033874511719	1.8480033874511719	0.0	1.8480033874511719	380.896	380.896	233.654	233.654	620.924	620.924	UP	1.0	0.0	0.0	
R-DRE-1630316	Glycosaminoglycan metabolism	10	78	1	1	1	1	1	1	1	1	1	54	77	4760	0.78157	0.58892	0.58892	1.28	554166	st3gal7	ENSDARG00000039064		588.837	588.837	588.837		588.837		298.373	298.373	298.373		298.373		1162.06	1162.06	1162.06		1162.06						588.837	298.373	1162.06	1	0	1	554166	ENSDARG00000039064	588.837	588.837		298.373	298.373		1162.06	1162.06		588.837	298.373	1162.06	0															0						Linear,1(1)	1.7123013734817505	1.7123013734817505	1.7123013734817505	1.7123013734817505	0.0	1.7123013734817505	588.837	588.837	298.373	298.373	1162.06	1162.06	UP	1.0	0.0	0.0	
R-DRE-71387	Metabolism of carbohydrates	47	148	8	6	4	6	6	6	8	4	4	51	144	4693	0.97553	0.083751	0.083751	2.7	556199;554166;386663;140620	phka2;st3gal7;pfkfb4b;prps1a	ENSDARG00000030687;ENSDARG00000039064;ENSDARG00000029075;ENSDARG00000015524		497.9865	538.4105	326.288	117.8222593810977	486.3596817809525	121.60514056002187	270.0245	285.8365	210.052	40.61696583530904	266.1879329689192	42.278473282943914	924.4417500000001	1014.431	506.845	289.8605501137568	895.043292189494	297.17853428452287					556.353;588.837;520.468;326.288	290.778;298.373;280.895;210.052	1064.49;1162.06;964.372;506.845	2	2	2	554166;140620	ENSDARG00000039064;ENSDARG00000015524	457.5625	457.5625	185.65017829374685	254.21249999999998	254.21249999999998	62.4523780211771	834.4525	834.4525	463.3069696351438	588.837;326.288	298.373;210.052	1162.06;506.845	2	556199;386663	ENSDARG00000030687;ENSDARG00000029075	538.4105	538.4105	25.37452684287786	285.8365	285.8365	6.988336318465192	1014.431	1014.431	70.79411671883294	556.353;520.468	290.778;280.895	1064.49;964.372	0						Linear,4(1)	1.8917746265354467	7.636179208755493	1.6340177059173584	2.296902656555176	0.3010110362904224	1.8526294231414795	382.5206858065242	613.4523141934758	230.2198734813971	309.8291265186029	640.3784108885179	1208.505089111482	CONFLICT	0.5	0.5	0.0	
R-DRE-166016	Toll Like Receptor 4 (TLR4) Cascade	23	49	8	5	3	5	5	5	8	2	2	53	47	4790	0.9828	0.10446	0.10446	4.08	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
R-DRE-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	23	46	8	5	3	5	5	5	8	2	2	53	44	4793	0.98549	0.093882	0.093882	4.35	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
R-DRE-166166	MyD88-independent TLR4 cascade 	22	45	8	5	3	5	5	5	8	2	2	53	43	4794	0.98633	0.090431	0.090431	4.44	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
R-DRE-166520	Signaling by NTRKs	31	49	2	1	1	1	1	1	2	1	1	54	48	4789	0.89554	0.42694	0.42694	2.04	325609	atf1	ENSDARG00000044301		752.293	752.293	752.293		752.293		324.338	324.338	324.338		324.338		1744.92	1744.92	1744.92		1744.92						752.293	324.338	1744.92	1	0	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	0															0						Linear,1(1)	1.7072227001190186	1.7072227001190186	1.7072227001190186	1.7072227001190186	0.0	1.7072227001190186	752.293	752.293	324.338	324.338	1744.92	1744.92	UP	1.0	0.0	0.0	
R-DRE-168138	Toll Like Receptor 9 (TLR9) Cascade	25	49	8	5	3	5	5	5	8	2	2	53	47	4790	0.9828	0.10446	0.10446	4.08	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
R-DRE-168142	Toll Like Receptor 10 (TLR10) Cascade	23	46	8	5	3	5	5	5	8	2	2	53	44	4793	0.98549	0.093882	0.093882	4.35	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
R-DRE-168164	Toll Like Receptor 3 (TLR3) Cascade	22	45	8	5	3	5	5	5	8	2	2	53	43	4794	0.98633	0.090431	0.090431	4.44	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
R-DRE-168176	Toll Like Receptor 5 (TLR5) Cascade	23	46	8	5	3	5	5	5	8	2	2	53	44	4793	0.98549	0.093882	0.093882	4.35	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
R-DRE-168179	Toll Like Receptor TLR1:TLR2 Cascade	23	46	8	5	3	5	5	5	8	2	2	53	44	4793	0.98549	0.093882	0.093882	4.35	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
R-DRE-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	23	47	8	5	3	5	5	5	8	2	2	53	45	4792	0.98462	0.09737	0.09737	4.26	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
R-DRE-168188	Toll Like Receptor TLR6:TLR2 Cascade	23	46	8	5	3	5	5	5	8	2	2	53	44	4793	0.98549	0.093882	0.093882	4.35	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
R-DRE-168898	Toll-like Receptor Cascades	28	60	8	5	3	5	5	5	8	2	2	53	58	4779	0.97069	0.14565	0.14565	3.33	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
R-DRE-181438	Toll Like Receptor 2 (TLR2) Cascade	23	46	8	5	3	5	5	5	8	2	2	53	44	4793	0.98549	0.093882	0.093882	4.35	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
R-DRE-187037	Signaling by NTRK1 (TRKA)	26	43	2	1	1	1	1	1	2	1	1	54	42	4795	0.91635	0.38633	0.38633	2.33	325609	atf1	ENSDARG00000044301		752.293	752.293	752.293		752.293		324.338	324.338	324.338		324.338		1744.92	1744.92	1744.92		1744.92						752.293	324.338	1744.92	1	0	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	0															0						Linear,1(1)	1.7072227001190186	1.7072227001190186	1.7072227001190186	1.7072227001190186	0.0	1.7072227001190186	752.293	752.293	324.338	324.338	1744.92	1744.92	UP	1.0	0.0	0.0	
R-DRE-198725	Nuclear Events (kinase and transcription factor activation)	11	18	1	1	1	1	1	1	1	1	1	54	17	4820	0.98308	0.18443	0.18443	5.56	325609	atf1	ENSDARG00000044301		752.293	752.293	752.293		752.293		324.338	324.338	324.338		324.338		1744.92	1744.92	1744.92		1744.92		0.0	752.293			752.293	324.338	1744.92	1	0	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	0															0						Linear,1(1)	1.7072227001190186	1.7072227001190186	1.7072227001190186	1.7072227001190186	0.0	1.7072227001190186	752.293	752.293	324.338	324.338	1744.92	1744.92	UP	1.0	0.0	0.0	
R-DRE-448424	Interleukin-17 signaling	18	33	7	4	2	4	4	4	7	1	1	54	32	4805	0.94752	0.31226	0.31226	3.03	325609	atf1	ENSDARG00000044301		752.293	752.293	752.293		752.293		324.338	324.338	324.338		324.338		1744.92	1744.92	1744.92		1744.92						752.293	324.338	1744.92	1	0	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	0															0						Linear,1(1)	1.7072227001190186	1.7072227001190186	1.7072227001190186	1.7072227001190186	0.0	1.7072227001190186	752.293	752.293	324.338	324.338	1744.92	1744.92	UP	1.0	0.0	0.0	
R-DRE-449147	Signaling by Interleukins	44	122	11	7	4	7	7	7	11	3	3	52	119	4718	0.95266	0.15688	0.15688	2.46	393287;325609;259303	chuk;atf1;caspb	ENSDARG00000011662;ENSDARG00000044301;ENSDARG00000052039		640.0206666666667	752.293	369.286	235.59780097940939	654.9348163717617	219.61707156504295	293.82800000000003	324.338	229.074	56.1096789867843	298.42314604841243	53.07791460143254	1427.8793333333335	1744.92	595.318	727.8168436642093	1465.8105535372108	672.6013155200246					798.483;752.293;369.286	328.072;324.338;229.074	1943.4;1744.92;595.318	2	1	2	325609;259303	ENSDARG00000044301;ENSDARG00000052039	560.7895	560.7895	270.82684694191613	276.706	276.706	67.36182040295525	1170.1190000000001	1170.1190000000001	812.8913698656171	752.293;369.286	324.338;229.074	1744.92;595.318	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,3(1)	1.7892627420823386	5.372445225715637	1.7072227001190186	1.88880455493927	0.09164305737606186	1.7764179706573486	373.4166571874128	906.6246761459204	230.33392099635958	357.3220790036405	604.2770421371932	2251.4816245294733	UP	0.6666666666666666	0.3333333333333333	0.0	
R-DRE-450282	MAPK targets/ Nuclear events mediated by MAP kinases	10	18	1	1	1	1	1	1	1	1	1	54	17	4820	0.98308	0.18443	0.18443	5.56	325609	atf1	ENSDARG00000044301		752.293	752.293	752.293		752.293		324.338	324.338	324.338		324.338		1744.92	1744.92	1744.92		1744.92		0.0	752.293			752.293	324.338	1744.92	1	0	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	0															0						Linear,1(1)	1.7072227001190186	1.7072227001190186	1.7072227001190186	1.7072227001190186	0.0	1.7072227001190186	752.293	752.293	324.338	324.338	1744.92	1744.92	UP	1.0	0.0	0.0	
R-DRE-450294	MAP kinase activation	18	33	7	4	2	4	4	4	7	1	1	54	32	4805	0.94752	0.31226	0.31226	3.03	325609	atf1	ENSDARG00000044301		752.293	752.293	752.293		752.293		324.338	324.338	324.338		324.338		1744.92	1744.92	1744.92		1744.92						752.293	324.338	1744.92	1	0	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	0															0						Linear,1(1)	1.7072227001190186	1.7072227001190186	1.7072227001190186	1.7072227001190186	0.0	1.7072227001190186	752.293	752.293	324.338	324.338	1744.92	1744.92	UP	1.0	0.0	0.0	
R-DRE-937061	TRIF(TICAM1)-mediated TLR4 signaling 	22	45	8	5	3	5	5	5	8	2	2	53	43	4794	0.98633	0.090431	0.090431	4.44	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
R-DRE-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	23	46	8	5	3	5	5	5	8	2	2	53	44	4793	0.98549	0.093882	0.093882	4.35	393287;325609	chuk;atf1	ENSDARG00000011662;ENSDARG00000044301		775.3879999999999	775.3879999999999	752.293	32.66126222300758	766.363007482448	30.06421577417698	326.20500000000004	326.20500000000004	324.338	2.640336720942681	325.4754195267258	2.4303914635344293	1844.16	1844.16	1744.92	140.34655392990567	1805.3793003922124	129.18695706556957					798.483;752.293	328.072;324.338	1943.4;1744.92	1	1	1	325609	ENSDARG00000044301	752.293	752.293		324.338	324.338		1744.92	1744.92		752.293	324.338	1744.92	1	393287	ENSDARG00000011662	798.483	798.483		328.072	328.072		1943.4	1943.4		798.483	328.072	1943.4	0						Linear,2(1)	1.7957199147641376	3.5960272550582886	1.7072227001190186	1.88880455493927	0.12839776088383098	1.7980136275291443	730.1218	820.6541999999998	322.54568000000006	329.86432	1649.6496000000002	2038.6704	CONFLICT	0.5	0.5	0.0	
