GO/Pathway/Gene Set/Gene ID,GO Level,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
GO:0003785,6,actin monomer binding,8,15,1,1,0,1,1,1,1,0,0,175,15,18761,0.87005,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003796,4,lysozyme activity,1,4,1,0,0,0,0,0,1,0,0,175,4,18772,0.96357,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003824,2,catalytic activity,1959,5589,262,130,87,158,158,118,262,59,59,116,5530,13246,0.90434,0.12625,0.2434,1.06,100004700;792041;777632;678603;678531;569468;567919;565830;563972;563038;562552;562087;561724;558885;556162;554166;553981;550579;550507;550464;550463;550429;541322;449677;447926;447832;445091;437019;415162;414331;406600;406421;406278;406249;405829;394000;393850;393543;393287;386663;378446;338183;336492;335494;334098;327556;324655;324416;324134;323424;322691;322533;322325;266637;260441;259303;140620;84702;58068,cyp24a1;tbxas1;mccc1;st14a;mmp30;tfb2m;sik2b;mapk6;gstt1a;mgat4a;zgc:171775;ppm1k;csnk1g2b;bap1;pdia5;st3gal7;sptlc1;idh3g;bdh2;ube2g2;eed;steap4;zgc:113054;cpt1b;kif2a;capn3a;capn2l;pcca;ube2l3a;cyp51;stk25b;acox3;ggctb;ddx39ab;dpydb;pgm1;dhx38;ilk;chuk;pfkfb4b;dhcr7;mars1;ptgdsb.1;fuca1.1;hsd11b2;porb;cul3a;dpysl5a;asmtl;sult1st1;plg;anpepb;rnf128a;apmap;mthfd1b;caspb;prps1a;cp;pcxb,ENSDARG00000103277;ENSDARG00000002249;ENSDARG00000102538;ENSDARG00000061173;ENSDARG00000045887;ENSDARG00000074756;ENSDARG00000062315;ENSDARG00000032103;ENSDARG00000042428;ENSDARG00000063330;ENSDARG00000058381;ENSDARG00000076011;ENSDARG00000034056;ENSDARG00000063051;ENSDARG00000069242;ENSDARG00000039064;ENSDARG00000042995;ENSDARG00000023648;ENSDARG00000052696;ENSDARG00000025404;ENSDARG00000099640;ENSDARG00000055901;ENSDARG00000053483;ENSDARG00000058285;ENSDARG00000043571;ENSDARG00000041864;ENSDARG00000034211;ENSDARG00000028982;ENSDARG00000112087;ENSDARG00000042641;ENSDARG00000039022;ENSDARG00000038865;ENSDARG00000005085;ENSDARG00000015111;ENSDARG00000010267;ENSDARG00000013561;ENSDARG00000100013;ENSDARG00000056964;ENSDARG00000011662;ENSDARG00000029075;ENSDARG00000103226;ENSDARG00000034396;ENSDARG00000027088;ENSDARG00000035890;ENSDARG00000001975;ENSDARG00000059035;ENSDARG00000038967;ENSDARG00000011141;ENSDARG00000021433;ENSDARG00000028275;ENSDARG00000023111;ENSDARG00000103878;ENSDARG00000016867;ENSDARG00000017422;ENSDARG00000040492;ENSDARG00000052039;ENSDARG00000015524;ENSDARG00000010312;ENSDARG00000051939,,463.3859498,449.078,1.53704,150.2940776,427.4181033,145.9424487,253.8354035,259.226,0.243817,57.36454946,241.0731799,69.70995493,862.7498714,777.974,9.68961,421.0685823,767.2787224,335.0732439,,,,,390.011;350.138;298.285;414.4;453.458;1.53704;585.536;635.628;521.13;539.741;470.288;421.445;979.037;540.174;347.8;588.837;446.431;727.269;296.996;375.268;706.241;376.409;508.624;608.839;553.238;479.538;401.437;418.109;412.086;449.078;424.374;486.217;517.928;462.628;369.232;501.121;401.083;659.11;798.483;520.468;419.313;528.081;515.462;522.859;333.896;10.961;356.426;433.959;464.229;513.82;472.768;578.521;395.977;435.411;366.913;369.286;326.288;444.782;413.167,237.699;221.023;196.325;247.101;260.864;0.243817;297.154;307.325;281.3;286.483;266.374;249.896;334.966;286.664;219.65;298.373;258.72;321.771;195.551;231.419;318.441;232.272;278.391;301.826;289.093;269.414;242.015;248.532;245.996;259.226;250.934;270.902;280.365;264.006;229.032;275.634;241.906;311.789;328.072;280.895;248.524;282.011;279.873;281.78;213.522;1.81799;223.61;253.915;264.842;279.395;267.165;295.807;239.824;254.861;228.288;229.074;210.052;257.978;246.307,639.922;554.677;453.195;694.968;788.241;9.68961;1153.79;1314.65;965.434;1016.88;830.3;710.757;2861.52;1017.88;550.715;1162.06;770.333;1643.78;451.067;608.53;1566.31;609.991;929.265;1228.14;1058.73;853.545;665.875;703.391;690.316;777.974;717.694;872.667;956.785;810.68;595.255;911.072;665.001;1393.33;1943.4;964.372;707.472;988.86;949.364;970.194;522.131;66.0858;568.13;741.667;813.726;944.936;836.596;1131.43;653.803;743.866;589.716;595.318;506.845;766.853;693.068,45,14,45,100004700;792041;777632;678603;678531;569468;563972;562552;562087;561724;556162;554166;553981;550579;550507;550464;550463;550429;541322;447926;445091;415162;414331;406421;406278;406249;405829;394000;393543;378446;338183;336492;335494;327556;324134;323424;322691;322533;322325;266637;260441;259303;140620;84702;58068,ENSDARG00000103277;ENSDARG00000002249;ENSDARG00000102538;ENSDARG00000061173;ENSDARG00000045887;ENSDARG00000074756;ENSDARG00000042428;ENSDARG00000058381;ENSDARG00000076011;ENSDARG00000034056;ENSDARG00000069242;ENSDARG00000039064;ENSDARG00000042995;ENSDARG00000023648;ENSDARG00000052696;ENSDARG00000025404;ENSDARG00000099640;ENSDARG00000055901;ENSDARG00000053483;ENSDARG00000043571;ENSDARG00000034211;ENSDARG00000112087;ENSDARG00000042641;ENSDARG00000038865;ENSDARG00000005085;ENSDARG00000015111;ENSDARG00000010267;ENSDARG00000013561;ENSDARG00000056964;ENSDARG00000103226;ENSDARG00000034396;ENSDARG00000027088;ENSDARG00000035890;ENSDARG00000059035;ENSDARG00000021433;ENSDARG00000028275;ENSDARG00000023111;ENSDARG00000103878;ENSDARG00000016867;ENSDARG00000017422;ENSDARG00000040492;ENSDARG00000052039;ENSDARG00000015524;ENSDARG00000010312;ENSDARG00000051939,450.3003787,446.431,156.1328524,248.5785957,258.72,62.38237421,833.1460313,770.333,434.1239857,390.011;350.138;298.285;414.4;453.458;1.53704;521.13;470.288;421.445;979.037;347.8;588.837;446.431;727.269;296.996;375.268;706.241;376.409;508.624;553.238;401.437;412.086;449.078;486.217;517.928;462.628;369.232;501.121;659.11;419.313;528.081;515.462;522.859;10.961;464.229;513.82;472.768;578.521;395.977;435.411;366.913;369.286;326.288;444.782;413.167,237.699;221.023;196.325;247.101;260.864;0.243817;281.3;266.374;249.896;334.966;219.65;298.373;258.72;321.771;195.551;231.419;318.441;232.272;278.391;289.093;242.015;245.996;259.226;270.902;280.365;264.006;229.032;275.634;311.789;248.524;282.011;279.873;281.78;1.81799;264.842;279.395;267.165;295.807;239.824;254.861;228.288;229.074;210.052;257.978;246.307,639.922;554.677;453.195;694.968;788.241;9.68961;965.434;830.3;710.757;2861.52;550.715;1162.06;770.333;1643.78;451.067;608.53;1566.31;609.991;929.265;1058.73;665.875;690.316;777.974;872.667;956.785;810.68;595.255;911.072;1393.33;707.472;988.86;949.364;970.194;66.0858;813.726;944.936;836.596;1131.43;653.803;743.866;589.716;595.318;506.845;766.853;693.068,14,567919;565830;563038;558885;449677;447832;437019;406600;393850;393287;386663;334098;324655;324416,ENSDARG00000062315;ENSDARG00000032103;ENSDARG00000063330;ENSDARG00000063051;ENSDARG00000058285;ENSDARG00000041864;ENSDARG00000028982;ENSDARG00000039022;ENSDARG00000100013;ENSDARG00000011662;ENSDARG00000029075;ENSDARG00000001975;ENSDARG00000038967;ENSDARG00000011141,505.4467143,500.003,125.5879813,270.7322857,275.1545,33.27143154,957.9050714,908.9585,374.6513269,585.536;635.628;539.741;540.174;608.839;479.538;418.109;424.374;401.083;798.483;520.468;333.896;356.426;433.959,297.154;307.325;286.483;286.664;301.826;269.414;248.532;250.934;241.906;328.072;280.895;213.522;223.61;253.915,1153.79;1314.65;1016.88;1017.88;1228.14;853.545;703.391;717.694;665.001;1943.4;964.372;522.131;568.13;741.667,0,,,,,,"Hill,2(0.04);Linear,57(0.97)",1.929075069,115.3511029,1.507457614,3.229760885,0.342370262,1.90550971,425.0353701,501.7365295,239.1976762,268.4731308,755.3056894,970.1940533,UP,0.762711864,0.237288136,0
GO:0003839,6,gamma-glutamylcyclotransferase activity,2,4,1,1,1,1,1,1,1,1,1,174,3,18773,0.9995,0.036432,0.036432,25,406278,ggctb,ENSDARG00000005085,,517.928,517.928,517.928,,517.928,,280.365,280.365,280.365,,280.365,,956.785,956.785,956.785,,956.785,,0,517.928,0,517.928,517.928,280.365,956.785,1,0,1,406278,ENSDARG00000005085,517.928,517.928,,280.365,280.365,,956.785,956.785,,517.928,280.365,956.785,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.507457614,1.507457614,1.507457614,1.507457614,0,1.507457614,517.928,517.928,280.365,280.365,956.785,956.785,UP,1,0,0
GO:0003841,8,1-acylglycerol-3-phosphate O-acyltransferase activity,4,8,2,1,0,2,2,1,2,0,0,175,8,18768,0.92846,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003845,6,11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity,1,1,1,1,1,1,1,1,1,1,1,174,0,18776,1,0.0092343,0.0092343,100,334098,hsd11b2,ENSDARG00000001975,,333.896,333.896,333.896,,333.896,,213.522,213.522,213.522,,213.522,,522.131,522.131,522.131,,522.131,,0,333.896,0,333.896,333.896,213.522,522.131,0,1,0,,,,,,,,,,,,,,,1,334098,ENSDARG00000001975,333.896,333.896,,213.522,213.522,,522.131,522.131,,333.896,213.522,522.131,0,,,,,,"Linear,1(1)",3.014939547,3.014939547,3.014939547,3.014939547,0,3.014939547,333.896,333.896,213.522,213.522,522.131,522.131,DOWN,0,1,0
GO:0003857,6,3-hydroxyacyl-CoA dehydrogenase activity,4,6,1,0,0,0,0,0,1,0,0,175,6,18770,0.94585,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003858,6,3-hydroxybutyrate dehydrogenase activity,1,1,1,1,1,1,1,1,1,1,1,174,0,18776,1,0.0092343,0.0092343,100,550507,bdh2,ENSDARG00000052696,,296.996,296.996,296.996,,296.996,,195.551,195.551,195.551,,195.551,,451.067,451.067,451.067,,451.067,,0,296.996,0,296.996,296.996,195.551,451.067,1,0,1,550507,ENSDARG00000052696,296.996,296.996,,195.551,195.551,,451.067,451.067,,296.996,195.551,451.067,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.803773165,1.803773165,1.803773165,1.803773165,0,1.803773165,296.996,296.996,195.551,195.551,451.067,451.067,UP,1,0,0
GO:0003870,8,5-aminolevulinate synthase activity,1,2,1,0,0,0,0,0,1,0,0,175,2,18774,0.98162,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003872,7,6-phosphofructokinase activity,3,6,1,1,0,1,1,1,1,0,0,175,6,18770,0.94585,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003873,7,6-phosphofructo-2-kinase activity,2,7,1,1,1,1,1,1,1,1,1,174,6,18770,0.99827,0.062887,0.062887,14.29,386663,pfkfb4b,ENSDARG00000029075,,520.468,520.468,520.468,,520.468,,280.895,280.895,280.895,,280.895,,964.372,964.372,964.372,,964.372,,0,520.468,0,520.468,520.468,280.895,964.372,0,1,0,,,,,,,,,,,,,,,1,386663,ENSDARG00000029075,520.468,520.468,,280.895,280.895,,964.372,964.372,,520.468,280.895,964.372,0,,,,,,"Linear,1(1)",1.634017706,1.634017706,1.634017706,1.634017706,0,1.634017706,520.468,520.468,280.895,280.895,964.372,964.372,DOWN,0,1,0
GO:0003884,6,D-amino-acid oxidase activity,3,9,1,0,0,0,0,0,1,0,0,175,9,18767,0.91988,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003899,7,DNA-directed 5'-3' RNA polymerase activity,13,30,3,1,0,1,1,1,3,0,0,175,30,18746,0.75689,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003906,5,DNA-(apurinic or apyrimidinic site) endonuclease activity,3,8,2,0,0,1,1,0,2,0,0,175,8,18768,0.92846,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003924,8,GTPase activity,136,320,12,7,4,5,5,5,12,0,0,175,320,18456,0.050081,1,0.1269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003954,5,NADH dehydrogenase activity,15,16,7,0,0,3,3,2,7,0,0,175,16,18760,0.862,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003955,6,NAD(P)H dehydrogenase (quinone) activity,14,14,6,0,0,2,2,1,6,0,0,175,14,18762,0.87816,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003958,6,NADPH-hemoprotein reductase activity,2,3,1,1,1,1,1,1,1,1,1,174,2,18774,0.99975,0.027449,0.027449,33.33,327556,porb,ENSDARG00000059035,,10.961,10.961,10.961,,10.961,,1.81799,1.81799,1.81799,,1.81799,,66.0858,66.0858,66.0858,,66.0858,,0,10.961,0,10.961,10.961,1.81799,66.0858,1,0,1,327556,ENSDARG00000059035,10.961,10.961,,1.81799,1.81799,,66.0858,66.0858,,10.961,1.81799,66.0858,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(1)",1.682910919,1.682910919,1.682910919,1.682910919,0,1.682910919,10.961,10.961,1.81799,1.81799,66.0858,66.0858,UP,1,0,0
GO:0003985,8,acetyl-CoA C-acetyltransferase activity,2,3,1,1,1,0,0,0,1,0,0,175,3,18773,0.97255,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003988,7,acetyl-CoA C-acyltransferase activity,3,4,1,1,1,0,0,0,1,0,0,175,4,18772,0.96357,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003995,5,acyl-CoA dehydrogenase activity,9,11,1,1,0,1,1,1,1,0,0,175,11,18765,0.90296,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003997,6,acyl-CoA oxidase activity,3,4,2,2,2,1,1,1,2,1,1,174,3,18773,0.9995,0.036432,0.036432,25,406421,acox3,ENSDARG00000038865,,486.217,486.217,486.217,,486.217,,270.902,270.902,270.902,,270.902,,872.667,872.667,872.667,,872.667,,0,486.217,0,486.217,486.217,270.902,872.667,1,0,1,406421,ENSDARG00000038865,486.217,486.217,,270.902,270.902,,872.667,872.667,,486.217,270.902,872.667,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.776017904,1.776017904,1.776017904,1.776017904,0,1.776017904,486.217,486.217,270.902,270.902,872.667,872.667,UP,1,0,0
GO:0004017,7,adenylate kinase activity,5,9,1,0,0,1,1,0,1,0,0,175,9,18767,0.91988,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004022,7,alcohol dehydrogenase (NAD+) activity,2,6,1,0,0,0,0,0,1,0,0,175,6,18770,0.94585,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004024,8,"alcohol dehydrogenase activity, zinc-dependent",2,5,1,0,0,0,0,0,1,0,0,175,5,18771,0.95467,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004027,6,alcohol sulfotransferase activity,9,49,3,1,1,2,2,2,3,1,1,174,48,18728,0.92479,0.36566,0.36566,2.04,323424,sult1st1,ENSDARG00000028275,,513.82,513.82,513.82,,513.82,,279.395,279.395,279.395,,279.395,,944.936,944.936,944.936,,944.936,,,,,,513.82,279.395,944.936,1,0,1,323424,ENSDARG00000028275,513.82,513.82,,279.395,279.395,,944.936,944.936,,513.82,279.395,944.936,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.842792273,1.842792273,1.842792273,1.842792273,0,1.842792273,513.82,513.82,279.395,279.395,944.936,944.936,UP,1,0,0
GO:0004029,7,aldehyde dehydrogenase (NAD+) activity,6,10,2,1,0,1,1,1,2,0,0,175,10,18766,0.91138,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004030,6,aldehyde dehydrogenase [NAD(P)+] activity,6,10,2,1,0,1,1,1,2,0,0,175,10,18766,0.91138,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004032,8,alditol:NADP+ 1-oxidoreductase activity,2,5,1,0,0,0,0,0,1,0,0,175,5,18771,0.95467,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004033,6,aldo-keto reductase (NADP) activity,6,17,1,0,0,0,0,0,1,0,0,175,17,18759,0.85404,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004062,6,aryl sulfotransferase activity,2,8,1,1,1,1,1,1,1,1,1,174,7,18769,0.99771,0.071543,0.071543,12.5,323424,sult1st1,ENSDARG00000028275,,513.82,513.82,513.82,,513.82,,279.395,279.395,279.395,,279.395,,944.936,944.936,944.936,,944.936,,0,513.82,0,513.82,513.82,279.395,944.936,1,0,1,323424,ENSDARG00000028275,513.82,513.82,,279.395,279.395,,944.936,944.936,,513.82,279.395,944.936,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.842792273,1.842792273,1.842792273,1.842792273,0,1.842792273,513.82,513.82,279.395,279.395,944.936,944.936,UP,1,0,0
GO:0004084,6,branched-chain-amino-acid transaminase activity,2,2,1,1,0,1,1,1,1,0,0,175,2,18774,0.98162,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004095,8,carnitine O-palmitoyltransferase activity,3,5,1,1,1,1,1,1,1,1,1,174,4,18772,0.99917,0.045332,0.045332,20,449677,cpt1b,ENSDARG00000058285,,608.839,608.839,608.839,,608.839,,301.826,301.826,301.826,,301.826,,1228.14,1228.14,1228.14,,1228.14,,0,608.839,0,608.839,608.839,301.826,1228.14,0,1,0,,,,,,,,,,,,,,,1,449677,ENSDARG00000058285,608.839,608.839,,301.826,301.826,,1228.14,1228.14,,608.839,301.826,1228.14,0,,,,,,"Linear,1(1)",1.862719774,1.862719774,1.862719774,1.862719774,0,1.862719774,608.839,608.839,301.826,301.826,1228.14,1228.14,DOWN,0,1,0
GO:0004108,7,citrate (Si)-synthase activity,1,1,1,0,0,1,1,0,1,0,0,175,1,18775,0.99077,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004123,5,cystathionine gamma-lyase activity,1,2,1,0,0,0,0,0,1,0,0,175,2,18774,0.98162,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004129,5,cytochrome-c oxidase activity,16,21,5,0,0,2,2,0,5,0,0,175,21,18755,0.8229,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004144,8,diacylglycerol O-acyltransferase activity,1,5,1,0,0,0,0,0,1,0,0,175,5,18771,0.95467,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004149,6,dihydrolipoyllysine-residue succinyltransferase activity,1,1,1,1,0,1,1,1,1,0,0,175,1,18775,0.99077,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004155,6,"6,7-dihydropteridine reductase activity",2,4,1,0,0,1,1,0,1,0,0,175,4,18772,0.96357,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0004157,6,dihydropyrimidinase activity,5,7,2,2,2,1,1,1,2,1,1,174,6,18770,0.99827,0.062887,0.062887,14.29,324416,dpysl5a,ENSDARG00000011141,,433.959,433.959,433.959,,433.959,,253.915,253.915,253.915,,253.915,,741.667,741.667,741.667,,741.667,,0,433.959,0,433.959,433.959,253.915,741.667,0,1,0,,,,,,,,,,,,,,,1,324416,ENSDARG00000011141,433.959,433.959,,253.915,253.915,,741.667,741.667,,433.959,253.915,741.667,0,,,,,,"Linear,1(1)",2.159129381,2.159129381,2.159129381,2.159129381,0,2.159129381,433.959,433.959,253.915,253.915,741.667,741.667,DOWN,0,1,0
GO:0004175,5,endopeptidase activity,115,394,23,10,8,10,10,8,23,6,6,169,388,18388,0.92655,0.15829,0.18316,1.52,678603;678531;447832;445091;322691;259303,st14a;mmp30;capn3a;capn2l;plg;caspb,ENSDARG00000061173;ENSDARG00000045887;ENSDARG00000041864;ENSDARG00000034211;ENSDARG00000023111;ENSDARG00000052039,,431.8145,433.929,369.286,43.72421145,438.4053595,37.1934582,252.6055,253.9825,229.074,15.86755959,255.1767251,13.18385323,739.0905,741.6045,595.318,102.9570425,753.9018315,88.81240708,,,,,414.4;453.458;479.538;401.437;472.768;369.286,247.101;260.864;269.414;242.015;267.165;229.074,694.968;788.241;853.545;665.875;836.596;595.318,5,1,5,678603;678531;445091;322691;259303,ENSDARG00000061173;ENSDARG00000045887;ENSDARG00000034211;ENSDARG00000023111;ENSDARG00000052039,422.2698,414.4,41.30978816,249.2438,247.101,15.16464994,716.1996,694.968,96.5413951,414.4;453.458;401.437;472.768;369.286,247.101;260.864;242.015;267.165;229.074,694.968;788.241;665.875;836.596;595.318,1,447832,ENSDARG00000041864,479.538,479.538,,269.414,269.414,,853.545,853.545,,479.538,269.414,853.545,0,,,,,,"Linear,6(1)",1.9675949,11.82228327,1.776417971,2.107057095,0.113218177,1.997716069,396.8278442,466.8011558,239.908808,265.302192,656.7077083,821.4732917,UP,0.833333333,0.166666667,0
GO:0004177,6,aminopeptidase activity,16,30,3,1,1,1,1,1,3,1,1,174,29,18747,0.96886,0.24311,0.24311,3.33,322533,anpepb,ENSDARG00000103878,,578.521,578.521,578.521,,578.521,,295.807,295.807,295.807,,295.807,,1131.43,1131.43,1131.43,,1131.43,,,,,,578.521,295.807,1131.43,1,0,1,322533,ENSDARG00000103878,578.521,578.521,,295.807,295.807,,1131.43,1131.43,,578.521,295.807,1131.43,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.973438859,1.973438859,1.973438859,1.973438859,0,1.973438859,578.521,578.521,295.807,295.807,1131.43,1131.43,UP,1,0,0
