Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 03/16/22
Deduplicate Gene Sets: false
Data Source: BPAF_DESeq_normData
Work Source: BPAF_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/24/2022 10:20.10
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 4359
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0000054	8	ribosomal subunit export from nucleus	10	13	2	0	0	2	2	1	2	0	0	66	13	18872	0.95565	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000070	6	mitotic sister chromatid segregation	5	17	1	0	0	0	0	0	1	0	0	66	17	18868	0.94239	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000075	6	cell cycle checkpoint signaling	16	62	2	1	0	2	2	2	2	0	0	66	62	18823	0.80521	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000077	8	DNA damage checkpoint signaling	8	33	1	1	0	1	1	1	1	0	0	66	33	18852	0.89116	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000079	8	regulation of cyclin-dependent protein serine/threonine kinase activity	17	34	2	1	1	1	1	1	2	0	0	66	34	18851	0.88806	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000096	5	sulfur amino acid metabolic process	8	20	1	1	1	0	0	0	1	0	0	66	20	18865	0.93257	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000097	6	sulfur amino acid biosynthetic process	6	14	1	1	1	0	0	0	1	0	0	66	14	18871	0.95232	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000104	5	succinate dehydrogenase activity	3	3	1	0	0	1	1	0	1	0	0	66	3	18882	0.98959	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000118	4	histone deacetylase complex	29	50	3	0	0	3	3	2	3	0	0	66	50	18835	0.83974	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000122	9	negative regulation of transcription by RNA polymerase II	84	189	7	3	3	4	4	4	7	0	0	66	189	18696	0.51547	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000123	5	histone acetyltransferase complex	36	66	1	0	0	1	1	1	1	0	0	66	66	18819	0.79401	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000124	6	SAGA complex	7	12	1	0	0	1	1	1	1	0	0	66	12	18873	0.95899	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000132	8	establishment of mitotic spindle orientation	8	18	1	0	0	0	0	0	1	0	0	66	18	18867	0.93911	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000139	6	Golgi membrane	85	261	13	4	2	12	12	4	13	0	0	66	261	18624	0.39977	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000145	4	exocyst	8	18	1	0	0	0	0	0	1	0	0	66	18	18867	0.93911	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000146	3	microfilament motor activity	11	19	1	1	0	1	1	1	1	0	0	66	19	18866	0.93583	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000149	4	SNARE binding	59	111	2	1	1	2	2	2	2	1	1	65	110	18775	0.94277	0.32185	0.32185	0.9	768157	cplx4a	ENSDARG00000059978		928.926	928.926	928.926		928.926		334.658	334.658	334.658		334.658		2578.46	2578.46	2578.46		2578.46						928.926	334.658	2578.46	0	1	0															1	768157	ENSDARG00000059978	928.926	928.926		334.658	334.658		2578.46	2578.46		928.926	334.658	2578.46	0						Linear,1(1)	1.6825534105300903	1.6825534105300903	1.6825534105300903	1.6825534105300903	0.0	1.6825534105300903	928.926	928.926	334.658	334.658	2578.46	2578.46	DOWN	0.0	1.0	0.0	
GO:0000151	4	ubiquitin ligase complex	61	202	4	1	0	4	4	3	4	0	0	66	202	18683	0.49238	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000159	5	protein phosphatase type 2A complex	14	19	1	0	0	1	1	1	1	0	0	66	19	18866	0.93583	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000165	6	MAPK cascade	18	26	1	1	0	1	1	1	1	0	0	66	26	18859	0.91323	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000166	4	nucleotide binding	1003	2147	117	59	30	81	81	60	117	10	10	56	2137	16748	0.87771	0.20983	0.32815	0.47	100009657;641421;565173;563011;550502;550270;447839;406762;336681;58004	rps6ka3b;tubb2b;rps6ka5;myh14;adss2;camk4;ehd1b;pgd;tubb4b;kif26ab	ENSDARG00000057927;ENSDARG00000098591;ENSDARG00000060551;ENSDARG00000073732;ENSDARG00000002071;ENSDARG00000005372;ENSDARG00000014793;ENSDARG00000015343;ENSDARG00000002344;ENSDARG00000015016		553.572752	589.543	5.50052	219.47021293781668	512.6610368311794	211.715689289556	269.444598	298.096	1.16398	96.34224073330365	259.63408444236677	95.37490115972501	1150.86354	1166.07	25.9934	534.7005068002755	1026.16206290762	509.0503763468925					477.341;817.062;725.839;600.504;5.50052;543.114;485.981;680.532;578.582;621.272	268.563;329.724;321.063;300.479;1.16398;287.144;271.174;314.757;295.713;304.665	848.421;2024.69;1640.93;1200.1;25.9934;1027.26;870.941;1471.37;1132.04;1266.89	9	1	9	100009657;641421;563011;550502;550270;447839;406762;336681;58004	ENSDARG00000057927;ENSDARG00000098591;ENSDARG00000073732;ENSDARG00000002071;ENSDARG00000005372;ENSDARG00000014793;ENSDARG00000015343;ENSDARG00000002344;ENSDARG00000015016	534.4320577777778	578.582	223.75533890975663	263.70921999999996	295.713	100.3593142621582	1096.4117111111111	1132.04	536.923125027132	477.341;817.062;600.504;5.50052;543.114;485.981;680.532;578.582;621.272	268.563;329.724;300.479;1.16398;287.144;271.174;314.757;295.713;304.665	848.421;2024.69;1200.1;25.9934;1027.26;870.941;1471.37;1132.04;1266.89	1	565173	ENSDARG00000060551	725.839	725.839		321.063	321.063		1640.93	1640.93		725.839	321.063	1640.93	0						Exp 5,1(0.1);Linear,9(0.9)	2.520970539862382	27.74450373649597	1.5187630653381348	5.06249475479126	1.311756865543223	2.354651927947998	417.54370471665175	689.6017992833483	209.73105854210795	329.158137457892	819.4527323630969	1482.2743476369037	UP	0.9	0.1	0.0	
GO:0000175	8	3'-5'-exoribonuclease activity	12	24	2	1	1	2	2	1	2	1	1	65	23	18862	0.99686	0.080367	0.080367	4.17	560386	cnot6b	ENSDARG00000101072		887.479	887.479	887.479		887.479		333.474	333.474	333.474		333.474		2361.86	2361.86	2361.86		2361.86						887.479	333.474	2361.86	0	1	0															1	560386	ENSDARG00000101072	887.479	887.479		333.474	333.474		2361.86	2361.86		887.479	333.474	2361.86	0						Linear,1(1)	2.5960588455200195	2.5960588455200195	2.5960588455200195	2.5960588455200195	0.0	2.5960588455200195	887.479	887.479	333.474	333.474	2361.86	2361.86	DOWN	0.0	1.0	0.0	
GO:0000184	9	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	14	23	4	2	2	2	2	1	4	1	1	65	22	18863	0.99712	0.077149	0.077149	4.35	393121	dcp2	ENSDARG00000104242		433.29	433.29	433.29		433.29		253.881	253.881	253.881		253.88100000000003		739.481	739.481	739.481		739.481						433.29	253.881	739.481	1	0	1	393121	ENSDARG00000104242	433.29	433.29		253.881	253.881		739.481	739.481		433.29	253.881	739.481	0															0						Linear,1(1)	2.7244935035705566	2.7244935035705566	2.7244935035705566	2.7244935035705566	0.0	2.7244935035705566	433.29	433.29	253.881	253.881	739.481	739.481	UP	1.0	0.0	0.0	
GO:0000209	10	protein polyubiquitination	53	128	3	2	1	2	2	1	3	1	1	65	127	18758	0.92659	0.36114	0.36114	0.78	555391	trim3b	ENSDARG00000005397		732.597	732.597	732.597		732.597		321.711	321.711	321.711		321.711		1668.26	1668.26	1668.26		1668.26						732.597	321.711	1668.26	0	1	0															1	555391	ENSDARG00000005397	732.597	732.597		321.711	321.711		1668.26	1668.26		732.597	321.711	1668.26	0						Linear,1(1)	1.805113673210144	1.805113673210144	1.805113673210144	1.805113673210144	0.0	1.805113673210144	732.597	732.597	321.711	321.711	1668.26	1668.26	DOWN	0.0	1.0	0.0	
GO:0000226	5	microtubule cytoskeleton organization	121	252	17	8	4	13	13	10	17	2	2	64	250	18635	0.9423	0.21895	0.21895	0.79	641421;336681	tubb2b;tubb4b	ENSDARG00000098591;ENSDARG00000002344		697.822	697.822	578.582	168.63082517736783	720.1423146103132	165.6501201671562	312.7185	312.7185	295.713	24.04940873493579	315.90172802839385	23.624313305119802	1578.365	1578.365	1132.04	631.198868226172	1661.9117495676624	620.0418473968965					817.062;578.582	329.724;295.713	2024.69;1132.04	2	0	2	641421;336681	ENSDARG00000098591;ENSDARG00000002344	697.822	697.822	168.63082517736783	312.7185	312.7185	24.04940873493579	1578.365	1578.365	631.198868226172	817.062;578.582	329.724;295.713	2024.69;1132.04	0															0						Linear,2(1)	1.6190017945797346	3.244619369506836	1.5187630653381348	1.7258563041687012	0.14643703351497875	1.622309684753418	464.11159999999995	931.5324	279.38772000000006	346.04927999999995	703.5679999999999	2453.1620000000003	UP	1.0	0.0	0.0	
GO:0000271	6	polysaccharide biosynthetic process	10	37	2	1	1	1	1	0	2	0	0	66	37	18848	0.87879	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000272	6	polysaccharide catabolic process	4	5	1	1	0	1	1	1	1	0	0	66	5	18880	0.98271	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000276	5	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	3	11	1	0	0	1	1	1	1	0	0	66	11	18874	0.96234	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000278	4	mitotic cell cycle	34	79	9	4	2	8	8	8	9	2	2	64	77	18808	0.99736	0.030991	0.030991	2.53	641421;336681	tubb2b;tubb4b	ENSDARG00000098591;ENSDARG00000002344		697.822	697.822	578.582	168.63082517736783	720.1423146103132	165.6501201671562	312.7185	312.7185	295.713	24.04940873493579	315.90172802839385	23.624313305119802	1578.365	1578.365	1132.04	631.198868226172	1661.9117495676624	620.0418473968965					817.062;578.582	329.724;295.713	2024.69;1132.04	2	0	2	641421;336681	ENSDARG00000098591;ENSDARG00000002344	697.822	697.822	168.63082517736783	312.7185	312.7185	24.04940873493579	1578.365	1578.365	631.198868226172	817.062;578.582	329.724;295.713	2024.69;1132.04	0															0						Linear,2(1)	1.6190017945797346	3.244619369506836	1.5187630653381348	1.7258563041687012	0.14643703351497875	1.622309684753418	464.11159999999995	931.5324	279.38772000000006	346.04927999999995	703.5679999999999	2453.1620000000003	UP	1.0	0.0	0.0	
GO:0000281	5	mitotic cytokinesis	13	33	1	1	0	1	1	1	1	0	0	66	33	18852	0.89116	1.0	1.0	0.0																														0	0	0															0															0																							
