GO/Pathway/Gene Set/Gene ID,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
R-DRE-15869,Metabolism of nucleotides,34,54,4,4,3,1,1,1,4,1,1,62,53,4776,0.8471,0.50529,0.50529,1.85,431724,impdh1a,ENSDARG00000042336,,527.945,527.945,527.945,,527.945,,283.637,283.637,283.637,,283.637,,982.684,982.684,982.684,,982.684,,,,,,527.945,283.637,982.684,1,0,1,431724,ENSDARG00000042336,527.945,527.945,,283.637,283.637,,982.684,982.684,,527.945,283.637,982.684,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",2.02453661,2.02453661,2.02453661,2.02453661,0,2.02453661,527.945,527.945,283.637,283.637,982.684,982.684,UP,1,0,0
R-DRE-74217,Purine salvage,6,9,1,1,1,0,0,0,1,0,0,63,9,4820,0.88981,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-8956321,Nucleotide salvage,9,14,1,1,1,0,0,0,1,0,0,63,14,4815,0.83384,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-1266738,Developmental Biology,143,204,23,19,17,13,13,7,23,4,4,59,200,4629,0.87912,0.26752,0.33466,1.96,797351;664718;553371;30327,krt5;krt1-19d;krtt1c19e;cyt1,ENSDARG00000058371;ENSDARG00000023082;ENSDARG00000090268;ENSDARG00000092947,,6.60085375,5.040835,0.498845,7.423135504,4.623983888,5.812365905,1.726829,1.045259,0.102108,2.173309976,1.048754573,1.48130121,26.04381,24.317625,2.43709,26.86239943,20.85611262,24.64671598,,,,,0.498845;9.40895;15.8229;0.67272,0.102108;1.96006;4.71469;0.130458,2.43709;45.1663;53.1029;3.46895,4,0,4,797351;664718;553371;30327,ENSDARG00000058371;ENSDARG00000023082;ENSDARG00000090268;ENSDARG00000092947,6.60085375,5.040835,7.423135504,1.726829,1.045259,2.173309976,26.04381,24.317625,26.86239943,0.498845;9.40895;15.8229;0.67272,0.102108;1.96006;4.71469;0.130458,2.43709;45.1663;53.1029;3.46895,0,,,,,,,,,,,,,,,0,,,,,,"Exp 5,1(0.25);Hill,3(0.75)",1.794894901,7.240339756,1.564408183,2.206005573,0.279091541,1.734963,-0.673819044,13.87552654,-0.403014776,3.856672776,-0.281341437,52.36896144,UP,1,0,0
R-DRE-1500931,Cell-Cell communication,24,39,4,4,4,1,1,0,4,0,0,63,39,4790,0.602,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),43,73,5,3,3,3,3,1,5,1,1,62,72,4757,0.75814,0.61453,0.61453,1.37,100150119,si:cabz01007802.1,ENSDARG00000068030,,518.51,518.51,518.51,,518.51,,281.361,281.361,281.361,,281.361,,955.543,955.543,955.543,,955.543,,,,,,518.51,281.361,955.543,1,0,1,100150119,ENSDARG00000068030,518.51,518.51,,281.361,281.361,,955.543,955.543,,518.51,281.361,955.543,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.848505259,1.848505259,1.848505259,1.848505259,0,1.848505259,518.51,518.51,281.361,281.361,955.543,955.543,UP,1,0,0
R-DRE-392499,Metabolism of proteins,640,976,40,36,28,30,30,24,40,18,18,45,958,3871,0.96559,0.063171,0.11037,1.84,797939;751730;692275;561006;559776;552972;415202;406557;406329;394071;393461;336334;335656;327341;321505;100150119;100126013;100005128,fbxl16;mrpl32;usp22;daxx;zgc:175088;mrpl34;psmd4a;mcrs1;dhps;srp9;gmds;eef1a1a;gngt1;eif2s3;bmi1a;si:cabz01007802.1;nagk;si:dkey-239b22.2,ENSDARG00000060915;ENSDARG00000060489;ENSDARG00000040407;ENSDARG00000000729;ENSDARG00000099306;ENSDARG00000092954;ENSDARG00000101295;ENSDARG00000020840;ENSDARG00000003270;ENSDARG00000042851;ENSDARG00000026629;ENSDARG00000039502;ENSDARG00000035798;ENSDARG00000008292;ENSDARG00000006010;ENSDARG00000068030;ENSDARG00000099116;ENSDARG00000097826,,398.1171574,434.169,0.640374,243.7561726,273.6123651,258.4936096,211.9314422,253.8425,0.115912,120.0835605,150.2087653,135.5615907,759.0931422,743.052,3.53786,516.3822857,507.4599834,513.7166755,,,,,510.329;491.111;2.52607;5.42971;682.353;461.965;544.262;654.5;689.105;697.7;380.275;3.05368;0.640374;349.285;378.579;518.51;406.373;390.112,278.244;272.826;0.527238;1.04827;315.141;263.803;287.5;310.474;316.92;317.659;234.086;0.828539;0.115912;220.409;232.602;281.361;243.882;237.339,935.998;884.043;12.1027;28.1243;1477.45;808.979;1030.33;1379.73;1498.38;1532.41;617.759;11.2547;3.53786;553.518;616.169;955.543;677.125;641.223,13,5,13,751730;561006;559776;552972;415202;406557;406329;394071;393461;327341;100150119;100126013;100005128,ENSDARG00000060489;ENSDARG00000000729;ENSDARG00000099306;ENSDARG00000092954;ENSDARG00000101295;ENSDARG00000020840;ENSDARG00000003270;ENSDARG00000042851;ENSDARG00000026629;ENSDARG00000008292;ENSDARG00000068030;ENSDARG00000099116;ENSDARG00000097826,482.3831315,491.111,190.2305447,254.0344823,272.826,83.24150028,929.5857154,884.043,448.6403066,491.111;5.42971;682.353;461.965;544.262;654.5;689.105;697.7;380.275;349.285;518.51;406.373;390.112,272.826;1.04827;315.141;263.803;287.5;310.474;316.92;317.659;234.086;220.409;281.361;243.882;237.339,884.043;28.1243;1477.45;808.979;1030.33;1379.73;1498.38;1532.41;617.759;553.518;955.543;677.125;641.223,5,797939;692275;336334;335656;321505,ENSDARG00000060915;ENSDARG00000040407;ENSDARG00000039502;ENSDARG00000035798;ENSDARG00000006010,179.0256248,3.05368,246.7402439,102.4635378,0.828539,140.5618271,315.812452,12.1027,435.1306207,510.329;2.52607;3.05368;0.640374;378.579,278.244;0.527238;0.828539;0.115912;232.602,935.998;12.1027;11.2547;3.53786;616.169,0,,,,,,"Exp 5,1(0.06);Hill,3(0.17);Linear,14(0.78)",1.892039614,34.58736837,1.506662726,2.755337238,0.353688317,1.948289752,285.5075509,510.726764,156.4556675,267.4072168,520.5366972,997.6495873,UP,0.722222222,0.277777778,0
R-DRE-418990,Adherens junctions interactions,12,19,1,1,1,0,0,0,1,0,0,63,19,4810,0.78135,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-421270,Cell-cell junction organization,13,21,1,1,1,0,0,0,1,0,0,63,21,4808,0.76128,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-446728,Cell junction organization,22,33,4,4,4,1,1,0,4,0,0,63,33,4796,0.65106,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-525793,Myogenesis,14,17,1,0,0,0,0,0,1,0,0,63,17,4812,0.80195,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
