GO/Pathway/Gene Set/Gene ID,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
R-DRE-392499,Metabolism of proteins,514,976,28,23,15,20,20,15,28,8,8,33,968,3883,0.56508,0.59068,1,0.82,565942;449676;406757;406372;403079;393922;323733;322397,meltf;mcfd2;canx;wdr5;igfbp3;psmd13;top2a;yy1a,ENSDARG00000075159;ENSDARG00000039757;ENSDARG00000037488;ENSDARG00000016903;ENSDARG00000099144;ENSDARG00000016239;ENSDARG00000024488;ENSDARG00000042796,,0.390666863,0.421622,0.0149579,0.16501208,0.325935141,0.191397919,0.224057454,0.249108,0.00297763,0.091934432,0.19036087,0.112665086,0.6876211,0.714056,0.0751398,0.295045834,0.567218883,0.316606196,,,,,0.5031;0.0149579;0.361538;0.557243;0.448453;0.394791;0.385147;0.460105,0.276138;0.00297763;0.225837;0.29133;0.25872;0.239496;0.23549;0.262471,0.916605;0.0751398;0.57878;1.06587;0.777328;0.650784;0.629912;0.80655,5,3,5,565942;449676;406757;403079;393922,ENSDARG00000075159;ENSDARG00000039757;ENSDARG00000037488;ENSDARG00000099144;ENSDARG00000016239,0.34456798,0.394791,0.191948976,0.200633726,0.239496,0.112125292,0.59972736,0.650784,0.320230818,0.5031;0.0149579;0.361538;0.448453;0.394791,0.276138;0.00297763;0.225837;0.25872;0.239496,0.916605;0.0751398;0.57878;0.777328;0.650784,3,406372;323733;322397,ENSDARG00000016903;ENSDARG00000024488;ENSDARG00000042796,0.467498333,0.460105,0.086285887,0.263097,0.262471,0.027925263,0.834110667,0.80655,0.219281867,0.557243;0.385147;0.460105,0.29133;0.23549;0.262471,1.06587;0.629912;0.80655,0,,,,,,"Exp 5,1(0.13);Linear,7(0.88)",1.957721225,16.10913038,1.503896713,2.932005167,0.52871934,1.883517563,0.276319325,0.5050144,0.160350143,0.287764765,0.483164768,0.892077432,UP,0.625,0.375,0
R-DRE-421270,Cell-cell junction organization,11,21,1,1,1,1,1,1,1,1,1,40,20,4831,0.98699,0.16231,0.16231,4.76,117507,prkci,ENSDARG00000021225,,0.334561,0.334561,0.334561,,0.334561,,0.213639,0.213639,0.213639,,0.213639,,0.523925,0.523925,0.523925,,0.523925,,,,,,0.334561,0.213639,0.523925,0,1,0,,,,,,,,,,,,,,,1,117507,ENSDARG00000021225,0.334561,0.334561,,0.213639,0.213639,,0.523925,0.523925,,0.334561,0.213639,0.523925,0,,,,,,"Linear,1(1)",3.626229286,3.626229286,3.626229286,3.626229286,0,3.626229286,0.334561,0.334561,0.213639,0.213639,0.523925,0.523925,DOWN,0,1,0
R-DRE-446728,Cell junction organization,18,33,3,3,3,1,1,1,3,1,1,40,32,4819,0.96928,0.2432,0.2432,3.03,117507,prkci,ENSDARG00000021225,,0.334561,0.334561,0.334561,,0.334561,,0.213639,0.213639,0.213639,,0.213639,,0.523925,0.523925,0.523925,,0.523925,,,,,,0.334561,0.213639,0.523925,0,1,0,,,,,,,,,,,,,,,1,117507,ENSDARG00000021225,0.334561,0.334561,,0.213639,0.213639,,0.523925,0.523925,,0.334561,0.213639,0.523925,0,,,,,,"Linear,1(1)",3.626229286,3.626229286,3.626229286,3.626229286,0,3.626229286,0.334561,0.334561,0.213639,0.213639,0.523925,0.523925,DOWN,0,1,0
R-DRE-525793,Myogenesis,13,17,1,1,1,1,1,0,1,0,0,41,17,4834,0.86648,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-597592,Post-translational protein modification,349,751,23,19,13,17,17,13,23,8,8,33,743,4108,0.8331,0.28771,0.51125,1.07,565942;449676;406757;406372;403079;393922;323733;322397,meltf;mcfd2;canx;wdr5;igfbp3;psmd13;top2a;yy1a,ENSDARG00000075159;ENSDARG00000039757;ENSDARG00000037488;ENSDARG00000016903;ENSDARG00000099144;ENSDARG00000016239;ENSDARG00000024488;ENSDARG00000042796,,0.390666863,0.421622,0.0149579,0.16501208,0.325935141,0.191397919,0.224057454,0.249108,0.00297763,0.091934432,0.19036087,0.112665086,0.6876211,0.714056,0.0751398,0.295045834,0.567218883,0.316606196,,,,,0.5031;0.0149579;0.361538;0.557243;0.448453;0.394791;0.385147;0.460105,0.276138;0.00297763;0.225837;0.29133;0.25872;0.239496;0.23549;0.262471,0.916605;0.0751398;0.57878;1.06587;0.777328;0.650784;0.629912;0.80655,5,3,5,565942;449676;406757;403079;393922,ENSDARG00000075159;ENSDARG00000039757;ENSDARG00000037488;ENSDARG00000099144;ENSDARG00000016239,0.34456798,0.394791,0.191948976,0.200633726,0.239496,0.112125292,0.59972736,0.650784,0.320230818,0.5031;0.0149579;0.361538;0.448453;0.394791,0.276138;0.00297763;0.225837;0.25872;0.239496,0.916605;0.0751398;0.57878;0.777328;0.650784,3,406372;323733;322397,ENSDARG00000016903;ENSDARG00000024488;ENSDARG00000042796,0.467498333,0.460105,0.086285887,0.263097,0.262471,0.027925263,0.834110667,0.80655,0.219281867,0.557243;0.385147;0.460105,0.29133;0.23549;0.262471,1.06587;0.629912;0.80655,0,,,,,,"Exp 5,1(0.13);Linear,7(0.88)",1.957721225,16.10913038,1.503896713,2.932005167,0.52871934,1.883517563,0.276319325,0.5050144,0.160350143,0.287764765,0.483164768,0.892077432,UP,0.625,0.375,0
R-DRE-8957275,Post-translational protein phosphorylation,39,60,6,3,2,4,4,3,6,2,2,39,58,4793,0.98656,0.089476,0.089476,3.33,565942;403079,meltf;igfbp3,ENSDARG00000075159;ENSDARG00000099144,,0.4757765,0.4757765,0.448453,0.038641264,0.463754469,0.034699983,0.267429,0.267429,0.25872,0.012316386,0.263597138,0.011060155,0.8469665,0.8469665,0.777328,0.098483711,0.816326347,0.088438698,,,,,0.5031;0.448453,0.276138;0.25872,0.916605;0.777328,2,0,2,565942;403079,ENSDARG00000075159;ENSDARG00000099144,0.4757765,0.4757765,0.038641264,0.267429,0.267429,0.012316386,0.8469665,0.8469665,0.098483711,0.5031;0.448453,0.276138;0.25872,0.916605;0.777328,0,,,,,,,,,,,,,,,0,,,,,,"Linear,2(1)",2.505117708,5.072388411,2.140383244,2.932005167,0.55976123,2.536194205,0.42222244,0.52933056,0.25035936,0.28449864,0.71047504,0.98345796,UP,1,0,0
R-DRE-109581,Apoptosis,35,71,2,2,2,1,1,1,2,1,1,40,70,4781,0.88129,0.45223,0.45223,1.41,406443,ywhah,ENSDARG00000005560,,0.00101522,0.00101522,0.00101522,,0.00101522,,5.53E-04,5.53E-04,5.53E-04,,5.53E-04,,0.00186346,0.00186346,0.00186346,,0.00186346,,,,,,0.00101522,5.53E-04,0.00186346,0,1,0,,,,,,,,,,,,,,,1,406443,ENSDARG00000005560,0.00101522,0.00101522,,5.53E-04,5.53E-04,,0.00186346,0.00186346,,0.00101522,5.53E-04,0.00186346,0,,,,,,"Hill,1(1)",1.775221944,1.775221944,1.775221944,1.775221944,0,1.775221944,0.00101522,0.00101522,5.53E-04,5.53E-04,0.00186346,0.00186346,DOWN,0,1,0
R-DRE-109606,Intrinsic Pathway for Apoptosis,17,28,2,2,2,1,1,1,2,1,1,40,27,4824,0.97742,0.21047,0.21047,3.57,406443,ywhah,ENSDARG00000005560,,0.00101522,0.00101522,0.00101522,,0.00101522,,5.53E-04,5.53E-04,5.53E-04,,5.53E-04,,0.00186346,0.00186346,0.00186346,,0.00186346,,,,,,0.00101522,5.53E-04,0.00186346,0,1,0,,,,,,,,,,,,,,,1,406443,ENSDARG00000005560,0.00101522,0.00101522,,5.53E-04,5.53E-04,,0.00186346,0.00186346,,0.00101522,5.53E-04,0.00186346,0,,,,,,"Hill,1(1)",1.775221944,1.775221944,1.775221944,1.775221944,0,1.775221944,0.00101522,0.00101522,5.53E-04,5.53E-04,0.00186346,0.00186346,DOWN,0,1,0
R-DRE-111447,Activation of BAD and translocation to mitochondria ,10,11,1,1,1,1,1,1,1,1,1,40,10,4841,0.99641,0.08851,0.08851,9.09,406443,ywhah,ENSDARG00000005560,,0.00101522,0.00101522,0.00101522,,0.00101522,,5.53E-04,5.53E-04,5.53E-04,,5.53E-04,,0.00186346,0.00186346,0.00186346,,0.00186346,,0,0.00101522,,,0.00101522,5.53E-04,0.00186346,0,1,0,,,,,,,,,,,,,,,1,406443,ENSDARG00000005560,0.00101522,0.00101522,,5.53E-04,5.53E-04,,0.00186346,0.00186346,,0.00101522,5.53E-04,0.00186346,0,,,,,,"Hill,1(1)",1.775221944,1.775221944,1.775221944,1.775221944,0,1.775221944,0.00101522,0.00101522,5.53E-04,5.53E-04,0.00186346,0.00186346,DOWN,0,1,0
R-DRE-114452,Activation of BH3-only proteins,12,15,2,2,2,1,1,1,2,1,1,40,14,4837,0.99328,0.11876,0.11876,6.67,406443,ywhah,ENSDARG00000005560,,0.00101522,0.00101522,0.00101522,,0.00101522,,5.53E-04,5.53E-04,5.53E-04,,5.53E-04,,0.00186346,0.00186346,0.00186346,,0.00186346,,0,0.00101522,,,0.00101522,5.53E-04,0.00186346,0,1,0,,,,,,,,,,,,,,,1,406443,ENSDARG00000005560,0.00101522,0.00101522,,5.53E-04,5.53E-04,,0.00186346,0.00186346,,0.00101522,5.53E-04,0.00186346,0,,,,,,"Hill,1(1)",1.775221944,1.775221944,1.775221944,1.775221944,0,1.775221944,0.00101522,0.00101522,5.53E-04,5.53E-04,0.00186346,0.00186346,DOWN,0,1,0
R-DRE-1227986,Signaling by ERBB2,15,27,1,1,1,0,0,0,1,0,0,41,27,4824,0.79624,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
R-DRE-1257604,PIP3 activates AKT signaling,77,159,5,4,3,3,3,2,5,1,1,40,158,4693,0.61295,0.74344,1,0.63,393922,psmd13,ENSDARG00000016239,,0.394791,0.394791,0.394791,,0.394791,,0.239496,0.239496,0.239496,,0.239496,,0.650784,0.650784,0.650784,,0.650784,,,,,,0.394791,0.239496,0.650784,1,0,1,393922,ENSDARG00000016239,0.394791,0.394791,,0.239496,0.239496,,0.650784,0.650784,,0.394791,0.239496,0.650784,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.503896713,1.503896713,1.503896713,1.503896713,0,1.503896713,0.394791,0.394791,0.239496,0.239496,0.650784,0.650784,UP,1,0,0
R-DRE-1280215,Cytokine Signaling in Immune system,88,205,8,7,5,5,5,4,8,1,1,40,204,4647,0.482,0.82839,1,0.49,393922,psmd13,ENSDARG00000016239,,0.394791,0.394791,0.394791,,0.394791,,0.239496,0.239496,0.239496,,0.239496,,0.650784,0.650784,0.650784,,0.650784,,,,,,0.394791,0.239496,0.650784,1,0,1,393922,ENSDARG00000016239,0.394791,0.394791,,0.239496,0.239496,,0.650784,0.650784,,0.394791,0.239496,0.650784,0,,,,,,,,,,,,,,,0,,,,,,"Linear,1(1)",1.503896713,1.503896713,1.503896713,1.503896713,0,1.503896713,0.394791,0.394791,0.239496,0.239496,0.650784,0.650784,UP,1,0,0
R-DRE-1280218,Adaptive Immune System,152,364,12,10,8,9,9,5,12,3,3,38,361,4490,0.63556,0.59798,1,0.82,795038;406757;393922,ubac1;canx;psmd13,ENSDARG00000059722;ENSDARG00000037488;ENSDARG00000016239,,0.405514667,0.394791,0.361538,0.050204934,0.38562067,0.043854816,0.242645667,0.239496,0.225837,0.018584762,0.235110152,0.016447358,0.678698,0.650784,0.57878,0.116412668,0.633241979,0.100896244,,,,,0.460215;0.361538;0.394791,0.262604;0.225837;0.239496,0.80653;0.57878;0.650784,2,1,2,406757;393922,ENSDARG00000037488;ENSDARG00000016239,0.3781645,0.3781645,0.023513422,0.2326665,0.2326665,0.009658372,0.614782,0.614782,0.050914517,0.361538;0.394791,0.225837;0.239496,0.57878;0.650784,1,795038,ENSDARG00000059722,0.460215,0.460215,,0.262604,0.262604,,0.80653,0.80653,,0.460215,0.262604,0.80653,0,,,,,,"Linear,3(1)",1.558188719,4.676922798,1.503896713,1.624200225,0.06079043,1.54882586,0.348702436,0.462326897,0.221615029,0.263676304,0.546964665,0.810431335,UP,0.666666667,0.333333333,0
