Identifier,EE2-1ng/L-C
ENSDARG00000093597,3
ENSDARG00000093456,65
ENSDARG00000018956,2
ENSDARG00000011222,0
ENSDARG00000092483,0
ENSDARG00000053744,1
ENSDARG00000078333,4
ENSDARG00000076139,0
ENSDARG00000069199,0
ENSDARG00000017835,4
ENSDARG00000076440,1
ENSDARG00000067661,0
ENSDARG00000109055,1
ENSDARG00000014246,0
ENSDARG00000012972,169
ENSDARG00000013763,22
ENSDARG00000020442,5
ENSDARG00000116199,0
ENSDARG00000016656,1
ENSDARG00000077481,0
ENSDARG00000075561,0
ENSDARG00000069192,12
ENSDARG00000007795,96
ENSDARG00000104106,0
ENSDARG00000103298,0
ENSDARG00000104943,0
ENSDARG00000032601,9
ENSDARG00000076895,29
ENSDARG00000082587,0
ENSDARG00000080018,1
ENSDARG00000081518,0
ENSDARG00000085188,0
ENSDARG00000060580,9
ENSDARG00000092107,0
ENSDARG00000020541,12
ENSDARG00000030743,2
ENSDARG00000083060,0
ENSDARG00000083816,0
ENSDARG00000087517,0
ENSDARG00000095016,0
ENSDARG00000093145,0
ENSDARG00000013168,5
ENSDARG00000108942,0
ENSDARG00000039069,0
ENSDARG00000016139,1
ENSDARG00000092946,0
ENSDARG00000039067,0
ENSDARG00000010823,0
ENSDARG00000053386,0
ENSDARG00000101781,0
ENSDARG00000060410,0
ENSDARG00000087911,6
ENSDARG00000098526,5
ENSDARG00000086309,13
ENSDARG00000069044,4
ENSDARG00000104835,5
ENSDARG00000017254,0
ENSDARG00000005454,3
ENSDARG00000006003,5
ENSDARG00000030630,1
ENSDARG00000077845,0
ENSDARG00000106837,0
ENSDARG00000002509,1
ENSDARG00000079155,0
ENSDARG00000060340,0
ENSDARG00000039150,75
ENSDARG00000011819,9
ENSDARG00000034734,5
ENSDARG00000074363,4
ENSDARG00000013491,0
ENSDARG00000004931,10
ENSDARG00000039136,4
ENSDARG00000007219,12
ENSDARG00000107923,0
ENSDARG00000060320,6
ENSDARG00000078185,3
ENSDARG00000029818,39
ENSDARG00000116341,0
ENSDARG00000028321,0
ENSDARG00000077850,20
ENSDARG00000028327,26
ENSDARG00000103360,0
ENSDARG00000020311,12
ENSDARG00000039130,4
ENSDARG00000092896,1
ENSDARG00000092721,2
ENSDARG00000060506,3
ENSDARG00000060500,1
ENSDARG00000012072,11
ENSDARG00000017329,0
ENSDARG00000039125,3
ENSDARG00000060481,15
ENSDARG00000006196,4
ENSDARG00000060298,3
ENSDARG00000002197,6
ENSDARG00000039123,6
ENSDARG00000019487,6
ENSDARG00000002332,9
ENSDARG00000034181,0
ENSDARG00000053484,25
ENSDARG00000093940,0
ENSDARG00000113463,0
ENSDARG00000093000,1
ENSDARG00000092369,0
ENSDARG00000093025,0
ENSDARG00000095514,0
ENSDARG00000027472,0
ENSDARG00000069117,0
ENSDARG00000069118,26
ENSDARG00000077265,0
ENSDARG00000060534,1
ENSDARG00000092456,1
ENSDARG00000030761,0
ENSDARG00000003827,3
ENSDARG00000017489,0
ENSDARG00000074217,0
ENSDARG00000039243,0
ENSDARG00000078389,0
ENSDARG00000092725,0
ENSDARG00000074754,0
ENSDARG00000075151,1
ENSDARG00000092895,10
ENSDARG00000034768,26
ENSDARG00000106165,0
ENSDARG00000079519,0
ENSDARG00000106564,0
ENSDARG00000084127,0
ENSDARG00000092591,0
ENSDARG00000039234,0
ENSDARG00000091950,0
ENSDARG00000059832,10
ENSDARG00000104223,3
ENSDARG00000109601,0
ENSDARG00000096073,0
ENSDARG00000106025,0
ENSDARG00000076163,11
ENSDARG00000031483,48
ENSDARG00000059843,9
ENSDARG00000078741,4
ENSDARG00000083238,0
ENSDARG00000079055,0
ENSDARG00000092550,2
ENSDARG00000075970,0
ENSDARG00000059850,0
ENSDARG00000011724,2
ENSDARG00000074415,2
ENSDARG00000100403,0
ENSDARG00000039041,10
ENSDARG00000110134,0
ENSDARG00000105099,1
ENSDARG00000102517,0
ENSDARG00000025089,4
ENSDARG00000039082,7
ENSDARG00000014101,2
ENSDARG00000052994,24
ENSDARG00000104873,0
ENSDARG00000069327,0
ENSDARG00000039095,2
ENSDARG00000039093,62
ENSDARG00000078087,1
ENSDARG00000078163,0
ENSDARG00000026170,5
ENSDARG00000039064,17
ENSDARG00000002722,0
ENSDARG00000039062,3
ENSDARG00000092014,0
ENSDARG00000006350,2
ENSDARG00000020656,0
ENSDARG00000014103,0
ENSDARG00000101911,5
ENSDARG00000098257,2
ENSDARG00000106810,0
ENSDARG00000111706,0
ENSDARG00000109618,0
ENSDARG00000116909,0
ENSDARG00000076699,0
ENSDARG00000079516,15
ENSDARG00000077469,1
ENSDARG00000075143,0
ENSDARG00000068934,1
ENSDARG00000106898,0
ENSDARG00000078761,3
ENSDARG00000052783,11
ENSDARG00000052775,0
ENSDARG00000009160,2
ENSDARG00000075570,7
ENSDARG00000032552,1
ENSDARG00000060103,0
ENSDARG00000060089,3
ENSDARG00000093304,2
ENSDARG00000086114,0
ENSDARG00000068849,5
ENSDARG00000095276,0
ENSDARG00000025948,1
ENSDARG00000010400,5
ENSDARG00000068886,17
ENSDARG00000052702,18
ENSDARG00000091699,13
ENSDARG00000094454,0
ENSDARG00000109280,0
ENSDARG00000007561,0
ENSDARG00000102792,0
ENSDARG00000068784,4
ENSDARG00000101082,46
ENSDARG00000088157,2
ENSDARG00000103625,0
ENSDARG00000056986,1
ENSDARG00000060149,7
ENSDARG00000060168,2
ENSDARG00000027887,5
ENSDARG00000117415,0
ENSDARG00000098895,0
ENSDARG00000083654,0
ENSDARG00000102813,1
ENSDARG00000074376,3
ENSDARG00000114066,0
ENSDARG00000102188,0
ENSDARG00000052833,25
ENSDARG00000068983,0
ENSDARG00000068978,28
ENSDARG00000005010,1
ENSDARG00000093656,1
ENSDARG00000095283,1
ENSDARG00000095497,2
ENSDARG00000092327,0
ENSDARG00000079263,0
ENSDARG00000113496,0
ENSDARG00000016368,11
ENSDARG00000108349,0
ENSDARG00000074235,0
ENSDARG00000052856,308
ENSDARG00000052859,13
ENSDARG00000052826,5
ENSDARG00000103245,0
ENSDARG00000079524,0
ENSDARG00000004706,31
ENSDARG00000030440,41
ENSDARG00000033364,77
ENSDARG00000015757,30
ENSDARG00000002194,1
ENSDARG00000012741,3
ENSDARG00000039750,1
ENSDARG00000112419,9
ENSDARG00000069739,0
ENSDARG00000098440,0
ENSDARG00000117440,0
ENSDARG00000052610,0
ENSDARG00000052623,16
ENSDARG00000094135,0
ENSDARG00000039034,97
ENSDARG00000076019,0
ENSDARG00000052646,0
ENSDARG00000117795,0
ENSDARG00000106525,0
ENSDARG00000058115,32
ENSDARG00000108279,0
ENSDARG00000103813,2
ENSDARG00000104559,7
ENSDARG00000098286,1
ENSDARG00000101289,17
ENSDARG00000060005,0
ENSDARG00000039020,2
ENSDARG00000078247,9
ENSDARG00000075687,1
ENSDARG00000114943,0
ENSDARG00000116876,0
ENSDARG00000079144,0
ENSDARG00000020149,1
ENSDARG00000026081,0
ENSDARG00000074695,7
ENSDARG00000112581,0
ENSDARG00000089519,11
ENSDARG00000071168,0
ENSDARG00000090839,0
ENSDARG00000075165,5
ENSDARG00000032435,7
ENSDARG00000111058,0
ENSDARG00000107205,0
ENSDARG00000075331,24
ENSDARG00000074530,0
ENSDARG00000104433,0
ENSDARG00000103616,0
ENSDARG00000104541,3
ENSDARG00000102294,16
ENSDARG00000055574,0
ENSDARG00000099437,0
ENSDARG00000021853,3
ENSDARG00000100261,2
ENSDARG00000101069,0
ENSDARG00000114527,0
ENSDARG00000111443,0
ENSDARG00000021895,2
ENSDARG00000101850,0
ENSDARG00000115282,1
ENSDARG00000038996,0
ENSDARG00000004702,1
ENSDARG00000103163,13
ENSDARG00000117034,0
ENSDARG00000090656,4
ENSDARG00000023627,2
ENSDARG00000046133,0
ENSDARG00000111259,0
ENSDARG00000008575,0
ENSDARG00000068710,28
ENSDARG00000078448,1
ENSDARG00000052396,0
ENSDARG00000068729,1
ENSDARG00000026892,10
ENSDARG00000109262,2
ENSDARG00000021885,1
ENSDARG00000068064,6
ENSDARG00000086691,3
ENSDARG00000068738,5
ENSDARG00000059936,0
ENSDARG00000059917,0
ENSDARG00000117342,1
ENSDARG00000042722,0
ENSDARG00000094656,0
ENSDARG00000109912,0
ENSDARG00000099807,0
ENSDARG00000100483,0
ENSDARG00000099761,0
ENSDARG00000116483,0
ENSDARG00000117695,0
ENSDARG00000117471,0
ENSDARG00000104792,0
ENSDARG00000111967,0
ENSDARG00000098611,0
ENSDARG00000101663,0
ENSDARG00000110021,0
ENSDARG00000059891,0
ENSDARG00000117760,0
ENSDARG00000117598,0
ENSDARG00000117816,2
ENSDARG00000116405,0
ENSDARG00000021150,0
ENSDARG00000104735,6
ENSDARG00000101080,13
ENSDARG00000111701,0
ENSDARG00000108326,0
ENSDARG00000062568,18
ENSDARG00000102867,0
ENSDARG00000111743,0
ENSDARG00000103320,3
ENSDARG00000103983,1
ENSDARG00000102772,0
ENSDARG00000116511,0
ENSDARG00000100613,0
ENSDARG00000109481,0
ENSDARG00000109902,0
ENSDARG00000110066,0
ENSDARG00000114171,0
ENSDARG00000117319,5
ENSDARG00000110744,0
ENSDARG00000116118,1
ENSDARG00000035763,6
ENSDARG00000102111,0
ENSDARG00000098507,6
ENSDARG00000110269,0
ENSDARG00000021566,0
ENSDARG00000117001,0
ENSDARG00000104388,0
ENSDARG00000101180,0
ENSDARG00000100982,0
ENSDARG00000100879,0
ENSDARG00000101889,0
ENSDARG00000104217,0
ENSDARG00000091321,0
ENSDARG00000114022,1
ENSDARG00000037639,2
ENSDARG00000089505,5
ENSDARG00000037640,15
ENSDARG00000059150,3
ENSDARG00000117737,0
ENSDARG00000105285,11
ENSDARG00000045666,2
ENSDARG00000079065,0
ENSDARG00000103985,0
ENSDARG00000104869,0
ENSDARG00000103523,1
ENSDARG00000104348,0
ENSDARG00000104789,6
ENSDARG00000103290,0
ENSDARG00000099181,0
ENSDARG00000089055,2
ENSDARG00000099073,0
ENSDARG00000098774,0
ENSDARG00000043031,2
ENSDARG00000100649,0
ENSDARG00000076294,0
ENSDARG00000035009,0
ENSDARG00000091277,0
ENSDARG00000028824,4
ENSDARG00000099772,2
ENSDARG00000101575,0
ENSDARG00000021521,0
ENSDARG00000101625,0
ENSDARG00000101429,0
ENSDARG00000015404,10
ENSDARG00000104624,0
ENSDARG00000067701,3
ENSDARG00000003854,47
ENSDARG00000077606,0
ENSDARG00000087555,19
ENSDARG00000101385,1
ENSDARG00000098694,1
ENSDARG00000088247,8
ENSDARG00000071906,9
ENSDARG00000089368,6
ENSDARG00000071881,4
ENSDARG00000014139,8
ENSDARG00000089181,0
ENSDARG00000111653,0
ENSDARG00000067847,0
ENSDARG00000041215,3
ENSDARG00000016112,3
ENSDARG00000043627,7
ENSDARG00000104408,1
ENSDARG00000100482,2
ENSDARG00000108038,0
ENSDARG00000116994,0
ENSDARG00000101299,0
ENSDARG00000112944,0
ENSDARG00000114803,0
ENSDARG00000114649,0
ENSDARG00000107444,0
ENSDARG00000085336,0
ENSDARG00000079469,0
ENSDARG00000117765,0
ENSDARG00000098788,37
ENSDARG00000109361,0
ENSDARG00000101338,0
ENSDARG00000110089,0
ENSDARG00000115882,0
ENSDARG00000101318,95
ENSDARG00000104141,98
ENSDARG00000099783,0
ENSDARG00000104080,1
ENSDARG00000103906,1
ENSDARG00000091043,0
ENSDARG00000090348,0
ENSDARG00000102719,0
ENSDARG00000099468,0
ENSDARG00000088136,0
ENSDARG00000089874,0
ENSDARG00000071905,0
ENSDARG00000071904,0
ENSDARG00000037695,2
ENSDARG00000037691,0
ENSDARG00000089593,0
ENSDARG00000089297,0
ENSDARG00000099535,0
ENSDARG00000077023,0
ENSDARG00000100424,0
ENSDARG00000099487,2
ENSDARG00000101667,0
ENSDARG00000102095,0
ENSDARG00000098566,1
ENSDARG00000102198,0
ENSDARG00000061909,7
ENSDARG00000116538,0
ENSDARG00000103263,0
ENSDARG00000112315,0
ENSDARG00000086105,0
ENSDARG00000100037,1
ENSDARG00000088048,5
ENSDARG00000108739,0
ENSDARG00000104806,1
ENSDARG00000105210,0
ENSDARG00000074644,0
ENSDARG00000082165,0
ENSDARG00000076557,0
ENSDARG00000062397,2
ENSDARG00000009087,0
ENSDARG00000103572,0
ENSDARG00000062379,5
ENSDARG00000077823,1
ENSDARG00000100890,0
ENSDARG00000102986,1
ENSDARG00000100897,20
ENSDARG00000114554,1
ENSDARG00000117781,2
ENSDARG00000109310,15
ENSDARG00000098291,0
ENSDARG00000103019,1
ENSDARG00000104068,103
ENSDARG00000099143,4
ENSDARG00000117561,0
ENSDARG00000105109,9
ENSDARG00000038270,2
ENSDARG00000080037,0
ENSDARG00000040478,0
ENSDARG00000099545,13
ENSDARG00000040469,4
ENSDARG00000040465,12
ENSDARG00000110894,0
ENSDARG00000055045,1
ENSDARG00000098746,11
ENSDARG00000101847,0
ENSDARG00000088924,7
ENSDARG00000040463,9
ENSDARG00000089009,15
ENSDARG00000024443,9
ENSDARG00000029088,0
ENSDARG00000082506,0
ENSDARG00000113737,0
ENSDARG00000013389,2
ENSDARG00000117433,0
ENSDARG00000031496,7
ENSDARG00000117567,0
ENSDARG00000109337,24
ENSDARG00000117714,0
ENSDARG00000025131,3
ENSDARG00000001249,2
ENSDARG00000111112,0
ENSDARG00000037677,0
ENSDARG00000100368,0
ENSDARG00000037675,14
ENSDARG00000011273,3
ENSDARG00000098744,0
ENSDARG00000078518,1
ENSDARG00000099407,0
ENSDARG00000092609,11
ENSDARG00000002344,157
ENSDARG00000076306,0
ENSDARG00000067507,8
ENSDARG00000108314,0
ENSDARG00000103569,0
ENSDARG00000025912,3
ENSDARG00000053488,0
ENSDARG00000081843,0
ENSDARG00000099852,0
ENSDARG00000079382,3
ENSDARG00000002538,3
ENSDARG00000094204,3
ENSDARG00000071304,1
ENSDARG00000090982,37
ENSDARG00000079009,18
ENSDARG00000104079,0
ENSDARG00000020387,4
ENSDARG00000105183,1
ENSDARG00000038360,3
ENSDARG00000067545,2
ENSDARG00000092493,41
ENSDARG00000095339,3
ENSDARG00000100249,0
ENSDARG00000089372,49
ENSDARG00000041619,843
ENSDARG00000041617,1
ENSDARG00000007960,125
ENSDARG00000041607,36
ENSDARG00000040881,0
ENSDARG00000078685,2
ENSDARG00000075121,5
ENSDARG00000100596,29
ENSDARG00000037628,6
ENSDARG00000063095,78
ENSDARG00000078572,25
ENSDARG00000099304,0
ENSDARG00000004726,2
ENSDARG00000108776,0
ENSDARG00000003693,20
ENSDARG00000022813,0
ENSDARG00000087704,4
ENSDARG00000117365,0
ENSDARG00000025071,9
ENSDARG00000104472,0
ENSDARG00000091058,2
ENSDARG00000025106,25
ENSDARG00000043484,85
ENSDARG00000073845,10
ENSDARG00000075735,16
ENSDARG00000029443,27
ENSDARG00000063036,14
ENSDARG00000099614,26
ENSDARG00000086585,5
ENSDARG00000089094,0
ENSDARG00000016280,14
ENSDARG00000016336,2
ENSDARG00000024090,14
ENSDARG00000090997,1
ENSDARG00000025033,7
ENSDARG00000037603,1
ENSDARG00000090986,7
ENSDARG00000103286,1
ENSDARG00000071880,0
ENSDARG00000058386,0
ENSDARG00000071879,1
ENSDARG00000071878,15
ENSDARG00000099269,17
ENSDARG00000101507,0
ENSDARG00000086017,0
ENSDARG00000037574,5
ENSDARG00000058579,2
ENSDARG00000030775,5
ENSDARG00000052609,0
ENSDARG00000037570,5
ENSDARG00000074854,0
ENSDARG00000078624,14
ENSDARG00000115518,0
ENSDARG00000037558,1
ENSDARG00000028740,3
ENSDARG00000062830,0
ENSDARG00000091748,1
ENSDARG00000058302,25
ENSDARG00000087636,185
ENSDARG00000029890,0
ENSDARG00000071876,0
ENSDARG00000037556,5
ENSDARG00000114748,0
ENSDARG00000037555,8
ENSDARG00000075346,2
ENSDARG00000111450,0
ENSDARG00000098680,12
ENSDARG00000037553,0
ENSDARG00000009982,38
ENSDARG00000109579,0
ENSDARG00000029660,6
ENSDARG00000058246,1
ENSDARG00000089824,0
ENSDARG00000062811,0
ENSDARG00000079826,0
ENSDARG00000093612,4
ENSDARG00000020527,9
ENSDARG00000042236,81
ENSDARG00000084075,0
ENSDARG00000042233,2
ENSDARG00000107707,0
ENSDARG00000071872,4
ENSDARG00000062795,8
ENSDARG00000029296,5
ENSDARG00000079306,18
ENSDARG00000071871,4
ENSDARG00000062788,5
ENSDARG00000104919,2
ENSDARG00000077169,1
ENSDARG00000058206,15
ENSDARG00000073820,0
ENSDARG00000088612,0
ENSDARG00000111813,0
ENSDARG00000113221,1
ENSDARG00000116747,0
ENSDARG00000112219,0
ENSDARG00000114807,0
ENSDARG00000113745,0
ENSDARG00000114688,0
ENSDARG00000113849,0
ENSDARG00000109533,0
ENSDARG00000113902,0
ENSDARG00000115495,0
ENSDARG00000113344,0
ENSDARG00000110201,0
ENSDARG00000109938,0
ENSDARG00000074865,12
ENSDARG00000071868,9
ENSDARG00000025577,6
ENSDARG00000104181,145
ENSDARG00000037506,11
ENSDARG00000037507,2
ENSDARG00000003035,48
ENSDARG00000030608,2
ENSDARG00000037514,7
ENSDARG00000076312,11
ENSDARG00000100360,0
ENSDARG00000058064,0
ENSDARG00000058062,19
ENSDARG00000037503,45
ENSDARG00000037498,6
ENSDARG00000104572,3
ENSDARG00000100707,0
ENSDARG00000037655,12
ENSDARG00000102968,0
ENSDARG00000104149,10
ENSDARG00000117715,0
ENSDARG00000104786,4
ENSDARG00000108120,0
ENSDARG00000098293,1
ENSDARG00000101910,4
ENSDARG00000103732,3
ENSDARG00000103391,0
ENSDARG00000102402,3
ENSDARG00000103917,37
ENSDARG00000099315,3
ENSDARG00000101510,9
ENSDARG00000101060,1
ENSDARG00000099455,8
ENSDARG00000105243,29
ENSDARG00000099767,0
ENSDARG00000100366,1
ENSDARG00000102120,0
ENSDARG00000100558,4
ENSDARG00000101377,3
ENSDARG00000098864,0
ENSDARG00000117200,0
ENSDARG00000099427,2
ENSDARG00000100916,5
ENSDARG00000102076,4
ENSDARG00000103833,0
ENSDARG00000102271,0
ENSDARG00000099083,0
ENSDARG00000099689,0
ENSDARG00000103336,0
ENSDARG00000099673,0
ENSDARG00000102868,0
ENSDARG00000113299,0
ENSDARG00000100051,0
ENSDARG00000099811,0
ENSDARG00000101290,0
ENSDARG00000104721,1
ENSDARG00000099694,5
ENSDARG00000102174,0
ENSDARG00000100515,4
ENSDARG00000100047,1
ENSDARG00000104453,4
ENSDARG00000099885,5
ENSDARG00000103623,0
ENSDARG00000098671,10
ENSDARG00000098350,14
ENSDARG00000100850,11
ENSDARG00000102874,19
ENSDARG00000103856,8
ENSDARG00000098375,12
ENSDARG00000103709,0
ENSDARG00000015239,17
ENSDARG00000076594,1
ENSDARG00000003523,0
ENSDARG00000062598,1
ENSDARG00000076466,1
ENSDARG00000037488,64
ENSDARG00000004115,2
ENSDARG00000074071,1
ENSDARG00000075014,29
ENSDARG00000105142,4
ENSDARG00000103774,25
ENSDARG00000035101,0
ENSDARG00000099539,0
ENSDARG00000091029,4
ENSDARG00000103278,0
ENSDARG00000041257,2
ENSDARG00000057949,6
ENSDARG00000037495,0
ENSDARG00000076090,0
ENSDARG00000074617,1
ENSDARG00000002732,9
ENSDARG00000077880,1
ENSDARG00000090319,0
ENSDARG00000099883,0
ENSDARG00000032617,11
ENSDARG00000090993,11
ENSDARG00000023220,21
ENSDARG00000057394,9
ENSDARG00000076332,11
ENSDARG00000108595,0
ENSDARG00000079781,7
ENSDARG00000101918,0
ENSDARG00000085061,0
ENSDARG00000117475,0
ENSDARG00000006636,8
ENSDARG00000117427,0
ENSDARG00000117693,1
ENSDARG00000037433,34
ENSDARG00000052242,24
ENSDARG00000071699,0
ENSDARG00000056874,0
ENSDARG00000071701,0
ENSDARG00000099562,0
ENSDARG00000071697,8
ENSDARG00000007864,0
ENSDARG00000111440,0
ENSDARG00000071695,0
ENSDARG00000115056,0
ENSDARG00000104028,12
ENSDARG00000016664,4
ENSDARG00000053684,326
ENSDARG00000104037,1
ENSDARG00000053691,7
ENSDARG00000019213,20
ENSDARG00000062277,3
ENSDARG00000104800,0
ENSDARG00000089019,4
ENSDARG00000037423,7
ENSDARG00000037421,14
ENSDARG00000031382,17
ENSDARG00000062267,14
ENSDARG00000057055,0
ENSDARG00000099956,0
ENSDARG00000057026,150
ENSDARG00000001880,3
ENSDARG00000078133,4
ENSDARG00000098140,3
ENSDARG00000057007,19
ENSDARG00000025465,4
ENSDARG00000037408,0
ENSDARG00000056984,0
ENSDARG00000037398,2
ENSDARG00000010477,7
ENSDARG00000037397,10
ENSDARG00000076140,1
ENSDARG00000037393,13
ENSDARG00000037392,18
ENSDARG00000077822,2
ENSDARG00000079122,1
ENSDARG00000076667,113
ENSDARG00000078059,9
ENSDARG00000075058,2
ENSDARG00000079586,8
ENSDARG00000076230,4
ENSDARG00000037738,0
ENSDARG00000003699,6
ENSDARG00000079125,1
ENSDARG00000105220,0
ENSDARG00000003229,0
ENSDARG00000071671,2
ENSDARG00000056830,0
ENSDARG00000071669,0
ENSDARG00000074582,0
ENSDARG00000117722,0
ENSDARG00000102162,0
ENSDARG00000078942,10
ENSDARG00000076547,5
ENSDARG00000103953,29
ENSDARG00000009218,2
ENSDARG00000018989,32
ENSDARG00000037307,10
ENSDARG00000013979,48
ENSDARG00000017542,2
ENSDARG00000025032,38
ENSDARG00000004648,0
ENSDARG00000101178,2
ENSDARG00000087538,9
ENSDARG00000087909,0
ENSDARG00000105377,0
ENSDARG00000071640,0
ENSDARG00000110728,0
ENSDARG00000104651,0
ENSDARG00000105348,1
ENSDARG00000056691,14
ENSDARG00000056680,20
ENSDARG00000018004,0
ENSDARG00000078259,0
ENSDARG00000037292,0
ENSDARG00000037291,19
ENSDARG00000089302,81
ENSDARG00000105465,10
ENSDARG00000056647,6
ENSDARG00000076779,58
ENSDARG00000083541,0
ENSDARG00000078398,0
ENSDARG00000056627,12
ENSDARG00000034268,16
ENSDARG00000081745,0
ENSDARG00000002463,0
ENSDARG00000101569,29
ENSDARG00000112148,0
ENSDARG00000000380,3
ENSDARG00000091576,0
ENSDARG00000103274,1
ENSDARG00000103788,0
ENSDARG00000001162,44
ENSDARG00000000394,40
ENSDARG00000099345,4
ENSDARG00000061940,1
ENSDARG00000082809,0
ENSDARG00000011618,4
ENSDARG00000056519,6
ENSDARG00000056517,5
ENSDARG00000061918,40
ENSDARG00000021250,10
ENSDARG00000012019,25
ENSDARG00000017741,20
ENSDARG00000019353,341
ENSDARG00000087693,22
ENSDARG00000075618,9
ENSDARG00000012057,0
ENSDARG00000018923,10
ENSDARG00000101321,0
ENSDARG00000088439,7
ENSDARG00000107431,0
ENSDARG00000111091,1
ENSDARG00000117281,0
ENSDARG00000020417,0
ENSDARG00000021899,7
ENSDARG00000037246,0
ENSDARG00000004261,11
ENSDARG00000061854,6
ENSDARG00000061845,1
ENSDARG00000037244,0
ENSDARG00000017842,4
ENSDARG00000037238,2
ENSDARG00000071586,69
ENSDARG00000071585,1
ENSDARG00000076801,1
ENSDARG00000056130,2
ENSDARG00000105361,0
ENSDARG00000056127,7
ENSDARG00000056119,634
ENSDARG00000061764,236
ENSDARG00000016531,4
ENSDARG00000105441,16
ENSDARG00000098652,12
ENSDARG00000108714,0
ENSDARG00000105327,0
ENSDARG00000084476,0
ENSDARG00000075666,25
ENSDARG00000105498,2
ENSDARG00000033501,2
ENSDARG00000101582,0
ENSDARG00000034871,0
ENSDARG00000037174,0
ENSDARG00000004527,14
ENSDARG00000004078,13
ENSDARG00000061527,9
ENSDARG00000015628,2
ENSDARG00000016143,12
ENSDARG00000053668,60
ENSDARG00000037192,0
ENSDARG00000021794,4
ENSDARG00000034610,0
ENSDARG00000102462,0
ENSDARG00000037122,10
ENSDARG00000113381,0
ENSDARG00000071567,6
ENSDARG00000037142,0
ENSDARG00000014248,0
ENSDARG00000061603,5
ENSDARG00000073709,0
ENSDARG00000061585,4
ENSDARG00000055852,2
ENSDARG00000019063,2
ENSDARG00000037091,1
ENSDARG00000105380,2
ENSDARG00000071562,8
ENSDARG00000006456,11
ENSDARG00000037097,14
ENSDARG00000037101,2
ENSDARG00000032116,0
ENSDARG00000034757,2
ENSDARG00000074255,23
ENSDARG00000086070,0
ENSDARG00000117389,0
ENSDARG00000002707,0
ENSDARG00000008796,0
ENSDARG00000037108,12
ENSDARG00000013075,11
ENSDARG00000095937,1
ENSDARG00000101511,0
ENSDARG00000055752,1
ENSDARG00000094324,12
ENSDARG00000016058,4
ENSDARG00000061543,30
ENSDARG00000015355,0
ENSDARG00000104133,0
ENSDARG00000019636,6
ENSDARG00000061548,0
ENSDARG00000004270,14
ENSDARG00000021124,364
ENSDARG00000055786,3
ENSDARG00000021556,12
ENSDARG00000061566,2
ENSDARG00000105479,3
ENSDARG00000055792,19
ENSDARG00000102379,2
ENSDARG00000090981,0
ENSDARG00000053702,0
ENSDARG00000011026,3
ENSDARG00000015649,4
ENSDARG00000016085,30
ENSDARG00000012025,4
ENSDARG00000015472,13
ENSDARG00000032199,0
ENSDARG00000109988,0
ENSDARG00000081303,0
ENSDARG00000082428,0
ENSDARG00000082177,0
ENSDARG00000082778,0
ENSDARG00000075492,3
ENSDARG00000021374,34
ENSDARG00000004046,11
ENSDARG00000008884,11
ENSDARG00000081375,0
ENSDARG00000036500,9
ENSDARG00000084548,0
ENSDARG00000084543,0
ENSDARG00000028614,15
ENSDARG00000017931,0
ENSDARG00000010553,15
ENSDARG00000009209,24
ENSDARG00000102499,0
ENSDARG00000071498,7
ENSDARG00000060771,8
ENSDARG00000105416,4
ENSDARG00000102058,4
ENSDARG00000036460,0
ENSDARG00000079333,0
ENSDARG00000006683,5
ENSDARG00000014244,39
ENSDARG00000082652,0
ENSDARG00000085696,0
ENSDARG00000083171,0
ENSDARG00000034943,7
ENSDARG00000039218,0
ENSDARG00000100646,0
ENSDARG00000071497,24
ENSDARG00000071496,5
ENSDARG00000099621,0
ENSDARG00000099086,0
ENSDARG00000035056,14
ENSDARG00000010097,0
ENSDARG00000022895,2
ENSDARG00000036442,1
ENSDARG00000099054,1
ENSDARG00000053569,15
ENSDARG00000102844,0
ENSDARG00000053570,1
ENSDARG00000092918,0
ENSDARG00000001442,0
ENSDARG00000098475,104
ENSDARG00000100536,8
ENSDARG00000098466,20
ENSDARG00000105424,2
ENSDARG00000092553,1181
ENSDARG00000102048,21
ENSDARG00000105320,0
ENSDARG00000104182,0
ENSDARG00000071478,4
ENSDARG00000053166,0
ENSDARG00000036292,0
ENSDARG00000105215,2
ENSDARG00000104486,0
ENSDARG00000078995,0
ENSDARG00000076796,6
ENSDARG00000103615,0
ENSDARG00000073870,3
ENSDARG00000053194,9
ENSDARG00000031929,12
ENSDARG00000029885,10
ENSDARG00000010721,27
ENSDARG00000087152,2
ENSDARG00000036316,685
ENSDARG00000082020,0
ENSDARG00000000489,13
ENSDARG00000111692,0
ENSDARG00000109993,0
ENSDARG00000102969,0
ENSDARG00000033462,0
ENSDARG00000117171,0
ENSDARG00000036329,59
ENSDARG00000033450,30
ENSDARG00000071467,18
ENSDARG00000073911,3
ENSDARG00000053262,61
ENSDARG00000014914,4
ENSDARG00000099680,0
ENSDARG00000060510,23
ENSDARG00000025972,18
ENSDARG00000036335,2
ENSDARG00000060515,7
ENSDARG00000016541,0
ENSDARG00000026017,6
ENSDARG00000108513,0
ENSDARG00000053279,18
ENSDARG00000105188,8
ENSDARG00000078106,8
ENSDARG00000074285,1
ENSDARG00000100834,0
ENSDARG00000010625,4
ENSDARG00000093493,4
ENSDARG00000036383,13
ENSDARG00000081146,0
ENSDARG00000105134,1
ENSDARG00000105392,1
ENSDARG00000087094,2
ENSDARG00000036375,48
ENSDARG00000017565,0
ENSDARG00000016318,2
