Identifier,EE2-10ng/L-B
ENSDARG00000034817,4
ENSDARG00000056504,6
ENSDARG00000108673,0
ENSDARG00000110937,0
ENSDARG00000117129,0
ENSDARG00000116147,0
ENSDARG00000116406,0
ENSDARG00000111254,0
ENSDARG00000113731,0
ENSDARG00000115569,0
ENSDARG00000113149,0
ENSDARG00000116958,0
ENSDARG00000092109,0
ENSDARG00000017591,46
ENSDARG00000092708,0
ENSDARG00000017905,13
ENSDARG00000030514,20
ENSDARG00000056400,1
ENSDARG00000042937,0
ENSDARG00000092600,0
ENSDARG00000027355,156
ENSDARG00000092022,0
ENSDARG00000056381,0
ENSDARG00000056376,0
ENSDARG00000056369,9
ENSDARG00000011023,1
ENSDARG00000003046,0
ENSDARG00000095697,0
ENSDARG00000016065,0
ENSDARG00000062132,23
ENSDARG00000117687,0
ENSDARG00000117295,1
ENSDARG00000094943,0
ENSDARG00000115616,0
ENSDARG00000037545,1
ENSDARG00000062122,0
ENSDARG00000095111,0
ENSDARG00000008287,3
ENSDARG00000015495,30
ENSDARG00000062081,4
ENSDARG00000018178,4
ENSDARG00000093886,0
ENSDARG00000056163,1
ENSDARG00000079488,0
ENSDARG00000062055,4
ENSDARG00000074275,4
ENSDARG00000075330,0
ENSDARG00000006392,3
ENSDARG00000073902,0
ENSDARG00000019945,3
ENSDARG00000086957,4
ENSDARG00000056151,67
ENSDARG00000061985,17
ENSDARG00000061981,3
ENSDARG00000003631,2
ENSDARG00000056133,0
ENSDARG00000070321,0
ENSDARG00000017744,6
ENSDARG00000070320,0
ENSDARG00000061952,2
ENSDARG00000061936,0
ENSDARG00000006434,6
ENSDARG00000037484,3
ENSDARG00000094729,1
ENSDARG00000095388,0
ENSDARG00000085360,0
ENSDARG00000037487,3
ENSDARG00000008068,5
ENSDARG00000077648,2
ENSDARG00000096580,0
ENSDARG00000079250,0
ENSDARG00000019986,51
ENSDARG00000080019,0
ENSDARG00000099995,3
ENSDARG00000070278,2
ENSDARG00000061830,0
ENSDARG00000041776,1
ENSDARG00000095632,0
ENSDARG00000037455,9
ENSDARG00000093816,0
ENSDARG00000070266,29
ENSDARG00000037429,1
ENSDARG00000055874,57
ENSDARG00000055876,3
ENSDARG00000092321,0
ENSDARG00000061786,0
ENSDARG00000094202,12
ENSDARG00000109806,0
ENSDARG00000112850,0
ENSDARG00000110242,0
ENSDARG00000115895,0
ENSDARG00000061459,1
ENSDARG00000037411,0
ENSDARG00000084908,0
ENSDARG00000037410,6
ENSDARG00000037409,6
ENSDARG00000070173,2
ENSDARG00000052782,1
ENSDARG00000037406,1
ENSDARG00000034773,3
ENSDARG00000033273,1
ENSDARG00000055439,1
ENSDARG00000055443,3
ENSDARG00000112783,0
ENSDARG00000095593,0
ENSDARG00000037383,0
ENSDARG00000030759,1
ENSDARG00000079074,0
ENSDARG00000061504,1
ENSDARG00000000606,1
ENSDARG00000107258,0
ENSDARG00000087224,0
ENSDARG00000052764,0
ENSDARG00000092275,0
ENSDARG00000055559,5
ENSDARG00000114954,0
ENSDARG00000115778,4
ENSDARG00000026871,3
ENSDARG00000016470,29
ENSDARG00000103166,0
ENSDARG00000091660,0
ENSDARG00000038056,11
ENSDARG00000002406,0
ENSDARG00000034007,11
ENSDARG00000061143,8
ENSDARG00000034896,8
ENSDARG00000116099,0
ENSDARG00000037378,3
ENSDARG00000012672,11
ENSDARG00000093064,6
ENSDARG00000061121,7
ENSDARG00000094677,4
ENSDARG00000054799,2
ENSDARG00000116939,0
ENSDARG00000037350,468
ENSDARG00000022845,9
ENSDARG00000019838,5
ENSDARG00000005799,5
ENSDARG00000013505,10
ENSDARG00000055022,11
ENSDARG00000061451,4
ENSDARG00000070121,0
ENSDARG00000054680,0
ENSDARG00000092290,3
ENSDARG00000055099,9
ENSDARG00000070109,4
ENSDARG00000070098,10
ENSDARG00000094046,0
ENSDARG00000114096,0
ENSDARG00000004246,12
ENSDARG00000083023,0
ENSDARG00000031108,26
ENSDARG00000015266,14
ENSDARG00000100600,0
ENSDARG00000092542,0
ENSDARG00000035692,399
ENSDARG00000094885,0
ENSDARG00000090822,0
ENSDARG00000088202,5
ENSDARG00000086859,0
ENSDARG00000090118,0
ENSDARG00000061021,2
ENSDARG00000037309,1
ENSDARG00000054334,2
ENSDARG00000116715,0
ENSDARG00000060994,1
ENSDARG00000106456,0
ENSDARG00000074776,1
ENSDARG00000074451,0
ENSDARG00000079434,12
ENSDARG00000031817,3
ENSDARG00000074812,3
ENSDARG00000070055,11
ENSDARG00000070050,5
ENSDARG00000095408,0
ENSDARG00000037286,0
ENSDARG00000037283,3
ENSDARG00000037281,39
ENSDARG00000037278,1
ENSDARG00000070039,0
ENSDARG00000091184,0
ENSDARG00000094763,0
ENSDARG00000037276,7
ENSDARG00000013787,4
ENSDARG00000086790,2
ENSDARG00000006427,149
ENSDARG00000104824,0
ENSDARG00000076499,0
ENSDARG00000037266,8
ENSDARG00000077157,4
ENSDARG00000037256,3
ENSDARG00000116236,0
ENSDARG00000069998,1
ENSDARG00000053995,3
ENSDARG00000021702,29
ENSDARG00000054031,13
ENSDARG00000037259,26
ENSDARG00000037260,5
ENSDARG00000037261,11
ENSDARG00000037262,0
ENSDARG00000104309,0
ENSDARG00000077817,2
ENSDARG00000107180,0
ENSDARG00000076928,23
ENSDARG00000009685,9
ENSDARG00000079377,3
ENSDARG00000091678,4
ENSDARG00000014790,9
ENSDARG00000019581,13
ENSDARG00000096665,0
ENSDARG00000079925,0
ENSDARG00000053731,0
ENSDARG00000094127,0
ENSDARG00000005210,7
ENSDARG00000023330,36
ENSDARG00000096667,0
ENSDARG00000037245,0
ENSDARG00000096554,2
ENSDARG00000079266,2
ENSDARG00000023600,23
ENSDARG00000033345,0
ENSDARG00000069989,13
ENSDARG00000095189,0
ENSDARG00000104096,0
ENSDARG00000102639,0
ENSDARG00000006621,14
ENSDARG00000069996,4
ENSDARG00000100083,8
ENSDARG00000031632,3
ENSDARG00000101474,5
ENSDARG00000104710,2
ENSDARG00000095954,0
ENSDARG00000095895,0
ENSDARG00000089138,8
ENSDARG00000112052,1
ENSDARG00000089334,1
ENSDARG00000053456,2
ENSDARG00000053466,13
ENSDARG00000053463,4
ENSDARG00000037109,4
ENSDARG00000096538,0
ENSDARG00000005739,8
ENSDARG00000053496,7
ENSDARG00000053500,6
ENSDARG00000053502,2
ENSDARG00000035080,0
ENSDARG00000037100,0
ENSDARG00000096627,0
ENSDARG00000096648,0
ENSDARG00000075193,1
ENSDARG00000069804,0
ENSDARG00000078546,2
ENSDARG00000037099,5
ENSDARG00000060620,2
ENSDARG00000075858,0
ENSDARG00000096592,0
ENSDARG00000096643,0
ENSDARG00000093663,0
ENSDARG00000096555,0
ENSDARG00000096544,1
ENSDARG00000069799,0
ENSDARG00000074117,0
ENSDARG00000092653,0
ENSDARG00000061732,9
ENSDARG00000095590,0
ENSDARG00000031202,2
ENSDARG00000037144,3
ENSDARG00000037177,26
ENSDARG00000003866,17
ENSDARG00000037178,3
ENSDARG00000028982,7
ENSDARG00000055839,0
ENSDARG00000060477,2
ENSDARG00000082429,0
ENSDARG00000113839,0
ENSDARG00000110947,0
ENSDARG00000096572,0
ENSDARG00000091513,15
ENSDARG00000026771,5
ENSDARG00000096632,14
ENSDARG00000099758,9
ENSDARG00000093065,0
ENSDARG00000074302,0
ENSDARG00000003142,1
ENSDARG00000096668,5
ENSDARG00000042688,1
ENSDARG00000060559,2
ENSDARG00000114316,0
ENSDARG00000114817,0
ENSDARG00000096527,31
ENSDARG00000092278,0
ENSDARG00000019715,2
ENSDARG00000017174,0
ENSDARG00000069946,10
ENSDARG00000074575,19
ENSDARG00000069951,1
ENSDARG00000069953,0
ENSDARG00000093358,0
ENSDARG00000094957,0
ENSDARG00000078902,1
ENSDARG00000039616,6
ENSDARG00000095941,1
ENSDARG00000018611,0
ENSDARG00000053269,2
ENSDARG00000039615,0
ENSDARG00000060501,0
ENSDARG00000039613,0
ENSDARG00000029751,0
ENSDARG00000027572,4
ENSDARG00000078733,0
ENSDARG00000058231,6
ENSDARG00000053248,3
ENSDARG00000012896,3
ENSDARG00000100996,0
ENSDARG00000096540,1
ENSDARG00000053241,1
ENSDARG00000069834,0
ENSDARG00000096548,0
ENSDARG00000027826,1
ENSDARG00000107292,0
ENSDARG00000079455,3
ENSDARG00000089053,0
ENSDARG00000078810,0
ENSDARG00000115601,0
ENSDARG00000094318,0
ENSDARG00000060716,8
ENSDARG00000074815,8
ENSDARG00000033380,0
ENSDARG00000051975,20
ENSDARG00000079280,3
ENSDARG00000053586,9
ENSDARG00000002190,24
ENSDARG00000053580,0
ENSDARG00000003701,0
ENSDARG00000079350,6
ENSDARG00000012763,3
ENSDARG00000013023,1
ENSDARG00000106311,0
ENSDARG00000115905,0
ENSDARG00000022971,3
ENSDARG00000081597,0
ENSDARG00000032056,6
ENSDARG00000074860,5
ENSDARG00000053542,4
ENSDARG00000094556,0
ENSDARG00000053535,2
ENSDARG00000111052,0
ENSDARG00000015312,3
ENSDARG00000015506,1
ENSDARG00000013006,3
ENSDARG00000108956,0
ENSDARG00000058287,10
ENSDARG00000069910,8
ENSDARG00000109513,0
ENSDARG00000092693,405
ENSDARG00000084532,0
ENSDARG00000085301,0
ENSDARG00000081849,0
ENSDARG00000082811,0
ENSDARG00000095892,0
ENSDARG00000095934,0
ENSDARG00000079191,0
ENSDARG00000105033,0
ENSDARG00000102858,0
ENSDARG00000093282,0
ENSDARG00000101520,0
ENSDARG00000075798,7
ENSDARG00000037018,13
ENSDARG00000074677,1
ENSDARG00000094485,1
ENSDARG00000060397,3
ENSDARG00000094648,0
ENSDARG00000027199,13
ENSDARG00000115856,1
ENSDARG00000060383,2
ENSDARG00000037002,0
ENSDARG00000076171,17
ENSDARG00000112614,0
ENSDARG00000113986,0
ENSDARG00000036995,15
ENSDARG00000069737,8
ENSDARG00000095555,0
ENSDARG00000011876,9
ENSDARG00000078789,10
ENSDARG00000036755,1
ENSDARG00000078326,4
ENSDARG00000102082,1
ENSDARG00000081340,0
ENSDARG00000034093,2
ENSDARG00000102787,10
ENSDARG00000082897,0
ENSDARG00000074501,0
ENSDARG00000090416,1
ENSDARG00000074989,4
ENSDARG00000076343,0
ENSDARG00000077519,0
ENSDARG00000040048,1
ENSDARG00000082660,0
ENSDARG00000057303,4
ENSDARG00000113575,0
ENSDARG00000029722,125
ENSDARG00000008305,2
ENSDARG00000117649,0
ENSDARG00000007477,3
ENSDARG00000053106,0
ENSDARG00000012016,1
ENSDARG00000011066,3
ENSDARG00000004621,91
ENSDARG00000095811,0
ENSDARG00000075098,0
ENSDARG00000053222,7
ENSDARG00000089976,13
ENSDARG00000069640,2
ENSDARG00000104657,0
ENSDARG00000117532,0
ENSDARG00000085733,0
ENSDARG00000005479,21
ENSDARG00000110757,0
ENSDARG00000085080,0
ENSDARG00000093919,0
ENSDARG00000036990,2
ENSDARG00000085746,0
ENSDARG00000007387,5
ENSDARG00000024828,5
ENSDARG00000070162,27
ENSDARG00000104907,7
ENSDARG00000080987,0
ENSDARG00000079183,0
ENSDARG00000104437,13
ENSDARG00000103145,4
ENSDARG00000069701,0
ENSDARG00000020857,1
ENSDARG00000093120,2
ENSDARG00000074662,0
ENSDARG00000076585,1
ENSDARG00000079631,8
ENSDARG00000018587,0
ENSDARG00000078182,0
ENSDARG00000095065,1
ENSDARG00000109438,0
ENSDARG00000074610,0
ENSDARG00000069707,0
ENSDARG00000078251,0
ENSDARG00000008457,6
ENSDARG00000031435,117
ENSDARG00000077874,0
ENSDARG00000069710,0
ENSDARG00000079552,0
ENSDARG00000087333,3
ENSDARG00000009315,13
ENSDARG00000030368,12
ENSDARG00000117231,3
ENSDARG00000117450,0
ENSDARG00000117485,8
ENSDARG00000117707,10
ENSDARG00000052899,0
ENSDARG00000052900,0
ENSDARG00000052895,1
ENSDARG00000074600,2
ENSDARG00000075521,0
ENSDARG00000095566,0
ENSDARG00000007941,3
ENSDARG00000095651,2
ENSDARG00000069669,0
ENSDARG00000108025,0
ENSDARG00000033604,13
ENSDARG00000060236,0
ENSDARG00000036774,7
ENSDARG00000109727,0
ENSDARG00000052866,8
ENSDARG00000108028,0
ENSDARG00000091911,0
ENSDARG00000093237,0
ENSDARG00000008706,54
ENSDARG00000078108,0
ENSDARG00000075639,0
ENSDARG00000078016,0
ENSDARG00000092551,1
ENSDARG00000075194,4
ENSDARG00000098598,0
ENSDARG00000060252,4
ENSDARG00000078908,2
ENSDARG00000036965,7
ENSDARG00000036967,13
ENSDARG00000060264,4
ENSDARG00000024101,6
ENSDARG00000107253,0
ENSDARG00000024785,11
ENSDARG00000084202,0
ENSDARG00000087061,0
ENSDARG00000052713,6
ENSDARG00000107073,0
ENSDARG00000113563,0
ENSDARG00000081405,0
ENSDARG00000052712,63
ENSDARG00000052703,9
ENSDARG00000052700,0
ENSDARG00000052696,1
ENSDARG00000075112,0
ENSDARG00000029898,7
ENSDARG00000092730,3
ENSDARG00000078622,0
ENSDARG00000074132,1
ENSDARG00000075598,0
ENSDARG00000117264,0
ENSDARG00000094910,0
ENSDARG00000117756,0
ENSDARG00000074476,0
ENSDARG00000087178,0
ENSDARG00000095949,0
ENSDARG00000076277,0
ENSDARG00000075916,3
ENSDARG00000078558,0
ENSDARG00000052019,4
ENSDARG00000101106,4
ENSDARG00000103871,8
ENSDARG00000089345,0
ENSDARG00000099025,1
ENSDARG00000098805,1
ENSDARG00000052016,5
ENSDARG00000059682,0
ENSDARG00000078233,28
ENSDARG00000104759,0
ENSDARG00000075179,0
ENSDARG00000104249,0
ENSDARG00000111029,0
ENSDARG00000105108,0
ENSDARG00000112081,0
ENSDARG00000109574,0
ENSDARG00000115729,0
ENSDARG00000116661,0
ENSDARG00000111422,0
ENSDARG00000111051,0
ENSDARG00000112750,0
ENSDARG00000113452,0
ENSDARG00000069116,4
ENSDARG00000069114,0
ENSDARG00000014803,6
ENSDARG00000016793,100
ENSDARG00000052012,3
ENSDARG00000083573,0
ENSDARG00000016263,11
ENSDARG00000095781,0
ENSDARG00000007786,8
ENSDARG00000009472,6
ENSDARG00000111774,0
ENSDARG00000037748,13
ENSDARG00000002840,11
ENSDARG00000079632,7
ENSDARG00000016994,3
ENSDARG00000029718,4
ENSDARG00000051993,0
ENSDARG00000092459,0
ENSDARG00000094678,1
ENSDARG00000051989,0
ENSDARG00000095407,0
ENSDARG00000051986,17
ENSDARG00000051981,2
ENSDARG00000059653,1
ENSDARG00000016835,8
ENSDARG00000094133,11
ENSDARG00000093997,5
ENSDARG00000093289,0
ENSDARG00000078659,6
ENSDARG00000093954,0
ENSDARG00000031836,9
ENSDARG00000117392,0
ENSDARG00000098263,0
ENSDARG00000105005,0
ENSDARG00000030972,3
ENSDARG00000051970,4
ENSDARG00000019778,534
ENSDARG00000051965,0
ENSDARG00000087426,8
ENSDARG00000069559,15
ENSDARG00000093347,3
ENSDARG00000069566,6
ENSDARG00000095108,0
ENSDARG00000006588,153
ENSDARG00000006225,18
ENSDARG00000052766,2
ENSDARG00000117778,0
ENSDARG00000095463,0
ENSDARG00000069632,0
ENSDARG00000025518,0
ENSDARG00000105481,0
ENSDARG00000092240,5
ENSDARG00000030376,10
ENSDARG00000069619,22
ENSDARG00000030656,5
ENSDARG00000114294,0
ENSDARG00000032340,4
ENSDARG00000026068,8
ENSDARG00000002285,7
ENSDARG00000069595,4
ENSDARG00000060187,0
ENSDARG00000060184,5
ENSDARG00000113491,0
ENSDARG00000008279,1
ENSDARG00000010773,5
ENSDARG00000025233,2
ENSDARG00000016548,37
ENSDARG00000073848,2
ENSDARG00000052677,0
ENSDARG00000117377,0
ENSDARG00000008131,4
ENSDARG00000053340,0
ENSDARG00000095834,0
ENSDARG00000008413,19
ENSDARG00000095860,0
ENSDARG00000029133,17
ENSDARG00000075859,1
ENSDARG00000070858,3
ENSDARG00000036658,19
ENSDARG00000036650,2
ENSDARG00000036645,2
ENSDARG00000036637,1
ENSDARG00000036636,1
ENSDARG00000052641,26
ENSDARG00000052624,4
ENSDARG00000081252,0
ENSDARG00000080168,0
ENSDARG00000092950,1
ENSDARG00000095507,0
ENSDARG00000094160,1
ENSDARG00000036549,26
ENSDARG00000036546,2
ENSDARG00000116185,0
ENSDARG00000036545,0
ENSDARG00000036542,4
ENSDARG00000089853,0
ENSDARG00000000086,11
ENSDARG00000026902,4
ENSDARG00000036592,1
ENSDARG00000001470,9
ENSDARG00000086877,6
ENSDARG00000069471,6
ENSDARG00000036588,29
ENSDARG00000036587,7
ENSDARG00000043271,0
ENSDARG00000036687,8
ENSDARG00000069450,1
ENSDARG00000015076,0
ENSDARG00000015559,11
ENSDARG00000076773,0
ENSDARG00000007734,4
ENSDARG00000060148,13
ENSDARG00000069438,4
ENSDARG00000083014,0
ENSDARG00000069435,0
ENSDARG00000108154,0
ENSDARG00000114522,0
ENSDARG00000103535,0
ENSDARG00000112034,0
ENSDARG00000096191,0
ENSDARG00000096053,1
ENSDARG00000096589,0
ENSDARG00000075045,1
ENSDARG00000096031,2
ENSDARG00000036008,2
ENSDARG00000008886,2
ENSDARG00000094465,0
ENSDARG00000052468,0
ENSDARG00000018325,2
ENSDARG00000096003,48
ENSDARG00000052480,16
ENSDARG00000022891,7
ENSDARG00000005314,0
ENSDARG00000036479,0
ENSDARG00000092919,0
ENSDARG00000074052,0
ENSDARG00000074136,0
ENSDARG00000075389,0
ENSDARG00000069415,32
ENSDARG00000082615,0
ENSDARG00000012574,8
ENSDARG00000052512,2
ENSDARG00000079501,1
ENSDARG00000094063,0
ENSDARG00000031894,6
ENSDARG00000030765,28
ENSDARG00000026548,1
ENSDARG00000052520,1
ENSDARG00000036494,2
ENSDARG00000018721,0
ENSDARG00000114696,0
ENSDARG00000013667,5
ENSDARG00000060036,23
ENSDARG00000076420,0
ENSDARG00000057099,0
ENSDARG00000014098,0
ENSDARG00000016818,0
ENSDARG00000010655,8
ENSDARG00000075785,2
ENSDARG00000075887,0
ENSDARG00000075564,6
ENSDARG00000117385,0
ENSDARG00000116732,0
ENSDARG00000100792,5
ENSDARG00000075043,5
ENSDARG00000115918,0
ENSDARG00000030703,2
ENSDARG00000017772,99
ENSDARG00000005578,5
ENSDARG00000024933,2
ENSDARG00000004427,13
ENSDARG00000015540,3
ENSDARG00000043587,10
