"plate_id" "embryo_id" "is_VC" "endpoint" "dose" "control_median" "endpoint_value_norm"
"97" "BPAF" "7" 0 "b" "Dose4" 3.58769413157323 15.0995278906376
"98" "BPAF" "8" 0 "b" "Dose4" 3.58769413157323 -15.5583059137423
"99" "BPAF" "9" 0 "b" "Dose4" 3.58769413157323 -83.4187674582256
"100" "BPAF" "1" 0 "b" "Dose5" 3.58769413157323 7.67456902018897
"101" "BPAF" "2" 0 "b" "Dose5" 3.58769413157323 -9.8087165305504
"102" "BPAF" "3" 0 "b" "Dose5" 3.58769413157323 9.05692408435042
"103" "BPAF" "4" 0 "b" "Dose5" 3.58769413157323 -12.5101493563976
"104" "BPAF" "5" 0 "b" "Dose5" 3.58769413157323 4.28608602335934
"105" "BPAF" "6" 0 "b" "Dose5" 3.58769413157323 -54.2801748098866
"106" "BPAF" "7" 0 "b" "Dose5" 3.58769413157323 -12.1590533238003
"107" "BPAF" "8" 0 "b" "Dose5" 3.58769413157323 9.48615697212243
"108" "BPAF" "9" 0 "b" "Dose5" 3.58769413157323 34.5190395017468
"109" "BPAF" "1" 1 "c" "Control" 3.68492611137529 7.9171526967428
"110" "BPAF" "2" 1 "c" "Control" 3.68492611137529 28.8670434863131
"111" "BPAF" "3" 1 "c" "Control" 3.68492611137529 -1.90356902728319
"112" "BPAF" "4" 1 "c" "Control" 3.68492611137529 3.66372069821885
"113" "BPAF" "5" 1 "c" "Control" 3.68492611137529 5.96367547136301
"114" "BPAF" "6" 1 "c" "Control" 3.68492611137529 -6.36199762633942
"115" "BPAF" "7" 1 "c" "Control" 3.68492611137529 -12.0277797941625
"116" "BPAF" "8" 1 "c" "Control" 3.68492611137529 -1.57161901578609
"117" "BPAF" "9" 1 "c" "Control" 3.68492611137529 0
"118" "BPAF" "1" 0 "c" "Dose1" 3.68492611137529 29.9893633454169
"119" "BPAF" "2" 0 "c" "Dose1" 3.68492611137529 0.915674282000811
"120" "BPAF" "3" 0 "c" "Dose1" 3.68492611137529 22.5639601104616
"121" "BPAF" "4" 0 "c" "Dose1" 3.68492611137529 -6.26758123420657
"122" "BPAF" "5" 0 "c" "Dose1" 3.68492611137529 -1.40496901251104
"123" "BPAF" "6" 0 "c" "Dose1" 3.68492611137529 9.71844498422176
"124" "BPAF" "7" 0 "c" "Dose1" 3.68492611137529 -4.3655314136092
"125" "BPAF" "8" 0 "c" "Dose1" 3.68492611137529 16.412457919422
"126" "BPAF" "9" 0 "c" "Dose1" 3.68492611137529 -11.2525056148447
"127" "BPAF" "1" 0 "c" "Dose2" 3.68492611137529 16.889373448147
"128" "BPAF" "2" 0 "c" "Dose2" 3.68492611137529 14.1456477576734
"129" "BPAF" "3" 0 "c" "Dose2" 3.68492611137529 0.564648937917189
"130" "BPAF" "4" 0 "c" "Dose2" 3.68492611137529 -0.911570272715378
"131" "BPAF" "5" 0 "c" "Dose2" 3.68492611137529 -11.5979682930076
"132" "BPAF" "6" 0 "c" "Dose2" 3.68492611137529 11.3088852976194
"133" "BPAF" "7" 0 "c" "Dose2" 3.68492611137529 6.20892899193075
"134" "BPAF" "8" 0 "c" "Dose2" 3.68492611137529 14.2210441579062
"135" "BPAF" "9" 0 "c" "Dose2" 3.68492611137529 7.18316735490578
"136" "BPAF" "1" 0 "c" "Dose3" 3.68492611137529 23.4123201497228
"137" "BPAF" "2" 0 "c" "Dose3" 3.68492611137529 10.0474913617095
"138" "BPAF" "3" 0 "c" "Dose3" 3.68492611137529 6.89326025455315
"139" "BPAF" "4" 0 "c" "Dose3" 3.68492611137529 25.2353505267366
"140" "BPAF" "5" 0 "c" "Dose3" 3.68492611137529 -3.72546855632492
"141" "BPAF" "6" 0 "c" "Dose3" 3.68492611137529 -1.56092308091802
"142" "BPAF" "7" 0 "c" "Dose3" 3.68492611137529 -6.92758579113857
"143" "BPAF" "8" 0 "c" "Dose3" 3.68492611137529 5.13787411115021
"144" "BPAF" "9" 0 "c" "Dose3" 3.68492611137529 4.56220019187041
"145" "BPAF" "1" 0 "c" "Dose4" 3.68492611137529 7.84794180989872
"146" "BPAF" "2" 0 "c" "Dose4" 3.68492611137529 6.38005719176169
"147" "BPAF" "3" 0 "c" "Dose4" 3.68492611137529 10.9948654607746
"148" "BPAF" "4" 0 "c" "Dose4" 3.68492611137529 12.651148021367
"149" "BPAF" "5" 0 "c" "Dose4" 3.68492611137529 16.3383113011907
"150" "BPAF" "6" 0 "c" "Dose4" 3.68492611137529 5.25965015672392
"151" "BPAF" "7" 0 "c" "Dose4" 3.68492611137529 11.4824411520865
"152" "BPAF" "8" 0 "c" "Dose4" 3.68492611137529 -2.76263950750031
"153" "BPAF" "9" 0 "c" "Dose4" 3.68492611137529 -193.673808436909
"154" "BPAF" "1" 0 "c" "Dose5" 3.68492611137529 9.77148946716122
"155" "BPAF" "2" 0 "c" "Dose5" 3.68492611137529 8.26044967660318
"156" "BPAF" "3" 0 "c" "Dose5" 3.68492611137529 13.2916800657377
"157" "BPAF" "4" 0 "c" "Dose5" 3.68492611137529 6.93266384473898
"158" "BPAF" "5" 0 "c" "Dose5" 3.68492611137529 6.92578035787621
"159" "BPAF" "6" 0 "c" "Dose5" 3.68492611137529 -15.7109388081932
"160" "BPAF" "7" 0 "c" "Dose5" 3.68492611137529 -3.86743657930393
"161" "BPAF" "8" 0 "c" "Dose5" 3.68492611137529 13.5935158221823
"162" "BPAF" "9" 0 "c" "Dose5" 3.68492611137529 26.4351647359617
"163" "BPAF" "1" 1 "d" "Control" 3.55676068094561 18.4867513219855
"164" "BPAF" "2" 1 "d" "Control" 3.55676068094561 4.82263409114583
"165" "BPAF" "3" 1 "d" "Control" 3.55676068094561 -28.0839208546948
"166" "BPAF" "4" 1 "d" "Control" 3.55676068094561 18.3838831865546
"167" "BPAF" "5" 1 "d" "Control" 3.55676068094561 -4.4016266604034
"168" "BPAF" "6" 1 "d" "Control" 3.55676068094561 -25.2345558065429
"169" "BPAF" "7" 1 "d" "Control" 3.55676068094561 -23.6863822130723
"170" "BPAF" "8" 1 "d" "Control" 3.55676068094561 0
"171" "BPAF" "9" 1 "d" "Control" 3.55676068094561 7.93107751418081
"172" "BPAF" "1" 0 "d" "Dose1" 3.55676068094561 12.0599858373478
"173" "BPAF" "2" 0 "d" "Dose1" 3.55676068094561 9.67460882699402
"174" "BPAF" "3" 0 "d" "Dose1" 3.55676068094561 9.19066432166282
"175" "BPAF" "4" 0 "d" "Dose1" 3.55676068094561 -8.19182020257894
"176" "BPAF" "5" 0 "d" "Dose1" 3.55676068094561 -4.21863667439628
"177" "BPAF" "6" 0 "d" "Dose1" 3.55676068094561 -14.665860430275
"178" "BPAF" "7" 0 "d" "Dose1" 3.55676068094561 3.73112793763073
"179" "BPAF" "8" 0 "d" "Dose1" 3.55676068094561 18.5485126933233
"180" "BPAF" "9" 0 "d" "Dose1" 3.55676068094561 -43.1133048513787
"181" "BPAF" "1" 0 "d" "Dose2" 3.55676068094561 -42.7667225409302
"182" "BPAF" "2" 0 "d" "Dose2" 3.55676068094561 8.30394628348108
"183" "BPAF" "3" 0 "d" "Dose2" 3.55676068094561 18.3491446790237
"184" "BPAF" "4" 0 "d" "Dose2" 3.55676068094561 -3.75300887689507
"185" "BPAF" "5" 0 "d" "Dose2" 3.55676068094561 -35.1042182842517
"186" "BPAF" "6" 0 "d" "Dose2" 3.55676068094561 7.15567123574345
"187" "BPAF" "7" 0 "d" "Dose2" 3.55676068094561 8.12091088389604
"188" "BPAF" "8" 0 "d" "Dose2" 3.55676068094561 -3.13336037726812
"189" "BPAF" "9" 0 "d" "Dose2" 3.55676068094561 -6.37420263497868
"190" "BPAF" "1" 0 "d" "Dose3" 3.55676068094561 -0.518870727135701
"191" "BPAF" "2" 0 "d" "Dose3" 3.55676068094561 -3.16251352878933
"192" "BPAF" "3" 0 "d" "Dose3" 3.55676068094561 -0.588442810275636
"193" "BPAF" "4" 0 "d" "Dose3" 3.55676068094561 13.0741526191462
"194" "BPAF" "5" 0 "d" "Dose3" 3.55676068094561 -23.931372968604
"195" "BPAF" "6" 0 "d" "Dose3" 3.55676068094561 -66.4610403044247
"196" "BPAF" "7" 0 "d" "Dose3" 3.55676068094561 -9.0323121235997
"197" "BPAF" "8" 0 "d" "Dose3" 3.55676068094561 15.2191076707715
"198" "BPAF" "9" 0 "d" "Dose3" 3.55676068094561 8.70915600082425
"199" "BPAF" "1" 0 "d" "Dose4" 3.55676068094561 6.37813589039884
"200" "BPAF" "2" 0 "d" "Dose4" 3.55676068094561 9.38527808487812
"201" "BPAF" "3" 0 "d" "Dose4" 3.55676068094561 1.08655151980952
"202" "BPAF" "4" 0 "d" "Dose4" 3.55676068094561 11.9763749459791
"203" "BPAF" "5" 0 "d" "Dose4" 3.55676068094561 -30.8652485283572
"204" "BPAF" "6" 0 "d" "Dose4" 3.55676068094561 -5.94646650354811
"205" "BPAF" "7" 0 "d" "Dose4" 3.55676068094561 -12.109943224637
"206" "BPAF" "8" 0 "d" "Dose4" 3.55676068094561 -4.17218025447532
"207" "BPAF" "9" 0 "d" "Dose4" 3.55676068094561 -203.562259724157
"208" "BPAF" "1" 0 "d" "Dose5" 3.55676068094561 21.9911452273071
"209" "BPAF" "2" 0 "d" "Dose5" 3.55676068094561 -40.4961958352749
"210" "BPAF" "3" 0 "d" "Dose5" 3.55676068094561 8.28652382952018
"211" "BPAF" "4" 0 "d" "Dose5" 3.55676068094561 -5.20791789474262
"212" "BPAF" "5" 0 "d" "Dose5" 3.55676068094561 -15.7952950742346
"213" "BPAF" "6" 0 "d" "Dose5" 3.55676068094561 8.23421449247848
"214" "BPAF" "7" 0 "d" "Dose5" 3.55676068094561 -3.74249915663496
"215" "BPAF" "8" 0 "d" "Dose5" 3.55676068094561 2.63076717044219
"216" "BPAF" "9" 0 "d" "Dose5" 3.55676068094561 29.8164472323598
"217" "BPAF" "1" 1 "e" "Control" 3.69727294443456 10.3815049808543
"218" "BPAF" "2" 1 "e" "Control" 3.69727294443456 19.0400608019888
"219" "BPAF" "3" 1 "e" "Control" 3.69727294443456 4.54639668500283
"220" "BPAF" "4" 1 "e" "Control" 3.69727294443456 7.46634484998041
"221" "BPAF" "5" 1 "e" "Control" 3.69727294443456 0
"222" "BPAF" "6" 1 "e" "Control" 3.69727294443456 -11.6142838715654
"223" "BPAF" "7" 1 "e" "Control" 3.69727294443456 -2.4870263330568
"224" "BPAF" "8" 1 "e" "Control" 3.69727294443456 -3.09468820733296
"225" "BPAF" "9" 1 "e" "Control" 3.69727294443456 -20.2993091227083
"226" "BPAF" "1" 0 "e" "Dose1" 3.69727294443456 23.6833960331644
"227" "BPAF" "2" 0 "e" "Dose1" 3.69727294443456 4.74189368544402
"228" "BPAF" "3" 0 "e" "Dose1" 3.69727294443456 19.4994228182617
"229" "BPAF" "4" 0 "e" "Dose1" 3.69727294443456 -1.4041235155565
"230" "BPAF" "5" 0 "e" "Dose1" 3.69727294443456 -5.03205696322375
"231" "BPAF" "6" 0 "e" "Dose1" 3.69727294443456 9.81969052890079
"232" "BPAF" "7" 0 "e" "Dose1" 3.69727294443456 1.71574124192349
"233" "BPAF" "8" 0 "e" "Dose1" 3.69727294443456 10.2050370769058
"234" "BPAF" "9" 0 "e" "Dose1" 3.69727294443456 -17.2701581890889
"235" "BPAF" "1" 0 "e" "Dose2" 3.69727294443456 5.7637011159164
"236" "BPAF" "2" 0 "e" "Dose2" 3.69727294443456 10.4768360305021
"237" "BPAF" "3" 0 "e" "Dose2" 3.69727294443456 7.20083535383402
"238" "BPAF" "4" 0 "e" "Dose2" 3.69727294443456 -3.18561346284731
"239" "BPAF" "5" 0 "e" "Dose2" 3.69727294443456 -16.4811590170716
"240" "BPAF" "6" 0 "e" "Dose2" 3.69727294443456 12.9944428243399
"241" "BPAF" "7" 0 "e" "Dose2" 3.69727294443456 7.65208118400054
"242" "BPAF" "8" 0 "e" "Dose2" 3.69727294443456 7.28276032606745
"243" "BPAF" "9" 0 "e" "Dose2" 3.69727294443456 5.14459931435711
"244" "BPAF" "1" 0 "e" "Dose3" 3.69727294443456 17.9222016967445
"245" "BPAF" "2" 0 "e" "Dose3" 3.69727294443456 13.7446512113181
"246" "BPAF" "3" 0 "e" "Dose3" 3.69727294443456 -1.9196368285618
"247" "BPAF" "4" 0 "e" "Dose3" 3.69727294443456 23.0751447712644
"248" "BPAF" "5" 0 "e" "Dose3" 3.69727294443456 -5.74927084930117
"249" "BPAF" "6" 0 "e" "Dose3" 3.69727294443456 -9.51695258297347
"250" "BPAF" "7" 0 "e" "Dose3" 3.69727294443456 -6.46840677974114
"251" "BPAF" "8" 0 "e" "Dose3" 3.69727294443456 9.28573381983813
"252" "BPAF" "9" 0 "e" "Dose3" 3.69727294443456 9.35292641173877
"253" "BPAF" "1" 0 "e" "Dose4" 3.69727294443456 1.81328333668995
"254" "BPAF" "2" 0 "e" "Dose4" 3.69727294443456 1.300524070572
"255" "BPAF" "3" 0 "e" "Dose4" 3.69727294443456 9.15986404770575
"256" "BPAF" "4" 0 "e" "Dose4" 3.69727294443456 13.7459220443547
"257" "BPAF" "5" 0 "e" "Dose4" 3.69727294443456 6.82950330615313
"258" "BPAF" "6" 0 "e" "Dose4" 3.69727294443456 4.13926851582254
"259" "BPAF" "7" 0 "e" "Dose4" 3.69727294443456 -1.22660983396456
"260" "BPAF" "8" 0 "e" "Dose4" 3.69727294443456 -2.35518296648096
"261" "BPAF" "9" 0 "e" "Dose4" 3.69727294443456 -164.265988987767
"262" "BPAF" "1" 0 "e" "Dose5" 3.69727294443456 19.0917785935607
"263" "BPAF" "2" 0 "e" "Dose5" 3.69727294443456 6.74522494129661
"264" "BPAF" "3" 0 "e" "Dose5" 3.69727294443456 9.04460460894088
"265" "BPAF" "4" 0 "e" "Dose5" 3.69727294443456 2.24021610168599
"266" "BPAF" "5" 0 "e" "Dose5" 3.69727294443456 8.86331941483638
"267" "BPAF" "6" 0 "e" "Dose5" 3.69727294443456 -2.67580606033424
"268" "BPAF" "7" 0 "e" "Dose5" 3.69727294443456 -3.83223880077912
"269" "BPAF" "8" 0 "e" "Dose5" 3.69727294443456 7.24034100750175
"270" "BPAF" "9" 0 "e" "Dose5" 3.69727294443456 24.6587451380484
"271" "BPAF" "1" 1 "f" "Control" 3.35810624520642 37.1220564440445
"272" "BPAF" "2" 1 "f" "Control" 3.35810624520642 28.9770405274612
"273" "BPAF" "3" 1 "f" "Control" 3.35810624520642 -3.58352518256999
"274" "BPAF" "4" 1 "f" "Control" 3.35810624520642 35.2844199640445
"275" "BPAF" "5" 1 "f" "Control" 3.35810624520642 -21.2195411074042
"276" "BPAF" "6" 1 "f" "Control" 3.35810624520642 -19.0641216363328
"277" "BPAF" "7" 1 "f" "Control" 3.35810624520642 19.9268603034891
"278" "BPAF" "8" 1 "f" "Control" 3.35810624520642 -22.1734521714092
"279" "BPAF" "9" 1 "f" "Control" 3.35810624520642 0
"280" "BPAF" "1" 0 "f" "Dose1" 3.35810624520642 43.4120801469255
"281" "BPAF" "2" 0 "f" "Dose1" 3.35810624520642 28.6475116028973
"282" "BPAF" "3" 0 "f" "Dose1" 3.35810624520642 7.7698319239996
"283" "BPAF" "4" 0 "f" "Dose1" 3.35810624520642 5.24685513359122
"284" "BPAF" "5" 0 "f" "Dose1" 3.35810624520642 13.9693885074772
"285" "BPAF" "6" 0 "f" "Dose1" 3.35810624520642 18.4706737606517
"286" "BPAF" "7" 0 "f" "Dose1" 3.35810624520642 -12.467859453897
"287" "BPAF" "8" 0 "f" "Dose1" 3.35810624520642 -11.9508210942052
"288" "BPAF" "9" 0 "f" "Dose1" 3.35810624520642 -3.541155489954
"289" "BPAF" "1" 0 "f" "Dose2" 3.35810624520642 27.1405288994037
"290" "BPAF" "2" 0 "f" "Dose2" 3.35810624520642 37.4789879602474
"291" "BPAF" "3" 0 "f" "Dose2" 3.35810624520642 35.6964871024477
"292" "BPAF" "4" 0 "f" "Dose2" 3.35810624520642 18.3666391435204
"293" "BPAF" "5" 0 "f" "Dose2" 3.35810624520642 0.725068278381391
"294" "BPAF" "6" 0 "f" "Dose2" 3.35810624520642 30.1581819077115
"295" "BPAF" "7" 0 "f" "Dose2" 3.35810624520642 21.4254121523724
"296" "BPAF" "8" 0 "f" "Dose2" 3.35810624520642 42.6318460380012
"297" "BPAF" "9" 0 "f" "Dose2" 3.35810624520642 25.1978735643973
"298" "BPAF" "1" 0 "f" "Dose3" 3.35810624520642 39.1402044546075
"299" "BPAF" "2" 0 "f" "Dose3" 3.35810624520642 -9.44465099889511
"300" "BPAF" "3" 0 "f" "Dose3" 3.35810624520642 17.5195432855387
"301" "BPAF" "4" 0 "f" "Dose3" 3.35810624520642 22.1448715194583
"302" "BPAF" "5" 0 "f" "Dose3" 3.35810624520642 15.7992631845938
"303" "BPAF" "6" 0 "f" "Dose3" 3.35810624520642 -51.0595280003168
"304" "BPAF" "7" 0 "f" "Dose3" 3.35810624520642 -7.06740466172877
"305" "BPAF" "8" 0 "f" "Dose3" 3.35810624520642 25.3138969628415
"306" "BPAF" "9" 0 "f" "Dose3" 3.35810624520642 32.0307417089728
"307" "BPAF" "1" 0 "f" "Dose4" 3.35810624520642 38.1893064195552
"308" "BPAF" "2" 0 "f" "Dose4" 3.35810624520642 11.3134110428184
"309" "BPAF" "3" 0 "f" "Dose4" 3.35810624520642 -14.1531321944464
"310" "BPAF" "4" 0 "f" "Dose4" 3.35810624520642 30.3337275090404
"311" "BPAF" "5" 0 "f" "Dose4" 3.35810624520642 7.99928812969739
"312" "BPAF" "6" 0 "f" "Dose4" 3.35810624520642 24.8210615933691
"313" "BPAF" "7" 0 "f" "Dose4" 3.35810624520642 31.3760543566147
"314" "BPAF" "8" 0 "f" "Dose4" 3.35810624520642 8.81590143968438
"315" "BPAF" "9" 0 "f" "Dose4" 3.35810624520642 -79.7124189620181
"316" "BPAF" "1" 0 "f" "Dose5" 3.35810624520642 -18.5182381577871
"317" "BPAF" "2" 0 "f" "Dose5" 3.35810624520642 17.9410626833156
"318" "BPAF" "3" 0 "f" "Dose5" 3.35810624520642 9.67462339366971
"319" "BPAF" "4" 0 "f" "Dose5" 3.35810624520642 18.933615316361
"320" "BPAF" "5" 0 "f" "Dose5" 3.35810624520642 28.8914661959428
"321" "BPAF" "6" 0 "f" "Dose5" 3.35810624520642 31.2097846775133
"322" "BPAF" "7" 0 "f" "Dose5" 3.35810624520642 17.0836152209314
"323" "BPAF" "8" 0 "f" "Dose5" 3.35810624520642 2.30449499670455
"324" "BPAF" "9" 0 "f" "Dose5" 3.35810624520642 48.9120814943626
