"summary.plate_id" "summary.embryo_id" "summary.is_VC" "summary.endpoint" "summary.endpoint_value"
"76" "BPA" "Dose1_4" 0 "d" 4435.5
"77" "BPA" "Dose1_4" 0 "e" 5288.45
"78" "BPA" "Dose1_4" 0 "f" 3599.2
"79" "BPA" "Dose1_5" 0 "a" 3715.25
"80" "BPA" "Dose1_5" 0 "b" 3538.1
"81" "BPA" "Dose1_5" 0 "c" 4492.85
"82" "BPA" "Dose1_5" 0 "d" 1981.95
"83" "BPA" "Dose1_5" 0 "e" 4435.2
"84" "BPA" "Dose1_5" 0 "f" 3546.8
"85" "BPA" "Dose1_6" 0 "a" 5789.8
"86" "BPA" "Dose1_6" 0 "b" 5249.25
"87" "BPA" "Dose1_6" 0 "c" 13697.1
"88" "BPA" "Dose1_6" 0 "d" 35137.6
"89" "BPA" "Dose1_6" 0 "e" 13600.7
"90" "BPA" "Dose1_6" 0 "f" 4382.4
"91" "BPA" "Dose1_7" 0 "a" 5684.85
"92" "BPA" "Dose1_7" 0 "b" 4264.3
"93" "BPA" "Dose1_7" 0 "c" 4256.1
"94" "BPA" "Dose1_7" 0 "d" 2565.8
"95" "BPA" "Dose1_7" 0 "e" 5281.45
"96" "BPA" "Dose1_7" 0 "f" 1426
"97" "BPA" "Dose1_8" 0 "a" 5207.6
"98" "BPA" "Dose1_8" 0 "b" 6326.05
"99" "BPA" "Dose1_8" 0 "c" 7005
"100" "BPA" "Dose1_8" 0 "d" 4689.55
"101" "BPA" "Dose1_8" 0 "e" 6796.7
"102" "BPA" "Dose1_8" 0 "f" 2729.9
"103" "BPA" "Dose1_9" 0 "a" 4856.85
"104" "BPA" "Dose1_9" 0 "b" 4034.1
"105" "BPA" "Dose1_9" 0 "c" 6191
"106" "BPA" "Dose1_9" 0 "d" 4869.55
"107" "BPA" "Dose1_9" 0 "e" 5985.25
"108" "BPA" "Dose1_9" 0 "f" 4880.35
"109" "BPA" "Dose2_1" 0 "a" 7717.75
"110" "BPA" "Dose2_1" 0 "b" 4172.55
"111" "BPA" "Dose2_1" 0 "c" 7559.25
"112" "BPA" "Dose2_1" 0 "d" 5197.75
"113" "BPA" "Dose2_1" 0 "e" 7761.75
"114" "BPA" "Dose2_1" 0 "f" 1718.45
"115" "BPA" "Dose2_2" 0 "a" 5138.85
"116" "BPA" "Dose2_2" 0 "b" 3705.8
"117" "BPA" "Dose2_2" 0 "c" 4584.3
"118" "BPA" "Dose2_2" 0 "d" 1405.7
"119" "BPA" "Dose2_2" 0 "e" 5337
"120" "BPA" "Dose2_2" 0 "f" 4912.05
"121" "BPA" "Dose2_3" 0 "a" 4110
"122" "BPA" "Dose2_3" 0 "b" 1785.45
"123" "BPA" "Dose2_3" 0 "c" 4832.65
"124" "BPA" "Dose2_3" 0 "d" 3105.1
"125" "BPA" "Dose2_3" 0 "e" 4559.85
"126" "BPA" "Dose2_3" 0 "f" 4003.65
"127" "BPA" "Dose2_4" 0 "a" 4338.4
"128" "BPA" "Dose2_4" 0 "b" 1343.45
"129" "BPA" "Dose2_4" 0 "c" 5003.05
"130" "BPA" "Dose2_4" 0 "d" 2980.35
"131" "BPA" "Dose2_4" 0 "e" 5813.65
"132" "BPA" "Dose2_4" 0 "f" 4059.25
"133" "BPA" "Dose2_5" 0 "a" 4695.55
"134" "BPA" "Dose2_5" 0 "b" 3593.35
"135" "BPA" "Dose2_5" 0 "c" 5091.2
"136" "BPA" "Dose2_5" 0 "d" 1340.2
"137" "BPA" "Dose2_5" 0 "e" 5263.05
"138" "BPA" "Dose2_5" 0 "f" 3519.95
"139" "BPA" "Dose2_6" 0 "a" 3827.3
"140" "BPA" "Dose2_6" 0 "b" 1454.5
"141" "BPA" "Dose2_6" 0 "c" 5094.55
"142" "BPA" "Dose2_6" 0 "d" 3922.65
"143" "BPA" "Dose2_6" 0 "e" 4701.7
"144" "BPA" "Dose2_6" 0 "f" 4115.55
"145" "BPA" "Dose2_7" 0 "a" 4904.1
"146" "BPA" "Dose2_7" 0 "b" 2272.35
"147" "BPA" "Dose2_7" 0 "c" 5534.05
"148" "BPA" "Dose2_7" 0 "d" 3149.35
"149" "BPA" "Dose2_7" 0 "e" 3286
"150" "BPA" "Dose2_7" 0 "f" 2049.55
"151" "BPA" "Dose2_8" 0 "a" 5877.65
"152" "BPA" "Dose2_8" 0 "b" 6677.75
"153" "BPA" "Dose2_8" 0 "c" 6600.2
"154" "BPA" "Dose2_8" 0 "d" 5249.85
"155" "BPA" "Dose2_8" 0 "e" 5866.8
"156" "BPA" "Dose2_8" 0 "f" 4644.5
"157" "BPA" "Dose2_9" 0 "a" 6222.15
"158" "BPA" "Dose2_9" 0 "b" 3230.15
"159" "BPA" "Dose2_9" 0 "c" 6483
"160" "BPA" "Dose2_9" 0 "d" 4365
"161" "BPA" "Dose2_9" 0 "e" 6316.3
"162" "BPA" "Dose2_9" 0 "f" 4400.85
"163" "BPA" "Dose3_1" 0 "a" 5034.25
"164" "BPA" "Dose3_1" 0 "b" 6787.35
"165" "BPA" "Dose3_1" 0 "c" 6453.95
"166" "BPA" "Dose3_1" 0 "d" 748.7
"167" "BPA" "Dose3_1" 0 "e" 5054.95
"168" "BPA" "Dose3_1" 0 "f" 4410.95
"169" "BPA" "Dose3_2" 0 "a" 4508.8
"170" "BPA" "Dose3_2" 0 "b" 5587
"171" "BPA" "Dose3_2" 0 "c" 5559.1
"172" "BPA" "Dose3_2" 0 "d" 1981.45
"173" "BPA" "Dose3_2" 0 "e" 5042.35
"174" "BPA" "Dose3_2" 0 "f" 881.4
"175" "BPA" "Dose3_3" 0 "a" 5050.65
"176" "BPA" "Dose3_3" 0 "b" 3425.5
"177" "BPA" "Dose3_3" 0 "c" 5650.25
"178" "BPA" "Dose3_3" 0 "d" 1148.95
"179" "BPA" "Dose3_3" 0 "e" 4902.7
"180" "BPA" "Dose3_3" 0 "f" 3666.15
"181" "BPA" "Dose3_4" 0 "a" 5034.9
"182" "BPA" "Dose3_4" 0 "b" 4242.1
"183" "BPA" "Dose3_4" 0 "c" 6470.35
"184" "BPA" "Dose3_4" 0 "d" 5630.5
"185" "BPA" "Dose3_4" 0 "e" 6705.55
"186" "BPA" "Dose3_4" 0 "f" 4251.6
"187" "BPA" "Dose3_5" 0 "a" 4390.75
"188" "BPA" "Dose3_5" 0 "b" 4215.05
"189" "BPA" "Dose3_5" 0 "c" 5326.4
"190" "BPA" "Dose3_5" 0 "d" 1910.9
"191" "BPA" "Dose3_5" 0 "e" 4791.45
"192" "BPA" "Dose3_5" 0 "f" 3784.65
"193" "BPA" "Dose3_6" 0 "a" 5431.85
"194" "BPA" "Dose3_6" 0 "b" 6864.3
"195" "BPA" "Dose3_6" 0 "c" 4519.35
"196" "BPA" "Dose3_6" 0 "d" 3322.55
"197" "BPA" "Dose3_6" 0 "e" 4312.25
"198" "BPA" "Dose3_6" 0 "f" 4416.55
"199" "BPA" "Dose3_7" 0 "a" 3395.8
"200" "BPA" "Dose3_7" 0 "b" 3340.55
"201" "BPA" "Dose3_7" 0 "c" 4537.8
"202" "BPA" "Dose3_7" 0 "d" 4146.15
"203" "BPA" "Dose3_7" 0 "e" 3531.3
"204" "BPA" "Dose3_7" 0 "f" 4170.95
"205" "BPA" "Dose3_8" 0 "a" 4062.3
"206" "BPA" "Dose3_8" 0 "b" 3780.1
"207" "BPA" "Dose3_8" 0 "c" 3408.8
"208" "BPA" "Dose3_8" 0 "d" 3278.8
"209" "BPA" "Dose3_8" 0 "e" 4493.6
"210" "BPA" "Dose3_8" 0 "f" 2425
"211" "BPA" "Dose3_9" 0 "a" 4244.8
"212" "BPA" "Dose3_9" 0 "b" 1109.35
"213" "BPA" "Dose3_9" 0 "c" 4416.55
"214" "BPA" "Dose3_9" 0 "d" 2791.55
"215" "BPA" "Dose3_9" 0 "e" 4460.6
"216" "BPA" "Dose3_9" 0 "f" 2923.45
"217" "BPA" "Dose4_1" 0 "a" 4141.65
"218" "BPA" "Dose4_1" 0 "b" 3568.05
"219" "BPA" "Dose4_1" 0 "c" 5508.65
"220" "BPA" "Dose4_1" 0 "d" 6501.1
"221" "BPA" "Dose4_1" 0 "e" 6343.6
"222" "BPA" "Dose4_1" 0 "f" 942.55
"223" "BPA" "Dose4_2" 0 "a" 6029.6
"224" "BPA" "Dose4_2" 0 "b" 3613.7
"225" "BPA" "Dose4_2" 0 "c" 6755.95
"226" "BPA" "Dose4_2" 0 "d" 4525.2
"227" "BPA" "Dose4_2" 0 "e" 6498.2
"228" "BPA" "Dose4_2" 0 "f" 3562.3
"229" "BPA" "Dose4_3" 0 "a" 5274.6
"230" "BPA" "Dose4_3" 0 "b" 3746.45
"231" "BPA" "Dose4_3" 0 "c" 6012.9
"232" "BPA" "Dose4_3" 0 "d" 4721.15
"233" "BPA" "Dose4_3" 0 "e" 6124.1
"234" "BPA" "Dose4_3" 0 "f" 2991.8
"235" "BPA" "Dose4_4" 0 "a" 3283.3
"236" "BPA" "Dose4_4" 0 "b" 4068.45
"237" "BPA" "Dose4_4" 0 "c" 4319.6
"238" "BPA" "Dose4_4" 0 "d" 3403.05
"239" "BPA" "Dose4_4" 0 "e" 4903.65
"240" "BPA" "Dose4_4" 0 "f" 4404.7
"241" "BPA" "Dose4_5" 0 "a" 5354.55
"242" "BPA" "Dose4_5" 0 "b" 4118.1
"243" "BPA" "Dose4_5" 0 "c" 5679.7
"244" "BPA" "Dose4_5" 0 "d" 1573.35
"245" "BPA" "Dose4_5" 0 "e" 4019.05
"246" "BPA" "Dose4_5" 0 "f" 4078.65
"247" "BPA" "Dose4_6" 0 "a" 3484.1
"248" "BPA" "Dose4_6" 0 "b" 1173.65
"249" "BPA" "Dose4_6" 0 "c" 3885.15
"250" "BPA" "Dose4_6" 0 "d" 3874.55
"251" "BPA" "Dose4_6" 0 "e" 3707.45
"252" "BPA" "Dose4_6" 0 "f" 821.55
"253" "BPA" "Dose4_7" 0 "a" 4138.5
"254" "BPA" "Dose4_7" 0 "b" 1548.3
"255" "BPA" "Dose4_7" 0 "c" 5056.65
"256" "BPA" "Dose4_7" 0 "d" 4599.15
"257" "BPA" "Dose4_7" 0 "e" 5057.3
"258" "BPA" "Dose4_7" 0 "f" 2606.5
"259" "BPA" "Dose4_8" 0 "a" 6273.4
"260" "BPA" "Dose4_8" 0 "b" 4002.15
"261" "BPA" "Dose4_8" 0 "c" 6673.8
"262" "BPA" "Dose4_8" 0 "d" 2581.4
"263" "BPA" "Dose4_8" 0 "e" 6009.9
"264" "BPA" "Dose4_8" 0 "f" 3270.75
"265" "BPA" "Dose4_9" 0 "a" 5121.6
"266" "BPA" "Dose4_9" 0 "b" 5062.35
"267" "BPA" "Dose4_9" 0 "c" 5900.05
"268" "BPA" "Dose4_9" 0 "d" 5850.85
"269" "BPA" "Dose4_9" 0 "e" 5178.15
"270" "BPA" "Dose4_9" 0 "f" 1653.15
"271" "BPA" "Dose5_1" 0 "a" 6638.05
"272" "BPA" "Dose5_1" 0 "b" 6787.5
"273" "BPA" "Dose5_1" 0 "c" 499.5
"274" "BPA" "Dose5_1" 0 "d" 708.2
"275" "BPA" "Dose5_1" 0 "e" 6597.15
"276" "BPA" "Dose5_1" 0 "f" 5070.75
"277" "BPA" "Dose5_2" 0 "a" 7601.35
"278" "BPA" "Dose5_2" 0 "b" 2035.55
"279" "BPA" "Dose5_2" 0 "c" 6706.5
"280" "BPA" "Dose5_2" 0 "d" 3657.1
"281" "BPA" "Dose5_2" 0 "e" 8061.9
"282" "BPA" "Dose5_2" 0 "f" 4209.7
"283" "BPA" "Dose5_3" 0 "a" 5203.4
"284" "BPA" "Dose5_3" 0 "b" 3181.5
"285" "BPA" "Dose5_3" 0 "c" 5856.5
"286" "BPA" "Dose5_3" 0 "d" 3415.55
"287" "BPA" "Dose5_3" 0 "e" 5073.05
"288" "BPA" "Dose5_3" 0 "f" 4025.75
"289" "BPA" "Dose5_4" 0 "a" 4891.7
"290" "BPA" "Dose5_4" 0 "b" 4359.7
"291" "BPA" "Dose5_4" 0 "c" 5803.95
"292" "BPA" "Dose5_4" 0 "d" 1477.65
"293" "BPA" "Dose5_4" 0 "e" 3999.55
"294" "BPA" "Dose5_4" 0 "f" 2900.55
"295" "BPA" "Dose5_5" 0 "a" 5297.3
"296" "BPA" "Dose5_5" 0 "b" 3099.9
"297" "BPA" "Dose5_5" 0 "c" 6298.15
"298" "BPA" "Dose5_5" 0 "d" 1733.45
"299" "BPA" "Dose5_5" 0 "e" 5365.95
"300" "BPA" "Dose5_5" 0 "f" 2101.65
"301" "BPA" "Dose5_6" 0 "a" 5083.05
"302" "BPA" "Dose5_6" 0 "b" 4203.15
"303" "BPA" "Dose5_6" 0 "c" 4503.4
"304" "BPA" "Dose5_6" 0 "d" 4355.75
"305" "BPA" "Dose5_6" 0 "e" 5552.45
"306" "BPA" "Dose5_6" 0 "f" 4292.4
"307" "BPA" "Dose5_7" 0 "a" 4503.55
"308" "BPA" "Dose5_7" 0 "b" 3156.55
"309" "BPA" "Dose5_7" 0 "c" 5338.6
"310" "BPA" "Dose5_7" 0 "d" 4508.2
"311" "BPA" "Dose5_7" 0 "e" 5203.15
"312" "BPA" "Dose5_7" 0 "f" 4115.45
"313" "BPA" "Dose5_8" 0 "a" 3932.85
"314" "BPA" "Dose5_8" 0 "b" 3921.4
"315" "BPA" "Dose5_8" 0 "c" 4748.45
"316" "BPA" "Dose5_8" 0 "d" 2848.25
"317" "BPA" "Dose5_8" 0 "e" 4581.9
"318" "BPA" "Dose5_8" 0 "f" 5057.45
"319" "BPA" "Dose5_9" 0 "a" 6535.95
"320" "BPA" "Dose5_9" 0 "b" 3011.3
"321" "BPA" "Dose5_9" 0 "c" 7666.25
"322" "BPA" "Dose5_9" 0 "d" 2526.6
"323" "BPA" "Dose5_9" 0 "e" 7116.2
"324" "BPA" "Dose5_9" 0 "f" 3854.55
