Identifier,TGSH-10ug/L-A
ENSDARG00000023683,5
ENSDARG00000110528,105
ENSDARG00000042972,0
ENSDARG00000078052,0
ENSDARG00000079978,6
ENSDARG00000001686,2
ENSDARG00000016447,58
ENSDARG00000092039,16
ENSDARG00000042961,20
ENSDARG00000099573,0
ENSDARG00000083622,0
ENSDARG00000093172,0
ENSDARG00000096756,5
ENSDARG00000022768,21
ENSDARG00000042954,2
ENSDARG00000042948,70
ENSDARG00000095724,47
ENSDARG00000027154,21
ENSDARG00000007682,84
ENSDARG00000017947,1
ENSDARG00000094197,2
ENSDARG00000074902,10
ENSDARG00000097883,1
ENSDARG00000106969,0
ENSDARG00000052402,20
ENSDARG00000042927,5
ENSDARG00000092373,12
ENSDARG00000095805,2
ENSDARG00000026799,1
ENSDARG00000042922,0
ENSDARG00000078279,0
ENSDARG00000013607,1
ENSDARG00000026350,4
ENSDARG00000014587,227
ENSDARG00000052379,10
ENSDARG00000059646,24
ENSDARG00000075333,3
ENSDARG00000094451,12
ENSDARG00000078114,25
ENSDARG00000009473,13
ENSDARG00000028295,7
ENSDARG00000068870,4
ENSDARG00000042905,1425
ENSDARG00000095855,0
ENSDARG00000078155,5
ENSDARG00000078917,8
ENSDARG00000104511,4
ENSDARG00000034457,4
ENSDARG00000042899,3
ENSDARG00000068855,2
ENSDARG00000000857,23
ENSDARG00000073997,36
ENSDARG00000056458,3
ENSDARG00000061466,2
ENSDARG00000094586,4
ENSDARG00000106022,0
ENSDARG00000068833,12
ENSDARG00000110655,0
ENSDARG00000075694,0
ENSDARG00000039443,2
ENSDARG00000042816,0
ENSDARG00000076920,9
ENSDARG00000114493,0
ENSDARG00000114843,0
ENSDARG00000110283,0
ENSDARG00000114278,0
ENSDARG00000095822,2
ENSDARG00000073948,1
ENSDARG00000068792,0
ENSDARG00000090194,32
ENSDARG00000042807,3
ENSDARG00000073847,3
ENSDARG00000111246,0
ENSDARG00000068787,48
ENSDARG00000095917,0
ENSDARG00000061288,1
ENSDARG00000056210,1
ENSDARG00000056331,33
ENSDARG00000112911,0
ENSDARG00000001621,4
ENSDARG00000061314,7
ENSDARG00000056252,27
ENSDARG00000000690,6
ENSDARG00000056268,7
ENSDARG00000079620,0
ENSDARG00000030644,3
ENSDARG00000055570,0
ENSDARG00000042529,341
ENSDARG00000029952,12
ENSDARG00000042533,53
ENSDARG00000029473,2
ENSDARG00000088116,32
ENSDARG00000005704,13
ENSDARG00000011553,287
ENSDARG00000095412,0
ENSDARG00000086708,4
ENSDARG00000023861,2
ENSDARG00000077907,4
ENSDARG00000075307,0
ENSDARG00000075793,20
ENSDARG00000042536,0
ENSDARG00000019973,0
ENSDARG00000009901,28
ENSDARG00000015149,2
ENSDARG00000042545,1
ENSDARG00000005015,24
ENSDARG00000055750,1
ENSDARG00000094262,0
ENSDARG00000097877,8
ENSDARG00000055753,4
ENSDARG00000055757,11
ENSDARG00000042552,9
ENSDARG00000098765,0
ENSDARG00000068641,52
ENSDARG00000055759,27
ENSDARG00000030867,0
ENSDARG00000055763,20
ENSDARG00000094673,58
ENSDARG00000042616,3
ENSDARG00000061023,9
ENSDARG00000061044,1
ENSDARG00000110251,0
ENSDARG00000082598,0
ENSDARG00000039754,22
ENSDARG00000012848,37
ENSDARG00000006900,11
ENSDARG00000082377,0
ENSDARG00000080568,0
ENSDARG00000068602,15
ENSDARG00000055825,2
ENSDARG00000113779,0
ENSDARG00000092715,0
ENSDARG00000078571,2
ENSDARG00000097292,2
ENSDARG00000055835,11
ENSDARG00000036820,86
ENSDARG00000033184,88
ENSDARG00000097561,0
ENSDARG00000068590,2
ENSDARG00000036818,3
ENSDARG00000092123,6
ENSDARG00000010862,5
ENSDARG00000036811,9
ENSDARG00000094240,0
ENSDARG00000055970,2
ENSDARG00000007560,3
ENSDARG00000011672,8
ENSDARG00000068575,4
ENSDARG00000093606,3
ENSDARG00000076923,1
ENSDARG00000092035,73
ENSDARG00000090721,29
ENSDARG00000016830,74
ENSDARG00000017055,0
ENSDARG00000068572,15
ENSDARG00000097186,0
ENSDARG00000117650,0
ENSDARG00000117239,2
ENSDARG00000117265,1
ENSDARG00000117362,0
ENSDARG00000117347,1
ENSDARG00000095393,0
ENSDARG00000020292,8
ENSDARG00000018328,47
ENSDARG00000093641,0
ENSDARG00000056065,0
ENSDARG00000061177,4
ENSDARG00000107731,0
ENSDARG00000032234,0
ENSDARG00000056090,295
ENSDARG00000056091,12
ENSDARG00000056101,8
ENSDARG00000095929,0
ENSDARG00000061204,5
ENSDARG00000109841,0
ENSDARG00000073900,0
ENSDARG00000012553,30
ENSDARG00000095898,0
ENSDARG00000056111,7
ENSDARG00000003098,47
ENSDARG00000042708,111
ENSDARG00000112728,12
ENSDARG00000042717,21
ENSDARG00000100631,0
ENSDARG00000007923,15
ENSDARG00000042725,24
ENSDARG00000042732,19
ENSDARG00000042737,3
ENSDARG00000108217,0
ENSDARG00000056175,36
ENSDARG00000079160,1
ENSDARG00000067544,3
ENSDARG00000103179,1
ENSDARG00000101609,1
ENSDARG00000021369,0
ENSDARG00000069478,9
ENSDARG00000022139,0
ENSDARG00000075919,2
ENSDARG00000055302,7
ENSDARG00000096836,0
ENSDARG00000055294,0
ENSDARG00000014041,8
ENSDARG00000078569,0
ENSDARG00000024522,1
ENSDARG00000037598,1
ENSDARG00000055290,6
ENSDARG00000077504,3
ENSDARG00000024540,50
ENSDARG00000110581,14
ENSDARG00000060796,187
ENSDARG00000023287,2
ENSDARG00000097806,0
ENSDARG00000012403,3
ENSDARG00000106269,0
ENSDARG00000016404,6
ENSDARG00000095859,0
ENSDARG00000055232,0
ENSDARG00000068461,6
ENSDARG00000080599,0
ENSDARG00000080833,0
ENSDARG00000081915,0
ENSDARG00000080246,0
ENSDARG00000055225,15
ENSDARG00000092006,0
ENSDARG00000004318,15
ENSDARG00000042485,0
ENSDARG00000060745,0
ENSDARG00000042329,2
ENSDARG00000006719,7
ENSDARG00000033706,0
ENSDARG00000011521,7
ENSDARG00000068438,2
ENSDARG00000013800,6
ENSDARG00000042452,0
ENSDARG00000042440,1
ENSDARG00000095177,1
ENSDARG00000074066,0
ENSDARG00000079880,0
ENSDARG00000042428,74
ENSDARG00000026325,0
ENSDARG00000033871,4
ENSDARG00000033647,29
ENSDARG00000042409,0
ENSDARG00000115445,0
ENSDARG00000068415,32
ENSDARG00000020702,3
ENSDARG00000077536,37
ENSDARG00000020114,11
ENSDARG00000068409,6
ENSDARG00000060368,24
ENSDARG00000085259,0
ENSDARG00000076873,11
ENSDARG00000115950,0
ENSDARG00000019417,12
ENSDARG00000020926,77
ENSDARG00000074087,0
ENSDARG00000068400,3
ENSDARG00000093549,742
ENSDARG00000092042,0
ENSDARG00000054771,16
ENSDARG00000074170,2
ENSDARG00000054777,37
ENSDARG00000013063,35
ENSDARG00000054794,16
ENSDARG00000042172,8
ENSDARG00000060601,9
ENSDARG00000073720,0
ENSDARG00000093745,6
ENSDARG00000054224,29
ENSDARG00000085362,0
ENSDARG00000031044,13
ENSDARG00000054199,2
ENSDARG00000104992,4
ENSDARG00000117624,1
ENSDARG00000117654,1
ENSDARG00000117355,0
ENSDARG00000117811,0
ENSDARG00000117554,0
ENSDARG00000117401,0
ENSDARG00000117303,0
ENSDARG00000089418,44
ENSDARG00000042159,1
ENSDARG00000054186,2
ENSDARG00000086060,0
ENSDARG00000079327,7
ENSDARG00000092658,0
ENSDARG00000078550,3
ENSDARG00000078152,3
ENSDARG00000068370,5
ENSDARG00000108115,0
ENSDARG00000068369,20
ENSDARG00000095445,0
ENSDARG00000013492,0
ENSDARG00000068365,14
ENSDARG00000094498,2
ENSDARG00000079478,2
ENSDARG00000117404,0
ENSDARG00000094865,0
ENSDARG00000112393,0
ENSDARG00000013615,131
ENSDARG00000117819,0
ENSDARG00000090183,7
ENSDARG00000114181,0
ENSDARG00000114738,0
ENSDARG00000114407,0
ENSDARG00000112405,0
ENSDARG00000117375,0
ENSDARG00000110550,0
ENSDARG00000093508,0
ENSDARG00000114388,0
ENSDARG00000109682,0
ENSDARG00000115756,0
ENSDARG00000114865,0
ENSDARG00000094717,0
ENSDARG00000110365,0
ENSDARG00000110722,0
ENSDARG00000114602,0
ENSDARG00000114363,0
ENSDARG00000109566,0
ENSDARG00000044935,62
ENSDARG00000077244,0
ENSDARG00000101243,0
ENSDARG00000116500,1
ENSDARG00000114949,0
ENSDARG00000111462,0
ENSDARG00000114291,0
ENSDARG00000112710,0
ENSDARG00000109589,0
ENSDARG00000107760,0
ENSDARG00000075277,6
ENSDARG00000115340,0
ENSDARG00000115482,0
ENSDARG00000102612,9
ENSDARG00000091241,1
ENSDARG00000102759,7
ENSDARG00000116565,0
ENSDARG00000104730,0
ENSDARG00000104635,0
ENSDARG00000103716,0
ENSDARG00000116524,1
ENSDARG00000110501,0
ENSDARG00000074816,0
ENSDARG00000074510,0
ENSDARG00000070206,0
ENSDARG00000076307,0
ENSDARG00000103702,0
ENSDARG00000079105,2
ENSDARG00000031745,0
ENSDARG00000068286,0
ENSDARG00000117497,0
ENSDARG00000056279,0
ENSDARG00000041887,39
ENSDARG00000095046,6
ENSDARG00000029724,8
ENSDARG00000029612,25
ENSDARG00000077633,1
ENSDARG00000077709,18
ENSDARG00000093488,0
ENSDARG00000006124,118
ENSDARG00000008931,4
ENSDARG00000079869,0
ENSDARG00000079934,12
ENSDARG00000041858,0
ENSDARG00000113694,0
ENSDARG00000068263,3
ENSDARG00000041853,30
ENSDARG00000041848,3
ENSDARG00000078187,71
ENSDARG00000094937,0
ENSDARG00000103974,0
ENSDARG00000012929,8
ENSDARG00000018530,1
ENSDARG00000010294,0
ENSDARG00000053648,1
ENSDARG00000107174,0
ENSDARG00000053646,3
ENSDARG00000076391,0
ENSDARG00000053644,0
ENSDARG00000044900,0
ENSDARG00000046124,6
ENSDARG00000076994,0
ENSDARG00000069956,13
ENSDARG00000037476,25
ENSDARG00000060529,1
ENSDARG00000053878,22
ENSDARG00000108367,0
ENSDARG00000037475,0
ENSDARG00000060522,0
ENSDARG00000092574,2
ENSDARG00000093834,0
ENSDARG00000060518,2
ENSDARG00000095478,0
ENSDARG00000096119,1
ENSDARG00000117159,0
ENSDARG00000117805,0
ENSDARG00000117330,0
ENSDARG00000075565,8
ENSDARG00000010710,48
ENSDARG00000075480,0
ENSDARG00000116896,1
ENSDARG00000046143,23
ENSDARG00000112892,0
ENSDARG00000009153,73
ENSDARG00000046142,4
ENSDARG00000090945,0
ENSDARG00000022438,202
ENSDARG00000013795,5
ENSDARG00000094887,1
ENSDARG00000009470,4
ENSDARG00000106398,0
ENSDARG00000046141,6
ENSDARG00000052332,0
ENSDARG00000092626,1
ENSDARG00000009629,18
ENSDARG00000083988,0
ENSDARG00000059630,5
ENSDARG00000019990,4
ENSDARG00000059629,4
ENSDARG00000052045,8
ENSDARG00000023526,0
ENSDARG00000074308,0
ENSDARG00000094260,1
ENSDARG00000013302,8
ENSDARG00000008461,1
ENSDARG00000038300,13
ENSDARG00000036593,79
ENSDARG00000011515,6
ENSDARG00000002172,16
ENSDARG00000102070,18
ENSDARG00000019096,15
ENSDARG00000068006,1
ENSDARG00000117312,13
ENSDARG00000099558,1
ENSDARG00000116848,0
ENSDARG00000098108,8
ENSDARG00000102096,7
ENSDARG00000106308,0
ENSDARG00000053575,0
ENSDARG00000103759,9
ENSDARG00000079932,19
ENSDARG00000079687,271
ENSDARG00000053452,8
ENSDARG00000005648,2
ENSDARG00000111921,0
ENSDARG00000094519,0
ENSDARG00000041720,13
ENSDARG00000008979,23
ENSDARG00000097083,0
ENSDARG00000078536,1
ENSDARG00000095534,0
ENSDARG00000113940,0
ENSDARG00000093048,2
ENSDARG00000096103,0
ENSDARG00000096085,0
ENSDARG00000096161,3
ENSDARG00000042723,0
ENSDARG00000108635,0
ENSDARG00000113080,0
ENSDARG00000110615,0
ENSDARG00000075818,0
ENSDARG00000053509,7
ENSDARG00000053512,0
ENSDARG00000075349,61
ENSDARG00000091860,4
ENSDARG00000034229,16
ENSDARG00000094781,0
ENSDARG00000017365,21
ENSDARG00000029865,30
ENSDARG00000026229,1
ENSDARG00000092308,1
ENSDARG00000041750,11
ENSDARG00000023484,0
ENSDARG00000000966,70
ENSDARG00000100965,10
ENSDARG00000062518,4
ENSDARG00000053344,0
ENSDARG00000112428,0
ENSDARG00000097262,10
ENSDARG00000001154,6
ENSDARG00000093752,0
ENSDARG00000099167,0
ENSDARG00000068217,20
ENSDARG00000041699,1
ENSDARG00000068213,20
ENSDARG00000095351,11
ENSDARG00000114601,0
ENSDARG00000088872,0
ENSDARG00000041705,0
ENSDARG00000053345,0
ENSDARG00000016056,4
ENSDARG00000016227,0
ENSDARG00000075932,1
ENSDARG00000099211,0
ENSDARG00000017983,0
ENSDARG00000043179,9
ENSDARG00000043177,8
ENSDARG00000078815,7
ENSDARG00000113619,0
ENSDARG00000006137,3
ENSDARG00000074742,0
ENSDARG00000006901,34
ENSDARG00000115528,0
ENSDARG00000010933,0
ENSDARG00000032535,13
ENSDARG00000060124,0
ENSDARG00000016545,8
ENSDARG00000094890,0
ENSDARG00000092243,0
ENSDARG00000092262,0
ENSDARG00000076901,0
ENSDARG00000076270,3
ENSDARG00000060065,114
ENSDARG00000002597,0
ENSDARG00000007323,53
ENSDARG00000073773,3
ENSDARG00000003527,33
ENSDARG00000083063,0
ENSDARG00000075758,102
ENSDARG00000096154,0
ENSDARG00000095899,0
ENSDARG00000078157,0
ENSDARG00000110770,0
ENSDARG00000009212,1032
ENSDARG00000034270,137
ENSDARG00000094471,1
ENSDARG00000010070,10
ENSDARG00000041576,4
ENSDARG00000060029,12
ENSDARG00000094251,0
ENSDARG00000075332,1
ENSDARG00000068190,0
ENSDARG00000091876,0
ENSDARG00000053196,31
ENSDARG00000027582,24
ENSDARG00000093188,11
ENSDARG00000010316,18
ENSDARG00000060002,6
ENSDARG00000077087,17
ENSDARG00000079079,6
ENSDARG00000094996,0
ENSDARG00000028275,15
ENSDARG00000041540,8
ENSDARG00000088067,0
ENSDARG00000095734,0
ENSDARG00000018361,5
ENSDARG00000053135,0
ENSDARG00000059397,0
ENSDARG00000076857,0
ENSDARG00000087601,2
ENSDARG00000018653,4
ENSDARG00000106813,0
ENSDARG00000068168,7
ENSDARG00000074897,0
ENSDARG00000076414,7
ENSDARG00000116051,0
ENSDARG00000112033,0
ENSDARG00000077114,5
ENSDARG00000004757,986
ENSDARG00000041530,17
ENSDARG00000097853,3
ENSDARG00000092141,0
ENSDARG00000030634,1
ENSDARG00000053087,16
ENSDARG00000114259,0
ENSDARG00000041511,1
ENSDARG00000059960,15
ENSDARG00000107913,0
ENSDARG00000007275,407
ENSDARG00000052606,12
ENSDARG00000110736,0
ENSDARG00000101823,1
ENSDARG00000076566,8
ENSDARG00000036684,105
ENSDARG00000006109,0
ENSDARG00000073801,6
ENSDARG00000059746,17
ENSDARG00000079504,17
ENSDARG00000091917,3
ENSDARG00000092738,0
ENSDARG00000108502,0
ENSDARG00000107728,0
ENSDARG00000078324,3
ENSDARG00000092351,3
ENSDARG00000104072,0
ENSDARG00000052948,6
ENSDARG00000052958,0
ENSDARG00000052960,5
ENSDARG00000032577,3
ENSDARG00000041462,0
ENSDARG00000104070,0
ENSDARG00000102529,0
ENSDARG00000068145,0
ENSDARG00000101779,0
ENSDARG00000100045,0
ENSDARG00000068149,7
ENSDARG00000009557,3
ENSDARG00000017953,0
ENSDARG00000012747,25
ENSDARG00000011855,1
ENSDARG00000025854,7
ENSDARG00000025858,16
ENSDARG00000022493,0
ENSDARG00000093023,0
ENSDARG00000078485,0
ENSDARG00000022684,583
ENSDARG00000075375,3
ENSDARG00000015293,0
ENSDARG00000073996,0
ENSDARG00000036630,11
ENSDARG00000068127,0
ENSDARG00000095682,0
ENSDARG00000096449,0
ENSDARG00000002230,126
ENSDARG00000068125,20
ENSDARG00000068124,0
ENSDARG00000076250,0
ENSDARG00000059885,0
ENSDARG00000068123,23
ENSDARG00000041372,5
ENSDARG00000018914,47
ENSDARG00000041376,0
ENSDARG00000059897,4
ENSDARG00000105214,2
ENSDARG00000097014,0
ENSDARG00000012378,16
ENSDARG00000057465,3
ENSDARG00000025672,0
ENSDARG00000095867,0
ENSDARG00000095807,109
ENSDARG00000038422,1
ENSDARG00000073743,0
ENSDARG00000078280,1
ENSDARG00000021232,0
ENSDARG00000003303,1
ENSDARG00000033594,0
ENSDARG00000074828,3
ENSDARG00000081096,0
ENSDARG00000106579,1
ENSDARG00000107065,2
ENSDARG00000089156,4
ENSDARG00000099651,25
ENSDARG00000078399,3
ENSDARG00000117233,1
ENSDARG00000015887,215
ENSDARG00000007359,17
ENSDARG00000095922,0
ENSDARG00000021287,2
ENSDARG00000063159,1
ENSDARG00000112101,0
ENSDARG00000036999,1
ENSDARG00000028071,22
ENSDARG00000029556,12
ENSDARG00000068098,0
ENSDARG00000041362,6
ENSDARG00000041358,0
ENSDARG00000011027,30
ENSDARG00000041350,3
ENSDARG00000021209,9
ENSDARG00000005780,0
ENSDARG00000088807,17
ENSDARG00000007329,3
ENSDARG00000094868,0
ENSDARG00000079326,3
ENSDARG00000039229,0
ENSDARG00000025013,0
ENSDARG00000039225,22
ENSDARG00000007369,24
ENSDARG00000104073,0
ENSDARG00000015057,27
ENSDARG00000016016,27
ENSDARG00000077120,0
ENSDARG00000113254,1
ENSDARG00000016044,3
ENSDARG00000015657,0
ENSDARG00000116497,3
ENSDARG00000102758,1
ENSDARG00000102075,7
ENSDARG00000102599,30
ENSDARG00000086906,2
ENSDARG00000099294,12
ENSDARG00000117780,0
ENSDARG00000099985,2
ENSDARG00000103676,0
ENSDARG00000114237,15
ENSDARG00000098591,386
ENSDARG00000102778,1
ENSDARG00000103067,0
ENSDARG00000103176,0
ENSDARG00000101508,0
ENSDARG00000080758,0
ENSDARG00000081534,0
ENSDARG00000096224,0
ENSDARG00000006577,4
ENSDARG00000098313,1
ENSDARG00000095879,21
ENSDARG00000076218,1
ENSDARG00000042477,12
ENSDARG00000041306,38
ENSDARG00000078215,3
ENSDARG00000003181,3
ENSDARG00000059763,1
ENSDARG00000075917,2
ENSDARG00000090454,339
ENSDARG00000098215,6
ENSDARG00000090547,0
ENSDARG00000100136,11
ENSDARG00000110642,0
ENSDARG00000115603,0
ENSDARG00000101589,0
ENSDARG00000100304,0
ENSDARG00000100171,0
ENSDARG00000103610,5
ENSDARG00000100823,71
ENSDARG00000116976,0
ENSDARG00000106018,1
ENSDARG00000098742,1
ENSDARG00000104973,1
ENSDARG00000044490,0
ENSDARG00000008703,0
ENSDARG00000111110,42
ENSDARG00000117662,0
ENSDARG00000103609,7
ENSDARG00000013009,14
ENSDARG00000043079,0
ENSDARG00000102546,14
ENSDARG00000109717,0
ENSDARG00000099650,0
ENSDARG00000117255,2
ENSDARG00000070145,1
ENSDARG00000002193,1963
ENSDARG00000020982,8
ENSDARG00000117283,4
ENSDARG00000103665,0
ENSDARG00000105863,1
ENSDARG00000006990,6
ENSDARG00000110298,8
ENSDARG00000006868,2
ENSDARG00000076747,0
ENSDARG00000086057,0
ENSDARG00000111860,2
ENSDARG00000100461,3
ENSDARG00000098670,4
ENSDARG00000101696,1
ENSDARG00000078042,19
ENSDARG00000093125,3
ENSDARG00000014976,23
ENSDARG00000110024,0
ENSDARG00000102336,0
ENSDARG00000100150,1
ENSDARG00000103337,40
ENSDARG00000104528,4
ENSDARG00000105042,0
ENSDARG00000099598,0
ENSDARG00000114245,33
ENSDARG00000114697,0
ENSDARG00000102274,9
ENSDARG00000103651,1
ENSDARG00000099039,84
ENSDARG00000098936,72
ENSDARG00000100407,10
ENSDARG00000098883,36
ENSDARG00000103114,2
ENSDARG00000098235,3
ENSDARG00000099980,1
ENSDARG00000099373,2
ENSDARG00000111564,0
ENSDARG00000099207,0
ENSDARG00000117794,0
ENSDARG00000099148,21
ENSDARG00000098461,0
ENSDARG00000104716,2
ENSDARG00000099799,11
ENSDARG00000100887,10
ENSDARG00000078172,9
ENSDARG00000098640,0
ENSDARG00000098204,0
ENSDARG00000078058,2
ENSDARG00000074802,0
ENSDARG00000075709,174
ENSDARG00000011999,3
ENSDARG00000040990,4
ENSDARG00000113367,1
ENSDARG00000014321,3
ENSDARG00000059294,6
ENSDARG00000015592,0
ENSDARG00000097420,0
ENSDARG00000075641,0
ENSDARG00000037199,12
ENSDARG00000026369,158
ENSDARG00000059305,3
ENSDARG00000101077,0
ENSDARG00000077553,0
ENSDARG00000112056,1
ENSDARG00000112167,0
ENSDARG00000114086,0
ENSDARG00000100315,3
ENSDARG00000100955,0
ENSDARG00000104727,3
ENSDARG00000101366,0
ENSDARG00000112453,0
ENSDARG00000070272,3
ENSDARG00000110859,0
ENSDARG00000109433,0
ENSDARG00000076718,2
ENSDARG00000094004,0
ENSDARG00000116611,0
ENSDARG00000063730,3
ENSDARG00000063731,0
ENSDARG00000042880,0
ENSDARG00000063732,0
ENSDARG00000096896,3
ENSDARG00000042821,1
ENSDARG00000097886,2
ENSDARG00000083365,0
ENSDARG00000042824,158
ENSDARG00000059351,11
ENSDARG00000080664,0
ENSDARG00000095530,0
ENSDARG00000095041,4
ENSDARG00000059280,9
ENSDARG00000059276,5
ENSDARG00000080641,0
ENSDARG00000094186,0
ENSDARG00000059274,7
ENSDARG00000057859,7
ENSDARG00000059267,6
ENSDARG00000059263,1
ENSDARG00000059256,2
ENSDARG00000059255,3
ENSDARG00000115902,12
ENSDARG00000063646,3
ENSDARG00000093786,0
ENSDARG00000094970,0
ENSDARG00000017775,163
ENSDARG00000092110,0
ENSDARG00000023903,0
ENSDARG00000101735,31
ENSDARG00000104300,0
ENSDARG00000090804,20
ENSDARG00000016611,13
ENSDARG00000099733,10
ENSDARG00000099374,7
ENSDARG00000001549,3
ENSDARG00000106869,0
ENSDARG00000097970,1
ENSDARG00000077620,24
ENSDARG00000006978,1
ENSDARG00000079872,1
ENSDARG00000093284,0
ENSDARG00000092185,1
ENSDARG00000063580,14
ENSDARG00000013128,2
ENSDARG00000011652,4
ENSDARG00000097052,1
ENSDARG00000078386,55
ENSDARG00000034916,29
ENSDARG00000013125,8
ENSDARG00000079964,12
ENSDARG00000099348,0
ENSDARG00000042282,3
ENSDARG00000095577,3
ENSDARG00000074909,6
ENSDARG00000017359,1
ENSDARG00000042467,16
ENSDARG00000093411,0
ENSDARG00000076571,16
ENSDARG00000006892,0
ENSDARG00000042508,22
ENSDARG00000108458,0
ENSDARG00000034801,14
ENSDARG00000104119,9
ENSDARG00000112749,1
ENSDARG00000093749,2
ENSDARG00000077165,10
ENSDARG00000099227,10
ENSDARG00000053383,6
ENSDARG00000058467,42
ENSDARG00000012586,14
ENSDARG00000017007,9
ENSDARG00000114227,14
ENSDARG00000061717,1
ENSDARG00000086172,1
ENSDARG00000012945,0
ENSDARG00000059209,1
ENSDARG00000076824,1
ENSDARG00000022261,91
ENSDARG00000077983,1
ENSDARG00000095858,0
ENSDARG00000039335,52
ENSDARG00000097781,0
ENSDARG00000027822,1
ENSDARG00000113593,0
ENSDARG00000056102,10
ENSDARG00000056087,26
ENSDARG00000018206,10
ENSDARG00000107023,0
ENSDARG00000116178,0
ENSDARG00000111970,0
ENSDARG00000042018,45
ENSDARG00000042025,12
ENSDARG00000063357,0
ENSDARG00000042032,22
ENSDARG00000083322,0
ENSDARG00000110808,0
ENSDARG00000105988,0
ENSDARG00000040374,14
ENSDARG00000074728,0
ENSDARG00000084681,0
ENSDARG00000058780,0
ENSDARG00000063352,18
ENSDARG00000110863,0
ENSDARG00000042124,5
ENSDARG00000094833,10
ENSDARG00000063330,29
ENSDARG00000000666,32
ENSDARG00000097160,6
ENSDARG00000044766,4
ENSDARG00000097968,1
ENSDARG00000058733,4
ENSDARG00000088891,0
ENSDARG00000042114,13
ENSDARG00000042115,13
ENSDARG00000058656,105
ENSDARG00000058646,18
ENSDARG00000081163,0
ENSDARG00000058644,2
ENSDARG00000070155,25
ENSDARG00000094466,0
ENSDARG00000042106,0
ENSDARG00000006863,0
ENSDARG00000078582,0
ENSDARG00000084530,0
ENSDARG00000042063,0
ENSDARG00000086529,1
ENSDARG00000092057,3
ENSDARG00000094478,0
ENSDARG00000094616,0
ENSDARG00000032156,0
ENSDARG00000095741,0
ENSDARG00000070166,0
ENSDARG00000075282,84
ENSDARG00000055009,35
ENSDARG00000092413,0
ENSDARG00000104110,14
ENSDARG00000005049,8
ENSDARG00000077119,28
ENSDARG00000004771,5
ENSDARG00000003017,37
ENSDARG00000019116,8
ENSDARG00000117587,0
ENSDARG00000058606,23
ENSDARG00000010946,19
ENSDARG00000015325,40
ENSDARG00000087403,1
ENSDARG00000095277,0
ENSDARG00000092106,0
ENSDARG00000041998,6
ENSDARG00000117430,0
ENSDARG00000092288,1
ENSDARG00000108052,0
ENSDARG00000091411,1
ENSDARG00000006292,1
ENSDARG00000029766,8
ENSDARG00000017803,57
ENSDARG00000086215,8
ENSDARG00000063509,11
ENSDARG00000039576,217
ENSDARG00000092421,0
ENSDARG00000104105,7
ENSDARG00000063212,4
ENSDARG00000006220,79
ENSDARG00000063224,0
ENSDARG00000010563,7
ENSDARG00000012796,0
ENSDARG00000095022,14
ENSDARG00000116532,0
ENSDARG00000112156,0
ENSDARG00000041959,9
ENSDARG00000070043,5
ENSDARG00000109373,5
ENSDARG00000024112,8
ENSDARG00000116313,0
ENSDARG00000055934,0
ENSDARG00000093103,0
ENSDARG00000095306,1
ENSDARG00000025162,4
ENSDARG00000078392,0
ENSDARG00000073935,2
ENSDARG00000017155,0
ENSDARG00000083967,0
ENSDARG00000078671,24
ENSDARG00000009242,0
ENSDARG00000080888,0
ENSDARG00000041925,750
ENSDARG00000080708,0
ENSDARG00000012215,5
ENSDARG00000070057,10
ENSDARG00000006314,12
ENSDARG00000015889,32
ENSDARG00000093040,0
ENSDARG00000027079,1
ENSDARG00000012222,5
ENSDARG00000061664,4
ENSDARG00000070029,8
ENSDARG00000070028,4
ENSDARG00000003421,4
ENSDARG00000002168,13
ENSDARG00000089235,0
ENSDARG00000035993,59
ENSDARG00000040039,38
ENSDARG00000074143,6
ENSDARG00000111090,0
ENSDARG00000041904,18
ENSDARG00000029955,8
ENSDARG00000095504,0
ENSDARG00000070011,0
ENSDARG00000058409,1
ENSDARG00000020834,36
ENSDARG00000020057,12
ENSDARG00000009839,0
ENSDARG00000019950,12
ENSDARG00000117572,0
ENSDARG00000060004,40
ENSDARG00000085941,0
ENSDARG00000075111,1
ENSDARG00000058222,4
ENSDARG00000041735,63
ENSDARG00000058207,1
ENSDARG00000098022,0
ENSDARG00000006301,0
ENSDARG00000095070,2
ENSDARG00000069978,1
ENSDARG00000078193,2
ENSDARG00000086317,16
ENSDARG00000019316,1
ENSDARG00000000369,5
ENSDARG00000078935,18
ENSDARG00000092279,1
ENSDARG00000095580,24
ENSDARG00000074254,0
ENSDARG00000113678,0
ENSDARG00000094669,0
ENSDARG00000038446,15
ENSDARG00000034555,7
ENSDARG00000019815,18
ENSDARG00000092021,0
ENSDARG00000093288,2
ENSDARG00000093038,0
ENSDARG00000095057,0
ENSDARG00000075996,0
ENSDARG00000068713,0
ENSDARG00000087592,0
ENSDARG00000094103,0
ENSDARG00000092454,0
ENSDARG00000068711,11
ENSDARG00000094149,0
ENSDARG00000036833,11
ENSDARG00000024694,31
ENSDARG00000076798,1
ENSDARG00000039373,0
ENSDARG00000102261,0
ENSDARG00000076339,1
ENSDARG00000103505,25
ENSDARG00000001220,182
ENSDARG00000034677,68
ENSDARG00000019185,2
ENSDARG00000041220,0
ENSDARG00000078001,0
ENSDARG00000003257,5
ENSDARG00000035810,152
ENSDARG00000078593,0
ENSDARG00000107819,0
ENSDARG00000018716,9
ENSDARG00000075435,27
ENSDARG00000068141,0
