GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0000323	7	lytic vacuole	9	171	1	0	0	1	1	1	1	0	0	10	171	18770	0.91332	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000413	9	protein peptidyl-prolyl isomerization	4	24	1	0	0	1	1	1	1	0	0	10	24	18917	0.9874	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000731	7	DNA synthesis involved in DNA repair	2	14	1	1	1	1	1	1	1	1	1	9	13	18928	0.99998	0.0073647	0.0073647	7.14	30678	pcna	ENSDARG00000054155		9.99453	9.99453	9.99453		9.99453		8.46305	8.46305	8.46305		8.46305		11.8031	11.8031	11.8031		11.8031		0.0	9.99453			9.99453	8.46305	11.8031	1	0	1	30678	ENSDARG00000054155	9.99453	9.99453		8.46305	8.46305		11.8031	11.8031		9.99453	8.46305	11.8031	0															0						Hill,1(1)	1.8737800121307373	1.8737800121307373	1.8737800121307373	1.8737800121307373	0.0	1.8737800121307373	9.99453	9.99453	8.46305	8.46305	11.8031	11.8031	UP	1.0	0.0	0.0	
GO:0000976	6	transcription cis-regulatory region binding	9	1212	1	1	0	1	1	1	1	0	0	10	1212	17729	0.5163	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000977	7	RNA polymerase II transcription regulatory region sequence-specific DNA binding	9	1162	1	1	0	1	1	1	1	0	0	10	1162	17779	0.53104	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000978	8	RNA polymerase II cis-regulatory region sequence-specific DNA binding	7	941	1	1	0	1	1	1	1	0	0	10	941	18000	0.60084	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000981	4	DNA-binding transcription factor activity, RNA polymerase II-specific	9	1173	1	1	0	1	1	1	1	0	0	10	1173	17768	0.52776	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000987	7	cis-regulatory region sequence-specific DNA binding	7	955	1	1	0	1	1	1	1	0	0	10	955	17986	0.59619	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001067	5	transcription regulatory region nucleic acid binding	9	1212	1	1	0	1	1	1	1	0	0	10	1212	17729	0.5163	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001501	5	skeletal system development	9	69	2	1	1	1	1	0	2	0	0	10	69	18872	0.96417	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001523	8	retinoid metabolic process	2	32	1	1	1	0	0	0	1	0	0	10	32	18909	0.98324	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001556	4	oocyte maturation	1	14	1	0	0	1	1	1	1	0	0	10	14	18927	0.99264	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001558	5	regulation of cell growth	1	101	1	1	1	0	0	0	1	0	0	10	101	18840	0.94795	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001666	4	response to hypoxia	11	68	1	0	0	1	1	1	1	0	0	10	68	18873	0.96468	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001667	5	ameboidal-type cell migration	4	219	1	1	1	0	0	0	1	0	0	10	219	18722	0.89024	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001732	8	formation of cytoplasmic translation initiation complex	12	17	1	1	1	0	0	0	1	0	0	10	17	18924	0.99106	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001755	6	neural crest cell migration	1	100	1	1	1	0	0	0	1	0	0	10	100	18841	0.94846	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001756	5	somitogenesis	4	87	1	1	1	0	0	0	1	0	0	10	87	18854	0.95502	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001775	3	cell activation	9	99	2	1	1	1	1	1	2	0	0	10	99	18842	0.94896	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001837	6	epithelial to mesenchymal transition	3	23	1	1	1	0	0	0	1	0	0	10	23	18918	0.98793	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001947	6	heart looping	6	131	2	2	2	0	0	0	2	0	0	10	131	18810	0.93297	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0002009	5	morphogenesis of an epithelium	18	392	3	3	3	0	0	0	3	0	0	10	392	18549	0.81134	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0002011	6	morphogenesis of an epithelial sheet	5	87	1	1	1	0	0	0	1	0	0	10	87	18854	0.95502	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0002181	7	cytoplasmic translation	19	23	1	1	1	0	0	0	1	0	0	10	23	18918	0.98793	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0002244	5	hematopoietic progenitor cell differentiation	5	90	1	1	1	0	0	0	1	0	0	10	90	18851	0.9535	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0002376	2	immune system process	23	629	2	1	1	1	1	1	2	0	0	10	629	18312	0.71346	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0002521	5	leukocyte differentiation	7	81	1	1	1	0	0	0	1	0	0	10	81	18860	0.95806	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003002	4	regionalization	10	318	2	2	1	0	0	0	2	0	0	10	318	18623	0.84428	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003006	3	developmental process involved in reproduction	2	134	1	0	0	1	1	1	1	0	0	10	134	18807	0.93148	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003008	3	system process	72	635	3	2	2	1	1	0	3	0	0	10	635	18306	0.71113	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003012	4	muscle system process	18	90	1	0	0	1	1	0	1	0	0	10	90	18851	0.9535	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003013	4	circulatory system process	8	150	1	1	1	0	0	0	1	0	0	10	150	18791	0.92359	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003015	5	heart process	8	68	1	1	1	0	0	0	1	0	0	10	68	18873	0.96468	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003143	5	embryonic heart tube morphogenesis	7	145	2	2	2	0	0	0	2	0	0	10	145	18796	0.92605	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003674	1	molecular_function	817	15947	36	27	20	22	22	19	36	8	8	2	15939	3002	0.48668	0.79767	0.66462	0.05	793447;573619;415166;337731;336165;266799;58013;30678	hbbe1.2;ndufab1a;fabp6;pvalb4;myl1;gatm;noc2l;pcna	ENSDARG00000115405;ENSDARG00000058463;ENSDARG00000044566;ENSDARG00000024433;ENSDARG00000014196;ENSDARG00000036239;ENSDARG00000001754;ENSDARG00000054155		456.29716625	422.921	9.99453	319.0709914390123	288.0913088848725	337.04045176651135	217.35721625000002	250.1465	4.62368	135.12399542613272	133.75987394290672	153.27845034869873	995.9055125	715.09	11.8031	783.2153631775607	669.9361059546733	758.8134803702376					432.901;797.324;412.941;28.5338;777.365;408.814;782.504;9.99453	253.739;327.486;246.554;4.62368;326.391;244.841;326.76;8.46305	738.565;1941.23;691.615;176.089;1851.45;682.602;1873.89;11.8031	7	1	7	793447;573619;415166;337731;336165;266799;30678	ENSDARG00000115405;ENSDARG00000058463;ENSDARG00000044566;ENSDARG00000024433;ENSDARG00000014196;ENSDARG00000036239;ENSDARG00000054155	409.69619	412.941	313.8554942824665	201.72824714285713	246.554	137.91944337168795	870.4791571428572	691.615	754.2109542654094	432.901;797.324;412.941;28.5338;777.365;408.814;9.99453	253.739;327.486;246.554;4.62368;326.391;244.841;8.46305	738.565;1941.23;691.615;176.089;1851.45;682.602;11.8031	1	58013	ENSDARG00000001754	782.504	782.504		326.76	326.76		1873.89	1873.89		782.504	326.76	1873.89	0						Hill,2(0.25);Linear,6(0.75)	2.17969381573449	18.45804762840271	1.5130974054336548	4.149364471435547	0.9032860310489805	1.8948675394058228	235.19224975808834	677.4020827419116	123.72106465249827	310.9933678475017	453.1649559563091	1538.6460690436909	UP	0.875	0.125	0.0	
GO:0003676	4	nucleic acid binding	157	2930	6	5	3	4	4	4	6	1	1	9	2929	16012	0.52742	0.81363	1.0	0.034	30678	pcna	ENSDARG00000054155		9.99453	9.99453	9.99453		9.99453		8.46305	8.46305	8.46305		8.46305		11.8031	11.8031	11.8031		11.8031						9.99453	8.46305	11.8031	1	0	1	30678	ENSDARG00000054155	9.99453	9.99453		8.46305	8.46305		11.8031	11.8031		9.99453	8.46305	11.8031	0															0						Hill,1(1)	1.8737800121307373	1.8737800121307373	1.8737800121307373	1.8737800121307373	0.0	1.8737800121307373	9.99453	9.99453	8.46305	8.46305	11.8031	11.8031	UP	1.0	0.0	0.0	
GO:0003677	5	DNA binding	42	1950	4	3	2	3	3	3	4	1	1	9	1949	16992	0.72487	0.66248	1.0	0.051	30678	pcna	ENSDARG00000054155		9.99453	9.99453	9.99453		9.99453		8.46305	8.46305	8.46305		8.46305		11.8031	11.8031	11.8031		11.8031						9.99453	8.46305	11.8031	1	0	1	30678	ENSDARG00000054155	9.99453	9.99453		8.46305	8.46305		11.8031	11.8031		9.99453	8.46305	11.8031	0															0						Hill,1(1)	1.8737800121307373	1.8737800121307373	1.8737800121307373	1.8737800121307373	0.0	1.8737800121307373	9.99453	9.99453	8.46305	8.46305	11.8031	11.8031	UP	1.0	0.0	0.0	
GO:0003678	4	DNA helicase activity	2	54	1	1	1	0	0	0	1	0	0	10	54	18887	0.97186	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003690	6	double-stranded DNA binding	12	1309	1	1	0	1	1	1	1	0	0	10	1309	17632	0.48874	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003700	3	DNA-binding transcription factor activity	9	1262	1	1	0	1	1	1	1	0	0	10	1262	17679	0.50192	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003712	3	transcription coregulator activity	9	275	1	1	1	1	1	1	1	1	1	9	274	18667	0.99126	0.13602	0.13602	0.36	58013	noc2l	ENSDARG00000001754		782.504	782.504	782.504		782.504		326.76	326.76	326.76		326.76		1873.89	1873.89	1873.89		1873.89						782.504	326.76	1873.89	0	1	0															1	58013	ENSDARG00000001754	782.504	782.504		326.76	326.76		1873.89	1873.89		782.504	326.76	1873.89	0						Linear,1(1)	4.149364471435547	4.149364471435547	4.149364471435547	4.149364471435547	0.0	4.149364471435547	782.504	782.504	326.76	326.76	1873.89	1873.89	DOWN	0.0	1.0	0.0	
GO:0003714	4	transcription corepressor activity	4	89	1	1	1	1	1	1	1	1	1	9	88	18853	0.99904	0.045994	0.045994	1.12	58013	noc2l	ENSDARG00000001754		782.504	782.504	782.504		782.504		326.76	326.76	326.76		326.76		1873.89	1873.89	1873.89		1873.89						782.504	326.76	1873.89	0	1	0															1	58013	ENSDARG00000001754	782.504	782.504		326.76	326.76		1873.89	1873.89		782.504	326.76	1873.89	0						Linear,1(1)	4.149364471435547	4.149364471435547	4.149364471435547	4.149364471435547	0.0	4.149364471435547	782.504	782.504	326.76	326.76	1873.89	1873.89	DOWN	0.0	1.0	0.0	
GO:0003723	5	RNA binding	118	903	3	2	1	2	2	2	3	0	0	10	903	18038	0.61365	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003735	3	structural constituent of ribosome	89	152	1	1	0	1	1	1	1	0	0	10	152	18789	0.92261	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003743	6	translation initiation factor activity	26	61	1	1	1	0	0	0	1	0	0	10	61	18880	0.96827	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003755	4	peptidyl-prolyl cis-trans isomerase activity	6	41	1	0	0	1	1	1	1	0	0	10	41	18900	0.97857	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003779	5	actin binding	43	374	2	1	1	1	1	0	2	0	0	10	374	18567	0.81924	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003824	2	catalytic activity	265	5589	9	7	5	7	7	6	9	2	2	8	5587	13354	0.39641	0.84269	0.73327	0.036	793447;266799	hbbe1.2;gatm	ENSDARG00000115405;ENSDARG00000036239		420.8575	420.8575	408.814	17.032081038440168	422.04001028509987	16.949782398343775	249.29000000000002	249.29000000000002	244.841	6.291836138996358	249.7268321715788	6.261434125481285	710.5835	710.5835	682.602	39.57181679554334	713.3309082735518	39.38060664917001					432.901;408.814	253.739;244.841	738.565;682.602	2	0	2	793447;266799	ENSDARG00000115405;ENSDARG00000036239	420.8575	420.8575	17.032081038440168	249.29000000000002	249.29000000000002	6.291836138996358	710.5835	710.5835	39.57181679554334	432.901;408.814	253.739;244.841	738.565;682.602	0															0						Linear,2(1)	2.4423968909906213	5.02944278717041	1.9159550666809082	3.113487720489502	0.8467834602003789	2.514721393585205	397.25224000000003	444.46276	240.56996000000004	258.01004	655.7397599999999	765.42724	UP	1.0	0.0	0.0	
GO:0003954	5	NADH dehydrogenase activity	11	16	1	1	1	1	1	0	1	0	0	10	16	18925	0.99159	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0003955	6	NAD(P)H dehydrogenase (quinone) activity	10	14	1	1	1	1	1	0	1	0	0	10	14	18927	0.99264	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004129	5	cytochrome-c oxidase activity	12	21	1	1	0	1	1	1	1	0	0	10	21	18920	0.98897	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004175	5	endopeptidase activity	27	394	1	0	0	1	1	1	1	0	0	10	394	18547	0.81047	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004197	6	cysteine-type endopeptidase activity	5	109	1	0	0	1	1	1	1	0	0	10	109	18832	0.94394	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004386	3	helicase activity	5	122	1	1	1	0	0	0	1	0	0	10	122	18819	0.93744	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0004601	4	peroxidase activity	13	42	2	2	1	2	2	2	2	1	1	9	41	18900	0.99979	0.021948	0.021948	2.38	793447	hbbe1.2	ENSDARG00000115405		432.901	432.901	432.901		432.901		253.739	253.739	253.739		253.739		738.565	738.565	738.565		738.565						432.901	253.739	738.565	1	0	1	793447	ENSDARG00000115405	432.901	432.901		253.739	253.739		738.565	738.565		432.901	253.739	738.565	0															0						Linear,1(1)	1.9159550666809082	1.9159550666809082	1.9159550666809082	1.9159550666809082	0.0	1.9159550666809082	432.901	432.901	253.739	253.739	738.565	738.565	UP	1.0	0.0	0.0	
GO:0004745	6	NAD-retinol dehydrogenase activity	1	6	1	1	1	0	0	0	1	0	0	10	6	18935	0.99684	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005198	2	structural molecule activity	168	478	5	2	1	3	3	2	5	0	0	10	478	18463	0.77451	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005201	3	extracellular matrix structural constituent	16	79	1	0	0	1	1	0	1	0	0	10	79	18862	0.95908	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005215	2	transporter activity	76	1186	4	4	2	3	3	2	4	0	0	10	1186	17755	0.52392	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005216	5	ion channel activity	13	407	1	1	0	1	1	1	1	0	0	10	407	18534	0.8048	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005244	5	voltage-gated ion channel activity	3	190	1	1	0	1	1	1	1	0	0	10	190	18751	0.90412	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005253	6	anion channel activity	2	67	1	1	0	1	1	1	1	0	0	10	67	18874	0.96519	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0005344	3	oxygen carrier activity	8	19	2	2	1	2	2	2	2	1	1	9	18	18923	0.99996	0.0099831	0.0099831	5.26	793447	hbbe1.2	ENSDARG00000115405		432.901	432.901	432.901		432.901		253.739	253.739	253.739		253.739		738.565	738.565	738.565		738.565		0.0	432.901			432.901	253.739	738.565	1	0	1	793447	ENSDARG00000115405	432.901	432.901		253.739	253.739		738.565	738.565		432.901	253.739	738.565	0															0						Linear,1(1)	1.9159550666809082	1.9159550666809082	1.9159550666809082	1.9159550666809082	0.0	1.9159550666809082	432.901	432.901	253.739	253.739	738.565	738.565	UP	1.0	0.0	0.0	
GO:0005488	2	binding	507	10236	23	18	13	14	14	13	23	7	7	3	10229	8712	0.91101	0.24551	0.35934	0.068	793447;573619;415166;337731;336165;58013;30678	hbbe1.2;ndufab1a;fabp6;pvalb4;myl1;noc2l;pcna	ENSDARG00000115405;ENSDARG00000058463;ENSDARG00000044566;ENSDARG00000024433;ENSDARG00000014196;ENSDARG00000001754;ENSDARG00000054155		463.0804757142857	432.901	9.99453	344.0124365380261	278.51989831895634	351.7128621035064	213.4309614285714	253.739	4.62368	145.45686203119612	124.95288783453042	157.01418118598778	1040.6631571428572	738.565	11.8031	834.8455263898462	668.9318997779189	796.4800474919344					432.901;797.324;412.941;28.5338;777.365;782.504;9.99453	253.739;327.486;246.554;4.62368;326.391;326.76;8.46305	738.565;1941.23;691.615;176.089;1851.45;1873.89;11.8031	6	1	6	793447;573619;415166;337731;336165;30678	ENSDARG00000115405;ENSDARG00000058463;ENSDARG00000044566;ENSDARG00000024433;ENSDARG00000014196;ENSDARG00000054155	409.8432216666667	422.921	343.8112039415487	194.54278833333333	250.1465	149.64099892141596	901.7920166666667	715.09	821.1971972672835	432.901;797.324;412.941;28.5338;777.365;9.99453	253.739;327.486;246.554;4.62368;326.391;8.46305	738.565;1941.23;691.615;176.089;1851.45;11.8031	1	58013	ENSDARG00000001754	782.504	782.504		326.76	326.76		1873.89	1873.89		782.504	326.76	1873.89	0						Hill,2(0.29);Linear,5(0.72)	2.0714469982130947	15.344559907913208	1.5130974054336548	4.149364471435547	0.9100010432273979	1.8737800121307373	208.23249631624375	717.9284551123276	105.6750100703055	321.18691278683735	422.2009362678009	1659.1253780179136	UP	0.8571428571428571	0.14285714285714285	0.0	
