GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0000151	4	ubiquitin ligase complex	47	202	3	3	2	3	3	3	3	2	2	53	200	18696	0.97914	0.11646	0.11646	0.99	100148379;550576	zswim8;anapc16	ENSDARG00000069397;ENSDARG00000013822		74.2479	74.2479	70.3977	5.44500505784889	72.97520692310488	5.138928365334928	32.344899999999996	32.344899999999996	31.8397	0.7144606917113965	32.177904897811175	0.674299155931648	170.66	170.66	155.649	21.228759784782486	165.69807704086207	20.035440676340635					78.0981;70.3977	32.8501;31.8397	185.671;155.649	1	1	1	100148379	ENSDARG00000069397	78.0981	78.0981		32.8501	32.8501		185.671	185.671		78.0981	32.8501	185.671	1	550576	ENSDARG00000013822	70.3977	70.3977		31.8397	31.8397		155.649	155.649		70.3977	31.8397	155.649	0						Linear,2(1)	1.7889637976119204	3.5786497592926025	1.7533797025680542	1.8252700567245483	0.05083415692595951	1.7893248796463013	66.701508	81.794292	31.354708	33.335091999999996	141.23844	200.08156	CONFLICT	0.5	0.5	0.0	
GO:0000152	4	nuclear ubiquitin ligase complex	8	33	1	1	1	1	1	1	1	1	1	54	32	18864	0.99588	0.09153	0.09153	3.03	550576	anapc16	ENSDARG00000013822		70.3977	70.3977	70.3977		70.3977		31.8397	31.8397	31.8397		31.8397		155.649	155.649	155.649		155.649						70.3977	31.8397	155.649	0	1	0															1	550576	ENSDARG00000013822	70.3977	70.3977		31.8397	31.8397		155.649	155.649		70.3977	31.8397	155.649	0						Linear,1(1)	1.7533797025680542	1.7533797025680542	1.7533797025680542	1.7533797025680542	0.0	1.7533797025680542	70.3977	70.3977	31.8397	31.8397	155.649	155.649	DOWN	0.0	1.0	0.0	
GO:0000165	6	MAPK cascade	9	26	2	2	2	1	1	1	2	1	1	54	25	18871	0.99743	0.072829	0.072829	3.85	556172	taok2a	ENSDARG00000074899		45.5111	45.5111	45.5111		45.5111		26.0688	26.0688	26.0688		26.0688		79.4536	79.4536	79.4536		79.4536						45.5111	26.0688	79.4536	1	0	1	556172	ENSDARG00000074899	45.5111	45.5111		26.0688	26.0688		79.4536	79.4536		45.5111	26.0688	79.4536	0															0						Linear,1(1)	1.966643214225769	1.966643214225769	1.966643214225769	1.966643214225769	0.0	1.966643214225769	45.5111	45.5111	26.0688	26.0688	79.4536	79.4536	UP	1.0	0.0	0.0	
GO:0000166	4	nucleotide binding	642	2147	31	22	7	26	26	23	31	4	4	51	2143	16753	0.23841	0.88357	0.51966	0.19	768159;556172;541339;80963	si:ch211-195b13.1;taok2a;rab6bb;rnd3a	ENSDARG00000016623;ENSDARG00000074899;ENSDARG00000031343;ENSDARG00000076799		46.66705	41.11295	31.9218	18.131067029916714	43.631682248908916	18.159672310410237	25.415100000000002	24.456400000000002	20.6729	4.962412447590361	24.380764880572464	5.023172662307193	87.930325	69.2308	49.2917	52.227154850797355	80.337391654489	51.89814163454347					31.9218;45.5111;36.7148;72.5205	20.6729;26.0688;22.844;32.0747	49.2917;79.4536;59.008;163.968	3	1	3	768159;556172;541339	ENSDARG00000016623;ENSDARG00000074899;ENSDARG00000031343	38.04923333333333	36.7148	6.892227714123556	23.195233333333334	22.844	2.715042880569869	62.58443333333333	59.008	15.395720491205742	31.9218;45.5111;36.7148	20.6729;26.0688;22.844	49.2917;79.4536;59.008	1	80963	ENSDARG00000076799	72.5205	72.5205		32.0747	32.0747		163.968	163.968		72.5205	32.0747	163.968	0						Linear,4(1)	1.8305798091183614	7.356086850166321	1.6641182899475098	2.0584206581115723	0.20382886810780004	1.8167739510536194	28.898604310681613	64.4354956893184	20.55193580136142	30.278264198638578	36.747713246218574	139.1129367537814	UP	0.75	0.25	0.0	
GO:0000184	9	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	10	23	1	0	0	0	0	0	1	0	0	55	23	18873	0.9353	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000209	10	protein polyubiquitination	40	128	3	2	0	3	3	2	3	0	0	55	128	18768	0.68847	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000226	5	microtubule cytoskeleton organization	63	252	6	6	4	5	5	5	6	3	3	52	249	18647	0.99388	0.036737	0.036737	1.19	404604;394141;386762	clasp2;dctn2;apc	ENSDARG00000020345;ENSDARG00000031388;ENSDARG00000058868		38.32306666666667	31.1669	29.953	13.459804212667185	39.83354877403494	13.839997799477084	22.842966666666666	20.2957	19.6989	4.937863798580667	23.410094114133365	5.06322140040034	65.00959999999999	47.861	45.5448	31.729276548323636	68.52319351218667	32.67566257140044					53.8493;31.1669;29.953	28.5343;20.2957;19.6989	101.623;47.861;45.5448	2	1	2	404604;386762	ENSDARG00000020345;ENSDARG00000058868	41.90115	41.90115	16.8972357752681	24.1166	24.1166	6.247571254495641	73.5839	73.5839	39.653275496735475	53.8493;29.953	28.5343;19.6989	101.623;45.5448	1	394141	ENSDARG00000031388	31.1669	31.1669		20.2957	20.2957		47.861	47.861		31.1669	20.2957	47.861	0						Linear,3(1)	2.1115773371681494	6.380812883377075	1.778559684753418	2.3407046794891357	0.3042890366535636	2.2615485191345215	23.09186435923747	53.554268974095855	17.25524775973546	28.43068557359787	29.10454354152121	100.9146564584788	UP	0.6666666666666666	0.3333333333333333	0.0	
GO:0000278	4	mitotic cell cycle	25	79	1	0	0	1	1	1	1	0	0	55	79	18817	0.79447	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000281	5	mitotic cytokinesis	8	33	1	1	1	1	1	1	1	1	1	54	32	18864	0.99588	0.09153	0.09153	3.03	386762	apc	ENSDARG00000058868		29.953	29.953	29.953		29.953		19.6989	19.6989	19.6989		19.698900000000002		45.5448	45.5448	45.5448		45.5448						29.953	19.6989	45.5448	1	0	1	386762	ENSDARG00000058868	29.953	29.953		19.6989	19.6989		45.5448	45.5448		29.953	19.6989	45.5448	0															0						Linear,1(1)	1.778559684753418	1.778559684753418	1.778559684753418	1.778559684753418	0.0	1.778559684753418	29.953	29.953	19.6989	19.6989	45.5448	45.5448	UP	1.0	0.0	0.0	
GO:0000287	6	magnesium ion binding	40	104	1	0	0	1	1	1	1	0	0	55	104	18792	0.73853	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000302	5	response to reactive oxygen species	14	17	1	1	0	1	1	1	1	0	0	55	17	18879	0.95177	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000313	7	organellar ribosome	6	6	1	1	0	1	1	1	1	0	0	55	6	18890	0.98271	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000314	6	organellar small ribosomal subunit	14	20	1	0	0	1	1	0	1	0	0	55	20	18876	0.9435	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000315	6	organellar large ribosomal subunit	32	37	1	1	0	1	1	1	1	0	0	55	37	18859	0.89795	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000323	7	lytic vacuole	53	171	6	5	2	5	5	4	6	1	1	54	170	18726	0.91184	0.39301	0.39301	0.58	569298	ctsbb	ENSDARG00000101051		51.8428	51.8428	51.8428		51.8428		28.0228	28.0228	28.0228		28.0228		95.9105	95.9105	95.9105		95.9105						51.8428	28.0228	95.9105	0	1	0															1	569298	ENSDARG00000101051	51.8428	51.8428		28.0228	28.0228		95.9105	95.9105		51.8428	28.0228	95.9105	0						Linear,1(1)	1.8123224973678589	1.8123224973678589	1.8123224973678589	1.8123224973678589	0.0	1.8123224973678589	51.8428	51.8428	28.0228	28.0228	95.9105	95.9105	DOWN	0.0	1.0	0.0	
GO:0000375	9	RNA splicing, via transesterification reactions	79	122	4	4	3	2	2	2	4	1	1	54	121	18775	0.95108	0.29933	0.29933	0.82	394059	cdc5l	ENSDARG00000043797		38.3527	38.3527	38.3527		38.3527		23.5247	23.5247	23.5247		23.5247		62.5269	62.5269	62.5269		62.5269						38.3527	23.5247	62.5269	1	0	1	394059	ENSDARG00000043797	38.3527	38.3527		23.5247	23.5247		62.5269	62.5269		38.3527	23.5247	62.5269	0															0						Linear,1(1)	2.970691204071045	2.970691204071045	2.970691204071045	2.970691204071045	0.0	2.970691204071045	38.3527	38.3527	23.5247	23.5247	62.5269	62.5269	UP	1.0	0.0	0.0	
GO:0000377	10	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	79	122	4	4	3	2	2	2	4	1	1	54	121	18775	0.95108	0.29933	0.29933	0.82	394059	cdc5l	ENSDARG00000043797		38.3527	38.3527	38.3527		38.3527		23.5247	23.5247	23.5247		23.5247		62.5269	62.5269	62.5269		62.5269						38.3527	23.5247	62.5269	1	0	1	394059	ENSDARG00000043797	38.3527	38.3527		23.5247	23.5247		62.5269	62.5269		38.3527	23.5247	62.5269	0															0						Linear,1(1)	2.970691204071045	2.970691204071045	2.970691204071045	2.970691204071045	0.0	2.970691204071045	38.3527	38.3527	23.5247	23.5247	62.5269	62.5269	UP	1.0	0.0	0.0	
GO:0000380	10	alternative mRNA splicing, via spliceosome	9	12	1	1	1	0	0	0	1	0	0	55	12	18884	0.96571	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000381	9	regulation of alternative mRNA splicing, via spliceosome	26	50	2	1	1	1	1	1	2	0	0	55	50	18846	0.86458	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000398	9	mRNA splicing, via spliceosome	79	122	4	4	3	2	2	2	4	1	1	54	121	18775	0.95108	0.29933	0.29933	0.82	394059	cdc5l	ENSDARG00000043797		38.3527	38.3527	38.3527		38.3527		23.5247	23.5247	23.5247		23.5247		62.5269	62.5269	62.5269		62.5269						38.3527	23.5247	62.5269	1	0	1	394059	ENSDARG00000043797	38.3527	38.3527		23.5247	23.5247		62.5269	62.5269		38.3527	23.5247	62.5269	0															0						Linear,1(1)	2.970691204071045	2.970691204071045	2.970691204071045	2.970691204071045	0.0	2.970691204071045	38.3527	38.3527	23.5247	23.5247	62.5269	62.5269	UP	1.0	0.0	0.0	
GO:0000413	9	protein peptidyl-prolyl isomerization	13	24	1	1	1	1	1	1	1	1	1	54	23	18873	0.99781	0.067417	0.067417	4.17	368924	fkbp5	ENSDARG00000028396		34.9969	34.9969	34.9969		34.9969		22.0739	22.0739	22.0739		22.0739		55.4855	55.4855	55.4855		55.4855						34.9969	22.0739	55.4855	1	0	1	368924	ENSDARG00000028396	34.9969	34.9969		22.0739	22.0739		55.4855	55.4855		34.9969	22.0739	55.4855	0															0						Linear,1(1)	1.9856754541397095	1.9856754541397095	1.9856754541397095	1.9856754541397095	0.0	1.9856754541397095	34.9969	34.9969	22.0739	22.0739	55.4855	55.4855	UP	1.0	0.0	0.0	
GO:0000428	5	DNA-directed RNA polymerase complex	18	44	3	1	1	2	2	2	3	1	1	54	43	18853	0.99276	0.12017	0.12017	2.27	445170	polr2eb	ENSDARG00000026183		50.1174	50.1174	50.1174		50.1174		27.6033	27.6033	27.6033		27.6033		90.9946	90.9946	90.9946		90.9946						50.1174	27.6033	90.9946	1	0	1	445170	ENSDARG00000026183	50.1174	50.1174		27.6033	27.6033		90.9946	90.9946		50.1174	27.6033	90.9946	0															0						Linear,1(1)	2.003338575363159	2.003338575363159	2.003338575363159	2.003338575363159	0.0	2.003338575363159	50.1174	50.1174	27.6033	27.6033	90.9946	90.9946	UP	1.0	0.0	0.0	
GO:0000502	4	proteasome complex	40	54	5	2	1	4	4	4	5	0	0	55	54	18842	0.85456	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000768	4	syncytium formation by plasma membrane fusion	7	15	1	1	1	0	0	0	1	0	0	55	15	18881	0.95732	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000775	4	chromosome, centromeric region	13	52	3	1	1	3	3	3	3	1	1	54	51	18845	0.99001	0.14044	0.14044	1.92	404604	clasp2	ENSDARG00000020345		53.8493	53.8493	53.8493		53.8493		28.5343	28.5343	28.5343		28.5343		101.623	101.623	101.623		101.623						53.8493	28.5343	101.623	1	0	1	404604	ENSDARG00000020345	53.8493	53.8493		28.5343	28.5343		101.623	101.623		53.8493	28.5343	101.623	0															0						Linear,1(1)	2.2615485191345215	2.2615485191345215	2.2615485191345215	2.2615485191345215	0.0	2.2615485191345215	53.8493	53.8493	28.5343	28.5343	101.623	101.623	UP	1.0	0.0	0.0	
