GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0000151	4	ubiquitin ligase complex	199	202	1	0	0	1	0	0	1	0	0	33	202	18716	0.70192	1	1	0																														0	0	0															0															0																						
GO:0000152	4	nuclear ubiquitin ligase complex	33	33	1	0	0	1	0	0	1	0	0	33	33	18885	0.94406	1	1	0																														0	0	0															0															0																						
GO:0000165	6	MAPK cascade	26	26	2	1	0	2	1	1	2	0	0	33	26	18892	0.95567	1	1	0																														0	0	0															0															0																						
GO:0000166	4	nucleotide binding	1997	2147	18	16	9	15	14	10	18	4	4	29	2143	16775	0.6832	0.52322	0.78465	0.19	101885702;100004647;562524;553453	si:dkey-185m8.2;rasl10a;rab38c;samhd1	ENSDARG00000099026;ENSDARG00000062314;ENSDARG00000074719;ENSDARG00000071288		1.5445375	1.510445	1.2574	0.265837236	1.663178587	0.283672003	0.87175425	0.861823	0.687191	0.164411303	0.946887086	0.165620705	5.2826225	4.7467	3.71998	1.932277283	6.078786089	2.170551529					1.48829;1.89986;1.5326;1.2574	0.912035;1.07618;0.811611;0.687191	3.95794;7.91711;5.53546;3.71998	2	2	2	101885702;100004647	ENSDARG00000099026;ENSDARG00000062314	1.694075	1.694075	0.291023938	0.9941075	0.9941075	0.116068043	5.937525	5.937525	2.799555955	1.48829;1.89986	0.912035;1.07618	3.95794;7.91711	2	562524;553453	ENSDARG00000074719;ENSDARG00000071288	1.395	1.395	0.194595786	0.749401	0.749401	0.087978226	4.62772	4.62772	1.283738219	1.5326;1.2574	0.811611;0.687191	5.53546;3.71998	0						"Exp 2,2(0.5);Linear,2(0.5)"	1.732964255	6.955647707	1.547380209	1.916465998	0.165360591	1.74590075	1.284017009	1.805057991	0.710631173	1.032877327	3.388990762	7.176254238	CONFLICT	0.5	0.5	0
GO:0000226	5	microtubule cytoskeleton organization	245	252	3	2	2	2	1	0	3	0	0	33	252	18666	0.64266	1	1	0																														0	0	0															0															0																						
GO:0000250	6	lanosterol synthase activity	1	1	1	0	0	1	0	0	1	0	0	33	1	18917	0.99826	1	1	0																														0	0	0															0															0																						
GO:0000295	7	adenine nucleotide transmembrane transporter activity	13	14	1	1	0	1	1	1	1	0	0	33	14	18904	0.97589	1	1	0																														0	0	0															0															0																						
GO:0000323	7	lytic vacuole	162	171	2	1	1	1	1	0	2	0	0	33	171	18747	0.74128	1	1	0																														0	0	0															0															0																						
GO:0000724	8	double-strand break repair via homologous recombination	66	70	2	2	1	2	2	2	2	1	1	32	69	18849	0.9934	0.11505	0.11505	1.43	553453	samhd1	ENSDARG00000071288		1.2574	1.2574	1.2574		1.2574		0.687191	0.687191	0.687191		0.687191		3.71998	3.71998	3.71998		3.71998						1.2574	0.687191	3.71998	0	1	0															1	553453	ENSDARG00000071288	1.2574	1.2574		0.687191	0.687191		3.71998	3.71998		1.2574	0.687191	3.71998	0						"Exp 2,1(1)"	1.916465998	1.916465998	1.916465998	1.916465998	0	1.916465998	1.2574	1.2574	0.687191	0.687191	3.71998	3.71998	DOWN	0	1	0
GO:0000725	7	recombinational repair	67	71	2	2	1	2	2	2	2	1	1	32	70	18848	0.99322	0.1166	0.1166	1.41	553453	samhd1	ENSDARG00000071288		1.2574	1.2574	1.2574		1.2574		0.687191	0.687191	0.687191		0.687191		3.71998	3.71998	3.71998		3.71998						1.2574	0.687191	3.71998	0	1	0															1	553453	ENSDARG00000071288	1.2574	1.2574		0.687191	0.687191		3.71998	3.71998		1.2574	0.687191	3.71998	0						"Exp 2,1(1)"	1.916465998	1.916465998	1.916465998	1.916465998	0	1.916465998	1.2574	1.2574	0.687191	0.687191	3.71998	3.71998	DOWN	0	1	0
GO:0000775	4	"chromosome, centromeric region"	50	52	1	1	0	1	0	0	1	0	0	33	52	18866	0.91325	1	1	0																														0	0	0															0															0																						
GO:0000776	4	kinetochore	57	57	1	1	0	1	0	0	1	0	0	33	57	18861	0.9053	1	1	0																														0	0	0															0															0																						
GO:0000785	3	chromatin	95	107	1	1	1	1	0	0	1	0	0	33	107	18811	0.82944	1	1	0																														0	0	0															0															0																						
GO:0000932	6	P-body	47	50	2	1	0	2	1	1	2	0	0	33	50	18868	0.91644	1	1	0																														0	0	0															0															0																						
GO:0000976	6	transcription cis-regulatory region binding	1125	1212	5	5	3	4	3	4	4	2	2	31	1210	17708	0.64588	0.6327	1	0.17	553601;30483	zgc:110249;gata4	ENSDARG00000035221;ENSDARG00000098952		1.51921	1.51921	1.3092	0.29699899	1.585001434	0.282048533	0.7922455	0.7922455	0.754041	0.054029322	0.780276885	0.051309572	6.47372	6.47372	3.02363	4.879164069	7.554555994	4.633554696					1.3092;1.72922	0.83045;0.754041	3.02363;9.92381	1	1	1	553601	ENSDARG00000035221	1.3092	1.3092		0.83045	0.83045		3.02363	3.02363		1.3092	0.83045	3.02363	1	30483	ENSDARG00000098952	1.72922	1.72922		0.754041	0.754041		9.92381	9.92381		1.72922	0.754041	9.92381	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.878794615	3.799534202	1.618260741	2.18127346	0.398110112	1.899767101	1.1075904	1.9308296	0.71736468	0.86712632	-0.2884564	13.2358964	CONFLICT	0.5	0.5	0
GO:0000977	7	RNA polymerase II transcription regulatory region sequence-specific DNA binding	1078	1162	5	5	3	4	3	4	4	2	2	31	1160	17758	0.67023	0.60919	1	0.17	553601;30483	zgc:110249;gata4	ENSDARG00000035221;ENSDARG00000098952		1.51921	1.51921	1.3092	0.29699899	1.585001434	0.282048533	0.7922455	0.7922455	0.754041	0.054029322	0.780276885	0.051309572	6.47372	6.47372	3.02363	4.879164069	7.554555994	4.633554696					1.3092;1.72922	0.83045;0.754041	3.02363;9.92381	1	1	1	553601	ENSDARG00000035221	1.3092	1.3092		0.83045	0.83045		3.02363	3.02363		1.3092	0.83045	3.02363	1	30483	ENSDARG00000098952	1.72922	1.72922		0.754041	0.754041		9.92381	9.92381		1.72922	0.754041	9.92381	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.878794615	3.799534202	1.618260741	2.18127346	0.398110112	1.899767101	1.1075904	1.9308296	0.71736468	0.86712632	-0.2884564	13.2358964	CONFLICT	0.5	0.5	0
GO:0000978	8	RNA polymerase II cis-regulatory region sequence-specific DNA binding	880	941	4	4	2	3	3	3	4	2	2	31	939	17979	0.77593	0.49279	0.67877	0.21	553601;30483	zgc:110249;gata4	ENSDARG00000035221;ENSDARG00000098952		1.51921	1.51921	1.3092	0.29699899	1.585001434	0.282048533	0.7922455	0.7922455	0.754041	0.054029322	0.780276885	0.051309572	6.47372	6.47372	3.02363	4.879164069	7.554555994	4.633554696					1.3092;1.72922	0.83045;0.754041	3.02363;9.92381	1	1	1	553601	ENSDARG00000035221	1.3092	1.3092		0.83045	0.83045		3.02363	3.02363		1.3092	0.83045	3.02363	1	30483	ENSDARG00000098952	1.72922	1.72922		0.754041	0.754041		9.92381	9.92381		1.72922	0.754041	9.92381	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.878794615	3.799534202	1.618260741	2.18127346	0.398110112	1.899767101	1.1075904	1.9308296	0.71736468	0.86712632	-0.2884564	13.2358964	CONFLICT	0.5	0.5	0
GO:0000981	4	"DNA-binding transcription factor activity, RNA polymerase II-specific"	1089	1173	5	5	3	4	3	4	4	2	2	31	1171	17747	0.66487	0.61445	1	0.17	553601;30483	zgc:110249;gata4	ENSDARG00000035221;ENSDARG00000098952		1.51921	1.51921	1.3092	0.29699899	1.585001434	0.282048533	0.7922455	0.7922455	0.754041	0.054029322	0.780276885	0.051309572	6.47372	6.47372	3.02363	4.879164069	7.554555994	4.633554696					1.3092;1.72922	0.83045;0.754041	3.02363;9.92381	1	1	1	553601	ENSDARG00000035221	1.3092	1.3092		0.83045	0.83045		3.02363	3.02363		1.3092	0.83045	3.02363	1	30483	ENSDARG00000098952	1.72922	1.72922		0.754041	0.754041		9.92381	9.92381		1.72922	0.754041	9.92381	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.878794615	3.799534202	1.618260741	2.18127346	0.398110112	1.899767101	1.1075904	1.9308296	0.71736468	0.86712632	-0.2884564	13.2358964	CONFLICT	0.5	0.5	0
GO:0000987	7	cis-regulatory region sequence-specific DNA binding	893	955	4	4	2	3	3	3	4	2	2	31	953	17965	0.76944	0.50075	0.68201	0.21	553601;30483	zgc:110249;gata4	ENSDARG00000035221;ENSDARG00000098952		1.51921	1.51921	1.3092	0.29699899	1.585001434	0.282048533	0.7922455	0.7922455	0.754041	0.054029322	0.780276885	0.051309572	6.47372	6.47372	3.02363	4.879164069	7.554555994	4.633554696					1.3092;1.72922	0.83045;0.754041	3.02363;9.92381	1	1	1	553601	ENSDARG00000035221	1.3092	1.3092		0.83045	0.83045		3.02363	3.02363		1.3092	0.83045	3.02363	1	30483	ENSDARG00000098952	1.72922	1.72922		0.754041	0.754041		9.92381	9.92381		1.72922	0.754041	9.92381	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.878794615	3.799534202	1.618260741	2.18127346	0.398110112	1.899767101	1.1075904	1.9308296	0.71736468	0.86712632	-0.2884564	13.2358964	CONFLICT	0.5	0.5	0
GO:0001067	5	transcription regulatory region nucleic acid binding	1125	1212	5	5	3	4	3	4	4	2	2	31	1210	17708	0.64588	0.6327	1	0.17	553601;30483	zgc:110249;gata4	ENSDARG00000035221;ENSDARG00000098952		1.51921	1.51921	1.3092	0.29699899	1.585001434	0.282048533	0.7922455	0.7922455	0.754041	0.054029322	0.780276885	0.051309572	6.47372	6.47372	3.02363	4.879164069	7.554555994	4.633554696					1.3092;1.72922	0.83045;0.754041	3.02363;9.92381	1	1	1	553601	ENSDARG00000035221	1.3092	1.3092		0.83045	0.83045		3.02363	3.02363		1.3092	0.83045	3.02363	1	30483	ENSDARG00000098952	1.72922	1.72922		0.754041	0.754041		9.92381	9.92381		1.72922	0.754041	9.92381	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.878794615	3.799534202	1.618260741	2.18127346	0.398110112	1.899767101	1.1075904	1.9308296	0.71736468	0.86712632	-0.2884564	13.2358964	CONFLICT	0.5	0.5	0
GO:0001101	4	response to acid chemical	24	25	1	1	1	0	1	0	1	0	0	33	25	18893	0.95734	1	1	0																														0	0	0															0															0																						
GO:0001217	4	DNA-binding transcription repressor activity	51	55	1	1	0	1	1	1	1	0	0	33	55	18863	0.90847	1	1	0																														0	0	0															0															0																						
GO:0001227	5	"DNA-binding transcription repressor activity, RNA polymerase II-specific"	47	51	1	1	0	1	1	1	1	0	0	33	51	18867	0.91484	1	1	0																														0	0	0															0															0																						
GO:0001508	5	action potential	29	31	1	1	0	1	1	1	1	0	0	33	31	18887	0.94736	1	1	0																														0	0	0															0															0																						
GO:0001510	7	RNA methylation	52	52	1	1	1	1	1	0	1	0	0	33	52	18866	0.91325	1	1	0																														0	0	0															0															0																						
GO:0001517	6	N-acetylglucosamine 6-O-sulfotransferase activity	7	8	1	1	0	1	1	1	1	0	0	33	8	18910	0.98615	1	1	0																														0	0	0															0															0																						
GO:0001525	4	angiogenesis	244	258	2	2	1	1	0	0	2	0	0	33	258	18660	0.63589	1	1	0																														0	0	0															0															0																						
GO:0001570	5	vasculogenesis	51	54	1	1	0	0	0	0	1	0	0	33	54	18864	0.91006	1	1	0																														0	0	0															0															0																						
GO:0001578	6	microtubule bundle formation	29	29	1	1	1	0	0	0	1	0	0	33	29	18889	0.95068	1	1	0																														0	0	0															0															0																						
GO:0001653	4	peptide receptor activity	114	159	2	0	0	2	0	0	2	0	0	33	159	18759	0.75709	1	1	0																														0	0	0															0															0																						
GO:0001664	5	G protein-coupled receptor binding	141	169	4	4	1	4	4	4	4	1	1	32	168	18750	0.96516	0.25611	0.25611	0.59	798102	nmba	ENSDARG00000068144		0.882389	0.882389	0.882389		0.882389		0.656856	0.656856	0.656856		0.656856		1.33353	1.33353	1.33353		1.33353						0.882389	0.656856	1.33353	1	0	1	798102	ENSDARG00000068144	0.882389	0.882389		0.656856	0.656856		1.33353	1.33353		0.882389	0.656856	1.33353	0															0						"Exp 2,1(1)"	1.711365819	1.711365819	1.711365819	1.711365819	0	1.711365819	0.882389	0.882389	0.656856	0.656856	1.33353	1.33353	UP	1	0	0
GO:0001666	4	response to hypoxia	64	68	2	2	2	2	1	0	2	0	0	33	68	18850	0.88805	1	1	0																														0	0	0															0															0																						
GO:0001667	5	ameboidal-type cell migration	213	219	1	1	0	1	1	1	1	0	0	33	219	18699	0.6812	1	1	0																														0	0	0															0															0																						
GO:0001669	10	acrosomal vesicle	6	7	1	1	0	1	0	0	1	0	0	33	7	18911	0.98787	1	1	0																														0	0	0															0															0																						
GO:0001750	3	photoreceptor outer segment	26	30	1	1	0	1	0	0	1	0	0	33	30	18888	0.94902	1	1	0																														0	0	0															0															0																						
GO:0001878	6	response to yeast	24	24	1	1	0	1	0	0	1	0	0	33	24	18894	0.95901	1	1	0																														0	0	0															0															0																						
GO:0001889	6	liver development	100	104	1	1	1	1	1	1	1	1	1	32	103	18815	0.9859	0.16619	0.16619	0.96	30483	gata4	ENSDARG00000098952		1.72922	1.72922	1.72922		1.72922		0.754041	0.754041	0.754041		0.754041		9.92381	9.92381	9.92381		9.92381						1.72922	0.754041	9.92381	0	1	0															1	30483	ENSDARG00000098952	1.72922	1.72922		0.754041	0.754041		9.92381	9.92381		1.72922	0.754041	9.92381	0						"Exp 2,1(1)"	2.18127346	2.18127346	2.18127346	2.18127346	0	2.18127346	1.72922	1.72922	0.754041	0.754041	9.92381	9.92381	DOWN	0	1	0
GO:0001932	8	regulation of protein phosphorylation	246	277	4	3	3	3	2	1	4	1	1	32	276	18642	0.91639	0.38512	0.38512	0.36	369194	tgfb2	ENSDARG00000027087		0.00159495	0.00159495	0.00159495		0.00159495		5.00E-04	5.00E-04	5.00E-04		5.00E-04		0.0162964	0.0162964	0.0162964		0.0162964						0.00159495	5.00E-04	0.0162964	0	1	0															1	369194	ENSDARG00000027087	0.00159495	0.00159495		5.00E-04	5.00E-04		0.0162964	0.0162964		0.00159495	5.00E-04	0.0162964	0						"Exp 4,1(1)"	1.602090001	1.602090001	1.602090001	1.602090001	0	1.602090001	0.00159495	0.00159495	5.00E-04	5.00E-04	0.0162964	0.0162964	DOWN	0	1	0
GO:0001934	9	positive regulation of protein phosphorylation	141	166	3	2	2	3	1	1	3	1	1	32	165	18753	0.96628	0.25217	0.25217	0.6	369194	tgfb2	ENSDARG00000027087		0.00159495	0.00159495	0.00159495		0.00159495		5.00E-04	5.00E-04	5.00E-04		5.00E-04		0.0162964	0.0162964	0.0162964		0.0162964						0.00159495	5.00E-04	0.0162964	0	1	0															1	369194	ENSDARG00000027087	0.00159495	0.00159495		5.00E-04	5.00E-04		0.0162964	0.0162964		0.00159495	5.00E-04	0.0162964	0						"Exp 4,1(1)"	1.602090001	1.602090001	1.602090001	1.602090001	0	1.602090001	0.00159495	0.00159495	5.00E-04	5.00E-04	0.0162964	0.0162964	DOWN	0	1	0
