GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0000226	5	microtubule cytoskeleton organization	248	252	5	4	2	5	4	3	5	1	1	32	251	18667	0.92896	0.35734	0.35734	0.4	100535123	si:ch73-281i18.7	ENSDARG00000103395		0.987387	0.987387	0.987387		0.987387		0.670262	0.670262	0.670262		0.670262		1.83107	1.83107	1.83107		1.83107						0.987387	0.670262	1.83107	1	0	1	100535123	ENSDARG00000103395	0.987387	0.987387		0.670262	0.670262		1.83107	1.83107		0.987387	0.670262	1.83107	0															0						"Linear,1(1)"	1.809351683	1.809351683	1.809351683	1.809351683	0	1.809351683	0.987387	0.987387	0.670262	0.670262	1.83107	1.83107	UP	1	0	0
GO:0000278	4	mitotic cell cycle	76	79	2	2	1	2	2	1	2	0	0	33	79	18839	0.87113	1	1	0																														0	0	0															0															0																						
GO:0000281	5	mitotic cytokinesis	33	33	3	2	0	3	2	2	3	0	0	33	33	18885	0.94406	1	1	0																														0	0	0															0															0																						
GO:0000307	8	cyclin-dependent protein kinase holoenzyme complex	28	30	1	1	1	1	1	1	1	1	1	32	29	18889	0.99876	0.05098	0.05098	3.33	100330479	ccni2	ENSDARG00000033046		1.79254	1.79254	1.79254		1.79254		1.21181	1.21181	1.21181		1.21181		4.36911	4.36911	4.36911		4.36911						1.79254	1.21181	4.36911	1	0	1	100330479	ENSDARG00000033046	1.79254	1.79254		1.21181	1.21181		4.36911	4.36911		1.79254	1.21181	4.36911	0															0						"Exp 2,1(1)"	1.929854393	1.929854393	1.929854393	1.929854393	0	1.929854393	1.79254	1.79254	1.21181	1.21181	4.36911	4.36911	UP	1	0	0
GO:0000491	8	small nucleolar ribonucleoprotein complex assembly	9	9	1	1	1	1	1	0	1	0	0	33	9	18909	0.98443	1	1	0																														0	0	0															0															0																						
GO:0000492	9	box C/D snoRNP assembly	7	7	1	1	1	1	1	0	1	0	0	33	7	18911	0.98787	1	1	0																														0	0	0															0															0																						
GO:0000723	6	telomere maintenance	40	40	1	0	0	1	0	0	1	0	0	33	40	18878	0.93259	1	1	0																														0	0	0															0															0																						
GO:0000738	7	"DNA catabolic process, exonucleolytic"	3	3	1	1	1	0	1	0	1	0	0	33	3	18915	0.99478	1	1	0																														0	0	0															0															0																						
GO:0000741	7	karyogamy	2	2	1	1	1	0	1	0	1	0	0	33	2	18916	0.99652	1	1	0																														0	0	0															0															0																						
GO:0000775	4	"chromosome, centromeric region"	50	52	3	1	0	3	1	1	3	0	0	33	52	18866	0.91325	1	1	0																														0	0	0															0															0																						
GO:0000776	4	kinetochore	57	57	3	2	0	3	2	2	3	0	0	33	57	18861	0.9053	1	1	0																														0	0	0															0															0																						
GO:0000779	5	"condensed chromosome, centromeric region"	2	2	1	0	0	1	0	0	1	0	0	33	2	18916	0.99652	1	1	0																														0	0	0															0															0																						
GO:0000781	4	"chromosome, telomeric region"	15	17	1	0	0	1	0	0	1	0	0	33	17	18901	0.97079	1	1	0																														0	0	0															0															0																						
GO:0000782	4	telomere cap complex	11	11	1	0	0	1	0	0	1	0	0	33	11	18907	0.98101	1	1	0																														0	0	0															0															0																						
GO:0000783	4	nuclear telomere cap complex	11	11	1	0	0	1	0	0	1	0	0	33	11	18907	0.98101	1	1	0																														0	0	0															0															0																						
GO:0000811	5	GINS complex	4	4	1	1	0	1	1	1	1	0	0	33	4	18914	0.99305	1	1	0																														0	0	0															0															0																						
GO:0000819	5	sister chromatid segregation	18	19	1	1	0	1	1	1	1	0	0	33	19	18899	0.96741	1	1	0																														0	0	0															0															0																						
GO:0000902	4	cell morphogenesis	106	108	1	1	1	1	1	1	1	1	1	32	107	18811	0.98486	0.17202	0.17202	0.93	556770	gpr183a	ENSDARG00000010317		0.388687	0.388687	0.388687		0.388687		0.141743	0.141743	0.141743		0.141743		2.73252	2.73252	2.73252		2.73252						0.388687	0.141743	2.73252	0	1	0															1	556770	ENSDARG00000010317	0.388687	0.388687		0.141743	0.141743		2.73252	2.73252		0.388687	0.141743	2.73252	0						"Poly 2,1(1)"	1.69506228	1.69506228	1.69506228	1.69506228	0	1.69506228	0.388687	0.388687	0.141743	0.141743	2.73252	2.73252	DOWN	0	1	0
GO:0000904	5	cell morphogenesis involved in differentiation	71	73	1	1	1	1	1	1	1	1	1	32	72	18846	0.99285	0.11968	0.11968	1.37	556770	gpr183a	ENSDARG00000010317		0.388687	0.388687	0.388687		0.388687		0.141743	0.141743	0.141743		0.141743		2.73252	2.73252	2.73252		2.73252						0.388687	0.141743	2.73252	0	1	0															1	556770	ENSDARG00000010317	0.388687	0.388687		0.141743	0.141743		2.73252	2.73252		0.388687	0.141743	2.73252	0						"Poly 2,1(1)"	1.69506228	1.69506228	1.69506228	1.69506228	0	1.69506228	0.388687	0.388687	0.141743	0.141743	2.73252	2.73252	DOWN	0	1	0
GO:0000910	4	cytokinesis	51	53	3	2	0	3	2	2	3	0	0	33	53	18865	0.91165	1	1	0																														0	0	0															0															0																						
GO:0000912	5	assembly of actomyosin apparatus involved in cytokinesis	4	4	1	0	0	1	0	0	1	0	0	33	4	18914	0.99305	1	1	0																														0	0	0															0															0																						
GO:0000915	6	actomyosin contractile ring assembly	4	4	1	0	0	1	0	0	1	0	0	33	4	18914	0.99305	1	1	0																														0	0	0															0															0																						
GO:0000976	6	transcription cis-regulatory region binding	1120	1212	7	6	3	7	6	5	7	2	2	31	1210	17708	0.64588	0.6327	1	0.17	100003863;58051	prox2;hoxa1a	ENSDARG00000041952;ENSDARG00000104307		1.894555	1.894555	1.7904	0.147297414	1.823318123	0.107457633	0.971613	0.971613	0.900786	0.100164504	1.02005517	0.073072841	10.405615	10.405615	6.22143	5.917331174	7.543839086	4.316860603					1.99871;1.7904	0.900786;1.04244	14.5898;6.22143	1	1	1	58051	ENSDARG00000104307	1.7904	1.7904		1.04244	1.04244		6.22143	6.22143		1.7904	1.04244	6.22143	1	100003863	ENSDARG00000041952	1.99871	1.99871		0.900786	0.900786		14.5898	14.5898		1.99871	0.900786	14.5898	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.788313672	3.581265926	1.699525237	1.881740689	0.128845782	1.790632963	1.6904112	2.0986988	0.83279208	1.11043392	2.2046124	18.6066176	CONFLICT	0.5	0.5	0
GO:0000977	7	RNA polymerase II transcription regulatory region sequence-specific DNA binding	1072	1162	7	6	3	7	6	5	7	2	2	31	1160	17758	0.67023	0.60919	1	0.17	100003863;58051	prox2;hoxa1a	ENSDARG00000041952;ENSDARG00000104307		1.894555	1.894555	1.7904	0.147297414	1.823318123	0.107457633	0.971613	0.971613	0.900786	0.100164504	1.02005517	0.073072841	10.405615	10.405615	6.22143	5.917331174	7.543839086	4.316860603					1.99871;1.7904	0.900786;1.04244	14.5898;6.22143	1	1	1	58051	ENSDARG00000104307	1.7904	1.7904		1.04244	1.04244		6.22143	6.22143		1.7904	1.04244	6.22143	1	100003863	ENSDARG00000041952	1.99871	1.99871		0.900786	0.900786		14.5898	14.5898		1.99871	0.900786	14.5898	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.788313672	3.581265926	1.699525237	1.881740689	0.128845782	1.790632963	1.6904112	2.0986988	0.83279208	1.11043392	2.2046124	18.6066176	CONFLICT	0.5	0.5	0
GO:0000978	8	RNA polymerase II cis-regulatory region sequence-specific DNA binding	876	941	7	6	3	7	6	5	7	2	2	31	939	17979	0.77593	0.49279	0.67877	0.21	100003863;58051	prox2;hoxa1a	ENSDARG00000041952;ENSDARG00000104307		1.894555	1.894555	1.7904	0.147297414	1.823318123	0.107457633	0.971613	0.971613	0.900786	0.100164504	1.02005517	0.073072841	10.405615	10.405615	6.22143	5.917331174	7.543839086	4.316860603					1.99871;1.7904	0.900786;1.04244	14.5898;6.22143	1	1	1	58051	ENSDARG00000104307	1.7904	1.7904		1.04244	1.04244		6.22143	6.22143		1.7904	1.04244	6.22143	1	100003863	ENSDARG00000041952	1.99871	1.99871		0.900786	0.900786		14.5898	14.5898		1.99871	0.900786	14.5898	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.788313672	3.581265926	1.699525237	1.881740689	0.128845782	1.790632963	1.6904112	2.0986988	0.83279208	1.11043392	2.2046124	18.6066176	CONFLICT	0.5	0.5	0
GO:0000981	4	"DNA-binding transcription factor activity, RNA polymerase II-specific"	1085	1173	7	6	3	7	6	5	7	2	2	31	1171	17747	0.66487	0.61445	1	0.17	100003863;58051	prox2;hoxa1a	ENSDARG00000041952;ENSDARG00000104307		1.894555	1.894555	1.7904	0.147297414	1.823318123	0.107457633	0.971613	0.971613	0.900786	0.100164504	1.02005517	0.073072841	10.405615	10.405615	6.22143	5.917331174	7.543839086	4.316860603					1.99871;1.7904	0.900786;1.04244	14.5898;6.22143	1	1	1	58051	ENSDARG00000104307	1.7904	1.7904		1.04244	1.04244		6.22143	6.22143		1.7904	1.04244	6.22143	1	100003863	ENSDARG00000041952	1.99871	1.99871		0.900786	0.900786		14.5898	14.5898		1.99871	0.900786	14.5898	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.788313672	3.581265926	1.699525237	1.881740689	0.128845782	1.790632963	1.6904112	2.0986988	0.83279208	1.11043392	2.2046124	18.6066176	CONFLICT	0.5	0.5	0
GO:0000987	7	cis-regulatory region sequence-specific DNA binding	889	955	7	6	3	7	6	5	7	2	2	31	953	17965	0.76944	0.50075	0.68201	0.21	100003863;58051	prox2;hoxa1a	ENSDARG00000041952;ENSDARG00000104307		1.894555	1.894555	1.7904	0.147297414	1.823318123	0.107457633	0.971613	0.971613	0.900786	0.100164504	1.02005517	0.073072841	10.405615	10.405615	6.22143	5.917331174	7.543839086	4.316860603					1.99871;1.7904	0.900786;1.04244	14.5898;6.22143	1	1	1	58051	ENSDARG00000104307	1.7904	1.7904		1.04244	1.04244		6.22143	6.22143		1.7904	1.04244	6.22143	1	100003863	ENSDARG00000041952	1.99871	1.99871		0.900786	0.900786		14.5898	14.5898		1.99871	0.900786	14.5898	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.788313672	3.581265926	1.699525237	1.881740689	0.128845782	1.790632963	1.6904112	2.0986988	0.83279208	1.11043392	2.2046124	18.6066176	CONFLICT	0.5	0.5	0
GO:0001067	5	transcription regulatory region nucleic acid binding	1120	1212	7	6	3	7	6	5	7	2	2	31	1210	17708	0.64588	0.6327	1	0.17	100003863;58051	prox2;hoxa1a	ENSDARG00000041952;ENSDARG00000104307		1.894555	1.894555	1.7904	0.147297414	1.823318123	0.107457633	0.971613	0.971613	0.900786	0.100164504	1.02005517	0.073072841	10.405615	10.405615	6.22143	5.917331174	7.543839086	4.316860603					1.99871;1.7904	0.900786;1.04244	14.5898;6.22143	1	1	1	58051	ENSDARG00000104307	1.7904	1.7904		1.04244	1.04244		6.22143	6.22143		1.7904	1.04244	6.22143	1	100003863	ENSDARG00000041952	1.99871	1.99871		0.900786	0.900786		14.5898	14.5898		1.99871	0.900786	14.5898	0						"Exp 2,1(0.5);Linear,1(0.5)"	1.788313672	3.581265926	1.699525237	1.881740689	0.128845782	1.790632963	1.6904112	2.0986988	0.83279208	1.11043392	2.2046124	18.6066176	CONFLICT	0.5	0.5	0
GO:0001217	4	DNA-binding transcription repressor activity	51	55	1	1	0	1	1	1	1	0	0	33	55	18863	0.90847	1	1	0																														0	0	0															0															0																						
GO:0001503	3	ossification	40	42	1	1	0	1	1	1	1	0	0	33	42	18876	0.92934	1	1	0																														0	0	0															0															0																						
GO:0001508	5	action potential	30	31	1	0	0	0	0	0	1	0	0	33	31	18887	0.94736	1	1	0																														0	0	0															0															0																						
GO:0001518	6	voltage-gated sodium channel complex	18	18	1	0	0	0	0	0	1	0	0	33	18	18900	0.9691	1	1	0																														0	0	0															0															0																						
GO:0001525	4	angiogenesis	244	258	3	3	0	3	3	3	3	0	0	33	258	18660	0.63589	1	1	0																														0	0	0															0															0																						
GO:0001539	4	cilium or flagellum-dependent cell motility	15	20	1	0	0	0	0	0	1	0	0	33	20	18898	0.96573	1	1	0																														0	0	0															0															0																						
GO:0001570	5	vasculogenesis	51	54	1	1	0	1	1	1	1	0	0	33	54	18864	0.91006	1	1	0																														0	0	0															0															0																						
GO:0001591	7	"dopamine neurotransmitter receptor activity, coupled via Gi/Go"	5	6	1	0	0	1	0	0	1	0	0	33	6	18912	0.9896	1	1	0																														0	0	0															0															0																						
GO:0001637	6	G protein-coupled chemoattractant receptor activity	16	27	1	1	1	1	1	1	1	1	1	32	26	18892	0.999	0.045998	0.045998	3.7	336944	ccr6b	ENSDARG00000038968		1.28305	1.28305	1.28305		1.28305		0.958492	0.958492	0.958492		0.958492		2.04586	2.04586	2.04586		2.04586						1.28305	0.958492	2.04586	1	0	1	336944	ENSDARG00000038968	1.28305	1.28305		0.958492	0.958492		2.04586	2.04586		1.28305	0.958492	2.04586	0															0						"Exp 2,1(1)"	1.806070805	1.806070805	1.806070805	1.806070805	0	1.806070805	1.28305	1.28305	0.958492	0.958492	2.04586	2.04586	UP	1	0	0
GO:0001653	4	peptide receptor activity	108	159	4	3	2	4	3	3	4	2	2	31	157	18761	0.99737	0.031162	0.031162	1.26	503868;336944	vipr1b;ccr6b	ENSDARG00000059058;ENSDARG00000038968		1.38943	1.38943	1.28305	0.150444039	1.421378844	0.14349896	0.8710805	0.8710805	0.783669	0.123618529	0.844828419	0.11791182	3.660365	3.660365	2.04586	2.283254868	4.145245312	2.177850995					1.49581;1.28305	0.783669;0.958492	5.27487;2.04586	1	1	1	336944	ENSDARG00000038968	1.28305	1.28305		0.958492	0.958492		2.04586	2.04586		1.28305	0.958492	2.04586	1	503868	ENSDARG00000059058	1.49581	1.49581		0.783669	0.783669		5.27487	5.27487		1.49581	0.783669	5.27487	0						"Exp 2,2(1)"	1.695635927	3.398024559	1.591953754	1.806070805	0.151403618	1.69901228	1.1809252	1.5979348	0.69975396	1.04240704	0.4959352	6.8247948	CONFLICT	0.5	0.5	0
