Identifier,DES-CC-B
ENSDARG00000054201,21
ENSDARG00000096717,2
ENSDARG00000110377,0
ENSDARG00000061424,5
ENSDARG00000025226,1
ENSDARG00000086255,0
ENSDARG00000096721,49
ENSDARG00000075515,0
ENSDARG00000096760,0
ENSDARG00000054181,0
ENSDARG00000085246,0
ENSDARG00000094512,2
ENSDARG00000096686,0
ENSDARG00000054177,3
ENSDARG00000074270,7
ENSDARG00000015906,0
ENSDARG00000054154,27
ENSDARG00000015144,0
ENSDARG00000096697,0
ENSDARG00000089766,5
ENSDARG00000107729,0
ENSDARG00000102564,1
ENSDARG00000115156,0
ENSDARG00000111804,0
ENSDARG00000006420,6
ENSDARG00000114810,0
ENSDARG00000113030,0
ENSDARG00000053805,2
ENSDARG00000045064,16
ENSDARG00000116484,0
ENSDARG00000113686,0
ENSDARG00000074806,11
ENSDARG00000075441,3
ENSDARG00000007465,0
ENSDARG00000020224,1
ENSDARG00000061020,12
ENSDARG00000096780,0
ENSDARG00000096696,3
ENSDARG00000007490,0
ENSDARG00000089581,1
ENSDARG00000112796,0
ENSDARG00000091768,6
ENSDARG00000108447,0
ENSDARG00000079227,1
ENSDARG00000070041,0
ENSDARG00000090526,7
ENSDARG00000096786,3
ENSDARG00000091009,0
ENSDARG00000091836,4
ENSDARG00000009341,13
ENSDARG00000096746,0
ENSDARG00000073810,3
ENSDARG00000045067,0
ENSDARG00000075909,0
ENSDARG00000045066,10
ENSDARG00000099579,20
ENSDARG00000053862,79
ENSDARG00000074001,258
ENSDARG00000096796,0
ENSDARG00000004415,34
ENSDARG00000107642,0
ENSDARG00000045065,2
ENSDARG00000083587,0
ENSDARG00000109073,0
ENSDARG00000075721,3
ENSDARG00000075931,24
ENSDARG00000076776,0
ENSDARG00000045268,0
ENSDARG00000074169,1
ENSDARG00000084720,0
ENSDARG00000096757,0
ENSDARG00000096720,0
ENSDARG00000096728,0
ENSDARG00000005185,45
ENSDARG00000074121,13
ENSDARG00000057498,13
ENSDARG00000057484,38
ENSDARG00000057481,4
ENSDARG00000074824,0
ENSDARG00000071426,21
ENSDARG00000071425,16
ENSDARG00000096674,0
ENSDARG00000077560,1
ENSDARG00000083886,0
ENSDARG00000114509,0
ENSDARG00000042410,4
ENSDARG00000061004,23
ENSDARG00000076997,0
ENSDARG00000111372,0
ENSDARG00000061011,1
ENSDARG00000105527,1
ENSDARG00000105665,3
ENSDARG00000096800,0
ENSDARG00000060941,0
ENSDARG00000053528,7
ENSDARG00000104417,0
ENSDARG00000053526,31
ENSDARG00000053525,0
ENSDARG00000096761,0
ENSDARG00000010083,16
ENSDARG00000110350,0
ENSDARG00000088878,1
ENSDARG00000006125,13
ENSDARG00000107196,0
ENSDARG00000045051,9
ENSDARG00000087657,12
ENSDARG00000071414,1
ENSDARG00000024184,6
ENSDARG00000000068,13
ENSDARG00000060868,1
ENSDARG00000053474,1
ENSDARG00000096740,0
ENSDARG00000074506,13
ENSDARG00000074852,6
ENSDARG00000023920,5
ENSDARG00000028088,2
ENSDARG00000099900,3
ENSDARG00000076334,14
ENSDARG00000088143,0
ENSDARG00000009214,9
ENSDARG00000060729,4
ENSDARG00000109525,0
ENSDARG00000071409,8
ENSDARG00000017960,8
ENSDARG00000061226,20
ENSDARG00000021488,3
ENSDARG00000075857,0
ENSDARG00000026611,4
ENSDARG00000115872,0
ENSDARG00000076225,10
ENSDARG00000089276,0
ENSDARG00000075621,6
ENSDARG00000074396,5
ENSDARG00000096781,0
ENSDARG00000080009,12
ENSDARG00000100121,0
ENSDARG00000077081,12
ENSDARG00000096749,7
ENSDARG00000071406,0
ENSDARG00000096725,6
ENSDARG00000087461,1
ENSDARG00000016089,1
ENSDARG00000085630,0
ENSDARG00000022918,5
ENSDARG00000038018,31
ENSDARG00000010018,2
ENSDARG00000084772,0
ENSDARG00000071396,25
ENSDARG00000053323,0
ENSDARG00000079926,1
ENSDARG00000096701,0
ENSDARG00000096797,5
ENSDARG00000096752,0
ENSDARG00000113824,0
ENSDARG00000060680,0
ENSDARG00000060678,0
ENSDARG00000071395,35
ENSDARG00000096742,0
ENSDARG00000103516,6
ENSDARG00000102024,12
ENSDARG00000111243,0
ENSDARG00000113723,0
ENSDARG00000103333,0
ENSDARG00000104442,5
ENSDARG00000103334,0
ENSDARG00000112644,9
ENSDARG00000088984,8
ENSDARG00000117508,0
ENSDARG00000103551,0
ENSDARG00000100285,0
ENSDARG00000112674,1
ENSDARG00000100487,0
ENSDARG00000098812,0
ENSDARG00000101984,19
ENSDARG00000100862,2
ENSDARG00000102491,0
ENSDARG00000099321,8
ENSDARG00000099184,34
ENSDARG00000098998,0
ENSDARG00000019418,1
ENSDARG00000045039,0
ENSDARG00000020853,0
ENSDARG00000088736,1
ENSDARG00000000935,3
ENSDARG00000078249,0
ENSDARG00000086484,0
ENSDARG00000060253,0
ENSDARG00000096736,0
ENSDARG00000116306,0
ENSDARG00000077706,0
ENSDARG00000034309,15
ENSDARG00000086645,5
ENSDARG00000104543,0
ENSDARG00000060457,42
ENSDARG00000045038,1
ENSDARG00000090910,0
ENSDARG00000045036,7
ENSDARG00000060452,0
ENSDARG00000108319,0
ENSDARG00000108789,0
ENSDARG00000108262,0
ENSDARG00000086420,0
ENSDARG00000117143,0
ENSDARG00000117630,0
ENSDARG00000096681,1
ENSDARG00000096678,2
ENSDARG00000006413,332
ENSDARG00000016934,0
ENSDARG00000074081,0
ENSDARG00000053026,1
ENSDARG00000074041,6
ENSDARG00000097539,2
ENSDARG00000031588,7
ENSDARG00000097080,0
ENSDARG00000097826,14
ENSDARG00000096816,4
ENSDARG00000112848,0
ENSDARG00000097577,0
ENSDARG00000106796,0
ENSDARG00000097158,2
ENSDARG00000115212,0
ENSDARG00000103903,0
ENSDARG00000117357,0
ENSDARG00000106489,0
ENSDARG00000096991,1
ENSDARG00000115034,0
ENSDARG00000117267,0
ENSDARG00000102769,0
ENSDARG00000099898,0
ENSDARG00000101579,0
ENSDARG00000108209,0
ENSDARG00000103394,6
ENSDARG00000103490,4
ENSDARG00000100708,2
ENSDARG00000099961,0
ENSDARG00000102009,8
ENSDARG00000099944,0
ENSDARG00000109963,1
ENSDARG00000117657,1
ENSDARG00000099060,0
ENSDARG00000098785,18
ENSDARG00000103294,3
ENSDARG00000100244,44
ENSDARG00000117499,0
ENSDARG00000117221,0
ENSDARG00000117328,0
ENSDARG00000117476,0
ENSDARG00000117350,0
ENSDARG00000015891,6
ENSDARG00000100465,4
ENSDARG00000104566,0
ENSDARG00000101200,1
ENSDARG00000101930,0
ENSDARG00000103634,26
ENSDARG00000098256,0
ENSDARG00000107265,0
ENSDARG00000113076,3
ENSDARG00000100106,0
ENSDARG00000098736,0
ENSDARG00000102895,0
ENSDARG00000104324,1
ENSDARG00000116430,0
ENSDARG00000103650,0
ENSDARG00000104642,20
ENSDARG00000117310,0
ENSDARG00000099093,7
ENSDARG00000107296,0
ENSDARG00000085985,0
ENSDARG00000116062,0
ENSDARG00000039657,0
ENSDARG00000077461,0
ENSDARG00000004948,54
ENSDARG00000056605,7
ENSDARG00000077098,0
ENSDARG00000039667,19
ENSDARG00000089369,1
ENSDARG00000109276,6
ENSDARG00000117808,0
ENSDARG00000117696,0
ENSDARG00000117763,0
ENSDARG00000106669,2
ENSDARG00000076702,0
ENSDARG00000005284,3
ENSDARG00000003077,4
ENSDARG00000096683,0
ENSDARG00000032578,2
ENSDARG00000117474,15
ENSDARG00000117403,5
ENSDARG00000117266,0
ENSDARG00000113315,0
ENSDARG00000052779,0
ENSDARG00000095409,0
ENSDARG00000076196,0
ENSDARG00000074150,0
ENSDARG00000109626,1
ENSDARG00000114194,0
ENSDARG00000114385,0
ENSDARG00000109271,0
ENSDARG00000111373,0
ENSDARG00000116187,0
ENSDARG00000088643,0
ENSDARG00000100583,1
ENSDARG00000076079,0
ENSDARG00000112866,0
ENSDARG00000091503,2
ENSDARG00000010673,1
ENSDARG00000057060,4
ENSDARG00000087229,3
ENSDARG00000039145,3
ENSDARG00000098695,0
ENSDARG00000105080,0
ENSDARG00000095947,19
ENSDARG00000101010,0
ENSDARG00000016156,12
ENSDARG00000060196,1
ENSDARG00000078425,1
ENSDARG00000060257,0
ENSDARG00000104906,0
ENSDARG00000109259,0
ENSDARG00000098856,1
ENSDARG00000071298,0
ENSDARG00000061778,4
ENSDARG00000103092,2
ENSDARG00000096687,1
ENSDARG00000075132,54
ENSDARG00000098231,0
ENSDARG00000077207,0
ENSDARG00000117723,0
ENSDARG00000114960,0
ENSDARG00000117204,0
ENSDARG00000087059,4
ENSDARG00000101848,1
ENSDARG00000102569,1
ENSDARG00000101969,0
ENSDARG00000067831,0
ENSDARG00000038226,0
ENSDARG00000078494,0
ENSDARG00000098946,0
ENSDARG00000111997,1
ENSDARG00000101279,0
ENSDARG00000105018,27
ENSDARG00000099933,3
ENSDARG00000077760,5
ENSDARG00000013822,39
ENSDARG00000037618,0
ENSDARG00000087473,0
ENSDARG00000033662,0
ENSDARG00000002916,1
ENSDARG00000010113,328
ENSDARG00000104549,0
ENSDARG00000053520,0
ENSDARG00000053530,0
ENSDARG00000077440,2
ENSDARG00000012632,3
ENSDARG00000104713,0
ENSDARG00000027491,4
ENSDARG00000112495,0
ENSDARG00000108372,0
ENSDARG00000102279,0
ENSDARG00000052842,28
ENSDARG00000002632,44
ENSDARG00000090949,3
ENSDARG00000110727,0
ENSDARG00000107527,0
ENSDARG00000098724,38
ENSDARG00000099406,0
ENSDARG00000104756,0
ENSDARG00000098983,0
ENSDARG00000116042,0
ENSDARG00000117719,1
ENSDARG00000102972,3
ENSDARG00000116119,1
ENSDARG00000117193,0
ENSDARG00000096738,0
ENSDARG00000075883,4
ENSDARG00000096716,0
ENSDARG00000076780,19
ENSDARG00000115015,0
ENSDARG00000103415,6
ENSDARG00000063670,0
ENSDARG00000104596,4
ENSDARG00000103144,3
ENSDARG00000100028,1
ENSDARG00000103132,0
ENSDARG00000116982,0
ENSDARG00000117011,0
ENSDARG00000104347,32
ENSDARG00000101636,1
ENSDARG00000037079,2
ENSDARG00000070053,0
ENSDARG00000077368,8
ENSDARG00000093448,80
ENSDARG00000068515,11
ENSDARG00000043492,4
ENSDARG00000063626,103
ENSDARG00000110141,0
ENSDARG00000105265,1
ENSDARG00000074869,10
ENSDARG00000063631,0
ENSDARG00000115718,0
ENSDARG00000109754,0
ENSDARG00000109285,0
ENSDARG00000109278,0
ENSDARG00000020493,6
ENSDARG00000059121,0
ENSDARG00000113220,0
ENSDARG00000059116,0
ENSDARG00000027159,0
ENSDARG00000007347,13
ENSDARG00000025605,2
ENSDARG00000094249,1
ENSDARG00000044954,5
ENSDARG00000009136,3
ENSDARG00000113766,0
ENSDARG00000077306,0
ENSDARG00000014031,51
ENSDARG00000075933,6
ENSDARG00000063635,1
ENSDARG00000070231,4
ENSDARG00000081270,17
ENSDARG00000039832,10
ENSDARG00000113274,12
ENSDARG00000090228,195
ENSDARG00000095157,6
ENSDARG00000117000,0
ENSDARG00000115762,0
ENSDARG00000019451,2
ENSDARG00000074919,0
ENSDARG00000111213,0
ENSDARG00000104325,1
ENSDARG00000037337,0
ENSDARG00000092659,20
ENSDARG00000008502,60
ENSDARG00000037334,2
ENSDARG00000115989,0
ENSDARG00000009640,52
ENSDARG00000063572,46
ENSDARG00000027777,0
ENSDARG00000074253,1
ENSDARG00000095184,0
ENSDARG00000074488,0
ENSDARG00000004151,1
ENSDARG00000035005,6
ENSDARG00000076939,5
ENSDARG00000102406,6
ENSDARG00000098631,1
ENSDARG00000115956,53
ENSDARG00000101858,2
ENSDARG00000074745,14
ENSDARG00000106223,0
ENSDARG00000025320,0
ENSDARG00000101701,7
ENSDARG00000088740,0
ENSDARG00000089709,1
ENSDARG00000099687,0
ENSDARG00000023722,0
ENSDARG00000078309,7
ENSDARG00000089920,8
ENSDARG00000102684,1
ENSDARG00000079957,0
ENSDARG00000039066,17
ENSDARG00000102712,1
ENSDARG00000100443,7
ENSDARG00000013095,11
ENSDARG00000099081,1
ENSDARG00000004979,3
ENSDARG00000011055,13
ENSDARG00000077656,0
ENSDARG00000099997,16
ENSDARG00000099363,0
ENSDARG00000098862,0
ENSDARG00000075245,6
ENSDARG00000074653,0
ENSDARG00000108229,0
ENSDARG00000092640,0
ENSDARG00000092118,0
ENSDARG00000093485,0
ENSDARG00000098868,0
ENSDARG00000112522,0
ENSDARG00000100952,56
ENSDARG00000109443,1
ENSDARG00000116116,0
ENSDARG00000035161,0
ENSDARG00000100218,0
ENSDARG00000014840,43
ENSDARG00000104739,1
ENSDARG00000070164,4
ENSDARG00000031278,0
ENSDARG00000021555,0
ENSDARG00000002026,0
ENSDARG00000104860,0
ENSDARG00000100375,0
ENSDARG00000103960,0
ENSDARG00000021439,20
ENSDARG00000020449,8
ENSDARG00000063411,0
ENSDARG00000010681,10
ENSDARG00000076247,0
ENSDARG00000075730,8
ENSDARG00000039820,8
ENSDARG00000014428,14
ENSDARG00000090054,21
ENSDARG00000099892,0
ENSDARG00000089355,17
ENSDARG00000007362,12
ENSDARG00000093768,1
ENSDARG00000094016,0
ENSDARG00000039806,0
ENSDARG00000092422,5
ENSDARG00000003449,3
ENSDARG00000021112,11
ENSDARG00000015662,72
ENSDARG00000087227,0
ENSDARG00000098941,18
ENSDARG00000101175,3
ENSDARG00000063358,10
ENSDARG00000024561,16
ENSDARG00000039543,12
ENSDARG00000013968,74
ENSDARG00000058574,2
ENSDARG00000077828,5
ENSDARG00000078166,3
ENSDARG00000101399,1
ENSDARG00000012078,45
ENSDARG00000093874,2
ENSDARG00000095303,0
ENSDARG00000008372,12
ENSDARG00000070076,0
ENSDARG00000070084,4
ENSDARG00000101795,2
ENSDARG00000020219,1
ENSDARG00000030804,0
ENSDARG00000103110,0
ENSDARG00000101819,0
ENSDARG00000075559,20
ENSDARG00000101651,0
ENSDARG00000017422,12
ENSDARG00000074289,0
ENSDARG00000063187,1
ENSDARG00000058372,1
ENSDARG00000014946,0
ENSDARG00000044414,0
ENSDARG00000111660,0
ENSDARG00000110698,11
ENSDARG00000036282,26
ENSDARG00000028469,0
ENSDARG00000007624,5
ENSDARG00000098414,1
ENSDARG00000077549,11
ENSDARG00000108535,34
ENSDARG00000094815,0
ENSDARG00000104999,2
ENSDARG00000061714,1
ENSDARG00000107688,0
ENSDARG00000058180,0
ENSDARG00000058160,2
ENSDARG00000102319,0
ENSDARG00000093267,0
ENSDARG00000070069,3
ENSDARG00000027016,3
ENSDARG00000087897,64
ENSDARG00000117431,0
ENSDARG00000098342,1
ENSDARG00000092199,7
ENSDARG00000057738,29
ENSDARG00000075943,0
ENSDARG00000057719,12
ENSDARG00000057630,2
ENSDARG00000057660,1
ENSDARG00000057671,27
ENSDARG00000069928,2
ENSDARG00000116824,0
ENSDARG00000062745,7
ENSDARG00000094051,0
ENSDARG00000095141,0
ENSDARG00000039756,0
ENSDARG00000039757,16
ENSDARG00000074760,0
ENSDARG00000089552,0
ENSDARG00000031427,109
ENSDARG00000087190,0
ENSDARG00000087558,0
ENSDARG00000040534,101
ENSDARG00000040851,0
ENSDARG00000053082,2
ENSDARG00000076487,3
ENSDARG00000062874,0
ENSDARG00000112183,0
ENSDARG00000115120,0
ENSDARG00000111017,0
ENSDARG00000092094,0
ENSDARG00000112789,0
ENSDARG00000116869,0
ENSDARG00000092061,0
ENSDARG00000111100,0
ENSDARG00000095314,0
ENSDARG00000110833,0
ENSDARG00000094236,0
ENSDARG00000092202,0
ENSDARG00000111771,0
ENSDARG00000069901,0
ENSDARG00000094403,0
ENSDARG00000109922,0
ENSDARG00000093005,0
ENSDARG00000113825,0
ENSDARG00000095545,0
ENSDARG00000115311,0
ENSDARG00000094741,0
ENSDARG00000116490,0
ENSDARG00000092380,0
ENSDARG00000094866,0
ENSDARG00000069909,1
ENSDARG00000039719,9
ENSDARG00000057881,27
ENSDARG00000057886,0
ENSDARG00000057890,38
ENSDARG00000074779,2
ENSDARG00000062924,0
ENSDARG00000039726,0
ENSDARG00000069865,1
ENSDARG00000109695,0
ENSDARG00000111230,0
ENSDARG00000076713,1
ENSDARG00000092317,0
ENSDARG00000115106,0
ENSDARG00000112706,0
ENSDARG00000111633,0
ENSDARG00000116065,0
ENSDARG00000110600,0
ENSDARG00000003208,3
ENSDARG00000029600,2
ENSDARG00000073716,8
ENSDARG00000003328,3
ENSDARG00000076595,0
ENSDARG00000062965,4
ENSDARG00000069832,1
ENSDARG00000032102,62
ENSDARG00000028748,23
ENSDARG00000107314,0
ENSDARG00000069828,6
ENSDARG00000092071,1
ENSDARG00000092855,2
ENSDARG00000079827,1
ENSDARG00000094925,0
ENSDARG00000117490,0
ENSDARG00000094301,0
ENSDARG00000058004,6
ENSDARG00000058008,11
ENSDARG00000104137,0
ENSDARG00000095483,0
ENSDARG00000095224,0
ENSDARG00000098067,0
ENSDARG00000091900,0
ENSDARG00000017853,0
ENSDARG00000017165,0
ENSDARG00000001888,7
ENSDARG00000043970,17
ENSDARG00000084708,0
ENSDARG00000108281,0
ENSDARG00000063059,0
ENSDARG00000063078,4
ENSDARG00000039770,1
ENSDARG00000006128,5
ENSDARG00000078947,2
ENSDARG00000104810,1
ENSDARG00000028228,15
ENSDARG00000101339,0
ENSDARG00000002071,5
ENSDARG00000004460,3
ENSDARG00000100337,0
ENSDARG00000088329,0
ENSDARG00000056753,11
ENSDARG00000106491,0
ENSDARG00000078991,9
ENSDARG00000056757,1
ENSDARG00000102239,0
ENSDARG00000008238,0
ENSDARG00000038473,26
ENSDARG00000056829,1
ENSDARG00000083310,0
ENSDARG00000056801,8
ENSDARG00000090512,6
ENSDARG00000056794,0
ENSDARG00000112334,0
ENSDARG00000103594,28
ENSDARG00000074686,14
ENSDARG00000090337,11
ENSDARG00000056831,14
ENSDARG00000108063,0
ENSDARG00000091459,0
ENSDARG00000101995,0
ENSDARG00000101125,1
ENSDARG00000076127,2
ENSDARG00000104679,0
ENSDARG00000028201,5
ENSDARG00000078887,1
ENSDARG00000039535,2
ENSDARG00000057075,8
ENSDARG00000075269,1
ENSDARG00000117721,0
ENSDARG00000039534,0
ENSDARG00000057064,12
ENSDARG00000057054,0
ENSDARG00000033440,24
ENSDARG00000024278,89
ENSDARG00000091211,2
ENSDARG00000057006,0
ENSDARG00000013274,10
ENSDARG00000069970,0
ENSDARG00000011837,2
ENSDARG00000062330,12
ENSDARG00000026225,7
ENSDARG00000056978,8
ENSDARG00000110314,0
ENSDARG00000004782,23
ENSDARG00000069715,0
ENSDARG00000092850,0
ENSDARG00000084281,0
ENSDARG00000056598,0
ENSDARG00000114215,0
ENSDARG00000056616,0
ENSDARG00000113806,0
ENSDARG00000039579,85
ENSDARG00000079056,1
ENSDARG00000074036,0
ENSDARG00000075532,0
ENSDARG00000099020,0
ENSDARG00000108302,0
ENSDARG00000056640,16
ENSDARG00000062139,3
ENSDARG00000062164,1
ENSDARG00000094124,0
ENSDARG00000056651,2
ENSDARG00000100008,0
ENSDARG00000076755,1
ENSDARG00000010792,2
ENSDARG00000021201,0
ENSDARG00000039569,0
ENSDARG00000103595,0
ENSDARG00000104179,0
ENSDARG00000069733,5
ENSDARG00000003311,6
ENSDARG00000081583,0
ENSDARG00000039563,4
ENSDARG00000104963,0
ENSDARG00000019345,7
ENSDARG00000069752,63
ENSDARG00000111126,0
ENSDARG00000008480,8
ENSDARG00000017316,1
ENSDARG00000092473,5
ENSDARG00000009796,4
ENSDARG00000093131,0
ENSDARG00000062418,0
ENSDARG00000016427,5
ENSDARG00000013539,1
ENSDARG00000109818,0
ENSDARG00000076495,0
ENSDARG00000110961,0
ENSDARG00000057141,0
ENSDARG00000057148,3
ENSDARG00000077383,26
ENSDARG00000108997,0
ENSDARG00000074059,4
ENSDARG00000079840,13
ENSDARG00000057166,1
ENSDARG00000093577,0
ENSDARG00000018492,11
ENSDARG00000078918,8
ENSDARG00000057173,0
ENSDARG00000003146,0
ENSDARG00000013623,217
ENSDARG00000062489,7
ENSDARG00000110724,0
ENSDARG00000076703,1
ENSDARG00000062532,11
ENSDARG00000057273,1
ENSDARG00000057287,2
ENSDARG00000075230,1
ENSDARG00000012274,20
ENSDARG00000021404,4
ENSDARG00000057440,2
ENSDARG00000074759,5
ENSDARG00000113669,0
ENSDARG00000062593,8
ENSDARG00000074624,35
ENSDARG00000019742,1
ENSDARG00000075671,0
ENSDARG00000112942,0
ENSDARG00000022048,0
ENSDARG00000078254,0
ENSDARG00000069795,1
ENSDARG00000039605,56
ENSDARG00000108183,0
ENSDARG00000115204,2
ENSDARG00000057378,24
ENSDARG00000057374,0
ENSDARG00000076974,0
ENSDARG00000113419,0
ENSDARG00000117082,0
ENSDARG00000074597,1
ENSDARG00000117286,0
ENSDARG00000076815,74
ENSDARG00000039701,2
ENSDARG00000101432,5
ENSDARG00000039699,2
ENSDARG00000106606,1
ENSDARG00000077188,0
ENSDARG00000080727,0
ENSDARG00000094423,2
ENSDARG00000093646,0
ENSDARG00000113184,0
ENSDARG00000045089,10
ENSDARG00000099732,0
ENSDARG00000039937,0
ENSDARG00000092858,0
ENSDARG00000117817,0
ENSDARG00000098091,0
ENSDARG00000069374,1
ENSDARG00000055938,4
ENSDARG00000069382,0
ENSDARG00000038639,2
ENSDARG00000069386,3
ENSDARG00000056004,12
ENSDARG00000104084,1
ENSDARG00000056080,3
ENSDARG00000029100,4
ENSDARG00000030967,0
ENSDARG00000069397,10
ENSDARG00000086269,4
ENSDARG00000084398,0
ENSDARG00000076843,2
ENSDARG00000056206,38
ENSDARG00000109138,0
ENSDARG00000105395,0
ENSDARG00000116383,0
ENSDARG00000077293,17
ENSDARG00000056209,30
ENSDARG00000077948,4
ENSDARG00000022098,0
ENSDARG00000056322,41
ENSDARG00000019728,10
ENSDARG00000092065,0
ENSDARG00000076135,4
ENSDARG00000034423,36
ENSDARG00000093584,16
ENSDARG00000008816,30
ENSDARG00000038686,2
ENSDARG00000038687,5
ENSDARG00000078102,1
ENSDARG00000117614,1
ENSDARG00000113096,0
ENSDARG00000078759,2
ENSDARG00000016704,7
ENSDARG00000026359,4
ENSDARG00000039466,3
ENSDARG00000062019,3
ENSDARG00000039455,11
ENSDARG00000074509,0
ENSDARG00000039452,20
ENSDARG00000038703,5
ENSDARG00000077728,6
ENSDARG00000056549,8
ENSDARG00000077069,13
ENSDARG00000062053,9
ENSDARG00000078285,1
ENSDARG00000103435,26
ENSDARG00000093705,0
ENSDARG00000002219,4
ENSDARG00000069469,3
ENSDARG00000052721,10
ENSDARG00000039439,0
ENSDARG00000079473,1
ENSDARG00000055698,4
ENSDARG00000039435,1
ENSDARG00000109506,0
ENSDARG00000039434,0
ENSDARG00000016855,25
ENSDARG00000027172,6
ENSDARG00000117147,0
ENSDARG00000016412,19
ENSDARG00000004037,4
ENSDARG00000011042,1
ENSDARG00000003829,10
ENSDARG00000117053,0
ENSDARG00000003217,4
ENSDARG00000061591,3
ENSDARG00000055618,1098
ENSDARG00000094362,2
ENSDARG00000040085,5
ENSDARG00000019144,3
ENSDARG00000094491,0
ENSDARG00000019709,1
ENSDARG00000007892,2
ENSDARG00000014994,6
ENSDARG00000034605,0
ENSDARG00000029663,65
ENSDARG00000039411,0
ENSDARG00000000551,4
ENSDARG00000055530,9
ENSDARG00000055525,0
ENSDARG00000001578,62
ENSDARG00000039422,2
ENSDARG00000039423,15
ENSDARG00000101436,0
ENSDARG00000094022,0
ENSDARG00000015674,15
ENSDARG00000000760,0
ENSDARG00000001452,2
ENSDARG00000022007,0
ENSDARG00000021991,15
ENSDARG00000001825,1
ENSDARG00000021974,2
ENSDARG00000079011,4
ENSDARG00000061525,12
ENSDARG00000105892,0
ENSDARG00000092650,0
ENSDARG00000111496,0
ENSDARG00000069529,4
ENSDARG00000061498,0
ENSDARG00000094665,0
ENSDARG00000055429,1
ENSDARG00000039429,54
ENSDARG00000029928,3
ENSDARG00000044968,0
ENSDARG00000011662,6
ENSDARG00000075265,0
ENSDARG00000022183,3
ENSDARG00000033285,81
ENSDARG00000015576,0
ENSDARG00000079602,0
ENSDARG00000077021,3
ENSDARG00000074179,0
ENSDARG00000039482,2
ENSDARG00000039483,7
ENSDARG00000094739,0
ENSDARG00000069552,2
ENSDARG00000022503,0
ENSDARG00000009525,10
ENSDARG00000039486,3
ENSDARG00000061437,0
ENSDARG00000112999,0
ENSDARG00000055314,10
ENSDARG00000061413,10
ENSDARG00000061400,0
ENSDARG00000055305,2
ENSDARG00000091212,0
ENSDARG00000031981,26
ENSDARG00000061375,55
ENSDARG00000016951,0
ENSDARG00000019845,20
ENSDARG00000055276,7
ENSDARG00000012141,12
ENSDARG00000061352,0
ENSDARG00000117727,0
ENSDARG00000093327,0
ENSDARG00000080449,0
ENSDARG00000007885,0
ENSDARG00000021547,0
ENSDARG00000039497,2
ENSDARG00000039499,22
ENSDARG00000006760,1
ENSDARG00000091897,9
ENSDARG00000074589,7
ENSDARG00000055190,0
ENSDARG00000039502,5
ENSDARG00000021572,0
ENSDARG00000022614,1
ENSDARG00000117341,0
ENSDARG00000103776,0
ENSDARG00000069954,0
ENSDARG00000074680,6
ENSDARG00000111807,0
ENSDARG00000021681,1
ENSDARG00000102040,2
ENSDARG00000083500,0
ENSDARG00000080952,0
ENSDARG00000061223,0
ENSDARG00000030733,4
ENSDARG00000031302,13
ENSDARG00000107059,0
ENSDARG00000039390,15
ENSDARG00000003965,1
ENSDARG00000093030,0
ENSDARG00000018321,1
ENSDARG00000092448,1
ENSDARG00000029894,1
ENSDARG00000003399,1
ENSDARG00000098152,0
ENSDARG00000033551,2
ENSDARG00000013245,0
ENSDARG00000033566,4
ENSDARG00000055070,2
ENSDARG00000061195,4
ENSDARG00000039399,3
ENSDARG00000011862,11
ENSDARG00000102544,0
ENSDARG00000069681,2
ENSDARG00000039400,3
ENSDARG00000095011,0
ENSDARG00000010137,17
ENSDARG00000080647,0
ENSDARG00000039406,2
ENSDARG00000024311,3
ENSDARG00000062790,28
ENSDARG00000098392,29
ENSDARG00000084475,0
ENSDARG00000033327,1
ENSDARG00000017128,2
ENSDARG00000061114,5
ENSDARG00000079249,4
ENSDARG00000069363,0
ENSDARG00000015854,4
ENSDARG00000006356,1
ENSDARG00000054890,31
ENSDARG00000019179,4
ENSDARG00000030626,1
ENSDARG00000004643,3
ENSDARG00000093614,0
ENSDARG00000061070,0
ENSDARG00000081997,0
ENSDARG00000117578,0
ENSDARG00000085022,0
ENSDARG00000028148,3
ENSDARG00000039365,2
ENSDARG00000031915,4
ENSDARG00000006911,0
ENSDARG00000030265,16
ENSDARG00000033967,1
ENSDARG00000039363,7
ENSDARG00000075393,13
ENSDARG00000074895,2
ENSDARG00000033320,8
ENSDARG00000030441,42
ENSDARG00000031819,61
ENSDARG00000039352,2
ENSDARG00000039349,0
ENSDARG00000039347,465
ENSDARG00000115414,0
ENSDARG00000074502,22
ENSDARG00000114209,0
ENSDARG00000007409,3
ENSDARG00000078026,22
ENSDARG00000110783,0
ENSDARG00000003380,1
ENSDARG00000012460,2
ENSDARG00000114574,0
ENSDARG00000114454,1
ENSDARG00000111840,0
ENSDARG00000069332,0
ENSDARG00000037116,46
ENSDARG00000080170,0
ENSDARG00000092411,0
ENSDARG00000075612,4
ENSDARG00000069329,1
ENSDARG00000010154,5
ENSDARG00000077009,0
ENSDARG00000078790,0
ENSDARG00000117566,1
ENSDARG00000117551,0
ENSDARG00000075225,0
ENSDARG00000112610,0
ENSDARG00000021255,0
ENSDARG00000095547,0
ENSDARG00000112690,0
ENSDARG00000031888,2
ENSDARG00000106245,0
ENSDARG00000075459,0
ENSDARG00000093728,0
ENSDARG00000095378,3
ENSDARG00000025017,0
ENSDARG00000060845,0
ENSDARG00000022410,25
ENSDARG00000007382,3
ENSDARG00000007808,4
