Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 03/16/22
Deduplicate Gene Sets: false
Data Source: EE2_DESeq_normData
Work Source: EE2_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/24/2022 10:20.14
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 1979
Total Run Time: 1 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0000126	5	transcription factor TFIIIB complex	3	4	1	1	0	1	1	1	1	0	0	22	4	18925	0.99536	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000139	6	Golgi membrane	116	261	2	0	0	1	1	1	2	0	0	22	261	18668	0.73693	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000149	4	SNARE binding	72	111	3	0	0	0	0	0	3	0	0	22	111	18818	0.8787	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000151	4	ubiquitin ligase complex	86	202	2	1	1	0	0	0	2	0	0	22	202	18727	0.78987	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000166	4	nucleotide binding	1207	2147	23	9	5	14	14	8	23	2	2	20	2145	16784	0.53814	0.72965	1.0	0.093	566845;245950	mylk4a;ptk2bb	ENSDARG00000091260;ENSDARG00000039577		0.25705025	0.25705025	0.0102665	0.34900492622329127	0.23329384263258127	0.34738408821664746	0.14014759499999999	0.14014759499999999	0.00367519	0.19300112604067376	0.12701020630406135	0.192104796112621	0.47317865	0.47317865	0.0286793	0.6286170092360251	0.4303893349290002	0.6256976053433114					0.0102665;0.503834	0.00367519;0.27662	0.0286793;0.917678	1	1	1	245950	ENSDARG00000039577	0.503834	0.503834		0.27662	0.27662		0.917678	0.917678		0.503834	0.27662	0.917678	1	566845	ENSDARG00000091260	0.0102665	0.0102665		0.00367519	0.00367519		0.0286793	0.0286793		0.0102665	0.00367519	0.0286793	0						Hill,1(0.5);Linear,1(0.5)	2.643274622973209	5.330996513366699	2.3220157623291016	3.0089807510375977	0.48575760195351764	2.6654982566833496	-0.2266459	0.7407463999999999	-0.1273383188	0.40763350879999993	-0.3980400759999999	1.3443973759999999	CONFLICT	0.5	0.5	0.0	
GO:0000226	5	microtubule cytoskeleton organization	137	252	1	0	0	0	0	0	1	0	0	22	252	18677	0.74478	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000243	6	commitment complex	4	7	1	1	0	0	0	0	1	0	0	22	7	18922	0.9919	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000271	6	polysaccharide biosynthetic process	17	37	1	0	0	1	1	0	1	0	0	22	37	18892	0.95789	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000278	4	mitotic cell cycle	46	79	2	2	1	2	2	2	2	1	1	21	78	18851	0.99625	0.087852	0.087852	1.27	497403	cenpf	ENSDARG00000055133		0.675227	0.675227	0.675227		0.675227		0.314066	0.314066	0.314066		0.314066		1.45171	1.45171	1.45171		1.45171						0.675227	0.314066	1.45171	0	1	0															1	497403	ENSDARG00000055133	0.675227	0.675227		0.314066	0.314066		1.45171	1.45171		0.675227	0.314066	1.45171	0						Linear,1(1)	1.6202893257141113	1.6202893257141113	1.6202893257141113	1.6202893257141113	0.0	1.6202893257141113	0.675227	0.675227	0.314066	0.314066	1.45171	1.45171	DOWN	0.0	1.0	0.0	
GO:0000281	5	mitotic cytokinesis	19	33	1	0	0	0	0	0	1	0	0	22	33	18896	0.96236	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000287	6	magnesium ion binding	61	104	1	0	0	0	0	0	1	0	0	22	104	18825	0.88592	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000323	7	lytic vacuole	79	171	2	1	0	2	2	2	2	0	0	22	171	18758	0.81912	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000395	9	mRNA 5'-splice site recognition	2	4	1	1	0	0	0	0	1	0	0	22	4	18925	0.99536	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000428	5	DNA-directed RNA polymerase complex	19	44	1	0	0	1	1	1	1	0	0	22	44	18885	0.95012	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000447	11	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	4	5	1	0	0	1	1	0	1	0	0	22	5	18924	0.99421	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000462	11	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	14	22	1	0	0	1	1	0	1	0	0	22	22	18907	0.97476	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000469	8	cleavage involved in rRNA processing	12	22	1	0	0	1	1	0	1	0	0	22	22	18907	0.97476	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000472	11	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1	2	1	0	0	1	1	0	1	0	0	22	2	18927	0.99768	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000478	9	endonucleolytic cleavage involved in rRNA processing	8	11	1	0	0	1	1	0	1	0	0	22	11	18918	0.9873	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000479	10	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	8	11	1	0	0	1	1	0	1	0	0	22	11	18918	0.9873	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000480	11	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1	2	1	0	0	1	1	0	1	0	0	22	2	18927	0.99768	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000723	6	telomere maintenance	20	40	1	0	0	1	1	0	1	0	0	22	40	18889	0.95455	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000731	7	DNA synthesis involved in DNA repair	6	14	1	1	0	1	1	0	1	0	0	22	14	18915	0.98386	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000775	4	chromosome, centromeric region	22	52	1	1	1	1	1	1	1	1	1	21	51	18878	0.99835	0.05869	0.05869	1.92	497403	cenpf	ENSDARG00000055133		0.675227	0.675227	0.675227		0.675227		0.314066	0.314066	0.314066		0.314066		1.45171	1.45171	1.45171		1.45171						0.675227	0.314066	1.45171	0	1	0															1	497403	ENSDARG00000055133	0.675227	0.675227		0.314066	0.314066		1.45171	1.45171		0.675227	0.314066	1.45171	0						Linear,1(1)	1.6202893257141113	1.6202893257141113	1.6202893257141113	1.6202893257141113	0.0	1.6202893257141113	0.675227	0.675227	0.314066	0.314066	1.45171	1.45171	DOWN	0.0	1.0	0.0	
GO:0000785	3	chromatin	62	107	1	1	1	1	1	1	1	1	1	21	106	18823	0.99322	0.11718	0.11718	0.93	101886162	sprtn	ENSDARG00000104709		0.484364	0.484364	0.484364		0.484364		0.271058	0.271058	0.271058		0.271058		0.865529	0.865529	0.865529		0.865529						0.484364	0.271058	0.865529	1	0	1	101886162	ENSDARG00000104709	0.484364	0.484364		0.271058	0.271058		0.865529	0.865529		0.484364	0.271058	0.865529	0															0						Linear,1(1)	2.6050593852996826	2.6050593852996826	2.6050593852996826	2.6050593852996826	0.0	2.6050593852996826	0.484364	0.484364	0.271058	0.271058	0.865529	0.865529	UP	1.0	0.0	0.0	
GO:0000786	4	nucleosome	37	62	1	1	0	1	1	1	1	0	0	22	62	18867	0.93041	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000902	4	cell morphogenesis	71	108	3	3	2	2	2	2	3	1	1	21	107	18822	0.9931	0.11821	0.11821	0.93	337767	lamb2	ENSDARG00000002084		0.692284	0.692284	0.692284		0.692284		0.316409	0.316409	0.316409		0.316409		1.51467	1.51467	1.51467		1.51467						0.692284	0.316409	1.51467	1	0	1	337767	ENSDARG00000002084	0.692284	0.692284		0.316409	0.316409		1.51467	1.51467		0.692284	0.316409	1.51467	0															0						Linear,1(1)	1.6791574954986572	1.6791574954986572	1.6791574954986572	1.6791574954986572	0.0	1.6791574954986572	0.692284	0.692284	0.316409	0.316409	1.51467	1.51467	UP	1.0	0.0	0.0	
GO:0000904	5	cell morphogenesis involved in differentiation	43	73	3	3	2	2	2	2	3	1	1	21	72	18857	0.99678	0.081447	0.081447	1.37	337767	lamb2	ENSDARG00000002084		0.692284	0.692284	0.692284		0.692284		0.316409	0.316409	0.316409		0.316409		1.51467	1.51467	1.51467		1.51467						0.692284	0.316409	1.51467	1	0	1	337767	ENSDARG00000002084	0.692284	0.692284		0.316409	0.316409		1.51467	1.51467		0.692284	0.316409	1.51467	0															0						Linear,1(1)	1.6791574954986572	1.6791574954986572	1.6791574954986572	1.6791574954986572	0.0	1.6791574954986572	0.692284	0.692284	0.316409	0.316409	1.51467	1.51467	UP	1.0	0.0	0.0	
GO:0000910	4	cytokinesis	34	53	1	0	0	0	0	0	1	0	0	22	53	18876	0.94021	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000912	5	assembly of actomyosin apparatus involved in cytokinesis	2	4	1	0	0	0	0	0	1	0	0	22	4	18925	0.99536	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000915	6	actomyosin contractile ring assembly	2	4	1	0	0	0	0	0	1	0	0	22	4	18925	0.99536	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000922	3	spindle pole	25	48	1	1	1	1	1	1	1	1	1	21	47	18882	0.9986	0.054295	0.054295	2.08	497403	cenpf	ENSDARG00000055133		0.675227	0.675227	0.675227		0.675227		0.314066	0.314066	0.314066		0.314066		1.45171	1.45171	1.45171		1.45171						0.675227	0.314066	1.45171	0	1	0															1	497403	ENSDARG00000055133	0.675227	0.675227		0.314066	0.314066		1.45171	1.45171		0.675227	0.314066	1.45171	0						Linear,1(1)	1.6202893257141113	1.6202893257141113	1.6202893257141113	1.6202893257141113	0.0	1.6202893257141113	0.675227	0.675227	0.314066	0.314066	1.45171	1.45171	DOWN	0.0	1.0	0.0	
GO:0000966	8	RNA 5'-end processing	1	11	1	0	0	1	1	0	1	0	0	22	11	18918	0.9873	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000967	10	rRNA 5'-end processing	1	2	1	0	0	1	1	0	1	0	0	22	2	18927	0.99768	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000976	6	transcription cis-regulatory region binding	546	1212	8	4	0	6	6	3	8	0	0	22	1212	17717	0.23344	1.0	0.39659	0.0																														0	0	0															0															0																							
GO:0000977	7	RNA polymerase II transcription regulatory region sequence-specific DNA binding	517	1162	6	2	0	4	4	1	6	0	0	22	1162	17767	0.24836	1.0	0.64267	0.0																														0	0	0															0															0																							
GO:0000978	8	RNA polymerase II cis-regulatory region sequence-specific DNA binding	444	941	4	1	0	3	3	0	4	0	0	22	941	17988	0.32593	1.0	0.62492	0.0																														0	0	0															0															0																							
GO:0000981	4	DNA-binding transcription factor activity, RNA polymerase II-specific	515	1173	7	2	0	6	6	2	7	0	0	22	1173	17756	0.245	1.0	0.3972	0.0																														0	0	0															0															0																							
GO:0000987	7	cis-regulatory region sequence-specific DNA binding	451	955	5	2	0	4	4	1	5	0	0	22	955	17974	0.32039	1.0	0.62551	0.0																														0	0	0															0															0																							
GO:0000992	8	RNA polymerase III cis-regulatory region sequence-specific DNA binding	3	4	1	1	0	1	1	1	1	0	0	22	4	18925	0.99536	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000993	6	RNA polymerase II complex binding	18	21	1	0	0	1	1	1	1	0	0	22	21	18908	0.97589	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000995	3	RNA polymerase III general transcription initiation factor activity	2	3	1	1	0	1	1	1	1	0	0	22	3	18926	0.99652	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001006	9	RNA polymerase III type 3 promoter sequence-specific DNA binding	3	4	1	1	0	1	1	1	1	0	0	22	4	18925	0.99536	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001016	7	RNA polymerase III transcription regulatory region sequence-specific DNA binding	3	4	1	1	0	1	1	1	1	0	0	22	4	18925	0.99536	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001067	5	transcription regulatory region nucleic acid binding	546	1212	8	4	0	6	6	3	8	0	0	22	1212	17717	0.23344	1.0	0.39659	0.0																														0	0	0															0															0																							
GO:0001098	4	basal transcription machinery binding	19	23	1	0	0	1	1	1	1	0	0	22	23	18906	0.97362	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001099	5	basal RNA polymerase II transcription machinery binding	19	23	1	0	0	1	1	1	1	0	0	22	23	18906	0.97362	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001216	4	DNA-binding transcription activator activity	47	73	1	1	0	0	0	0	1	0	0	22	73	18856	0.91855	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001228	5	DNA-binding transcription activator activity, RNA polymerase II-specific	47	73	1	1	0	0	0	0	1	0	0	22	73	18856	0.91855	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001501	5	skeletal system development	46	69	2	2	2	0	0	0	2	0	0	22	69	18860	0.92285	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001505	4	regulation of neurotransmitter levels	37	62	1	0	0	0	0	0	1	0	0	22	62	18867	0.93041	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001525	4	angiogenesis	148	258	4	4	2	3	3	3	4	1	1	21	257	18672	0.96434	0.26047	0.26047	0.39	245950	ptk2bb	ENSDARG00000039577		0.503834	0.503834	0.503834		0.503834		0.27662	0.27662	0.27662		0.27662		0.917678	0.917678	0.917678		0.9176780000000001						0.503834	0.27662	0.917678	1	0	1	245950	ENSDARG00000039577	0.503834	0.503834		0.27662	0.27662		0.917678	0.917678		0.503834	0.27662	0.917678	0															0						Linear,1(1)	3.0089807510375977	3.0089807510375977	3.0089807510375977	3.0089807510375977	0.0	3.0089807510375977	0.503834	0.503834	0.27662	0.27662	0.917678	0.917678	UP	1.0	0.0	0.0	
GO:0001558	5	regulation of cell growth	63	101	2	2	0	1	1	1	2	0	0	22	101	18828	0.88903	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001568	4	blood vessel development	55	98	2	2	1	2	2	2	2	1	1	21	97	18832	0.99428	0.10785	0.10785	1.02	323181	kat7b	ENSDARG00000031770		0.480523	0.480523	0.480523		0.480523		0.269546	0.269546	0.269546		0.269546		0.856635	0.856635	0.856635		0.856635						0.480523	0.269546	0.856635	1	0	1	323181	ENSDARG00000031770	0.480523	0.480523		0.269546	0.269546		0.856635	0.856635		0.480523	0.269546	0.856635	0															0						Linear,1(1)	3.357515573501587	3.357515573501587	3.357515573501587	3.357515573501587	0.0	3.357515573501587	0.480523	0.480523	0.269546	0.269546	0.856635	0.856635	UP	1.0	0.0	0.0	
GO:0001570	5	vasculogenesis	27	54	2	2	0	2	2	2	2	0	0	22	54	18875	0.93912	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0001654	6	eye development	85	137	2	2	1	1	1	1	2	0	0	22	137	18792	0.85239	1.0	1.0	0.0																														0	0	0															0															0																							
