Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 03/16/22
Deduplicate Gene Sets: false
Data Source: BPA_DESeq_normData
Work Source: BPA_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0020 BETA
Timestamp (Start Time): 10/24/2022 10:20.08
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 3251
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0000118	4	histone deacetylase complex	49	50	3	2	1	2	2	1	3	0	0	82	50	18819	0.80485	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000122	9	negative regulation of transcription by RNA polymerase II	163	189	9	7	2	7	7	6	9	0	0	82	189	18680	0.43882	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000123	5	histone acetyltransferase complex	60	66	3	3	1	2	2	2	3	0	0	82	66	18803	0.75074	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000132	8	establishment of mitotic spindle orientation	14	18	1	0	0	1	1	1	1	0	0	82	18	18851	0.92488	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000139	6	Golgi membrane	193	261	2	1	0	2	2	1	2	0	0	82	261	18608	0.31994	1.0	0.63205	0.0																														0	0	0															0															0																							
GO:0000145	4	exocyst	14	18	1	1	0	1	1	1	1	0	0	82	18	18851	0.92488	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000149	4	SNARE binding	100	111	5	5	2	3	3	3	5	1	1	81	110	18759	0.91651	0.38291	0.38291	0.9	58038	stx1b	ENSDARG00000000503		4.00514	4.00514	4.00514		4.00514		0.700669	0.700669	0.700669		0.700669		22.8941	22.8941	22.8941		22.8941						4.00514	0.700669	22.8941	0	1	0															1	58038	ENSDARG00000000503	4.00514	4.00514		0.700669	0.700669		22.8941	22.8941		4.00514	0.700669	22.8941	0						Exp 5,1(1)	1.5922783613204956	1.5922783613204956	1.5922783613204956	1.5922783613204956	0.0	1.5922783613204956	4.00514	4.00514	0.700669	0.700669	22.8941	22.8941	DOWN	0.0	1.0	0.0	
GO:0000151	4	ubiquitin ligase complex	162	202	8	6	3	5	5	5	8	1	1	81	201	18668	0.78233	0.58548	0.58548	0.5	555190	fbxo31	ENSDARG00000062195		385.381	385.381	385.381		385.381		235.759	235.759	235.759		235.759		629.959	629.959	629.959		629.959						385.381	235.759	629.959	1	0	1	555190	ENSDARG00000062195	385.381	385.381		235.759	235.759		629.959	629.959		385.381	235.759	629.959	0															0						Linear,1(1)	2.2916767597198486	2.2916767597198486	2.2916767597198486	2.2916767597198486	0.0	2.2916767597198486	385.381	385.381	235.759	235.759	629.959	629.959	UP	1.0	0.0	0.0	
GO:0000152	4	nuclear ubiquitin ligase complex	25	33	2	2	1	1	1	1	2	0	0	82	33	18836	0.86656	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000164	6	protein phosphatase type 1 complex	9	13	1	0	0	1	1	1	1	0	0	82	13	18856	0.94517	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000165	6	MAPK cascade	25	26	1	1	0	1	1	1	1	0	0	82	26	18843	0.89331	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000166	4	nucleotide binding	1663	2147	49	33	16	34	34	29	49	6	6	76	2141	16728	0.16497	0.9145	0.29761	0.28	100001267;564852;550133;449661;378478;321552	mast2;pfkfb2b;tor4aa;tars1;egfra;smyhc1	ENSDARG00000074311;ENSDARG00000002037;ENSDARG00000010145;ENSDARG00000013250;ENSDARG00000013847;ENSDARG00000099959		347.0587433333333	382.52250000000004	6.33546	180.93420159369333	262.07593335656003	200.82300947287828	204.23819166666667	234.2215	1.03015	102.54596668070579	158.2832700211006	121.60204749764226	595.74375	625.0295	38.9635	320.7854374708663	441.7477358342488	325.33093474107125					434.529;357.267;407.778;6.33546;339.403;537.04	254.351;223.934;244.509;1.03015;215.964;285.641	742.343;569.99;680.069;38.9635;533.397;1009.7	4	2	4	100001267;564852;550133;378478	ENSDARG00000074311;ENSDARG00000002037;ENSDARG00000010145;ENSDARG00000013847	384.74425	382.52250000000004	44.045064766100374	234.6895	234.2215	17.788781980038014	631.44975	625.0295	96.70020168670814	434.529;357.267;407.778;339.403	254.351;223.934;244.509;215.964	742.343;569.99;680.069;533.397	2	449661;321552	ENSDARG00000013250;ENSDARG00000099959	271.68773	271.68773	375.2647790404874	143.335575	143.335575	201.25026203426734	524.33175	524.33175	686.414361895295	6.33546;537.04	1.03015;285.641	38.9635;1009.7	0						Exp 5,1(0.17);Linear,5(0.84)	2.1822060880713394	13.574030041694641	1.5459500551223755	3.200669288635254	0.6663283635344593	2.152924656867981	202.28122949867753	491.8362571679891	122.18432910759638	286.29205422573693	339.0619413517602	852.4255586482398	UP	0.6666666666666666	0.3333333333333333	0.0	
GO:0000184	9	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	21	23	2	2	0	1	1	1	2	0	0	82	23	18846	0.90502	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000209	10	protein polyubiquitination	111	128	1	1	1	1	1	1	1	1	1	81	127	18742	0.89385	0.42703	0.42703	0.78	558420	peli1b	ENSDARG00000044083		639.862	639.862	639.862		639.862		308.159	308.159	308.159		308.159		1328.61	1328.61	1328.61		1328.61						639.862	308.159	1328.61	0	1	0															1	558420	ENSDARG00000044083	639.862	639.862		308.159	308.159		1328.61	1328.61		639.862	308.159	1328.61	0						Linear,1(1)	1.6919761896133423	1.6919761896133423	1.6919761896133423	1.6919761896133423	0.0	1.6919761896133423	639.862	639.862	308.159	308.159	1328.61	1328.61	DOWN	0.0	1.0	0.0	
GO:0000226	5	microtubule cytoskeleton organization	190	252	10	7	4	5	5	5	10	2	2	80	250	18619	0.90397	0.29773	0.29773	0.79	619252;323197	cep19;racgap1	ENSDARG00000059175;ENSDARG00000015460		521.809	521.809	481.623	56.83158621752601	505.8020982087918	52.128565893311986	280.916	280.916	269.902	15.57614817597715	276.5288996086108	14.287165300078753	970.663	970.663	859.426	157.31287403769701	926.3550386565317	144.29466192888557					481.623;561.995	269.902;291.93	859.426;1081.9	2	0	2	619252;323197	ENSDARG00000059175;ENSDARG00000015460	521.809	521.809	56.83158621752601	280.916	280.916	15.57614817597715	970.663	970.663	157.31287403769701	481.623;561.995	269.902;291.93	859.426;1081.9	0															0						Linear,2(1)	3.2356012132551406	6.481113433837891	3.0614125728607178	3.419700860977173	0.2533480781468649	3.2405567169189453	443.04443999999995	600.5735599999999	259.32856	302.50344	752.63848	1188.68752	UP	1.0	0.0	0.0	
GO:0000243	6	commitment complex	7	7	1	1	1	1	1	0	1	0	0	82	7	18862	0.9701	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000271	6	polysaccharide biosynthetic process	25	37	1	0	0	1	1	1	1	0	0	82	37	18832	0.85163	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000278	4	mitotic cell cycle	63	79	5	4	1	2	2	1	5	0	0	82	79	18790	0.70944	1.0	1.0	0.0																														0	0	0															0															0																							
GO:0000281	5	mitotic cytokinesis	29	33	2	2	1	2	2	2	2	1	1	81	32	18837	0.99105	0.13344	0.13344	3.03	323197	racgap1	ENSDARG00000015460		561.995	561.995	561.995		561.995		291.93	291.93	291.93		291.93		1081.9	1081.9	1081.9		1081.9						561.995	291.93	1081.9	1	0	1	323197	ENSDARG00000015460	561.995	561.995		291.93	291.93		1081.9	1081.9		561.995	291.93	1081.9	0															0						Linear,1(1)	3.4197008609771724	3.419700860977173	3.419700860977173	3.419700860977173	0.0	3.419700860977173	561.995	561.995	291.93	291.93	1081.9	1081.9	UP	1.0	0.0	0.0	
