Probe Id	BMDS Model		Genes	Gene Symbols	BMD	BMDL	BMDU	fitPValue	fitLogLikelihood	AIC	adverseDirection	2BMD/BMDL	Flagged Hill					
ENSDARG00000002193	Exp 4		30295	rho	5.05E-05	5.88E-07	1.43E-04	0.5552	149.2644	-290.5288	1	85.93412242	TRUE	0.00154366	5104.67	1.43305		
ENSDARG00000002197	Exp 2				3.14212	1.25347	30000	0.00103	196.3176	-386.6352	-1	2.506737297	TRUE	-1	4.93E-05	0.0814592		
ENSDARG00000002219	Exp 4		570552	si:dkey-103j14.5	9.15E-06	3.84E-08	1.64E-05	0.4558	247.4305	-486.861	-1	238.4537996	TRUE	5.88E-06	26408.7	0.485181		
ENSDARG00000002231	Exp 4		563806	plpp2a	4.41E-05	1.90E-05	1.02E-04	0.762	269.1293	-530.2586	-1	2.316453435	TRUE	1.85E-06	4417.24	0.404618		
ENSDARG00000002235	Exp 5		373882	mmp14a	5.62E-05	1.02E-05	2.85E-04	0.7044	221.4543	-432.9086	-1	5.533927078	TRUE	3.75E-05	4531.43	0.630165	1.10254	
ENSDARG00000002259	Exp 4		768190	ca15c	0.0815185	1.37E-04	30000	1.00E-04	229.0746	-450.1493	-1	594.179817	TRUE	5.59E-06	20.6752	0.604281		
ENSDARG00000002299	Exp 4				1.46E-05	6.22E-08	5.19E-05	0.6324	248.5713	-489.1426	-1	234.7066829	TRUE	6.38E-06	13869.7	0.478344		
ENSDARG00000002300	Exp 4		387297	p2rx2	5.35E-05	8.01E-07	1.69E-04	0.5409	262.6232	-517.2463	-1	66.80994179	TRUE	1.87E-06	5354.44	0.400376		
ENSDARG00000002394	Exp 4		100415794	ugt5d1	6.35E-05	8.68E-07	2.00E-04	0.769	236.7992	-465.5983	-1	73.16047273	TRUE	8.63E-06	4410.54	0.443465		
ENSDARG00000002401	Hill		678540	gale	4.82E-05	4.82E-05	4.82E-05	0.07996	241.600928	-473.201856	-1	1.000004147	0	9.43E-06	-3.01E-06	1.26864	9.47E-05	TRUE
ENSDARG00000002411	Exp 4		571344	pde4cb	2.52E-05	1.87E-05	1.25E-04	0.9422	255.8465	-503.693	-1	1.344620598	TRUE	3.75E-06	13032.4	0.61135		
ENSDARG00000002463	Hill		101883655	arhgef37	4.39E-04	4.39E-04	4.39E-04	0.2767	256.4185	-504.836999	-1	1.000004552	0	4.56E-06	-1.34E-06	1	0.00105141	TRUE
ENSDARG00000002571	Hill		447869	tmod2	7.31E-05	7.31E-05	7.31E-05	0.05114	244.303968	-480.607937	-1	1.000004104	0	9.07E-06	-2.75E-06	1	1.90E-04	TRUE
ENSDARG00000002576	Hill		393671	cabp5a	8.28E-05	8.28E-05	8.29E-05	0.614	224.955594	-441.911187	1	1.000006036	0	8.94E-06	9.47E-06	1	2.63E-04	TRUE
ENSDARG00000002601	Hill		140746	irx7	2.87E-05	2.87E-05	2.87E-05	0.5727	248.708446	-489.416892	1	1.000003483	0	4.25E-06	2.64E-06	1	9.64E-05	TRUE
ENSDARG00000002701	Linear		393366	rasl12	4.7773	1.76372	90000	0.001747	258.930724	-511.861447	-1	2.708649899	TRUE	1.95E-06	-7.18E-08			
ENSDARG00000002731	Poly 2		282667	sdc2	0.216951	0.112842	4.25041	9.00E-05	199.800555	-391.60111	-1	1.922608603	TRUE	4.85E-05	-4.52E-05	1.38E-05		
ENSDARG00000002758	Exp 4		58125	dedd1	4.85E-05	5.90E-07	1.78E-04	0.3313	184.5881	-361.1762	1	82.18816964	TRUE	1.15E-04	6731.39	1.66455		
ENSDARG00000002764	Hill		571850	miox	1.55E-04	1.55E-04	2.89E-04	0.05705	226.002491	-442.004982	-1	1.000006433	0	1.49E-05	-6.89E-06	3.57192	1.94E-04	TRUE
ENSDARG00000002768	Exp 4		58028	pvalb2	2.67E-05	9.44E-08	7.85E-05	0.1721	111.8426	-215.6851	1	282.8718531	TRUE	0.0118619	8765.62	1.49079		
ENSDARG00000002771	Exp 4		559268	slc4a5	4.09E-05	4.28E-07	1.51E-04	0.6621	230.4436	-452.8872	1	95.4946353	TRUE	1.13E-05	7800.46	1.54104		
ENSDARG00000002779	Hill		30721	pdx1	1.04E-04	1.04E-04	1.04E-04	0.001892	258.47963	-506.959259	-1	1.000009575	0	2.41E-06	-1.28E-06	2.23001	1.76E-04	TRUE
ENSDARG00000002847	Exp 4		557836	fndc1	3.23E-04	7.40E-05	0.00200701	0.4947	248.2964	-488.5927	-1	4.369483717	TRUE	4.29E-06	1683.19	0.655702		
ENSDARG00000002933	Exp 4		245948	gbx2	1.00E-04	1.02E-06	6.01E-04	0.7597	230.9168	-453.8336	1	98.4948962	TRUE	1.09E-05	4089.76	1.44352		
ENSDARG00000002968	Exp 4		562916	a1cf	1.67E-05	3.75E-08	3.40E-05	0.8155	221.8388	-435.6775	-1	445.4168045	TRUE	3.09E-05	7934.98	0.296163		
ENSDARG00000003022	Exp 2		101883214	limk1b	2.39783	1.09659	32.474	0.01992	246.3038	-486.6077	-1	2.186623989	TRUE	-1	3.61E-06	0.0888923		
ENSDARG00000003041	Exp 4		100334245	cabz01111496.1	2.20E-05	8.35E-08	1.08E-04	0.1781	252.9606	-497.9213	-1	263.100285	TRUE	4.76E-06	15392	0.649679		
ENSDARG00000003061	Exp 4		791140	cd276	4.66E-04	1.11E-04	0.0029106	0.2225	236.2892	-464.5784	-1	4.202845404	TRUE	9.56E-06	1295.88	0.72151		
ENSDARG00000003069	Hill		568372	btbd7	1.50E-04	1.50E-04	1.50E-04	0.1619	247.62475	-487.249501	-1	1	0	5.74E-06	-1.79E-06	1	2.43E-04	TRUE
ENSDARG00000003113	Exp 4		436919	ada	6.15E-05	5.61E-07	8.03E-05	0.8056	183.6298	-359.2596	-1	109.4956441	TRUE	1.98E-04	5851.9	0.624027		
ENSDARG00000003219	Exp 2		492780	bin2a	4.439	1.50842	30000	3.94E-04	211.9223	-417.8447	-1	2.942814336	TRUE	-1	2.14E-05	0.0553806		
ENSDARG00000003281	Hill		386643	pik3ip1	3.94E-04	3.94E-04	3.95E-04	0.9426	199.094313	-390.188627	1	1.00002028	0	5.04E-05	2.40E-05	1	5.97E-04	TRUE
ENSDARG00000003326	Hill		797409	cacng5a	1.08E-04	1.08E-04	1.08E-04	0.2083	251.18424	-494.368479	1	1	0	2.07E-06	1.72E-06	1	2.44E-04	TRUE
ENSDARG00000003395	Exp 4		553354	col4a3	7.93E-05	9.33E-07	5.10E-04	0.5972	241.673	-475.3459	-1	84.92301263	TRUE	6.78E-06	5812	0.642102		
ENSDARG00000003399	Exp 4		30538	fgf8a	0.0317884	3.66E-05	30000	0.04848	245.8216	-483.6431	1	869.3573706	TRUE	3.35E-06	33.2992	1.325		
ENSDARG00000003421	Hill		100136839	igf2bp2a	3.31E-05	3.31E-05	3.31E-05	0.004031	235.757184	-463.514367	-1	1.000084682	0	1.52E-05	-4.88E-06	1	9.67E-05	TRUE
ENSDARG00000003446	Hill		541511	ippk	8.90E-05	8.90E-05	8.90E-05	0.9152	233.974159	-459.948317	-1	1.000020233	0	1.16E-05	-4.64E-06	1	2.12E-04	TRUE
ENSDARG00000003523	Linear		555334	itln3	7.23568	2.02755	90000	0.09179	226.651793	-447.303586	-1	3.568681414	TRUE	2.60E-06	-2.85E-07			
ENSDARG00000003570	Exp 4		386590	hsp90b1	3.65E-04	9.77E-05	0.00160293	0.8075	192.9577	-377.9154	-1	3.739896059	TRUE	1.38E-04	1061.25	0.697805		
ENSDARG00000003635	Exp 4		494083	mogat3b	5.78E-05	2.04E-05	1.56E-04	0.3131	231.3511	-454.7022	-1	2.835887063	TRUE	1.43E-05	4077.18	0.47209		
ENSDARG00000003697	Exp 4		556156	slc5a8l	1.96E-05	1.45E-05	1.29E-04	0.9193	235.1431	-462.2862	-1	1.348967253	TRUE	1.06E-05	17824.5	0.589837		
ENSDARG00000003706	Exp 4		568463	ryr2b	3.63E-05	2.52E-05	8.81E-05	0.214	269.1254	-530.2508	-1	1.442870708	TRUE	2.05E-06	5749.07	0.495952		
ENSDARG00000003854	Exp 4		445175	acsl1b	3.85E-05	6.41E-07	9.96E-05	0.9431	206.179	-404.3579	-1	60.01051193	TRUE	7.15E-05	5912.12	0.557724		
ENSDARG00000003865	Hill		100124652	pard6b	9.43E-05	9.43E-05	9.43E-05	0.03848	254.42659	-500.85318	-1	1.000004243	0	3.49E-06	-1.27E-06	1	1.86E-04	TRUE
ENSDARG00000003904	Hill		402797	sycp1	0.00127381	0.00127381	0.00127382	0.2397	274.737089	-539.474178	1	1	0	3.49E-07	3.62E-07	1.27269	0.00178521	TRUE
ENSDARG00000003909	Hill		565787	ftr01	2.00E-04	2.00E-04	2.00E-04	0.178	260.85775	-511.7155	-1	1.000005008	0	1.65E-06	-7.29E-07	1.00001	2.24E-04	TRUE
ENSDARG00000003931	Exp 4		327288	cndp2	7.34E-05	2.95E-05	2.24E-04	0.8599	203.597	-399.1939	-1	2.488882935	TRUE	7.81E-05	3471.85	0.577617		
ENSDARG00000003973	Hill		573996	chordc1a	7.66E-05	7.66E-05	7.66E-05	0.173	248.512823	-489.025647	-1	1.000003916	0	6.18E-06	-2.87E-06	1	2.60E-04	TRUE
ENSDARG00000003977	Exp 4		569930	zgc:153896	1.06E-04	1.18E-06	6.54E-04	0.8011	213.4348	-418.8696	-1	90.05767973	TRUE	2.29E-05	3914.27	0.448387		
ENSDARG00000004154	Hill		402892	orai1b	1.20E-04	1.20E-04	1.20E-04	0.009638	260.871135	-511.74227	-1	1.000008362	0	2.87E-06	-1.07E-06	1.97643	1.97E-04	TRUE
ENSDARG00000004199	Exp 4		791203	spam1	0.00130781	1.65E-04	30000	0.8041	253.2212	-498.4424	-1	7.933044596	TRUE	1.79E-06	731.771	0.572638		
ENSDARG00000004301	Exp 4		336933	rhogb	1.65E-04	6.05E-05	6.89E-04	0.2006	253.4359	-498.8718	-1	2.724494869	TRUE	4.52E-06	2008.82	0.634613		
ENSDARG00000004358	Exp 4		436710	gnb3a	3.37E-05	2.38E-05	8.12E-05	0.6975	216.8398	-425.6796	1	1.414839946	TRUE	3.83E-05	6062.96	1.50153		
ENSDARG00000004386	Hill		566596	elapor2	8.36E-05	8.36E-05	8.36E-05	0.6842	205.615638	-403.231276	1	1.000020324	0	4.82E-05	2.22E-05	1	1.96E-04	TRUE
ENSDARG00000004392	Exp 4		373093	hdr	1.46E-04	6.13E-05	4.79E-04	0.08596	248.3795	-488.759	-1	2.389534182	TRUE	6.40E-06	1933.65	0.609236		
ENSDARG00000004459	Exp 4		557454	unc119.2	8.03E-05	1.61E-06	4.84E-04	0.4559	249.7723	-491.5446	1	49.83360858	TRUE	1.74E-06	5434.07	1.92964		
ENSDARG00000004586	Exp 4		30546	ntrk1	1.59E-05	1.59E-05	1.11E-04	0.1225	268.5008	-529.0017	-1	1.000012541	TRUE	1.30E-06	26128.8	0.545331		
ENSDARG00000004634	Exp 4		564372	osbp	0.00139446	2.43E-06	0.0145023	1.02E-04	228.2621	-448.5241	-1	573.9014483	TRUE	1.67E-05	352.678	0.708962		
ENSDARG00000004643	Hill		449008	cdhr1a	1.55E-04	1.55E-04	1.55E-04	0.8611	221.234068	-434.468135	1	1.000006471	0	1.61E-05	9.41E-06	1	3.67E-04	TRUE
ENSDARG00000004687	Exp 4		431754	acaa1	1.37E-04	5.32E-05	5.69E-04	0.9664	222.501	-437.0021	-1	2.575148249	TRUE	3.10E-05	2242.52	0.683695		
ENSDARG00000004748	Exp 2		554458	zgc:100868	4.70388	1.51975	30000	0.01105	197.8558	-389.7115	-1	3.095166968	TRUE	-1	4.24E-05	0.0585677		
ENSDARG00000004753	Exp 4		492576	mylkb	1.12E-05	4.50E-08	4.60E-05	0.3238	252.6355	-497.2709	-1	247.9553069	TRUE	4.47E-06	20081.7	0.457631		
ENSDARG00000004877	Exp 2		321070	rock2b	3.12798	1.29453	30000	1.83E-04	226.1984	-446.3969	-1	2.416305532	TRUE	-1	1.17E-05	0.0639262		
ENSDARG00000004880	Exp 4		100002035	acsm3	1.30E-05	5.33E-08	2.24E-05	0.4826	248.506	-489.012	-1	244.0848531	TRUE	7.53E-06	20122.4	0.646882		
ENSDARG00000004904	Hill		373082	gys2	1.28E-04	1.28E-04	3.63E-04	0.1053	213.072262	-416.144524	-1	1.000078203	0	3.90E-05	-1.21E-05	2.03385	1.69E-04	TRUE
ENSDARG00000004932	Exp 4		30652	anos1b	1.10E-04	3.56E-05	4.95E-04	0.7909	231.935	-455.87	-1	3.079566333	TRUE	1.57E-05	2974.87	0.648463		
ENSDARG00000004954	Poly 2		791524	grna	0.195641	0.10619	3.26301	0.143	249.026578	-490.053157	-1	1.842367455	TRUE	1.92E-06	-3.24E-06	1.02E-06		
ENSDARG00000004979	Exp 4		393425	elovl5	4.54E-05	3.94E-07	1.27E-04	0.652	238.0274	-468.0548	-1	115.0544042	TRUE	9.42E-06	5557.09	0.478164		
ENSDARG00000005004	Exp 4		393339	slc5a12	3.04E-06	3.04E-06	3.78E-06	0.7583	249.8644	-491.7288	-1	1	TRUE	7.81E-06	30659.3	0.18415		
ENSDARG00000005023	Hill		445126	fkbp9	5.96E-04	5.96E-04	5.96E-04	0.6472	227.165476	-446.330952	-1	1.000083903	0	1.61E-05	-5.42E-06	1	0.00101806	TRUE
ENSDARG00000005050	Exp 4		359837	wnt2ba	1.47E-04	2.79E-06	30000	0.5851	263.5263	-519.0527	-1	52.69947033	TRUE	1.30E-06	5374.62	0.626826		
ENSDARG00000005095	Hill		405776	glcea	3.30E-04	3.30E-04	3.30E-04	0.9799	226.938967	-445.877933	1	1.000018177	0	9.47E-06	4.74E-06	1	4.41E-04	TRUE
ENSDARG00000005112	Exp 4		378452	cdh17	4.42E-05	1.47E-05	1.14E-04	0.8424	193.2614	-378.5228	-1	3.017376586	TRUE	1.47E-04	5161.4	0.560233		
ENSDARG00000005139	Exp 2		792224	hhatlb	1.66983	0.895952	5.91433	0.05599	215.9046	-425.8092	-1	1.863749397	TRUE	-1	2.46E-05	0.0988703		
ENSDARG00000005176	Hill		445194	zgc:101040	1.43E-04	1.43E-04	1.43E-04	0.01176	267.120129	-524.240258	-1	1.000007007	0	1.50E-06	-4.99E-07	1.00649	1.98E-04	TRUE
ENSDARG00000005216	Exp 4				4.63E-05	8.58E-07	1.14E-04	0.7514	261.4257	-514.8514	-1	54.01011607	TRUE	2.62E-06	4641.15	0.409666		
ENSDARG00000005221	Exp 4		768287	desmb	7.88E-05	3.00E-05	2.49E-04	0.3329	220.517	-433.034	-1	2.624489293	TRUE	3.17E-05	3408.12	0.611952		
ENSDARG00000005271	Hill				1.90E-04	1.90E-04	1.90E-04	0.09195	265.475233	-520.950467	-1	1.000005264	0	8.96E-07	-4.71E-07	1.55903	1.70E-04	TRUE
ENSDARG00000005320	Exp 2		30231	nipsnap1	2.47434	1.04006	56.6128	0.02969	240.4827	-474.9655	-1	2.379035825	TRUE	-1	3.72E-06	0.120101		
ENSDARG00000005356	Exp 4		30709	tyro3	1.00E-05	3.93E-08	1.68E-05	0.1491	253.2084	-498.4169	-1	254.6516065	TRUE	5.50E-06	23033.9	0.583499		
ENSDARG00000005394	Exp 4		553187	dnmt3aa	1.24E-05	5.30E-08	8.65E-05	0.2886	247.6372	-487.2743	-1	233.7302681	TRUE	5.26E-06	23876.8	0.522589		
ENSDARG00000005485	Exp 4		405870	ucmab	7.60E-05	1.05E-06	2.96E-04	0.5026	209.7738	-411.5476	-1	72.18177327	TRUE	5.39E-05	4120.8	0.6362		
ENSDARG00000005518	Exp 2		564815	slc5a9	2.71416	1.13212	30000	0.003659	233.01	-460.0201	-1	2.397413702	TRUE	-1	6.04E-06	0.101108		
ENSDARG00000005525	Linear		436619	acy3.2	3.22174	1.4844	90000	5.01E-04	226.502953	-447.005906	-1	2.170398814	TRUE	1.09E-05	-6.45E-07			
ENSDARG00000005544	Linear		563691	btbd3a	6.10248	1.92417	90000	0.01056	248.902067	-491.804133	-1	3.171486927	TRUE	2.65E-06	-9.82E-08			
ENSDARG00000005565	Exp 4		436652	entpd8	4.07E-05	6.34E-07	1.57E-04	0.6942	216.25	-424.4999	-1	64.2251432	TRUE	2.54E-05	8087.71	0.483129		
ENSDARG00000005578	Exp 4		555748	ugp2a	1.27E-05	5.65E-08	6.98E-05	0.5705	214.8392	-421.6784	-1	224.7076119	TRUE	3.48E-05	19982.2	0.489757		
ENSDARG00000005586	Poly 2		568779	zbtb20	0.121166	0.0772514	0.277099	0.05225	257.397341	-506.794681	1	1.568463484	TRUE	1.51E-06	3.21E-06	-1.02E-06		
ENSDARG00000005595	Linear		555435	adgb	1.75133	1.04354	5.37444	0.004305	248.972565	-491.945129	1	1.67825862	TRUE	3.37E-06	3.41E-07			
ENSDARG00000005648	Exp 4		100002223	olfml2a	4.13E-05	6.57E-07	1.19E-04	0.1841	253.079	-498.158	-1	62.84899651	TRUE	4.64E-06	6247.02	0.549402		
ENSDARG00000005713	Exp 4		405865	ethe1	1.23E-04	1.34E-06	8.97E-04	0.919	223.2189	-438.4379	-1	91.84715474	TRUE	2.00E-05	3719.59	0.659762		
ENSDARG00000005716	Exp 4		557997	olfml2ba	1.05E-04	1.41E-06	4.97E-04	0.4518	267.2177	-526.4354	-1	74.80695324	TRUE	2.02E-06	3559.68	0.657106		
ENSDARG00000005776	Exp 4		393697	guk1b	3.94E-05	2.58E-05	1.39E-04	0.2358	213.9777	-419.9554	1	1.524412891	TRUE	3.10E-05	7772.63	1.50927		
ENSDARG00000005841	Exp 4		394068	tnni2a.2	1.42E-05	6.24E-08	2.74E-05	0.5598	233.1492	-458.2984	-1	227.7350589	TRUE	2.31E-05	8070.35	0.426531		
ENSDARG00000005913	Exp 4				3.92E-05	1.42E-07	1.08E-04	0.4182	237.8584	-467.7167	-1	275.2034433	TRUE	8.37E-06	6236.89	0.390523		
ENSDARG00000005915	Exp 4		30310	tcf3a	1.89E-05	1.29E-05	7.12E-05	0.1824	246.7437	-485.4874	-1	1.463023553	TRUE	7.02E-06	12824.8	0.553304		
ENSDARG00000006029	Exp 4		406575	lta4h	5.94E-05	1.69E-05	1.66E-04	0.8742	204.4503	-400.9006	-1	3.520315185	TRUE	6.43E-05	4120.99	0.493466		
ENSDARG00000006060	Exp 4		566781	crybg1b	0.208193	3.86E-04	30000	1.00E-04	222.7696	-437.5392	-1	538.9872808	TRUE	1.63E-05	5.71	0.774674		
ENSDARG00000006137	Exp 4		63999	star	7.14E-05	8.80E-07	2.43E-04	0.8415	248.2696	-488.5393	-1	81.0849737	TRUE	5.51E-06	4094.59	0.555626		
ENSDARG00000006202	Poly 2		386635	erbb3a	0.206383	0.109657	3.86801	0.001941	210.170257	-412.340514	-1	1.882077752	TRUE	3.07E-05	-2.66E-05	8.12E-06		
ENSDARG00000006206	Exp 4		30534	pou4f3	0.114836	2.35E-04	30000	1.00E-04	240.4852	-472.9705	1	489.4761519	TRUE	5.74E-06	13.3858	1.21205		
ENSDARG00000006220	Exp 4		406731;641488;100379286;100384891;100384896;100384897;100384901	ugt1a1;ugt1a1;ugt1a1;ugt1a1;ugt1a1;ugt1a1;ugt1a1	2.82E-05	5.69E-07	5.94E-05	0.4562	194.3386	-380.6773	-1	49.52999935	TRUE	1.47E-04	5862.12	0.444953		
ENSDARG00000006279	Exp 4		570568	rragd	6.02E-04	1.72E-04	0.00199057	0.762	265.7167	-523.4334	-1	3.506642062	TRUE	1.96E-06	600.712	0.604964		
ENSDARG00000006308	Exp 4		541324	ptpn18	8.95E-05	3.09E-05	3.46E-04	0.5991	270.5971	-533.1943	-1	2.895017955	TRUE	1.16E-06	3279.43	0.393578		
ENSDARG00000006356	Exp 4		559347	slc18a3a	6.24E-05	3.09E-05	1.61E-04	0.3052	221.5334	-435.0668	1	2.021323501	TRUE	3.09E-05	3332.2	1.47143		
ENSDARG00000006368	Exp 4		564665	crlf1b	4.10E-04	9.35E-05	0.00257686	0.6481	267.5975	-527.195	-1	4.378054034	TRUE	8.85E-07	1246.57	0.401093		
ENSDARG00000006447	Exp 4		557854	slc19a3a	1.21E-05	5.39E-08	5.20E-05	0.7829	260.5725	-513.1451	-1	223.9160878	TRUE	2.66E-06	18208	0.402448		
ENSDARG00000006468	Exp 4		550452	grap2a	1.39E-04	1.16E-06	0.00169683	0.9893	262.8205	-517.641	-1	119.2780212	TRUE	1.57E-06	4147.25	0.597101		
ENSDARG00000006491	Exp 4		567414	agpat9l	9.77E-05	7.22E-07	4.96E-04	0.7125	217.7036	-427.4073	-1	135.3133786	TRUE	2.79E-05	4046.12	0.627877		
ENSDARG00000006522	Exp 4		494472	otop2	1.35E-04	3.44E-07	0.00104457	0.7888	247.306	-486.6119	-1	393.9643411	TRUE	4.03E-06	3602.06	0.579181		
ENSDARG00000006526	Exp 5		334613	fn1b	9.02E-05	1.86E-07	2.87E-04	0.3502	179.7619	-349.5239	-1	486.2663304	TRUE	2.49E-04	8314.4	0.646074	3.35704	
ENSDARG00000006577	Exp 4				1.96E-05	1.96E-05	1.53E-04	0.7836	269.5276	-531.0553	-1	1.000010198	TRUE	1.27E-06	21562.7	0.565733		
ENSDARG00000006585	Exp 2		571996	dmwd	1.50922	0.839196	4.60222	0.01484	247.5793	-489.1586	-1	1.798411813	TRUE	-1	4.51E-06	0.102275		
ENSDARG00000006598	Hill		559050	sgk2b	6.63E-04	6.63E-04	6.63E-04	0.1958	214.077337	-420.154674	1	1.000004526	0	2.00E-05	1.20E-05	1	0.00125932	TRUE
ENSDARG00000006615	Exp 4		792391	hnf1ba	7.70E-05	1.29E-06	2.85E-04	0.6457	237.2411	-466.4823	-1	59.88998857	TRUE	1.15E-05	4096.96	0.631836		
ENSDARG00000006677	Exp 4		567460	ripk1l	2.27E-05	1.72E-05	5.90E-05	0.4566	267.9121	-527.8242	-1	1.319980011	TRUE	2.45E-06	8665.17	0.524775		
ENSDARG00000006811	Exp 4		436872	sult1st6	2.47E-04	6.98E-05	0.00127627	0.5928	219.3108	-430.6216	-1	3.541324168	TRUE	2.53E-05	1798.33	0.657762		
ENSDARG00000006818	Exp 4		30617	urod	2.58E-04	5.61E-05	0.00206654	0.5437	238.5449	-469.0899	-1	4.603853015	TRUE	6.98E-06	1947.32	0.613902		
ENSDARG00000006848	Linear				4.52375	1.72635	90000	0.003148	251.041161	-496.082321	-1	2.62041301	TRUE	2.47E-06	-1.18E-07			
