Chemical,Cycle,Measurement,Df,Sum_Sq,Mean_Sq,F_Value,P_value,is_sig
24DMP,Light_1,Dose,5,1811124.5657198722,362224.91314397444,2.1627353645026193,6.94e-02,FALSE
24DMP,Light_1,Residuals,262,43880970.73797416,167484.62113730595,NA, NA,NA
24DMP,Dark_1,Dose,5,311008.30594046507,62201.661188093014,0.6290607350774173,6.78e-01,FALSE
24DMP,Dark_1,Residuals,261,25807736.304022074,98880.21572422251,NA, NA,NA
24DMP,Light_2,Dose,5,895147.4629629641,179029.4925925928,1.573063956545143,1.89e-01,FALSE
24DMP,Light_2,Residuals,264,30045686.221333336,113809.41750505051,NA, NA,NA
24DMP,Dark_2,Dose,5,378512.3795555559,75702.47591111118,0.9429214225854745,4.76e-01,FALSE
24DMP,Dark_2,Residuals,264,21195248.25911111,80285.03128451179,NA, NA,NA
24DMP,Light_3,Dose,5,2104778.0747426567,420955.6149485313,3.7356413613660884,4.73e-03,TRUE
24DMP,Light_3,Residuals,262,29523811.428242423,112686.30316123062,NA, NA,NA
24DMP,Dark_3,Dose,5,356313.13555555604,71262.62711111121,1.352809594278881,2.62e-01,FALSE
24DMP,Dark_3,Residuals,264,13906859.943111109,52677.499784511776,NA, NA,NA
24DNP,Light_1,Dose,5,2034918.2576163555,406983.6515232711,3.1240939705457955,1.36e-02,TRUE
24DNP,Light_1,Residuals,261,34001132.50403159,130272.53832962296,NA, NA,NA
24DNP,Dark_1,Dose,5,1900686.7468518554,380137.3493703711,5.018026435043884,4.51e-04,TRUE
24DNP,Dark_1,Residuals,264,19999149.373333327,75754.35368686866,NA, NA,NA
24DNP,Light_2,Dose,5,2574034.0392962983,514806.80785925966,5.907024396758865,9.09e-05,TRUE
24DNP,Light_2,Residuals,264,23008030.464444447,87151.63054713806,NA, NA,NA
24DNP,Dark_2,Dose,5,2641985.430851853,528397.0861703706,7.269340081579535,8.62e-06,TRUE
24DNP,Dark_2,Residuals,264,19189751.639555562,72688.4531801347,NA, NA,NA
24DNP,Light_3,Dose,5,3322978.600629633,664595.7201259265,5.8171564861865415,1.06e-04,TRUE
24DNP,Light_3,Residuals,264,30161346.102666672,114247.52311616164,NA, NA,NA
24DNP,Dark_3,Dose,5,2930726.1001851843,586145.2200370368,10.108574713082488,6.42e-08,TRUE
24DNP,Dark_3,Residuals,264,15308027.341333356,57984.95205050513,NA, NA,NA
34DCA,Light_1,Dose,5,1072628.569777778,214525.71395555558,1.9634536568881724,9.73e-02,FALSE
34DCA,Light_1,Residuals,264,28844474.268888883,109259.37223063971,NA, NA,NA
34DCA,Dark_1,Dose,5,2534993.658518515,506998.731703703,7.757952329146352,3.72e-06,TRUE
34DCA,Dark_1,Residuals,264,17252963.087555546,65352.13290740737,NA, NA,NA
34DCA,Light_2,Dose,5,616545.9748518524,123309.19497037047,1.1410475900597532,3.62e-01,FALSE
34DCA,Light_2,Residuals,264,28529596.62311111,108066.65387542087,NA, NA,NA
34DCA,Dark_2,Dose,5,3426969.5741110994,685393.9148222199,10.822569560361694,1.91e-08,TRUE
34DCA,Dark_2,Residuals,264,16719134.25955553,63330.05401346792,NA, NA,NA
34DCA,Light_3,Dose,5,1969678.1171617294,393935.62343234586,4.327098286821539,1.54e-03,TRUE
34DCA,Light_3,Residuals,263,23943313.069232322,91039.21319099743,NA, NA,NA
34DCA,Dark_3,Dose,5,1182175.5036878334,236435.10073756668,4.949925874630481,5.00e-04,TRUE
34DCA,Dark_3,Residuals,263,12562295.490661675,47765.382093770626,NA, NA,NA
4C3MP,Light_1,Dose,5,917885.9088888892,183577.18177777785,1.0418767773068087,4.15e-01,FALSE
4C3MP,Light_1,Residuals,264,46516418.29911111,176198.55416329968,NA, NA,NA
4C3MP,Dark_1,Dose,5,3243718.162104314,648743.6324208628,7.413920451301425,6.76e-06,TRUE
4C3MP,Dark_1,Residuals,263,23013407.878787894,87503.45201060036,NA, NA,NA
4C3MP,Light_2,Dose,5,3063871.4275555545,612774.2855111109,3.4213524815295684,7.96e-03,TRUE
4C3MP,Light_2,Residuals,264,47283175.95111113,179102.93920875428,NA, NA,NA
4C3MP,Dark_2,Dose,5,937263.7122962925,187452.7424592585,2.2225171403328376,6.25e-02,FALSE
4C3MP,Dark_2,Residuals,264,22266430.755999994,84342.54074242421,NA, NA,NA
4C3MP,Light_3,Dose,5,560226.4745555539,112045.29491111077,0.9004637429992856,4.96e-01,FALSE
4C3MP,Light_3,Residuals,264,32849693.379111115,124430.65673905726,NA, NA,NA
4C3MP,Dark_3,Dose,5,1458226.0971851884,291645.2194370377,3.1494046028086204,1.32e-02,TRUE
4C3MP,Dark_3,Residuals,264,24447267.862222232,92603.2873569024,NA, NA,NA
4TOP,Light_1,Dose,5,4569374.3552962905,913874.8710592581,6.171363468403866,5.85e-05,TRUE
4TOP,Light_1,Residuals,264,39093948.556888886,148083.13847306397,NA, NA,NA
4TOP,Dark_1,Dose,5,267783.1060740753,53556.62121481505,0.9140792152849905,4.89e-01,FALSE
4TOP,Dark_1,Residuals,264,15467967.944444453,58590.7876683502,NA, NA,NA
4TOP,Light_2,Dose,5,3833093.3881851886,766618.6776370377,5.457837143036487,2.11e-04,TRUE
4TOP,Light_2,Residuals,264,37081965.9128889,140461.99209427612,NA, NA,NA
4TOP,Dark_2,Dose,5,957749.3748518504,191549.8749703701,2.9861263767434054,1.70e-02,TRUE
4TOP,Dark_2,Residuals,264,16934704.23288889,64146.60694276094,NA, NA,NA
4TOP,Light_3,Dose,5,2641698.1206296333,528339.6241259266,5.355229752768023,2.52e-04,TRUE
4TOP,Light_3,Residuals,264,26045877.993777774,98658.62876430975,NA, NA,NA
4TOP,Dark_3,Dose,5,1188876.1899629687,237775.23799259373,3.2776520614241367,1.05e-02,TRUE
4TOP,Dark_3,Residuals,264,19151716.42800001,72544.38040909095,NA, NA,NA
4TPP,Light_1,Dose,5,6556627.250765878,1311325.4501531755,7.558271957741657,5.18e-06,TRUE
4TPP,Light_1,Residuals,263,45629291.36692929,173495.4044369935,NA, NA,NA
4TPP,Dark_1,Dose,5,2534950.7561783507,506990.15123567014,4.973319449057818,4.84e-04,TRUE
4TPP,Dark_1,Residuals,261,26606863.04749204,101942.00401337945,NA, NA,NA
4TPP,Light_2,Dose,5,5148907.26598275,1029781.45319655,7.770362295910471,3.72e-06,TRUE
4TPP,Light_2,Residuals,262,34722028.454129204,132526.8261607985,NA, NA,NA
4TPP,Dark_2,Dose,5,455922.6741111091,91184.53482222182,1.0566799372893938,4.08e-01,FALSE
4TPP,Dark_2,Residuals,264,22781465.17555556,86293.42869528622,NA, NA,NA
4TPP,Light_3,Dose,5,2222867.0099629657,444573.40199259314,2.991385305159561,1.70e-02,TRUE
4TPP,Light_3,Residuals,264,39235125.58666667,148617.89994949498,NA, NA,NA
4TPP,Dark_3,Dose,5,2242922.8444973864,448584.56889947725,5.848092277314986,1.02e-04,TRUE
4TPP,Dark_3,Residuals,259,19866889.548861135,76706.1372542901,NA, NA,NA
Aniline,Light_1,Dose,5,2049012.0034074064,409802.4006814813,3.7073846761155225,4.94e-03,TRUE
Aniline,Light_1,Residuals,264,29181712.50933334,110536.78980808082,NA, NA,NA
Aniline,Dark_1,Dose,5,6172036.430518532,1234407.2861037063,15.268226906195755,1.53e-11,TRUE
Aniline,Dark_1,Residuals,264,21343901,80848.10984848485,NA, NA,NA
Aniline,Light_2,Dose,5,4522356.815296303,904471.3630592605,6.554645788584063,3.04e-05,TRUE
Aniline,Light_2,Residuals,264,36429190.46266667,137989.35781313133,NA, NA,NA
Aniline,Dark_2,Dose,5,3080929.880740739,616185.9761481478,10.069825564451918,6.42e-08,TRUE
Aniline,Dark_2,Residuals,264,16154509.992444444,61191.32572895623,NA, NA,NA
Aniline,Light_3,Dose,5,2557120.239407408,511424.0478814816,5.567545669483634,1.71e-04,TRUE
Aniline,Light_3,Residuals,264,24250532.758222222,91858.07862962963,NA, NA,NA
Aniline,Dark_3,Dose,5,5279358.549629638,1055871.7099259277,18.599254684010244,1.39e-13,TRUE
Aniline,Dark_3,Residuals,264,14987166.752444444,56769.57103198653,NA, NA,NA
BPA,Light_1,Dose,5,2492001.878610135,498400.37572202703,4.784083444215316,6.68e-04,TRUE
BPA,Light_1,Residuals,263,27399041.079308078,104178.86341942234,NA, NA,NA
BPA,Dark_1,Dose,5,886523.0126296262,177304.60252592523,3.47135015792331,7.34e-03,TRUE
BPA,Dark_1,Residuals,264,13484210.15955555,51076.55363468012,NA, NA,NA
BPA,Light_2,Dose,5,3240002.323555552,648000.4647111103,7.5857040115019245,5.01e-06,TRUE
BPA,Light_2,Residuals,264,22551911.124444447,85423.90577441078,NA, NA,NA
BPA,Dark_2,Dose,5,766846.6408080072,153369.32816160144,3.1534925531105036,1.32e-02,TRUE
BPA,Dark_2,Residuals,263,12790939.768262627,48634.75197058033,NA, NA,NA
BPA,Light_3,Dose,5,1839022.8886296274,367804.5777259255,2.7491480566565145,2.53e-02,TRUE
BPA,Light_3,Residuals,264,35320181.56844445,133788.5665471381,NA, NA,NA
BPA,Dark_3,Dose,5,658312.4789999981,131662.49579999963,2.7498934413284073,2.53e-02,TRUE
BPA,Dark_3,Residuals,264,12640089.382666664,47879.12644949494,NA, NA,NA
BPAF,Light_1,Dose,5,2030974.8368888895,406194.9673777779,2.0249210438940817,8.81e-02,FALSE
BPAF,Light_1,Residuals,264,52957853.20177777,200597.92879461276,NA, NA,NA
BPAF,Dark_1,Dose,5,714227.1905185207,142845.43810370413,1.3778642612892682,2.53e-01,FALSE
BPAF,Dark_1,Residuals,264,27369311.128000017,103671.63306060612,NA, NA,NA
BPAF,Light_2,Dose,5,939001.2554444453,187800.25108888905,1.514114727307574,2.06e-01,FALSE
BPAF,Light_2,Residuals,264,32744722.307555553,124033.03904377103,NA, NA,NA
BPAF,Dark_2,Dose,5,707309.5518518537,141461.91037037075,1.2141951134073992,3.25e-01,FALSE
BPAF,Dark_2,Residuals,264,30757778.486666653,116506.73669191914,NA, NA,NA
BPAF,Light_3,Dose,5,2746003.193920925,549200.6387841849,3.917581457224754,3.38e-03,TRUE
BPAF,Light_3,Residuals,263,36869627.23745454,140188.69672035947,NA, NA,NA
BPAF,Dark_3,Dose,5,1715401.028185188,343080.20563703764,3.501588025035843,6.98e-03,TRUE
BPAF,Dark_3,Residuals,264,25866313.69555555,97978.46096801345,NA, NA,NA
ClofibricAcid,Light_1,Dose,5,4001616.613333332,800323.3226666664,5.9712459633007935,8.10e-05,TRUE
ClofibricAcid,Light_1,Residuals,264,35383797.36533333,134029.53547474748,NA, NA,NA
ClofibricAcid,Dark_1,Dose,5,2286700.995296296,457340.19905925926,4.538266882111704,1.06e-03,TRUE
ClofibricAcid,Dark_1,Residuals,264,26604387.90577778,100774.19661279462,NA, NA,NA
ClofibricAcid,Light_2,Dose,5,7095321.870555547,1419064.3741111094,12.746682226098203,9.06e-10,TRUE
ClofibricAcid,Light_2,Residuals,264,29390627.939111114,111328.13613299665,NA, NA,NA
ClofibricAcid,Dark_2,Dose,5,381529.0886296313,76305.81772592626,0.9312945498644386,4.80e-01,FALSE
ClofibricAcid,Dark_2,Residuals,264,21630896.350222223,81935.21344781145,NA, NA,NA
ClofibricAcid,Light_3,Dose,5,5029043.374111117,1005808.6748222234,6.0315995336204855,7.40e-05,TRUE
ClofibricAcid,Light_3,Residuals,264,44023726.81955556,166756.540983165,NA, NA,NA
ClofibricAcid,Dark_3,Dose,5,1582546.7299629643,316509.34599259286,6.095541600920951,6.71e-05,TRUE
ClofibricAcid,Dark_3,Residuals,264,13708128.467111109,51924.729042087536,NA, NA,NA
DES,Light_1,Dose,5,3014518.792888891,602903.7585777782,3.6728383730858813,5.25e-03,TRUE
DES,Light_1,Residuals,264,43336127.56577778,164151.99835521885,NA, NA,NA
DES,Dark_1,Dose,5,3093827.0215279497,618765.40430559,6.296225760347725,4.65e-05,TRUE
DES,Dark_1,Residuals,261,25649933.256973915,98275.60634855906,NA, NA,NA
DES,Light_2,Dose,5,525138.4629629632,105027.69259259263,0.6765950663054425,6.45e-01,FALSE
DES,Light_2,Residuals,264,40980657.74533334,155229.7641868687,NA, NA,NA
DES,Dark_2,Dose,5,797498.8364444445,159499.7672888889,2.021153865217877,8.82e-02,FALSE
DES,Dark_2,Residuals,264,20833613.555555556,78915.20286195286,NA, NA,NA
DES,Light_3,Dose,5,1681197.1105185188,336239.4221037038,2.0307680502880245,8.78e-02,FALSE
DES,Light_3,Residuals,264,43711150.28266666,165572.53894949492,NA, NA,NA
DES,Dark_3,Dose,5,2010310.4878518495,402062.0975703699,4.98170725196792,4.80e-04,TRUE
DES,Dark_3,Residuals,264,21306830.84933333,80707.6926111111,NA, NA,NA
Dimethylformamide,Light_1,Dose,5,1456619.130409332,291323.8260818664,2.4348578859921637,4.32e-02,TRUE
Dimethylformamide,Light_1,Residuals,259,30988613.91019444,119647.1579544187,NA, NA,NA
Dimethylformamide,Dark_1,Dose,5,1135908.9560655134,227181.7912131027,2.958531644197185,1.78e-02,TRUE
Dimethylformamide,Dark_1,Residuals,259,19888272.629972223,76788.69741302017,NA, NA,NA
Dimethylformamide,Light_2,Dose,5,1373693.7837283732,274738.75674567465,2.4760579515520575,4.02e-02,TRUE
Dimethylformamide,Light_2,Residuals,261,28960071.57896825,110958.12865505076,NA, NA,NA
Dimethylformamide,Dark_2,Dose,5,694756.7916462276,138951.35832924553,2.2947145092983754,5.55e-02,FALSE
Dimethylformamide,Dark_2,Residuals,259,15683171.767750006,60552.78674806952,NA, NA,NA
Dimethylformamide,Light_3,Dose,5,2194186.6002962976,438837.32005925954,3.6374839420004403,5.51e-03,TRUE
Dimethylformamide,Light_3,Residuals,264,31849777.028,120643.09480303031,NA, NA,NA
Dimethylformamide,Dark_3,Dose,5,1213012.307111111,242602.4614222222,3.091393802263138,1.42e-02,TRUE
Dimethylformamide,Dark_3,Residuals,264,20717855.411555555,78476.72504377105,NA, NA,NA
DMSO,Light_1,Dose,5,2346313.3615185204,469262.6723037041,4.0410433110225625,2.66e-03,TRUE
DMSO,Light_1,Residuals,264,30656772.50977778,116124.1382946128,NA, NA,NA
DMSO,Dark_1,Dose,5,2807150.7545185084,561430.1509037017,5.138110694220488,3.72e-04,TRUE
DMSO,Dark_1,Residuals,264,28846704.29644443,109267.81930471375,NA, NA,NA
DMSO,Light_2,Dose,5,1327925.057962964,265585.0115925928,2.94780242209394,1.80e-02,TRUE
DMSO,Light_2,Residuals,264,23785326.49777778,90095.9337037037,NA, NA,NA
DMSO,Dark_2,Dose,5,3678556.59929629,735711.319859258,7.186681125274736,9.96e-06,TRUE
DMSO,Dark_2,Residuals,264,27026075.74444443,102371.49903198647,NA, NA,NA
DMSO,Light_3,Dose,5,1577182.015444446,315436.4030888892,3.4235370746025486,7.96e-03,TRUE
DMSO,Light_3,Residuals,264,24324319.731555555,92137.57474074073,NA, NA,NA
DMSO,Dark_3,Dose,5,4835171.701962968,967034.3403925936,7.80846047601937,3.56e-06,TRUE
DMSO,Dark_3,Residuals,264,32694929.640444458,123844.430456229,NA, NA,NA
EE2,Light_1,Dose,5,2083828.2914031919,416765.6582806384,3.1155023742291434,1.37e-02,TRUE
EE2,Light_1,Residuals,263,35181924.12064141,133771.5746031993,NA, NA,NA
EE2,Dark_1,Dose,5,2292064.0924531375,458412.8184906275,6.724592764045115,2.36e-05,TRUE
EE2,Dark_1,Residuals,260,17724096.757922802,68169.6029150877,NA, NA,NA
EE2,Light_2,Dose,5,3367620.290908333,673524.0581816665,5.2384372551069385,3.08e-04,TRUE
EE2,Light_2,Residuals,262,33686249.285808094,128573.47055651945,NA, NA,NA
EE2,Dark_2,Dose,5,4306569.303740742,861313.8607481483,11.980069859710774,2.90e-09,TRUE
EE2,Dark_2,Residuals,264,18980428.48666667,71895.56244949496,NA, NA,NA
EE2,Light_3,Dose,5,1400577.363851854,280115.47277037083,1.92042783200726,1.04e-01,FALSE
EE2,Light_3,Residuals,264,38507296.95688889,145860.97332154884,NA, NA,NA
EE2,Dark_3,Dose,5,2713177.5282962983,542635.5056592596,9.810850221793208,9.79e-08,TRUE
EE2,Dark_3,Residuals,264,14601769.495555557,55309.73293771045,NA, NA,NA
Fadrozole,Light_1,Dose,5,12275379.573074069,2455075.914614814,8.766727764959244,6.24e-07,TRUE
Fadrozole,Light_1,Residuals,264,73931808.86133336,280044.7305353536,NA, NA,NA
Fadrozole,Dark_1,Dose,5,9274030.7841015,1854806.1568202998,10.029967026079994,6.67e-08,TRUE
Fadrozole,Dark_1,Residuals,263,48635655.329207085,184926.44611865812,NA, NA,NA
Fadrozole,Light_2,Dose,5,8982312.51007406,1796462.502014812,9.032318102448833,4.09e-07,TRUE
Fadrozole,Light_2,Residuals,264,52507683.53733333,198892.74067171715,NA, NA,NA
Fadrozole,Dark_2,Dose,5,10517945.513222205,2103589.1026444407,14.29188781041823,6.36e-11,TRUE
Fadrozole,Dark_2,Residuals,264,38857534.46044445,147187.63053198656,NA, NA,NA
Fadrozole,Light_3,Dose,5,22793386.87288889,4558677.374577777,16.042159805421978,4.84e-12,TRUE
Fadrozole,Light_3,Residuals,264,75020498.57911114,284168.55522390583,NA, NA,NA
Fadrozole,Dark_3,Dose,5,9006758.285222229,1801351.6570444456,11.774517690202751,3.65e-09,TRUE
Fadrozole,Dark_3,Residuals,264,40388646.904444434,152987.29888047135,NA, NA,NA
Fenitrothion,Light_1,Dose,5,7435011.125629631,1487002.225125926,12.312300508200904,1.86e-09,TRUE
Fenitrothion,Light_1,Residuals,264,31884259.74266667,120773.71114646466,NA, NA,NA
Fenitrothion,Dark_1,Dose,5,2869356.4048888925,573871.2809777785,8.744898227527509,6.27e-07,TRUE
Fenitrothion,Dark_1,Residuals,264,17324617.64977778,65623.55170370372,NA, NA,NA
Fenitrothion,Light_2,Dose,5,2094583.7514426894,418916.7502885379,4.676759269711012,8.15e-04,TRUE
Fenitrothion,Light_2,Residuals,260,23289279.775512192,89574.15298273921,NA, NA,NA
Fenitrothion,Dark_2,Dose,5,3607836.8304074123,721567.3660814825,13.088680637691914,5.37e-10,TRUE
Fenitrothion,Dark_2,Residuals,264,14554086.077777773,55129.11393097641,NA, NA,NA
Fenitrothion,Light_3,Dose,5,1480799.5358518523,296159.90717037045,3.088154733886565,1.42e-02,TRUE
Fenitrothion,Light_3,Residuals,264,25318101.659555558,95901.90022558924,NA, NA,NA
Fenitrothion,Dark_3,Dose,5,2556853.3704074086,511370.6740814817,11.364558617650019,7.04e-09,TRUE
Fenitrothion,Dark_3,Residuals,264,11879199.404000001,44996.96743939394,NA, NA,NA
Fluoxetine,Light_1,Dose,5,1120033.5558518525,224006.71117037052,1.5263111575732764,2.03e-01,FALSE
Fluoxetine,Light_1,Residuals,264,38745554.244,146763.46304545455,NA, NA,NA
Fluoxetine,Dark_1,Dose,5,2142173.579555557,428434.71591111145,3.736962288084092,4.73e-03,TRUE
Fluoxetine,Dark_1,Residuals,264,30267034.09911109,114647.85643602686,NA, NA,NA
Fluoxetine,Light_2,Dose,5,4945649.061074076,989129.8122148153,8.959914659211792,4.39e-07,TRUE
Fluoxetine,Light_2,Residuals,264,29144280.98444444,110395.00372895622,NA, NA,NA
Fluoxetine,Dark_2,Dose,5,1807774.1703471767,361554.83406943537,6.007239840318238,7.68e-05,TRUE
Fluoxetine,Dark_2,Residuals,262,15768867.074428946,60186.51555125552,NA, NA,NA
Fluoxetine,Light_3,Dose,5,2681402.155851856,536280.4311703711,5.324996584584633,2.65e-04,TRUE
Fluoxetine,Light_3,Residuals,264,26587441.24622223,100710.00472053875,NA, NA,NA
Fluoxetine,Dark_3,Dose,5,1059362.4440000018,211872.48880000034,2.5924708712479325,3.33e-02,TRUE
Fluoxetine,Dark_3,Residuals,264,21575685.83066667,81726.0826919192,NA, NA,NA
Flutamide,Light_1,Dose,5,8624450.288629623,1724890.0577259245,7.863409211538857,3.28e-06,TRUE
Flutamide,Light_1,Residuals,264,57910120.5328889,219356.5171700337,NA, NA,NA
Flutamide,Dark_1,Dose,5,5553420.435851854,1110684.0871703709,8.730362807845149,6.27e-07,TRUE
Flutamide,Dark_1,Residuals,264,33586301.67688889,127220.83968518519,NA, NA,NA
Flutamide,Light_2,Dose,5,3062352.2640000014,612470.4528000003,4.789427283658056,6.68e-04,TRUE
Flutamide,Light_2,Residuals,264,33760236.864,127879.68509090909,NA, NA,NA
Flutamide,Dark_2,Dose,5,6529119.668740748,1305823.9337481498,12.212266500267113,2.03e-09,TRUE
Flutamide,Dark_2,Residuals,264,28228790.98666667,106927.23858585859,NA, NA,NA
Flutamide,Light_3,Dose,5,3142983.493027279,628596.6986054558,5.371915674947538,2.49e-04,TRUE
Flutamide,Light_3,Residuals,261,30541011.487047624,117015.3696821748,NA, NA,NA
Flutamide,Dark_3,Dose,5,2595773.573962964,519154.7147925928,6.8598606828140705,1.81e-05,TRUE
Flutamide,Dark_3,Residuals,264,19979537.63822222,75680.0668114478,NA, NA,NA
Glyphosate,Light_1,Dose,5,4679228.259296304,935845.6518592607,6.347975998991707,4.27e-05,TRUE
Glyphosate,Light_1,Residuals,264,38920004.12888889,147424.25806397307,NA, NA,NA
Glyphosate,Dark_1,Dose,5,2079863.221333338,415972.6442666676,4.5147096733029315,1.10e-03,TRUE
Glyphosate,Dark_1,Residuals,264,24324217.066666666,92137.18585858586,NA, NA,NA
Glyphosate,Light_2,Dose,5,4023102.9935185187,804620.5987037037,6.55848774052116,3.04e-05,TRUE
Glyphosate,Light_2,Residuals,264,32388539.31911111,122683.86105723905,NA, NA,NA
Glyphosate,Dark_2,Dose,5,1255644.7514444476,251128.95028888952,4.199914609283592,1.97e-03,TRUE
Glyphosate,Dark_2,Residuals,264,15785569.24222222,59793.82288720538,NA, NA,NA
Glyphosate,Light_3,Dose,5,1772840.2926349645,354568.0585269929,2.654573366377337,2.99e-02,TRUE
Glyphosate,Light_3,Residuals,262,34995013.70378295,133568.75459459142,NA, NA,NA
Glyphosate,Dark_3,Dose,5,1476045.626222223,295209.1252444446,4.706981982563067,7.71e-04,TRUE
Glyphosate,Dark_3,Residuals,264,16557362.945777781,62717.2838855219,NA, NA,NA
Malathion,Light_1,Dose,5,1529766.6810740728,305953.33621481457,2.983735542961533,1.70e-02,TRUE
Malathion,Light_1,Residuals,264,27070656.76488889,102540.36653367004,NA, NA,NA
Malathion,Dark_1,Dose,5,3051407.2394860615,610281.4478972123,8.970013763790234,4.39e-07,TRUE
Malathion,Dark_1,Residuals,260,17689290.18746886,68035.73149026485,NA, NA,NA
Malathion,Light_2,Dose,5,3842383.0806296333,768476.6161259266,7.369822500615492,7.20e-06,TRUE
Malathion,Light_2,Residuals,264,27528183.567555558,104273.42260437712,NA, NA,NA
Malathion,Dark_2,Dose,5,1648697.8782222182,329739.5756444436,4.4362853779264855,1.28e-03,TRUE
Malathion,Dark_2,Residuals,264,19622553.68044442,74327.85485016825,NA, NA,NA
Malathion,Light_3,Dose,5,4419796.699296298,883959.3398592597,9.508330341380525,1.71e-07,TRUE
Malathion,Light_3,Residuals,264,24543243.381777793,92966.83099158255,NA, NA,NA
Malathion,Dark_3,Dose,5,505884.07096295955,101176.8141925919,1.4280577614034575,2.35e-01,FALSE
Malathion,Dark_3,Residuals,264,18704200.676444426,70849.24498653192,NA, NA,NA
Prochloraz,Light_1,Dose,5,3948057.7878518607,789611.5575703721,4.809195588481363,6.49e-04,TRUE
Prochloraz,Light_1,Residuals,264,43345596.444,164187.8653181818,NA, NA,NA
Prochloraz,Dark_1,Dose,5,3216215.512296315,643243.1024592629,7.6837860058610685,4.21e-06,TRUE
Prochloraz,Dark_1,Residuals,264,22100586.73155556,83714.3436801347,NA, NA,NA
Prochloraz,Light_2,Dose,5,3680862.431407408,736172.4862814816,6.3430758628444535,4.27e-05,TRUE
Prochloraz,Light_2,Residuals,264,30639636.129333336,116059.22776262627,NA, NA,NA
Prochloraz,Dark_2,Dose,5,6866348.067111125,1373269.613422225,18.205885011296765,1.40e-13,TRUE
Prochloraz,Dark_2,Residuals,264,19913515.751555562,75429.98390740743,NA, NA,NA
Prochloraz,Light_3,Dose,5,1832804.0545185222,366560.81090370443,3.640864925482549,5.51e-03,TRUE
