F12,Counts
ENSDARG00000002666,0
ENSDARG00000002670,74
ENSDARG00000002682,51
ENSDARG00000002685,0
ENSDARG00000002690,40
ENSDARG00000002696,577
ENSDARG00000002701,0
ENSDARG00000002707,0
ENSDARG00000002710,551
ENSDARG00000002720,9
ENSDARG00000002722,3
ENSDARG00000002728,0
ENSDARG00000002731,158
ENSDARG00000002732,6
ENSDARG00000002745,346
ENSDARG00000002748,50
ENSDARG00000002750,21
ENSDARG00000002754,1
ENSDARG00000002758,1001
ENSDARG00000002760,1
ENSDARG00000002764,1
ENSDARG00000002768,2840
ENSDARG00000002771,44
ENSDARG00000002779,5
ENSDARG00000002787,59
ENSDARG00000002790,162
ENSDARG00000002791,1192
ENSDARG00000002792,117
ENSDARG00000002795,54
ENSDARG00000002797,0
ENSDARG00000002798,5
ENSDARG00000002816,73
ENSDARG00000002826,3
ENSDARG00000002830,10
ENSDARG00000002831,34
ENSDARG00000002840,135
ENSDARG00000002847,19
ENSDARG00000002872,8
ENSDARG00000002877,77
ENSDARG00000002880,82
ENSDARG00000002894,21
ENSDARG00000002897,85
ENSDARG00000002909,23
ENSDARG00000002912,31
ENSDARG00000002916,75
ENSDARG00000002917,4
ENSDARG00000002933,53
ENSDARG00000002937,52
ENSDARG00000002945,20
ENSDARG00000002947,33
ENSDARG00000002949,191
ENSDARG00000002952,57
ENSDARG00000002956,11
ENSDARG00000002959,0
ENSDARG00000002967,79
ENSDARG00000002968,55
ENSDARG00000002970,81
ENSDARG00000002971,33
ENSDARG00000002986,9
ENSDARG00000002988,194
ENSDARG00000002991,23
ENSDARG00000002994,94
ENSDARG00000003008,142
ENSDARG00000003017,53
ENSDARG00000003020,10
ENSDARG00000003021,94
ENSDARG00000003022,6
ENSDARG00000003027,6
ENSDARG00000003032,858
ENSDARG00000003035,344
ENSDARG00000003041,15
ENSDARG00000003046,46
ENSDARG00000003054,1
ENSDARG00000003058,63
ENSDARG00000003061,0
ENSDARG00000003068,60
ENSDARG00000003069,21
ENSDARG00000003077,37
ENSDARG00000003081,6063
ENSDARG00000003084,13
ENSDARG00000003085,69
ENSDARG00000003087,156
ENSDARG00000003090,0
ENSDARG00000003091,29
ENSDARG00000003098,229
ENSDARG00000003109,42
ENSDARG00000003113,62
ENSDARG00000003127,57
ENSDARG00000003132,10
ENSDARG00000003142,0
ENSDARG00000003144,0
ENSDARG00000003146,38
ENSDARG00000003151,241
ENSDARG00000003153,30
ENSDARG00000003157,65
ENSDARG00000003165,25
ENSDARG00000003167,20
ENSDARG00000003169,502
ENSDARG00000003175,16
ENSDARG00000003181,0
ENSDARG00000003189,140
ENSDARG00000003193,11
ENSDARG00000003197,15
ENSDARG00000003200,18
ENSDARG00000003203,107
ENSDARG00000003205,13
ENSDARG00000003206,17
ENSDARG00000003207,28
ENSDARG00000003208,23
ENSDARG00000003210,24
ENSDARG00000003213,255
ENSDARG00000003216,115
ENSDARG00000003217,35
ENSDARG00000003219,51
ENSDARG00000003229,0
ENSDARG00000003235,30
ENSDARG00000003244,10
ENSDARG00000003250,6
ENSDARG00000003251,4
ENSDARG00000003257,1
ENSDARG00000003259,5
ENSDARG00000003269,116
ENSDARG00000003270,29
ENSDARG00000003281,72
ENSDARG00000003287,4
ENSDARG00000003290,26
ENSDARG00000003293,111
ENSDARG00000003303,0
ENSDARG00000003307,79
ENSDARG00000003308,70
ENSDARG00000003311,103
ENSDARG00000003313,3
ENSDARG00000003320,82
ENSDARG00000003326,0
ENSDARG00000003328,16
ENSDARG00000003344,3
ENSDARG00000003373,11
ENSDARG00000003375,15
ENSDARG00000003380,0
ENSDARG00000003381,3
ENSDARG00000003382,27
ENSDARG00000003383,62
ENSDARG00000003395,0
ENSDARG00000003398,11
ENSDARG00000003399,16
ENSDARG00000003403,158
ENSDARG00000003411,31
ENSDARG00000003414,0
ENSDARG00000003420,0
ENSDARG00000003421,68
ENSDARG00000003429,91
ENSDARG00000003444,24
ENSDARG00000003446,27
ENSDARG00000003449,64
ENSDARG00000003462,106
ENSDARG00000003469,23
ENSDARG00000003475,0
ENSDARG00000003486,171
ENSDARG00000003487,100
ENSDARG00000003495,1480
ENSDARG00000003512,111
ENSDARG00000003517,12
ENSDARG00000003519,8
ENSDARG00000003520,61
ENSDARG00000003523,0
ENSDARG00000003526,69
ENSDARG00000003527,58
ENSDARG00000003531,70
ENSDARG00000003533,0
ENSDARG00000003544,85
ENSDARG00000003553,0
ENSDARG00000003564,12
ENSDARG00000003570,96
ENSDARG00000003573,44
ENSDARG00000003576,0
ENSDARG00000003584,4
ENSDARG00000003592,0
ENSDARG00000003599,2845
ENSDARG00000003607,64
ENSDARG00000003615,11
ENSDARG00000003616,56
ENSDARG00000003631,191
ENSDARG00000003632,1
ENSDARG00000003635,4
ENSDARG00000003641,62
ENSDARG00000003642,12
ENSDARG00000003655,354
ENSDARG00000003675,0
ENSDARG00000003680,154
ENSDARG00000003681,383
ENSDARG00000003684,47
ENSDARG00000003693,46
ENSDARG00000003695,480
ENSDARG00000003697,1
ENSDARG00000003699,46
ENSDARG00000003701,8
ENSDARG00000003705,183
ENSDARG00000003706,8
ENSDARG00000003732,7
ENSDARG00000003749,29
ENSDARG00000003750,22
ENSDARG00000003751,113
ENSDARG00000003754,81
ENSDARG00000003757,13
ENSDARG00000003769,13
ENSDARG00000003776,90
ENSDARG00000003779,101
ENSDARG00000003789,71
ENSDARG00000003795,877
ENSDARG00000003797,2
ENSDARG00000003803,18
ENSDARG00000003808,42
ENSDARG00000003811,369
ENSDARG00000003818,59
ENSDARG00000003820,201
ENSDARG00000003822,0
ENSDARG00000003827,7
ENSDARG00000003829,123
ENSDARG00000003835,263
ENSDARG00000003841,13
ENSDARG00000003845,36
ENSDARG00000003846,0
ENSDARG00000003854,108
ENSDARG00000003860,91
ENSDARG00000003865,16
ENSDARG00000003866,154
ENSDARG00000003867,4
ENSDARG00000003869,14
ENSDARG00000003872,39
ENSDARG00000003877,183
ENSDARG00000003899,0
ENSDARG00000003900,0
ENSDARG00000003902,227
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,11
ENSDARG00000003910,84
ENSDARG00000003920,156
ENSDARG00000003925,1
ENSDARG00000003927,50
ENSDARG00000003931,48
ENSDARG00000003934,11
ENSDARG00000003938,81
ENSDARG00000003940,16
ENSDARG00000003941,19
ENSDARG00000003944,0
ENSDARG00000003952,241
ENSDARG00000003961,23
ENSDARG00000003963,56
ENSDARG00000003965,1
ENSDARG00000003968,0
ENSDARG00000003970,35
ENSDARG00000003971,18
ENSDARG00000003973,51
ENSDARG00000003974,67
ENSDARG00000003977,3
ENSDARG00000003984,36
ENSDARG00000003989,129
ENSDARG00000003991,35
ENSDARG00000003994,32
ENSDARG00000003998,27
ENSDARG00000004015,0
ENSDARG00000004017,23
ENSDARG00000004018,9
ENSDARG00000004023,203
ENSDARG00000004034,96
ENSDARG00000004037,35
ENSDARG00000004046,0
ENSDARG00000004049,28
ENSDARG00000004051,10
ENSDARG00000004055,101
ENSDARG00000004059,0
ENSDARG00000004060,627
ENSDARG00000004074,124
ENSDARG00000004078,37
ENSDARG00000004082,12
ENSDARG00000004094,192
ENSDARG00000004105,47
ENSDARG00000004109,0
ENSDARG00000004111,0
ENSDARG00000004114,1
ENSDARG00000004115,56
ENSDARG00000004130,0
ENSDARG00000004131,23
ENSDARG00000004132,297
ENSDARG00000004150,13
ENSDARG00000004151,6
ENSDARG00000004154,1
ENSDARG00000004158,18
ENSDARG00000004160,48
ENSDARG00000004161,80
ENSDARG00000004167,9
ENSDARG00000004169,74
ENSDARG00000004171,34
ENSDARG00000004173,176
ENSDARG00000004174,217
ENSDARG00000004176,9
ENSDARG00000004177,34
ENSDARG00000004184,155
ENSDARG00000004187,27
ENSDARG00000004189,38
ENSDARG00000004196,107
ENSDARG00000004199,1
ENSDARG00000004204,1
ENSDARG00000004211,21
ENSDARG00000004218,54
ENSDARG00000004219,8
ENSDARG00000004227,38
ENSDARG00000004232,10
ENSDARG00000004243,0
ENSDARG00000004246,240
ENSDARG00000004251,4
ENSDARG00000004256,4
ENSDARG00000004260,2
ENSDARG00000004261,61
ENSDARG00000004262,14
ENSDARG00000004270,128
ENSDARG00000004274,0
ENSDARG00000004280,12
ENSDARG00000004282,18
ENSDARG00000004291,51
ENSDARG00000004296,93
ENSDARG00000004297,197
ENSDARG00000004301,2
ENSDARG00000004302,58
ENSDARG00000004305,16
ENSDARG00000004306,19
ENSDARG00000004307,2
ENSDARG00000004308,5
ENSDARG00000004311,14
ENSDARG00000004318,8
ENSDARG00000004322,4
ENSDARG00000004325,29
ENSDARG00000004328,9
ENSDARG00000004336,169
ENSDARG00000004343,24
ENSDARG00000004358,26
ENSDARG00000004363,3
ENSDARG00000004372,43
ENSDARG00000004377,126
ENSDARG00000004378,32
ENSDARG00000004386,114
ENSDARG00000004392,7
ENSDARG00000004396,8
ENSDARG00000004402,34
ENSDARG00000004405,4
ENSDARG00000004406,4
ENSDARG00000004415,205
ENSDARG00000004427,0
ENSDARG00000004433,0
ENSDARG00000004436,11
ENSDARG00000004445,31
ENSDARG00000004447,4
ENSDARG00000004451,12
ENSDARG00000004452,481
ENSDARG00000004455,3
ENSDARG00000004459,3
ENSDARG00000004460,16
ENSDARG00000004470,101
ENSDARG00000004472,35
ENSDARG00000004473,24
ENSDARG00000004492,14
ENSDARG00000004497,5
ENSDARG00000004498,0
ENSDARG00000004502,95
ENSDARG00000004517,11
ENSDARG00000004525,41
ENSDARG00000004527,5
ENSDARG00000004529,0
ENSDARG00000004537,630
ENSDARG00000004539,21
ENSDARG00000004561,2
ENSDARG00000004574,45
ENSDARG00000004576,19
ENSDARG00000004580,48
ENSDARG00000004581,59
ENSDARG00000004586,6
ENSDARG00000004587,86
ENSDARG00000004588,539
ENSDARG00000004592,22
ENSDARG00000004594,58
ENSDARG00000004597,41
ENSDARG00000004598,0
ENSDARG00000004616,17
ENSDARG00000004618,18
ENSDARG00000004621,357
ENSDARG00000004627,0
ENSDARG00000004632,1
ENSDARG00000004633,2
ENSDARG00000004634,20
ENSDARG00000004635,119
ENSDARG00000004636,54
ENSDARG00000004643,57
ENSDARG00000004647,0
ENSDARG00000004648,24
ENSDARG00000004658,61
ENSDARG00000004672,71
ENSDARG00000004680,24
ENSDARG00000004687,31
ENSDARG00000004692,81
ENSDARG00000004695,5
ENSDARG00000004696,35
ENSDARG00000004697,2
ENSDARG00000004702,84
ENSDARG00000004706,51
ENSDARG00000004712,33
ENSDARG00000004713,1
ENSDARG00000004714,243
ENSDARG00000004721,12
ENSDARG00000004724,111
ENSDARG00000004726,99
ENSDARG00000004735,247
ENSDARG00000004745,16
ENSDARG00000004748,24
ENSDARG00000004753,40
ENSDARG00000004754,92
ENSDARG00000004757,1337
ENSDARG00000004763,1
ENSDARG00000004771,10
ENSDARG00000004774,80
ENSDARG00000004782,299
ENSDARG00000004785,183
ENSDARG00000004789,177
ENSDARG00000004794,22
ENSDARG00000004796,123
ENSDARG00000004806,27
ENSDARG00000004823,0
ENSDARG00000004830,82
ENSDARG00000004836,229
ENSDARG00000004840,8
ENSDARG00000004843,117
ENSDARG00000004851,11
ENSDARG00000004861,81
ENSDARG00000004864,0
ENSDARG00000004866,40
ENSDARG00000004869,15
ENSDARG00000004870,8
ENSDARG00000004871,10
ENSDARG00000004874,0
ENSDARG00000004875,22
ENSDARG00000004877,376
ENSDARG00000004880,9
ENSDARG00000004889,7
ENSDARG00000004891,56
ENSDARG00000004898,0
ENSDARG00000004904,1
ENSDARG00000004906,58
ENSDARG00000004925,5
ENSDARG00000004930,430
ENSDARG00000004931,36
ENSDARG00000004932,1
ENSDARG00000004937,0
ENSDARG00000004939,50
ENSDARG00000004948,91
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,16
ENSDARG00000004956,34
ENSDARG00000004964,58
ENSDARG00000004979,15
ENSDARG00000004988,100
ENSDARG00000005002,7
ENSDARG00000005004,0
ENSDARG00000005010,7
ENSDARG00000005015,127
ENSDARG00000005023,45
ENSDARG00000005026,240
ENSDARG00000005034,18
ENSDARG00000005049,1
ENSDARG00000005050,0
ENSDARG00000005057,16
ENSDARG00000005058,51
ENSDARG00000005078,13
ENSDARG00000005085,29
ENSDARG00000005092,14
ENSDARG00000005095,12
ENSDARG00000005098,16
ENSDARG00000005104,72
ENSDARG00000005108,34
ENSDARG00000005112,167
ENSDARG00000005115,13
ENSDARG00000005122,129
ENSDARG00000005126,54
ENSDARG00000005128,0
ENSDARG00000005134,33
ENSDARG00000005139,27
ENSDARG00000005141,121
ENSDARG00000005150,10
ENSDARG00000005154,16
ENSDARG00000005159,18
ENSDARG00000005162,212
ENSDARG00000005163,30
ENSDARG00000005172,2
ENSDARG00000005176,0
ENSDARG00000005179,13
ENSDARG00000005185,61
ENSDARG00000005186,78
ENSDARG00000005191,454
ENSDARG00000005210,15
ENSDARG00000005216,49
ENSDARG00000005218,0
ENSDARG00000005220,1
ENSDARG00000005221,42
ENSDARG00000005230,25
ENSDARG00000005232,53
ENSDARG00000005236,428
ENSDARG00000005246,0
ENSDARG00000005251,0
ENSDARG00000005254,25
ENSDARG00000005271,7
ENSDARG00000005274,5
ENSDARG00000005284,0
ENSDARG00000005314,0
ENSDARG00000005315,238
ENSDARG00000005318,46
ENSDARG00000005320,0
ENSDARG00000005327,0
ENSDARG00000005332,0
ENSDARG00000005335,0
ENSDARG00000005343,21
ENSDARG00000005350,84
ENSDARG00000005355,56
ENSDARG00000005356,50
ENSDARG00000005359,172
ENSDARG00000005364,17
ENSDARG00000005368,61
ENSDARG00000005371,0
ENSDARG00000005372,55
ENSDARG00000005374,26
ENSDARG00000005382,74
ENSDARG00000005392,0
ENSDARG00000005394,35
ENSDARG00000005397,174
ENSDARG00000005414,0
ENSDARG00000005416,169
ENSDARG00000005423,5
ENSDARG00000005425,16
ENSDARG00000005448,1
ENSDARG00000005451,205
ENSDARG00000005453,123
ENSDARG00000005454,33
ENSDARG00000005456,87
ENSDARG00000005458,84
ENSDARG00000005462,159
ENSDARG00000005463,61
ENSDARG00000005464,0
ENSDARG00000005468,105
ENSDARG00000005476,176
ENSDARG00000005479,440
ENSDARG00000005481,66
ENSDARG00000005482,231
ENSDARG00000005485,33
ENSDARG00000005500,4
ENSDARG00000005510,2
ENSDARG00000005513,1000
ENSDARG00000005518,0
ENSDARG00000005522,1
ENSDARG00000005525,35
ENSDARG00000005526,76
ENSDARG00000005536,134
ENSDARG00000005540,172
ENSDARG00000005541,15
ENSDARG00000005544,14
ENSDARG00000005547,3
ENSDARG00000005549,51
ENSDARG00000005551,38
ENSDARG00000005559,15
ENSDARG00000005560,172
ENSDARG00000005561,28
ENSDARG00000005565,13
ENSDARG00000005574,31
ENSDARG00000005576,197
ENSDARG00000005578,64
ENSDARG00000005586,49
ENSDARG00000005590,64
ENSDARG00000005595,9
ENSDARG00000005606,41
ENSDARG00000005612,8
ENSDARG00000005616,0
ENSDARG00000005619,3
ENSDARG00000005625,71
ENSDARG00000005626,2
ENSDARG00000005627,0
ENSDARG00000005629,12
ENSDARG00000005640,1
ENSDARG00000005643,12
ENSDARG00000005645,136
ENSDARG00000005648,12
ENSDARG00000005651,14
ENSDARG00000005652,165
ENSDARG00000005670,89
ENSDARG00000005673,1
ENSDARG00000005675,12
ENSDARG00000005679,13
ENSDARG00000005690,25
ENSDARG00000005699,74
ENSDARG00000005704,24
ENSDARG00000005713,9
ENSDARG00000005716,5
ENSDARG00000005738,16
ENSDARG00000005739,13
ENSDARG00000005749,5
ENSDARG00000005754,274
ENSDARG00000005762,31
ENSDARG00000005772,57
ENSDARG00000005774,387
ENSDARG00000005775,401
ENSDARG00000005776,32
ENSDARG00000005780,0
ENSDARG00000005783,55
ENSDARG00000005786,7
ENSDARG00000005789,6
ENSDARG00000005791,547
ENSDARG00000005799,21
ENSDARG00000005800,30
ENSDARG00000005814,0
ENSDARG00000005821,0
ENSDARG00000005823,95
ENSDARG00000005827,38
ENSDARG00000005828,10
ENSDARG00000005834,132
ENSDARG00000005840,76
ENSDARG00000005841,61
ENSDARG00000005842,29
ENSDARG00000005853,3
ENSDARG00000005861,310
ENSDARG00000005865,0
ENSDARG00000005867,124
ENSDARG00000005870,9
ENSDARG00000005883,83
ENSDARG00000005891,31
ENSDARG00000005894,14
ENSDARG00000005897,0
ENSDARG00000005908,71
ENSDARG00000005913,4
ENSDARG00000005915,115
ENSDARG00000005916,6
ENSDARG00000005924,257
ENSDARG00000005926,0
ENSDARG00000005927,49
ENSDARG00000005941,207
ENSDARG00000005942,3
ENSDARG00000005943,8
ENSDARG00000005945,102
ENSDARG00000005948,28
ENSDARG00000005972,8
ENSDARG00000005980,113
ENSDARG00000005989,50
ENSDARG00000005993,3
ENSDARG00000006003,56
ENSDARG00000006008,127
ENSDARG00000006010,8
ENSDARG00000006011,14
ENSDARG00000006019,123
ENSDARG00000006025,20
ENSDARG00000006029,0
ENSDARG00000006031,424
ENSDARG00000006038,33
ENSDARG00000006040,12
ENSDARG00000006044,1
ENSDARG00000006052,0
ENSDARG00000006060,126
ENSDARG00000006062,212
ENSDARG00000006065,5
ENSDARG00000006074,22
ENSDARG00000006079,0
ENSDARG00000006092,519
ENSDARG00000006093,6
ENSDARG00000006094,209
ENSDARG00000006109,0
ENSDARG00000006110,2
ENSDARG00000006112,77
ENSDARG00000006120,49
ENSDARG00000006124,513
ENSDARG00000006125,91
ENSDARG00000006128,252
ENSDARG00000006137,0
ENSDARG00000006151,6
ENSDARG00000006169,113
ENSDARG00000006174,0
ENSDARG00000006181,40
ENSDARG00000006192,31
ENSDARG00000006196,35
ENSDARG00000006200,596
ENSDARG00000006202,179
ENSDARG00000006206,13
ENSDARG00000006207,6
ENSDARG00000006215,104
ENSDARG00000006219,65
ENSDARG00000006220,8
ENSDARG00000006225,98
ENSDARG00000006235,161
ENSDARG00000006240,27
ENSDARG00000006242,350
ENSDARG00000006251,20
ENSDARG00000006253,7
ENSDARG00000006257,383
ENSDARG00000006260,315
ENSDARG00000006266,116
ENSDARG00000006272,75
ENSDARG00000006279,15
ENSDARG00000006283,137
ENSDARG00000006288,18
ENSDARG00000006290,27
ENSDARG00000006292,5
ENSDARG00000006299,51
ENSDARG00000006300,9
ENSDARG00000006301,53
ENSDARG00000006307,81
ENSDARG00000006308,0
ENSDARG00000006314,151
ENSDARG00000006316,310
ENSDARG00000006332,76
ENSDARG00000006341,2
ENSDARG00000006345,42
ENSDARG00000006350,7
ENSDARG00000006353,61
ENSDARG00000006356,88
ENSDARG00000006368,0
ENSDARG00000006370,63
ENSDARG00000006372,0
ENSDARG00000006383,51
ENSDARG00000006385,12
ENSDARG00000006389,82
ENSDARG00000006392,13
ENSDARG00000006395,280
ENSDARG00000006396,235
ENSDARG00000006397,98
ENSDARG00000006399,179
ENSDARG00000006408,52
ENSDARG00000006409,0
ENSDARG00000006413,55
ENSDARG00000006420,166
ENSDARG00000006422,47
ENSDARG00000006427,85
ENSDARG00000006434,28
ENSDARG00000006447,0
ENSDARG00000006456,5
ENSDARG00000006467,35
ENSDARG00000006468,4
ENSDARG00000006474,0
ENSDARG00000006477,88
ENSDARG00000006487,233
ENSDARG00000006491,21
ENSDARG00000006494,83
ENSDARG00000006497,334
ENSDARG00000006501,0
ENSDARG00000006508,19
ENSDARG00000006514,23
ENSDARG00000006522,17
ENSDARG00000006524,441
ENSDARG00000006526,557
ENSDARG00000006527,134
ENSDARG00000006544,0
ENSDARG00000006545,60
ENSDARG00000006546,42
ENSDARG00000006553,13
ENSDARG00000006560,0
ENSDARG00000006566,140
ENSDARG00000006567,13
ENSDARG00000006568,2
ENSDARG00000006577,14
ENSDARG00000006580,0
ENSDARG00000006584,172
ENSDARG00000006585,48
ENSDARG00000006588,6
ENSDARG00000006598,0
ENSDARG00000006600,76
ENSDARG00000006601,65
ENSDARG00000006602,7
ENSDARG00000006603,85
ENSDARG00000006604,3
ENSDARG00000006607,14
ENSDARG00000006609,25
ENSDARG00000006615,13
ENSDARG00000006617,30
ENSDARG00000006621,76
ENSDARG00000006624,26
ENSDARG00000006636,27
ENSDARG00000006639,105
ENSDARG00000006640,39
ENSDARG00000006642,25
ENSDARG00000006666,6
ENSDARG00000006672,19
ENSDARG00000006677,23
ENSDARG00000006678,1
ENSDARG00000006683,26
ENSDARG00000006691,275
ENSDARG00000006712,19
ENSDARG00000006719,19
