H6,Counts
ENSDARG00000002304,2
ENSDARG00000002305,131
ENSDARG00000002311,0
ENSDARG00000002330,1
ENSDARG00000002332,106
ENSDARG00000002333,68
ENSDARG00000002336,90
ENSDARG00000002339,33
ENSDARG00000002344,725
ENSDARG00000002347,0
ENSDARG00000002353,0
ENSDARG00000002355,0
ENSDARG00000002362,53
ENSDARG00000002365,9
ENSDARG00000002369,209
ENSDARG00000002377,20
ENSDARG00000002385,50
ENSDARG00000002391,1
ENSDARG00000002394,1
ENSDARG00000002396,141
ENSDARG00000002401,20
ENSDARG00000002402,13
ENSDARG00000002403,55
ENSDARG00000002405,32
ENSDARG00000002406,0
ENSDARG00000002411,33
ENSDARG00000002445,26
ENSDARG00000002463,0
ENSDARG00000002467,33
ENSDARG00000002479,19
ENSDARG00000002483,2
ENSDARG00000002487,53
ENSDARG00000002494,46
ENSDARG00000002506,22
ENSDARG00000002507,4
ENSDARG00000002508,48
ENSDARG00000002509,3
ENSDARG00000002510,0
ENSDARG00000002523,34
ENSDARG00000002533,13
ENSDARG00000002536,40
ENSDARG00000002538,77
ENSDARG00000002546,95
ENSDARG00000002549,17
ENSDARG00000002552,116
ENSDARG00000002564,121
ENSDARG00000002571,78
ENSDARG00000002576,24
ENSDARG00000002582,47
ENSDARG00000002587,614
ENSDARG00000002589,307
ENSDARG00000002591,54
ENSDARG00000002593,19
ENSDARG00000002597,0
ENSDARG00000002600,139
ENSDARG00000002601,0
ENSDARG00000002607,48
ENSDARG00000002609,75
ENSDARG00000002613,7
ENSDARG00000002632,47
ENSDARG00000002634,11
ENSDARG00000002635,203
ENSDARG00000002642,10
ENSDARG00000002644,21
ENSDARG00000002656,295
ENSDARG00000002659,99
ENSDARG00000002663,27
ENSDARG00000002666,11
ENSDARG00000002670,130
ENSDARG00000002682,62
ENSDARG00000002685,0
ENSDARG00000002690,65
ENSDARG00000002696,800
ENSDARG00000002701,0
ENSDARG00000002707,0
ENSDARG00000002710,625
ENSDARG00000002720,13
ENSDARG00000002722,0
ENSDARG00000002728,5
ENSDARG00000002731,120
ENSDARG00000002732,4
ENSDARG00000002745,161
ENSDARG00000002748,86
ENSDARG00000002750,51
ENSDARG00000002754,0
ENSDARG00000002758,1764
ENSDARG00000002760,11
ENSDARG00000002764,21
ENSDARG00000002768,3289
ENSDARG00000002771,51
ENSDARG00000002779,0
ENSDARG00000002787,117
ENSDARG00000002790,334
ENSDARG00000002791,1264
ENSDARG00000002792,94
ENSDARG00000002795,18
ENSDARG00000002797,0
ENSDARG00000002798,26
ENSDARG00000002816,70
ENSDARG00000002826,12
ENSDARG00000002830,0
ENSDARG00000002831,12
ENSDARG00000002840,151
ENSDARG00000002847,9
ENSDARG00000002872,4
ENSDARG00000002877,206
ENSDARG00000002880,154
ENSDARG00000002894,8
ENSDARG00000002897,29
ENSDARG00000002909,15
ENSDARG00000002912,49
ENSDARG00000002916,176
ENSDARG00000002917,15
ENSDARG00000002933,41
ENSDARG00000002937,85
ENSDARG00000002945,27
ENSDARG00000002947,45
ENSDARG00000002949,133
ENSDARG00000002952,61
ENSDARG00000002956,3
ENSDARG00000002959,0
ENSDARG00000002967,43
ENSDARG00000002968,120
ENSDARG00000002970,97
ENSDARG00000002971,44
ENSDARG00000002986,8
ENSDARG00000002988,99
ENSDARG00000002991,101
ENSDARG00000002994,70
ENSDARG00000003008,190
ENSDARG00000003017,29
ENSDARG00000003020,38
ENSDARG00000003021,44
ENSDARG00000003022,15
ENSDARG00000003027,4
ENSDARG00000003032,945
ENSDARG00000003035,606
ENSDARG00000003041,25
ENSDARG00000003046,46
ENSDARG00000003054,1
ENSDARG00000003058,109
ENSDARG00000003061,2
ENSDARG00000003068,87
ENSDARG00000003069,63
ENSDARG00000003077,12
ENSDARG00000003081,3950
ENSDARG00000003084,12
ENSDARG00000003085,18
ENSDARG00000003087,104
ENSDARG00000003090,0
ENSDARG00000003091,11
ENSDARG00000003098,371
ENSDARG00000003109,41
ENSDARG00000003113,123
ENSDARG00000003127,71
ENSDARG00000003132,15
ENSDARG00000003142,22
ENSDARG00000003144,2
ENSDARG00000003146,22
ENSDARG00000003151,169
ENSDARG00000003153,19
ENSDARG00000003157,63
ENSDARG00000003165,64
ENSDARG00000003167,54
ENSDARG00000003169,601
ENSDARG00000003175,48
ENSDARG00000003181,4
ENSDARG00000003189,199
ENSDARG00000003193,7
ENSDARG00000003197,0
ENSDARG00000003200,14
ENSDARG00000003203,61
ENSDARG00000003205,28
ENSDARG00000003206,7
ENSDARG00000003207,49
ENSDARG00000003208,13
ENSDARG00000003210,61
ENSDARG00000003213,236
ENSDARG00000003216,51
ENSDARG00000003217,35
ENSDARG00000003219,13
ENSDARG00000003229,0
ENSDARG00000003235,0
ENSDARG00000003244,15
ENSDARG00000003250,62
ENSDARG00000003251,21
ENSDARG00000003257,12
ENSDARG00000003259,0
ENSDARG00000003269,358
ENSDARG00000003270,10
ENSDARG00000003281,106
ENSDARG00000003287,2
ENSDARG00000003290,120
ENSDARG00000003293,224
ENSDARG00000003303,0
ENSDARG00000003307,53
ENSDARG00000003308,141
ENSDARG00000003311,212
ENSDARG00000003313,1
ENSDARG00000003320,90
ENSDARG00000003326,14
ENSDARG00000003328,32
ENSDARG00000003344,4
ENSDARG00000003373,18
ENSDARG00000003375,34
ENSDARG00000003380,4
ENSDARG00000003381,26
ENSDARG00000003382,81
ENSDARG00000003383,47
ENSDARG00000003395,121
ENSDARG00000003398,33
ENSDARG00000003399,1
ENSDARG00000003403,321
ENSDARG00000003411,37
ENSDARG00000003414,1
ENSDARG00000003420,11
ENSDARG00000003421,218
ENSDARG00000003429,178
ENSDARG00000003444,19
ENSDARG00000003446,12
ENSDARG00000003449,131
ENSDARG00000003462,75
ENSDARG00000003469,51
ENSDARG00000003475,0
ENSDARG00000003486,236
ENSDARG00000003487,70
ENSDARG00000003495,406
ENSDARG00000003512,368
ENSDARG00000003517,27
ENSDARG00000003519,2
ENSDARG00000003520,54
ENSDARG00000003523,0
ENSDARG00000003526,79
ENSDARG00000003527,41
ENSDARG00000003531,106
ENSDARG00000003533,3
ENSDARG00000003544,99
ENSDARG00000003553,0
ENSDARG00000003564,14
ENSDARG00000003570,208
ENSDARG00000003573,29
ENSDARG00000003576,96
ENSDARG00000003584,49
ENSDARG00000003592,8
ENSDARG00000003599,5644
ENSDARG00000003607,81
ENSDARG00000003615,9
ENSDARG00000003616,56
ENSDARG00000003631,140
ENSDARG00000003632,9
ENSDARG00000003635,8
ENSDARG00000003641,141
ENSDARG00000003642,29
ENSDARG00000003655,551
ENSDARG00000003675,0
ENSDARG00000003680,361
ENSDARG00000003681,368
ENSDARG00000003684,96
ENSDARG00000003693,74
ENSDARG00000003695,606
ENSDARG00000003697,67
ENSDARG00000003699,161
ENSDARG00000003701,0
ENSDARG00000003705,159
ENSDARG00000003706,16
ENSDARG00000003732,0
ENSDARG00000003749,25
ENSDARG00000003750,51
ENSDARG00000003751,96
ENSDARG00000003754,129
ENSDARG00000003757,7
ENSDARG00000003769,41
ENSDARG00000003776,155
ENSDARG00000003779,109
ENSDARG00000003789,147
ENSDARG00000003795,692
ENSDARG00000003797,29
ENSDARG00000003803,9
ENSDARG00000003808,16
ENSDARG00000003811,324
ENSDARG00000003818,45
ENSDARG00000003820,381
ENSDARG00000003822,9
ENSDARG00000003827,26
ENSDARG00000003829,110
ENSDARG00000003835,305
ENSDARG00000003841,18
ENSDARG00000003845,51
ENSDARG00000003846,10
ENSDARG00000003854,172
ENSDARG00000003860,62
ENSDARG00000003865,6
ENSDARG00000003866,66
ENSDARG00000003867,13
ENSDARG00000003869,14
ENSDARG00000003872,88
ENSDARG00000003877,276
ENSDARG00000003899,0
ENSDARG00000003900,0
ENSDARG00000003902,254
ENSDARG00000003903,0
ENSDARG00000003904,0
ENSDARG00000003909,4
ENSDARG00000003910,197
ENSDARG00000003920,166
ENSDARG00000003925,0
ENSDARG00000003927,79
ENSDARG00000003931,46
ENSDARG00000003934,1
ENSDARG00000003938,63
ENSDARG00000003940,46
ENSDARG00000003941,23
ENSDARG00000003944,0
ENSDARG00000003952,192
ENSDARG00000003961,43
ENSDARG00000003963,78
ENSDARG00000003965,9
ENSDARG00000003968,0
ENSDARG00000003970,18
ENSDARG00000003971,17
ENSDARG00000003973,24
ENSDARG00000003974,182
ENSDARG00000003977,0
ENSDARG00000003984,40
ENSDARG00000003989,136
ENSDARG00000003991,93
ENSDARG00000003994,43
ENSDARG00000003998,72
ENSDARG00000004015,1
ENSDARG00000004017,20
ENSDARG00000004018,8
ENSDARG00000004023,318
ENSDARG00000004034,148
ENSDARG00000004037,15
ENSDARG00000004046,0
ENSDARG00000004049,80
ENSDARG00000004051,0
ENSDARG00000004055,194
ENSDARG00000004059,0
ENSDARG00000004060,922
ENSDARG00000004074,599
ENSDARG00000004078,56
ENSDARG00000004082,7
ENSDARG00000004094,174
ENSDARG00000004105,88
ENSDARG00000004109,0
ENSDARG00000004111,0
ENSDARG00000004114,1
ENSDARG00000004115,70
ENSDARG00000004130,1
ENSDARG00000004131,10
ENSDARG00000004132,309
ENSDARG00000004150,42
ENSDARG00000004151,24
ENSDARG00000004154,0
ENSDARG00000004158,28
ENSDARG00000004160,61
ENSDARG00000004161,108
ENSDARG00000004167,13
ENSDARG00000004169,36
ENSDARG00000004171,33
ENSDARG00000004173,188
ENSDARG00000004174,450
ENSDARG00000004176,14
ENSDARG00000004177,47
ENSDARG00000004184,185
ENSDARG00000004187,27
ENSDARG00000004189,86
ENSDARG00000004196,100
ENSDARG00000004199,13
ENSDARG00000004204,0
ENSDARG00000004211,36
ENSDARG00000004218,71
ENSDARG00000004219,21
ENSDARG00000004227,110
ENSDARG00000004232,29
ENSDARG00000004243,20
ENSDARG00000004246,332
ENSDARG00000004251,3
ENSDARG00000004256,0
ENSDARG00000004260,12
ENSDARG00000004261,36
ENSDARG00000004262,38
ENSDARG00000004270,11
ENSDARG00000004274,3
ENSDARG00000004280,31
ENSDARG00000004282,71
ENSDARG00000004291,165
ENSDARG00000004296,54
ENSDARG00000004297,367
ENSDARG00000004301,30
ENSDARG00000004302,95
ENSDARG00000004305,83
ENSDARG00000004306,12
ENSDARG00000004307,20
ENSDARG00000004308,5
ENSDARG00000004311,15
ENSDARG00000004318,0
ENSDARG00000004322,21
ENSDARG00000004325,41
ENSDARG00000004328,0
ENSDARG00000004336,177
ENSDARG00000004343,28
ENSDARG00000004358,135
ENSDARG00000004363,1
ENSDARG00000004372,35
ENSDARG00000004377,194
ENSDARG00000004378,8
ENSDARG00000004386,186
ENSDARG00000004392,4
ENSDARG00000004396,2
ENSDARG00000004402,35
ENSDARG00000004405,1
ENSDARG00000004406,12
ENSDARG00000004415,388
ENSDARG00000004427,4
ENSDARG00000004433,0
ENSDARG00000004436,12
ENSDARG00000004445,77
ENSDARG00000004447,4
ENSDARG00000004451,18
ENSDARG00000004452,621
ENSDARG00000004455,0
ENSDARG00000004459,9
ENSDARG00000004460,25
ENSDARG00000004470,88
ENSDARG00000004472,53
ENSDARG00000004473,2
ENSDARG00000004492,6
ENSDARG00000004497,23
ENSDARG00000004498,2
ENSDARG00000004502,74
ENSDARG00000004517,4
ENSDARG00000004525,28
ENSDARG00000004527,5
ENSDARG00000004529,0
ENSDARG00000004537,936
ENSDARG00000004539,17
ENSDARG00000004561,18
ENSDARG00000004574,18
ENSDARG00000004576,32
ENSDARG00000004580,135
ENSDARG00000004581,51
ENSDARG00000004586,1
ENSDARG00000004587,22
ENSDARG00000004588,845
ENSDARG00000004592,34
ENSDARG00000004594,45
ENSDARG00000004597,97
ENSDARG00000004598,0
ENSDARG00000004616,25
ENSDARG00000004618,15
ENSDARG00000004621,623
ENSDARG00000004627,0
ENSDARG00000004632,37
ENSDARG00000004633,14
ENSDARG00000004634,614
ENSDARG00000004635,212
ENSDARG00000004636,84
ENSDARG00000004643,95
ENSDARG00000004647,6
ENSDARG00000004648,0
ENSDARG00000004658,41
ENSDARG00000004672,475
ENSDARG00000004680,20
ENSDARG00000004687,31
ENSDARG00000004692,138
ENSDARG00000004695,5
ENSDARG00000004696,33
ENSDARG00000004697,20
ENSDARG00000004702,230
ENSDARG00000004706,70
ENSDARG00000004712,83
ENSDARG00000004713,0
ENSDARG00000004714,177
ENSDARG00000004721,17
ENSDARG00000004724,100
ENSDARG00000004726,90
ENSDARG00000004735,425
ENSDARG00000004745,28
ENSDARG00000004748,0
ENSDARG00000004753,33
ENSDARG00000004754,46
ENSDARG00000004757,2071
ENSDARG00000004763,0
ENSDARG00000004771,43
ENSDARG00000004774,49
ENSDARG00000004782,314
ENSDARG00000004785,87
ENSDARG00000004789,267
ENSDARG00000004794,27
ENSDARG00000004796,168
ENSDARG00000004806,0
ENSDARG00000004823,0
ENSDARG00000004830,176
ENSDARG00000004836,309
ENSDARG00000004840,37
ENSDARG00000004843,53
ENSDARG00000004851,6
ENSDARG00000004861,97
ENSDARG00000004864,0
ENSDARG00000004866,17
ENSDARG00000004869,8
ENSDARG00000004870,5
ENSDARG00000004871,1
ENSDARG00000004874,2
ENSDARG00000004875,23
ENSDARG00000004877,219
ENSDARG00000004880,7
ENSDARG00000004889,11
ENSDARG00000004891,49
ENSDARG00000004898,0
ENSDARG00000004904,6
ENSDARG00000004906,46
ENSDARG00000004925,4
ENSDARG00000004930,391
ENSDARG00000004931,92
ENSDARG00000004932,31
ENSDARG00000004937,1
ENSDARG00000004939,39
ENSDARG00000004948,91
ENSDARG00000004952,0
ENSDARG00000004953,0
ENSDARG00000004954,0
ENSDARG00000004956,13
ENSDARG00000004964,41
ENSDARG00000004979,18
ENSDARG00000004988,135
ENSDARG00000005002,96
ENSDARG00000005004,6
ENSDARG00000005010,7
ENSDARG00000005015,179
ENSDARG00000005023,17
ENSDARG00000005026,389
ENSDARG00000005034,27
ENSDARG00000005049,7
ENSDARG00000005050,0
ENSDARG00000005057,17
ENSDARG00000005058,85
ENSDARG00000005078,32
ENSDARG00000005085,33
ENSDARG00000005092,23
ENSDARG00000005095,25
ENSDARG00000005098,26
ENSDARG00000005104,107
ENSDARG00000005108,18
ENSDARG00000005112,67
ENSDARG00000005115,5
ENSDARG00000005122,123
ENSDARG00000005126,47
ENSDARG00000005128,0
ENSDARG00000005134,17
ENSDARG00000005139,16
ENSDARG00000005141,143
ENSDARG00000005150,36
ENSDARG00000005154,30
ENSDARG00000005159,32
ENSDARG00000005162,222
ENSDARG00000005163,16
ENSDARG00000005172,18
ENSDARG00000005176,3
ENSDARG00000005179,46
ENSDARG00000005185,63
ENSDARG00000005186,252
ENSDARG00000005191,544
ENSDARG00000005210,48
ENSDARG00000005216,1
ENSDARG00000005218,0
ENSDARG00000005220,11
ENSDARG00000005221,47
ENSDARG00000005230,42
ENSDARG00000005232,97
ENSDARG00000005236,615
ENSDARG00000005246,31
ENSDARG00000005251,13
ENSDARG00000005254,26
ENSDARG00000005271,0
ENSDARG00000005274,11
ENSDARG00000005284,2
ENSDARG00000005314,0
ENSDARG00000005315,181
ENSDARG00000005318,49
ENSDARG00000005320,13
ENSDARG00000005327,0
ENSDARG00000005332,4
ENSDARG00000005335,45
ENSDARG00000005343,31
ENSDARG00000005350,114
ENSDARG00000005355,98
ENSDARG00000005356,72
ENSDARG00000005359,176
ENSDARG00000005364,2
ENSDARG00000005368,47
ENSDARG00000005371,0
ENSDARG00000005372,31
ENSDARG00000005374,60
ENSDARG00000005382,29
ENSDARG00000005392,0
ENSDARG00000005394,303
ENSDARG00000005397,257
ENSDARG00000005414,0
ENSDARG00000005416,409
ENSDARG00000005423,18
ENSDARG00000005425,34
ENSDARG00000005448,0
ENSDARG00000005451,189
ENSDARG00000005453,300
ENSDARG00000005454,43
ENSDARG00000005456,157
ENSDARG00000005458,95
ENSDARG00000005462,49
ENSDARG00000005463,54
ENSDARG00000005464,0
ENSDARG00000005468,156
ENSDARG00000005476,226
ENSDARG00000005479,622
ENSDARG00000005481,145
ENSDARG00000005482,800
ENSDARG00000005485,31
ENSDARG00000005500,39
ENSDARG00000005510,0
ENSDARG00000005513,1227
ENSDARG00000005518,0
ENSDARG00000005522,0
ENSDARG00000005525,10
ENSDARG00000005526,59
ENSDARG00000005536,195
ENSDARG00000005540,117
ENSDARG00000005541,2
ENSDARG00000005544,22
ENSDARG00000005547,14
ENSDARG00000005549,37
ENSDARG00000005551,67
ENSDARG00000005559,74
ENSDARG00000005560,156
ENSDARG00000005561,38
ENSDARG00000005565,33
ENSDARG00000005574,31
ENSDARG00000005576,289
ENSDARG00000005578,81
ENSDARG00000005586,151
ENSDARG00000005590,9
ENSDARG00000005595,0
ENSDARG00000005606,69
ENSDARG00000005612,11
ENSDARG00000005616,0
ENSDARG00000005619,11
ENSDARG00000005625,142
ENSDARG00000005626,6
ENSDARG00000005627,0
ENSDARG00000005629,34
ENSDARG00000005640,5
ENSDARG00000005643,1
ENSDARG00000005645,200
ENSDARG00000005648,29
ENSDARG00000005651,37
ENSDARG00000005652,189
ENSDARG00000005670,106
ENSDARG00000005673,6
ENSDARG00000005675,58
ENSDARG00000005679,70
ENSDARG00000005690,38
ENSDARG00000005699,51
ENSDARG00000005704,23
ENSDARG00000005713,5
ENSDARG00000005716,46
ENSDARG00000005738,31
ENSDARG00000005739,79
ENSDARG00000005749,6
ENSDARG00000005754,403
ENSDARG00000005762,124
ENSDARG00000005772,14
ENSDARG00000005774,349
ENSDARG00000005775,676
ENSDARG00000005776,40
ENSDARG00000005780,0
ENSDARG00000005783,213
ENSDARG00000005786,80
ENSDARG00000005789,109
ENSDARG00000005791,884
ENSDARG00000005799,2
ENSDARG00000005800,67
ENSDARG00000005814,0
ENSDARG00000005821,3
ENSDARG00000005823,104
ENSDARG00000005827,67
ENSDARG00000005828,0
ENSDARG00000005834,255
ENSDARG00000005840,43
ENSDARG00000005841,134
ENSDARG00000005842,23
ENSDARG00000005853,1
ENSDARG00000005861,521
ENSDARG00000005865,0
ENSDARG00000005867,158
ENSDARG00000005870,25
ENSDARG00000005883,79
ENSDARG00000005891,152
ENSDARG00000005894,17
ENSDARG00000005897,13
ENSDARG00000005908,112
ENSDARG00000005913,20
ENSDARG00000005915,275
ENSDARG00000005916,16
ENSDARG00000005924,259
ENSDARG00000005926,44
ENSDARG00000005927,59
ENSDARG00000005941,144
ENSDARG00000005942,0
ENSDARG00000005943,4
ENSDARG00000005945,109
ENSDARG00000005948,17
ENSDARG00000005972,4
ENSDARG00000005980,298
ENSDARG00000005989,52
ENSDARG00000005993,20
ENSDARG00000006003,44
ENSDARG00000006008,256
ENSDARG00000006010,10
ENSDARG00000006011,20
ENSDARG00000006019,109
ENSDARG00000006025,53
ENSDARG00000006029,0
ENSDARG00000006031,611
ENSDARG00000006038,53
ENSDARG00000006040,45
ENSDARG00000006044,11
ENSDARG00000006052,0
ENSDARG00000006060,151
ENSDARG00000006062,175
ENSDARG00000006065,33
ENSDARG00000006074,22
ENSDARG00000006079,14
ENSDARG00000006092,492
ENSDARG00000006093,14
ENSDARG00000006094,179
ENSDARG00000006109,0
ENSDARG00000006110,10
ENSDARG00000006112,24
ENSDARG00000006120,95
ENSDARG00000006124,370
ENSDARG00000006125,132
ENSDARG00000006128,328
ENSDARG00000006137,0
ENSDARG00000006151,27
ENSDARG00000006169,133
ENSDARG00000006174,0
ENSDARG00000006181,34
ENSDARG00000006192,79
ENSDARG00000006196,47
ENSDARG00000006200,770
ENSDARG00000006202,133
ENSDARG00000006206,0
ENSDARG00000006207,0
ENSDARG00000006215,28
ENSDARG00000006219,82
ENSDARG00000006220,55
ENSDARG00000006225,122
ENSDARG00000006235,31
ENSDARG00000006240,47
ENSDARG00000006242,431
ENSDARG00000006251,27
ENSDARG00000006253,58
ENSDARG00000006257,458
ENSDARG00000006260,534
ENSDARG00000006266,121
ENSDARG00000006272,73
ENSDARG00000006279,16
ENSDARG00000006283,98
ENSDARG00000006288,4
ENSDARG00000006290,35
ENSDARG00000006292,7
ENSDARG00000006299,26
ENSDARG00000006300,20
ENSDARG00000006301,222
ENSDARG00000006307,145
ENSDARG00000006308,6
ENSDARG00000006314,150
ENSDARG00000006316,336
ENSDARG00000006332,189
ENSDARG00000006341,6
ENSDARG00000006345,66
ENSDARG00000006350,0
ENSDARG00000006353,39
ENSDARG00000006356,55
ENSDARG00000006368,1
ENSDARG00000006370,98
ENSDARG00000006372,6
ENSDARG00000006383,290
ENSDARG00000006385,53
ENSDARG00000006389,155
ENSDARG00000006392,5
ENSDARG00000006395,195
ENSDARG00000006396,387
ENSDARG00000006397,128
ENSDARG00000006399,125
ENSDARG00000006408,141
ENSDARG00000006409,0
ENSDARG00000006413,34
ENSDARG00000006420,418
ENSDARG00000006422,17
ENSDARG00000006427,164
ENSDARG00000006434,13
ENSDARG00000006447,0
ENSDARG00000006456,0
ENSDARG00000006467,64
ENSDARG00000006468,8
ENSDARG00000006474,7
ENSDARG00000006477,68
ENSDARG00000006487,181
ENSDARG00000006491,16
ENSDARG00000006494,63
ENSDARG00000006497,407
ENSDARG00000006501,0
ENSDARG00000006508,46
ENSDARG00000006514,47
ENSDARG00000006522,0
ENSDARG00000006524,462
ENSDARG00000006526,710
ENSDARG00000006527,130
ENSDARG00000006544,0
ENSDARG00000006545,59
ENSDARG00000006546,58
ENSDARG00000006553,33
ENSDARG00000006560,0
ENSDARG00000006566,191
ENSDARG00000006567,0
ENSDARG00000006568,4
ENSDARG00000006577,21
ENSDARG00000006580,0
ENSDARG00000006584,281
ENSDARG00000006585,113
ENSDARG00000006588,5
ENSDARG00000006598,8
ENSDARG00000006600,78
ENSDARG00000006601,29
ENSDARG00000006602,13
ENSDARG00000006603,36
ENSDARG00000006604,82
ENSDARG00000006607,33
ENSDARG00000006609,35
ENSDARG00000006615,48
ENSDARG00000006617,25
ENSDARG00000006621,148
ENSDARG00000006624,66
ENSDARG00000006636,103
ENSDARG00000006639,39
ENSDARG00000006640,42
ENSDARG00000006642,16
ENSDARG00000006666,0
ENSDARG00000006672,52
ENSDARG00000006677,10
ENSDARG00000006678,4
ENSDARG00000006683,113
ENSDARG00000006691,569
ENSDARG00000006712,35
ENSDARG00000006719,115
