GO/Pathway/Gene Set/Gene ID,GO Level,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
GO:0000151,4,ubiquitin ligase complex,199,202,2,2,1,1,2,1,2,1,1,67,201,18682,0.83623,0.51809,0.51809,0.5,100319387,fbxo4,ENSDARG00000074170,,0.0305712,0.0305712,0.0305712,,0.0305712,,0.00826782,0.00826782,0.00826782,,0.00826782,,0.193328,0.193328,0.193328,,0.193328,,,,,,0.0305712,0.00826782,0.193328,1,0,1,100319387,ENSDARG00000074170,0.0305712,0.0305712,,0.00826782,0.00826782,,0.193328,0.193328,,0.0305712,0.00826782,0.193328,0,,,,,,,,,,,,,,,0,,,,,,"Exp 4,1(1)",1.553375006,1.553375006,1.553375006,1.553375006,0,1.553375006,0.0305712,0.0305712,0.00826782,0.00826782,0.193328,0.193328,UP,1,0,0
GO:0000166,4,nucleotide binding,1998,2147,18,14,10,16,14,10,18,6,6,62,2141,16742,0.33695,0.79705,0.70032,0.28,100334928;768300;570547;569607;567764;566080,tgfbr2a;myh7l;uckl1a;mical2a;blk;myh11b,ENSDARG00000059363;ENSDARG00000079782;ENSDARG00000001686;ENSDARG00000075608;ENSDARG00000007783;ENSDARG00000100972,,0.964805659,0.8223678,5.64E-04,1.073813943,0.546618047,0.97465238,0.566741613,0.5271815,2.33E-04,0.620741222,0.317534603,0.562185752,5.490797712,1.8579665,5.64E-04,8.882367021,3.466135371,7.969211295,,,,,9.44624E-4;2.33955;1.80304;5.63732E-4;1.62032;0.0244156,2.32945E-4;1.23068;1.04728;5.6373E-4;1.11461;0.007083,0.00583954;22.8645;6.35795;5.63734E-4;3.48006;0.235873,5,1,5,100334928;768300;569607;567764;566080,ENSDARG00000059363;ENSDARG00000079782;ENSDARG00000075608;ENSDARG00000007783;ENSDARG00000100972,0.797158791,0.0244156,1.109303582,0.470633935,0.007083,0.642163872,5.317367255,0.235873,9.919423821,9.44624E-4;2.33955;5.63732E-4;1.62032;0.0244156,2.32945E-4;1.23068;5.6373E-4;1.11461;0.007083,0.00583954;22.8645;5.63734E-4;3.48006;0.235873,1,570547,ENSDARG00000001686,1.80304,1.80304,,1.04728,1.04728,,6.35795,6.35795,,1.80304,1.04728,6.35795,0,,,,,,"Exp 2,1(0.17);Exp 4,2(0.34);Hill,1(0.17);Linear,2(0.34)",1.805489142,10.89008653,1.577353001,2.072323084,0.203307581,1.816340625,0.105575555,1.824035764,0.070045189,1.063438036,-1.616576144,12.59817157,UP,0.833333333,0.166666667,0
GO:0000209,10,protein polyubiquitination,126,128,2,1,1,2,1,1,2,1,1,67,127,18756,0.9227,0.36977,0.36977,0.78,100319387,fbxo4,ENSDARG00000074170,,0.0305712,0.0305712,0.0305712,,0.0305712,,0.00826782,0.00826782,0.00826782,,0.00826782,,0.193328,0.193328,0.193328,,0.193328,,,,,,0.0305712,0.00826782,0.193328,1,0,1,100319387,ENSDARG00000074170,0.0305712,0.0305712,,0.00826782,0.00826782,,0.193328,0.193328,,0.0305712,0.00826782,0.193328,0,,,,,,,,,,,,,,,0,,,,,,"Exp 4,1(1)",1.553375006,1.553375006,1.553375006,1.553375006,0,1.553375006,0.0305712,0.0305712,0.00826782,0.00826782,0.193328,0.193328,UP,1,0,0
GO:0000226,5,microtubule cytoskeleton organization,246,252,1,1,1,0,0,0,1,0,0,68,252,18631,0.40175,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000271,6,polysaccharide biosynthetic process,34,37,1,1,1,1,1,0,1,0,0,68,37,18846,0.87535,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000281,5,mitotic cytokinesis,33,33,1,1,1,1,1,1,1,1,1,67,32,18851,0.99377,0.11195,0.11195,3.03,553800,cep55l,ENSDARG00000102349,,1.40477,1.40477,1.40477,,1.40477,,0.766057,0.766057,0.766057,,0.766057,,4.3901,4.3901,4.3901,,4.3901,,,,,,1.40477,0.766057,4.3901,0,1,0,,,,,,,,,,,,,,,1,553800,ENSDARG00000102349,1.40477,1.40477,,0.766057,0.766057,,4.3901,4.3901,,1.40477,0.766057,4.3901,0,,,,,,"Exp 2,1(1)",1.614967585,1.614967585,1.614967585,1.614967585,0,1.614967585,1.40477,1.40477,0.766057,0.766057,4.3901,4.3901,DOWN,0,1,0
GO:0000287,6,magnesium ion binding,102,104,1,1,1,1,1,0,1,0,0,68,104,18779,0.68738,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000307,8,cyclin-dependent protein kinase holoenzyme complex,27,30,2,1,0,2,0,0,2,0,0,68,30,18853,0.8977,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000323,7,lytic vacuole,162,171,3,3,0,3,3,3,3,0,0,68,171,18712,0.53931,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000724,8,double-strand break repair via homologous recombination,65,70,1,1,0,1,1,1,1,0,0,68,70,18813,0.77718,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000725,7,recombinational repair,66,71,1,1,0,1,1,1,1,0,0,68,71,18812,0.77438,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000738,7,"DNA catabolic process, exonucleolytic",3,3,1,0,0,1,0,0,1,0,0,68,3,18880,0.98927,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000775,4,"chromosome, centromeric region",50,52,1,1,1,1,1,1,1,1,1,67,51,18832,0.98501,0.1707,0.1707,1.92,445161,cenpp,ENSDARG00000044135,,8.34E-04,8.34E-04,8.34E-04,,8.34E-04,,2.55E-04,2.55E-04,2.55E-04,,2.55E-04,,0.00405095,0.00405095,0.00405095,,0.00405095,,,,,,8.34E-04,2.55E-04,0.00405095,0,1,0,,,,,,,,,,,,,,,1,445161,ENSDARG00000044135,8.34E-04,8.34E-04,,2.55E-04,2.55E-04,,0.00405095,0.00405095,,8.34E-04,2.55E-04,0.00405095,0,,,,,,"Exp 4,1(1)",2.032040119,2.032040119,2.032040119,2.032040119,0,2.032040119,8.34E-04,8.34E-04,2.55E-04,2.55E-04,0.00405095,0.00405095,DOWN,0,1,0
GO:0000785,3,chromatin,94,107,1,0,0,1,0,0,1,0,0,68,107,18776,0.67997,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000808,3,origin recognition complex,6,6,1,1,0,1,1,1,1,0,0,68,6,18877,0.97866,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000902,4,cell morphogenesis,105,108,2,1,1,2,1,1,2,1,1,67,107,18776,0.94252,0.32249,0.32249,0.93,100002946,cxcl8a,ENSDARG00000104795,,0.0929318,0.0929318,0.0929318,,0.0929318,,0.0617677,0.0617677,0.0617677,,0.0617677,,0.183461,0.183461,0.183461,,0.183461,,,,,,0.0929318,0.0617677,0.183461,1,0,1,100002946,ENSDARG00000104795,0.0929318,0.0929318,,0.0617677,0.0617677,,0.183461,0.183461,,0.0929318,0.0617677,0.183461,0,,,,,,,,,,,,,,,0,,,,,,"Poly 2,1(1)",3.232575893,3.232575893,3.232575893,3.232575893,0,3.232575893,0.0929318,0.0929318,0.0617677,0.0617677,0.183461,0.183461,UP,1,0,0
GO:0000904,5,cell morphogenesis involved in differentiation,70,73,2,1,1,2,1,1,2,1,1,67,72,18811,0.97169,0.23119,0.23119,1.37,100002946,cxcl8a,ENSDARG00000104795,,0.0929318,0.0929318,0.0929318,,0.0929318,,0.0617677,0.0617677,0.0617677,,0.0617677,,0.183461,0.183461,0.183461,,0.183461,,,,,,0.0929318,0.0617677,0.183461,1,0,1,100002946,ENSDARG00000104795,0.0929318,0.0929318,,0.0617677,0.0617677,,0.183461,0.183461,,0.0929318,0.0617677,0.183461,0,,,,,,,,,,,,,,,0,,,,,,"Poly 2,1(1)",3.232575893,3.232575893,3.232575893,3.232575893,0,3.232575893,0.0929318,0.0929318,0.0617677,0.0617677,0.183461,0.183461,UP,1,0,0
