GO/Pathway/Gene Set/Gene ID,GO Level,GO/Pathway/Gene Set/Gene Name,All Genes (Expression Data),All Genes (Platform),Input Genes,Genes with BMD <= Highest Dose,Genes with BMD p-Value >= ,Genes with BMD/BMDL <= ,Genes with BMDU/BMD <= ,Genes with BMDU/BMDL <= ,Genes with BMD <= N-Fold Lowest Positive Dose ,Genes That Passed All Filters,Fisher's A Parameter,Fisher's B Parameter,Fisher's C Parameter,Fisher's D Parameter,Fisher's Exact Left P-Value,Fisher's Exact Right P-Value,Fisher's Exact Two Tail,Percentage,Entrez Gene IDs,Gene Symbols,Probe IDs,Genes with Conflicting Probesets,BMD Mean,BMD Median,BMD Minimum,BMD Standard Deviation,BMD wMean,BMD wSD,BMDL Mean,BMDL Median,BMDL Minimum,BMDL Standard Deviation,BMDL wMean,BMDL wSD,BMDU Mean,BMDU Median,BMDU Minimum,BMDU Standard Deviation,BMDU wMean,BMDU wSD,5th Percentile Index,BMD at 5th Percentile of Total Genes,10th Percentile Index,BMD at 10th Percentile of Total Genes,BMD List,BMDL List,BMDU List,Probes with Adverse Direction Up,Probes with Adverse Direction Down,Genes with Adverse Direction Up,Genes Up List,Genes Up Probes List,Genes Up BMD Mean,Genes Up BMD Median,Genes Up SD,Genes Up BMDL Mean,Genes Up BMDL Median,Genes Up BMDL SD,Genes Up BMDU Mean,Genes Up BMDU Median,Genes Up BMDU SD,BMD list (up),BMDL List (up),BMDU List (up),Genes with Adverse Direction Down,Genes Down List,Genes Down Probes List,Genes Down BMD Mean,Genes Down BMD Median,Genes Down SD,Genes Down BMDL Mean,Genes Down BMDL Median,Genes Down BMDL SD,Genes Down BMDU Mean,Genes Down BMDU Median,Genes Down BMDU SD,BMD list (down),BMDL List (down),BMDU List (down),Genes with Adverse Conflict Count,Genes Conflict List,Genes Conflict Probes List,BMD list (Conflict),BMDL list (Conflict),BMDU list (Conflict),Model Counts,Mean Fold Change,Total Fold Change,Min Fold Change,Max Fold Change,Standard Deviation Fold Change,Median Fold Change,Lower bound of the 95% confidence interval -  BMD,Upper bound of the 95% confidence interval -  BMD,Lower bound of the 95% confidence interval -  BMDL,Upper bound of the 95% confidence interval -  BMDL,Lower bound of the 95% confidence interval -  BMDU,Upper bound of the 95% confidence interval -  BMDU,Overall Direction,Percent Genes With Overall Direction Up,Percent Genes With Overall Direction Down,Percent Genes With Overall Direction Conflict
GO:0000977,7,RNA polymerase II transcription regulatory region sequence-specific DNA binding,9,1162,1,1,0,1,1,1,1,0,0,10,1162,17779,0.53104,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000978,8,RNA polymerase II cis-regulatory region sequence-specific DNA binding,7,941,1,1,0,1,1,1,1,0,0,10,941,18000,0.60084,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000981,4,"DNA-binding transcription factor activity, RNA polymerase II-specific",9,1173,1,1,0,1,1,1,1,0,0,10,1173,17768,0.52776,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0000987,7,cis-regulatory region sequence-specific DNA binding,7,955,1,1,0,1,1,1,1,0,0,10,955,17986,0.59619,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0001067,5,transcription regulatory region nucleic acid binding,9,1212,1,1,0,1,1,1,1,0,0,10,1212,17729,0.5163,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0001501,5,skeletal system development,9,69,2,1,1,1,1,0,2,0,0,10,69,18872,0.96417,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0001523,8,retinoid metabolic process,2,32,1,1,1,0,0,0,1,0,0,10,32,18909,0.98324,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0001556,4,oocyte maturation,1,14,1,0,0,1,1,1,1,0,0,10,14,18927,0.99264,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0001558,5,regulation of cell growth,1,101,1,1,1,0,0,0,1,0,0,10,101,18840,0.94795,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0001666,4,response to hypoxia,11,68,1,0,0,1,1,1,1,0,0,10,68,18873,0.96468,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0001667,5,ameboidal-type cell migration,4,219,1,1,1,0,0,0,1,0,0,10,219,18722,0.89024,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0001732,8,formation of cytoplasmic translation initiation complex,12,17,1,1,1,0,0,0,1,0,0,10,17,18924,0.99106,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0001755,6,neural crest cell migration,1,100,1,1,1,0,0,0,1,0,0,10,100,18841,0.94846,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0001756,5,somitogenesis,4,87,1,1,1,0,0,0,1,0,0,10,87,18854,0.95502,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0001775,3,cell activation,9,99,2,1,1,1,1,1,2,0,0,10,99,18842,0.94896,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0001837,6,epithelial to mesenchymal transition,3,23,1,1,1,0,0,0,1,0,0,10,23,18918,0.98793,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0001947,6,heart looping,6,131,2,2,2,0,0,0,2,0,0,10,131,18810,0.93297,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0002009,5,morphogenesis of an epithelium,18,392,3,3,3,0,0,0,3,0,0,10,392,18549,0.81134,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0002011,6,morphogenesis of an epithelial sheet,5,87,1,1,1,0,0,0,1,0,0,10,87,18854,0.95502,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0002181,7,cytoplasmic translation,19,23,1,1,1,0,0,0,1,0,0,10,23,18918,0.98793,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0002244,5,hematopoietic progenitor cell differentiation,5,90,1,1,1,0,0,0,1,0,0,10,90,18851,0.9535,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0002376,2,immune system process,23,629,2,1,1,1,1,1,2,0,0,10,629,18312,0.71346,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0002521,5,leukocyte differentiation,7,81,1,1,1,0,0,0,1,0,0,10,81,18860,0.95806,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003002,4,regionalization,10,318,2,2,1,0,0,0,2,0,0,10,318,18623,0.84428,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003006,3,developmental process involved in reproduction,2,134,1,0,0,1,1,1,1,0,0,10,134,18807,0.93148,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003008,3,system process,72,635,3,2,2,1,1,0,3,0,0,10,635,18306,0.71113,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003012,4,muscle system process,18,90,1,0,0,1,1,0,1,0,0,10,90,18851,0.9535,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003013,4,circulatory system process,8,150,1,1,1,0,0,0,1,0,0,10,150,18791,0.92359,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003015,5,heart process,8,68,1,1,1,0,0,0,1,0,0,10,68,18873,0.96468,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003143,5,embryonic heart tube morphogenesis,7,145,2,2,2,0,0,0,2,0,0,10,145,18796,0.92605,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003674,1,molecular_function,817,15947,36,27,20,22,22,19,36,8,8,2,15939,3002,0.48668,0.79767,0.66462,0.05,793447;573619;415166;337731;336165;266799;58013;30678,hbbe1.2;ndufab1a;fabp6;pvalb4;myl1;gatm;noc2l;pcna,ENSDARG00000115405;ENSDARG00000058463;ENSDARG00000044566;ENSDARG00000024433;ENSDARG00000014196;ENSDARG00000036239;ENSDARG00000001754;ENSDARG00000054155,,456.2971663,422.921,9.99453,319.0709914,288.0913089,337.0404518,217.3572163,250.1465,4.62368,135.1239954,133.7598739,153.2784503,995.9055125,715.09,11.8031,783.2153632,669.936106,758.8134804,,,,,432.901;797.324;412.941;28.5338;777.365;408.814;782.504;9.99453,253.739;327.486;246.554;4.62368;326.391;244.841;326.76;8.46305,738.565;1941.23;691.615;176.089;1851.45;682.602;1873.89;11.8031,7,1,7,793447;573619;415166;337731;336165;266799;30678,ENSDARG00000115405;ENSDARG00000058463;ENSDARG00000044566;ENSDARG00000024433;ENSDARG00000014196;ENSDARG00000036239;ENSDARG00000054155,409.69619,412.941,313.8554943,201.7282471,246.554,137.9194434,870.4791571,691.615,754.2109543,432.901;797.324;412.941;28.5338;777.365;408.814;9.99453,253.739;327.486;246.554;4.62368;326.391;244.841;8.46305,738.565;1941.23;691.615;176.089;1851.45;682.602;11.8031,1,58013,ENSDARG00000001754,782.504,782.504,,326.76,326.76,,1873.89,1873.89,,782.504,326.76,1873.89,0,,,,,,"Hill,2(0.25);Linear,6(0.75)",2.179693816,18.45804763,1.513097405,4.149364471,0.903286031,1.894867539,235.1922498,677.4020827,123.7210647,310.9933678,453.164956,1538.646069,UP,0.875,0.125,0
GO:0003676,4,nucleic acid binding,157,2930,6,5,3,4,4,4,6,1,1,9,2929,16012,0.52742,0.81363,1,0.034,30678,pcna,ENSDARG00000054155,,9.99453,9.99453,9.99453,,9.99453,,8.46305,8.46305,8.46305,,8.46305,,11.8031,11.8031,11.8031,,11.8031,,,,,,9.99453,8.46305,11.8031,1,0,1,30678,ENSDARG00000054155,9.99453,9.99453,,8.46305,8.46305,,11.8031,11.8031,,9.99453,8.46305,11.8031,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(1)",1.873780012,1.873780012,1.873780012,1.873780012,0,1.873780012,9.99453,9.99453,8.46305,8.46305,11.8031,11.8031,UP,1,0,0
GO:0003677,5,DNA binding,42,1950,4,3,2,3,3,3,4,1,1,9,1949,16992,0.72487,0.66248,1,0.051,30678,pcna,ENSDARG00000054155,,9.99453,9.99453,9.99453,,9.99453,,8.46305,8.46305,8.46305,,8.46305,,11.8031,11.8031,11.8031,,11.8031,,,,,,9.99453,8.46305,11.8031,1,0,1,30678,ENSDARG00000054155,9.99453,9.99453,,8.46305,8.46305,,11.8031,11.8031,,9.99453,8.46305,11.8031,0,,,,,,,,,,,,,,,0,,,,,,"Hill,1(1)",1.873780012,1.873780012,1.873780012,1.873780012,0,1.873780012,9.99453,9.99453,8.46305,8.46305,11.8031,11.8031,UP,1,0,0
GO:0003678,4,DNA helicase activity,2,54,1,1,1,0,0,0,1,0,0,10,54,18887,0.97186,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003690,6,double-stranded DNA binding,12,1309,1,1,0,1,1,1,1,0,0,10,1309,17632,0.48874,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003700,3,DNA-binding transcription factor activity,9,1262,1,1,0,1,1,1,1,0,0,10,1262,17679,0.50192,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003712,3,transcription coregulator activity,9,275,1,1,1,1,1,1,1,1,1,9,274,18667,0.99126,0.13602,0.13602,0.36,58013,noc2l,ENSDARG00000001754,,782.504,782.504,782.504,,782.504,,326.76,326.76,326.76,,326.76,,1873.89,1873.89,1873.89,,1873.89,,,,,,782.504,326.76,1873.89,0,1,0,,,,,,,,,,,,,,,1,58013,ENSDARG00000001754,782.504,782.504,,326.76,326.76,,1873.89,1873.89,,782.504,326.76,1873.89,0,,,,,,"Linear,1(1)",4.149364471,4.149364471,4.149364471,4.149364471,0,4.149364471,782.504,782.504,326.76,326.76,1873.89,1873.89,DOWN,0,1,0
GO:0003714,4,transcription corepressor activity,4,89,1,1,1,1,1,1,1,1,1,9,88,18853,0.99904,0.045994,0.045994,1.12,58013,noc2l,ENSDARG00000001754,,782.504,782.504,782.504,,782.504,,326.76,326.76,326.76,,326.76,,1873.89,1873.89,1873.89,,1873.89,,,,,,782.504,326.76,1873.89,0,1,0,,,,,,,,,,,,,,,1,58013,ENSDARG00000001754,782.504,782.504,,326.76,326.76,,1873.89,1873.89,,782.504,326.76,1873.89,0,,,,,,"Linear,1(1)",4.149364471,4.149364471,4.149364471,4.149364471,0,4.149364471,782.504,782.504,326.76,326.76,1873.89,1873.89,DOWN,0,1,0
GO:0003723,5,RNA binding,118,903,3,2,1,2,2,2,3,0,0,10,903,18038,0.61365,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003735,3,structural constituent of ribosome,89,152,1,1,0,1,1,1,1,0,0,10,152,18789,0.92261,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003743,6,translation initiation factor activity,26,61,1,1,1,0,0,0,1,0,0,10,61,18880,0.96827,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003755,4,peptidyl-prolyl cis-trans isomerase activity,6,41,1,0,0,1,1,1,1,0,0,10,41,18900,0.97857,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
GO:0003779,5,actin binding,43,374,2,1,1,1,1,0,2,0,0,10,374,18567,0.81924,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
